kommune_nr,innvkat_2,arbeidsalder_18_69,aar,tabellvariabel,tabellnavn,enhet
1103,befolkningen_ellers,alle,2011,56940,sysselsatte_innvkat_alder,personer
1103,innvandrere,alle,2011,12849,sysselsatte_innvkat_alder,personer
1106,alle,alle,2011,17899,sysselsatte_innvkat_alder,personer
1106,befolkningen_ellers,alle,2011,15455,sysselsatte_innvkat_alder,personer
1106,innvandrere,alle,2011,2444,sysselsatte_innvkat_alder,personer
1111,alle,alle,2011,1598,sysselsatte_innvkat_alder,personer
1111,befolkningen_ellers,alle,2011,1527,sysselsatte_innvkat_alder,personer
1111,innvandrere,alle,2011,71,sysselsatte_innvkat_alder,personer
1112,alle,alle,2011,1634,sysselsatte_innvkat_alder,personer
1112,befolkningen_ellers,alle,2011,1516,sysselsatte_innvkat_alder,personer
1112,innvandrere,alle,2011,118,sysselsatte_innvkat_alder,personer
1114,alle,alle,2011,1525,sysselsatte_innvkat_alder,personer
1114,befolkningen_ellers,alle,2011,1397,sysselsatte_innvkat_alder,personer
1114,innvandrere,alle,2011,128,sysselsatte_innvkat_alder,personer
1119,alle,alle,2011,9661,sysselsatte_innvkat_alder,personer
1119,befolkningen_ellers,alle,2011,8526,sysselsatte_innvkat_alder,personer
1119,innvandrere,alle,2011,1135,sysselsatte_innvkat_alder,personer
1120,alle,alle,2011,9852,sysselsatte_innvkat_alder,personer
1120,befolkningen_ellers,alle,2011,8778,sysselsatte_innvkat_alder,personer
1120,innvandrere,alle,2011,1074,sysselsatte_innvkat_alder,personer
1121,alle,alle,2011,9354,sysselsatte_innvkat_alder,personer
1121,befolkningen_ellers,alle,2011,8596,sysselsatte_innvkat_alder,personer
1121,innvandrere,alle,2011,758,sysselsatte_innvkat_alder,personer
1122,alle,alle,2011,6144,sysselsatte_innvkat_alder,personer
1122,befolkningen_ellers,alle,2011,5557,sysselsatte_innvkat_alder,personer
1122,innvandrere,alle,2011,587,sysselsatte_innvkat_alder,personer
1124,alle,alle,2011,13081,sysselsatte_innvkat_alder,personer
1124,befolkningen_ellers,alle,2011,11253,sysselsatte_innvkat_alder,personer
1124,innvandrere,alle,2011,1828,sysselsatte_innvkat_alder,personer
1127,alle,alle,2011,5438,sysselsatte_innvkat_alder,personer
1127,befolkningen_ellers,alle,2011,4908,sysselsatte_innvkat_alder,personer
1127,innvandrere,alle,2011,530,sysselsatte_innvkat_alder,personer
1129,alle,alle,2011,629,sysselsatte_innvkat_alder,personer
1129,befolkningen_ellers,alle,2011,585,sysselsatte_innvkat_alder,personer
1129,innvandrere,alle,2011,44,sysselsatte_innvkat_alder,personer
1130,alle,alle,2011,5989,sysselsatte_innvkat_alder,personer
1130,befolkningen_ellers,alle,2011,5529,sysselsatte_innvkat_alder,personer
1130,innvandrere,alle,2011,460,sysselsatte_innvkat_alder,personer
1133,alle,alle,2011,1506,sysselsatte_innvkat_alder,personer
1133,befolkningen_ellers,alle,2011,1268,sysselsatte_innvkat_alder,personer
1133,innvandrere,alle,2011,238,sysselsatte_innvkat_alder,personer
1134,alle,alle,2011,2043,sysselsatte_innvkat_alder,personer
1134,befolkningen_ellers,alle,2011,1876,sysselsatte_innvkat_alder,personer
1134,innvandrere,alle,2011,167,sysselsatte_innvkat_alder,personer
1135,alle,alle,2011,2418,sysselsatte_innvkat_alder,personer
1135,befolkningen_ellers,alle,2011,2268,sysselsatte_innvkat_alder,personer
1135,innvandrere,alle,2011,150,sysselsatte_innvkat_alder,personer
1141,alle,alle,2011,1674,sysselsatte_innvkat_alder,personer
1141,befolkningen_ellers,alle,2011,1462,sysselsatte_innvkat_alder,personer
1141,innvandrere,alle,2011,212,sysselsatte_innvkat_alder,personer
1142,alle,alle,2011,2410,sysselsatte_innvkat_alder,personer
1142,befolkningen_ellers,alle,2011,2173,sysselsatte_innvkat_alder,personer
1142,innvandrere,alle,2011,237,sysselsatte_innvkat_alder,personer
1144,alle,alle,2011,260,sysselsatte_innvkat_alder,personer
1144,befolkningen_ellers,alle,2011,239,sysselsatte_innvkat_alder,personer
1144,innvandrere,alle,2011,21,sysselsatte_innvkat_alder,personer
1145,alle,alle,2011,429,sysselsatte_innvkat_alder,personer
1145,befolkningen_ellers,alle,2011,396,sysselsatte_innvkat_alder,personer
1145,innvandrere,alle,2011,33,sysselsatte_innvkat_alder,personer
1146,alle,alle,2011,5572,sysselsatte_innvkat_alder,personer
1146,befolkningen_ellers,alle,2011,5019,sysselsatte_innvkat_alder,personer
1146,innvandrere,alle,2011,553,sysselsatte_innvkat_alder,personer
1149,alle,alle,2011,20029,sysselsatte_innvkat_alder,personer
1149,befolkningen_ellers,alle,2011,18554,sysselsatte_innvkat_alder,personer
1149,innvandrere,alle,2011,1475,sysselsatte_innvkat_alder,personer
1151,alle,alle,2011,127,sysselsatte_innvkat_alder,personer
1151,befolkningen_ellers,alle,2011,114,sysselsatte_innvkat_alder,personer
1151,innvandrere,alle,2011,13,sysselsatte_innvkat_alder,personer
1160,alle,alle,2011,4559,sysselsatte_innvkat_alder,personer
1160,befolkningen_ellers,alle,2011,4111,sysselsatte_innvkat_alder,personer
1160,innvandrere,alle,2011,448,sysselsatte_innvkat_alder,personer
1201,alle,alle,2011,139687,sysselsatte_innvkat_alder,personer
1201,befolkningen_ellers,alle,2011,122179,sysselsatte_innvkat_alder,personer
1201,innvandrere,alle,2011,17508,sysselsatte_innvkat_alder,personer
1211,alle,alle,2011,2154,sysselsatte_innvkat_alder,personer
1211,befolkningen_ellers,alle,2011,1959,sysselsatte_innvkat_alder,personer
1211,innvandrere,alle,2011,195,sysselsatte_innvkat_alder,personer
1216,alle,alle,2011,2663,sysselsatte_innvkat_alder,personer
1216,befolkningen_ellers,alle,2011,2480,sysselsatte_innvkat_alder,personer
1216,innvandrere,alle,2011,183,sysselsatte_innvkat_alder,personer
1219,alle,alle,2011,5795,sysselsatte_innvkat_alder,personer
1219,befolkningen_ellers,alle,2011,5332,sysselsatte_innvkat_alder,personer
1219,innvandrere,alle,2011,463,sysselsatte_innvkat_alder,personer
1221,alle,alle,2011,9213,sysselsatte_innvkat_alder,personer
1221,befolkningen_ellers,alle,2011,8463,sysselsatte_innvkat_alder,personer
1221,innvandrere,alle,2011,750,sysselsatte_innvkat_alder,personer
1222,alle,alle,2011,1544,sysselsatte_innvkat_alder,personer
1222,befolkningen_ellers,alle,2011,1464,sysselsatte_innvkat_alder,personer
1222,innvandrere,alle,2011,80,sysselsatte_innvkat_alder,personer
1223,alle,alle,2011,1360,sysselsatte_innvkat_alder,personer
1223,befolkningen_ellers,alle,2011,1254,sysselsatte_innvkat_alder,personer
1223,innvandrere,alle,2011,106,sysselsatte_innvkat_alder,personer
1224,alle,alle,2011,6602,sysselsatte_innvkat_alder,personer
1224,befolkningen_ellers,alle,2011,6194,sysselsatte_innvkat_alder,personer
1224,innvandrere,alle,2011,408,sysselsatte_innvkat_alder,personer
1227,alle,alle,2011,521,sysselsatte_innvkat_alder,personer
1227,befolkningen_ellers,alle,2011,490,sysselsatte_innvkat_alder,personer
1227,innvandrere,alle,2011,31,sysselsatte_innvkat_alder,personer
1228,alle,alle,2011,3450,sysselsatte_innvkat_alder,personer
1228,befolkningen_ellers,alle,2011,3149,sysselsatte_innvkat_alder,personer
1228,innvandrere,alle,2011,301,sysselsatte_innvkat_alder,personer
1231,alle,alle,2011,1798,sysselsatte_innvkat_alder,personer
1231,befolkningen_ellers,alle,2011,1636,sysselsatte_innvkat_alder,personer
1231,innvandrere,alle,2011,162,sysselsatte_innvkat_alder,personer
1232,alle,alle,2011,541,sysselsatte_innvkat_alder,personer
1232,befolkningen_ellers,alle,2011,493,sysselsatte_innvkat_alder,personer
1232,innvandrere,alle,2011,48,sysselsatte_innvkat_alder,personer
1233,alle,alle,2011,572,sysselsatte_innvkat_alder,personer
1233,befolkningen_ellers,alle,2011,507,sysselsatte_innvkat_alder,personer
1233,innvandrere,alle,2011,65,sysselsatte_innvkat_alder,personer
1234,alle,alle,2011,486,sysselsatte_innvkat_alder,personer
1234,befolkningen_ellers,alle,2011,459,sysselsatte_innvkat_alder,personer
1234,innvandrere,alle,2011,27,sysselsatte_innvkat_alder,personer
1235,alle,alle,2011,7284,sysselsatte_innvkat_alder,personer
1235,befolkningen_ellers,alle,2011,6903,sysselsatte_innvkat_alder,personer
1235,innvandrere,alle,2011,381,sysselsatte_innvkat_alder,personer
1238,alle,alle,2011,4351,sysselsatte_innvkat_alder,personer
1238,befolkningen_ellers,alle,2011,3975,sysselsatte_innvkat_alder,personer
1238,innvandrere,alle,2011,376,sysselsatte_innvkat_alder,personer
1241,alle,alle,2011,1953,sysselsatte_innvkat_alder,personer
1241,befolkningen_ellers,alle,2011,1822,sysselsatte_innvkat_alder,personer
1241,innvandrere,alle,2011,131,sysselsatte_innvkat_alder,personer
1242,alle,alle,2011,1227,sysselsatte_innvkat_alder,personer
1242,befolkningen_ellers,alle,2011,1145,sysselsatte_innvkat_alder,personer
1242,innvandrere,alle,2011,82,sysselsatte_innvkat_alder,personer
1243,alle,alle,2011,9406,sysselsatte_innvkat_alder,personer
1243,befolkningen_ellers,alle,2011,8552,sysselsatte_innvkat_alder,personer
1243,innvandrere,alle,2011,854,sysselsatte_innvkat_alder,personer
1244,alle,alle,2011,2606,sysselsatte_innvkat_alder,personer
1244,befolkningen_ellers,alle,2011,2307,sysselsatte_innvkat_alder,personer
1244,innvandrere,alle,2011,299,sysselsatte_innvkat_alder,personer
1245,alle,alle,2011,3277,sysselsatte_innvkat_alder,personer
1245,befolkningen_ellers,alle,2011,2966,sysselsatte_innvkat_alder,personer
1245,innvandrere,alle,2011,311,sysselsatte_innvkat_alder,personer
1246,alle,alle,2011,11781,sysselsatte_innvkat_alder,personer
1246,befolkningen_ellers,alle,2011,10906,sysselsatte_innvkat_alder,personer
1246,innvandrere,alle,2011,875,sysselsatte_innvkat_alder,personer
1247,alle,alle,2011,13543,sysselsatte_innvkat_alder,personer
1247,befolkningen_ellers,alle,2011,12576,sysselsatte_innvkat_alder,personer
1247,innvandrere,alle,2011,967,sysselsatte_innvkat_alder,personer
1251,alle,alle,2011,1946,sysselsatte_innvkat_alder,personer
1251,befolkningen_ellers,alle,2011,1830,sysselsatte_innvkat_alder,personer
1251,innvandrere,alle,2011,116,sysselsatte_innvkat_alder,personer
1252,alle,alle,2011,175,sysselsatte_innvkat_alder,personer
1252,befolkningen_ellers,alle,2011,166,sysselsatte_innvkat_alder,personer
1252,innvandrere,alle,2011,9,sysselsatte_innvkat_alder,personer
1253,alle,alle,2011,3829,sysselsatte_innvkat_alder,personer
1253,befolkningen_ellers,alle,2011,3557,sysselsatte_innvkat_alder,personer
1253,innvandrere,alle,2011,272,sysselsatte_innvkat_alder,personer
1256,alle,alle,2011,3623,sysselsatte_innvkat_alder,personer
1256,befolkningen_ellers,alle,2011,3385,sysselsatte_innvkat_alder,personer
1256,innvandrere,alle,2011,238,sysselsatte_innvkat_alder,personer
1259,alle,alle,2011,2165,sysselsatte_innvkat_alder,personer
1259,befolkningen_ellers,alle,2011,1981,sysselsatte_innvkat_alder,personer
1259,innvandrere,alle,2011,184,sysselsatte_innvkat_alder,personer
1260,alle,alle,2011,2554,sysselsatte_innvkat_alder,personer
1260,befolkningen_ellers,alle,2011,2303,sysselsatte_innvkat_alder,personer
1260,innvandrere,alle,2011,251,sysselsatte_innvkat_alder,personer
1263,alle,alle,2011,7595,sysselsatte_innvkat_alder,personer
1263,befolkningen_ellers,alle,2011,7065,sysselsatte_innvkat_alder,personer
1263,innvandrere,alle,2011,530,sysselsatte_innvkat_alder,personer
1264,alle,alle,2011,1481,sysselsatte_innvkat_alder,personer
1264,befolkningen_ellers,alle,2011,1264,sysselsatte_innvkat_alder,personer
1264,innvandrere,alle,2011,217,sysselsatte_innvkat_alder,personer
1265,alle,alle,2011,273,sysselsatte_innvkat_alder,personer
1265,befolkningen_ellers,alle,2011,253,sysselsatte_innvkat_alder,personer
1265,innvandrere,alle,2011,20,sysselsatte_innvkat_alder,personer
1266,alle,alle,2011,880,sysselsatte_innvkat_alder,personer
1266,befolkningen_ellers,alle,2011,850,sysselsatte_innvkat_alder,personer
1266,innvandrere,alle,2011,30,sysselsatte_innvkat_alder,personer
1401,alle,alle,2011,6068,sysselsatte_innvkat_alder,personer
1401,befolkningen_ellers,alle,2011,5484,sysselsatte_innvkat_alder,personer
1401,innvandrere,alle,2011,584,sysselsatte_innvkat_alder,personer
1411,alle,alle,2011,1224,sysselsatte_innvkat_alder,personer
1411,befolkningen_ellers,alle,2011,1136,sysselsatte_innvkat_alder,personer
1411,innvandrere,alle,2011,88,sysselsatte_innvkat_alder,personer
1412,alle,alle,2011,456,sysselsatte_innvkat_alder,personer
1412,befolkningen_ellers,alle,2011,406,sysselsatte_innvkat_alder,personer
1412,innvandrere,alle,2011,50,sysselsatte_innvkat_alder,personer
1413,alle,alle,2011,732,sysselsatte_innvkat_alder,personer
1413,befolkningen_ellers,alle,2011,637,sysselsatte_innvkat_alder,personer
1413,innvandrere,alle,2011,95,sysselsatte_innvkat_alder,personer
1416,alle,alle,2011,2059,sysselsatte_innvkat_alder,personer
1416,befolkningen_ellers,alle,2011,1904,sysselsatte_innvkat_alder,personer
1416,innvandrere,alle,2011,155,sysselsatte_innvkat_alder,personer
1417,alle,alle,2011,1397,sysselsatte_innvkat_alder,personer
1417,befolkningen_ellers,alle,2011,1291,sysselsatte_innvkat_alder,personer
1417,innvandrere,alle,2011,106,sysselsatte_innvkat_alder,personer
1418,alle,alle,2011,726,sysselsatte_innvkat_alder,personer
1418,befolkningen_ellers,alle,2011,619,sysselsatte_innvkat_alder,personer
1418,innvandrere,alle,2011,107,sysselsatte_innvkat_alder,personer
1419,alle,alle,2011,1211,sysselsatte_innvkat_alder,personer
1419,befolkningen_ellers,alle,2011,1148,sysselsatte_innvkat_alder,personer
1419,innvandrere,alle,2011,63,sysselsatte_innvkat_alder,personer
1420,alle,alle,2011,4076,sysselsatte_innvkat_alder,personer
1420,befolkningen_ellers,alle,2011,3798,sysselsatte_innvkat_alder,personer
1420,innvandrere,alle,2011,278,sysselsatte_innvkat_alder,personer
1421,alle,alle,2011,932,sysselsatte_innvkat_alder,personer
1421,befolkningen_ellers,alle,2011,860,sysselsatte_innvkat_alder,personer
1421,innvandrere,alle,2011,72,sysselsatte_innvkat_alder,personer
1422,alle,alle,2011,1165,sysselsatte_innvkat_alder,personer
1422,befolkningen_ellers,alle,2011,1083,sysselsatte_innvkat_alder,personer
1422,innvandrere,alle,2011,82,sysselsatte_innvkat_alder,personer
1424,alle,alle,2011,2800,sysselsatte_innvkat_alder,personer
1424,befolkningen_ellers,alle,2011,2488,sysselsatte_innvkat_alder,personer
1424,innvandrere,alle,2011,312,sysselsatte_innvkat_alder,personer
1426,alle,alle,2011,2602,sysselsatte_innvkat_alder,personer
1426,befolkningen_ellers,alle,2011,2456,sysselsatte_innvkat_alder,personer
1426,innvandrere,alle,2011,146,sysselsatte_innvkat_alder,personer
1428,alle,alle,2011,1499,sysselsatte_innvkat_alder,personer
1428,befolkningen_ellers,alle,2011,1424,sysselsatte_innvkat_alder,personer
1428,innvandrere,alle,2011,75,sysselsatte_innvkat_alder,personer
1429,alle,alle,2011,1336,sysselsatte_innvkat_alder,personer
1429,befolkningen_ellers,alle,2011,1224,sysselsatte_innvkat_alder,personer
1429,innvandrere,alle,2011,112,sysselsatte_innvkat_alder,personer
1430,alle,alle,2011,1513,sysselsatte_innvkat_alder,personer
1430,befolkningen_ellers,alle,2011,1418,sysselsatte_innvkat_alder,personer
1430,innvandrere,alle,2011,95,sysselsatte_innvkat_alder,personer
1431,alle,alle,2011,1629,sysselsatte_innvkat_alder,personer
1431,befolkningen_ellers,alle,2011,1532,sysselsatte_innvkat_alder,personer
1431,innvandrere,alle,2011,97,sysselsatte_innvkat_alder,personer
1432,alle,alle,2011,6949,sysselsatte_innvkat_alder,personer
1432,befolkningen_ellers,alle,2011,6440,sysselsatte_innvkat_alder,personer
1432,innvandrere,alle,2011,509,sysselsatte_innvkat_alder,personer
1433,alle,alle,2011,1467,sysselsatte_innvkat_alder,personer
1433,befolkningen_ellers,alle,2011,1404,sysselsatte_innvkat_alder,personer
1433,innvandrere,alle,2011,63,sysselsatte_innvkat_alder,personer
1438,alle,alle,2011,1867,sysselsatte_innvkat_alder,personer
1438,befolkningen_ellers,alle,2011,1627,sysselsatte_innvkat_alder,personer
1438,innvandrere,alle,2011,240,sysselsatte_innvkat_alder,personer
1439,alle,alle,2011,3129,sysselsatte_innvkat_alder,personer
1439,befolkningen_ellers,alle,2011,2764,sysselsatte_innvkat_alder,personer
1439,innvandrere,alle,2011,365,sysselsatte_innvkat_alder,personer
1441,alle,alle,2011,1475,sysselsatte_innvkat_alder,personer
1441,befolkningen_ellers,alle,2011,1381,sysselsatte_innvkat_alder,personer
1441,innvandrere,alle,2011,94,sysselsatte_innvkat_alder,personer
1443,alle,alle,2011,3165,sysselsatte_innvkat_alder,personer
1443,befolkningen_ellers,alle,2011,2966,sysselsatte_innvkat_alder,personer
1443,innvandrere,alle,2011,199,sysselsatte_innvkat_alder,personer
1444,alle,alle,2011,669,sysselsatte_innvkat_alder,personer
1444,befolkningen_ellers,alle,2011,628,sysselsatte_innvkat_alder,personer
1444,innvandrere,alle,2011,41,sysselsatte_innvkat_alder,personer
1445,alle,alle,2011,3022,sysselsatte_innvkat_alder,personer
1445,befolkningen_ellers,alle,2011,2874,sysselsatte_innvkat_alder,personer
1445,innvandrere,alle,2011,148,sysselsatte_innvkat_alder,personer
1449,alle,alle,2011,3836,sysselsatte_innvkat_alder,personer
1449,befolkningen_ellers,alle,2011,3273,sysselsatte_innvkat_alder,personer
1449,innvandrere,alle,2011,563,sysselsatte_innvkat_alder,personer
1502,alle,alle,2011,13652,sysselsatte_innvkat_alder,personer
1502,befolkningen_ellers,alle,2011,12480,sysselsatte_innvkat_alder,personer
1502,innvandrere,alle,2011,1172,sysselsatte_innvkat_alder,personer
1504,alle,alle,2011,23971,sysselsatte_innvkat_alder,personer
1504,befolkningen_ellers,alle,2011,21434,sysselsatte_innvkat_alder,personer
1504,innvandrere,alle,2011,2537,sysselsatte_innvkat_alder,personer
1505,alle,alle,2011,11878,sysselsatte_innvkat_alder,personer
1505,befolkningen_ellers,alle,2011,10795,sysselsatte_innvkat_alder,personer
1505,innvandrere,alle,2011,1083,sysselsatte_innvkat_alder,personer
1511,alle,alle,2011,1673,sysselsatte_innvkat_alder,personer
1511,befolkningen_ellers,alle,2011,1578,sysselsatte_innvkat_alder,personer
1511,innvandrere,alle,2011,95,sysselsatte_innvkat_alder,personer
1514,alle,alle,2011,1326,sysselsatte_innvkat_alder,personer
1514,befolkningen_ellers,alle,2011,1093,sysselsatte_innvkat_alder,personer
1514,innvandrere,alle,2011,233,sysselsatte_innvkat_alder,personer
1515,alle,alle,2011,4393,sysselsatte_innvkat_alder,personer
1515,befolkningen_ellers,alle,2011,3949,sysselsatte_innvkat_alder,personer
1515,innvandrere,alle,2011,444,sysselsatte_innvkat_alder,personer
1516,alle,alle,2011,4158,sysselsatte_innvkat_alder,personer
1516,befolkningen_ellers,alle,2011,3501,sysselsatte_innvkat_alder,personer
1516,innvandrere,alle,2011,657,sysselsatte_innvkat_alder,personer
1517,alle,alle,2011,2534,sysselsatte_innvkat_alder,personer
1517,befolkningen_ellers,alle,2011,2158,sysselsatte_innvkat_alder,personer
1517,innvandrere,alle,2011,376,sysselsatte_innvkat_alder,personer
1519,alle,alle,2011,4351,sysselsatte_innvkat_alder,personer
1519,befolkningen_ellers,alle,2011,4067,sysselsatte_innvkat_alder,personer
1519,innvandrere,alle,2011,284,sysselsatte_innvkat_alder,personer
1520,alle,alle,2011,5329,sysselsatte_innvkat_alder,personer
1520,befolkningen_ellers,alle,2011,5025,sysselsatte_innvkat_alder,personer
1520,innvandrere,alle,2011,304,sysselsatte_innvkat_alder,personer
1523,alle,alle,2011,1168,sysselsatte_innvkat_alder,personer
1523,befolkningen_ellers,alle,2011,1026,sysselsatte_innvkat_alder,personer
1523,innvandrere,alle,2011,142,sysselsatte_innvkat_alder,personer
1524,alle,alle,2011,949,sysselsatte_innvkat_alder,personer
1524,befolkningen_ellers,alle,2011,858,sysselsatte_innvkat_alder,personer
1524,innvandrere,alle,2011,91,sysselsatte_innvkat_alder,personer
1525,alle,alle,2011,2509,sysselsatte_innvkat_alder,personer
1525,befolkningen_ellers,alle,2011,2142,sysselsatte_innvkat_alder,personer
1525,innvandrere,alle,2011,367,sysselsatte_innvkat_alder,personer
1526,alle,alle,2011,531,sysselsatte_innvkat_alder,personer
1526,befolkningen_ellers,alle,2011,445,sysselsatte_innvkat_alder,personer
1526,innvandrere,alle,2011,86,sysselsatte_innvkat_alder,personer
1528,alle,alle,2011,4150,sysselsatte_innvkat_alder,personer
1528,befolkningen_ellers,alle,2011,3741,sysselsatte_innvkat_alder,personer
1528,innvandrere,alle,2011,409,sysselsatte_innvkat_alder,personer
1529,alle,alle,2011,2180,sysselsatte_innvkat_alder,personer
1529,befolkningen_ellers,alle,2011,2012,sysselsatte_innvkat_alder,personer
1529,innvandrere,alle,2011,168,sysselsatte_innvkat_alder,personer
1531,alle,alle,2011,4380,sysselsatte_innvkat_alder,personer
1531,befolkningen_ellers,alle,2011,3992,sysselsatte_innvkat_alder,personer
1531,innvandrere,alle,2011,388,sysselsatte_innvkat_alder,personer
1532,alle,alle,2011,3815,sysselsatte_innvkat_alder,personer
1532,befolkningen_ellers,alle,2011,3459,sysselsatte_innvkat_alder,personer
1532,innvandrere,alle,2011,356,sysselsatte_innvkat_alder,personer
1534,alle,alle,2011,4611,sysselsatte_innvkat_alder,personer
1534,befolkningen_ellers,alle,2011,3986,sysselsatte_innvkat_alder,personer
1534,innvandrere,alle,2011,625,sysselsatte_innvkat_alder,personer
1535,alle,alle,2011,3264,sysselsatte_innvkat_alder,personer
1535,befolkningen_ellers,alle,2011,2961,sysselsatte_innvkat_alder,personer
1535,innvandrere,alle,2011,303,sysselsatte_innvkat_alder,personer
1539,alle,alle,2011,3848,sysselsatte_innvkat_alder,personer
1539,befolkningen_ellers,alle,2011,3576,sysselsatte_innvkat_alder,personer
1539,innvandrere,alle,2011,272,sysselsatte_innvkat_alder,personer
1543,alle,alle,2011,1570,sysselsatte_innvkat_alder,personer
1543,befolkningen_ellers,alle,2011,1492,sysselsatte_innvkat_alder,personer
1543,innvandrere,alle,2011,78,sysselsatte_innvkat_alder,personer
1545,alle,alle,2011,996,sysselsatte_innvkat_alder,personer
1545,befolkningen_ellers,alle,2011,881,sysselsatte_innvkat_alder,personer
1545,innvandrere,alle,2011,115,sysselsatte_innvkat_alder,personer
1546,alle,alle,2011,683,sysselsatte_innvkat_alder,personer
1546,befolkningen_ellers,alle,2011,605,sysselsatte_innvkat_alder,personer
1546,innvandrere,alle,2011,78,sysselsatte_innvkat_alder,personer
1547,alle,alle,2011,1691,sysselsatte_innvkat_alder,personer
1547,befolkningen_ellers,alle,2011,1520,sysselsatte_innvkat_alder,personer
1547,innvandrere,alle,2011,171,sysselsatte_innvkat_alder,personer
1548,alle,alle,2011,4963,sysselsatte_innvkat_alder,personer
1548,befolkningen_ellers,alle,2011,4613,sysselsatte_innvkat_alder,personer
1548,innvandrere,alle,2011,350,sysselsatte_innvkat_alder,personer
1551,alle,alle,2011,1790,sysselsatte_innvkat_alder,personer
1551,befolkningen_ellers,alle,2011,1695,sysselsatte_innvkat_alder,personer
1551,innvandrere,alle,2011,95,sysselsatte_innvkat_alder,personer
1554,alle,alle,2011,2907,sysselsatte_innvkat_alder,personer
1554,befolkningen_ellers,alle,2011,2665,sysselsatte_innvkat_alder,personer
1554,innvandrere,alle,2011,242,sysselsatte_innvkat_alder,personer
1557,alle,alle,2011,1388,sysselsatte_innvkat_alder,personer
1557,befolkningen_ellers,alle,2011,1300,sysselsatte_innvkat_alder,personer
1557,innvandrere,alle,2011,88,sysselsatte_innvkat_alder,personer
1560,alle,alle,2011,1484,sysselsatte_innvkat_alder,personer
1560,befolkningen_ellers,alle,2011,1357,sysselsatte_innvkat_alder,personer
1560,innvandrere,alle,2011,127,sysselsatte_innvkat_alder,personer
1563,alle,alle,2011,3561,sysselsatte_innvkat_alder,personer
1563,befolkningen_ellers,alle,2011,3369,sysselsatte_innvkat_alder,personer
1563,innvandrere,alle,2011,192,sysselsatte_innvkat_alder,personer
1566,alle,alle,2011,3017,sysselsatte_innvkat_alder,personer
1566,befolkningen_ellers,alle,2011,2896,sysselsatte_innvkat_alder,personer
1566,innvandrere,alle,2011,121,sysselsatte_innvkat_alder,personer
1567,alle,alle,2011,1071,sysselsatte_innvkat_alder,personer
1567,befolkningen_ellers,alle,2011,1057,sysselsatte_innvkat_alder,personer
1567,innvandrere,alle,2011,14,sysselsatte_innvkat_alder,personer
1571,alle,alle,2011,807,sysselsatte_innvkat_alder,personer
1571,befolkningen_ellers,alle,2011,776,sysselsatte_innvkat_alder,personer
1571,innvandrere,alle,2011,31,sysselsatte_innvkat_alder,personer
1573,alle,alle,2011,1085,sysselsatte_innvkat_alder,personer
1573,befolkningen_ellers,alle,2011,994,sysselsatte_innvkat_alder,personer
1573,innvandrere,alle,2011,91,sysselsatte_innvkat_alder,personer
1576,alle,alle,2011,1763,sysselsatte_innvkat_alder,personer
1576,befolkningen_ellers,alle,2011,1625,sysselsatte_innvkat_alder,personer
1576,innvandrere,alle,2011,138,sysselsatte_innvkat_alder,personer
1601,alle,alle,2011,93368,sysselsatte_innvkat_alder,personer
1601,befolkningen_ellers,alle,2011,83725,sysselsatte_innvkat_alder,personer
1601,innvandrere,alle,2011,9643,sysselsatte_innvkat_alder,personer
1612,alle,alle,2011,2070,sysselsatte_innvkat_alder,personer
1612,befolkningen_ellers,alle,2011,1985,sysselsatte_innvkat_alder,personer
1612,innvandrere,alle,2011,85,sysselsatte_innvkat_alder,personer
1613,alle,alle,2011,512,sysselsatte_innvkat_alder,personer
1613,befolkningen_ellers,alle,2011,486,sysselsatte_innvkat_alder,personer
1613,innvandrere,alle,2011,26,sysselsatte_innvkat_alder,personer
1617,alle,alle,2011,2276,sysselsatte_innvkat_alder,personer
1617,befolkningen_ellers,alle,2011,1823,sysselsatte_innvkat_alder,personer
1617,innvandrere,alle,2011,453,sysselsatte_innvkat_alder,personer
1620,alle,alle,2011,2174,sysselsatte_innvkat_alder,personer
1620,befolkningen_ellers,alle,2011,1778,sysselsatte_innvkat_alder,personer
1620,innvandrere,alle,2011,396,sysselsatte_innvkat_alder,personer
1621,alle,alle,2011,2560,sysselsatte_innvkat_alder,personer
1621,befolkningen_ellers,alle,2011,2439,sysselsatte_innvkat_alder,personer
1621,innvandrere,alle,2011,121,sysselsatte_innvkat_alder,personer
1622,alle,alle,2011,870,sysselsatte_innvkat_alder,personer
1622,befolkningen_ellers,alle,2011,821,sysselsatte_innvkat_alder,personer
1622,innvandrere,alle,2011,49,sysselsatte_innvkat_alder,personer
1624,alle,alle,2011,3181,sysselsatte_innvkat_alder,personer
1624,befolkningen_ellers,alle,2011,2982,sysselsatte_innvkat_alder,personer
1624,innvandrere,alle,2011,199,sysselsatte_innvkat_alder,personer
1627,alle,alle,2011,2086,sysselsatte_innvkat_alder,personer
1627,befolkningen_ellers,alle,2011,2001,sysselsatte_innvkat_alder,personer
1627,innvandrere,alle,2011,85,sysselsatte_innvkat_alder,personer
1630,alle,alle,2011,1635,sysselsatte_innvkat_alder,personer
1630,befolkningen_ellers,alle,2011,1598,sysselsatte_innvkat_alder,personer
1630,innvandrere,alle,2011,37,sysselsatte_innvkat_alder,personer
1632,alle,alle,2011,507,sysselsatte_innvkat_alder,personer
1632,befolkningen_ellers,alle,2011,483,sysselsatte_innvkat_alder,personer
