aar,bydel_nr,botid_5,tabellvariabel,tabell_navn,enhet
2013,030105,alle,6793,sysselsatte_botid,personer
2013,030106,0_4,2225,sysselsatte_botid,personer
2013,030106,10+,2921,sysselsatte_botid,personer
2013,030106,5_9,1222,sysselsatte_botid,personer
2013,030106,alle,6368,sysselsatte_botid,personer
2013,030107,0_4,1719,sysselsatte_botid,personer
2013,030107,10+,2518,sysselsatte_botid,personer
2013,030107,5_9,1041,sysselsatte_botid,personer
2013,030107,alle,5278,sysselsatte_botid,personer
2013,030108,0_4,2188,sysselsatte_botid,personer
2013,030108,10+,2434,sysselsatte_botid,personer
2013,030108,5_9,1108,sysselsatte_botid,personer
2013,030108,alle,5730,sysselsatte_botid,personer
2013,030109,0_4,1237,sysselsatte_botid,personer
2013,030109,10+,2139,sysselsatte_botid,personer
2013,030109,5_9,821,sysselsatte_botid,personer
2013,030109,alle,4197,sysselsatte_botid,personer
2013,030110,0_4,1285,sysselsatte_botid,personer
2013,030110,10+,2407,sysselsatte_botid,personer
2013,030110,5_9,807,sysselsatte_botid,personer
2013,030110,alle,4499,sysselsatte_botid,personer
2013,030111,0_4,770,sysselsatte_botid,personer
2013,030111,10+,1337,sysselsatte_botid,personer
2013,030111,5_9,453,sysselsatte_botid,personer
2013,030111,alle,2560,sysselsatte_botid,personer
2013,030112,0_4,617,sysselsatte_botid,personer
2013,030112,10+,1088,sysselsatte_botid,personer
2013,030112,5_9,470,sysselsatte_botid,personer
2013,030112,alle,2175,sysselsatte_botid,personer
2013,030113,0_4,804,sysselsatte_botid,personer
2013,030113,10+,1636,sysselsatte_botid,personer
2013,030113,5_9,587,sysselsatte_botid,personer
2013,030113,alle,3027,sysselsatte_botid,personer
2013,030114,0_4,388,sysselsatte_botid,personer
2013,030114,10+,1319,sysselsatte_botid,personer
2013,030114,5_9,469,sysselsatte_botid,personer
2013,030114,alle,2176,sysselsatte_botid,personer
2013,030115,0_4,370,sysselsatte_botid,personer
2013,030115,10+,1255,sysselsatte_botid,personer
2013,030115,5_9,390,sysselsatte_botid,personer
2013,030115,alle,2015,sysselsatte_botid,personer
2013,030116,0_4,198,sysselsatte_botid,personer
2013,030116,10+,959,sysselsatte_botid,personer
2013,030116,5_9,277,sysselsatte_botid,personer
2013,030116,alle,1434,sysselsatte_botid,personer
2013,030117,0_4,409,sysselsatte_botid,personer
2013,030117,10+,1525,sysselsatte_botid,personer
2013,030117,5_9,443,sysselsatte_botid,personer
2013,030117,alle,2377,sysselsatte_botid,personer
2013,030199,0_4,614,sysselsatte_botid,personer
2013,030199,10+,279,sysselsatte_botid,personer
2013,030199,5_9,225,sysselsatte_botid,personer
2013,030199,alle,1118,sysselsatte_botid,personer
2014,00,0_4,131319,sysselsatte_botid,personer
2014,00,10+,155319,sysselsatte_botid,personer
2014,00,5_9,95161,sysselsatte_botid,personer
2014,00,alle,381799,sysselsatte_botid,personer
2014,030101,0_4,4079,sysselsatte_botid,personer
2014,030101,10+,3990,sysselsatte_botid,personer
2014,030101,5_9,2043,sysselsatte_botid,personer
2014,030101,alle,10112,sysselsatte_botid,personer
2014,030102,0_4,2947,sysselsatte_botid,personer
2014,030102,10+,3299,sysselsatte_botid,personer
2014,030102,5_9,1549,sysselsatte_botid,personer
2014,030102,alle,7795,sysselsatte_botid,personer
2014,030103,0_4,3084,sysselsatte_botid,personer
2014,030103,10+,3876,sysselsatte_botid,personer
2014,030103,5_9,1741,sysselsatte_botid,personer
2014,030103,alle,8701,sysselsatte_botid,personer
2014,030104,0_4,3141,sysselsatte_botid,personer
2014,030104,10+,3428,sysselsatte_botid,personer
2014,030104,5_9,1778,sysselsatte_botid,personer
2014,030104,alle,8347,sysselsatte_botid,personer
2014,030105,0_4,2660,sysselsatte_botid,personer
2014,030105,10+,3162,sysselsatte_botid,personer
2014,030105,5_9,1505,sysselsatte_botid,personer
2014,030105,alle,7327,sysselsatte_botid,personer
2014,030106,0_4,2267,sysselsatte_botid,personer
2014,030106,10+,3028,sysselsatte_botid,personer
2014,030106,5_9,1380,sysselsatte_botid,personer
2014,030106,alle,6675,sysselsatte_botid,personer
2014,030107,0_4,1751,sysselsatte_botid,personer
2014,030107,10+,2603,sysselsatte_botid,personer
2014,030107,5_9,1113,sysselsatte_botid,personer
2014,030107,alle,5467,sysselsatte_botid,personer
2014,030108,0_4,2323,sysselsatte_botid,personer
2014,030108,10+,2543,sysselsatte_botid,personer
2014,030108,5_9,1248,sysselsatte_botid,personer
2014,030108,alle,6114,sysselsatte_botid,personer
2014,030109,0_4,1329,sysselsatte_botid,personer
2014,030109,10+,2273,sysselsatte_botid,personer
2014,030109,5_9,915,sysselsatte_botid,personer
2014,030109,alle,4517,sysselsatte_botid,personer
2014,030110,0_4,1225,sysselsatte_botid,personer
2014,030110,10+,2504,sysselsatte_botid,personer
2014,030110,5_9,866,sysselsatte_botid,personer
2014,030110,alle,4595,sysselsatte_botid,personer
2014,030111,0_4,767,sysselsatte_botid,personer
2014,030111,10+,1387,sysselsatte_botid,personer
2014,030111,5_9,464,sysselsatte_botid,personer
2014,030111,alle,2618,sysselsatte_botid,personer
2014,030112,0_4,559,sysselsatte_botid,personer
2014,030112,10+,1144,sysselsatte_botid,personer
2014,030112,5_9,491,sysselsatte_botid,personer
2014,030112,alle,2194,sysselsatte_botid,personer
2014,030113,0_4,821,sysselsatte_botid,personer
2014,030113,10+,1717,sysselsatte_botid,personer
2014,030113,5_9,652,sysselsatte_botid,personer
2014,030113,alle,3190,sysselsatte_botid,personer
2014,030114,0_4,415,sysselsatte_botid,personer
2014,030114,10+,1377,sysselsatte_botid,personer
2014,030114,5_9,472,sysselsatte_botid,personer
2014,030114,alle,2264,sysselsatte_botid,personer
2014,030115,0_4,385,sysselsatte_botid,personer
2014,030115,10+,1312,sysselsatte_botid,personer
2014,030115,5_9,430,sysselsatte_botid,personer
2014,030115,alle,2127,sysselsatte_botid,personer
2014,030116,0_4,200,sysselsatte_botid,personer
2014,030116,10+,991,sysselsatte_botid,personer
2014,030116,5_9,277,sysselsatte_botid,personer
2014,030116,alle,1468,sysselsatte_botid,personer
2014,030117,0_4,420,sysselsatte_botid,personer
2014,030117,10+,1566,sysselsatte_botid,personer
2014,030117,5_9,467,sysselsatte_botid,personer
2014,030117,alle,2453,sysselsatte_botid,personer
2014,030199,0_4,725,sysselsatte_botid,personer
2014,030199,10+,413,sysselsatte_botid,personer
2014,030199,5_9,307,sysselsatte_botid,personer
2014,030199,alle,1445,sysselsatte_botid,personer
2006,00,0_4,0.54,sysselsatte_botid,prosent
2006,00,10+,0.63,sysselsatte_botid,prosent
2006,00,5_9,0.63,sysselsatte_botid,prosent
2006,00,alle,0.60,sysselsatte_botid,prosent
2006,030101,0_4,0.61,sysselsatte_botid,prosent
2006,030101,10+,0.56,sysselsatte_botid,prosent
2006,030101,5_9,0.63,sysselsatte_botid,prosent
2006,030101,alle,0.59,sysselsatte_botid,prosent
2006,030102,0_4,0.60,sysselsatte_botid,prosent
2006,030102,10+,0.57,sysselsatte_botid,prosent
2006,030102,5_9,0.61,sysselsatte_botid,prosent
2006,030102,alle,0.59,sysselsatte_botid,prosent
2006,030103,0_4,0.62,sysselsatte_botid,prosent
2006,030103,10+,0.58,sysselsatte_botid,prosent
2006,030103,5_9,0.63,sysselsatte_botid,prosent
2006,030103,alle,0.60,sysselsatte_botid,prosent
2006,030104,0_4,0.60,sysselsatte_botid,prosent
2006,030104,10+,0.57,sysselsatte_botid,prosent
2006,030104,5_9,0.61,sysselsatte_botid,prosent
2006,030104,alle,0.59,sysselsatte_botid,prosent
2006,030105,0_4,0.62,sysselsatte_botid,prosent
2006,030105,10+,0.58,sysselsatte_botid,prosent
2006,030105,5_9,0.62,sysselsatte_botid,prosent
2006,030105,alle,0.60,sysselsatte_botid,prosent
2006,030106,0_4,0.59,sysselsatte_botid,prosent
2006,030106,10+,0.60,sysselsatte_botid,prosent
2006,030106,5_9,0.63,sysselsatte_botid,prosent
2006,030106,alle,0.60,sysselsatte_botid,prosent
2006,030107,0_4,0.56,sysselsatte_botid,prosent
2006,030107,10+,0.57,sysselsatte_botid,prosent
2006,030107,5_9,0.57,sysselsatte_botid,prosent
2006,030107,alle,0.57,sysselsatte_botid,prosent
2006,030108,0_4,0.56,sysselsatte_botid,prosent
2006,030108,10+,0.57,sysselsatte_botid,prosent
2006,030108,5_9,0.63,sysselsatte_botid,prosent
2006,030108,alle,0.58,sysselsatte_botid,prosent
2006,030109,0_4,0.56,sysselsatte_botid,prosent
2006,030109,10+,0.57,sysselsatte_botid,prosent
2006,030109,5_9,0.55,sysselsatte_botid,prosent
2006,030109,alle,0.57,sysselsatte_botid,prosent
2006,030110,0_4,0.52,sysselsatte_botid,prosent
2006,030110,10+,0.57,sysselsatte_botid,prosent
2006,030110,5_9,0.59,sysselsatte_botid,prosent
2006,030110,alle,0.56,sysselsatte_botid,prosent
2006,030111,0_4,0.49,sysselsatte_botid,prosent
2006,030111,10+,0.58,sysselsatte_botid,prosent
2006,030111,5_9,0.57,sysselsatte_botid,prosent
2006,030111,alle,0.55,sysselsatte_botid,prosent
2006,030112,0_4,0.63,sysselsatte_botid,prosent
2006,030112,10+,0.63,sysselsatte_botid,prosent
2006,030112,5_9,0.60,sysselsatte_botid,prosent
2006,030112,alle,0.62,sysselsatte_botid,prosent
2006,030113,0_4,0.54,sysselsatte_botid,prosent
2006,030113,10+,0.60,sysselsatte_botid,prosent
2006,030113,5_9,0.58,sysselsatte_botid,prosent
2006,030113,alle,0.59,sysselsatte_botid,prosent
2006,030114,0_4,0.59,sysselsatte_botid,prosent
2006,030114,10+,0.61,sysselsatte_botid,prosent
2006,030114,5_9,0.64,sysselsatte_botid,prosent
2006,030114,alle,0.61,sysselsatte_botid,prosent
2006,030115,0_4,0.57,sysselsatte_botid,prosent
2006,030115,10+,0.59,sysselsatte_botid,prosent
2006,030115,5_9,0.61,sysselsatte_botid,prosent
2006,030115,alle,0.59,sysselsatte_botid,prosent
2006,030116,0_4,0.49,sysselsatte_botid,prosent
2006,030116,10+,0.61,sysselsatte_botid,prosent
2006,030116,5_9,0.65,sysselsatte_botid,prosent
2006,030116,alle,0.60,sysselsatte_botid,prosent
2006,030117,0_4,0.45,sysselsatte_botid,prosent
2006,030117,10+,0.53,sysselsatte_botid,prosent
2006,030117,5_9,0.54,sysselsatte_botid,prosent
2006,030117,alle,0.52,sysselsatte_botid,prosent
2006,030199,0_4,0.48,sysselsatte_botid,prosent
2006,030199,10+,0.36,sysselsatte_botid,prosent
2006,030199,5_9,0.43,sysselsatte_botid,prosent
2006,030199,alle,0.43,sysselsatte_botid,prosent
2007,00,0_4,0.62,sysselsatte_botid,prosent
2007,00,10+,0.64,sysselsatte_botid,prosent
2007,00,5_9,0.64,sysselsatte_botid,prosent
2007,00,alle,0.63,sysselsatte_botid,prosent
2007,030101,0_4,0.66,sysselsatte_botid,prosent
2007,030101,10+,0.58,sysselsatte_botid,prosent
2007,030101,5_9,0.62,sysselsatte_botid,prosent
2007,030101,alle,0.62,sysselsatte_botid,prosent
2007,030102,0_4,0.64,sysselsatte_botid,prosent
2007,030102,10+,0.58,sysselsatte_botid,prosent
2007,030102,5_9,0.63,sysselsatte_botid,prosent
2007,030102,alle,0.61,sysselsatte_botid,prosent
2007,030103,0_4,0.66,sysselsatte_botid,prosent
2007,030103,10+,0.60,sysselsatte_botid,prosent
2007,030103,5_9,0.64,sysselsatte_botid,prosent
2007,030103,alle,0.62,sysselsatte_botid,prosent
2007,030104,0_4,0.66,sysselsatte_botid,prosent
2007,030104,10+,0.58,sysselsatte_botid,prosent
2007,030104,5_9,0.63,sysselsatte_botid,prosent
2007,030104,alle,0.61,sysselsatte_botid,prosent
2007,030105,0_4,0.66,sysselsatte_botid,prosent
2007,030105,10+,0.60,sysselsatte_botid,prosent
2007,030105,5_9,0.64,sysselsatte_botid,prosent
2007,030105,alle,0.63,sysselsatte_botid,prosent
2007,030106,0_4,0.67,sysselsatte_botid,prosent
2007,030106,10+,0.61,sysselsatte_botid,prosent
2007,030106,5_9,0.64,sysselsatte_botid,prosent
2007,030106,alle,0.63,sysselsatte_botid,prosent
2007,030107,0_4,0.61,sysselsatte_botid,prosent
2007,030107,10+,0.59,sysselsatte_botid,prosent
2007,030107,5_9,0.59,sysselsatte_botid,prosent
2007,030107,alle,0.60,sysselsatte_botid,prosent
2007,030108,0_4,0.64,sysselsatte_botid,prosent
2007,030108,10+,0.59,sysselsatte_botid,prosent
2007,030108,5_9,0.66,sysselsatte_botid,prosent
2007,030108,alle,0.62,sysselsatte_botid,prosent
2007,030109,0_4,0.61,sysselsatte_botid,prosent
2007,030109,10+,0.59,sysselsatte_botid,prosent
2007,030109,5_9,0.60,sysselsatte_botid,prosent
2007,030109,alle,0.59,sysselsatte_botid,prosent
2007,030110,0_4,0.61,sysselsatte_botid,prosent
2007,030110,10+,0.58,sysselsatte_botid,prosent
2007,030110,5_9,0.58,sysselsatte_botid,prosent
2007,030110,alle,0.59,sysselsatte_botid,prosent
2007,030111,0_4,0.58,sysselsatte_botid,prosent
2007,030111,10+,0.59,sysselsatte_botid,prosent
2007,030111,5_9,0.60,sysselsatte_botid,prosent
2007,030111,alle,0.59,sysselsatte_botid,prosent
2007,030112,0_4,0.69,sysselsatte_botid,prosent
2007,030112,10+,0.63,sysselsatte_botid,prosent
2007,030112,5_9,0.69,sysselsatte_botid,prosent
2007,030112,alle,0.66,sysselsatte_botid,prosent
2007,030113,0_4,0.59,sysselsatte_botid,prosent
2007,030113,10+,0.62,sysselsatte_botid,prosent
2007,030113,5_9,0.64,sysselsatte_botid,prosent
2007,030113,alle,0.61,sysselsatte_botid,prosent
2007,030114,0_4,0.64,sysselsatte_botid,prosent
2007,030114,10+,0.62,sysselsatte_botid,prosent
2007,030114,5_9,0.65,sysselsatte_botid,prosent
2007,030114,alle,0.63,sysselsatte_botid,prosent
2007,030115,0_4,0.57,sysselsatte_botid,prosent
2007,030115,10+,0.62,sysselsatte_botid,prosent
2007,030115,5_9,0.65,sysselsatte_botid,prosent
2007,030115,alle,0.62,sysselsatte_botid,prosent
2007,030116,0_4,0.54,sysselsatte_botid,prosent
2007,030116,10+,0.63,sysselsatte_botid,prosent
2007,030116,5_9,0.73,sysselsatte_botid,prosent
2007,030116,alle,0.63,sysselsatte_botid,prosent
2007,030117,0_4,0.54,sysselsatte_botid,prosent
2007,030117,10+,0.56,sysselsatte_botid,prosent
2007,030117,5_9,0.53,sysselsatte_botid,prosent
2007,030117,alle,0.55,sysselsatte_botid,prosent
2007,030199,0_4,0.57,sysselsatte_botid,prosent
2007,030199,10+,0.38,sysselsatte_botid,prosent
2007,030199,5_9,0.55,sysselsatte_botid,prosent
2007,030199,alle,0.49,sysselsatte_botid,prosent
2008,00,0_4,0.63,sysselsatte_botid,prosent
2008,00,10+,0.65,sysselsatte_botid,prosent
2008,00,5_9,0.66,sysselsatte_botid,prosent
2008,00,alle,0.64,sysselsatte_botid,prosent
2008,030101,0_4,0.66,sysselsatte_botid,prosent
2008,030101,10+,0.58,sysselsatte_botid,prosent
2008,030101,5_9,0.62,sysselsatte_botid,prosent
2008,030101,alle,0.62,sysselsatte_botid,prosent
2008,030102,0_4,0.66,sysselsatte_botid,prosent
2008,030102,10+,0.59,sysselsatte_botid,prosent
2008,030102,5_9,0.65,sysselsatte_botid,prosent
2008,030102,alle,0.63,sysselsatte_botid,prosent
2008,030103,0_4,0.66,sysselsatte_botid,prosent
2008,030103,10+,0.60,sysselsatte_botid,prosent
2008,030103,5_9,0.64,sysselsatte_botid,prosent
2008,030103,alle,0.62,sysselsatte_botid,prosent
2008,030104,0_4,0.64,sysselsatte_botid,prosent
2008,030104,10+,0.60,sysselsatte_botid,prosent
2008,030104,5_9,0.64,sysselsatte_botid,prosent
2008,030104,alle,0.62,sysselsatte_botid,prosent
2008,030105,0_4,0.66,sysselsatte_botid,prosent
2008,030105,10+,0.60,sysselsatte_botid,prosent
2008,030105,5_9,0.66,sysselsatte_botid,prosent
2008,030105,alle,0.63,sysselsatte_botid,prosent
2008,030106,0_4,0.66,sysselsatte_botid,prosent
2008,030106,10+,0.61,sysselsatte_botid,prosent
2008,030106,5_9,0.66,sysselsatte_botid,prosent
2008,030106,alle,0.63,sysselsatte_botid,prosent
2008,030107,0_4,0.64,sysselsatte_botid,prosent
2008,030107,10+,0.60,sysselsatte_botid,prosent
2008,030107,5_9,0.61,sysselsatte_botid,prosent
2008,030107,alle,0.61,sysselsatte_botid,prosent
2008,030108,0_4,0.63,sysselsatte_botid,prosent
2008,030108,10+,0.60,sysselsatte_botid,prosent
2008,030108,5_9,0.65,sysselsatte_botid,prosent
2008,030108,alle,0.62,sysselsatte_botid,prosent
2008,030109,0_4,0.63,sysselsatte_botid,prosent
2008,030109,10+,0.60,sysselsatte_botid,prosent
2008,030109,5_9,0.62,sysselsatte_botid,prosent
2008,030109,alle,0.61,sysselsatte_botid,prosent
2008,030110,0_4,0.60,sysselsatte_botid,prosent
2008,030110,10+,0.59,sysselsatte_botid,prosent
2008,030110,5_9,0.58,sysselsatte_botid,prosent
2008,030110,alle,0.59,sysselsatte_botid,prosent
2008,030111,0_4,0.51,sysselsatte_botid,prosent
2008,030111,10+,0.61,sysselsatte_botid,prosent
2008,030111,5_9,0.61,sysselsatte_botid,prosent
2008,030111,alle,0.58,sysselsatte_botid,prosent
2008,030112,0_4,0.66,sysselsatte_botid,prosent
2008,030112,10+,0.63,sysselsatte_botid,prosent
2008,030112,5_9,0.69,sysselsatte_botid,prosent
2008,030112,alle,0.65,sysselsatte_botid,prosent
2008,030113,0_4,0.61,sysselsatte_botid,prosent
2008,030113,10+,0.61,sysselsatte_botid,prosent
2008,030113,5_9,0.62,sysselsatte_botid,prosent
2008,030113,alle,0.61,sysselsatte_botid,prosent
2008,030114,0_4,0.64,sysselsatte_botid,prosent
2008,030114,10+,0.63,sysselsatte_botid,prosent
2008,030114,5_9,0.68,sysselsatte_botid,prosent
2008,030114,alle,0.64,sysselsatte_botid,prosent
2008,030115,0_4,0.60,sysselsatte_botid,prosent
2008,030115,10+,0.64,sysselsatte_botid,prosent
2008,030115,5_9,0.68,sysselsatte_botid,prosent
2008,030115,alle,0.64,sysselsatte_botid,prosent
2008,030116,0_4,0.60,sysselsatte_botid,prosent
2008,030116,10+,0.62,sysselsatte_botid,prosent
2008,030116,5_9,0.69,sysselsatte_botid,prosent
2008,030116,alle,0.62,sysselsatte_botid,prosent
2008,030117,0_4,0.52,sysselsatte_botid,prosent
2008,030117,10+,0.56,sysselsatte_botid,prosent
2008,030117,5_9,0.53,sysselsatte_botid,prosent
2008,030117,alle,0.55,sysselsatte_botid,prosent
2008,030199,0_4,0.36,sysselsatte_botid,prosent
2008,030199,10+,0.30,sysselsatte_botid,prosent
2008,030199,5_9,0.46,sysselsatte_botid,prosent
2008,030199,alle,0.36,sysselsatte_botid,prosent
2009,00,0_4,0.59,sysselsatte_botid,prosent
2009,00,10+,0.63,sysselsatte_botid,prosent
2009,00,5_9,0.63,sysselsatte_botid,prosent
2009,00,alle,0.62,sysselsatte_botid,prosent
2009,030101,0_4,0.63,sysselsatte_botid,prosent
2009,030101,10+,0.57,sysselsatte_botid,prosent
2009,030101,5_9,0.60,sysselsatte_botid,prosent
2009,030101,alle,0.60,sysselsatte_botid,prosent
2009,030102,0_4,0.61,sysselsatte_botid,prosent
2009,030102,10+,0.59,sysselsatte_botid,prosent
2009,030102,5_9,0.64,sysselsatte_botid,prosent
2009,030102,alle,0.60,sysselsatte_botid,prosent
2009,030103,0_4,0.60,sysselsatte_botid,prosent
2009,030103,10+,0.58,sysselsatte_botid,prosent
2009,030103,5_9,0.62,sysselsatte_botid,prosent
2009,030103,alle,0.60,sysselsatte_botid,prosent
2009,030104,0_4,0.61,sysselsatte_botid,prosent
2009,030104,10+,0.58,sysselsatte_botid,prosent
2009,030104,5_9,0.60,sysselsatte_botid,prosent
2009,030104,alle,0.59,sysselsatte_botid,prosent
2009,030105,0_4,0.62,sysselsatte_botid,prosent
2009,030105,10+,0.59,sysselsatte_botid,prosent
2009,030105,5_9,0.62,sysselsatte_botid,prosent
2009,030105,alle,0.61,sysselsatte_botid,prosent
2009,030106,0_4,0.63,sysselsatte_botid,prosent
2009,030106,10+,0.60,sysselsatte_botid,prosent
2009,030106,5_9,0.61,sysselsatte_botid,prosent
2009,030106,alle,0.61,sysselsatte_botid,prosent
2009,030107,0_4,0.61,sysselsatte_botid,prosent
2009,030107,10+,0.58,sysselsatte_botid,prosent
2009,030107,5_9,0.58,sysselsatte_botid,prosent
2009,030107,alle,0.59,sysselsatte_botid,prosent
2009,030108,0_4,0.58,sysselsatte_botid,prosent
2009,030108,10+,0.58,sysselsatte_botid,prosent
2009,030108,5_9,0.64,sysselsatte_botid,prosent
2009,030108,alle,0.59,sysselsatte_botid,prosent
2009,030109,0_4,0.62,sysselsatte_botid,prosent
2009,030109,10+,0.58,sysselsatte_botid,prosent
2009,030109,5_9,0.59,sysselsatte_botid,prosent
2009,030109,alle,0.59,sysselsatte_botid,prosent
2009,030110,0_4,0.60,sysselsatte_botid,prosent
2009,030110,10+,0.57,sysselsatte_botid,prosent
2009,030110,5_9,0.58,sysselsatte_botid,prosent
2009,030110,alle,0.58,sysselsatte_botid,prosent
2009,030111,0_4,0.49,sysselsatte_botid,prosent
2009,030111,10+,0.58,sysselsatte_botid,prosent
2009,030111,5_9,0.56,sysselsatte_botid,prosent
2009,030111,alle,0.55,sysselsatte_botid,prosent
2009,030112,0_4,0.60,sysselsatte_botid,prosent
2009,030112,10+,0.61,sysselsatte_botid,prosent
2009,030112,5_9,0.63,sysselsatte_botid,prosent
2009,030112,alle,0.61,sysselsatte_botid,prosent
2009,030113,0_4,0.56,sysselsatte_botid,prosent
2009,030113,10+,0.61,sysselsatte_botid,prosent
2009,030113,5_9,0.64,sysselsatte_botid,prosent
2009,030113,alle,0.60,sysselsatte_botid,prosent
2009,030114,0_4,0.58,sysselsatte_botid,prosent
2009,030114,10+,0.62,sysselsatte_botid,prosent
2009,030114,5_9,0.67,sysselsatte_botid,prosent
2009,030114,alle,0.62,sysselsatte_botid,prosent
2009,030115,0_4,0.54,sysselsatte_botid,prosent
2009,030115,10+,0.63,sysselsatte_botid,prosent
2009,030115,5_9,0.66,sysselsatte_botid,prosent
2009,030115,alle,0.62,sysselsatte_botid,prosent
2009,030116,0_4,0.55,sysselsatte_botid,prosent
2009,030116,10+,0.59,sysselsatte_botid,prosent
2009,030116,5_9,0.62,sysselsatte_botid,prosent
2009,030116,alle,0.59,sysselsatte_botid,prosent
2009,030117,0_4,0.47,sysselsatte_botid,prosent
2009,030117,10+,0.54,sysselsatte_botid,prosent
2009,030117,5_9,0.51,sysselsatte_botid,prosent
2009,030117,alle,0.52,sysselsatte_botid,prosent
2009,030199,0_4,0.57,sysselsatte_botid,prosent
2009,030199,10+,0.40,sysselsatte_botid,prosent
2009,030199,5_9,0.50,sysselsatte_botid,prosent
2009,030199,alle,0.49,sysselsatte_botid,prosent
2010,00,0_4,0.60,sysselsatte_botid,prosent
2010,00,10+,0.62,sysselsatte_botid,prosent
2010,00,5_9,0.64,sysselsatte_botid,prosent
2010,00,alle,0.62,sysselsatte_botid,prosent
2010,030101,0_4,0.65,sysselsatte_botid,prosent
2010,030101,10+,0.56,sysselsatte_botid,prosent
2010,030101,5_9,0.61,sysselsatte_botid,prosent
2010,030101,alle,0.61,sysselsatte_botid,prosent
2010,030102,0_4,0.64,sysselsatte_botid,prosent
2010,030102,10+,0.58,sysselsatte_botid,prosent
2010,030102,5_9,0.62,sysselsatte_botid,prosent
2010,030102,alle,0.61,sysselsatte_botid,prosent
2010,030103,0_4,0.62,sysselsatte_botid,prosent
2010,030103,10+,0.58,sysselsatte_botid,prosent
2010,030103,5_9,0.63,sysselsatte_botid,prosent
2010,030103,alle,0.60,sysselsatte_botid,prosent
2010,030104,0_4,0.63,sysselsatte_botid,prosent
2010,030104,10+,0.58,sysselsatte_botid,prosent
2010,030104,5_9,0.60,sysselsatte_botid,prosent
2010,030104,alle,0.60,sysselsatte_botid,prosent
2010,030105,0_4,0.64,sysselsatte_botid,prosent
2010,030105,10+,0.58,sysselsatte_botid,prosent
2010,030105,5_9,0.62,sysselsatte_botid,prosent
2010,030105,alle,0.61,sysselsatte_botid,prosent
2010,030106,0_4,0.64,sysselsatte_botid,prosent
2010,030106,10+,0.61,sysselsatte_botid,prosent
2010,030106,5_9,0.64,sysselsatte_botid,prosent
2010,030106,alle,0.62,sysselsatte_botid,prosent
2010,030107,0_4,0.62,sysselsatte_botid,prosent
2010,030107,10+,0.58,sysselsatte_botid,prosent
2010,030107,5_9,0.62,sysselsatte_botid,prosent
2010,030107,alle,0.60,sysselsatte_botid,prosent
2010,030108,0_4,0.57,sysselsatte_botid,prosent
2010,030108,10+,0.57,sysselsatte_botid,prosent
2010,030108,5_9,0.62,sysselsatte_botid,prosent
2010,030108,alle,0.58,sysselsatte_botid,prosent
2010,030109,0_4,0.63,sysselsatte_botid,prosent
2010,030109,10+,0.57,sysselsatte_botid,prosent
2010,030109,5_9,0.58,sysselsatte_botid,prosent
2010,030109,alle,0.59,sysselsatte_botid,prosent
2010,030110,0_4,0.60,sysselsatte_botid,prosent
2010,030110,10+,0.56,sysselsatte_botid,prosent
2010,030110,5_9,0.59,sysselsatte_botid,prosent
2010,030110,alle,0.57,sysselsatte_botid,prosent
2010,030111,0_4,0.51,sysselsatte_botid,prosent
2010,030111,10+,0.59,sysselsatte_botid,prosent
2010,030111,5_9,0.59,sysselsatte_botid,prosent
2010,030111,alle,0.56,sysselsatte_botid,prosent
2010,030112,0_4,0.63,sysselsatte_botid,prosent
2010,030112,10+,0.60,sysselsatte_botid,prosent
2010,030112,5_9,0.69,sysselsatte_botid,prosent
2010,030112,alle,0.63,sysselsatte_botid,prosent
2010,030113,0_4,0.59,sysselsatte_botid,prosent
2010,030113,10+,0.61,sysselsatte_botid,prosent
2010,030113,5_9,0.63,sysselsatte_botid,prosent
2010,030113,alle,0.61,sysselsatte_botid,prosent
2010,030114,0_4,0.59,sysselsatte_botid,prosent
2010,030114,10+,0.63,sysselsatte_botid,prosent
2010,030114,5_9,0.66,sysselsatte_botid,prosent
2010,030114,alle,0.63,sysselsatte_botid,prosent
2010,030115,0_4,0.56,sysselsatte_botid,prosent
2010,030115,10+,0.63,sysselsatte_botid,prosent
2010,030115,5_9,0.64,sysselsatte_botid,prosent
2010,030115,alle,0.62,sysselsatte_botid,prosent
2010,030116,0_4,0.55,sysselsatte_botid,prosent
2010,030116,10+,0.60,sysselsatte_botid,prosent
2010,030116,5_9,0.66,sysselsatte_botid,prosent
2010,030116,alle,0.60,sysselsatte_botid,prosent
2010,030117,0_4,0.51,sysselsatte_botid,prosent
2010,030117,10+,0.54,sysselsatte_botid,prosent
2010,030117,5_9,0.50,sysselsatte_botid,prosent
2010,030117,alle,0.53,sysselsatte_botid,prosent
2010,030199,0_4,0.49,sysselsatte_botid,prosent
2010,030199,10+,0.31,sysselsatte_botid,prosent
2010,030199,5_9,0.38,sysselsatte_botid,prosent
2010,030199,alle,0.40,sysselsatte_botid,prosent
2011,00,0_4,0.62,sysselsatte_botid,prosent
2011,00,10+,0.63,sysselsatte_botid,prosent
2011,00,5_9,0.66,sysselsatte_botid,prosent
2011,00,alle,0.63,sysselsatte_botid,prosent
2011,030101,0_4,0.68,sysselsatte_botid,prosent
2011,030101,10+,0.57,sysselsatte_botid,prosent
2011,030101,5_9,0.62,sysselsatte_botid,prosent
2011,030101,alle,0.62,sysselsatte_botid,prosent
2011,030102,0_4,0.68,sysselsatte_botid,prosent
2011,030102,10+,0.58,sysselsatte_botid,prosent
