aar,fylke_nr,innvgrunn_6,kjonn,tabellvariabel,tabell_navn,enhet
2008,18,alle,0,2722,sysselsatte_innvandringsgrunn,personer
2008,18,alle,1,2692,sysselsatte_innvandringsgrunn,personer
2008,18,alle,alle,5414,sysselsatte_innvandringsgrunn,personer
2008,18,annet,0,5,sysselsatte_innvandringsgrunn,personer
2008,18,annet,1,5,sysselsatte_innvandringsgrunn,personer
2008,18,annet,alle,10,sysselsatte_innvandringsgrunn,personer
2008,18,arbeid,0,272,sysselsatte_innvandringsgrunn,personer
2008,18,arbeid,1,785,sysselsatte_innvandringsgrunn,personer
2008,18,arbeid,alle,1057,sysselsatte_innvandringsgrunn,personer
2008,18,familie,0,1173,sysselsatte_innvandringsgrunn,personer
2008,18,familie,1,398,sysselsatte_innvandringsgrunn,personer
2008,18,familie,alle,1571,sysselsatte_innvandringsgrunn,personer
2008,18,flukt,0,283,sysselsatte_innvandringsgrunn,personer
2008,18,flukt,1,696,sysselsatte_innvandringsgrunn,personer
2008,18,flukt,alle,979,sysselsatte_innvandringsgrunn,personer
2008,18,uoppgitt,0,810,sysselsatte_innvandringsgrunn,personer
2008,18,uoppgitt,1,715,sysselsatte_innvandringsgrunn,personer
2008,18,uoppgitt,alle,1525,sysselsatte_innvandringsgrunn,personer
2008,18,utdanning,0,179,sysselsatte_innvandringsgrunn,personer
2008,18,utdanning,1,93,sysselsatte_innvandringsgrunn,personer
2008,18,utdanning,alle,272,sysselsatte_innvandringsgrunn,personer
2008,19,alle,0,2492,sysselsatte_innvandringsgrunn,personer
2008,19,alle,1,2519,sysselsatte_innvandringsgrunn,personer
2008,19,alle,alle,5011,sysselsatte_innvandringsgrunn,personer
2008,19,annet,0,0,sysselsatte_innvandringsgrunn,personer
2008,19,annet,1,8,sysselsatte_innvandringsgrunn,personer
2008,19,annet,alle,9,sysselsatte_innvandringsgrunn,personer
2008,19,arbeid,0,326,sysselsatte_innvandringsgrunn,personer
2008,19,arbeid,1,831,sysselsatte_innvandringsgrunn,personer
2008,19,arbeid,alle,1157,sysselsatte_innvandringsgrunn,personer
2008,19,familie,0,888,sysselsatte_innvandringsgrunn,personer
2008,19,familie,1,351,sysselsatte_innvandringsgrunn,personer
2008,19,familie,alle,1239,sysselsatte_innvandringsgrunn,personer
2008,19,flukt,0,208,sysselsatte_innvandringsgrunn,personer
2008,19,flukt,1,443,sysselsatte_innvandringsgrunn,personer
2008,19,flukt,alle,651,sysselsatte_innvandringsgrunn,personer
2008,19,uoppgitt,0,840,sysselsatte_innvandringsgrunn,personer
2008,19,uoppgitt,1,732,sysselsatte_innvandringsgrunn,personer
2008,19,uoppgitt,alle,1572,sysselsatte_innvandringsgrunn,personer
2008,19,utdanning,0,229,sysselsatte_innvandringsgrunn,personer
2008,19,utdanning,1,154,sysselsatte_innvandringsgrunn,personer
2008,19,utdanning,alle,383,sysselsatte_innvandringsgrunn,personer
2008,20,alle,0,1765,sysselsatte_innvandringsgrunn,personer
2008,20,alle,1,1356,sysselsatte_innvandringsgrunn,personer
2008,20,alle,alle,3121,sysselsatte_innvandringsgrunn,personer
2008,20,annet,0,4,sysselsatte_innvandringsgrunn,personer
2008,20,annet,1,3,sysselsatte_innvandringsgrunn,personer
2008,20,annet,alle,7,sysselsatte_innvandringsgrunn,personer
2008,20,arbeid,0,155,sysselsatte_innvandringsgrunn,personer
2008,20,arbeid,1,386,sysselsatte_innvandringsgrunn,personer
2008,20,arbeid,alle,541,sysselsatte_innvandringsgrunn,personer
2008,20,familie,0,754,sysselsatte_innvandringsgrunn,personer
2008,20,familie,1,205,sysselsatte_innvandringsgrunn,personer
2008,20,familie,alle,959,sysselsatte_innvandringsgrunn,personer
2008,20,flukt,0,107,sysselsatte_innvandringsgrunn,personer
2008,20,flukt,1,293,sysselsatte_innvandringsgrunn,personer
2008,20,flukt,alle,400,sysselsatte_innvandringsgrunn,personer
2008,20,uoppgitt,0,658,sysselsatte_innvandringsgrunn,personer
2008,20,uoppgitt,1,428,sysselsatte_innvandringsgrunn,personer
2008,20,uoppgitt,alle,1086,sysselsatte_innvandringsgrunn,personer
2008,20,utdanning,0,87,sysselsatte_innvandringsgrunn,personer
2008,20,utdanning,1,41,sysselsatte_innvandringsgrunn,personer
2008,20,utdanning,alle,128,sysselsatte_innvandringsgrunn,personer
2009,00,alle,0,112119,sysselsatte_innvandringsgrunn,personer
2009,00,alle,1,139017,sysselsatte_innvandringsgrunn,personer
2009,00,alle,alle,251136,sysselsatte_innvandringsgrunn,personer
2009,00,annet,0,241,sysselsatte_innvandringsgrunn,personer
2009,00,annet,1,270,sysselsatte_innvandringsgrunn,personer
2009,00,annet,alle,511,sysselsatte_innvandringsgrunn,personer
2009,00,arbeid,0,13805,sysselsatte_innvandringsgrunn,personer
2009,00,arbeid,1,46104,sysselsatte_innvandringsgrunn,personer
2009,00,arbeid,alle,59909,sysselsatte_innvandringsgrunn,personer
2009,00,familie,0,39549,sysselsatte_innvandringsgrunn,personer
2009,00,familie,1,19408,sysselsatte_innvandringsgrunn,personer
2009,00,familie,alle,58957,sysselsatte_innvandringsgrunn,personer
2009,00,flukt,0,13263,sysselsatte_innvandringsgrunn,personer
2009,00,flukt,1,22719,sysselsatte_innvandringsgrunn,personer
2009,00,flukt,alle,35982,sysselsatte_innvandringsgrunn,personer
2009,00,uoppgitt,0,38986,sysselsatte_innvandringsgrunn,personer
2009,00,uoppgitt,1,47034,sysselsatte_innvandringsgrunn,personer
2009,00,uoppgitt,alle,86020,sysselsatte_innvandringsgrunn,personer
2009,00,utdanning,0,6275,sysselsatte_innvandringsgrunn,personer
2009,00,utdanning,1,3482,sysselsatte_innvandringsgrunn,personer
2009,00,utdanning,alle,9757,sysselsatte_innvandringsgrunn,personer
2009,01,alle,0,5270,sysselsatte_innvandringsgrunn,personer
2009,01,alle,1,6503,sysselsatte_innvandringsgrunn,personer
2009,01,alle,alle,11773,sysselsatte_innvandringsgrunn,personer
2009,01,annet,0,8,sysselsatte_innvandringsgrunn,personer
2009,01,annet,1,7,sysselsatte_innvandringsgrunn,personer
2009,01,annet,alle,15,sysselsatte_innvandringsgrunn,personer
2009,01,arbeid,0,405,sysselsatte_innvandringsgrunn,personer
2009,01,arbeid,1,1782,sysselsatte_innvandringsgrunn,personer
2009,01,arbeid,alle,2187,sysselsatte_innvandringsgrunn,personer
2009,01,familie,0,1895,sysselsatte_innvandringsgrunn,personer
2009,01,familie,1,878,sysselsatte_innvandringsgrunn,personer
2009,01,familie,alle,2773,sysselsatte_innvandringsgrunn,personer
2009,01,flukt,0,995,sysselsatte_innvandringsgrunn,personer
2009,01,flukt,1,1550,sysselsatte_innvandringsgrunn,personer
2009,01,flukt,alle,2545,sysselsatte_innvandringsgrunn,personer
2009,01,uoppgitt,0,1833,sysselsatte_innvandringsgrunn,personer
2009,01,uoppgitt,1,2247,sysselsatte_innvandringsgrunn,personer
2009,01,uoppgitt,alle,4080,sysselsatte_innvandringsgrunn,personer
2009,01,utdanning,0,134,sysselsatte_innvandringsgrunn,personer
2009,01,utdanning,1,39,sysselsatte_innvandringsgrunn,personer
2009,01,utdanning,alle,173,sysselsatte_innvandringsgrunn,personer
2009,02,alle,0,15449,sysselsatte_innvandringsgrunn,personer
2009,02,alle,1,18023,sysselsatte_innvandringsgrunn,personer
2009,02,alle,alle,33472,sysselsatte_innvandringsgrunn,personer
2009,02,annet,0,34,sysselsatte_innvandringsgrunn,personer
2009,02,annet,1,25,sysselsatte_innvandringsgrunn,personer
2009,02,annet,alle,59,sysselsatte_innvandringsgrunn,personer
2009,02,arbeid,0,1490,sysselsatte_innvandringsgrunn,personer
2009,02,arbeid,1,5255,sysselsatte_innvandringsgrunn,personer
2009,02,arbeid,alle,6745,sysselsatte_innvandringsgrunn,personer
2009,02,familie,0,4849,sysselsatte_innvandringsgrunn,personer
2009,02,familie,1,2470,sysselsatte_innvandringsgrunn,personer
2009,02,familie,alle,7319,sysselsatte_innvandringsgrunn,personer
2009,02,flukt,0,1678,sysselsatte_innvandringsgrunn,personer
2009,02,flukt,1,2573,sysselsatte_innvandringsgrunn,personer
2009,02,flukt,alle,4251,sysselsatte_innvandringsgrunn,personer
2009,02,uoppgitt,0,6553,sysselsatte_innvandringsgrunn,personer
2009,02,uoppgitt,1,7298,sysselsatte_innvandringsgrunn,personer
2009,02,uoppgitt,alle,13851,sysselsatte_innvandringsgrunn,personer
2009,02,utdanning,0,845,sysselsatte_innvandringsgrunn,personer
2009,02,utdanning,1,402,sysselsatte_innvandringsgrunn,personer
2009,02,utdanning,alle,1247,sysselsatte_innvandringsgrunn,personer
2009,03,alle,0,29356,sysselsatte_innvandringsgrunn,personer
2009,03,alle,1,37541,sysselsatte_innvandringsgrunn,personer
2009,03,alle,alle,66897,sysselsatte_innvandringsgrunn,personer
2009,03,annet,0,74,sysselsatte_innvandringsgrunn,personer
2009,03,annet,1,78,sysselsatte_innvandringsgrunn,personer
2009,03,annet,alle,152,sysselsatte_innvandringsgrunn,personer
2009,03,arbeid,0,3125,sysselsatte_innvandringsgrunn,personer
2009,03,arbeid,1,8451,sysselsatte_innvandringsgrunn,personer
2009,03,arbeid,alle,11576,sysselsatte_innvandringsgrunn,personer
2009,03,familie,0,9117,sysselsatte_innvandringsgrunn,personer
2009,03,familie,1,6907,sysselsatte_innvandringsgrunn,personer
2009,03,familie,alle,16024,sysselsatte_innvandringsgrunn,personer
2009,03,flukt,0,2907,sysselsatte_innvandringsgrunn,personer
2009,03,flukt,1,5739,sysselsatte_innvandringsgrunn,personer
2009,03,flukt,alle,8646,sysselsatte_innvandringsgrunn,personer
2009,03,uoppgitt,0,12077,sysselsatte_innvandringsgrunn,personer
2009,03,uoppgitt,1,15291,sysselsatte_innvandringsgrunn,personer
2009,03,uoppgitt,alle,27368,sysselsatte_innvandringsgrunn,personer
2009,03,utdanning,0,2056,sysselsatte_innvandringsgrunn,personer
2009,03,utdanning,1,1075,sysselsatte_innvandringsgrunn,personer
2009,03,utdanning,alle,3131,sysselsatte_innvandringsgrunn,personer
2009,04,alle,0,2496,sysselsatte_innvandringsgrunn,personer
2009,04,alle,1,2595,sysselsatte_innvandringsgrunn,personer
2009,04,alle,alle,5091,sysselsatte_innvandringsgrunn,personer
2009,04,annet,0,4,sysselsatte_innvandringsgrunn,personer
2009,04,annet,1,4,sysselsatte_innvandringsgrunn,personer
2009,04,annet,alle,8,sysselsatte_innvandringsgrunn,personer
2009,04,arbeid,0,234,sysselsatte_innvandringsgrunn,personer
2009,04,arbeid,1,774,sysselsatte_innvandringsgrunn,personer
2009,04,arbeid,alle,1008,sysselsatte_innvandringsgrunn,personer
2009,04,familie,0,840,sysselsatte_innvandringsgrunn,personer
2009,04,familie,1,304,sysselsatte_innvandringsgrunn,personer
2009,04,familie,alle,1144,sysselsatte_innvandringsgrunn,personer
2009,04,flukt,0,378,sysselsatte_innvandringsgrunn,personer
2009,04,flukt,1,530,sysselsatte_innvandringsgrunn,personer
2009,04,flukt,alle,908,sysselsatte_innvandringsgrunn,personer
2009,04,uoppgitt,0,945,sysselsatte_innvandringsgrunn,personer
2009,04,uoppgitt,1,939,sysselsatte_innvandringsgrunn,personer
2009,04,uoppgitt,alle,1884,sysselsatte_innvandringsgrunn,personer
2009,04,utdanning,0,95,sysselsatte_innvandringsgrunn,personer
2009,04,utdanning,1,44,sysselsatte_innvandringsgrunn,personer
2009,04,utdanning,alle,139,sysselsatte_innvandringsgrunn,personer
2009,05,alle,0,2439,sysselsatte_innvandringsgrunn,personer
2009,05,alle,1,2757,sysselsatte_innvandringsgrunn,personer
2009,05,alle,alle,5196,sysselsatte_innvandringsgrunn,personer
2009,05,annet,0,7,sysselsatte_innvandringsgrunn,personer
2009,05,annet,1,7,sysselsatte_innvandringsgrunn,personer
2009,05,annet,alle,14,sysselsatte_innvandringsgrunn,personer
2009,05,arbeid,0,346,sysselsatte_innvandringsgrunn,personer
2009,05,arbeid,1,932,sysselsatte_innvandringsgrunn,personer
2009,05,arbeid,alle,1278,sysselsatte_innvandringsgrunn,personer
2009,05,familie,0,824,sysselsatte_innvandringsgrunn,personer
2009,05,familie,1,315,sysselsatte_innvandringsgrunn,personer
2009,05,familie,alle,1139,sysselsatte_innvandringsgrunn,personer
2009,05,flukt,0,353,sysselsatte_innvandringsgrunn,personer
2009,05,flukt,1,635,sysselsatte_innvandringsgrunn,personer
2009,05,flukt,alle,988,sysselsatte_innvandringsgrunn,personer
2009,05,uoppgitt,0,818,sysselsatte_innvandringsgrunn,personer
2009,05,uoppgitt,1,831,sysselsatte_innvandringsgrunn,personer
2009,05,uoppgitt,alle,1649,sysselsatte_innvandringsgrunn,personer
2009,05,utdanning,0,91,sysselsatte_innvandringsgrunn,personer
2009,05,utdanning,1,37,sysselsatte_innvandringsgrunn,personer
2009,05,utdanning,alle,128,sysselsatte_innvandringsgrunn,personer
2009,06,alle,0,6395,sysselsatte_innvandringsgrunn,personer
2009,06,alle,1,7817,sysselsatte_innvandringsgrunn,personer
2009,06,alle,alle,14212,sysselsatte_innvandringsgrunn,personer
2009,06,annet,0,15,sysselsatte_innvandringsgrunn,personer
2009,06,annet,1,11,sysselsatte_innvandringsgrunn,personer
2009,06,annet,alle,26,sysselsatte_innvandringsgrunn,personer
2009,06,arbeid,0,745,sysselsatte_innvandringsgrunn,personer
2009,06,arbeid,1,2532,sysselsatte_innvandringsgrunn,personer
2009,06,arbeid,alle,3277,sysselsatte_innvandringsgrunn,personer
2009,06,familie,0,2238,sysselsatte_innvandringsgrunn,personer
2009,06,familie,1,1106,sysselsatte_innvandringsgrunn,personer
2009,06,familie,alle,3344,sysselsatte_innvandringsgrunn,personer
2009,06,flukt,0,927,sysselsatte_innvandringsgrunn,personer
2009,06,flukt,1,1412,sysselsatte_innvandringsgrunn,personer
2009,06,flukt,alle,2339,sysselsatte_innvandringsgrunn,personer
2009,06,uoppgitt,0,2231,sysselsatte_innvandringsgrunn,personer
2009,06,uoppgitt,1,2662,sysselsatte_innvandringsgrunn,personer
2009,06,uoppgitt,alle,4893,sysselsatte_innvandringsgrunn,personer
2009,06,utdanning,0,239,sysselsatte_innvandringsgrunn,personer
2009,06,utdanning,1,94,sysselsatte_innvandringsgrunn,personer
2009,06,utdanning,alle,333,sysselsatte_innvandringsgrunn,personer
2009,07,alle,0,4533,sysselsatte_innvandringsgrunn,personer
2009,07,alle,1,5235,sysselsatte_innvandringsgrunn,personer
2009,07,alle,alle,9768,sysselsatte_innvandringsgrunn,personer
2009,07,annet,0,4,sysselsatte_innvandringsgrunn,personer
2009,07,annet,1,7,sysselsatte_innvandringsgrunn,personer
2009,07,annet,alle,11,sysselsatte_innvandringsgrunn,personer
2009,07,arbeid,0,633,sysselsatte_innvandringsgrunn,personer
2009,07,arbeid,1,1836,sysselsatte_innvandringsgrunn,personer
2009,07,arbeid,alle,2469,sysselsatte_innvandringsgrunn,personer
2009,07,familie,0,1628,sysselsatte_innvandringsgrunn,personer
2009,07,familie,1,674,sysselsatte_innvandringsgrunn,personer
2009,07,familie,alle,2302,sysselsatte_innvandringsgrunn,personer
2009,07,flukt,0,619,sysselsatte_innvandringsgrunn,personer
2009,07,flukt,1,997,sysselsatte_innvandringsgrunn,personer
2009,07,flukt,alle,1616,sysselsatte_innvandringsgrunn,personer
2009,07,uoppgitt,0,1502,sysselsatte_innvandringsgrunn,personer
2009,07,uoppgitt,1,1660,sysselsatte_innvandringsgrunn,personer
2009,07,uoppgitt,alle,3162,sysselsatte_innvandringsgrunn,personer
2009,07,utdanning,0,147,sysselsatte_innvandringsgrunn,personer
2009,07,utdanning,1,61,sysselsatte_innvandringsgrunn,personer
2009,07,utdanning,alle,208,sysselsatte_innvandringsgrunn,personer
2009,08,alle,0,2780,sysselsatte_innvandringsgrunn,personer
2009,08,alle,1,3002,sysselsatte_innvandringsgrunn,personer
2009,08,alle,alle,5782,sysselsatte_innvandringsgrunn,personer
2009,08,annet,0,11,sysselsatte_innvandringsgrunn,personer
2009,08,annet,1,6,sysselsatte_innvandringsgrunn,personer
2009,08,annet,alle,17,sysselsatte_innvandringsgrunn,personer
2009,08,arbeid,0,236,sysselsatte_innvandringsgrunn,personer
2009,08,arbeid,1,840,sysselsatte_innvandringsgrunn,personer
2009,08,arbeid,alle,1076,sysselsatte_innvandringsgrunn,personer
2009,08,familie,0,1020,sysselsatte_innvandringsgrunn,personer
2009,08,familie,1,408,sysselsatte_innvandringsgrunn,personer
2009,08,familie,alle,1428,sysselsatte_innvandringsgrunn,personer
2009,08,flukt,0,517,sysselsatte_innvandringsgrunn,personer
2009,08,flukt,1,738,sysselsatte_innvandringsgrunn,personer
2009,08,flukt,alle,1255,sysselsatte_innvandringsgrunn,personer
2009,08,uoppgitt,0,893,sysselsatte_innvandringsgrunn,personer
2009,08,uoppgitt,1,944,sysselsatte_innvandringsgrunn,personer
2009,08,uoppgitt,alle,1837,sysselsatte_innvandringsgrunn,personer
2009,08,utdanning,0,103,sysselsatte_innvandringsgrunn,personer
2009,08,utdanning,1,66,sysselsatte_innvandringsgrunn,personer
2009,08,utdanning,alle,169,sysselsatte_innvandringsgrunn,personer
2009,09,alle,0,1746,sysselsatte_innvandringsgrunn,personer
2009,09,alle,1,2132,sysselsatte_innvandringsgrunn,personer
2009,09,alle,alle,3878,sysselsatte_innvandringsgrunn,personer
2009,09,annet,0,5,sysselsatte_innvandringsgrunn,personer
2009,09,annet,1,14,sysselsatte_innvandringsgrunn,personer
2009,09,annet,alle,19,sysselsatte_innvandringsgrunn,personer
2009,09,arbeid,0,212,sysselsatte_innvandringsgrunn,personer
2009,09,arbeid,1,778,sysselsatte_innvandringsgrunn,personer
2009,09,arbeid,alle,990,sysselsatte_innvandringsgrunn,personer
2009,09,familie,0,622,sysselsatte_innvandringsgrunn,personer
2009,09,familie,1,219,sysselsatte_innvandringsgrunn,personer
2009,09,familie,alle,841,sysselsatte_innvandringsgrunn,personer
2009,09,flukt,0,307,sysselsatte_innvandringsgrunn,personer
2009,09,flukt,1,472,sysselsatte_innvandringsgrunn,personer
2009,09,flukt,alle,779,sysselsatte_innvandringsgrunn,personer
2009,09,uoppgitt,0,539,sysselsatte_innvandringsgrunn,personer
2009,09,uoppgitt,1,609,sysselsatte_innvandringsgrunn,personer
2009,09,uoppgitt,alle,1148,sysselsatte_innvandringsgrunn,personer
2009,09,utdanning,0,61,sysselsatte_innvandringsgrunn,personer
2009,09,utdanning,1,40,sysselsatte_innvandringsgrunn,personer
2009,09,utdanning,alle,101,sysselsatte_innvandringsgrunn,personer
2009,10,alle,0,3410,sysselsatte_innvandringsgrunn,personer
2009,10,alle,1,4303,sysselsatte_innvandringsgrunn,personer
2009,10,alle,alle,7713,sysselsatte_innvandringsgrunn,personer
2009,10,annet,0,5,sysselsatte_innvandringsgrunn,personer
2009,10,annet,1,14,sysselsatte_innvandringsgrunn,personer
2009,10,annet,alle,19,sysselsatte_innvandringsgrunn,personer
2009,10,arbeid,0,313,sysselsatte_innvandringsgrunn,personer
2009,10,arbeid,1,1249,sysselsatte_innvandringsgrunn,personer
2009,10,arbeid,alle,1562,sysselsatte_innvandringsgrunn,personer
2009,10,familie,0,1170,sysselsatte_innvandringsgrunn,personer
2009,10,familie,1,561,sysselsatte_innvandringsgrunn,personer
2009,10,familie,alle,1731,sysselsatte_innvandringsgrunn,personer
2009,10,flukt,0,736,sysselsatte_innvandringsgrunn,personer
2009,10,flukt,1,1061,sysselsatte_innvandringsgrunn,personer
2009,10,flukt,alle,1797,sysselsatte_innvandringsgrunn,personer
2009,10,uoppgitt,0,1073,sysselsatte_innvandringsgrunn,personer
2009,10,uoppgitt,1,1355,sysselsatte_innvandringsgrunn,personer
2009,10,uoppgitt,alle,2428,sysselsatte_innvandringsgrunn,personer
2009,10,utdanning,0,113,sysselsatte_innvandringsgrunn,personer
2009,10,utdanning,1,63,sysselsatte_innvandringsgrunn,personer
2009,10,utdanning,alle,176,sysselsatte_innvandringsgrunn,personer
2009,11,alle,0,9984,sysselsatte_innvandringsgrunn,personer
2009,11,alle,1,15203,sysselsatte_innvandringsgrunn,personer
2009,11,alle,alle,25187,sysselsatte_innvandringsgrunn,personer
2009,11,annet,0,19,sysselsatte_innvandringsgrunn,personer
2009,11,annet,1,25,sysselsatte_innvandringsgrunn,personer
2009,11,annet,alle,44,sysselsatte_innvandringsgrunn,personer
2009,11,arbeid,0,1739,sysselsatte_innvandringsgrunn,personer
2009,11,arbeid,1,7221,sysselsatte_innvandringsgrunn,personer
2009,11,arbeid,alle,8960,sysselsatte_innvandringsgrunn,personer
2009,11,familie,0,3957,sysselsatte_innvandringsgrunn,personer
2009,11,familie,1,1499,sysselsatte_innvandringsgrunn,personer
2009,11,familie,alle,5456,sysselsatte_innvandringsgrunn,personer
2009,11,flukt,0,1141,sysselsatte_innvandringsgrunn,personer
2009,11,flukt,1,2026,sysselsatte_innvandringsgrunn,personer
2009,11,flukt,alle,3167,sysselsatte_innvandringsgrunn,personer
2009,11,uoppgitt,0,2602,sysselsatte_innvandringsgrunn,personer
2009,11,uoppgitt,1,4094,sysselsatte_innvandringsgrunn,personer
2009,11,uoppgitt,alle,6696,sysselsatte_innvandringsgrunn,personer
2009,11,utdanning,0,526,sysselsatte_innvandringsgrunn,personer
2009,11,utdanning,1,338,sysselsatte_innvandringsgrunn,personer
2009,11,utdanning,alle,864,sysselsatte_innvandringsgrunn,personer
2009,12,alle,0,9050,sysselsatte_innvandringsgrunn,personer
2009,12,alle,1,11971,sysselsatte_innvandringsgrunn,personer
2009,12,alle,alle,21021,sysselsatte_innvandringsgrunn,personer
2009,12,annet,0,19,sysselsatte_innvandringsgrunn,personer
2009,12,annet,1,20,sysselsatte_innvandringsgrunn,personer
2009,12,annet,alle,39,sysselsatte_innvandringsgrunn,personer
2009,12,arbeid,0,1462,sysselsatte_innvandringsgrunn,personer
2009,12,arbeid,1,5172,sysselsatte_innvandringsgrunn,personer
2009,12,arbeid,alle,6634,sysselsatte_innvandringsgrunn,personer
2009,12,familie,0,3400,sysselsatte_innvandringsgrunn,personer
2009,12,familie,1,1536,sysselsatte_innvandringsgrunn,personer
2009,12,familie,alle,4936,sysselsatte_innvandringsgrunn,personer
2009,12,flukt,0,881,sysselsatte_innvandringsgrunn,personer
2009,12,flukt,1,1610,sysselsatte_innvandringsgrunn,personer
2009,12,flukt,alle,2491,sysselsatte_innvandringsgrunn,personer
2009,12,uoppgitt,0,2561,sysselsatte_innvandringsgrunn,personer
2009,12,uoppgitt,1,3234,sysselsatte_innvandringsgrunn,personer
2009,12,uoppgitt,alle,5795,sysselsatte_innvandringsgrunn,personer
2009,12,utdanning,0,727,sysselsatte_innvandringsgrunn,personer
2009,12,utdanning,1,399,sysselsatte_innvandringsgrunn,personer
2009,12,utdanning,alle,1126,sysselsatte_innvandringsgrunn,personer
2009,14,alle,0,1623,sysselsatte_innvandringsgrunn,personer
2009,14,alle,1,2087,sysselsatte_innvandringsgrunn,personer
2009,14,alle,alle,3710,sysselsatte_innvandringsgrunn,personer
2009,14,annet,0,4,sysselsatte_innvandringsgrunn,personer
2009,14,annet,1,10,sysselsatte_innvandringsgrunn,personer
2009,14,annet,alle,14,sysselsatte_innvandringsgrunn,personer
2009,14,arbeid,0,335,sysselsatte_innvandringsgrunn,personer
2009,14,arbeid,1,1099,sysselsatte_innvandringsgrunn,personer
2009,14,arbeid,alle,1434,sysselsatte_innvandringsgrunn,personer
2009,14,familie,0,676,sysselsatte_innvandringsgrunn,personer
2009,14,familie,1,208,sysselsatte_innvandringsgrunn,personer
2009,14,familie,alle,884,sysselsatte_innvandringsgrunn,personer
2009,14,flukt,0,145,sysselsatte_innvandringsgrunn,personer
2009,14,flukt,1,243,sysselsatte_innvandringsgrunn,personer
2009,14,flukt,alle,388,sysselsatte_innvandringsgrunn,personer
2009,14,uoppgitt,0,414,sysselsatte_innvandringsgrunn,personer
2009,14,uoppgitt,1,492,sysselsatte_innvandringsgrunn,personer
2009,14,uoppgitt,alle,906,sysselsatte_innvandringsgrunn,personer
2009,14,utdanning,0,49,sysselsatte_innvandringsgrunn,personer
2009,14,utdanning,1,35,sysselsatte_innvandringsgrunn,personer
2009,14,utdanning,alle,84,sysselsatte_innvandringsgrunn,personer
2009,15,alle,0,4053,sysselsatte_innvandringsgrunn,personer
2009,15,alle,1,5105,sysselsatte_innvandringsgrunn,personer
2009,15,alle,alle,9158,sysselsatte_innvandringsgrunn,personer
2009,15,annet,0,7,sysselsatte_innvandringsgrunn,personer
2009,15,annet,1,6,sysselsatte_innvandringsgrunn,personer
2009,15,annet,alle,13,sysselsatte_innvandringsgrunn,personer
2009,15,arbeid,0,617,sysselsatte_innvandringsgrunn,personer
2009,15,arbeid,1,2665,sysselsatte_innvandringsgrunn,personer
2009,15,arbeid,alle,3282,sysselsatte_innvandringsgrunn,personer
2009,15,familie,0,2017,sysselsatte_innvandringsgrunn,personer
2009,15,familie,1,492,sysselsatte_innvandringsgrunn,personer
2009,15,familie,alle,2509,sysselsatte_innvandringsgrunn,personer
2009,15,flukt,0,359,sysselsatte_innvandringsgrunn,personer
2009,15,flukt,1,611,sysselsatte_innvandringsgrunn,personer
2009,15,flukt,alle,970,sysselsatte_innvandringsgrunn,personer
2009,15,uoppgitt,0,851,sysselsatte_innvandringsgrunn,personer
2009,15,uoppgitt,1,1243,sysselsatte_innvandringsgrunn,personer
2009,15,uoppgitt,alle,2094,sysselsatte_innvandringsgrunn,personer
2009,15,utdanning,0,202,sysselsatte_innvandringsgrunn,personer
2009,15,utdanning,1,88,sysselsatte_innvandringsgrunn,personer
2009,15,utdanning,alle,290,sysselsatte_innvandringsgrunn,personer
2009,16,alle,0,4854,sysselsatte_innvandringsgrunn,personer
2009,16,alle,1,6221,sysselsatte_innvandringsgrunn,personer
2009,16,alle,alle,11075,sysselsatte_innvandringsgrunn,personer
2009,16,annet,0,6,sysselsatte_innvandringsgrunn,personer
2009,16,annet,1,13,sysselsatte_innvandringsgrunn,personer
2009,16,annet,alle,19,sysselsatte_innvandringsgrunn,personer
2009,16,arbeid,0,838,sysselsatte_innvandringsgrunn,personer
2009,16,arbeid,1,2548,sysselsatte_innvandringsgrunn,personer
2009,16,arbeid,alle,3386,sysselsatte_innvandringsgrunn,personer
2009,16,familie,0,1772,sysselsatte_innvandringsgrunn,personer
2009,16,familie,1,735,sysselsatte_innvandringsgrunn,personer
2009,16,familie,alle,2507,sysselsatte_innvandringsgrunn,personer
2009,16,flukt,0,601,sysselsatte_innvandringsgrunn,personer
2009,16,flukt,1,911,sysselsatte_innvandringsgrunn,personer
2009,16,flukt,alle,1512,sysselsatte_innvandringsgrunn,personer
2009,16,uoppgitt,0,1330,sysselsatte_innvandringsgrunn,personer
2009,16,uoppgitt,1,1606,sysselsatte_innvandringsgrunn,personer
2009,16,uoppgitt,alle,2936,sysselsatte_innvandringsgrunn,personer
2009,16,utdanning,0,307,sysselsatte_innvandringsgrunn,personer
2009,16,utdanning,1,408,sysselsatte_innvandringsgrunn,personer
2009,16,utdanning,alle,715,sysselsatte_innvandringsgrunn,personer
2009,17,alle,0,1215,sysselsatte_innvandringsgrunn,personer
2009,17,alle,1,1493,sysselsatte_innvandringsgrunn,personer
2009,17,alle,alle,2708,sysselsatte_innvandringsgrunn,personer
2009,17,annet,0,3,sysselsatte_innvandringsgrunn,personer
2009,17,annet,1,8,sysselsatte_innvandringsgrunn,personer
2009,17,annet,alle,11,sysselsatte_innvandringsgrunn,personer
2009,17,arbeid,0,132,sysselsatte_innvandringsgrunn,personer
2009,17,arbeid,1,672,sysselsatte_innvandringsgrunn,personer
2009,17,arbeid,alle,804,sysselsatte_innvandringsgrunn,personer
2009,17,familie,0,557,sysselsatte_innvandringsgrunn,personer
