aar,kommune_nr,innvkat_2,tabellvariabel,tabell_navn,enhet
2008,1443,alle,3180,sysselsatte_innvkat,personer
2008,1443,befolkningen_ellers,3037,sysselsatte_innvkat,personer
2008,1443,innvandrere,143,sysselsatte_innvkat,personer
2008,1444,alle,672,sysselsatte_innvkat,personer
2008,1444,befolkningen_ellers,639,sysselsatte_innvkat,personer
2008,1444,innvandrere,33,sysselsatte_innvkat,personer
2008,1445,alle,3041,sysselsatte_innvkat,personer
2008,1445,befolkningen_ellers,2947,sysselsatte_innvkat,personer
2008,1445,innvandrere,94,sysselsatte_innvkat,personer
2008,1449,alle,3768,sysselsatte_innvkat,personer
2008,1449,befolkningen_ellers,3388,sysselsatte_innvkat,personer
2008,1449,innvandrere,380,sysselsatte_innvkat,personer
2008,1502,alle,13359,sysselsatte_innvkat,personer
2008,1502,befolkningen_ellers,12569,sysselsatte_innvkat,personer
2008,1502,innvandrere,790,sysselsatte_innvkat,personer
2008,1504,alle,23151,sysselsatte_innvkat,personer
2008,1504,befolkningen_ellers,21509,sysselsatte_innvkat,personer
2008,1504,innvandrere,1642,sysselsatte_innvkat,personer
2008,1505,alle,11741,sysselsatte_innvkat,personer
2008,1505,befolkningen_ellers,10979,sysselsatte_innvkat,personer
2008,1505,innvandrere,762,sysselsatte_innvkat,personer
2008,1511,alle,1762,sysselsatte_innvkat,personer
2008,1511,befolkningen_ellers,1713,sysselsatte_innvkat,personer
2008,1511,innvandrere,49,sysselsatte_innvkat,personer
2008,1514,alle,1333,sysselsatte_innvkat,personer
2008,1514,befolkningen_ellers,1220,sysselsatte_innvkat,personer
2008,1514,innvandrere,113,sysselsatte_innvkat,personer
2008,1515,alle,4392,sysselsatte_innvkat,personer
2008,1515,befolkningen_ellers,4198,sysselsatte_innvkat,personer
2008,1515,innvandrere,194,sysselsatte_innvkat,personer
2008,1516,alle,3742,sysselsatte_innvkat,personer
2008,1516,befolkningen_ellers,3429,sysselsatte_innvkat,personer
2008,1516,innvandrere,313,sysselsatte_innvkat,personer
2008,1517,alle,2534,sysselsatte_innvkat,personer
2008,1517,befolkningen_ellers,2286,sysselsatte_innvkat,personer
2008,1517,innvandrere,248,sysselsatte_innvkat,personer
2008,1519,alle,4338,sysselsatte_innvkat,personer
2008,1519,befolkningen_ellers,4125,sysselsatte_innvkat,personer
2008,1519,innvandrere,213,sysselsatte_innvkat,personer
2008,1520,alle,5316,sysselsatte_innvkat,personer
2008,1520,befolkningen_ellers,5099,sysselsatte_innvkat,personer
2008,1520,innvandrere,217,sysselsatte_innvkat,personer
2008,1523,alle,1167,sysselsatte_innvkat,personer
2008,1523,befolkningen_ellers,1065,sysselsatte_innvkat,personer
2008,1523,innvandrere,102,sysselsatte_innvkat,personer
2008,1524,alle,926,sysselsatte_innvkat,personer
2008,1524,befolkningen_ellers,855,sysselsatte_innvkat,personer
2008,1524,innvandrere,71,sysselsatte_innvkat,personer
2008,1525,alle,2478,sysselsatte_innvkat,personer
2008,1525,befolkningen_ellers,2238,sysselsatte_innvkat,personer
2008,1525,innvandrere,240,sysselsatte_innvkat,personer
2008,1526,alle,537,sysselsatte_innvkat,personer
2008,1526,befolkningen_ellers,469,sysselsatte_innvkat,personer
2008,1526,innvandrere,68,sysselsatte_innvkat,personer
2008,1528,alle,4261,sysselsatte_innvkat,personer
2008,1528,befolkningen_ellers,3899,sysselsatte_innvkat,personer
2008,1528,innvandrere,362,sysselsatte_innvkat,personer
2008,1529,alle,2080,sysselsatte_innvkat,personer
2008,1529,befolkningen_ellers,1959,sysselsatte_innvkat,personer
2008,1529,innvandrere,121,sysselsatte_innvkat,personer
2008,1531,alle,4146,sysselsatte_innvkat,personer
2008,1531,befolkningen_ellers,3936,sysselsatte_innvkat,personer
2008,1531,innvandrere,210,sysselsatte_innvkat,personer
2008,1532,alle,3627,sysselsatte_innvkat,personer
2008,1532,befolkningen_ellers,3415,sysselsatte_innvkat,personer
2008,1532,innvandrere,212,sysselsatte_innvkat,personer
2008,1534,alle,4651,sysselsatte_innvkat,personer
2008,1534,befolkningen_ellers,4208,sysselsatte_innvkat,personer
2008,1534,innvandrere,443,sysselsatte_innvkat,personer
2008,1535,alle,3411,sysselsatte_innvkat,personer
2008,1535,befolkningen_ellers,3185,sysselsatte_innvkat,personer
2008,1535,innvandrere,226,sysselsatte_innvkat,personer
2008,1539,alle,4003,sysselsatte_innvkat,personer
2008,1539,befolkningen_ellers,3772,sysselsatte_innvkat,personer
2008,1539,innvandrere,231,sysselsatte_innvkat,personer
2008,1543,alle,1581,sysselsatte_innvkat,personer
2008,1543,befolkningen_ellers,1530,sysselsatte_innvkat,personer
2008,1543,innvandrere,51,sysselsatte_innvkat,personer
2008,1545,alle,975,sysselsatte_innvkat,personer
2008,1545,befolkningen_ellers,904,sysselsatte_innvkat,personer
2008,1545,innvandrere,71,sysselsatte_innvkat,personer
2008,1546,alle,720,sysselsatte_innvkat,personer
2008,1546,befolkningen_ellers,652,sysselsatte_innvkat,personer
2008,1546,innvandrere,68,sysselsatte_innvkat,personer
2008,1547,alle,1670,sysselsatte_innvkat,personer
2008,1547,befolkningen_ellers,1572,sysselsatte_innvkat,personer
2008,1547,innvandrere,98,sysselsatte_innvkat,personer
2008,1548,alle,5002,sysselsatte_innvkat,personer
2008,1548,befolkningen_ellers,4767,sysselsatte_innvkat,personer
2008,1548,innvandrere,235,sysselsatte_innvkat,personer
2008,1551,alle,1740,sysselsatte_innvkat,personer
2008,1551,befolkningen_ellers,1680,sysselsatte_innvkat,personer
2008,1551,innvandrere,60,sysselsatte_innvkat,personer
2008,1554,alle,2833,sysselsatte_innvkat,personer
2008,1554,befolkningen_ellers,2686,sysselsatte_innvkat,personer
2008,1554,innvandrere,147,sysselsatte_innvkat,personer
2008,1557,alle,1411,sysselsatte_innvkat,personer
2008,1557,befolkningen_ellers,1355,sysselsatte_innvkat,personer
2008,1557,innvandrere,56,sysselsatte_innvkat,personer
2008,1560,alle,1495,sysselsatte_innvkat,personer
2008,1560,befolkningen_ellers,1401,sysselsatte_innvkat,personer
2008,1560,innvandrere,94,sysselsatte_innvkat,personer
2008,1563,alle,3712,sysselsatte_innvkat,personer
2008,1563,befolkningen_ellers,3532,sysselsatte_innvkat,personer
2008,1563,innvandrere,180,sysselsatte_innvkat,personer
2008,1566,alle,3112,sysselsatte_innvkat,personer
2008,1566,befolkningen_ellers,3044,sysselsatte_innvkat,personer
2008,1566,innvandrere,68,sysselsatte_innvkat,personer
2008,1567,alle,1016,sysselsatte_innvkat,personer
2008,1567,befolkningen_ellers,1003,sysselsatte_innvkat,personer
2008,1567,innvandrere,13,sysselsatte_innvkat,personer
2008,1571,alle,849,sysselsatte_innvkat,personer
2008,1571,befolkningen_ellers,820,sysselsatte_innvkat,personer
2008,1571,innvandrere,29,sysselsatte_innvkat,personer
2008,1573,alle,1040,sysselsatte_innvkat,personer
2008,1573,befolkningen_ellers,991,sysselsatte_innvkat,personer
2008,1573,innvandrere,49,sysselsatte_innvkat,personer
2008,1576,alle,1820,sysselsatte_innvkat,personer
2008,1576,befolkningen_ellers,1750,sysselsatte_innvkat,personer
2008,1576,innvandrere,70,sysselsatte_innvkat,personer
2008,1601,alle,90933,sysselsatte_innvkat,personer
2008,1601,befolkningen_ellers,83407,sysselsatte_innvkat,personer
2008,1601,innvandrere,7526,sysselsatte_innvkat,personer
2008,1612,alle,2106,sysselsatte_innvkat,personer
2008,1612,befolkningen_ellers,2037,sysselsatte_innvkat,personer
2008,1612,innvandrere,69,sysselsatte_innvkat,personer
2008,1613,alle,513,sysselsatte_innvkat,personer
2008,1613,befolkningen_ellers,495,sysselsatte_innvkat,personer
2008,1613,innvandrere,18,sysselsatte_innvkat,personer
2008,1617,alle,2099,sysselsatte_innvkat,personer
2008,1617,befolkningen_ellers,1898,sysselsatte_innvkat,personer
2008,1617,innvandrere,201,sysselsatte_innvkat,personer
2008,1620,alle,2147,sysselsatte_innvkat,personer
2008,1620,befolkningen_ellers,1841,sysselsatte_innvkat,personer
2008,1620,innvandrere,306,sysselsatte_innvkat,personer
2008,1621,alle,2512,sysselsatte_innvkat,personer
2008,1621,befolkningen_ellers,2423,sysselsatte_innvkat,personer
2008,1621,innvandrere,89,sysselsatte_innvkat,personer
2008,1622,alle,888,sysselsatte_innvkat,personer
2008,1622,befolkningen_ellers,850,sysselsatte_innvkat,personer
2008,1622,innvandrere,38,sysselsatte_innvkat,personer
2008,1624,alle,3225,sysselsatte_innvkat,personer
2008,1624,befolkningen_ellers,3060,sysselsatte_innvkat,personer
2008,1624,innvandrere,165,sysselsatte_innvkat,personer
2008,1627,alle,2137,sysselsatte_innvkat,personer
2008,1627,befolkningen_ellers,2076,sysselsatte_innvkat,personer
2008,1627,innvandrere,61,sysselsatte_innvkat,personer
2008,1630,alle,1638,sysselsatte_innvkat,personer
2008,1630,befolkningen_ellers,1618,sysselsatte_innvkat,personer
2008,1630,innvandrere,20,sysselsatte_innvkat,personer
2008,1632,alle,496,sysselsatte_innvkat,personer
2008,1632,befolkningen_ellers,487,sysselsatte_innvkat,personer
2008,1632,innvandrere,9,sysselsatte_innvkat,personer
2008,1633,alle,511,sysselsatte_innvkat,personer
2008,1633,befolkningen_ellers,510,sysselsatte_innvkat,personer
2008,1633,innvandrere,0,sysselsatte_innvkat,personer
2008,1634,alle,3617,sysselsatte_innvkat,personer
2008,1634,befolkningen_ellers,3448,sysselsatte_innvkat,personer
2008,1634,innvandrere,169,sysselsatte_innvkat,personer
2008,1635,alle,1365,sysselsatte_innvkat,personer
2008,1635,befolkningen_ellers,1334,sysselsatte_innvkat,personer
2008,1635,innvandrere,31,sysselsatte_innvkat,personer
2008,1636,alle,1908,sysselsatte_innvkat,personer
2008,1636,befolkningen_ellers,1865,sysselsatte_innvkat,personer
2008,1636,innvandrere,43,sysselsatte_innvkat,personer
2008,1638,alle,5874,sysselsatte_innvkat,personer
2008,1638,befolkningen_ellers,5615,sysselsatte_innvkat,personer
2008,1638,innvandrere,259,sysselsatte_innvkat,personer
2008,1640,alle,3042,sysselsatte_innvkat,personer
2008,1640,befolkningen_ellers,2873,sysselsatte_innvkat,personer
2008,1640,innvandrere,169,sysselsatte_innvkat,personer
2008,1644,alle,1066,sysselsatte_innvkat,personer
2008,1644,befolkningen_ellers,1031,sysselsatte_innvkat,personer
2008,1644,innvandrere,35,sysselsatte_innvkat,personer
2008,1648,alle,3197,sysselsatte_innvkat,personer
2008,1648,befolkningen_ellers,2976,sysselsatte_innvkat,personer
2008,1648,innvandrere,221,sysselsatte_innvkat,personer
2008,1653,alle,7697,sysselsatte_innvkat,personer
2008,1653,befolkningen_ellers,7391,sysselsatte_innvkat,personer
2008,1653,innvandrere,306,sysselsatte_innvkat,personer
2008,1657,alle,3416,sysselsatte_innvkat,personer
2008,1657,befolkningen_ellers,3330,sysselsatte_innvkat,personer
2008,1657,innvandrere,86,sysselsatte_innvkat,personer
2008,1662,alle,2944,sysselsatte_innvkat,personer
2008,1662,befolkningen_ellers,2835,sysselsatte_innvkat,personer
2008,1662,innvandrere,109,sysselsatte_innvkat,personer
2008,1663,alle,6578,sysselsatte_innvkat,personer
2008,1663,befolkningen_ellers,6222,sysselsatte_innvkat,personer
2008,1663,innvandrere,356,sysselsatte_innvkat,personer
2008,1664,alle,2131,sysselsatte_innvkat,personer
2008,1664,befolkningen_ellers,2054,sysselsatte_innvkat,personer
2008,1664,innvandrere,77,sysselsatte_innvkat,personer
2008,1665,alle,468,sysselsatte_innvkat,personer
2008,1665,befolkningen_ellers,450,sysselsatte_innvkat,personer
2008,1665,innvandrere,18,sysselsatte_innvkat,personer
2008,1702,alle,10409,sysselsatte_innvkat,personer
2008,1702,befolkningen_ellers,10055,sysselsatte_innvkat,personer
2008,1702,innvandrere,354,sysselsatte_innvkat,personer
2008,1703,alle,6591,sysselsatte_innvkat,personer
2008,1703,befolkningen_ellers,6299,sysselsatte_innvkat,personer
2008,1703,innvandrere,292,sysselsatte_innvkat,personer
2008,1711,alle,1198,sysselsatte_innvkat,personer
2008,1711,befolkningen_ellers,1140,sysselsatte_innvkat,personer
2008,1711,innvandrere,58,sysselsatte_innvkat,personer
2008,1714,alle,10754,sysselsatte_innvkat,personer
2008,1714,befolkningen_ellers,10340,sysselsatte_innvkat,personer
2008,1714,innvandrere,414,sysselsatte_innvkat,personer
2008,1717,alle,1185,sysselsatte_innvkat,personer
2008,1717,befolkningen_ellers,1155,sysselsatte_innvkat,personer
2008,1717,innvandrere,30,sysselsatte_innvkat,personer
2008,1718,alle,1784,sysselsatte_innvkat,personer
2008,1718,befolkningen_ellers,1721,sysselsatte_innvkat,personer
2008,1718,innvandrere,63,sysselsatte_innvkat,personer
2008,1719,alle,9354,sysselsatte_innvkat,personer
2008,1719,befolkningen_ellers,8931,sysselsatte_innvkat,personer
2008,1719,innvandrere,423,sysselsatte_innvkat,personer
2008,1721,alle,7057,sysselsatte_innvkat,personer
2008,1721,befolkningen_ellers,6858,sysselsatte_innvkat,personer
2008,1721,innvandrere,199,sysselsatte_innvkat,personer
2008,1723,alle,440,sysselsatte_innvkat,personer
2008,1723,befolkningen_ellers,430,sysselsatte_innvkat,personer
2008,1723,innvandrere,10,sysselsatte_innvkat,personer
2008,1724,alle,1313,sysselsatte_innvkat,personer
2008,1724,befolkningen_ellers,1027,sysselsatte_innvkat,personer
2008,1724,innvandrere,286,sysselsatte_innvkat,personer
2008,1725,alle,881,sysselsatte_innvkat,personer
2008,1725,befolkningen_ellers,855,sysselsatte_innvkat,personer
2008,1725,innvandrere,26,sysselsatte_innvkat,personer
2008,1729,alle,3010,sysselsatte_innvkat,personer
2008,1729,befolkningen_ellers,2905,sysselsatte_innvkat,personer
2008,1729,innvandrere,105,sysselsatte_innvkat,personer
2008,1736,alle,1142,sysselsatte_innvkat,personer
2008,1736,befolkningen_ellers,1113,sysselsatte_innvkat,personer
2008,1736,innvandrere,29,sysselsatte_innvkat,personer
2008,1738,alle,792,sysselsatte_innvkat,personer
2008,1738,befolkningen_ellers,753,sysselsatte_innvkat,personer
2008,1738,innvandrere,39,sysselsatte_innvkat,personer
2008,1739,alle,272,sysselsatte_innvkat,personer
2008,1739,befolkningen_ellers,258,sysselsatte_innvkat,personer
2008,1739,innvandrere,14,sysselsatte_innvkat,personer
2008,1740,alle,458,sysselsatte_innvkat,personer
2008,1740,befolkningen_ellers,442,sysselsatte_innvkat,personer
2008,1740,innvandrere,16,sysselsatte_innvkat,personer
2008,1742,alle,1203,sysselsatte_innvkat,personer
2008,1742,befolkningen_ellers,1164,sysselsatte_innvkat,personer
2008,1742,innvandrere,39,sysselsatte_innvkat,personer
2008,1743,alle,677,sysselsatte_innvkat,personer
2008,1743,befolkningen_ellers,667,sysselsatte_innvkat,personer
2008,1743,innvandrere,10,sysselsatte_innvkat,personer
2008,1744,alle,1958,sysselsatte_innvkat,personer
2008,1744,befolkningen_ellers,1922,sysselsatte_innvkat,personer
2008,1744,innvandrere,36,sysselsatte_innvkat,personer
2008,1748,alle,341,sysselsatte_innvkat,personer
2008,1748,befolkningen_ellers,328,sysselsatte_innvkat,personer
2008,1748,innvandrere,13,sysselsatte_innvkat,personer
2008,1749,alle,565,sysselsatte_innvkat,personer
2008,1749,befolkningen_ellers,546,sysselsatte_innvkat,personer
2008,1749,innvandrere,19,sysselsatte_innvkat,personer
2008,1750,alle,2149,sysselsatte_innvkat,personer
2008,1750,befolkningen_ellers,2068,sysselsatte_innvkat,personer
2008,1750,innvandrere,81,sysselsatte_innvkat,personer
2008,1751,alle,2425,sysselsatte_innvkat,personer
2008,1751,befolkningen_ellers,2353,sysselsatte_innvkat,personer
2008,1751,innvandrere,72,sysselsatte_innvkat,personer
2008,1755,alle,296,sysselsatte_innvkat,personer
2008,1755,befolkningen_ellers,283,sysselsatte_innvkat,personer
2008,1755,innvandrere,13,sysselsatte_innvkat,personer
2008,1804,alle,25462,sysselsatte_innvkat,personer
2008,1804,befolkningen_ellers,24239,sysselsatte_innvkat,personer
2008,1804,innvandrere,1223,sysselsatte_innvkat,personer
2008,1805,alle,9181,sysselsatte_innvkat,personer
2008,1805,befolkningen_ellers,8477,sysselsatte_innvkat,personer
2008,1805,innvandrere,704,sysselsatte_innvkat,personer
2008,1811,alle,765,sysselsatte_innvkat,personer
2008,1811,befolkningen_ellers,749,sysselsatte_innvkat,personer
2008,1811,innvandrere,16,sysselsatte_innvkat,personer
2008,1812,alle,1033,sysselsatte_innvkat,personer
2008,1812,befolkningen_ellers,999,sysselsatte_innvkat,personer
2008,1812,innvandrere,34,sysselsatte_innvkat,personer
2008,1813,alle,3811,sysselsatte_innvkat,personer
2008,1813,befolkningen_ellers,3666,sysselsatte_innvkat,personer
2008,1813,innvandrere,145,sysselsatte_innvkat,personer
2008,1815,alle,628,sysselsatte_innvkat,personer
2008,1815,befolkningen_ellers,617,sysselsatte_innvkat,personer
2008,1815,innvandrere,11,sysselsatte_innvkat,personer
2008,1816,alle,259,sysselsatte_innvkat,personer
2008,1816,befolkningen_ellers,249,sysselsatte_innvkat,personer
2008,1816,innvandrere,10,sysselsatte_innvkat,personer
2008,1818,alle,801,sysselsatte_innvkat,personer
2008,1818,befolkningen_ellers,773,sysselsatte_innvkat,personer
2008,1818,innvandrere,28,sysselsatte_innvkat,personer
2008,1820,alle,3693,sysselsatte_innvkat,personer
2008,1820,befolkningen_ellers,3522,sysselsatte_innvkat,personer
2008,1820,innvandrere,171,sysselsatte_innvkat,personer
2008,1822,alle,1023,sysselsatte_innvkat,personer
2008,1822,befolkningen_ellers,988,sysselsatte_innvkat,personer
2008,1822,innvandrere,35,sysselsatte_innvkat,personer
2008,1824,alle,6780,sysselsatte_innvkat,personer
2008,1824,befolkningen_ellers,6555,sysselsatte_innvkat,personer
2008,1824,innvandrere,225,sysselsatte_innvkat,personer
2008,1825,alle,744,sysselsatte_innvkat,personer
2008,1825,befolkningen_ellers,727,sysselsatte_innvkat,personer
2008,1825,innvandrere,17,sysselsatte_innvkat,personer
2008,1826,alle,734,sysselsatte_innvkat,personer
2008,1826,befolkningen_ellers,701,sysselsatte_innvkat,personer
2008,1826,innvandrere,33,sysselsatte_innvkat,personer
2008,1827,alle,705,sysselsatte_innvkat,personer
2008,1827,befolkningen_ellers,675,sysselsatte_innvkat,personer
2008,1827,innvandrere,30,sysselsatte_innvkat,personer
2008,1828,alle,838,sysselsatte_innvkat,personer
2008,1828,befolkningen_ellers,794,sysselsatte_innvkat,personer
2008,1828,innvandrere,44,sysselsatte_innvkat,personer
2008,1832,alle,2099,sysselsatte_innvkat,personer
2008,1832,befolkningen_ellers,2022,sysselsatte_innvkat,personer
2008,1832,innvandrere,77,sysselsatte_innvkat,personer
2008,1833,alle,12630,sysselsatte_innvkat,personer
2008,1833,befolkningen_ellers,12139,sysselsatte_innvkat,personer
2008,1833,innvandrere,491,sysselsatte_innvkat,personer
2008,1834,alle,961,sysselsatte_innvkat,personer
2008,1834,befolkningen_ellers,919,sysselsatte_innvkat,personer
2008,1834,innvandrere,42,sysselsatte_innvkat,personer
2008,1835,alle,218,sysselsatte_innvkat,personer
2008,1835,befolkningen_ellers,200,sysselsatte_innvkat,personer
2008,1835,innvandrere,18,sysselsatte_innvkat,personer
2008,1836,alle,646,sysselsatte_innvkat,personer
2008,1836,befolkningen_ellers,632,sysselsatte_innvkat,personer
2008,1836,innvandrere,14,sysselsatte_innvkat,personer
2008,1837,alle,3379,sysselsatte_innvkat,personer
2008,1837,befolkningen_ellers,3235,sysselsatte_innvkat,personer
2008,1837,innvandrere,144,sysselsatte_innvkat,personer
2008,1838,alle,982,sysselsatte_innvkat,personer
2008,1838,befolkningen_ellers,946,sysselsatte_innvkat,personer
2008,1838,innvandrere,36,sysselsatte_innvkat,personer
2008,1839,alle,567,sysselsatte_innvkat,personer
2008,1839,befolkningen_ellers,564,sysselsatte_innvkat,personer
2008,1839,innvandrere,3,sysselsatte_innvkat,personer
2008,1840,alle,2427,sysselsatte_innvkat,personer
2008,1840,befolkningen_ellers,2309,sysselsatte_innvkat,personer
2008,1840,innvandrere,118,sysselsatte_innvkat,personer
2008,1841,alle,4760,sysselsatte_innvkat,personer
2008,1841,befolkningen_ellers,4604,sysselsatte_innvkat,personer
2008,1841,innvandrere,156,sysselsatte_innvkat,personer
2008,1845,alle,945,sysselsatte_innvkat,personer
2008,1845,befolkningen_ellers,932,sysselsatte_innvkat,personer
2008,1845,innvandrere,13,sysselsatte_innvkat,personer
2008,1848,alle,1285,sysselsatte_innvkat,personer
2008,1848,befolkningen_ellers,1230,sysselsatte_innvkat,personer
2008,1848,innvandrere,55,sysselsatte_innvkat,personer
2008,1849,alle,827,sysselsatte_innvkat,personer
2008,1849,befolkningen_ellers,765,sysselsatte_innvkat,personer
2008,1849,innvandrere,62,sysselsatte_innvkat,personer
2008,1850,alle,941,sysselsatte_innvkat,personer
2008,1850,befolkningen_ellers,911,sysselsatte_innvkat,personer
2008,1850,innvandrere,30,sysselsatte_innvkat,personer
2008,1851,alle,1073,sysselsatte_innvkat,personer
2008,1851,befolkningen_ellers,1019,sysselsatte_innvkat,personer
2008,1851,innvandrere,54,sysselsatte_innvkat,personer
2008,1852,alle,602,sysselsatte_innvkat,personer
2008,1852,befolkningen_ellers,590,sysselsatte_innvkat,personer
2008,1852,innvandrere,12,sysselsatte_innvkat,personer
2008,1853,alle,617,sysselsatte_innvkat,personer
2008,1853,befolkningen_ellers,593,sysselsatte_innvkat,personer
2008,1853,innvandrere,24,sysselsatte_innvkat,personer
2008,1854,alle,1143,sysselsatte_innvkat,personer
2008,1854,befolkningen_ellers,1104,sysselsatte_innvkat,personer
2008,1854,innvandrere,39,sysselsatte_innvkat,personer
2008,1856,alle,329,sysselsatte_innvkat,personer
2008,1856,befolkningen_ellers,313,sysselsatte_innvkat,personer
2008,1856,innvandrere,16,sysselsatte_innvkat,personer
2008,1857,alle,370,sysselsatte_innvkat,personer
2008,1857,befolkningen_ellers,326,sysselsatte_innvkat,personer
2008,1857,innvandrere,44,sysselsatte_innvkat,personer
2008,1859,alle,684,sysselsatte_innvkat,personer
2008,1859,befolkningen_ellers,658,sysselsatte_innvkat,personer
2008,1859,innvandrere,26,sysselsatte_innvkat,personer
2008,1860,alle,5268,sysselsatte_innvkat,personer
2008,1860,befolkningen_ellers,5047,sysselsatte_innvkat,personer
2008,1860,innvandrere,221,sysselsatte_innvkat,personer
2008,1865,alle,4533,sysselsatte_innvkat,personer
2008,1865,befolkningen_ellers,4265,sysselsatte_innvkat,personer
2008,1865,innvandrere,268,sysselsatte_innvkat,personer
2008,1866,alle,3834,sysselsatte_innvkat,personer
2008,1866,befolkningen_ellers,3621,sysselsatte_innvkat,personer
2008,1866,innvandrere,213,sysselsatte_innvkat,personer
2008,1867,alle,1239,sysselsatte_innvkat,personer
2008,1867,befolkningen_ellers,1157,sysselsatte_innvkat,personer
2008,1867,innvandrere,82,sysselsatte_innvkat,personer
2008,1868,alle,2146,sysselsatte_innvkat,personer
2008,1868,befolkningen_ellers,2057,sysselsatte_innvkat,personer
2008,1868,innvandrere,89,sysselsatte_innvkat,personer
2008,1870,alle,5051,sysselsatte_innvkat,personer
2008,1870,befolkningen_ellers,4869,sysselsatte_innvkat,personer
2008,1870,innvandrere,182,sysselsatte_innvkat,personer
2008,1871,alle,2372,sysselsatte_innvkat,personer
2008,1871,befolkningen_ellers,2260,sysselsatte_innvkat,personer
2008,1871,innvandrere,112,sysselsatte_innvkat,personer
2008,1874,alle,556,sysselsatte_innvkat,personer
2008,1874,befolkningen_ellers,509,sysselsatte_innvkat,personer
2008,1874,innvandrere,47,sysselsatte_innvkat,personer
2008,1901,alle,11947,sysselsatte_innvkat,personer
2008,1901,befolkningen_ellers,11364,sysselsatte_innvkat,personer
2008,1901,innvandrere,583,sysselsatte_innvkat,personer
2008,1902,alle,36969,sysselsatte_innvkat,personer
2008,1902,befolkningen_ellers,33836,sysselsatte_innvkat,personer
2008,1902,innvandrere,3133,sysselsatte_innvkat,personer
2008,1911,alle,1499,sysselsatte_innvkat,personer
2008,1911,befolkningen_ellers,1442,sysselsatte_innvkat,personer
2008,1911,innvandrere,57,sysselsatte_innvkat,personer
2008,1913,alle,1426,sysselsatte_innvkat,personer
2008,1913,befolkningen_ellers,1378,sysselsatte_innvkat,personer
2008,1913,innvandrere,48,sysselsatte_innvkat,personer
2008,1915,alle,228,sysselsatte_innvkat,personer
2008,1915,befolkningen_ellers,207,sysselsatte_innvkat,personer
2008,1915,innvandrere,21,sysselsatte_innvkat,personer
2008,1917,alle,643,sysselsatte_innvkat,personer
2008,1917,befolkningen_ellers,610,sysselsatte_innvkat,personer
2008,1917,innvandrere,33,sysselsatte_innvkat,personer
2008,1919,alle,500,sysselsatte_innvkat,personer
2008,1919,befolkningen_ellers,467,sysselsatte_innvkat,personer
2008,1919,innvandrere,33,sysselsatte_innvkat,personer
2008,1920,alle,444,sysselsatte_innvkat,personer
2008,1920,befolkningen_ellers,434,sysselsatte_innvkat,personer
2008,1920,innvandrere,10,sysselsatte_innvkat,personer
2008,1922,alle,2158,sysselsatte_innvkat,personer
2008,1922,befolkningen_ellers,2060,sysselsatte_innvkat,personer
2008,1922,innvandrere,98,sysselsatte_innvkat,personer
2008,1923,alle,1096,sysselsatte_innvkat,personer
2008,1923,befolkningen_ellers,1059,sysselsatte_innvkat,personer
2008,1923,innvandrere,37,sysselsatte_innvkat,personer
2008,1924,alle,3535,sysselsatte_innvkat,personer
2008,1924,befolkningen_ellers,3436,sysselsatte_innvkat,personer
2008,1924,innvandrere,99,sysselsatte_innvkat,personer
2008,1925,alle,1647,sysselsatte_innvkat,personer
2008,1925,befolkningen_ellers,1573,sysselsatte_innvkat,personer
2008,1925,innvandrere,74,sysselsatte_innvkat,personer
2008,1926,alle,547,sysselsatte_innvkat,personer
2008,1926,befolkningen_ellers,526,sysselsatte_innvkat,personer
2008,1926,innvandrere,21,sysselsatte_innvkat,personer
2008,1927,alle,722,sysselsatte_innvkat,personer
2008,1927,befolkningen_ellers,686,sysselsatte_innvkat,personer
2008,1927,innvandrere,36,sysselsatte_innvkat,personer
2008,1928,alle,449,sysselsatte_innvkat,personer
2008,1928,befolkningen_ellers,430,sysselsatte_innvkat,personer
2008,1928,innvandrere,19,sysselsatte_innvkat,personer
2008,1929,alle,512,sysselsatte_innvkat,personer
2008,1929,befolkningen_ellers,478,sysselsatte_innvkat,personer
2008,1929,innvandrere,34,sysselsatte_innvkat,personer
2008,1931,alle,5461,sysselsatte_innvkat,personer
2008,1931,befolkningen_ellers,5225,sysselsatte_innvkat,personer
2008,1931,innvandrere,236,sysselsatte_innvkat,personer
2008,1933,alle,2674,sysselsatte_innvkat,personer
2008,1933,befolkningen_ellers,2579,sysselsatte_innvkat,personer
2008,1933,innvandrere,95,sysselsatte_innvkat,personer
2008,1936,alle,1149,sysselsatte_innvkat,personer
2008,1936,befolkningen_ellers,1086,sysselsatte_innvkat,personer
2008,1936,innvandrere,63,sysselsatte_innvkat,personer
2008,1938,alle,1549,sysselsatte_innvkat,personer
2008,1938,befolkningen_ellers,1496,sysselsatte_innvkat,personer
2008,1938,innvandrere,53,sysselsatte_innvkat,personer
2008,1939,alle,950,sysselsatte_innvkat,personer
2008,1939,befolkningen_ellers,911,sysselsatte_innvkat,personer
2008,1939,innvandrere,39,sysselsatte_innvkat,personer
2008,1940,alle,1061,sysselsatte_innvkat,personer
2008,1940,befolkningen_ellers,1026,sysselsatte_innvkat,personer
2008,1940,innvandrere,35,sysselsatte_innvkat,personer
2008,1941,alle,1443,sysselsatte_innvkat,personer
2008,1941,befolkningen_ellers,1366,sysselsatte_innvkat,personer
2008,1941,innvandrere,77,sysselsatte_innvkat,personer
