kommune_nr,botid_5,aar,tabellvariabel,tabellnavn,enhet
1874,5_9,2010,9,sysselsatte_botid,personer
1874,alle,2010,76,sysselsatte_botid,personer
1901,0_4,2010,290,sysselsatte_botid,personer
1901,10+,2010,325,sysselsatte_botid,personer
1901,5_9,2010,166,sysselsatte_botid,personer
1901,alle,2010,781,sysselsatte_botid,personer
1902,0_4,2010,1490,sysselsatte_botid,personer
1902,10+,2010,1665,sysselsatte_botid,personer
1902,5_9,2010,763,sysselsatte_botid,personer
1902,alle,2010,3918,sysselsatte_botid,personer
1911,0_4,2010,37,sysselsatte_botid,personer
1911,10+,2010,36,sysselsatte_botid,personer
1911,5_9,2010,15,sysselsatte_botid,personer
1911,alle,2010,88,sysselsatte_botid,personer
1913,0_4,2010,38,sysselsatte_botid,personer
1913,10+,2010,25,sysselsatte_botid,personer
1913,5_9,2010,15,sysselsatte_botid,personer
1913,alle,2010,78,sysselsatte_botid,personer
1915,0_4,2010,3,sysselsatte_botid,personer
1915,10+,2010,10,sysselsatte_botid,personer
1915,5_9,2010,5,sysselsatte_botid,personer
1915,alle,2010,18,sysselsatte_botid,personer
1917,0_4,2010,12,sysselsatte_botid,personer
1917,10+,2010,11,sysselsatte_botid,personer
1917,5_9,2010,17,sysselsatte_botid,personer
1917,alle,2010,40,sysselsatte_botid,personer
1919,0_4,2010,27,sysselsatte_botid,personer
1919,10+,2010,12,sysselsatte_botid,personer
1919,5_9,2010,7,sysselsatte_botid,personer
1919,alle,2010,46,sysselsatte_botid,personer
1920,0_4,2010,3,sysselsatte_botid,personer
1920,10+,2010,8,sysselsatte_botid,personer
1920,alle,2010,13,sysselsatte_botid,personer
1922,0_4,2010,49,sysselsatte_botid,personer
1922,10+,2010,46,sysselsatte_botid,personer
1922,5_9,2010,28,sysselsatte_botid,personer
1922,alle,2010,123,sysselsatte_botid,personer
1923,0_4,2010,21,sysselsatte_botid,personer
1923,10+,2010,31,sysselsatte_botid,personer
1923,5_9,2010,5,sysselsatte_botid,personer
1923,alle,2010,57,sysselsatte_botid,personer
1924,0_4,2010,71,sysselsatte_botid,personer
1924,10+,2010,70,sysselsatte_botid,personer
1924,5_9,2010,24,sysselsatte_botid,personer
1924,alle,2010,165,sysselsatte_botid,personer
1925,0_4,2010,42,sysselsatte_botid,personer
1925,10+,2010,34,sysselsatte_botid,personer
1925,5_9,2010,22,sysselsatte_botid,personer
1925,alle,2010,98,sysselsatte_botid,personer
1926,0_4,2010,9,sysselsatte_botid,personer
1926,10+,2010,11,sysselsatte_botid,personer
1926,5_9,2010,6,sysselsatte_botid,personer
1926,alle,2010,26,sysselsatte_botid,personer
1927,0_4,2010,14,sysselsatte_botid,personer
1927,10+,2010,28,sysselsatte_botid,personer
1927,5_9,2010,8,sysselsatte_botid,personer
1927,alle,2010,50,sysselsatte_botid,personer
1928,0_4,2010,17,sysselsatte_botid,personer
1928,10+,2010,9,sysselsatte_botid,personer
1928,5_9,2010,4,sysselsatte_botid,personer
1928,alle,2010,30,sysselsatte_botid,personer
1929,0_4,2010,24,sysselsatte_botid,personer
1929,10+,2010,11,sysselsatte_botid,personer
1929,5_9,2010,5,sysselsatte_botid,personer
1929,alle,2010,40,sysselsatte_botid,personer
1931,0_4,2010,95,sysselsatte_botid,personer
1931,10+,2010,118,sysselsatte_botid,personer
1931,5_9,2010,90,sysselsatte_botid,personer
1931,alle,2010,303,sysselsatte_botid,personer
1933,0_4,2010,53,sysselsatte_botid,personer
1933,10+,2010,71,sysselsatte_botid,personer
1933,5_9,2010,25,sysselsatte_botid,personer
1933,alle,2010,149,sysselsatte_botid,personer
1936,0_4,2010,73,sysselsatte_botid,personer
1936,10+,2010,26,sysselsatte_botid,personer
1936,5_9,2010,9,sysselsatte_botid,personer
1936,alle,2010,108,sysselsatte_botid,personer
1938,0_4,2010,26,sysselsatte_botid,personer
1938,10+,2010,30,sysselsatte_botid,personer
1938,5_9,2010,15,sysselsatte_botid,personer
1938,alle,2010,71,sysselsatte_botid,personer
1939,0_4,2010,9,sysselsatte_botid,personer
1939,10+,2010,34,sysselsatte_botid,personer
1939,5_9,2010,17,sysselsatte_botid,personer
1939,alle,2010,60,sysselsatte_botid,personer
1940,0_4,2010,20,sysselsatte_botid,personer
1940,10+,2010,29,sysselsatte_botid,personer
1940,5_9,2010,8,sysselsatte_botid,personer
1940,alle,2010,57,sysselsatte_botid,personer
1941,0_4,2010,58,sysselsatte_botid,personer
1941,10+,2010,15,sysselsatte_botid,personer
1941,5_9,2010,22,sysselsatte_botid,personer
1941,alle,2010,95,sysselsatte_botid,personer
1942,0_4,2010,31,sysselsatte_botid,personer
1942,10+,2010,34,sysselsatte_botid,personer
1942,5_9,2010,19,sysselsatte_botid,personer
1942,alle,2010,84,sysselsatte_botid,personer
1943,0_4,2010,14,sysselsatte_botid,personer
1943,10+,2010,10,sysselsatte_botid,personer
1943,5_9,2010,4,sysselsatte_botid,personer
1943,alle,2010,28,sysselsatte_botid,personer
2002,0_4,2010,20,sysselsatte_botid,personer
2002,10+,2010,55,sysselsatte_botid,personer
2002,5_9,2010,10,sysselsatte_botid,personer
2002,alle,2010,85,sysselsatte_botid,personer
2003,0_4,2010,105,sysselsatte_botid,personer
2003,10+,2010,147,sysselsatte_botid,personer
2003,5_9,2010,94,sysselsatte_botid,personer
2003,alle,2010,346,sysselsatte_botid,personer
2004,0_4,2010,416,sysselsatte_botid,personer
2004,10+,2010,187,sysselsatte_botid,personer
2004,5_9,2010,136,sysselsatte_botid,personer
2004,alle,2010,739,sysselsatte_botid,personer
2011,0_4,2010,22,sysselsatte_botid,personer
2011,10+,2010,58,sysselsatte_botid,personer
2011,5_9,2010,15,sysselsatte_botid,personer
2011,alle,2010,95,sysselsatte_botid,personer
2012,0_4,2010,386,sysselsatte_botid,personer
2012,10+,2010,268,sysselsatte_botid,personer
2012,5_9,2010,170,sysselsatte_botid,personer
2012,alle,2010,824,sysselsatte_botid,personer
2014,0_4,2010,18,sysselsatte_botid,personer
2014,10+,2010,12,sysselsatte_botid,personer
2014,5_9,2010,8,sysselsatte_botid,personer
2014,alle,2010,38,sysselsatte_botid,personer
2015,0_4,2010,38,sysselsatte_botid,personer
2015,10+,2010,34,sysselsatte_botid,personer
2015,5_9,2010,7,sysselsatte_botid,personer
2015,alle,2010,79,sysselsatte_botid,personer
2017,0_4,2010,3,sysselsatte_botid,personer
2017,10+,2010,14,sysselsatte_botid,personer
2017,5_9,2010,6,sysselsatte_botid,personer
2017,alle,2010,23,sysselsatte_botid,personer
2018,0_4,2010,46,sysselsatte_botid,personer
2018,10+,2010,26,sysselsatte_botid,personer
2018,5_9,2010,14,sysselsatte_botid,personer
2018,alle,2010,86,sysselsatte_botid,personer
2019,0_4,2010,100,sysselsatte_botid,personer
2019,10+,2010,43,sysselsatte_botid,personer
2019,5_9,2010,25,sysselsatte_botid,personer
2019,alle,2010,168,sysselsatte_botid,personer
2020,0_4,2010,53,sysselsatte_botid,personer
2020,10+,2010,72,sysselsatte_botid,personer
2020,5_9,2010,18,sysselsatte_botid,personer
2020,alle,2010,143,sysselsatte_botid,personer
2021,0_4,2010,21,sysselsatte_botid,personer
2021,10+,2010,71,sysselsatte_botid,personer
2021,5_9,2010,30,sysselsatte_botid,personer
2021,alle,2010,122,sysselsatte_botid,personer
2022,0_4,2010,20,sysselsatte_botid,personer
2022,10+,2010,25,sysselsatte_botid,personer
2022,5_9,2010,13,sysselsatte_botid,personer
2022,alle,2010,58,sysselsatte_botid,personer
2023,0_4,2010,48,sysselsatte_botid,personer
2023,10+,2010,21,sysselsatte_botid,personer
2023,5_9,2010,6,sysselsatte_botid,personer
2023,alle,2010,75,sysselsatte_botid,personer
2024,0_4,2010,12,sysselsatte_botid,personer
2024,10+,2010,22,sysselsatte_botid,personer
2024,5_9,2010,13,sysselsatte_botid,personer
2024,alle,2010,47,sysselsatte_botid,personer
2025,0_4,2010,30,sysselsatte_botid,personer
2025,10+,2010,78,sysselsatte_botid,personer
2025,5_9,2010,28,sysselsatte_botid,personer
2025,alle,2010,136,sysselsatte_botid,personer
2027,0_4,2010,7,sysselsatte_botid,personer
2027,10+,2010,24,sysselsatte_botid,personer
2027,5_9,2010,6,sysselsatte_botid,personer
2027,alle,2010,37,sysselsatte_botid,personer
2028,0_4,2010,102,sysselsatte_botid,personer
2028,10+,2010,103,sysselsatte_botid,personer
2028,5_9,2010,25,sysselsatte_botid,personer
2028,alle,2010,230,sysselsatte_botid,personer
2030,0_4,2010,255,sysselsatte_botid,personer
2030,10+,2010,314,sysselsatte_botid,personer
2030,5_9,2010,129,sysselsatte_botid,personer
2030,alle,2010,698,sysselsatte_botid,personer
alle,0_4,2010,105499,sysselsatte_botid,personer
alle,10+,2010,154729,sysselsatte_botid,personer
alle,5_9,2010,49524,sysselsatte_botid,personer
alle,alle,2010,309752,sysselsatte_botid,personer
0101,0_4,2011,325,sysselsatte_botid,personer
0101,10+,2011,931,sysselsatte_botid,personer
0101,5_9,2011,192,sysselsatte_botid,personer
0101,alle,2011,1448,sysselsatte_botid,personer
0104,0_4,2011,616,sysselsatte_botid,personer
0104,10+,2011,1267,sysselsatte_botid,personer
0104,5_9,2011,347,sysselsatte_botid,personer
0104,alle,2011,2230,sysselsatte_botid,personer
0105,0_4,2011,903,sysselsatte_botid,personer
0105,10+,2011,1764,sysselsatte_botid,personer
0105,5_9,2011,585,sysselsatte_botid,personer
0105,alle,2011,3252,sysselsatte_botid,personer
0106,0_4,2011,1325,sysselsatte_botid,personer
0106,10+,2011,2591,sysselsatte_botid,personer
0106,5_9,2011,688,sysselsatte_botid,personer
0106,alle,2011,4604,sysselsatte_botid,personer
0111,0_4,2011,25,sysselsatte_botid,personer
0111,10+,2011,82,sysselsatte_botid,personer
0111,5_9,2011,15,sysselsatte_botid,personer
0111,alle,2011,122,sysselsatte_botid,personer
0118,0_4,2011,8,sysselsatte_botid,personer
0118,10+,2011,23,sysselsatte_botid,personer
0118,5_9,2011,3,sysselsatte_botid,personer
0118,alle,2011,34,sysselsatte_botid,personer
0119,0_4,2011,29,sysselsatte_botid,personer
0119,10+,2011,72,sysselsatte_botid,personer
0119,5_9,2011,26,sysselsatte_botid,personer
0119,alle,2011,127,sysselsatte_botid,personer
0121,0_4,2011,8,sysselsatte_botid,personer
0121,10+,2011,22,sysselsatte_botid,personer
0121,5_9,2011,4,sysselsatte_botid,personer
0121,alle,2011,34,sysselsatte_botid,personer
0122,0_4,2011,100,sysselsatte_botid,personer
0122,10+,2011,84,sysselsatte_botid,personer
0122,5_9,2011,33,sysselsatte_botid,personer
0122,alle,2011,217,sysselsatte_botid,personer
0123,0_4,2011,71,sysselsatte_botid,personer
0123,10+,2011,112,sysselsatte_botid,personer
0123,5_9,2011,46,sysselsatte_botid,personer
0123,alle,2011,229,sysselsatte_botid,personer
0124,0_4,2011,256,sysselsatte_botid,personer
0124,10+,2011,698,sysselsatte_botid,personer
0124,5_9,2011,197,sysselsatte_botid,personer
0124,alle,2011,1151,sysselsatte_botid,personer
0125,0_4,2011,235,sysselsatte_botid,personer
0125,10+,2011,269,sysselsatte_botid,personer
0125,5_9,2011,117,sysselsatte_botid,personer
0125,alle,2011,621,sysselsatte_botid,personer
0127,0_4,2011,56,sysselsatte_botid,personer
0127,10+,2011,54,sysselsatte_botid,personer
0127,5_9,2011,46,sysselsatte_botid,personer
0127,alle,2011,156,sysselsatte_botid,personer
0128,0_4,2011,132,sysselsatte_botid,personer
0128,10+,2011,167,sysselsatte_botid,personer
0128,5_9,2011,62,sysselsatte_botid,personer
0128,alle,2011,361,sysselsatte_botid,personer
0135,0_4,2011,138,sysselsatte_botid,personer
0135,10+,2011,135,sysselsatte_botid,personer
0135,5_9,2011,48,sysselsatte_botid,personer
0135,alle,2011,321,sysselsatte_botid,personer
0136,0_4,2011,232,sysselsatte_botid,personer
0136,10+,2011,446,sysselsatte_botid,personer
0136,5_9,2011,89,sysselsatte_botid,personer
0136,alle,2011,767,sysselsatte_botid,personer
0137,0_4,2011,118,sysselsatte_botid,personer
0137,10+,2011,132,sysselsatte_botid,personer
0137,5_9,2011,42,sysselsatte_botid,personer
0137,alle,2011,292,sysselsatte_botid,personer
0138,0_4,2011,157,sysselsatte_botid,personer
0138,10+,2011,163,sysselsatte_botid,personer
0138,5_9,2011,54,sysselsatte_botid,personer
0138,alle,2011,374,sysselsatte_botid,personer
0211,0_4,2011,267,sysselsatte_botid,personer
0211,10+,2011,652,sysselsatte_botid,personer
0211,5_9,2011,199,sysselsatte_botid,personer
0211,alle,2011,1118,sysselsatte_botid,personer
0213,0_4,2011,552,sysselsatte_botid,personer
0213,10+,2011,1313,sysselsatte_botid,personer
0213,5_9,2011,318,sysselsatte_botid,personer
0213,alle,2011,2183,sysselsatte_botid,personer
0214,0_4,2011,676,sysselsatte_botid,personer
0214,10+,2011,766,sysselsatte_botid,personer
0214,5_9,2011,253,sysselsatte_botid,personer
0214,alle,2011,1695,sysselsatte_botid,personer
0215,0_4,2011,213,sysselsatte_botid,personer
0215,10+,2011,566,sysselsatte_botid,personer
0215,5_9,2011,135,sysselsatte_botid,personer
0215,alle,2011,914,sysselsatte_botid,personer
0216,0_4,2011,293,sysselsatte_botid,personer
0216,10+,2011,859,sysselsatte_botid,personer
0216,5_9,2011,193,sysselsatte_botid,personer
0216,alle,2011,1345,sysselsatte_botid,personer
0217,0_4,2011,324,sysselsatte_botid,personer
0217,10+,2011,1171,sysselsatte_botid,personer
0217,5_9,2011,239,sysselsatte_botid,personer
0217,alle,2011,1734,sysselsatte_botid,personer
0219,0_4,2011,3140,sysselsatte_botid,personer
0219,10+,2011,6292,sysselsatte_botid,personer
0219,5_9,2011,1879,sysselsatte_botid,personer
0219,alle,2011,11311,sysselsatte_botid,personer
0220,0_4,2011,1550,sysselsatte_botid,personer
0220,10+,2011,2997,sysselsatte_botid,personer
0220,5_9,2011,820,sysselsatte_botid,personer
0220,alle,2011,5367,sysselsatte_botid,personer
0221,0_4,2011,271,sysselsatte_botid,personer
0221,10+,2011,244,sysselsatte_botid,personer
0221,5_9,2011,135,sysselsatte_botid,personer
0221,alle,2011,650,sysselsatte_botid,personer
0226,0_4,2011,470,sysselsatte_botid,personer
0226,10+,2011,540,sysselsatte_botid,personer
0226,5_9,2011,174,sysselsatte_botid,personer
0226,alle,2011,1184,sysselsatte_botid,personer
0227,0_4,2011,207,sysselsatte_botid,personer
0227,10+,2011,357,sysselsatte_botid,personer
0227,5_9,2011,129,sysselsatte_botid,personer
0227,alle,2011,693,sysselsatte_botid,personer
0228,0_4,2011,333,sysselsatte_botid,personer
0228,10+,2011,895,sysselsatte_botid,personer
0228,5_9,2011,240,sysselsatte_botid,personer
0228,alle,2011,1468,sysselsatte_botid,personer
0229,0_4,2011,181,sysselsatte_botid,personer
0229,10+,2011,355,sysselsatte_botid,personer
0229,5_9,2011,98,sysselsatte_botid,personer
0229,alle,2011,634,sysselsatte_botid,personer
0230,0_4,2011,860,sysselsatte_botid,personer
0230,10+,2011,2049,sysselsatte_botid,personer
0230,5_9,2011,495,sysselsatte_botid,personer
0230,alle,2011,3404,sysselsatte_botid,personer
0231,0_4,2011,1242,sysselsatte_botid,personer
0231,10+,2011,2774,sysselsatte_botid,personer
0231,5_9,2011,702,sysselsatte_botid,personer
0231,alle,2011,4718,sysselsatte_botid,personer
0233,0_4,2011,402,sysselsatte_botid,personer
0233,10+,2011,917,sysselsatte_botid,personer
0233,5_9,2011,212,sysselsatte_botid,personer
0233,alle,2011,1531,sysselsatte_botid,personer
0234,0_4,2011,242,sysselsatte_botid,personer
0234,10+,2011,161,sysselsatte_botid,personer
0234,5_9,2011,71,sysselsatte_botid,personer
0234,alle,2011,474,sysselsatte_botid,personer
0235,0_4,2011,995,sysselsatte_botid,personer
0235,10+,2011,1339,sysselsatte_botid,personer
0235,5_9,2011,480,sysselsatte_botid,personer
0235,alle,2011,2814,sysselsatte_botid,personer
0236,0_4,2011,312,sysselsatte_botid,personer
0236,10+,2011,412,sysselsatte_botid,personer
0236,5_9,2011,175,sysselsatte_botid,personer
0236,alle,2011,899,sysselsatte_botid,personer
0237,0_4,2011,431,sysselsatte_botid,personer
0237,10+,2011,519,sysselsatte_botid,personer
0237,5_9,2011,204,sysselsatte_botid,personer
0237,alle,2011,1154,sysselsatte_botid,personer
0238,0_4,2011,345,sysselsatte_botid,personer
0238,10+,2011,319,sysselsatte_botid,personer
0238,5_9,2011,151,sysselsatte_botid,personer
0238,alle,2011,815,sysselsatte_botid,personer
0239,0_4,2011,37,sysselsatte_botid,personer
0239,10+,2011,53,sysselsatte_botid,personer
0239,5_9,2011,20,sysselsatte_botid,personer
0239,alle,2011,110,sysselsatte_botid,personer
0301,0_4,2011,27666,sysselsatte_botid,personer
0301,10+,2011,45097,sysselsatte_botid,personer
0301,5_9,2011,13158,sysselsatte_botid,personer
0301,alle,2011,85921,sysselsatte_botid,personer
0402,0_4,2011,149,sysselsatte_botid,personer
0402,10+,2011,463,sysselsatte_botid,personer
0402,5_9,2011,126,sysselsatte_botid,personer
0402,alle,2011,738,sysselsatte_botid,personer
0403,0_4,2011,417,sysselsatte_botid,personer
0403,10+,2011,678,sysselsatte_botid,personer
0403,5_9,2011,260,sysselsatte_botid,personer
0403,alle,2011,1355,sysselsatte_botid,personer
0412,0_4,2011,472,sysselsatte_botid,personer
0412,10+,2011,481,sysselsatte_botid,personer
0412,5_9,2011,216,sysselsatte_botid,personer
0412,alle,2011,1169,sysselsatte_botid,personer
0415,0_4,2011,87,sysselsatte_botid,personer
0415,10+,2011,93,sysselsatte_botid,personer
0415,5_9,2011,45,sysselsatte_botid,personer
0415,alle,2011,225,sysselsatte_botid,personer
0417,0_4,2011,193,sysselsatte_botid,personer
0417,10+,2011,392,sysselsatte_botid,personer
0417,5_9,2011,108,sysselsatte_botid,personer
0417,alle,2011,693,sysselsatte_botid,personer
0418,0_4,2011,46,sysselsatte_botid,personer
0418,10+,2011,41,sysselsatte_botid,personer
0418,5_9,2011,9,sysselsatte_botid,personer
0418,alle,2011,96,sysselsatte_botid,personer
0419,0_4,2011,76,sysselsatte_botid,personer
0419,10+,2011,101,sysselsatte_botid,personer
0419,5_9,2011,38,sysselsatte_botid,personer
0419,alle,2011,215,sysselsatte_botid,personer
0420,0_4,2011,51,sysselsatte_botid,personer
0420,10+,2011,142,sysselsatte_botid,personer
0420,5_9,2011,29,sysselsatte_botid,personer
0420,alle,2011,222,sysselsatte_botid,personer
0423,0_4,2011,43,sysselsatte_botid,personer
0423,10+,2011,101,sysselsatte_botid,personer
0423,5_9,2011,25,sysselsatte_botid,personer
0423,alle,2011,169,sysselsatte_botid,personer
0425,0_4,2011,77,sysselsatte_botid,personer
0425,10+,2011,108,sysselsatte_botid,personer
0425,5_9,2011,32,sysselsatte_botid,personer
0425,alle,2011,217,sysselsatte_botid,personer
0426,0_4,2011,64,sysselsatte_botid,personer
0426,10+,2011,48,sysselsatte_botid,personer
0426,5_9,2011,13,sysselsatte_botid,personer
0426,alle,2011,125,sysselsatte_botid,personer
0427,0_4,2011,180,sysselsatte_botid,personer
0427,10+,2011,424,sysselsatte_botid,personer
0427,5_9,2011,138,sysselsatte_botid,personer
0427,alle,2011,742,sysselsatte_botid,personer
0428,0_4,2011,100,sysselsatte_botid,personer
0428,10+,2011,146,sysselsatte_botid,personer
0428,5_9,2011,40,sysselsatte_botid,personer
0428,alle,2011,286,sysselsatte_botid,personer
0429,0_4,2011,65,sysselsatte_botid,personer
0429,10+,2011,70,sysselsatte_botid,personer
0429,5_9,2011,21,sysselsatte_botid,personer
0429,alle,2011,156,sysselsatte_botid,personer
0430,0_4,2011,45,sysselsatte_botid,personer
0430,10+,2011,31,sysselsatte_botid,personer
0430,5_9,2011,10,sysselsatte_botid,personer
0430,alle,2011,86,sysselsatte_botid,personer
0432,0_4,2011,24,sysselsatte_botid,personer
0432,10+,2011,16,sysselsatte_botid,personer
0432,5_9,2011,3,sysselsatte_botid,personer
0432,alle,2011,43,sysselsatte_botid,personer
0434,0_4,2011,9,sysselsatte_botid,personer
0434,10+,2011,39,sysselsatte_botid,personer
0434,5_9,2011,4,sysselsatte_botid,personer
0434,alle,2011,52,sysselsatte_botid,personer
0436,0_4,2011,39,sysselsatte_botid,personer
0436,10+,2011,35,sysselsatte_botid,personer
0436,alle,2011,75,sysselsatte_botid,personer
0437,0_4,2011,129,sysselsatte_botid,personer
0437,10+,2011,87,sysselsatte_botid,personer
0437,5_9,2011,47,sysselsatte_botid,personer
0437,alle,2011,263,sysselsatte_botid,personer
0438,0_4,2011,27,sysselsatte_botid,personer
0438,10+,2011,33,sysselsatte_botid,personer
0438,5_9,2011,13,sysselsatte_botid,personer
0438,alle,2011,73,sysselsatte_botid,personer
0439,0_4,2011,15,sysselsatte_botid,personer
0439,10+,2011,17,sysselsatte_botid,personer
0439,5_9,2011,7,sysselsatte_botid,personer
0439,alle,2011,39,sysselsatte_botid,personer
0441,0_4,2011,34,sysselsatte_botid,personer
0441,10+,2011,39,sysselsatte_botid,personer
0441,5_9,2011,20,sysselsatte_botid,personer
0441,alle,2011,93,sysselsatte_botid,personer
0501,0_4,2011,370,sysselsatte_botid,personer
0501,10+,2011,686,sysselsatte_botid,personer
0501,5_9,2011,262,sysselsatte_botid,personer
0501,alle,2011,1318,sysselsatte_botid,personer
0502,0_4,2011,468,sysselsatte_botid,personer
0502,10+,2011,762,sysselsatte_botid,personer
0502,5_9,2011,260,sysselsatte_botid,personer
0502,alle,2011,1490,sysselsatte_botid,personer
0511,0_4,2011,55,sysselsatte_botid,personer
0511,10+,2011,21,sysselsatte_botid,personer
0511,5_9,2011,13,sysselsatte_botid,personer
0511,alle,2011,89,sysselsatte_botid,personer
0512,0_4,2011,59,sysselsatte_botid,personer
0512,10+,2011,19,sysselsatte_botid,personer
0512,5_9,2011,15,sysselsatte_botid,personer
0512,alle,2011,93,sysselsatte_botid,personer
0513,0_4,2011,51,sysselsatte_botid,personer
0513,10+,2011,22,sysselsatte_botid,personer
0513,5_9,2011,10,sysselsatte_botid,personer
0513,alle,2011,83,sysselsatte_botid,personer
0514,0_4,2011,18,sysselsatte_botid,personer
0514,10+,2011,18,sysselsatte_botid,personer
0514,5_9,2011,14,sysselsatte_botid,personer
0514,alle,2011,50,sysselsatte_botid,personer
0515,0_4,2011,29,sysselsatte_botid,personer
0515,10+,2011,27,sysselsatte_botid,personer
0515,5_9,2011,12,sysselsatte_botid,personer
0515,alle,2011,68,sysselsatte_botid,personer
0516,0_4,2011,70,sysselsatte_botid,personer
0516,10+,2011,38,sysselsatte_botid,personer
0516,5_9,2011,38,sysselsatte_botid,personer
0516,alle,2011,146,sysselsatte_botid,personer
0517,0_4,2011,57,sysselsatte_botid,personer
0517,10+,2011,43,sysselsatte_botid,personer
0517,5_9,2011,19,sysselsatte_botid,personer
0517,alle,2011,119,sysselsatte_botid,personer
0519,0_4,2011,46,sysselsatte_botid,personer
0519,10+,2011,43,sysselsatte_botid,personer
0519,5_9,2011,21,sysselsatte_botid,personer
0519,alle,2011,110,sysselsatte_botid,personer
0520,0_4,2011,123,sysselsatte_botid,personer
0520,10+,2011,36,sysselsatte_botid,personer
0520,5_9,2011,44,sysselsatte_botid,personer
0520,alle,2011,203,sysselsatte_botid,personer
0521,0_4,2011,134,sysselsatte_botid,personer
0521,10+,2011,92,sysselsatte_botid,personer
0521,5_9,2011,32,sysselsatte_botid,personer
0521,alle,2011,258,sysselsatte_botid,personer
0522,0_4,2011,66,sysselsatte_botid,personer
0522,10+,2011,68,sysselsatte_botid,personer
0522,5_9,2011,32,sysselsatte_botid,personer
0522,alle,2011,166,sysselsatte_botid,personer
0528,0_4,2011,227,sysselsatte_botid,personer
0528,10+,2011,222,sysselsatte_botid,personer
0528,5_9,2011,76,sysselsatte_botid,personer
0528,alle,2011,525,sysselsatte_botid,personer
0529,0_4,2011,131,sysselsatte_botid,personer
0529,10+,2011,186,sysselsatte_botid,personer
0529,5_9,2011,68,sysselsatte_botid,personer
0529,alle,2011,385,sysselsatte_botid,personer
0532,0_4,2011,79,sysselsatte_botid,personer
0532,10+,2011,132,sysselsatte_botid,personer
0532,5_9,2011,52,sysselsatte_botid,personer
0532,alle,2011,263,sysselsatte_botid,personer
0533,0_4,2011,115,sysselsatte_botid,personer
0533,10+,2011,180,sysselsatte_botid,personer
0533,5_9,2011,48,sysselsatte_botid,personer
0533,alle,2011,343,sysselsatte_botid,personer
0534,0_4,2011,210,sysselsatte_botid,personer
0534,10+,2011,205,sysselsatte_botid,personer
0534,5_9,2011,77,sysselsatte_botid,personer
0534,alle,2011,492,sysselsatte_botid,personer
0536,0_4,2011,47,sysselsatte_botid,personer
0536,10+,2011,65,sysselsatte_botid,personer
0536,5_9,2011,42,sysselsatte_botid,personer
0536,alle,2011,154,sysselsatte_botid,personer
0538,0_4,2011,91,sysselsatte_botid,personer
0538,10+,2011,39,sysselsatte_botid,personer
0538,5_9,2011,33,sysselsatte_botid,personer
0538,alle,2011,163,sysselsatte_botid,personer
0540,0_4,2011,42,sysselsatte_botid,personer
0540,10+,2011,35,sysselsatte_botid,personer
0540,5_9,2011,14,sysselsatte_botid,personer
0540,alle,2011,91,sysselsatte_botid,personer
0541,0_4,2011,28,sysselsatte_botid,personer
0541,10+,2011,11,sysselsatte_botid,personer
0541,5_9,2011,6,sysselsatte_botid,personer
0541,alle,2011,45,sysselsatte_botid,personer
0542,0_4,2011,135,sysselsatte_botid,personer
0542,10+,2011,106,sysselsatte_botid,personer
0542,5_9,2011,41,sysselsatte_botid,personer
0542,alle,2011,282,sysselsatte_botid,personer
0543,0_4,2011,43,sysselsatte_botid,personer
0543,10+,2011,22,sysselsatte_botid,personer
0543,5_9,2011,11,sysselsatte_botid,personer
0543,alle,2011,76,sysselsatte_botid,personer
0544,0_4,2011,69,sysselsatte_botid,personer
0544,10+,2011,60,sysselsatte_botid,personer
0544,5_9,2011,17,sysselsatte_botid,personer
0544,alle,2011,146,sysselsatte_botid,personer
0545,0_4,2011,52,sysselsatte_botid,personer
0545,10+,2011,25,sysselsatte_botid,personer
0545,5_9,2011,11,sysselsatte_botid,personer
0545,alle,2011,88,sysselsatte_botid,personer
0602,0_4,2011,1740,sysselsatte_botid,personer
0602,10+,2011,3633,sysselsatte_botid,personer
0602,5_9,2011,1131,sysselsatte_botid,personer
0602,alle,2011,6504,sysselsatte_botid,personer
0604,0_4,2011,744,sysselsatte_botid,personer
0604,10+,2011,812,sysselsatte_botid,personer
0604,5_9,2011,339,sysselsatte_botid,personer
0604,alle,2011,1895,sysselsatte_botid,personer
0605,0_4,2011,515,sysselsatte_botid,personer
0605,10+,2011,761,sysselsatte_botid,personer
0605,5_9,2011,277,sysselsatte_botid,personer
0605,alle,2011,1553,sysselsatte_botid,personer
0612,0_4,2011,240,sysselsatte_botid,personer
0612,10+,2011,177,sysselsatte_botid,personer
0612,5_9,2011,72,sysselsatte_botid,personer
0612,alle,2011,489,sysselsatte_botid,personer
0615,0_4,2011,30,sysselsatte_botid,personer
0615,10+,2011,10,sysselsatte_botid,personer
0615,5_9,2011,9,sysselsatte_botid,personer
0615,alle,2011,49,sysselsatte_botid,personer
0616,0_4,2011,97,sysselsatte_botid,personer
0616,10+,2011,76,sysselsatte_botid,personer
0616,5_9,2011,33,sysselsatte_botid,personer
0616,alle,2011,206,sysselsatte_botid,personer
0617,0_4,2011,183,sysselsatte_botid,personer
0617,10+,2011,99,sysselsatte_botid,personer
0617,5_9,2011,65,sysselsatte_botid,personer
0617,alle,2011,347,sysselsatte_botid,personer
0618,0_4,2011,134,sysselsatte_botid,personer
0618,10+,2011,61,sysselsatte_botid,personer
0618,5_9,2011,48,sysselsatte_botid,personer
