tabell_navn,xaar,fylke_nr,naringsregion_nr,kommune_nr,bydel_nr,invkat_5,kjonn,enhet,tabellvariabel
videregaende_fullfort,2014,NULL,16,NULL,NULL,innvandrere,1,personer,:
videregaende_fullfort,2014,NULL,16,NULL,NULL,innvandrere,1,prosent,:
videregaende_fullfort,2014,NULL,16,NULL,NULL,innvandrere,alle,personer,:
videregaende_fullfort,2014,NULL,16,NULL,NULL,innvandrere,alle,prosent,:
videregaende_fullfort,2014,NULL,16,NULL,NULL,norskfodte_m_innvf,0,personer,:
videregaende_fullfort,2014,NULL,16,NULL,NULL,norskfodte_m_innvf,0,prosent,:
videregaende_fullfort,2014,NULL,16,NULL,NULL,norskfodte_m_innvf,1,personer,:
videregaende_fullfort,2014,NULL,16,NULL,NULL,norskfodte_m_innvf,1,prosent,:
videregaende_fullfort,2014,NULL,16,NULL,NULL,norskfodte_m_innvf,alle,personer,:
videregaende_fullfort,2014,NULL,16,NULL,NULL,norskfodte_m_innvf,alle,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,alle,0,personer,56
videregaende_fullfort,2014,NULL,17,NULL,NULL,alle,0,prosent,72.73
videregaende_fullfort,2014,NULL,17,NULL,NULL,alle,1,personer,52
videregaende_fullfort,2014,NULL,17,NULL,NULL,alle,1,prosent,66.67
videregaende_fullfort,2014,NULL,17,NULL,NULL,alle,alle,personer,108
videregaende_fullfort,2014,NULL,17,NULL,NULL,alle,alle,prosent,69.68
videregaende_fullfort,2014,NULL,17,NULL,NULL,bef_u_innv_og_norskf,0,personer,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,bef_u_innv_og_norskf,0,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,bef_u_innv_og_norskf,1,personer,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,bef_u_innv_og_norskf,1,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,bef_u_innv_og_norskf,alle,personer,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,befolkningen_ellers,0,personer,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,befolkningen_ellers,0,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,befolkningen_ellers,1,personer,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,befolkningen_ellers,1,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,befolkningen_ellers,alle,personer,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,befolkningen_ellers,alle,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,innvandrere,0,personer,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,innvandrere,0,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,innvandrere,1,personer,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,innvandrere,1,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,innvandrere,alle,personer,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,innvandrere,alle,prosent,:
videregaende_fullfort,2014,NULL,17,NULL,NULL,norskfodte_m_innvf,0,personer,.
videregaende_fullfort,2014,NULL,17,NULL,NULL,norskfodte_m_innvf,0,prosent,.
videregaende_fullfort,2014,NULL,17,NULL,NULL,norskfodte_m_innvf,1,personer,.
videregaende_fullfort,2014,NULL,17,NULL,NULL,norskfodte_m_innvf,1,prosent,.
videregaende_fullfort,2014,NULL,17,NULL,NULL,norskfodte_m_innvf,alle,personer,.
videregaende_fullfort,2014,NULL,17,NULL,NULL,norskfodte_m_innvf,alle,prosent,.
videregaende_fullfort,2014,NULL,18,NULL,NULL,alle,0,personer,77
videregaende_fullfort,2014,NULL,18,NULL,NULL,alle,0,prosent,71.96
videregaende_fullfort,2014,NULL,18,NULL,NULL,alle,1,personer,70
videregaende_fullfort,2014,NULL,18,NULL,NULL,alle,1,prosent,69.31
videregaende_fullfort,2014,NULL,18,NULL,NULL,alle,alle,personer,147
videregaende_fullfort,2014,NULL,18,NULL,NULL,alle,alle,prosent,70.67
videregaende_fullfort,2014,NULL,18,NULL,NULL,bef_u_innv_og_norskf,0,personer,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,bef_u_innv_og_norskf,0,prosent,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,bef_u_innv_og_norskf,1,personer,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,bef_u_innv_og_norskf,1,prosent,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,bef_u_innv_og_norskf,alle,personer,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,befolkningen_ellers,0,personer,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,befolkningen_ellers,0,prosent,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,befolkningen_ellers,1,personer,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,befolkningen_ellers,1,prosent,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,befolkningen_ellers,alle,personer,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,befolkningen_ellers,alle,prosent,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,innvandrere,0,personer,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,innvandrere,0,prosent,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,innvandrere,1,personer,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,innvandrere,1,prosent,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,innvandrere,alle,personer,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,innvandrere,alle,prosent,:
videregaende_fullfort,2014,NULL,18,NULL,NULL,norskfodte_m_innvf,0,personer,.
videregaende_fullfort,2014,NULL,18,NULL,NULL,norskfodte_m_innvf,0,prosent,.
videregaende_fullfort,2014,NULL,18,NULL,NULL,norskfodte_m_innvf,1,personer,.
videregaende_fullfort,2014,NULL,18,NULL,NULL,norskfodte_m_innvf,1,prosent,.
videregaende_fullfort,2014,NULL,18,NULL,NULL,norskfodte_m_innvf,alle,personer,.
videregaende_fullfort,2014,NULL,18,NULL,NULL,norskfodte_m_innvf,alle,prosent,.
videregaende_fullfort,2014,NULL,19,NULL,NULL,alle,0,personer,83
videregaende_fullfort,2014,NULL,19,NULL,NULL,alle,0,prosent,70.94
videregaende_fullfort,2014,NULL,19,NULL,NULL,alle,1,personer,61
videregaende_fullfort,2014,NULL,19,NULL,NULL,alle,1,prosent,64.21
videregaende_fullfort,2014,NULL,19,NULL,NULL,alle,alle,personer,144
videregaende_fullfort,2014,NULL,19,NULL,NULL,alle,alle,prosent,67.92
videregaende_fullfort,2014,NULL,19,NULL,NULL,bef_u_innv_og_norskf,0,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,bef_u_innv_og_norskf,0,prosent,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,bef_u_innv_og_norskf,1,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,bef_u_innv_og_norskf,1,prosent,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,bef_u_innv_og_norskf,alle,personer,141
videregaende_fullfort,2014,NULL,19,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,67.79
videregaende_fullfort,2014,NULL,19,NULL,NULL,befolkningen_ellers,0,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,befolkningen_ellers,0,prosent,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,befolkningen_ellers,1,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,befolkningen_ellers,1,prosent,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,befolkningen_ellers,alle,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,befolkningen_ellers,alle,prosent,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,innvandrere,0,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,innvandrere,0,prosent,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,innvandrere,1,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,innvandrere,1,prosent,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,innvandrere,alle,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,innvandrere,alle,prosent,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,norskfodte_m_innvf,0,personer,.
videregaende_fullfort,2014,NULL,19,NULL,NULL,norskfodte_m_innvf,0,prosent,.
videregaende_fullfort,2014,NULL,19,NULL,NULL,norskfodte_m_innvf,1,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,norskfodte_m_innvf,1,prosent,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,norskfodte_m_innvf,alle,personer,:
videregaende_fullfort,2014,NULL,19,NULL,NULL,norskfodte_m_innvf,alle,prosent,:
videregaende_fullfort,2014,NULL,20,NULL,NULL,alle,0,personer,674
videregaende_fullfort,2014,NULL,20,NULL,NULL,alle,0,prosent,74.64
videregaende_fullfort,2014,NULL,20,NULL,NULL,alle,1,personer,568
videregaende_fullfort,2014,NULL,20,NULL,NULL,alle,1,prosent,60.55
videregaende_fullfort,2014,NULL,20,NULL,NULL,alle,alle,personer,1242
videregaende_fullfort,2014,NULL,20,NULL,NULL,alle,alle,prosent,67.46
videregaende_fullfort,2014,NULL,20,NULL,NULL,bef_u_innv_og_norskf,0,personer,585
videregaende_fullfort,2014,NULL,20,NULL,NULL,bef_u_innv_og_norskf,0,prosent,76.27
videregaende_fullfort,2014,NULL,20,NULL,NULL,bef_u_innv_og_norskf,1,personer,507
videregaende_fullfort,2014,NULL,20,NULL,NULL,bef_u_innv_og_norskf,1,prosent,64.02
videregaende_fullfort,2014,NULL,20,NULL,NULL,bef_u_innv_og_norskf,alle,personer,1092
videregaende_fullfort,2014,NULL,20,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,70.04
videregaende_fullfort,2014,NULL,20,NULL,NULL,befolkningen_ellers,0,personer,628
videregaende_fullfort,2014,NULL,20,NULL,NULL,befolkningen_ellers,0,prosent,76.03
videregaende_fullfort,2014,NULL,20,NULL,NULL,befolkningen_ellers,1,personer,534
videregaende_fullfort,2014,NULL,20,NULL,NULL,befolkningen_ellers,1,prosent,62.75
videregaende_fullfort,2014,NULL,20,NULL,NULL,befolkningen_ellers,alle,personer,1162
videregaende_fullfort,2014,NULL,20,NULL,NULL,befolkningen_ellers,alle,prosent,69.29
videregaende_fullfort,2014,NULL,20,NULL,NULL,innvandrere,0,personer,46
videregaende_fullfort,2014,NULL,20,NULL,NULL,innvandrere,0,prosent,59.74
videregaende_fullfort,2014,NULL,20,NULL,NULL,innvandrere,1,personer,34
videregaende_fullfort,2014,NULL,20,NULL,NULL,innvandrere,1,prosent,39.08
videregaende_fullfort,2014,NULL,20,NULL,NULL,innvandrere,alle,personer,80
videregaende_fullfort,2014,NULL,20,NULL,NULL,innvandrere,alle,prosent,48.78
videregaende_fullfort,2014,NULL,20,NULL,NULL,norskfodte_m_innvf,0,personer,43
videregaende_fullfort,2014,NULL,20,NULL,NULL,norskfodte_m_innvf,0,prosent,72.88
videregaende_fullfort,2014,NULL,20,NULL,NULL,norskfodte_m_innvf,1,personer,27
videregaende_fullfort,2014,NULL,20,NULL,NULL,norskfodte_m_innvf,1,prosent,45.76
videregaende_fullfort,2014,NULL,20,NULL,NULL,norskfodte_m_innvf,alle,personer,70
videregaende_fullfort,2014,NULL,20,NULL,NULL,norskfodte_m_innvf,alle,prosent,59.32
videregaende_fullfort,2014,NULL,21,NULL,NULL,alle,0,personer,93
videregaende_fullfort,2014,NULL,21,NULL,NULL,alle,0,prosent,83.04
videregaende_fullfort,2014,NULL,21,NULL,NULL,alle,1,personer,87
videregaende_fullfort,2014,NULL,21,NULL,NULL,alle,1,prosent,70.16
videregaende_fullfort,2014,NULL,21,NULL,NULL,alle,alle,personer,180
videregaende_fullfort,2014,NULL,21,NULL,NULL,alle,alle,prosent,76.27
videregaende_fullfort,2014,NULL,21,NULL,NULL,bef_u_innv_og_norskf,0,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,bef_u_innv_og_norskf,0,prosent,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,bef_u_innv_og_norskf,1,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,bef_u_innv_og_norskf,1,prosent,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,bef_u_innv_og_norskf,alle,personer,170
videregaende_fullfort,2014,NULL,21,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,76.58
videregaende_fullfort,2014,NULL,21,NULL,NULL,befolkningen_ellers,0,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,befolkningen_ellers,0,prosent,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,befolkningen_ellers,1,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,befolkningen_ellers,1,prosent,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,befolkningen_ellers,alle,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,befolkningen_ellers,alle,prosent,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,innvandrere,0,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,innvandrere,0,prosent,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,innvandrere,1,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,innvandrere,1,prosent,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,innvandrere,alle,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,innvandrere,alle,prosent,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,norskfodte_m_innvf,0,personer,.
videregaende_fullfort,2014,NULL,21,NULL,NULL,norskfodte_m_innvf,0,prosent,.
videregaende_fullfort,2014,NULL,21,NULL,NULL,norskfodte_m_innvf,1,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,norskfodte_m_innvf,1,prosent,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,norskfodte_m_innvf,alle,personer,:
videregaende_fullfort,2014,NULL,21,NULL,NULL,norskfodte_m_innvf,alle,prosent,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,alle,0,personer,119
videregaende_fullfort,2014,NULL,22,NULL,NULL,alle,0,prosent,82.07
videregaende_fullfort,2014,NULL,22,NULL,NULL,alle,1,personer,112
videregaende_fullfort,2014,NULL,22,NULL,NULL,alle,1,prosent,64
videregaende_fullfort,2014,NULL,22,NULL,NULL,alle,alle,personer,231
videregaende_fullfort,2014,NULL,22,NULL,NULL,alle,alle,prosent,72.19
videregaende_fullfort,2014,NULL,22,NULL,NULL,bef_u_innv_og_norskf,0,personer,109
videregaende_fullfort,2014,NULL,22,NULL,NULL,bef_u_innv_og_norskf,0,prosent,80.74
videregaende_fullfort,2014,NULL,22,NULL,NULL,bef_u_innv_og_norskf,1,personer,100
videregaende_fullfort,2014,NULL,22,NULL,NULL,bef_u_innv_og_norskf,1,prosent,62.5
videregaende_fullfort,2014,NULL,22,NULL,NULL,bef_u_innv_og_norskf,alle,personer,209
videregaende_fullfort,2014,NULL,22,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,70.85
videregaende_fullfort,2014,NULL,22,NULL,NULL,befolkningen_ellers,0,personer,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,befolkningen_ellers,0,prosent,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,befolkningen_ellers,1,personer,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,befolkningen_ellers,1,prosent,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,befolkningen_ellers,alle,personer,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,befolkningen_ellers,alle,prosent,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,innvandrere,0,personer,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,innvandrere,0,prosent,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,innvandrere,1,personer,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,innvandrere,1,prosent,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,innvandrere,alle,personer,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,innvandrere,alle,prosent,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,norskfodte_m_innvf,0,personer,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,norskfodte_m_innvf,0,prosent,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,norskfodte_m_innvf,1,personer,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,norskfodte_m_innvf,1,prosent,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,norskfodte_m_innvf,alle,personer,:
videregaende_fullfort,2014,NULL,22,NULL,NULL,norskfodte_m_innvf,alle,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,alle,0,personer,65
videregaende_fullfort,2014,NULL,23,NULL,NULL,alle,0,prosent,67.71
videregaende_fullfort,2014,NULL,23,NULL,NULL,alle,1,personer,59
videregaende_fullfort,2014,NULL,23,NULL,NULL,alle,1,prosent,66.29
videregaende_fullfort,2014,NULL,23,NULL,NULL,alle,alle,personer,124
videregaende_fullfort,2014,NULL,23,NULL,NULL,alle,alle,prosent,67.03
videregaende_fullfort,2014,NULL,23,NULL,NULL,bef_u_innv_og_norskf,0,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,bef_u_innv_og_norskf,0,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,bef_u_innv_og_norskf,1,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,bef_u_innv_og_norskf,1,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,bef_u_innv_og_norskf,alle,personer,121
videregaende_fullfort,2014,NULL,23,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,66.85
videregaende_fullfort,2014,NULL,23,NULL,NULL,befolkningen_ellers,0,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,befolkningen_ellers,0,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,befolkningen_ellers,1,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,befolkningen_ellers,1,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,befolkningen_ellers,alle,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,befolkningen_ellers,alle,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,innvandrere,0,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,innvandrere,0,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,innvandrere,1,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,innvandrere,1,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,innvandrere,alle,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,innvandrere,alle,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,norskfodte_m_innvf,0,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,norskfodte_m_innvf,0,prosent,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,norskfodte_m_innvf,1,personer,.
videregaende_fullfort,2014,NULL,23,NULL,NULL,norskfodte_m_innvf,1,prosent,.
videregaende_fullfort,2014,NULL,23,NULL,NULL,norskfodte_m_innvf,alle,personer,:
videregaende_fullfort,2014,NULL,23,NULL,NULL,norskfodte_m_innvf,alle,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,alle,0,personer,159
videregaende_fullfort,2014,NULL,24,NULL,NULL,alle,0,prosent,72.94
videregaende_fullfort,2014,NULL,24,NULL,NULL,alle,1,personer,133
videregaende_fullfort,2014,NULL,24,NULL,NULL,alle,1,prosent,66.17
videregaende_fullfort,2014,NULL,24,NULL,NULL,alle,alle,personer,292
videregaende_fullfort,2014,NULL,24,NULL,NULL,alle,alle,prosent,69.69
videregaende_fullfort,2014,NULL,24,NULL,NULL,bef_u_innv_og_norskf,0,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,bef_u_innv_og_norskf,0,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,bef_u_innv_og_norskf,1,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,bef_u_innv_og_norskf,1,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,bef_u_innv_og_norskf,alle,personer,271
videregaende_fullfort,2014,NULL,24,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,71.32
videregaende_fullfort,2014,NULL,24,NULL,NULL,befolkningen_ellers,0,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,befolkningen_ellers,0,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,befolkningen_ellers,1,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,befolkningen_ellers,1,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,befolkningen_ellers,alle,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,befolkningen_ellers,alle,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,innvandrere,0,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,innvandrere,0,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,innvandrere,1,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,innvandrere,1,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,innvandrere,alle,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,innvandrere,alle,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,norskfodte_m_innvf,0,personer,.
videregaende_fullfort,2014,NULL,24,NULL,NULL,norskfodte_m_innvf,0,prosent,.
videregaende_fullfort,2014,NULL,24,NULL,NULL,norskfodte_m_innvf,1,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,norskfodte_m_innvf,1,prosent,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,norskfodte_m_innvf,alle,personer,:
videregaende_fullfort,2014,NULL,24,NULL,NULL,norskfodte_m_innvf,alle,prosent,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,alle,0,personer,566
videregaende_fullfort,2014,NULL,25,NULL,NULL,alle,0,prosent,73.7
videregaende_fullfort,2014,NULL,25,NULL,NULL,alle,1,personer,550
videregaende_fullfort,2014,NULL,25,NULL,NULL,alle,1,prosent,65.4
videregaende_fullfort,2014,NULL,25,NULL,NULL,alle,alle,personer,1116
videregaende_fullfort,2014,NULL,25,NULL,NULL,alle,alle,prosent,69.36
videregaende_fullfort,2014,NULL,25,NULL,NULL,bef_u_innv_og_norskf,0,personer,537
videregaende_fullfort,2014,NULL,25,NULL,NULL,bef_u_innv_og_norskf,0,prosent,74.69
videregaende_fullfort,2014,NULL,25,NULL,NULL,bef_u_innv_og_norskf,1,personer,519
videregaende_fullfort,2014,NULL,25,NULL,NULL,bef_u_innv_og_norskf,1,prosent,66.2
videregaende_fullfort,2014,NULL,25,NULL,NULL,bef_u_innv_og_norskf,alle,personer,1056
videregaende_fullfort,2014,NULL,25,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,70.26
videregaende_fullfort,2014,NULL,25,NULL,NULL,befolkningen_ellers,0,personer,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,befolkningen_ellers,0,prosent,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,befolkningen_ellers,1,personer,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,befolkningen_ellers,1,prosent,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,befolkningen_ellers,alle,personer,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,befolkningen_ellers,alle,prosent,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,innvandrere,0,personer,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,innvandrere,0,prosent,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,innvandrere,1,personer,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,innvandrere,1,prosent,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,innvandrere,alle,personer,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,innvandrere,alle,prosent,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,norskfodte_m_innvf,0,personer,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,norskfodte_m_innvf,0,prosent,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,norskfodte_m_innvf,1,personer,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,norskfodte_m_innvf,1,prosent,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,norskfodte_m_innvf,alle,personer,:
videregaende_fullfort,2014,NULL,25,NULL,NULL,norskfodte_m_innvf,alle,prosent,:
videregaende_fullfort,2014,NULL,26,NULL,NULL,alle,0,personer,292
videregaende_fullfort,2014,NULL,26,NULL,NULL,alle,0,prosent,64.89
videregaende_fullfort,2014,NULL,26,NULL,NULL,alle,1,personer,320
videregaende_fullfort,2014,NULL,26,NULL,NULL,alle,1,prosent,59.37
videregaende_fullfort,2014,NULL,26,NULL,NULL,alle,alle,personer,612
videregaende_fullfort,2014,NULL,26,NULL,NULL,alle,alle,prosent,61.88
videregaende_fullfort,2014,NULL,26,NULL,NULL,bef_u_innv_og_norskf,0,personer,269
videregaende_fullfort,2014,NULL,26,NULL,NULL,bef_u_innv_og_norskf,0,prosent,65.29
videregaende_fullfort,2014,NULL,26,NULL,NULL,bef_u_innv_og_norskf,1,personer,300
videregaende_fullfort,2014,NULL,26,NULL,NULL,bef_u_innv_og_norskf,1,prosent,60.61
videregaende_fullfort,2014,NULL,26,NULL,NULL,bef_u_innv_og_norskf,alle,personer,569
videregaende_fullfort,2014,NULL,26,NULL,NULL,bef_u_innv_og_norskf,alle,prosent,62.73
videregaende_fullfort,2014,NULL,26,NULL,NULL,befolkningen_ellers,0,personer,281
videregaende_fullfort,2014,NULL,26,NULL,NULL,befolkningen_ellers,0,prosent,65.35
videregaende_fullfort,2014,NULL,26,NULL,NULL,befolkningen_ellers,1,personer,311
videregaende_fullfort,2014,NULL,26,NULL,NULL,befolkningen_ellers,1,prosent,60.62
videregaende_fullfort,2014,NULL,26,NULL,NULL,befolkningen_ellers,alle,personer,592
videregaende_fullfort,2014,NULL,26,NULL,NULL,befolkningen_ellers,alle,prosent,62.78
videregaende_fullfort,2014,NULL,26,NULL,NULL,innvandrere,0,personer,11
videregaende_fullfort,2014,NULL,26,NULL,NULL,innvandrere,0,prosent,55
videregaende_fullfort,2014,NULL,26,NULL,NULL,innvandrere,1,personer,9
videregaende_fullfort,2014,NULL,26,NULL,NULL,innvandrere,1,prosent,34.62
videregaende_fullfort,2014,NULL,26,NULL,NULL,innvandrere,alle,personer,20
videregaende_fullfort,2014,NULL,26,NULL,NULL,innvandrere,alle,prosent,43.48
videregaende_fullfort,2014,NULL,26,NULL,NULL,norskfodte_m_innvf,0,personer,12
videregaende_fullfort,2014,NULL,26,NULL,NULL,norskfodte_m_innvf,0,prosent,66.67
videregaende_fullfort,2014,NULL,26,NULL,NULL,norskfodte_m_innvf,1,personer,11
videregaende_fullfort,2014,NULL,26,NULL,NULL,norskfodte_m_innvf,1,prosent,61.11
videregaende_fullfort,2014,NULL,26,NULL,NULL,norskfodte_m_innvf,alle,personer,23
videregaende_fullfort,2014,NULL,26,NULL,NULL,norskfodte_m_innvf,alle,prosent,63.89
videregaende_fullfort,2014,NULL,27,NULL,NULL,alle,0,personer,498
videregaende_fullfort,2014,NULL,27,NULL,NULL,alle,0,prosent,69.55
videregaende_fullfort,2014,NULL,27,NULL,NULL,alle,1,personer,426
videregaende_fullfort,2014,NULL,27,NULL,NULL,alle,1,prosent,64.25
videregaende_fullfort,2014,NULL,27,NULL,NULL,alle,alle,personer,924
