aar,fylke_nr,innvkat_2,arbeidsalder_18_69,tabellvariabel,tabell_navn,enhet
2008,20,innvandrere,alle,3121,sysselsatte_innvkat_alder,personer
2009,00,alle,18_29,534543,sysselsatte_innvkat_alder,personer
2009,00,alle,30_54,1417158,sysselsatte_innvkat_alder,personer
2009,00,alle,55_69,479741,sysselsatte_innvkat_alder,personer
2009,00,alle,alle,2496719,sysselsatte_innvkat_alder,personer
2009,00,befolkningen_ellers,18_29,472840,sysselsatte_innvkat_alder,personer
2009,00,befolkningen_ellers,30_54,1253510,sysselsatte_innvkat_alder,personer
2009,00,befolkningen_ellers,55_69,456190,sysselsatte_innvkat_alder,personer
2009,00,befolkningen_ellers,alle,2245583,sysselsatte_innvkat_alder,personer
2009,00,innvandrere,18_29,61703,sysselsatte_innvkat_alder,personer
2009,00,innvandrere,30_54,163648,sysselsatte_innvkat_alder,personer
2009,00,innvandrere,55_69,23551,sysselsatte_innvkat_alder,personer
2009,00,innvandrere,alle,251136,sysselsatte_innvkat_alder,personer
2009,01,alle,18_29,25595,sysselsatte_innvkat_alder,personer
2009,01,alle,30_54,75489,sysselsatte_innvkat_alder,personer
2009,01,alle,55_69,26311,sysselsatte_innvkat_alder,personer
2009,01,alle,alle,130726,sysselsatte_innvkat_alder,personer
2009,01,befolkningen_ellers,18_29,22820,sysselsatte_innvkat_alder,personer
2009,01,befolkningen_ellers,30_54,67921,sysselsatte_innvkat_alder,personer
2009,01,befolkningen_ellers,55_69,25024,sysselsatte_innvkat_alder,personer
2009,01,befolkningen_ellers,alle,118953,sysselsatte_innvkat_alder,personer
2009,01,innvandrere,18_29,2775,sysselsatte_innvkat_alder,personer
2009,01,innvandrere,30_54,7568,sysselsatte_innvkat_alder,personer
2009,01,innvandrere,55_69,1287,sysselsatte_innvkat_alder,personer
2009,01,innvandrere,alle,11773,sysselsatte_innvkat_alder,personer
2009,02,alle,18_29,49726,sysselsatte_innvkat_alder,personer
2009,02,alle,30_54,168836,sysselsatte_innvkat_alder,personer
2009,02,alle,55_69,54139,sysselsatte_innvkat_alder,personer
2009,02,alle,alle,279532,sysselsatte_innvkat_alder,personer
2009,02,befolkningen_ellers,18_29,43057,sysselsatte_innvkat_alder,personer
2009,02,befolkningen_ellers,30_54,145971,sysselsatte_innvkat_alder,personer
2009,02,befolkningen_ellers,55_69,50531,sysselsatte_innvkat_alder,personer
2009,02,befolkningen_ellers,alle,246060,sysselsatte_innvkat_alder,personer
2009,02,innvandrere,18_29,6669,sysselsatte_innvkat_alder,personer
2009,02,innvandrere,30_54,22865,sysselsatte_innvkat_alder,personer
2009,02,innvandrere,55_69,3608,sysselsatte_innvkat_alder,personer
2009,02,innvandrere,alle,33472,sysselsatte_innvkat_alder,personer
2009,03,alle,18_29,81235,sysselsatte_innvkat_alder,personer
2009,03,alle,30_54,180975,sysselsatte_innvkat_alder,personer
2009,03,alle,55_69,48129,sysselsatte_innvkat_alder,personer
2009,03,alle,alle,314826,sysselsatte_innvkat_alder,personer
2009,03,befolkningen_ellers,18_29,62345,sysselsatte_innvkat_alder,personer
2009,03,befolkningen_ellers,30_54,138852,sysselsatte_innvkat_alder,personer
2009,03,befolkningen_ellers,55_69,42631,sysselsatte_innvkat_alder,personer
2009,03,befolkningen_ellers,alle,247929,sysselsatte_innvkat_alder,personer
2009,03,innvandrere,18_29,18890,sysselsatte_innvkat_alder,personer
2009,03,innvandrere,30_54,42123,sysselsatte_innvkat_alder,personer
2009,03,innvandrere,55_69,5498,sysselsatte_innvkat_alder,personer
2009,03,innvandrere,alle,66897,sysselsatte_innvkat_alder,personer
2009,04,alle,18_29,17239,sysselsatte_innvkat_alder,personer
2009,04,alle,30_54,52007,sysselsatte_innvkat_alder,personer
2009,04,alle,55_69,21138,sysselsatte_innvkat_alder,personer
2009,04,alle,alle,92883,sysselsatte_innvkat_alder,personer
2009,04,befolkningen_ellers,18_29,16193,sysselsatte_innvkat_alder,personer
2009,04,befolkningen_ellers,30_54,48690,sysselsatte_innvkat_alder,personer
2009,04,befolkningen_ellers,55_69,20483,sysselsatte_innvkat_alder,personer
2009,04,befolkningen_ellers,alle,87792,sysselsatte_innvkat_alder,personer
2009,04,innvandrere,18_29,1046,sysselsatte_innvkat_alder,personer
2009,04,innvandrere,30_54,3317,sysselsatte_innvkat_alder,personer
2009,04,innvandrere,55_69,655,sysselsatte_innvkat_alder,personer
2009,04,innvandrere,alle,5091,sysselsatte_innvkat_alder,personer
2009,05,alle,18_29,18039,sysselsatte_innvkat_alder,personer
2009,05,alle,30_54,52196,sysselsatte_innvkat_alder,personer
2009,05,alle,55_69,20693,sysselsatte_innvkat_alder,personer
2009,05,alle,alle,93862,sysselsatte_innvkat_alder,personer
2009,05,befolkningen_ellers,18_29,16840,sysselsatte_innvkat_alder,personer
2009,05,befolkningen_ellers,30_54,48838,sysselsatte_innvkat_alder,personer
2009,05,befolkningen_ellers,55_69,20120,sysselsatte_innvkat_alder,personer
2009,05,befolkningen_ellers,alle,88666,sysselsatte_innvkat_alder,personer
2009,05,innvandrere,18_29,1199,sysselsatte_innvkat_alder,personer
2009,05,innvandrere,30_54,3358,sysselsatte_innvkat_alder,personer
2009,05,innvandrere,55_69,573,sysselsatte_innvkat_alder,personer
2009,05,innvandrere,alle,5196,sysselsatte_innvkat_alder,personer
2009,06,alle,18_29,25643,sysselsatte_innvkat_alder,personer
2009,06,alle,30_54,76120,sysselsatte_innvkat_alder,personer
2009,06,alle,55_69,27669,sysselsatte_innvkat_alder,personer
2009,06,alle,alle,132948,sysselsatte_innvkat_alder,personer
2009,06,befolkningen_ellers,18_29,22512,sysselsatte_innvkat_alder,personer
2009,06,befolkningen_ellers,30_54,66586,sysselsatte_innvkat_alder,personer
2009,06,befolkningen_ellers,55_69,26281,sysselsatte_innvkat_alder,personer
2009,06,befolkningen_ellers,alle,118736,sysselsatte_innvkat_alder,personer
2009,06,innvandrere,18_29,3131,sysselsatte_innvkat_alder,personer
2009,06,innvandrere,30_54,9534,sysselsatte_innvkat_alder,personer
2009,06,innvandrere,55_69,1388,sysselsatte_innvkat_alder,personer
2009,06,innvandrere,alle,14212,sysselsatte_innvkat_alder,personer
2009,07,alle,18_29,22583,sysselsatte_innvkat_alder,personer
2009,07,alle,30_54,64882,sysselsatte_innvkat_alder,personer
2009,07,alle,55_69,23287,sysselsatte_innvkat_alder,personer
2009,07,alle,alle,113983,sysselsatte_innvkat_alder,personer
2009,07,befolkningen_ellers,18_29,20248,sysselsatte_innvkat_alder,personer
2009,07,befolkningen_ellers,30_54,58590,sysselsatte_innvkat_alder,personer
2009,07,befolkningen_ellers,55_69,22270,sysselsatte_innvkat_alder,personer
2009,07,befolkningen_ellers,alle,104215,sysselsatte_innvkat_alder,personer
2009,07,innvandrere,18_29,2335,sysselsatte_innvkat_alder,personer
2009,07,innvandrere,30_54,6292,sysselsatte_innvkat_alder,personer
2009,07,innvandrere,55_69,1017,sysselsatte_innvkat_alder,personer
2009,07,innvandrere,alle,9768,sysselsatte_innvkat_alder,personer
2009,08,alle,18_29,16377,sysselsatte_innvkat_alder,personer
2009,08,alle,30_54,46358,sysselsatte_innvkat_alder,personer
2009,08,alle,55_69,17470,sysselsatte_innvkat_alder,personer
2009,08,alle,alle,82675,sysselsatte_innvkat_alder,personer
2009,08,befolkningen_ellers,18_29,15126,sysselsatte_innvkat_alder,personer
2009,08,befolkningen_ellers,30_54,42561,sysselsatte_innvkat_alder,personer
2009,08,befolkningen_ellers,55_69,16824,sysselsatte_innvkat_alder,personer
2009,08,befolkningen_ellers,alle,76893,sysselsatte_innvkat_alder,personer
2009,08,innvandrere,18_29,1251,sysselsatte_innvkat_alder,personer
2009,08,innvandrere,30_54,3797,sysselsatte_innvkat_alder,personer
2009,08,innvandrere,55_69,646,sysselsatte_innvkat_alder,personer
2009,08,innvandrere,alle,5782,sysselsatte_innvkat_alder,personer
2009,09,alle,18_29,10979,sysselsatte_innvkat_alder,personer
2009,09,alle,30_54,29647,sysselsatte_innvkat_alder,personer
2009,09,alle,55_69,10934,sysselsatte_innvkat_alder,personer
2009,09,alle,alle,53297,sysselsatte_innvkat_alder,personer
2009,09,befolkningen_ellers,18_29,10126,sysselsatte_innvkat_alder,personer
2009,09,befolkningen_ellers,30_54,27152,sysselsatte_innvkat_alder,personer
2009,09,befolkningen_ellers,55_69,10470,sysselsatte_innvkat_alder,personer
2009,09,befolkningen_ellers,alle,49419,sysselsatte_innvkat_alder,personer
2009,09,innvandrere,18_29,853,sysselsatte_innvkat_alder,personer
2009,09,innvandrere,30_54,2495,sysselsatte_innvkat_alder,personer
2009,09,innvandrere,55_69,464,sysselsatte_innvkat_alder,personer
2009,09,innvandrere,alle,3878,sysselsatte_innvkat_alder,personer
2009,10,alle,18_29,19541,sysselsatte_innvkat_alder,personer
2009,10,alle,30_54,47338,sysselsatte_innvkat_alder,personer
2009,10,alle,55_69,15506,sysselsatte_innvkat_alder,personer
2009,10,alle,alle,85118,sysselsatte_innvkat_alder,personer
2009,10,befolkningen_ellers,18_29,17714,sysselsatte_innvkat_alder,personer
2009,10,befolkningen_ellers,30_54,42379,sysselsatte_innvkat_alder,personer
2009,10,befolkningen_ellers,55_69,14679,sysselsatte_innvkat_alder,personer
2009,10,befolkningen_ellers,alle,77405,sysselsatte_innvkat_alder,personer
2009,10,innvandrere,18_29,1827,sysselsatte_innvkat_alder,personer
2009,10,innvandrere,30_54,4959,sysselsatte_innvkat_alder,personer
2009,10,innvandrere,55_69,827,sysselsatte_innvkat_alder,personer
2009,10,innvandrere,alle,7713,sysselsatte_innvkat_alder,personer
2009,11,alle,18_29,53733,sysselsatte_innvkat_alder,personer
2009,11,alle,30_54,129223,sysselsatte_innvkat_alder,personer
2009,11,alle,55_69,38112,sysselsatte_innvkat_alder,personer
2009,11,alle,alle,228088,sysselsatte_innvkat_alder,personer
2009,11,befolkningen_ellers,18_29,47484,sysselsatte_innvkat_alder,personer
2009,11,befolkningen_ellers,30_54,112619,sysselsatte_innvkat_alder,personer
2009,11,befolkningen_ellers,55_69,35959,sysselsatte_innvkat_alder,personer
2009,11,befolkningen_ellers,alle,202901,sysselsatte_innvkat_alder,personer
2009,11,innvandrere,18_29,6249,sysselsatte_innvkat_alder,personer
2009,11,innvandrere,30_54,16604,sysselsatte_innvkat_alder,personer
2009,11,innvandrere,55_69,2153,sysselsatte_innvkat_alder,personer
2009,11,innvandrere,alle,25187,sysselsatte_innvkat_alder,personer
2009,12,alle,18_29,58093,sysselsatte_innvkat_alder,personer
2009,12,alle,30_54,138659,sysselsatte_innvkat_alder,personer
2009,12,alle,55_69,46445,sysselsatte_innvkat_alder,personer
2009,12,alle,alle,249453,sysselsatte_innvkat_alder,personer
2009,12,befolkningen_ellers,18_29,52757,sysselsatte_innvkat_alder,personer
2009,12,befolkningen_ellers,30_54,124878,sysselsatte_innvkat_alder,personer
2009,12,befolkningen_ellers,55_69,44710,sysselsatte_innvkat_alder,personer
2009,12,befolkningen_ellers,alle,228432,sysselsatte_innvkat_alder,personer
2009,12,innvandrere,18_29,5336,sysselsatte_innvkat_alder,personer
2009,12,innvandrere,30_54,13781,sysselsatte_innvkat_alder,personer
2009,12,innvandrere,55_69,1735,sysselsatte_innvkat_alder,personer
2009,12,innvandrere,alle,21021,sysselsatte_innvkat_alder,personer
2009,14,alle,18_29,11449,sysselsatte_innvkat_alder,personer
2009,14,alle,30_54,30538,sysselsatte_innvkat_alder,personer
2009,14,alle,55_69,12179,sysselsatte_innvkat_alder,personer
2009,14,alle,alle,56256,sysselsatte_innvkat_alder,personer
2009,14,befolkningen_ellers,18_29,10620,sysselsatte_innvkat_alder,personer
2009,14,befolkningen_ellers,30_54,28016,sysselsatte_innvkat_alder,personer
2009,14,befolkningen_ellers,55_69,11847,sysselsatte_innvkat_alder,personer
2009,14,befolkningen_ellers,alle,52546,sysselsatte_innvkat_alder,personer
2009,14,innvandrere,18_29,829,sysselsatte_innvkat_alder,personer
2009,14,innvandrere,30_54,2522,sysselsatte_innvkat_alder,personer
2009,14,innvandrere,55_69,332,sysselsatte_innvkat_alder,personer
2009,14,innvandrere,alle,3710,sysselsatte_innvkat_alder,personer
2009,15,alle,18_29,27127,sysselsatte_innvkat_alder,personer
2009,15,alle,30_54,71828,sysselsatte_innvkat_alder,personer
2009,15,alle,55_69,28006,sysselsatte_innvkat_alder,personer
2009,15,alle,alle,130959,sysselsatte_innvkat_alder,personer
2009,15,befolkningen_ellers,18_29,25031,sysselsatte_innvkat_alder,personer
2009,15,befolkningen_ellers,30_54,65590,sysselsatte_innvkat_alder,personer
2009,15,befolkningen_ellers,55_69,27253,sysselsatte_innvkat_alder,personer
2009,15,befolkningen_ellers,alle,121801,sysselsatte_innvkat_alder,personer
2009,15,innvandrere,18_29,2096,sysselsatte_innvkat_alder,personer
2009,15,innvandrere,30_54,6238,sysselsatte_innvkat_alder,personer
2009,15,innvandrere,55_69,753,sysselsatte_innvkat_alder,personer
2009,15,innvandrere,alle,9158,sysselsatte_innvkat_alder,personer
2009,16,alle,18_29,34719,sysselsatte_innvkat_alder,personer
2009,16,alle,30_54,85124,sysselsatte_innvkat_alder,personer
2009,16,alle,55_69,28116,sysselsatte_innvkat_alder,personer
2009,16,alle,alle,151128,sysselsatte_innvkat_alder,personer
2009,16,befolkningen_ellers,18_29,31500,sysselsatte_innvkat_alder,personer
2009,16,befolkningen_ellers,30_54,78183,sysselsatte_innvkat_alder,personer
2009,16,befolkningen_ellers,55_69,27271,sysselsatte_innvkat_alder,personer
2009,16,befolkningen_ellers,alle,140053,sysselsatte_innvkat_alder,personer
2009,16,innvandrere,18_29,3219,sysselsatte_innvkat_alder,personer
2009,16,innvandrere,30_54,6941,sysselsatte_innvkat_alder,personer
2009,16,innvandrere,55_69,845,sysselsatte_innvkat_alder,personer
2009,16,innvandrere,alle,11075,sysselsatte_innvkat_alder,personer
2009,17,alle,18_29,13094,sysselsatte_innvkat_alder,personer
2009,17,alle,30_54,36208,sysselsatte_innvkat_alder,personer
2009,17,alle,55_69,14310,sysselsatte_innvkat_alder,personer
2009,17,alle,alle,65427,sysselsatte_innvkat_alder,personer
2009,17,befolkningen_ellers,18_29,12523,sysselsatte_innvkat_alder,personer
2009,17,befolkningen_ellers,30_54,34387,sysselsatte_innvkat_alder,personer
2009,17,befolkningen_ellers,55_69,14022,sysselsatte_innvkat_alder,personer
2009,17,befolkningen_ellers,alle,62719,sysselsatte_innvkat_alder,personer
2009,17,innvandrere,18_29,571,sysselsatte_innvkat_alder,personer
2009,17,innvandrere,30_54,1821,sysselsatte_innvkat_alder,personer
2009,17,innvandrere,55_69,288,sysselsatte_innvkat_alder,personer
2009,17,innvandrere,alle,2708,sysselsatte_innvkat_alder,personer
2009,18,alle,18_29,24128,sysselsatte_innvkat_alder,personer
2009,18,alle,30_54,65696,sysselsatte_innvkat_alder,personer
2009,18,alle,55_69,24168,sysselsatte_innvkat_alder,personer
2009,18,alle,alle,117569,sysselsatte_innvkat_alder,personer
2009,18,befolkningen_ellers,18_29,22714,sysselsatte_innvkat_alder,personer
2009,18,befolkningen_ellers,30_54,61861,sysselsatte_innvkat_alder,personer
2009,18,befolkningen_ellers,55_69,23574,sysselsatte_innvkat_alder,personer
2009,18,befolkningen_ellers,alle,111659,sysselsatte_innvkat_alder,personer
2009,18,innvandrere,18_29,1414,sysselsatte_innvkat_alder,personer
2009,18,innvandrere,30_54,3835,sysselsatte_innvkat_alder,personer
2009,18,innvandrere,55_69,594,sysselsatte_innvkat_alder,personer
2009,18,innvandrere,alle,5910,sysselsatte_innvkat_alder,personer
2009,19,alle,18_29,17328,sysselsatte_innvkat_alder,personer
2009,19,alle,30_54,45213,sysselsatte_innvkat_alder,personer
2009,19,alle,55_69,15918,sysselsatte_innvkat_alder,personer
2009,19,alle,alle,80758,sysselsatte_innvkat_alder,personer
2009,19,befolkningen_ellers,18_29,16063,sysselsatte_innvkat_alder,personer
2009,19,befolkningen_ellers,30_54,41760,sysselsatte_innvkat_alder,personer
2009,19,befolkningen_ellers,55_69,15407,sysselsatte_innvkat_alder,personer
2009,19,befolkningen_ellers,alle,75487,sysselsatte_innvkat_alder,personer
2009,19,innvandrere,18_29,1265,sysselsatte_innvkat_alder,personer
2009,19,innvandrere,30_54,3453,sysselsatte_innvkat_alder,personer
2009,19,innvandrere,55_69,511,sysselsatte_innvkat_alder,personer
2009,19,innvandrere,alle,5271,sysselsatte_innvkat_alder,personer
2009,20,alle,18_29,7915,sysselsatte_innvkat_alder,personer
2009,20,alle,30_54,20821,sysselsatte_innvkat_alder,personer
2009,20,alle,55_69,7211,sysselsatte_innvkat_alder,personer
2009,20,alle,alle,37231,sysselsatte_innvkat_alder,personer
2009,20,befolkningen_ellers,18_29,7167,sysselsatte_innvkat_alder,personer
2009,20,befolkningen_ellers,30_54,18676,sysselsatte_innvkat_alder,personer
2009,20,befolkningen_ellers,55_69,6834,sysselsatte_innvkat_alder,personer
2009,20,befolkningen_ellers,alle,33917,sysselsatte_innvkat_alder,personer
2009,20,innvandrere,18_29,748,sysselsatte_innvkat_alder,personer
2009,20,innvandrere,30_54,2145,sysselsatte_innvkat_alder,personer
2009,20,innvandrere,55_69,377,sysselsatte_innvkat_alder,personer
2009,20,innvandrere,alle,3314,sysselsatte_innvkat_alder,personer
2010,00,alle,18_29,543272,sysselsatte_innvkat_alder,personer
2010,00,alle,30_54,1418934,sysselsatte_innvkat_alder,personer
2010,00,alle,55_69,488463,sysselsatte_innvkat_alder,personer
2010,00,alle,alle,2516744,sysselsatte_innvkat_alder,personer
2010,00,befolkningen_ellers,18_29,474769,sysselsatte_innvkat_alder,personer
2010,00,befolkningen_ellers,30_54,1240152,sysselsatte_innvkat_alder,personer
2010,00,befolkningen_ellers,55_69,463192,sysselsatte_innvkat_alder,personer
2010,00,befolkningen_ellers,alle,2241929,sysselsatte_innvkat_alder,personer
2010,00,innvandrere,18_29,68503,sysselsatte_innvkat_alder,personer
2010,00,innvandrere,30_54,178782,sysselsatte_innvkat_alder,personer
2010,00,innvandrere,55_69,25271,sysselsatte_innvkat_alder,personer
2010,00,innvandrere,alle,274815,sysselsatte_innvkat_alder,personer
2010,01,alle,18_29,26210,sysselsatte_innvkat_alder,personer
2010,01,alle,30_54,75483,sysselsatte_innvkat_alder,personer
2010,01,alle,55_69,26472,sysselsatte_innvkat_alder,personer
2010,01,alle,alle,131567,sysselsatte_innvkat_alder,personer
2010,01,befolkningen_ellers,18_29,23081,sysselsatte_innvkat_alder,personer
2010,01,befolkningen_ellers,30_54,67192,sysselsatte_innvkat_alder,personer
2010,01,befolkningen_ellers,55_69,25151,sysselsatte_innvkat_alder,personer
2010,01,befolkningen_ellers,alle,118685,sysselsatte_innvkat_alder,personer
2010,01,innvandrere,18_29,3129,sysselsatte_innvkat_alder,personer
2010,01,innvandrere,30_54,8291,sysselsatte_innvkat_alder,personer
2010,01,innvandrere,55_69,1321,sysselsatte_innvkat_alder,personer
2010,01,innvandrere,alle,12882,sysselsatte_innvkat_alder,personer
2010,02,alle,18_29,50642,sysselsatte_innvkat_alder,personer
2010,02,alle,30_54,169466,sysselsatte_innvkat_alder,personer
2010,02,alle,55_69,54962,sysselsatte_innvkat_alder,personer
2010,02,alle,alle,282042,sysselsatte_innvkat_alder,personer
2010,02,befolkningen_ellers,18_29,43279,sysselsatte_innvkat_alder,personer
2010,02,befolkningen_ellers,30_54,144734,sysselsatte_innvkat_alder,personer
2010,02,befolkningen_ellers,55_69,51153,sysselsatte_innvkat_alder,personer
2010,02,befolkningen_ellers,alle,245841,sysselsatte_innvkat_alder,personer
2010,02,innvandrere,18_29,7363,sysselsatte_innvkat_alder,personer
2010,02,innvandrere,30_54,24732,sysselsatte_innvkat_alder,personer
2010,02,innvandrere,55_69,3809,sysselsatte_innvkat_alder,personer
2010,02,innvandrere,alle,36201,sysselsatte_innvkat_alder,personer
2010,03,alle,18_29,83241,sysselsatte_innvkat_alder,personer
2010,03,alle,30_54,183052,sysselsatte_innvkat_alder,personer
2010,03,alle,55_69,48922,sysselsatte_innvkat_alder,personer
2010,03,alle,alle,319866,sysselsatte_innvkat_alder,personer
2010,03,befolkningen_ellers,18_29,62794,sysselsatte_innvkat_alder,personer
2010,03,befolkningen_ellers,30_54,138258,sysselsatte_innvkat_alder,personer
2010,03,befolkningen_ellers,55_69,43072,sysselsatte_innvkat_alder,personer
2010,03,befolkningen_ellers,alle,248356,sysselsatte_innvkat_alder,personer
2010,03,innvandrere,18_29,20447,sysselsatte_innvkat_alder,personer
2010,03,innvandrere,30_54,44794,sysselsatte_innvkat_alder,personer
2010,03,innvandrere,55_69,5850,sysselsatte_innvkat_alder,personer
2010,03,innvandrere,alle,71510,sysselsatte_innvkat_alder,personer
2010,04,alle,18_29,17589,sysselsatte_innvkat_alder,personer
2010,04,alle,30_54,51253,sysselsatte_innvkat_alder,personer
2010,04,alle,55_69,21415,sysselsatte_innvkat_alder,personer
2010,04,alle,alle,92856,sysselsatte_innvkat_alder,personer
2010,04,befolkningen_ellers,18_29,16435,sysselsatte_innvkat_alder,personer
2010,04,befolkningen_ellers,30_54,47614,sysselsatte_innvkat_alder,personer
2010,04,befolkningen_ellers,55_69,20725,sysselsatte_innvkat_alder,personer
2010,04,befolkningen_ellers,alle,87294,sysselsatte_innvkat_alder,personer
2010,04,innvandrere,18_29,1154,sysselsatte_innvkat_alder,personer
2010,04,innvandrere,30_54,3639,sysselsatte_innvkat_alder,personer
2010,04,innvandrere,55_69,690,sysselsatte_innvkat_alder,personer
2010,04,innvandrere,alle,5562,sysselsatte_innvkat_alder,personer
2010,05,alle,18_29,18330,sysselsatte_innvkat_alder,personer
2010,05,alle,30_54,51857,sysselsatte_innvkat_alder,personer
2010,05,alle,55_69,20986,sysselsatte_innvkat_alder,personer
2010,05,alle,alle,94215,sysselsatte_innvkat_alder,personer
2010,05,befolkningen_ellers,18_29,16959,sysselsatte_innvkat_alder,personer
2010,05,befolkningen_ellers,30_54,48128,sysselsatte_innvkat_alder,personer
2010,05,befolkningen_ellers,55_69,20357,sysselsatte_innvkat_alder,personer
2010,05,befolkningen_ellers,alle,88419,sysselsatte_innvkat_alder,personer
2010,05,innvandrere,18_29,1371,sysselsatte_innvkat_alder,personer
2010,05,innvandrere,30_54,3729,sysselsatte_innvkat_alder,personer
2010,05,innvandrere,55_69,629,sysselsatte_innvkat_alder,personer
2010,05,innvandrere,alle,5796,sysselsatte_innvkat_alder,personer
2010,06,alle,18_29,25992,sysselsatte_innvkat_alder,personer
2010,06,alle,30_54,76386,sysselsatte_innvkat_alder,personer
2010,06,alle,55_69,27956,sysselsatte_innvkat_alder,personer
2010,06,alle,alle,133939,sysselsatte_innvkat_alder,personer
2010,06,befolkningen_ellers,18_29,22459,sysselsatte_innvkat_alder,personer
2010,06,befolkningen_ellers,30_54,65928,sysselsatte_innvkat_alder,personer
2010,06,befolkningen_ellers,55_69,26478,sysselsatte_innvkat_alder,personer
2010,06,befolkningen_ellers,alle,118303,sysselsatte_innvkat_alder,personer
2010,06,innvandrere,18_29,3533,sysselsatte_innvkat_alder,personer
2010,06,innvandrere,30_54,10458,sysselsatte_innvkat_alder,personer
2010,06,innvandrere,55_69,1478,sysselsatte_innvkat_alder,personer
2010,06,innvandrere,alle,15636,sysselsatte_innvkat_alder,personer
2010,07,alle,18_29,22617,sysselsatte_innvkat_alder,personer
2010,07,alle,30_54,64697,sysselsatte_innvkat_alder,personer
2010,07,alle,55_69,23815,sysselsatte_innvkat_alder,personer
2010,07,alle,alle,114412,sysselsatte_innvkat_alder,personer
2010,07,befolkningen_ellers,18_29,20074,sysselsatte_innvkat_alder,personer
2010,07,befolkningen_ellers,30_54,57843,sysselsatte_innvkat_alder,personer
2010,07,befolkningen_ellers,55_69,22754,sysselsatte_innvkat_alder,personer
2010,07,befolkningen_ellers,alle,103819,sysselsatte_innvkat_alder,personer
2010,07,innvandrere,18_29,2543,sysselsatte_innvkat_alder,personer
2010,07,innvandrere,30_54,6854,sysselsatte_innvkat_alder,personer
2010,07,innvandrere,55_69,1061,sysselsatte_innvkat_alder,personer
2010,07,innvandrere,alle,10593,sysselsatte_innvkat_alder,personer
2010,08,alle,18_29,16475,sysselsatte_innvkat_alder,personer
2010,08,alle,30_54,45960,sysselsatte_innvkat_alder,personer
2010,08,alle,55_69,17722,sysselsatte_innvkat_alder,personer
2010,08,alle,alle,82518,sysselsatte_innvkat_alder,personer
2010,08,befolkningen_ellers,18_29,15095,sysselsatte_innvkat_alder,personer
2010,08,befolkningen_ellers,30_54,41811,sysselsatte_innvkat_alder,personer
2010,08,befolkningen_ellers,55_69,17043,sysselsatte_innvkat_alder,personer
2010,08,befolkningen_ellers,alle,76223,sysselsatte_innvkat_alder,personer
2010,08,innvandrere,18_29,1380,sysselsatte_innvkat_alder,personer
2010,08,innvandrere,30_54,4149,sysselsatte_innvkat_alder,personer
2010,08,innvandrere,55_69,679,sysselsatte_innvkat_alder,personer
2010,08,innvandrere,alle,6295,sysselsatte_innvkat_alder,personer
2010,09,alle,18_29,11235,sysselsatte_innvkat_alder,personer
2010,09,alle,30_54,29804,sysselsatte_innvkat_alder,personer
2010,09,alle,55_69,11098,sysselsatte_innvkat_alder,personer
2010,09,alle,alle,53935,sysselsatte_innvkat_alder,personer
2010,09,befolkningen_ellers,18_29,10274,sysselsatte_innvkat_alder,personer
2010,09,befolkningen_ellers,30_54,27020,sysselsatte_innvkat_alder,personer
2010,09,befolkningen_ellers,55_69,10627,sysselsatte_innvkat_alder,personer
2010,09,befolkningen_ellers,alle,49657,sysselsatte_innvkat_alder,personer
2010,09,innvandrere,18_29,961,sysselsatte_innvkat_alder,personer
2010,09,innvandrere,30_54,2784,sysselsatte_innvkat_alder,personer
2010,09,innvandrere,55_69,471,sysselsatte_innvkat_alder,personer
2010,09,innvandrere,alle,4278,sysselsatte_innvkat_alder,personer
2010,10,alle,18_29,19675,sysselsatte_innvkat_alder,personer
2010,10,alle,30_54,47587,sysselsatte_innvkat_alder,personer
2010,10,alle,55_69,15845,sysselsatte_innvkat_alder,personer
2010,10,alle,alle,85854,sysselsatte_innvkat_alder,personer
2010,10,befolkningen_ellers,18_29,17687,sysselsatte_innvkat_alder,personer
2010,10,befolkningen_ellers,30_54,42244,sysselsatte_innvkat_alder,personer
2010,10,befolkningen_ellers,55_69,14973,sysselsatte_innvkat_alder,personer
2010,10,befolkningen_ellers,alle,77563,sysselsatte_innvkat_alder,personer
2010,10,innvandrere,18_29,1988,sysselsatte_innvkat_alder,personer
2010,10,innvandrere,30_54,5343,sysselsatte_innvkat_alder,personer
2010,10,innvandrere,55_69,872,sysselsatte_innvkat_alder,personer
2010,10,innvandrere,alle,8291,sysselsatte_innvkat_alder,personer
2010,11,alle,18_29,54397,sysselsatte_innvkat_alder,personer
2010,11,alle,30_54,131013,sysselsatte_innvkat_alder,personer
2010,11,alle,55_69,39550,sysselsatte_innvkat_alder,personer
2010,11,alle,alle,231701,sysselsatte_innvkat_alder,personer
2010,11,befolkningen_ellers,18_29,47350,sysselsatte_innvkat_alder,personer
2010,11,befolkningen_ellers,30_54,112334,sysselsatte_innvkat_alder,personer
2010,11,befolkningen_ellers,55_69,37153,sysselsatte_innvkat_alder,personer
2010,11,befolkningen_ellers,alle,203377,sysselsatte_innvkat_alder,personer
2010,11,innvandrere,18_29,7047,sysselsatte_innvkat_alder,personer
2010,11,innvandrere,30_54,18679,sysselsatte_innvkat_alder,personer
2010,11,innvandrere,55_69,2397,sysselsatte_innvkat_alder,personer
2010,11,innvandrere,alle,28324,sysselsatte_innvkat_alder,personer
2010,12,alle,18_29,58659,sysselsatte_innvkat_alder,personer
2010,12,alle,30_54,138915,sysselsatte_innvkat_alder,personer
