aar,fylke_nr,innvkat_3,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2011,05,innvandrere,alle,0,1741,ikke_arbutd_innvkat_land,personer
2011,05,innvandrere,alle,1,1558,ikke_arbutd_innvkat_land,personer
2011,05,innvandrere,alle,alle,3299,ikke_arbutd_innvkat_land,personer
2011,06,alle,1,0,1271,ikke_arbutd_innvkat_land,personer
2011,06,alle,1,1,1270,ikke_arbutd_innvkat_land,personer
2011,06,alle,1,alle,2541,ikke_arbutd_innvkat_land,personer
2011,06,alle,2,0,3331,ikke_arbutd_innvkat_land,personer
2011,06,alle,2,1,2255,ikke_arbutd_innvkat_land,personer
2011,06,alle,2,alle,5586,ikke_arbutd_innvkat_land,personer
2011,06,alle,alle,0,18929,ikke_arbutd_innvkat_land,personer
2011,06,alle,alle,1,15285,ikke_arbutd_innvkat_land,personer
2011,06,alle,alle,alle,34214,ikke_arbutd_innvkat_land,personer
2011,06,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,06,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,06,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,06,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,06,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,06,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,06,befolkningen_ellers,alle,0,14327,ikke_arbutd_innvkat_land,personer
2011,06,befolkningen_ellers,alle,1,11760,ikke_arbutd_innvkat_land,personer
2011,06,befolkningen_ellers,alle,alle,26087,ikke_arbutd_innvkat_land,personer
2011,06,innvandrere,1,0,1271,ikke_arbutd_innvkat_land,personer
2011,06,innvandrere,1,1,1270,ikke_arbutd_innvkat_land,personer
2011,06,innvandrere,1,alle,2541,ikke_arbutd_innvkat_land,personer
2011,06,innvandrere,2,0,3331,ikke_arbutd_innvkat_land,personer
2011,06,innvandrere,2,1,2255,ikke_arbutd_innvkat_land,personer
2011,06,innvandrere,2,alle,5586,ikke_arbutd_innvkat_land,personer
2011,06,innvandrere,alle,0,4602,ikke_arbutd_innvkat_land,personer
2011,06,innvandrere,alle,1,3525,ikke_arbutd_innvkat_land,personer
2011,06,innvandrere,alle,alle,8127,ikke_arbutd_innvkat_land,personer
2011,07,alle,1,0,1052,ikke_arbutd_innvkat_land,personer
2011,07,alle,1,1,1077,ikke_arbutd_innvkat_land,personer
2011,07,alle,1,alle,2129,ikke_arbutd_innvkat_land,personer
2011,07,alle,2,0,2180,ikke_arbutd_innvkat_land,personer
2011,07,alle,2,1,1504,ikke_arbutd_innvkat_land,personer
2011,07,alle,2,alle,3684,ikke_arbutd_innvkat_land,personer
2011,07,alle,alle,0,18766,ikke_arbutd_innvkat_land,personer
2011,07,alle,alle,1,15019,ikke_arbutd_innvkat_land,personer
2011,07,alle,alle,alle,33785,ikke_arbutd_innvkat_land,personer
2011,07,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,07,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,07,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,07,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,07,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,07,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,07,befolkningen_ellers,alle,0,15534,ikke_arbutd_innvkat_land,personer
2011,07,befolkningen_ellers,alle,1,12438,ikke_arbutd_innvkat_land,personer
2011,07,befolkningen_ellers,alle,alle,27972,ikke_arbutd_innvkat_land,personer
2011,07,innvandrere,1,0,1052,ikke_arbutd_innvkat_land,personer
2011,07,innvandrere,1,1,1077,ikke_arbutd_innvkat_land,personer
2011,07,innvandrere,1,alle,2129,ikke_arbutd_innvkat_land,personer
2011,07,innvandrere,2,0,2180,ikke_arbutd_innvkat_land,personer
2011,07,innvandrere,2,1,1504,ikke_arbutd_innvkat_land,personer
2011,07,innvandrere,2,alle,3684,ikke_arbutd_innvkat_land,personer
2011,07,innvandrere,alle,0,3232,ikke_arbutd_innvkat_land,personer
2011,07,innvandrere,alle,1,2581,ikke_arbutd_innvkat_land,personer
2011,07,innvandrere,alle,alle,5813,ikke_arbutd_innvkat_land,personer
2011,08,alle,1,0,602,ikke_arbutd_innvkat_land,personer
2011,08,alle,1,1,641,ikke_arbutd_innvkat_land,personer
2011,08,alle,1,alle,1243,ikke_arbutd_innvkat_land,personer
2011,08,alle,2,0,1483,ikke_arbutd_innvkat_land,personer
2011,08,alle,2,1,1242,ikke_arbutd_innvkat_land,personer
2011,08,alle,2,alle,2725,ikke_arbutd_innvkat_land,personer
2011,08,alle,alle,0,13165,ikke_arbutd_innvkat_land,personer
2011,08,alle,alle,1,11516,ikke_arbutd_innvkat_land,personer
2011,08,alle,alle,alle,24681,ikke_arbutd_innvkat_land,personer
2011,08,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,08,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,08,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,08,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,08,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,08,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,08,befolkningen_ellers,alle,0,11080,ikke_arbutd_innvkat_land,personer
2011,08,befolkningen_ellers,alle,1,9633,ikke_arbutd_innvkat_land,personer
2011,08,befolkningen_ellers,alle,alle,20713,ikke_arbutd_innvkat_land,personer
2011,08,innvandrere,1,0,602,ikke_arbutd_innvkat_land,personer
2011,08,innvandrere,1,1,641,ikke_arbutd_innvkat_land,personer
2011,08,innvandrere,1,alle,1243,ikke_arbutd_innvkat_land,personer
2011,08,innvandrere,2,0,1483,ikke_arbutd_innvkat_land,personer
2011,08,innvandrere,2,1,1242,ikke_arbutd_innvkat_land,personer
2011,08,innvandrere,2,alle,2725,ikke_arbutd_innvkat_land,personer
2011,08,innvandrere,alle,0,2085,ikke_arbutd_innvkat_land,personer
2011,08,innvandrere,alle,1,1883,ikke_arbutd_innvkat_land,personer
2011,08,innvandrere,alle,alle,3968,ikke_arbutd_innvkat_land,personer
2011,09,alle,1,0,481,ikke_arbutd_innvkat_land,personer
2011,09,alle,1,1,488,ikke_arbutd_innvkat_land,personer
2011,09,alle,1,alle,969,ikke_arbutd_innvkat_land,personer
2011,09,alle,2,0,882,ikke_arbutd_innvkat_land,personer
2011,09,alle,2,1,680,ikke_arbutd_innvkat_land,personer
2011,09,alle,2,alle,1562,ikke_arbutd_innvkat_land,personer
2011,09,alle,alle,0,8801,ikke_arbutd_innvkat_land,personer
2011,09,alle,alle,1,7401,ikke_arbutd_innvkat_land,personer
2011,09,alle,alle,alle,16202,ikke_arbutd_innvkat_land,personer
2011,09,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,09,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,09,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,09,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,09,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,09,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,09,befolkningen_ellers,alle,0,7438,ikke_arbutd_innvkat_land,personer
2011,09,befolkningen_ellers,alle,1,6233,ikke_arbutd_innvkat_land,personer
2011,09,befolkningen_ellers,alle,alle,13671,ikke_arbutd_innvkat_land,personer
2011,09,innvandrere,1,0,481,ikke_arbutd_innvkat_land,personer
2011,09,innvandrere,1,1,488,ikke_arbutd_innvkat_land,personer
2011,09,innvandrere,1,alle,969,ikke_arbutd_innvkat_land,personer
2011,09,innvandrere,2,0,882,ikke_arbutd_innvkat_land,personer
2011,09,innvandrere,2,1,680,ikke_arbutd_innvkat_land,personer
2011,09,innvandrere,2,alle,1562,ikke_arbutd_innvkat_land,personer
2011,09,innvandrere,alle,0,1363,ikke_arbutd_innvkat_land,personer
2011,09,innvandrere,alle,1,1168,ikke_arbutd_innvkat_land,personer
2011,09,innvandrere,alle,alle,2531,ikke_arbutd_innvkat_land,personer
2011,10,alle,1,0,668,ikke_arbutd_innvkat_land,personer
2011,10,alle,1,1,771,ikke_arbutd_innvkat_land,personer
2011,10,alle,1,alle,1439,ikke_arbutd_innvkat_land,personer
2011,10,alle,2,0,1834,ikke_arbutd_innvkat_land,personer
2011,10,alle,2,1,1318,ikke_arbutd_innvkat_land,personer
2011,10,alle,2,alle,3152,ikke_arbutd_innvkat_land,personer
2011,10,alle,alle,0,12579,ikke_arbutd_innvkat_land,personer
2011,10,alle,alle,1,10402,ikke_arbutd_innvkat_land,personer
2011,10,alle,alle,alle,22981,ikke_arbutd_innvkat_land,personer
2011,10,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,10,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,10,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,10,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,10,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,10,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,10,befolkningen_ellers,alle,0,10077,ikke_arbutd_innvkat_land,personer
2011,10,befolkningen_ellers,alle,1,8313,ikke_arbutd_innvkat_land,personer
2011,10,befolkningen_ellers,alle,alle,18390,ikke_arbutd_innvkat_land,personer
2011,10,innvandrere,1,0,668,ikke_arbutd_innvkat_land,personer
2011,10,innvandrere,1,1,771,ikke_arbutd_innvkat_land,personer
2011,10,innvandrere,1,alle,1439,ikke_arbutd_innvkat_land,personer
2011,10,innvandrere,2,0,1834,ikke_arbutd_innvkat_land,personer
2011,10,innvandrere,2,1,1318,ikke_arbutd_innvkat_land,personer
2011,10,innvandrere,2,alle,3152,ikke_arbutd_innvkat_land,personer
2011,10,innvandrere,alle,0,2502,ikke_arbutd_innvkat_land,personer
2011,10,innvandrere,alle,1,2089,ikke_arbutd_innvkat_land,personer
2011,10,innvandrere,alle,alle,4591,ikke_arbutd_innvkat_land,personer
2011,11,alle,1,0,2277,ikke_arbutd_innvkat_land,personer
2011,11,alle,1,1,2414,ikke_arbutd_innvkat_land,personer
2011,11,alle,1,alle,4691,ikke_arbutd_innvkat_land,personer
2011,11,alle,2,0,4184,ikke_arbutd_innvkat_land,personer
2011,11,alle,2,1,2423,ikke_arbutd_innvkat_land,personer
2011,11,alle,2,alle,6607,ikke_arbutd_innvkat_land,personer
2011,11,alle,alle,0,26532,ikke_arbutd_innvkat_land,personer
2011,11,alle,alle,1,20629,ikke_arbutd_innvkat_land,personer
2011,11,alle,alle,alle,47161,ikke_arbutd_innvkat_land,personer
2011,11,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,11,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,11,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,11,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,11,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,11,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,11,befolkningen_ellers,alle,0,20071,ikke_arbutd_innvkat_land,personer
2011,11,befolkningen_ellers,alle,1,15792,ikke_arbutd_innvkat_land,personer
2011,11,befolkningen_ellers,alle,alle,35863,ikke_arbutd_innvkat_land,personer
2011,11,innvandrere,1,0,2277,ikke_arbutd_innvkat_land,personer
2011,11,innvandrere,1,1,2414,ikke_arbutd_innvkat_land,personer
2011,11,innvandrere,1,alle,4691,ikke_arbutd_innvkat_land,personer
2011,11,innvandrere,2,0,4184,ikke_arbutd_innvkat_land,personer
2011,11,innvandrere,2,1,2423,ikke_arbutd_innvkat_land,personer
2011,11,innvandrere,2,alle,6607,ikke_arbutd_innvkat_land,personer
2011,11,innvandrere,alle,0,6461,ikke_arbutd_innvkat_land,personer
2011,11,innvandrere,alle,1,4837,ikke_arbutd_innvkat_land,personer
2011,11,innvandrere,alle,alle,11298,ikke_arbutd_innvkat_land,personer
2011,12,alle,1,0,1932,ikke_arbutd_innvkat_land,personer
2011,12,alle,1,1,2290,ikke_arbutd_innvkat_land,personer
2011,12,alle,1,alle,4222,ikke_arbutd_innvkat_land,personer
2011,12,alle,2,0,3788,ikke_arbutd_innvkat_land,personer
2011,12,alle,2,1,2671,ikke_arbutd_innvkat_land,personer
2011,12,alle,2,alle,6459,ikke_arbutd_innvkat_land,personer
2011,12,alle,alle,0,29116,ikke_arbutd_innvkat_land,personer
2011,12,alle,alle,1,25618,ikke_arbutd_innvkat_land,personer
2011,12,alle,alle,alle,54734,ikke_arbutd_innvkat_land,personer
2011,12,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,12,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,12,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,12,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,12,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,12,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,12,befolkningen_ellers,alle,0,23396,ikke_arbutd_innvkat_land,personer
2011,12,befolkningen_ellers,alle,1,20657,ikke_arbutd_innvkat_land,personer
2011,12,befolkningen_ellers,alle,alle,44053,ikke_arbutd_innvkat_land,personer
2011,12,innvandrere,1,0,1932,ikke_arbutd_innvkat_land,personer
2011,12,innvandrere,1,1,2290,ikke_arbutd_innvkat_land,personer
2011,12,innvandrere,1,alle,4222,ikke_arbutd_innvkat_land,personer
2011,12,innvandrere,2,0,3788,ikke_arbutd_innvkat_land,personer
2011,12,innvandrere,2,1,2671,ikke_arbutd_innvkat_land,personer
2011,12,innvandrere,2,alle,6459,ikke_arbutd_innvkat_land,personer
2011,12,innvandrere,alle,0,5720,ikke_arbutd_innvkat_land,personer
2011,12,innvandrere,alle,1,4961,ikke_arbutd_innvkat_land,personer
2011,12,innvandrere,alle,alle,10681,ikke_arbutd_innvkat_land,personer
2011,14,alle,1,0,356,ikke_arbutd_innvkat_land,personer
2011,14,alle,1,1,382,ikke_arbutd_innvkat_land,personer
2011,14,alle,1,alle,738,ikke_arbutd_innvkat_land,personer
2011,14,alle,2,0,511,ikke_arbutd_innvkat_land,personer
2011,14,alle,2,1,315,ikke_arbutd_innvkat_land,personer
2011,14,alle,2,alle,826,ikke_arbutd_innvkat_land,personer
2011,14,alle,alle,0,5197,ikke_arbutd_innvkat_land,personer
2011,14,alle,alle,1,4657,ikke_arbutd_innvkat_land,personer
2011,14,alle,alle,alle,9854,ikke_arbutd_innvkat_land,personer
2011,14,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,14,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,14,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,14,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,14,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,14,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,14,befolkningen_ellers,alle,0,4330,ikke_arbutd_innvkat_land,personer
2011,14,befolkningen_ellers,alle,1,3960,ikke_arbutd_innvkat_land,personer
2011,14,befolkningen_ellers,alle,alle,8290,ikke_arbutd_innvkat_land,personer
2011,14,innvandrere,1,0,356,ikke_arbutd_innvkat_land,personer
2011,14,innvandrere,1,1,382,ikke_arbutd_innvkat_land,personer
2011,14,innvandrere,1,alle,738,ikke_arbutd_innvkat_land,personer
2011,14,innvandrere,2,0,511,ikke_arbutd_innvkat_land,personer
2011,14,innvandrere,2,1,315,ikke_arbutd_innvkat_land,personer
2011,14,innvandrere,2,alle,826,ikke_arbutd_innvkat_land,personer
2011,14,innvandrere,alle,0,867,ikke_arbutd_innvkat_land,personer
2011,14,innvandrere,alle,1,697,ikke_arbutd_innvkat_land,personer
2011,14,innvandrere,alle,alle,1564,ikke_arbutd_innvkat_land,personer
2011,15,alle,1,0,976,ikke_arbutd_innvkat_land,personer
2011,15,alle,1,1,1211,ikke_arbutd_innvkat_land,personer
2011,15,alle,1,alle,2187,ikke_arbutd_innvkat_land,personer
2011,15,alle,2,0,1413,ikke_arbutd_innvkat_land,personer
2011,15,alle,2,1,802,ikke_arbutd_innvkat_land,personer
2011,15,alle,2,alle,2215,ikke_arbutd_innvkat_land,personer
2011,15,alle,alle,0,15099,ikke_arbutd_innvkat_land,personer
2011,15,alle,alle,1,12719,ikke_arbutd_innvkat_land,personer
2011,15,alle,alle,alle,27818,ikke_arbutd_innvkat_land,personer
2011,15,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,15,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,15,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,15,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,15,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,15,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,15,befolkningen_ellers,alle,0,12710,ikke_arbutd_innvkat_land,personer
2011,15,befolkningen_ellers,alle,1,10706,ikke_arbutd_innvkat_land,personer
2011,15,befolkningen_ellers,alle,alle,23416,ikke_arbutd_innvkat_land,personer
2011,15,innvandrere,1,0,976,ikke_arbutd_innvkat_land,personer
2011,15,innvandrere,1,1,1211,ikke_arbutd_innvkat_land,personer
2011,15,innvandrere,1,alle,2187,ikke_arbutd_innvkat_land,personer
2011,15,innvandrere,2,0,1413,ikke_arbutd_innvkat_land,personer
2011,15,innvandrere,2,1,802,ikke_arbutd_innvkat_land,personer
2011,15,innvandrere,2,alle,2215,ikke_arbutd_innvkat_land,personer
2011,15,innvandrere,alle,0,2389,ikke_arbutd_innvkat_land,personer
2011,15,innvandrere,alle,1,2013,ikke_arbutd_innvkat_land,personer
2011,15,innvandrere,alle,alle,4402,ikke_arbutd_innvkat_land,personer
2011,16,alle,1,0,979,ikke_arbutd_innvkat_land,personer
2011,16,alle,1,1,1275,ikke_arbutd_innvkat_land,personer
2011,16,alle,1,alle,2254,ikke_arbutd_innvkat_land,personer
2011,16,alle,2,0,2228,ikke_arbutd_innvkat_land,personer
2011,16,alle,2,1,1571,ikke_arbutd_innvkat_land,personer
2011,16,alle,2,alle,3799,ikke_arbutd_innvkat_land,personer
2011,16,alle,alle,0,19263,ikke_arbutd_innvkat_land,personer
2011,16,alle,alle,1,15867,ikke_arbutd_innvkat_land,personer
2011,16,alle,alle,alle,35130,ikke_arbutd_innvkat_land,personer
2011,16,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,16,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,16,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,16,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,16,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,16,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,16,befolkningen_ellers,alle,0,16056,ikke_arbutd_innvkat_land,personer
2011,16,befolkningen_ellers,alle,1,13021,ikke_arbutd_innvkat_land,personer
2011,16,befolkningen_ellers,alle,alle,29077,ikke_arbutd_innvkat_land,personer
2011,16,innvandrere,1,0,979,ikke_arbutd_innvkat_land,personer
2011,16,innvandrere,1,1,1275,ikke_arbutd_innvkat_land,personer
2011,16,innvandrere,1,alle,2254,ikke_arbutd_innvkat_land,personer
2011,16,innvandrere,2,0,2228,ikke_arbutd_innvkat_land,personer
2011,16,innvandrere,2,1,1571,ikke_arbutd_innvkat_land,personer
2011,16,innvandrere,2,alle,3799,ikke_arbutd_innvkat_land,personer
2011,16,innvandrere,alle,0,3207,ikke_arbutd_innvkat_land,personer
2011,16,innvandrere,alle,1,2846,ikke_arbutd_innvkat_land,personer
2011,16,innvandrere,alle,alle,6053,ikke_arbutd_innvkat_land,personer
2011,17,alle,1,0,299,ikke_arbutd_innvkat_land,personer
2011,17,alle,1,1,345,ikke_arbutd_innvkat_land,personer
2011,17,alle,1,alle,644,ikke_arbutd_innvkat_land,personer
2011,17,alle,2,0,694,ikke_arbutd_innvkat_land,personer
2011,17,alle,2,1,516,ikke_arbutd_innvkat_land,personer
2011,17,alle,2,alle,1210,ikke_arbutd_innvkat_land,personer
2011,17,alle,alle,0,8606,ikke_arbutd_innvkat_land,personer
2011,17,alle,alle,1,7083,ikke_arbutd_innvkat_land,personer
2011,17,alle,alle,alle,15689,ikke_arbutd_innvkat_land,personer
2011,17,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,17,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,17,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,17,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,17,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,17,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,17,befolkningen_ellers,alle,0,7613,ikke_arbutd_innvkat_land,personer
2011,17,befolkningen_ellers,alle,1,6222,ikke_arbutd_innvkat_land,personer
2011,17,befolkningen_ellers,alle,alle,13835,ikke_arbutd_innvkat_land,personer
2011,17,innvandrere,1,0,299,ikke_arbutd_innvkat_land,personer
2011,17,innvandrere,1,1,345,ikke_arbutd_innvkat_land,personer
2011,17,innvandrere,1,alle,644,ikke_arbutd_innvkat_land,personer
2011,17,innvandrere,2,0,694,ikke_arbutd_innvkat_land,personer
2011,17,innvandrere,2,1,516,ikke_arbutd_innvkat_land,personer
2011,17,innvandrere,2,alle,1210,ikke_arbutd_innvkat_land,personer
2011,17,innvandrere,alle,0,993,ikke_arbutd_innvkat_land,personer
2011,17,innvandrere,alle,1,861,ikke_arbutd_innvkat_land,personer
2011,17,innvandrere,alle,alle,1854,ikke_arbutd_innvkat_land,personer
2011,18,alle,1,0,540,ikke_arbutd_innvkat_land,personer
2011,18,alle,1,1,592,ikke_arbutd_innvkat_land,personer
2011,18,alle,1,alle,1132,ikke_arbutd_innvkat_land,personer
2011,18,alle,2,0,1322,ikke_arbutd_innvkat_land,personer
2011,18,alle,2,1,1010,ikke_arbutd_innvkat_land,personer
2011,18,alle,2,alle,2332,ikke_arbutd_innvkat_land,personer
2011,18,alle,alle,0,15900,ikke_arbutd_innvkat_land,personer
2011,18,alle,alle,1,14459,ikke_arbutd_innvkat_land,personer
2011,18,alle,alle,alle,30359,ikke_arbutd_innvkat_land,personer
2011,18,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,18,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,18,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,18,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,18,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,18,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,18,befolkningen_ellers,alle,0,14038,ikke_arbutd_innvkat_land,personer
2011,18,befolkningen_ellers,alle,1,12857,ikke_arbutd_innvkat_land,personer
2011,18,befolkningen_ellers,alle,alle,26895,ikke_arbutd_innvkat_land,personer
2011,18,innvandrere,1,0,540,ikke_arbutd_innvkat_land,personer
2011,18,innvandrere,1,1,592,ikke_arbutd_innvkat_land,personer
2011,18,innvandrere,1,alle,1132,ikke_arbutd_innvkat_land,personer
2011,18,innvandrere,2,0,1322,ikke_arbutd_innvkat_land,personer
2011,18,innvandrere,2,1,1010,ikke_arbutd_innvkat_land,personer
2011,18,innvandrere,2,alle,2332,ikke_arbutd_innvkat_land,personer
2011,18,innvandrere,alle,0,1862,ikke_arbutd_innvkat_land,personer
2011,18,innvandrere,alle,1,1602,ikke_arbutd_innvkat_land,personer
2011,18,innvandrere,alle,alle,3464,ikke_arbutd_innvkat_land,personer
2011,19,alle,1,0,463,ikke_arbutd_innvkat_land,personer
2011,19,alle,1,1,576,ikke_arbutd_innvkat_land,personer
2011,19,alle,1,alle,1039,ikke_arbutd_innvkat_land,personer
2011,19,alle,2,0,848,ikke_arbutd_innvkat_land,personer
2011,19,alle,2,1,750,ikke_arbutd_innvkat_land,personer
2011,19,alle,2,alle,1598,ikke_arbutd_innvkat_land,personer
2011,19,alle,alle,0,10248,ikke_arbutd_innvkat_land,personer
2011,19,alle,alle,1,9508,ikke_arbutd_innvkat_land,personer
2011,19,alle,alle,alle,19756,ikke_arbutd_innvkat_land,personer
2011,19,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,19,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,19,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,19,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,19,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,19,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,19,befolkningen_ellers,alle,0,8937,ikke_arbutd_innvkat_land,personer
2011,19,befolkningen_ellers,alle,1,8182,ikke_arbutd_innvkat_land,personer
2011,19,befolkningen_ellers,alle,alle,17119,ikke_arbutd_innvkat_land,personer
2011,19,innvandrere,1,0,463,ikke_arbutd_innvkat_land,personer
2011,19,innvandrere,1,1,576,ikke_arbutd_innvkat_land,personer
2011,19,innvandrere,1,alle,1039,ikke_arbutd_innvkat_land,personer
2011,19,innvandrere,2,0,848,ikke_arbutd_innvkat_land,personer
2011,19,innvandrere,2,1,750,ikke_arbutd_innvkat_land,personer
2011,19,innvandrere,2,alle,1598,ikke_arbutd_innvkat_land,personer
2011,19,innvandrere,alle,0,1311,ikke_arbutd_innvkat_land,personer
2011,19,innvandrere,alle,1,1326,ikke_arbutd_innvkat_land,personer
2011,19,innvandrere,alle,alle,2637,ikke_arbutd_innvkat_land,personer
2011,20,alle,1,0,330,ikke_arbutd_innvkat_land,personer
2011,20,alle,1,1,360,ikke_arbutd_innvkat_land,personer
2011,20,alle,1,alle,690,ikke_arbutd_innvkat_land,personer
2011,20,alle,2,0,477,ikke_arbutd_innvkat_land,personer
2011,20,alle,2,1,336,ikke_arbutd_innvkat_land,personer
2011,20,alle,2,alle,813,ikke_arbutd_innvkat_land,personer
2011,20,alle,alle,0,4803,ikke_arbutd_innvkat_land,personer
2011,20,alle,alle,1,5123,ikke_arbutd_innvkat_land,personer
2011,20,alle,alle,alle,9926,ikke_arbutd_innvkat_land,personer
2011,20,befolkningen_ellers,1,0,0,ikke_arbutd_innvkat_land,personer
2011,20,befolkningen_ellers,1,1,0,ikke_arbutd_innvkat_land,personer
2011,20,befolkningen_ellers,1,alle,0,ikke_arbutd_innvkat_land,personer
2011,20,befolkningen_ellers,2,0,0,ikke_arbutd_innvkat_land,personer
2011,20,befolkningen_ellers,2,1,0,ikke_arbutd_innvkat_land,personer
2011,20,befolkningen_ellers,2,alle,0,ikke_arbutd_innvkat_land,personer
2011,20,befolkningen_ellers,alle,0,3996,ikke_arbutd_innvkat_land,personer
2011,20,befolkningen_ellers,alle,1,4427,ikke_arbutd_innvkat_land,personer
