aar,bydel_nr,vreg_3,botid_5,tabellvariabel,tabell_navn,enhet
2010,030114,1,5_9,76,sysselsatte_botid_land,personer
2010,030114,1,alle,429,sysselsatte_botid_land,personer
2010,030114,2,0_4,155,sysselsatte_botid_land,personer
2010,030114,2,10+,952,sysselsatte_botid_land,personer
2010,030114,2,5_9,273,sysselsatte_botid_land,personer
2010,030114,2,alle,1380,sysselsatte_botid_land,personer
2010,030114,alle,0_4,349,sysselsatte_botid_land,personer
2010,030114,alle,10+,1111,sysselsatte_botid_land,personer
2010,030114,alle,5_9,349,sysselsatte_botid_land,personer
2010,030114,alle,alle,1809,sysselsatte_botid_land,personer
2010,030115,1,0_4,165,sysselsatte_botid_land,personer
2010,030115,1,10+,209,sysselsatte_botid_land,personer
2010,030115,1,5_9,65,sysselsatte_botid_land,personer
2010,030115,1,alle,439,sysselsatte_botid_land,personer
2010,030115,2,0_4,124,sysselsatte_botid_land,personer
2010,030115,2,10+,902,sysselsatte_botid_land,personer
2010,030115,2,5_9,255,sysselsatte_botid_land,personer
2010,030115,2,alle,1281,sysselsatte_botid_land,personer
2010,030115,alle,0_4,289,sysselsatte_botid_land,personer
2010,030115,alle,10+,1111,sysselsatte_botid_land,personer
2010,030115,alle,5_9,320,sysselsatte_botid_land,personer
2010,030115,alle,alle,1720,sysselsatte_botid_land,personer
2010,030116,1,0_4,61,sysselsatte_botid_land,personer
2010,030116,1,10+,106,sysselsatte_botid_land,personer
2010,030116,1,5_9,38,sysselsatte_botid_land,personer
2010,030116,1,alle,205,sysselsatte_botid_land,personer
2010,030116,2,0_4,112,sysselsatte_botid_land,personer
2010,030116,2,10+,730,sysselsatte_botid_land,personer
2010,030116,2,5_9,187,sysselsatte_botid_land,personer
2010,030116,2,alle,1029,sysselsatte_botid_land,personer
2010,030116,alle,0_4,173,sysselsatte_botid_land,personer
2010,030116,alle,10+,836,sysselsatte_botid_land,personer
2010,030116,alle,5_9,225,sysselsatte_botid_land,personer
2010,030116,alle,alle,1234,sysselsatte_botid_land,personer
2010,030117,1,0_4,159,sysselsatte_botid_land,personer
2010,030117,1,10+,119,sysselsatte_botid_land,personer
2010,030117,1,5_9,48,sysselsatte_botid_land,personer
2010,030117,1,alle,326,sysselsatte_botid_land,personer
2010,030117,2,0_4,186,sysselsatte_botid_land,personer
2010,030117,2,10+,1236,sysselsatte_botid_land,personer
2010,030117,2,5_9,335,sysselsatte_botid_land,personer
2010,030117,2,alle,1757,sysselsatte_botid_land,personer
2010,030117,alle,0_4,345,sysselsatte_botid_land,personer
2010,030117,alle,10+,1355,sysselsatte_botid_land,personer
2010,030117,alle,5_9,383,sysselsatte_botid_land,personer
2010,030117,alle,alle,2083,sysselsatte_botid_land,personer
2010,030199,1,0_4,364,sysselsatte_botid_land,personer
2010,030199,1,10+,89,sysselsatte_botid_land,personer
2010,030199,1,5_9,52,sysselsatte_botid_land,personer
2010,030199,1,alle,505,sysselsatte_botid_land,personer
2010,030199,2,0_4,79,sysselsatte_botid_land,personer
2010,030199,2,10+,181,sysselsatte_botid_land,personer
2010,030199,2,5_9,55,sysselsatte_botid_land,personer
2010,030199,2,alle,315,sysselsatte_botid_land,personer
2010,030199,alle,0_4,443,sysselsatte_botid_land,personer
2010,030199,alle,10+,270,sysselsatte_botid_land,personer
2010,030199,alle,5_9,107,sysselsatte_botid_land,personer
2010,030199,alle,alle,820,sysselsatte_botid_land,personer
2011,00,1,0_4,91543,sysselsatte_botid_land,personer
2011,00,1,10+,48191,sysselsatte_botid_land,personer
2011,00,1,5_9,24898,sysselsatte_botid_land,personer
2011,00,1,alle,164632,sysselsatte_botid_land,personer
2011,00,2,0_4,31371,sysselsatte_botid_land,personer
2011,00,2,10+,79703,sysselsatte_botid_land,personer
2011,00,2,5_9,31455,sysselsatte_botid_land,personer
2011,00,2,alle,142529,sysselsatte_botid_land,personer
2011,00,alle,0_4,122914,sysselsatte_botid_land,personer
2011,00,alle,10+,127894,sysselsatte_botid_land,personer
2011,00,alle,5_9,56353,sysselsatte_botid_land,personer
2011,00,alle,alle,307161,sysselsatte_botid_land,personer
2011,030101,1,0_4,2729,sysselsatte_botid_land,personer
2011,030101,1,10+,1116,sysselsatte_botid_land,personer
2011,030101,1,5_9,614,sysselsatte_botid_land,personer
2011,030101,1,alle,4459,sysselsatte_botid_land,personer
2011,030101,2,0_4,908,sysselsatte_botid_land,personer
2011,030101,2,10+,2042,sysselsatte_botid_land,personer
2011,030101,2,5_9,660,sysselsatte_botid_land,personer
2011,030101,2,alle,3610,sysselsatte_botid_land,personer
2011,030101,alle,0_4,3637,sysselsatte_botid_land,personer
2011,030101,alle,10+,3158,sysselsatte_botid_land,personer
2011,030101,alle,5_9,1274,sysselsatte_botid_land,personer
2011,030101,alle,alle,8069,sysselsatte_botid_land,personer
2011,030102,1,0_4,1917,sysselsatte_botid_land,personer
2011,030102,1,10+,902,sysselsatte_botid_land,personer
2011,030102,1,5_9,477,sysselsatte_botid_land,personer
2011,030102,1,alle,3296,sysselsatte_botid_land,personer
2011,030102,2,0_4,699,sysselsatte_botid_land,personer
2011,030102,2,10+,1815,sysselsatte_botid_land,personer
2011,030102,2,5_9,529,sysselsatte_botid_land,personer
2011,030102,2,alle,3043,sysselsatte_botid_land,personer
2011,030102,alle,0_4,2616,sysselsatte_botid_land,personer
2011,030102,alle,10+,2717,sysselsatte_botid_land,personer
2011,030102,alle,5_9,1006,sysselsatte_botid_land,personer
2011,030102,alle,alle,6339,sysselsatte_botid_land,personer
2011,030103,1,0_4,1963,sysselsatte_botid_land,personer
2011,030103,1,10+,1163,sysselsatte_botid_land,personer
2011,030103,1,5_9,575,sysselsatte_botid_land,personer
2011,030103,1,alle,3701,sysselsatte_botid_land,personer
2011,030103,2,0_4,787,sysselsatte_botid_land,personer
2011,030103,2,10+,2226,sysselsatte_botid_land,personer
2011,030103,2,5_9,621,sysselsatte_botid_land,personer
2011,030103,2,alle,3634,sysselsatte_botid_land,personer
2011,030103,alle,0_4,2750,sysselsatte_botid_land,personer
2011,030103,alle,10+,3389,sysselsatte_botid_land,personer
2011,030103,alle,5_9,1196,sysselsatte_botid_land,personer
2011,030103,alle,alle,7335,sysselsatte_botid_land,personer
2011,030104,1,0_4,2094,sysselsatte_botid_land,personer
2011,030104,1,10+,955,sysselsatte_botid_land,personer
2011,030104,1,5_9,543,sysselsatte_botid_land,personer
2011,030104,1,alle,3592,sysselsatte_botid_land,personer
2011,030104,2,0_4,738,sysselsatte_botid_land,personer
2011,030104,2,10+,2235,sysselsatte_botid_land,personer
2011,030104,2,5_9,627,sysselsatte_botid_land,personer
2011,030104,2,alle,3600,sysselsatte_botid_land,personer
2011,030104,alle,0_4,2832,sysselsatte_botid_land,personer
2011,030104,alle,10+,3190,sysselsatte_botid_land,personer
2011,030104,alle,5_9,1170,sysselsatte_botid_land,personer
2011,030104,alle,alle,7192,sysselsatte_botid_land,personer
2011,030105,1,0_4,1852,sysselsatte_botid_land,personer
2011,030105,1,10+,838,sysselsatte_botid_land,personer
2011,030105,1,5_9,488,sysselsatte_botid_land,personer
2011,030105,1,alle,3178,sysselsatte_botid_land,personer
2011,030105,2,0_4,646,sysselsatte_botid_land,personer
2011,030105,2,10+,1816,sysselsatte_botid_land,personer
2011,030105,2,5_9,485,sysselsatte_botid_land,personer
2011,030105,2,alle,2947,sysselsatte_botid_land,personer
2011,030105,alle,0_4,2498,sysselsatte_botid_land,personer
2011,030105,alle,10+,2654,sysselsatte_botid_land,personer
2011,030105,alle,5_9,973,sysselsatte_botid_land,personer
2011,030105,alle,alle,6125,sysselsatte_botid_land,personer
2011,030106,1,0_4,1573,sysselsatte_botid_land,personer
2011,030106,1,10+,827,sysselsatte_botid_land,personer
2011,030106,1,5_9,420,sysselsatte_botid_land,personer
2011,030106,1,alle,2820,sysselsatte_botid_land,personer
2011,030106,2,0_4,654,sysselsatte_botid_land,personer
2011,030106,2,10+,1845,sysselsatte_botid_land,personer
2011,030106,2,5_9,537,sysselsatte_botid_land,personer
2011,030106,2,alle,3036,sysselsatte_botid_land,personer
2011,030106,alle,0_4,2227,sysselsatte_botid_land,personer
2011,030106,alle,10+,2672,sysselsatte_botid_land,personer
2011,030106,alle,5_9,957,sysselsatte_botid_land,personer
2011,030106,alle,alle,5856,sysselsatte_botid_land,personer
2011,030107,1,0_4,1263,sysselsatte_botid_land,personer
2011,030107,1,10+,588,sysselsatte_botid_land,personer
2011,030107,1,5_9,339,sysselsatte_botid_land,personer
2011,030107,1,alle,2190,sysselsatte_botid_land,personer
2011,030107,2,0_4,432,sysselsatte_botid_land,personer
2011,030107,2,10+,1774,sysselsatte_botid_land,personer
2011,030107,2,5_9,451,sysselsatte_botid_land,personer
2011,030107,2,alle,2657,sysselsatte_botid_land,personer
2011,030107,alle,0_4,1695,sysselsatte_botid_land,personer
2011,030107,alle,10+,2362,sysselsatte_botid_land,personer
2011,030107,alle,5_9,790,sysselsatte_botid_land,personer
2011,030107,alle,alle,4847,sysselsatte_botid_land,personer
2011,030108,1,0_4,1387,sysselsatte_botid_land,personer
2011,030108,1,10+,633,sysselsatte_botid_land,personer
2011,030108,1,5_9,358,sysselsatte_botid_land,personer
2011,030108,1,alle,2378,sysselsatte_botid_land,personer
2011,030108,2,0_4,846,sysselsatte_botid_land,personer
2011,030108,2,10+,1529,sysselsatte_botid_land,personer
2011,030108,2,5_9,556,sysselsatte_botid_land,personer
2011,030108,2,alle,2931,sysselsatte_botid_land,personer
2011,030108,alle,0_4,2233,sysselsatte_botid_land,personer
2011,030108,alle,10+,2162,sysselsatte_botid_land,personer
2011,030108,alle,5_9,914,sysselsatte_botid_land,personer
2011,030108,alle,alle,5309,sysselsatte_botid_land,personer
2011,030109,1,0_4,925,sysselsatte_botid_land,personer
2011,030109,1,10+,488,sysselsatte_botid_land,personer
2011,030109,1,5_9,248,sysselsatte_botid_land,personer
2011,030109,1,alle,1661,sysselsatte_botid_land,personer
2011,030109,2,0_4,390,sysselsatte_botid_land,personer
2011,030109,2,10+,1453,sysselsatte_botid_land,personer
2011,030109,2,5_9,390,sysselsatte_botid_land,personer
2011,030109,2,alle,2233,sysselsatte_botid_land,personer
2011,030109,alle,0_4,1315,sysselsatte_botid_land,personer
2011,030109,alle,10+,1941,sysselsatte_botid_land,personer
2011,030109,alle,5_9,638,sysselsatte_botid_land,personer
2011,030109,alle,alle,3894,sysselsatte_botid_land,personer
2011,030110,1,0_4,749,sysselsatte_botid_land,personer
2011,030110,1,10+,448,sysselsatte_botid_land,personer
2011,030110,1,5_9,218,sysselsatte_botid_land,personer
2011,030110,1,alle,1415,sysselsatte_botid_land,personer
2011,030110,2,0_4,363,sysselsatte_botid_land,personer
2011,030110,2,10+,1734,sysselsatte_botid_land,personer
2011,030110,2,5_9,468,sysselsatte_botid_land,personer
2011,030110,2,alle,2565,sysselsatte_botid_land,personer
2011,030110,alle,0_4,1112,sysselsatte_botid_land,personer
2011,030110,alle,10+,2182,sysselsatte_botid_land,personer
2011,030110,alle,5_9,686,sysselsatte_botid_land,personer
2011,030110,alle,alle,3980,sysselsatte_botid_land,personer
2011,030111,1,0_4,540,sysselsatte_botid_land,personer
2011,030111,1,10+,271,sysselsatte_botid_land,personer
2011,030111,1,5_9,135,sysselsatte_botid_land,personer
2011,030111,1,alle,946,sysselsatte_botid_land,personer
2011,030111,2,0_4,313,sysselsatte_botid_land,personer
2011,030111,2,10+,1004,sysselsatte_botid_land,personer
2011,030111,2,5_9,260,sysselsatte_botid_land,personer
2011,030111,2,alle,1577,sysselsatte_botid_land,personer
2011,030111,alle,0_4,853,sysselsatte_botid_land,personer
2011,030111,alle,10+,1275,sysselsatte_botid_land,personer
2011,030111,alle,5_9,395,sysselsatte_botid_land,personer
2011,030111,alle,alle,2523,sysselsatte_botid_land,personer
2011,030112,1,0_4,454,sysselsatte_botid_land,personer
2011,030112,1,10+,239,sysselsatte_botid_land,personer
2011,030112,1,5_9,135,sysselsatte_botid_land,personer
2011,030112,1,alle,828,sysselsatte_botid_land,personer
2011,030112,2,0_4,192,sysselsatte_botid_land,personer
2011,030112,2,10+,779,sysselsatte_botid_land,personer
2011,030112,2,5_9,237,sysselsatte_botid_land,personer
2011,030112,2,alle,1208,sysselsatte_botid_land,personer
2011,030112,alle,0_4,646,sysselsatte_botid_land,personer
2011,030112,alle,10+,1018,sysselsatte_botid_land,personer
2011,030112,alle,5_9,372,sysselsatte_botid_land,personer
2011,030112,alle,alle,2036,sysselsatte_botid_land,personer
2011,030113,1,0_4,452,sysselsatte_botid_land,personer
2011,030113,1,10+,246,sysselsatte_botid_land,personer
2011,030113,1,5_9,127,sysselsatte_botid_land,personer
2011,030113,1,alle,825,sysselsatte_botid_land,personer
2011,030113,2,0_4,293,sysselsatte_botid_land,personer
2011,030113,2,10+,1269,sysselsatte_botid_land,personer
2011,030113,2,5_9,393,sysselsatte_botid_land,personer
2011,030113,2,alle,1955,sysselsatte_botid_land,personer
2011,030113,alle,0_4,745,sysselsatte_botid_land,personer
2011,030113,alle,10+,1515,sysselsatte_botid_land,personer
2011,030113,alle,5_9,520,sysselsatte_botid_land,personer
2011,030113,alle,alle,2780,sysselsatte_botid_land,personer
2011,030114,1,0_4,252,sysselsatte_botid_land,personer
2011,030114,1,10+,162,sysselsatte_botid_land,personer
2011,030114,1,5_9,120,sysselsatte_botid_land,personer
2011,030114,1,alle,534,sysselsatte_botid_land,personer
2011,030114,2,0_4,149,sysselsatte_botid_land,personer
2011,030114,2,10+,1022,sysselsatte_botid_land,personer
2011,030114,2,5_9,282,sysselsatte_botid_land,personer
2011,030114,2,alle,1453,sysselsatte_botid_land,personer
2011,030114,alle,0_4,401,sysselsatte_botid_land,personer
2011,030114,alle,10+,1184,sysselsatte_botid_land,personer
2011,030114,alle,5_9,402,sysselsatte_botid_land,personer
2011,030114,alle,alle,1987,sysselsatte_botid_land,personer
2011,030115,1,0_4,202,sysselsatte_botid_land,personer
2011,030115,1,10+,223,sysselsatte_botid_land,personer
2011,030115,1,5_9,91,sysselsatte_botid_land,personer
2011,030115,1,alle,516,sysselsatte_botid_land,personer
2011,030115,2,0_4,151,sysselsatte_botid_land,personer
2011,030115,2,10+,948,sysselsatte_botid_land,personer
2011,030115,2,5_9,245,sysselsatte_botid_land,personer
2011,030115,2,alle,1344,sysselsatte_botid_land,personer
2011,030115,alle,0_4,353,sysselsatte_botid_land,personer
2011,030115,alle,10+,1171,sysselsatte_botid_land,personer
2011,030115,alle,5_9,336,sysselsatte_botid_land,personer
2011,030115,alle,alle,1860,sysselsatte_botid_land,personer
2011,030116,1,0_4,69,sysselsatte_botid_land,personer
2011,030116,1,10+,120,sysselsatte_botid_land,personer
2011,030116,1,5_9,40,sysselsatte_botid_land,personer
2011,030116,1,alle,229,sysselsatte_botid_land,personer
2011,030116,2,0_4,125,sysselsatte_botid_land,personer
2011,030116,2,10+,787,sysselsatte_botid_land,personer
2011,030116,2,5_9,199,sysselsatte_botid_land,personer
2011,030116,2,alle,1111,sysselsatte_botid_land,personer
2011,030116,alle,0_4,194,sysselsatte_botid_land,personer
2011,030116,alle,10+,907,sysselsatte_botid_land,personer
2011,030116,alle,5_9,239,sysselsatte_botid_land,personer
2011,030116,alle,alle,1340,sysselsatte_botid_land,personer
2011,030117,1,0_4,187,sysselsatte_botid_land,personer
2011,030117,1,10+,127,sysselsatte_botid_land,personer
2011,030117,1,5_9,63,sysselsatte_botid_land,personer
2011,030117,1,alle,377,sysselsatte_botid_land,personer
2011,030117,2,0_4,192,sysselsatte_botid_land,personer
2011,030117,2,10+,1238,sysselsatte_botid_land,personer
2011,030117,2,5_9,336,sysselsatte_botid_land,personer
2011,030117,2,alle,1766,sysselsatte_botid_land,personer
2011,030117,alle,0_4,379,sysselsatte_botid_land,personer
2011,030117,alle,10+,1365,sysselsatte_botid_land,personer
2011,030117,alle,5_9,399,sysselsatte_botid_land,personer
2011,030117,alle,alle,2143,sysselsatte_botid_land,personer
2011,030199,1,0_4,72,sysselsatte_botid_land,personer
2011,030199,1,10+,39,sysselsatte_botid_land,personer
2011,030199,1,5_9,30,sysselsatte_botid_land,personer
2011,030199,1,alle,141,sysselsatte_botid_land,personer
2011,030199,2,0_4,30,sysselsatte_botid_land,personer
2011,030199,2,10+,140,sysselsatte_botid_land,personer
2011,030199,2,5_9,18,sysselsatte_botid_land,personer
2011,030199,2,alle,188,sysselsatte_botid_land,personer
2011,030199,alle,0_4,102,sysselsatte_botid_land,personer
2011,030199,alle,10+,179,sysselsatte_botid_land,personer
2011,030199,alle,5_9,48,sysselsatte_botid_land,personer
2011,030199,alle,alle,329,sysselsatte_botid_land,personer
2012,00,1,0_4,94857,sysselsatte_botid_land,personer
2012,00,1,10+,50438,sysselsatte_botid_land,personer
2012,00,1,5_9,36616,sysselsatte_botid_land,personer
2012,00,1,alle,181911,sysselsatte_botid_land,personer
2012,00,2,0_4,33271,sysselsatte_botid_land,personer
2012,00,2,10+,86844,sysselsatte_botid_land,personer
2012,00,2,5_9,31933,sysselsatte_botid_land,personer
2012,00,2,alle,152048,sysselsatte_botid_land,personer
2012,00,alle,0_4,128128,sysselsatte_botid_land,personer
2012,00,alle,10+,137282,sysselsatte_botid_land,personer
2012,00,alle,5_9,68549,sysselsatte_botid_land,personer
2012,00,alle,alle,333959,sysselsatte_botid_land,personer
2012,030101,1,0_4,2825,sysselsatte_botid_land,personer
2012,030101,1,10+,1176,sysselsatte_botid_land,personer
2012,030101,1,5_9,843,sysselsatte_botid_land,personer
2012,030101,1,alle,4844,sysselsatte_botid_land,personer
2012,030101,2,0_4,943,sysselsatte_botid_land,personer
2012,030101,2,10+,2240,sysselsatte_botid_land,personer
2012,030101,2,5_9,712,sysselsatte_botid_land,personer
2012,030101,2,alle,3895,sysselsatte_botid_land,personer
2012,030101,alle,0_4,3768,sysselsatte_botid_land,personer
2012,030101,alle,10+,3416,sysselsatte_botid_land,personer
2012,030101,alle,5_9,1555,sysselsatte_botid_land,personer
2012,030101,alle,alle,8739,sysselsatte_botid_land,personer
2012,030102,1,0_4,1886,sysselsatte_botid_land,personer
2012,030102,1,10+,947,sysselsatte_botid_land,personer
2012,030102,1,5_9,622,sysselsatte_botid_land,personer
2012,030102,1,alle,3455,sysselsatte_botid_land,personer
2012,030102,2,0_4,770,sysselsatte_botid_land,personer
2012,030102,2,10+,1914,sysselsatte_botid_land,personer
2012,030102,2,5_9,503,sysselsatte_botid_land,personer
2012,030102,2,alle,3187,sysselsatte_botid_land,personer
2012,030102,alle,0_4,2656,sysselsatte_botid_land,personer
2012,030102,alle,10+,2861,sysselsatte_botid_land,personer
2012,030102,alle,5_9,1125,sysselsatte_botid_land,personer
2012,030102,alle,alle,6642,sysselsatte_botid_land,personer
2012,030103,1,0_4,2032,sysselsatte_botid_land,personer
2012,030103,1,10+,1179,sysselsatte_botid_land,personer
2012,030103,1,5_9,730,sysselsatte_botid_land,personer
2012,030103,1,alle,3941,sysselsatte_botid_land,personer
2012,030103,2,0_4,811,sysselsatte_botid_land,personer
2012,030103,2,10+,2390,sysselsatte_botid_land,personer
2012,030103,2,5_9,653,sysselsatte_botid_land,personer
2012,030103,2,alle,3854,sysselsatte_botid_land,personer
2012,030103,alle,0_4,2843,sysselsatte_botid_land,personer
2012,030103,alle,10+,3569,sysselsatte_botid_land,personer
2012,030103,alle,5_9,1383,sysselsatte_botid_land,personer
2012,030103,alle,alle,7795,sysselsatte_botid_land,personer
2012,030104,1,0_4,2009,sysselsatte_botid_land,personer
2012,030104,1,10+,979,sysselsatte_botid_land,personer
2012,030104,1,5_9,688,sysselsatte_botid_land,personer
2012,030104,1,alle,3676,sysselsatte_botid_land,personer
2012,030104,2,0_4,802,sysselsatte_botid_land,personer
2012,030104,2,10+,2255,sysselsatte_botid_land,personer
2012,030104,2,5_9,606,sysselsatte_botid_land,personer
2012,030104,2,alle,3663,sysselsatte_botid_land,personer
2012,030104,alle,0_4,2811,sysselsatte_botid_land,personer
2012,030104,alle,10+,3234,sysselsatte_botid_land,personer
2012,030104,alle,5_9,1294,sysselsatte_botid_land,personer
2012,030104,alle,alle,7339,sysselsatte_botid_land,personer
2012,030105,1,0_4,1873,sysselsatte_botid_land,personer
2012,030105,1,10+,899,sysselsatte_botid_land,personer
2012,030105,1,5_9,647,sysselsatte_botid_land,personer
2012,030105,1,alle,3419,sysselsatte_botid_land,personer
2012,030105,2,0_4,647,sysselsatte_botid_land,personer
2012,030105,2,10+,1895,sysselsatte_botid_land,personer
2012,030105,2,5_9,524,sysselsatte_botid_land,personer
2012,030105,2,alle,3066,sysselsatte_botid_land,personer
2012,030105,alle,0_4,2520,sysselsatte_botid_land,personer
2012,030105,alle,10+,2794,sysselsatte_botid_land,personer
2012,030105,alle,5_9,1171,sysselsatte_botid_land,personer
2012,030105,alle,alle,6485,sysselsatte_botid_land,personer
2012,030106,1,0_4,1570,sysselsatte_botid_land,personer
2012,030106,1,10+,840,sysselsatte_botid_land,personer
2012,030106,1,5_9,538,sysselsatte_botid_land,personer
2012,030106,1,alle,2948,sysselsatte_botid_land,personer
2012,030106,2,0_4,673,sysselsatte_botid_land,personer
2012,030106,2,10+,1933,sysselsatte_botid_land,personer
2012,030106,2,5_9,504,sysselsatte_botid_land,personer
2012,030106,2,alle,3110,sysselsatte_botid_land,personer
2012,030106,alle,0_4,2243,sysselsatte_botid_land,personer
2012,030106,alle,10+,2773,sysselsatte_botid_land,personer
2012,030106,alle,5_9,1042,sysselsatte_botid_land,personer
2012,030106,alle,alle,6058,sysselsatte_botid_land,personer
2012,030107,1,0_4,1254,sysselsatte_botid_land,personer
2012,030107,1,10+,613,sysselsatte_botid_land,personer
2012,030107,1,5_9,474,sysselsatte_botid_land,personer
2012,030107,1,alle,2341,sysselsatte_botid_land,personer
2012,030107,2,0_4,442,sysselsatte_botid_land,personer
2012,030107,2,10+,1862,sysselsatte_botid_land,personer
2012,030107,2,5_9,388,sysselsatte_botid_land,personer
2012,030107,2,alle,2692,sysselsatte_botid_land,personer
2012,030107,alle,0_4,1696,sysselsatte_botid_land,personer
2012,030107,alle,10+,2475,sysselsatte_botid_land,personer
2012,030107,alle,5_9,862,sysselsatte_botid_land,personer
2012,030107,alle,alle,5033,sysselsatte_botid_land,personer
2012,030108,1,0_4,1373,sysselsatte_botid_land,personer
2012,030108,1,10+,659,sysselsatte_botid_land,personer
2012,030108,1,5_9,475,sysselsatte_botid_land,personer
2012,030108,1,alle,2507,sysselsatte_botid_land,personer
2012,030108,2,0_4,869,sysselsatte_botid_land,personer
2012,030108,2,10+,1666,sysselsatte_botid_land,personer
2012,030108,2,5_9,515,sysselsatte_botid_land,personer
2012,030108,2,alle,3050,sysselsatte_botid_land,personer
2012,030108,alle,0_4,2242,sysselsatte_botid_land,personer
2012,030108,alle,10+,2325,sysselsatte_botid_land,personer
2012,030108,alle,5_9,990,sysselsatte_botid_land,personer
2012,030108,alle,alle,5557,sysselsatte_botid_land,personer
2012,030109,1,0_4,894,sysselsatte_botid_land,personer
2012,030109,1,10+,512,sysselsatte_botid_land,personer
2012,030109,1,5_9,304,sysselsatte_botid_land,personer
2012,030109,1,alle,1710,sysselsatte_botid_land,personer
2012,030109,2,0_4,393,sysselsatte_botid_land,personer
2012,030109,2,10+,1606,sysselsatte_botid_land,personer
2012,030109,2,5_9,388,sysselsatte_botid_land,personer
2012,030109,2,alle,2387,sysselsatte_botid_land,personer
2012,030109,alle,0_4,1287,sysselsatte_botid_land,personer
2012,030109,alle,10+,2118,sysselsatte_botid_land,personer
2012,030109,alle,5_9,692,sysselsatte_botid_land,personer
2012,030109,alle,alle,4097,sysselsatte_botid_land,personer
2012,030110,1,0_4,743,sysselsatte_botid_land,personer
2012,030110,1,10+,458,sysselsatte_botid_land,personer
2012,030110,1,5_9,287,sysselsatte_botid_land,personer
2012,030110,1,alle,1488,sysselsatte_botid_land,personer
2012,030110,2,0_4,406,sysselsatte_botid_land,personer
2012,030110,2,10+,1849,sysselsatte_botid_land,personer
2012,030110,2,5_9,436,sysselsatte_botid_land,personer
2012,030110,2,alle,2691,sysselsatte_botid_land,personer
2012,030110,alle,0_4,1149,sysselsatte_botid_land,personer
2012,030110,alle,10+,2307,sysselsatte_botid_land,personer
2012,030110,alle,5_9,723,sysselsatte_botid_land,personer
2012,030110,alle,alle,4179,sysselsatte_botid_land,personer
2012,030111,1,0_4,434,sysselsatte_botid_land,personer
2012,030111,1,10+,259,sysselsatte_botid_land,personer
2012,030111,1,5_9,169,sysselsatte_botid_land,personer
2012,030111,1,alle,862,sysselsatte_botid_land,personer
2012,030111,2,0_4,295,sysselsatte_botid_land,personer
2012,030111,2,10+,1027,sysselsatte_botid_land,personer
2012,030111,2,5_9,242,sysselsatte_botid_land,personer
2012,030111,2,alle,1564,sysselsatte_botid_land,personer
2012,030111,alle,0_4,729,sysselsatte_botid_land,personer
2012,030111,alle,10+,1286,sysselsatte_botid_land,personer
2012,030111,alle,5_9,411,sysselsatte_botid_land,personer
2012,030111,alle,alle,2426,sysselsatte_botid_land,personer
2012,030112,1,0_4,398,sysselsatte_botid_land,personer
2012,030112,1,10+,239,sysselsatte_botid_land,personer
2012,030112,1,5_9,148,sysselsatte_botid_land,personer
2012,030112,1,alle,785,sysselsatte_botid_land,personer
2012,030112,2,0_4,175,sysselsatte_botid_land,personer
2012,030112,2,10+,859,sysselsatte_botid_land,personer
2012,030112,2,5_9,238,sysselsatte_botid_land,personer
2012,030112,2,alle,1272,sysselsatte_botid_land,personer
2012,030112,alle,0_4,573,sysselsatte_botid_land,personer
2012,030112,alle,10+,1098,sysselsatte_botid_land,personer
2012,030112,alle,5_9,386,sysselsatte_botid_land,personer
2012,030112,alle,alle,2057,sysselsatte_botid_land,personer
2012,030113,1,0_4,436,sysselsatte_botid_land,personer
2012,030113,1,10+,251,sysselsatte_botid_land,personer
2012,030113,1,5_9,154,sysselsatte_botid_land,personer
2012,030113,1,alle,841,sysselsatte_botid_land,personer
2012,030113,2,0_4,283,sysselsatte_botid_land,personer
2012,030113,2,10+,1288,sysselsatte_botid_land,personer
2012,030113,2,5_9,389,sysselsatte_botid_land,personer
2012,030113,2,alle,1960,sysselsatte_botid_land,personer
2012,030113,alle,0_4,719,sysselsatte_botid_land,personer
2012,030113,alle,10+,1539,sysselsatte_botid_land,personer
2012,030113,alle,5_9,543,sysselsatte_botid_land,personer
2012,030113,alle,alle,2801,sysselsatte_botid_land,personer
2012,030114,1,0_4,183,sysselsatte_botid_land,personer
2012,030114,1,10+,156,sysselsatte_botid_land,personer
2012,030114,1,5_9,140,sysselsatte_botid_land,personer
2012,030114,1,alle,479,sysselsatte_botid_land,personer
2012,030114,2,0_4,186,sysselsatte_botid_land,personer
2012,030114,2,10+,1078,sysselsatte_botid_land,personer
2012,030114,2,5_9,257,sysselsatte_botid_land,personer
2012,030114,2,alle,1521,sysselsatte_botid_land,personer
2012,030114,alle,0_4,369,sysselsatte_botid_land,personer
2012,030114,alle,10+,1234,sysselsatte_botid_land,personer
2012,030114,alle,5_9,397,sysselsatte_botid_land,personer
2012,030114,alle,alle,2000,sysselsatte_botid_land,personer
2012,030115,1,0_4,193,sysselsatte_botid_land,personer
2012,030115,1,10+,228,sysselsatte_botid_land,personer
2012,030115,1,5_9,111,sysselsatte_botid_land,personer
2012,030115,1,alle,532,sysselsatte_botid_land,personer
2012,030115,2,0_4,145,sysselsatte_botid_land,personer
2012,030115,2,10+,983,sysselsatte_botid_land,personer
2012,030115,2,5_9,241,sysselsatte_botid_land,personer
2012,030115,2,alle,1369,sysselsatte_botid_land,personer
2012,030115,alle,0_4,338,sysselsatte_botid_land,personer
2012,030115,alle,10+,1211,sysselsatte_botid_land,personer
2012,030115,alle,5_9,352,sysselsatte_botid_land,personer
