naringsregion_nr,vreg_3,botid_5,aar,tabellvariabel,tabellnavn,enhet
31,2,alle,2007,134,sysselsatte_botid_land,personer
31,alle,0_4,2007,87,sysselsatte_botid_land,personer
31,alle,10+,2007,260,sysselsatte_botid_land,personer
31,alle,5_9,2007,53,sysselsatte_botid_land,personer
31,alle,alle,2007,400,sysselsatte_botid_land,personer
32,1,0_4,2007,515,sysselsatte_botid_land,personer
32,1,10+,2007,2775,sysselsatte_botid_land,personer
32,1,5_9,2007,179,sysselsatte_botid_land,personer
32,1,alle,2007,3469,sysselsatte_botid_land,personer
32,2,0_4,2007,350,sysselsatte_botid_land,personer
32,2,10+,2007,916,sysselsatte_botid_land,personer
32,2,5_9,2007,309,sysselsatte_botid_land,personer
32,2,alle,2007,1575,sysselsatte_botid_land,personer
32,alle,0_4,2007,865,sysselsatte_botid_land,personer
32,alle,10+,2007,3691,sysselsatte_botid_land,personer
32,alle,5_9,2007,488,sysselsatte_botid_land,personer
32,alle,alle,2007,5044,sysselsatte_botid_land,personer
33,1,0_4,2007,231,sysselsatte_botid_land,personer
33,1,10+,2007,1495,sysselsatte_botid_land,personer
33,1,5_9,2007,102,sysselsatte_botid_land,personer
33,1,alle,2007,1828,sysselsatte_botid_land,personer
33,2,0_4,2007,134,sysselsatte_botid_land,personer
33,2,10+,2007,289,sysselsatte_botid_land,personer
33,2,5_9,2007,175,sysselsatte_botid_land,personer
33,2,alle,2007,598,sysselsatte_botid_land,personer
33,alle,0_4,2007,365,sysselsatte_botid_land,personer
33,alle,10+,2007,1784,sysselsatte_botid_land,personer
33,alle,5_9,2007,277,sysselsatte_botid_land,personer
33,alle,alle,2007,2426,sysselsatte_botid_land,personer
34,1,0_4,2007,165,sysselsatte_botid_land,personer
34,1,10+,2007,841,sysselsatte_botid_land,personer
34,1,5_9,2007,38,sysselsatte_botid_land,personer
34,1,alle,2007,1044,sysselsatte_botid_land,personer
34,2,0_4,2007,72,sysselsatte_botid_land,personer
34,2,10+,2007,226,sysselsatte_botid_land,personer
34,2,5_9,2007,100,sysselsatte_botid_land,personer
34,2,alle,2007,398,sysselsatte_botid_land,personer
34,alle,0_4,2007,237,sysselsatte_botid_land,personer
34,alle,10+,2007,1067,sysselsatte_botid_land,personer
34,alle,5_9,2007,138,sysselsatte_botid_land,personer
34,alle,alle,2007,1442,sysselsatte_botid_land,personer
35,1,0_4,2007,772,sysselsatte_botid_land,personer
35,1,10+,2007,4420,sysselsatte_botid_land,personer
35,1,5_9,2007,273,sysselsatte_botid_land,personer
35,1,alle,2007,5465,sysselsatte_botid_land,personer
35,2,0_4,2007,605,sysselsatte_botid_land,personer
35,2,10+,2007,2693,sysselsatte_botid_land,personer
35,2,5_9,2007,819,sysselsatte_botid_land,personer
35,2,alle,2007,4117,sysselsatte_botid_land,personer
35,alle,0_4,2007,1377,sysselsatte_botid_land,personer
35,alle,10+,2007,7113,sysselsatte_botid_land,personer
35,alle,5_9,2007,1092,sysselsatte_botid_land,personer
35,alle,alle,2007,9582,sysselsatte_botid_land,personer
36,1,0_4,2007,187,sysselsatte_botid_land,personer
36,1,10+,2007,447,sysselsatte_botid_land,personer
36,1,5_9,2007,56,sysselsatte_botid_land,personer
36,1,alle,2007,690,sysselsatte_botid_land,personer
36,2,0_4,2007,128,sysselsatte_botid_land,personer
36,2,10+,2007,201,sysselsatte_botid_land,personer
36,2,5_9,2007,85,sysselsatte_botid_land,personer
36,2,alle,2007,414,sysselsatte_botid_land,personer
36,alle,0_4,2007,315,sysselsatte_botid_land,personer
36,alle,10+,2007,648,sysselsatte_botid_land,personer
36,alle,5_9,2007,141,sysselsatte_botid_land,personer
36,alle,alle,2007,1104,sysselsatte_botid_land,personer
37,1,0_4,2007,1239,sysselsatte_botid_land,personer
37,1,10+,2007,2012,sysselsatte_botid_land,personer
37,1,5_9,2007,227,sysselsatte_botid_land,personer
37,1,alle,2007,3478,sysselsatte_botid_land,personer
37,2,0_4,2007,388,sysselsatte_botid_land,personer
37,2,10+,2007,1052,sysselsatte_botid_land,personer
37,2,5_9,2007,341,sysselsatte_botid_land,personer
37,2,alle,2007,1781,sysselsatte_botid_land,personer
37,alle,0_4,2007,1627,sysselsatte_botid_land,personer
37,alle,10+,2007,3064,sysselsatte_botid_land,personer
37,alle,5_9,2007,568,sysselsatte_botid_land,personer
37,alle,alle,2007,5259,sysselsatte_botid_land,personer
38,1,0_4,2007,176,sysselsatte_botid_land,personer
38,1,10+,2007,417,sysselsatte_botid_land,personer
38,1,5_9,2007,55,sysselsatte_botid_land,personer
38,1,alle,2007,648,sysselsatte_botid_land,personer
38,2,0_4,2007,76,sysselsatte_botid_land,personer
38,2,10+,2007,204,sysselsatte_botid_land,personer
38,2,5_9,2007,84,sysselsatte_botid_land,personer
38,2,alle,2007,364,sysselsatte_botid_land,personer
38,alle,0_4,2007,252,sysselsatte_botid_land,personer
38,alle,10+,2007,621,sysselsatte_botid_land,personer
38,alle,5_9,2007,139,sysselsatte_botid_land,personer
38,alle,alle,2007,1012,sysselsatte_botid_land,personer
39,1,0_4,2007,3950,sysselsatte_botid_land,personer
39,1,10+,2007,8526,sysselsatte_botid_land,personer
39,1,5_9,2007,1020,sysselsatte_botid_land,personer
39,1,alle,2007,13496,sysselsatte_botid_land,personer
39,2,0_4,2007,2045,sysselsatte_botid_land,personer
39,2,10+,2007,5779,sysselsatte_botid_land,personer
39,2,5_9,2007,1726,sysselsatte_botid_land,personer
39,2,alle,2007,9550,sysselsatte_botid_land,personer
39,alle,0_4,2007,5995,sysselsatte_botid_land,personer
39,alle,10+,2007,14305,sysselsatte_botid_land,personer
39,alle,5_9,2007,2746,sysselsatte_botid_land,personer
39,alle,alle,2007,23046,sysselsatte_botid_land,personer
40,1,0_4,2007,2918,sysselsatte_botid_land,personer
40,1,10+,2007,6673,sysselsatte_botid_land,personer
40,1,5_9,2007,720,sysselsatte_botid_land,personer
40,1,alle,2007,10311,sysselsatte_botid_land,personer
40,2,0_4,2007,1556,sysselsatte_botid_land,personer
40,2,10+,2007,5102,sysselsatte_botid_land,personer
40,2,5_9,2007,1414,sysselsatte_botid_land,personer
40,2,alle,2007,8072,sysselsatte_botid_land,personer
40,alle,0_4,2007,4474,sysselsatte_botid_land,personer
40,alle,10+,2007,11775,sysselsatte_botid_land,personer
40,alle,5_9,2007,2134,sysselsatte_botid_land,personer
40,alle,alle,2007,18383,sysselsatte_botid_land,personer
41,1,0_4,2007,207,sysselsatte_botid_land,personer
41,1,10+,2007,349,sysselsatte_botid_land,personer
41,1,5_9,2007,41,sysselsatte_botid_land,personer
41,1,alle,2007,597,sysselsatte_botid_land,personer
41,2,0_4,2007,67,sysselsatte_botid_land,personer
41,2,10+,2007,211,sysselsatte_botid_land,personer
41,2,5_9,2007,68,sysselsatte_botid_land,personer
41,2,alle,2007,346,sysselsatte_botid_land,personer
41,alle,0_4,2007,274,sysselsatte_botid_land,personer
41,alle,10+,2007,560,sysselsatte_botid_land,personer
41,alle,5_9,2007,109,sysselsatte_botid_land,personer
41,alle,alle,2007,943,sysselsatte_botid_land,personer
42,1,0_4,2007,123,sysselsatte_botid_land,personer
42,1,10+,2007,357,sysselsatte_botid_land,personer
42,1,5_9,2007,47,sysselsatte_botid_land,personer
42,1,alle,2007,527,sysselsatte_botid_land,personer
42,2,0_4,2007,100,sysselsatte_botid_land,personer
42,2,10+,2007,137,sysselsatte_botid_land,personer
42,2,5_9,2007,81,sysselsatte_botid_land,personer
42,2,alle,2007,318,sysselsatte_botid_land,personer
42,alle,0_4,2007,223,sysselsatte_botid_land,personer
42,alle,10+,2007,494,sysselsatte_botid_land,personer
42,alle,5_9,2007,128,sysselsatte_botid_land,personer
42,alle,alle,2007,845,sysselsatte_botid_land,personer
43,1,0_4,2007,51,sysselsatte_botid_land,personer
43,1,10+,2007,195,sysselsatte_botid_land,personer
43,1,5_9,2007,19,sysselsatte_botid_land,personer
43,1,alle,2007,265,sysselsatte_botid_land,personer
43,2,0_4,2007,46,sysselsatte_botid_land,personer
43,2,10+,2007,75,sysselsatte_botid_land,personer
43,2,5_9,2007,32,sysselsatte_botid_land,personer
43,2,alle,2007,153,sysselsatte_botid_land,personer
43,alle,0_4,2007,97,sysselsatte_botid_land,personer
43,alle,10+,2007,270,sysselsatte_botid_land,personer
43,alle,5_9,2007,51,sysselsatte_botid_land,personer
43,alle,alle,2007,418,sysselsatte_botid_land,personer
44,1,0_4,2007,292,sysselsatte_botid_land,personer
44,1,10+,2007,381,sysselsatte_botid_land,personer
44,1,5_9,2007,43,sysselsatte_botid_land,personer
44,1,alle,2007,716,sysselsatte_botid_land,personer
44,2,0_4,2007,101,sysselsatte_botid_land,personer
44,2,10+,2007,171,sysselsatte_botid_land,personer
44,2,5_9,2007,51,sysselsatte_botid_land,personer
44,2,alle,2007,323,sysselsatte_botid_land,personer
44,alle,0_4,2007,393,sysselsatte_botid_land,personer
44,alle,10+,2007,552,sysselsatte_botid_land,personer
44,alle,5_9,2007,94,sysselsatte_botid_land,personer
44,alle,alle,2007,1039,sysselsatte_botid_land,personer
45,1,0_4,2007,112,sysselsatte_botid_land,personer
45,1,10+,2007,154,sysselsatte_botid_land,personer
45,1,5_9,2007,14,sysselsatte_botid_land,personer
45,1,alle,2007,280,sysselsatte_botid_land,personer
45,2,0_4,2007,22,sysselsatte_botid_land,personer
45,2,10+,2007,55,sysselsatte_botid_land,personer
45,2,5_9,2007,11,sysselsatte_botid_land,personer
45,2,alle,2007,88,sysselsatte_botid_land,personer
45,alle,0_4,2007,134,sysselsatte_botid_land,personer
45,alle,10+,2007,209,sysselsatte_botid_land,personer
45,alle,5_9,2007,25,sysselsatte_botid_land,personer
45,alle,alle,2007,368,sysselsatte_botid_land,personer
46,1,0_4,2007,348,sysselsatte_botid_land,personer
46,1,10+,2007,1016,sysselsatte_botid_land,personer
46,1,5_9,2007,117,sysselsatte_botid_land,personer
46,1,alle,2007,1481,sysselsatte_botid_land,personer
46,2,0_4,2007,227,sysselsatte_botid_land,personer
46,2,10+,2007,424,sysselsatte_botid_land,personer
46,2,5_9,2007,166,sysselsatte_botid_land,personer
46,2,alle,2007,817,sysselsatte_botid_land,personer
46,alle,0_4,2007,575,sysselsatte_botid_land,personer
46,alle,10+,2007,1440,sysselsatte_botid_land,personer
46,alle,5_9,2007,283,sysselsatte_botid_land,personer
46,alle,alle,2007,2298,sysselsatte_botid_land,personer
47,1,0_4,2007,406,sysselsatte_botid_land,personer
47,1,10+,2007,975,sysselsatte_botid_land,personer
47,1,5_9,2007,113,sysselsatte_botid_land,personer
47,1,alle,2007,1494,sysselsatte_botid_land,personer
47,2,0_4,2007,160,sysselsatte_botid_land,personer
47,2,10+,2007,483,sysselsatte_botid_land,personer
47,2,5_9,2007,160,sysselsatte_botid_land,personer
47,2,alle,2007,803,sysselsatte_botid_land,personer
47,alle,0_4,2007,566,sysselsatte_botid_land,personer
47,alle,10+,2007,1458,sysselsatte_botid_land,personer
47,alle,5_9,2007,273,sysselsatte_botid_land,personer
47,alle,alle,2007,2297,sysselsatte_botid_land,personer
48,1,0_4,2007,82,sysselsatte_botid_land,personer
48,1,10+,2007,58,sysselsatte_botid_land,personer
48,1,5_9,2007,17,sysselsatte_botid_land,personer
48,1,alle,2007,157,sysselsatte_botid_land,personer
48,2,0_4,2007,15,sysselsatte_botid_land,personer
48,2,10+,2007,44,sysselsatte_botid_land,personer
48,2,5_9,2007,11,sysselsatte_botid_land,personer
48,2,alle,2007,70,sysselsatte_botid_land,personer
48,alle,0_4,2007,97,sysselsatte_botid_land,personer
48,alle,10+,2007,102,sysselsatte_botid_land,personer
48,alle,5_9,2007,28,sysselsatte_botid_land,personer
48,alle,alle,2007,227,sysselsatte_botid_land,personer
49,1,0_4,2007,297,sysselsatte_botid_land,personer
49,1,10+,2007,427,sysselsatte_botid_land,personer
49,1,5_9,2007,128,sysselsatte_botid_land,personer
49,1,alle,2007,852,sysselsatte_botid_land,personer
49,2,0_4,2007,89,sysselsatte_botid_land,personer
49,2,10+,2007,233,sysselsatte_botid_land,personer
49,2,5_9,2007,92,sysselsatte_botid_land,personer
49,2,alle,2007,414,sysselsatte_botid_land,personer
49,alle,0_4,2007,386,sysselsatte_botid_land,personer
49,alle,10+,2007,660,sysselsatte_botid_land,personer
49,alle,5_9,2007,220,sysselsatte_botid_land,personer
49,alle,alle,2007,1266,sysselsatte_botid_land,personer
50,1,0_4,2007,244,sysselsatte_botid_land,personer
50,1,10+,2007,447,sysselsatte_botid_land,personer
50,1,5_9,2007,91,sysselsatte_botid_land,personer
50,1,alle,2007,782,sysselsatte_botid_land,personer
50,2,0_4,2007,115,sysselsatte_botid_land,personer
50,2,10+,2007,230,sysselsatte_botid_land,personer
50,2,5_9,2007,85,sysselsatte_botid_land,personer
50,2,alle,2007,430,sysselsatte_botid_land,personer
50,alle,0_4,2007,359,sysselsatte_botid_land,personer
50,alle,10+,2007,677,sysselsatte_botid_land,personer
50,alle,5_9,2007,176,sysselsatte_botid_land,personer
50,alle,alle,2007,1212,sysselsatte_botid_land,personer
51,1,0_4,2007,145,sysselsatte_botid_land,personer
51,1,10+,2007,428,sysselsatte_botid_land,personer
51,1,5_9,2007,91,sysselsatte_botid_land,personer
51,1,alle,2007,664,sysselsatte_botid_land,personer
51,2,0_4,2007,131,sysselsatte_botid_land,personer
51,2,10+,2007,312,sysselsatte_botid_land,personer
51,2,5_9,2007,108,sysselsatte_botid_land,personer
51,2,alle,2007,551,sysselsatte_botid_land,personer
51,alle,0_4,2007,276,sysselsatte_botid_land,personer
51,alle,10+,2007,740,sysselsatte_botid_land,personer
51,alle,5_9,2007,199,sysselsatte_botid_land,personer
51,alle,alle,2007,1215,sysselsatte_botid_land,personer
52,1,0_4,2007,365,sysselsatte_botid_land,personer
52,1,10+,2007,708,sysselsatte_botid_land,personer
52,1,5_9,2007,108,sysselsatte_botid_land,personer
52,1,alle,2007,1181,sysselsatte_botid_land,personer
52,2,0_4,2007,229,sysselsatte_botid_land,personer
52,2,10+,2007,312,sysselsatte_botid_land,personer
52,2,5_9,2007,269,sysselsatte_botid_land,personer
52,2,alle,2007,810,sysselsatte_botid_land,personer
52,alle,0_4,2007,594,sysselsatte_botid_land,personer
52,alle,10+,2007,1020,sysselsatte_botid_land,personer
52,alle,5_9,2007,377,sysselsatte_botid_land,personer
52,alle,alle,2007,1991,sysselsatte_botid_land,personer
53,1,0_4,2007,429,sysselsatte_botid_land,personer
53,1,10+,2007,820,sysselsatte_botid_land,personer
53,1,5_9,2007,114,sysselsatte_botid_land,personer
53,1,alle,2007,1363,sysselsatte_botid_land,personer
53,2,0_4,2007,199,sysselsatte_botid_land,personer
53,2,10+,2007,397,sysselsatte_botid_land,personer
53,2,5_9,2007,172,sysselsatte_botid_land,personer
53,2,alle,2007,768,sysselsatte_botid_land,personer
53,alle,0_4,2007,628,sysselsatte_botid_land,personer
53,alle,10+,2007,1217,sysselsatte_botid_land,personer
53,alle,5_9,2007,286,sysselsatte_botid_land,personer
53,alle,alle,2007,2131,sysselsatte_botid_land,personer
54,1,0_4,2007,259,sysselsatte_botid_land,personer
54,1,10+,2007,245,sysselsatte_botid_land,personer
54,1,5_9,2007,66,sysselsatte_botid_land,personer
54,1,alle,2007,570,sysselsatte_botid_land,personer
54,2,0_4,2007,70,sysselsatte_botid_land,personer
54,2,10+,2007,187,sysselsatte_botid_land,personer
54,2,5_9,2007,76,sysselsatte_botid_land,personer
54,2,alle,2007,333,sysselsatte_botid_land,personer
54,alle,0_4,2007,329,sysselsatte_botid_land,personer
54,alle,10+,2007,432,sysselsatte_botid_land,personer
54,alle,5_9,2007,142,sysselsatte_botid_land,personer
54,alle,alle,2007,903,sysselsatte_botid_land,personer
55,1,0_4,2007,210,sysselsatte_botid_land,personer
55,1,10+,2007,544,sysselsatte_botid_land,personer
55,1,5_9,2007,86,sysselsatte_botid_land,personer
55,1,alle,2007,840,sysselsatte_botid_land,personer
55,2,0_4,2007,159,sysselsatte_botid_land,personer
55,2,10+,2007,487,sysselsatte_botid_land,personer
55,2,5_9,2007,128,sysselsatte_botid_land,personer
55,2,alle,2007,774,sysselsatte_botid_land,personer
55,alle,0_4,2007,369,sysselsatte_botid_land,personer
55,alle,10+,2007,1031,sysselsatte_botid_land,personer
55,alle,5_9,2007,214,sysselsatte_botid_land,personer
55,alle,alle,2007,1614,sysselsatte_botid_land,personer
56,1,0_4,2007,639,sysselsatte_botid_land,personer
56,1,10+,2007,1220,sysselsatte_botid_land,personer
56,1,5_9,2007,235,sysselsatte_botid_land,personer
56,1,alle,2007,2094,sysselsatte_botid_land,personer
56,2,0_4,2007,295,sysselsatte_botid_land,personer
56,2,10+,2007,775,sysselsatte_botid_land,personer
56,2,5_9,2007,287,sysselsatte_botid_land,personer
56,2,alle,2007,1357,sysselsatte_botid_land,personer
56,alle,0_4,2007,934,sysselsatte_botid_land,personer
56,alle,10+,2007,1995,sysselsatte_botid_land,personer
56,alle,5_9,2007,522,sysselsatte_botid_land,personer
56,alle,alle,2007,3451,sysselsatte_botid_land,personer
57,1,0_4,2007,110,sysselsatte_botid_land,personer
57,1,10+,2007,230,sysselsatte_botid_land,personer
57,1,5_9,2007,44,sysselsatte_botid_land,personer
57,1,alle,2007,384,sysselsatte_botid_land,personer
57,2,0_4,2007,48,sysselsatte_botid_land,personer
57,2,10+,2007,85,sysselsatte_botid_land,personer
57,2,5_9,2007,31,sysselsatte_botid_land,personer
57,2,alle,2007,164,sysselsatte_botid_land,personer
57,alle,0_4,2007,158,sysselsatte_botid_land,personer
57,alle,10+,2007,315,sysselsatte_botid_land,personer
57,alle,5_9,2007,75,sysselsatte_botid_land,personer
57,alle,alle,2007,548,sysselsatte_botid_land,personer
58,1,0_4,2007,237,sysselsatte_botid_land,personer
58,1,10+,2007,79,sysselsatte_botid_land,personer
58,1,5_9,2007,31,sysselsatte_botid_land,personer
58,1,alle,2007,347,sysselsatte_botid_land,personer
58,2,0_4,2007,44,sysselsatte_botid_land,personer
58,2,10+,2007,43,sysselsatte_botid_land,personer
58,2,5_9,2007,23,sysselsatte_botid_land,personer
58,2,alle,2007,110,sysselsatte_botid_land,personer
58,alle,0_4,2007,281,sysselsatte_botid_land,personer
58,alle,10+,2007,122,sysselsatte_botid_land,personer
58,alle,5_9,2007,54,sysselsatte_botid_land,personer
58,alle,alle,2007,457,sysselsatte_botid_land,personer
59,1,0_4,2007,48,sysselsatte_botid_land,personer
59,1,10+,2007,109,sysselsatte_botid_land,personer
59,1,5_9,2007,9,sysselsatte_botid_land,personer
59,1,alle,2007,166,sysselsatte_botid_land,personer
59,2,0_4,2007,22,sysselsatte_botid_land,personer
59,2,10+,2007,42,sysselsatte_botid_land,personer
59,2,5_9,2007,25,sysselsatte_botid_land,personer
59,2,alle,2007,89,sysselsatte_botid_land,personer
59,alle,0_4,2007,70,sysselsatte_botid_land,personer
59,alle,10+,2007,151,sysselsatte_botid_land,personer
59,alle,5_9,2007,34,sysselsatte_botid_land,personer
59,alle,alle,2007,255,sysselsatte_botid_land,personer
60,1,0_4,2007,85,sysselsatte_botid_land,personer
60,1,10+,2007,214,sysselsatte_botid_land,personer
60,1,5_9,2007,48,sysselsatte_botid_land,personer
60,1,alle,2007,347,sysselsatte_botid_land,personer
60,2,0_4,2007,67,sysselsatte_botid_land,personer
60,2,10+,2007,98,sysselsatte_botid_land,personer
60,2,5_9,2007,57,sysselsatte_botid_land,personer
60,2,alle,2007,222,sysselsatte_botid_land,personer
60,alle,0_4,2007,152,sysselsatte_botid_land,personer
60,alle,10+,2007,312,sysselsatte_botid_land,personer
60,alle,5_9,2007,105,sysselsatte_botid_land,personer
60,alle,alle,2007,569,sysselsatte_botid_land,personer
61,1,0_4,2007,1801,sysselsatte_botid_land,personer
61,1,10+,2007,4279,sysselsatte_botid_land,personer
61,1,5_9,2007,556,sysselsatte_botid_land,personer
61,1,alle,2007,6636,sysselsatte_botid_land,personer
61,2,0_4,2007,1187,sysselsatte_botid_land,personer
61,2,10+,2007,2749,sysselsatte_botid_land,personer
61,2,5_9,2007,1091,sysselsatte_botid_land,personer
61,2,alle,2007,5027,sysselsatte_botid_land,personer
61,alle,0_4,2007,2988,sysselsatte_botid_land,personer
61,alle,10+,2007,7028,sysselsatte_botid_land,personer
61,alle,5_9,2007,1647,sysselsatte_botid_land,personer
61,alle,alle,2007,11663,sysselsatte_botid_land,personer
62,1,0_4,2007,52,sysselsatte_botid_land,personer
62,1,10+,2007,159,sysselsatte_botid_land,personer
62,1,5_9,2007,24,sysselsatte_botid_land,personer
62,1,alle,2007,235,sysselsatte_botid_land,personer
62,2,0_4,2007,20,sysselsatte_botid_land,personer
62,2,10+,2007,55,sysselsatte_botid_land,personer
62,2,5_9,2007,23,sysselsatte_botid_land,personer
62,2,alle,2007,98,sysselsatte_botid_land,personer
62,alle,0_4,2007,72,sysselsatte_botid_land,personer
62,alle,10+,2007,214,sysselsatte_botid_land,personer
62,alle,5_9,2007,47,sysselsatte_botid_land,personer
62,alle,alle,2007,333,sysselsatte_botid_land,personer
63,1,0_4,2007,66,sysselsatte_botid_land,personer
63,1,10+,2007,325,sysselsatte_botid_land,personer
63,1,5_9,2007,38,sysselsatte_botid_land,personer
63,1,alle,2007,429,sysselsatte_botid_land,personer
63,2,0_4,2007,79,sysselsatte_botid_land,personer
63,2,10+,2007,170,sysselsatte_botid_land,personer
63,2,5_9,2007,73,sysselsatte_botid_land,personer
63,2,alle,2007,322,sysselsatte_botid_land,personer
63,alle,0_4,2007,145,sysselsatte_botid_land,personer
63,alle,10+,2007,495,sysselsatte_botid_land,personer
63,alle,5_9,2007,111,sysselsatte_botid_land,personer
63,alle,alle,2007,751,sysselsatte_botid_land,personer
64,1,0_4,2007,522,sysselsatte_botid_land,personer
64,1,10+,2007,809,sysselsatte_botid_land,personer
64,1,5_9,2007,73,sysselsatte_botid_land,personer
64,1,alle,2007,1404,sysselsatte_botid_land,personer
64,2,0_4,2007,148,sysselsatte_botid_land,personer
64,2,10+,2007,271,sysselsatte_botid_land,personer
64,2,5_9,2007,143,sysselsatte_botid_land,personer
64,2,alle,2007,562,sysselsatte_botid_land,personer
64,alle,0_4,2007,670,sysselsatte_botid_land,personer
64,alle,10+,2007,1080,sysselsatte_botid_land,personer
64,alle,5_9,2007,216,sysselsatte_botid_land,personer
64,alle,alle,2007,1966,sysselsatte_botid_land,personer
65,1,0_4,2007,35,sysselsatte_botid_land,personer
65,1,10+,2007,183,sysselsatte_botid_land,personer
65,1,5_9,2007,18,sysselsatte_botid_land,personer
65,1,alle,2007,236,sysselsatte_botid_land,personer
65,2,0_4,2007,12,sysselsatte_botid_land,personer
65,2,10+,2007,25,sysselsatte_botid_land,personer
65,2,5_9,2007,10,sysselsatte_botid_land,personer
65,2,alle,2007,47,sysselsatte_botid_land,personer
65,alle,0_4,2007,47,sysselsatte_botid_land,personer
65,alle,10+,2007,208,sysselsatte_botid_land,personer
65,alle,5_9,2007,28,sysselsatte_botid_land,personer
65,alle,alle,2007,283,sysselsatte_botid_land,personer
66,1,0_4,2007,20,sysselsatte_botid_land,personer
66,1,10+,2007,100,sysselsatte_botid_land,personer
66,1,5_9,2007,13,sysselsatte_botid_land,personer
66,1,alle,2007,133,sysselsatte_botid_land,personer
66,2,0_4,2007,25,sysselsatte_botid_land,personer
66,2,10+,2007,28,sysselsatte_botid_land,personer
66,2,5_9,2007,15,sysselsatte_botid_land,personer
66,2,alle,2007,68,sysselsatte_botid_land,personer
66,alle,0_4,2007,45,sysselsatte_botid_land,personer
66,alle,10+,2007,128,sysselsatte_botid_land,personer
66,alle,5_9,2007,28,sysselsatte_botid_land,personer
66,alle,alle,2007,201,sysselsatte_botid_land,personer
67,1,0_4,2007,48,sysselsatte_botid_land,personer
67,1,10+,2007,228,sysselsatte_botid_land,personer
67,1,5_9,2007,32,sysselsatte_botid_land,personer
67,1,alle,2007,308,sysselsatte_botid_land,personer
67,2,0_4,2007,65,sysselsatte_botid_land,personer
67,2,10+,2007,92,sysselsatte_botid_land,personer
67,2,5_9,2007,62,sysselsatte_botid_land,personer
67,2,alle,2007,219,sysselsatte_botid_land,personer
67,alle,0_4,2007,113,sysselsatte_botid_land,personer
67,alle,10+,2007,320,sysselsatte_botid_land,personer
67,alle,5_9,2007,94,sysselsatte_botid_land,personer
67,alle,alle,2007,527,sysselsatte_botid_land,personer
68,1,0_4,2007,35,sysselsatte_botid_land,personer
68,1,10+,2007,109,sysselsatte_botid_land,personer
68,1,5_9,2007,17,sysselsatte_botid_land,personer
68,1,alle,2007,161,sysselsatte_botid_land,personer
68,2,0_4,2007,37,sysselsatte_botid_land,personer
68,2,10+,2007,49,sysselsatte_botid_land,personer
68,2,5_9,2007,35,sysselsatte_botid_land,personer
68,2,alle,2007,121,sysselsatte_botid_land,personer
68,alle,0_4,2007,72,sysselsatte_botid_land,personer
68,alle,10+,2007,158,sysselsatte_botid_land,personer
68,alle,5_9,2007,52,sysselsatte_botid_land,personer
68,alle,alle,2007,282,sysselsatte_botid_land,personer
69,1,0_4,2007,33,sysselsatte_botid_land,personer
69,1,10+,2007,141,sysselsatte_botid_land,personer
69,1,5_9,2007,23,sysselsatte_botid_land,personer
69,1,alle,2007,197,sysselsatte_botid_land,personer
69,2,0_4,2007,55,sysselsatte_botid_land,personer
69,2,10+,2007,64,sysselsatte_botid_land,personer
69,2,5_9,2007,50,sysselsatte_botid_land,personer
69,2,alle,2007,169,sysselsatte_botid_land,personer
69,alle,0_4,2007,88,sysselsatte_botid_land,personer
69,alle,10+,2007,205,sysselsatte_botid_land,personer
69,alle,5_9,2007,73,sysselsatte_botid_land,personer
69,alle,alle,2007,366,sysselsatte_botid_land,personer
70,1,0_4,2007,20,sysselsatte_botid_land,personer
70,1,10+,2007,24,sysselsatte_botid_land,personer
70,1,5_9,2007,6,sysselsatte_botid_land,personer
70,1,alle,2007,50,sysselsatte_botid_land,personer
70,2,0_4,2007,7,sysselsatte_botid_land,personer
70,2,10+,2007,7,sysselsatte_botid_land,personer
70,2,5_9,2007,9,sysselsatte_botid_land,personer
70,2,alle,2007,23,sysselsatte_botid_land,personer
70,alle,0_4,2007,27,sysselsatte_botid_land,personer
70,alle,10+,2007,31,sysselsatte_botid_land,personer
70,alle,5_9,2007,15,sysselsatte_botid_land,personer
70,alle,alle,2007,73,sysselsatte_botid_land,personer
71,1,0_4,2007,39,sysselsatte_botid_land,personer
71,1,10+,2007,203,sysselsatte_botid_land,personer
71,1,5_9,2007,16,sysselsatte_botid_land,personer
71,1,alle,2007,258,sysselsatte_botid_land,personer
71,2,0_4,2007,52,sysselsatte_botid_land,personer
71,2,10+,2007,86,sysselsatte_botid_land,personer
71,2,5_9,2007,57,sysselsatte_botid_land,personer
71,2,alle,2007,195,sysselsatte_botid_land,personer
71,alle,0_4,2007,91,sysselsatte_botid_land,personer
71,alle,10+,2007,289,sysselsatte_botid_land,personer
71,alle,5_9,2007,73,sysselsatte_botid_land,personer
71,alle,alle,2007,453,sysselsatte_botid_land,personer
72,1,0_4,2007,75,sysselsatte_botid_land,personer
72,1,10+,2007,450,sysselsatte_botid_land,personer
72,1,5_9,2007,69,sysselsatte_botid_land,personer
72,1,alle,2007,594,sysselsatte_botid_land,personer
72,2,0_4,2007,87,sysselsatte_botid_land,personer
72,2,10+,2007,140,sysselsatte_botid_land,personer
72,2,5_9,2007,83,sysselsatte_botid_land,personer
72,2,alle,2007,310,sysselsatte_botid_land,personer
72,alle,0_4,2007,162,sysselsatte_botid_land,personer
72,alle,10+,2007,590,sysselsatte_botid_land,personer
72,alle,5_9,2007,152,sysselsatte_botid_land,personer
72,alle,alle,2007,904,sysselsatte_botid_land,personer
73,1,0_4,2007,295,sysselsatte_botid_land,personer
