aar,bydel_nr,vreg_3,kjonn,tabellvariabel,tabell_navn,enhet
2008,030113,1,0,224,sysselsatte_kjonn_land,personer
2008,030113,1,1,350,sysselsatte_kjonn_land,personer
2008,030113,1,alle,574,sysselsatte_kjonn_land,personer
2008,030113,2,0,773,sysselsatte_kjonn_land,personer
2008,030113,2,1,1023,sysselsatte_kjonn_land,personer
2008,030113,2,alle,1796,sysselsatte_kjonn_land,personer
2008,030113,alle,0,4759,sysselsatte_kjonn_land,personer
2008,030113,alle,1,5207,sysselsatte_kjonn_land,personer
2008,030113,alle,alle,9966,sysselsatte_kjonn_land,personer
2008,030114,1,0,163,sysselsatte_kjonn_land,personer
2008,030114,1,1,183,sysselsatte_kjonn_land,personer
2008,030114,1,alle,346,sysselsatte_kjonn_land,personer
2008,030114,2,0,561,sysselsatte_kjonn_land,personer
2008,030114,2,1,709,sysselsatte_kjonn_land,personer
2008,030114,2,alle,1270,sysselsatte_kjonn_land,personer
2008,030114,alle,0,2943,sysselsatte_kjonn_land,personer
2008,030114,alle,1,3163,sysselsatte_kjonn_land,personer
2008,030114,alle,alle,6106,sysselsatte_kjonn_land,personer
2008,030115,1,0,182,sysselsatte_kjonn_land,personer
2008,030115,1,1,228,sysselsatte_kjonn_land,personer
2008,030115,1,alle,410,sysselsatte_kjonn_land,personer
2008,030115,2,0,529,sysselsatte_kjonn_land,personer
2008,030115,2,1,689,sysselsatte_kjonn_land,personer
2008,030115,2,alle,1218,sysselsatte_kjonn_land,personer
2008,030115,alle,0,3660,sysselsatte_kjonn_land,personer
2008,030115,alle,1,3906,sysselsatte_kjonn_land,personer
2008,030115,alle,alle,7566,sysselsatte_kjonn_land,personer
2008,030116,1,0,96,sysselsatte_kjonn_land,personer
2008,030116,1,1,94,sysselsatte_kjonn_land,personer
2008,030116,1,alle,190,sysselsatte_kjonn_land,personer
2008,030116,2,0,440,sysselsatte_kjonn_land,personer
2008,030116,2,1,551,sysselsatte_kjonn_land,personer
2008,030116,2,alle,991,sysselsatte_kjonn_land,personer
2008,030116,alle,0,2011,sysselsatte_kjonn_land,personer
2008,030116,alle,1,2217,sysselsatte_kjonn_land,personer
2008,030116,alle,alle,4228,sysselsatte_kjonn_land,personer
2008,030117,1,0,106,sysselsatte_kjonn_land,personer
2008,030117,1,1,168,sysselsatte_kjonn_land,personer
2008,030117,1,alle,274,sysselsatte_kjonn_land,personer
2008,030117,2,0,706,sysselsatte_kjonn_land,personer
2008,030117,2,1,1027,sysselsatte_kjonn_land,personer
2008,030117,2,alle,1733,sysselsatte_kjonn_land,personer
2008,030117,alle,0,2790,sysselsatte_kjonn_land,personer
2008,030117,alle,1,3266,sysselsatte_kjonn_land,personer
2008,030117,alle,alle,6056,sysselsatte_kjonn_land,personer
2008,030199,1,0,124,sysselsatte_kjonn_land,personer
2008,030199,1,1,264,sysselsatte_kjonn_land,personer
2008,030199,1,alle,388,sysselsatte_kjonn_land,personer
2008,030199,2,0,78,sysselsatte_kjonn_land,personer
2008,030199,2,1,155,sysselsatte_kjonn_land,personer
2008,030199,2,alle,233,sysselsatte_kjonn_land,personer
2008,030199,alle,0,767,sysselsatte_kjonn_land,personer
2008,030199,alle,1,1138,sysselsatte_kjonn_land,personer
2008,030199,alle,alle,1905,sysselsatte_kjonn_land,personer
2009,00,1,0,50325,sysselsatte_kjonn_land,personer
2009,00,1,1,74287,sysselsatte_kjonn_land,personer
2009,00,1,alle,124612,sysselsatte_kjonn_land,personer
2009,00,2,0,61794,sysselsatte_kjonn_land,personer
2009,00,2,1,64730,sysselsatte_kjonn_land,personer
2009,00,2,alle,126524,sysselsatte_kjonn_land,personer
2009,00,alle,0,1181767,sysselsatte_kjonn_land,personer
2009,00,alle,1,1314952,sysselsatte_kjonn_land,personer
2009,00,alle,alle,2496719,sysselsatte_kjonn_land,personer
2009,030101,1,0,1450,sysselsatte_kjonn_land,personer
2009,030101,1,1,1858,sysselsatte_kjonn_land,personer
2009,030101,1,alle,3308,sysselsatte_kjonn_land,personer
2009,030101,2,0,1388,sysselsatte_kjonn_land,personer
2009,030101,2,1,1839,sysselsatte_kjonn_land,personer
2009,030101,2,alle,3227,sysselsatte_kjonn_land,personer
2009,030101,alle,0,15807,sysselsatte_kjonn_land,personer
2009,030101,alle,1,17426,sysselsatte_kjonn_land,personer
2009,030101,alle,alle,33233,sysselsatte_kjonn_land,personer
2009,030102,1,0,1118,sysselsatte_kjonn_land,personer
2009,030102,1,1,1454,sysselsatte_kjonn_land,personer
2009,030102,1,alle,2572,sysselsatte_kjonn_land,personer
2009,030102,2,0,1293,sysselsatte_kjonn_land,personer
2009,030102,2,1,1371,sysselsatte_kjonn_land,personer
2009,030102,2,alle,2664,sysselsatte_kjonn_land,personer
2009,030102,alle,0,14268,sysselsatte_kjonn_land,personer
2009,030102,alle,1,14665,sysselsatte_kjonn_land,personer
2009,030102,alle,alle,28933,sysselsatte_kjonn_land,personer
2009,030103,1,0,1328,sysselsatte_kjonn_land,personer
2009,030103,1,1,1685,sysselsatte_kjonn_land,personer
2009,030103,1,alle,3013,sysselsatte_kjonn_land,personer
2009,030103,2,0,1512,sysselsatte_kjonn_land,personer
2009,030103,2,1,1828,sysselsatte_kjonn_land,personer
2009,030103,2,alle,3340,sysselsatte_kjonn_land,personer
2009,030103,alle,0,16603,sysselsatte_kjonn_land,personer
2009,030103,alle,1,17198,sysselsatte_kjonn_land,personer
2009,030103,alle,alle,33801,sysselsatte_kjonn_land,personer
2009,030104,1,0,1208,sysselsatte_kjonn_land,personer
2009,030104,1,1,1573,sysselsatte_kjonn_land,personer
2009,030104,1,alle,2781,sysselsatte_kjonn_land,personer
2009,030104,2,0,1386,sysselsatte_kjonn_land,personer
2009,030104,2,1,1885,sysselsatte_kjonn_land,personer
2009,030104,2,alle,3271,sysselsatte_kjonn_land,personer
2009,030104,alle,0,14175,sysselsatte_kjonn_land,personer
2009,030104,alle,1,15242,sysselsatte_kjonn_land,personer
2009,030104,alle,alle,29417,sysselsatte_kjonn_land,personer
2009,030105,1,0,1014,sysselsatte_kjonn_land,personer
2009,030105,1,1,1350,sysselsatte_kjonn_land,personer
2009,030105,1,alle,2364,sysselsatte_kjonn_land,personer
2009,030105,2,0,1192,sysselsatte_kjonn_land,personer
2009,030105,2,1,1461,sysselsatte_kjonn_land,personer
2009,030105,2,alle,2653,sysselsatte_kjonn_land,personer
2009,030105,alle,0,13295,sysselsatte_kjonn_land,personer
2009,030105,alle,1,14107,sysselsatte_kjonn_land,personer
2009,030105,alle,alle,27402,sysselsatte_kjonn_land,personer
2009,030106,1,0,942,sysselsatte_kjonn_land,personer
2009,030106,1,1,1356,sysselsatte_kjonn_land,personer
2009,030106,1,alle,2298,sysselsatte_kjonn_land,personer
2009,030106,2,0,1167,sysselsatte_kjonn_land,personer
2009,030106,2,1,1495,sysselsatte_kjonn_land,personer
2009,030106,2,alle,2662,sysselsatte_kjonn_land,personer
2009,030106,alle,0,12371,sysselsatte_kjonn_land,personer
2009,030106,alle,1,13244,sysselsatte_kjonn_land,personer
2009,030106,alle,alle,25615,sysselsatte_kjonn_land,personer
2009,030107,1,0,688,sysselsatte_kjonn_land,personer
2009,030107,1,1,1022,sysselsatte_kjonn_land,personer
2009,030107,1,alle,1710,sysselsatte_kjonn_land,personer
2009,030107,2,0,1071,sysselsatte_kjonn_land,personer
2009,030107,2,1,1362,sysselsatte_kjonn_land,personer
2009,030107,2,alle,2433,sysselsatte_kjonn_land,personer
2009,030107,alle,0,9252,sysselsatte_kjonn_land,personer
2009,030107,alle,1,10087,sysselsatte_kjonn_land,personer
2009,030107,alle,alle,19339,sysselsatte_kjonn_land,personer
2009,030108,1,0,865,sysselsatte_kjonn_land,personer
2009,030108,1,1,1105,sysselsatte_kjonn_land,personer
2009,030108,1,alle,1970,sysselsatte_kjonn_land,personer
2009,030108,2,0,1253,sysselsatte_kjonn_land,personer
2009,030108,2,1,1524,sysselsatte_kjonn_land,personer
2009,030108,2,alle,2777,sysselsatte_kjonn_land,personer
2009,030108,alle,0,10468,sysselsatte_kjonn_land,personer
2009,030108,alle,1,11198,sysselsatte_kjonn_land,personer
2009,030108,alle,alle,21666,sysselsatte_kjonn_land,personer
2009,030109,1,0,556,sysselsatte_kjonn_land,personer
2009,030109,1,1,749,sysselsatte_kjonn_land,personer
2009,030109,1,alle,1305,sysselsatte_kjonn_land,personer
2009,030109,2,0,901,sysselsatte_kjonn_land,personer
2009,030109,2,1,1192,sysselsatte_kjonn_land,personer
2009,030109,2,alle,2093,sysselsatte_kjonn_land,personer
2009,030109,alle,0,7759,sysselsatte_kjonn_land,personer
2009,030109,alle,1,8217,sysselsatte_kjonn_land,personer
2009,030109,alle,alle,15976,sysselsatte_kjonn_land,personer
2009,030110,1,0,482,sysselsatte_kjonn_land,personer
2009,030110,1,1,609,sysselsatte_kjonn_land,personer
2009,030110,1,alle,1091,sysselsatte_kjonn_land,personer
2009,030110,2,0,1103,sysselsatte_kjonn_land,personer
2009,030110,2,1,1293,sysselsatte_kjonn_land,personer
2009,030110,2,alle,2396,sysselsatte_kjonn_land,personer
2009,030110,alle,0,7146,sysselsatte_kjonn_land,personer
2009,030110,alle,1,7624,sysselsatte_kjonn_land,personer
2009,030110,alle,alle,14770,sysselsatte_kjonn_land,personer
2009,030111,1,0,358,sysselsatte_kjonn_land,personer
2009,030111,1,1,339,sysselsatte_kjonn_land,personer
2009,030111,1,alle,697,sysselsatte_kjonn_land,personer
2009,030111,2,0,639,sysselsatte_kjonn_land,personer
2009,030111,2,1,744,sysselsatte_kjonn_land,personer
2009,030111,2,alle,1383,sysselsatte_kjonn_land,personer
2009,030111,alle,0,4652,sysselsatte_kjonn_land,personer
2009,030111,alle,1,4805,sysselsatte_kjonn_land,personer
2009,030111,alle,alle,9457,sysselsatte_kjonn_land,personer
2009,030112,1,0,226,sysselsatte_kjonn_land,personer
2009,030112,1,1,408,sysselsatte_kjonn_land,personer
2009,030112,1,alle,634,sysselsatte_kjonn_land,personer
2009,030112,2,0,497,sysselsatte_kjonn_land,personer
2009,030112,2,1,617,sysselsatte_kjonn_land,personer
2009,030112,2,alle,1114,sysselsatte_kjonn_land,personer
2009,030112,alle,0,4242,sysselsatte_kjonn_land,personer
2009,030112,alle,1,4371,sysselsatte_kjonn_land,personer
2009,030112,alle,alle,8613,sysselsatte_kjonn_land,personer
2009,030113,1,0,250,sysselsatte_kjonn_land,personer
2009,030113,1,1,342,sysselsatte_kjonn_land,personer
2009,030113,1,alle,592,sysselsatte_kjonn_land,personer
2009,030113,2,0,804,sysselsatte_kjonn_land,personer
2009,030113,2,1,1027,sysselsatte_kjonn_land,personer
2009,030113,2,alle,1831,sysselsatte_kjonn_land,personer
2009,030113,alle,0,4752,sysselsatte_kjonn_land,personer
2009,030113,alle,1,5161,sysselsatte_kjonn_land,personer
2009,030113,alle,alle,9913,sysselsatte_kjonn_land,personer
2009,030114,1,0,171,sysselsatte_kjonn_land,personer
2009,030114,1,1,207,sysselsatte_kjonn_land,personer
2009,030114,1,alle,378,sysselsatte_kjonn_land,personer
2009,030114,2,0,601,sysselsatte_kjonn_land,personer
2009,030114,2,1,707,sysselsatte_kjonn_land,personer
2009,030114,2,alle,1308,sysselsatte_kjonn_land,personer
2009,030114,alle,0,2951,sysselsatte_kjonn_land,personer
2009,030114,alle,1,3120,sysselsatte_kjonn_land,personer
2009,030114,alle,alle,6071,sysselsatte_kjonn_land,personer
2009,030115,1,0,179,sysselsatte_kjonn_land,personer
2009,030115,1,1,231,sysselsatte_kjonn_land,personer
2009,030115,1,alle,410,sysselsatte_kjonn_land,personer
2009,030115,2,0,549,sysselsatte_kjonn_land,personer
2009,030115,2,1,696,sysselsatte_kjonn_land,personer
2009,030115,2,alle,1245,sysselsatte_kjonn_land,personer
2009,030115,alle,0,3626,sysselsatte_kjonn_land,personer
2009,030115,alle,1,3813,sysselsatte_kjonn_land,personer
2009,030115,alle,alle,7439,sysselsatte_kjonn_land,personer
2009,030116,1,0,103,sysselsatte_kjonn_land,personer
2009,030116,1,1,109,sysselsatte_kjonn_land,personer
2009,030116,1,alle,212,sysselsatte_kjonn_land,personer
2009,030116,2,0,408,sysselsatte_kjonn_land,personer
2009,030116,2,1,536,sysselsatte_kjonn_land,personer
2009,030116,2,alle,944,sysselsatte_kjonn_land,personer
2009,030116,alle,0,1937,sysselsatte_kjonn_land,personer
2009,030116,alle,1,2139,sysselsatte_kjonn_land,personer
2009,030116,alle,alle,4076,sysselsatte_kjonn_land,personer
2009,030117,1,0,111,sysselsatte_kjonn_land,personer
2009,030117,1,1,179,sysselsatte_kjonn_land,personer
2009,030117,1,alle,290,sysselsatte_kjonn_land,personer
2009,030117,2,0,711,sysselsatte_kjonn_land,personer
2009,030117,2,1,979,sysselsatte_kjonn_land,personer
2009,030117,2,alle,1690,sysselsatte_kjonn_land,personer
2009,030117,alle,0,2734,sysselsatte_kjonn_land,personer
2009,030117,alle,1,3123,sysselsatte_kjonn_land,personer
2009,030117,alle,alle,5857,sysselsatte_kjonn_land,personer
2009,030199,1,0,140,sysselsatte_kjonn_land,personer
2009,030199,1,1,228,sysselsatte_kjonn_land,personer
2009,030199,1,alle,368,sysselsatte_kjonn_land,personer
2009,030199,2,0,100,sysselsatte_kjonn_land,personer
2009,030199,2,1,145,sysselsatte_kjonn_land,personer
2009,030199,2,alle,245,sysselsatte_kjonn_land,personer
2009,030199,alle,0,923,sysselsatte_kjonn_land,personer
2009,030199,alle,1,1139,sysselsatte_kjonn_land,personer
2009,030199,alle,alle,2062,sysselsatte_kjonn_land,personer
2010,00,1,0,56771,sysselsatte_kjonn_land,personer
2010,00,1,1,84887,sysselsatte_kjonn_land,personer
2010,00,1,alle,141658,sysselsatte_kjonn_land,personer
2010,00,2,0,65591,sysselsatte_kjonn_land,personer
2010,00,2,1,67566,sysselsatte_kjonn_land,personer
2010,00,2,alle,133157,sysselsatte_kjonn_land,personer
2010,00,alle,0,1191917,sysselsatte_kjonn_land,personer
2010,00,alle,1,1324827,sysselsatte_kjonn_land,personer
2010,00,alle,alle,2516744,sysselsatte_kjonn_land,personer
2010,030101,1,0,1630,sysselsatte_kjonn_land,personer
2010,030101,1,1,2189,sysselsatte_kjonn_land,personer
2010,030101,1,alle,3819,sysselsatte_kjonn_land,personer
2010,030101,2,0,1520,sysselsatte_kjonn_land,personer
2010,030101,2,1,1840,sysselsatte_kjonn_land,personer
2010,030101,2,alle,3360,sysselsatte_kjonn_land,personer
2010,030101,alle,0,16242,sysselsatte_kjonn_land,personer
2010,030101,alle,1,17952,sysselsatte_kjonn_land,personer
2010,030101,alle,alle,34194,sysselsatte_kjonn_land,personer
2010,030102,1,0,1265,sysselsatte_kjonn_land,personer
2010,030102,1,1,1578,sysselsatte_kjonn_land,personer
2010,030102,1,alle,2843,sysselsatte_kjonn_land,personer
2010,030102,2,0,1291,sysselsatte_kjonn_land,personer
2010,030102,2,1,1484,sysselsatte_kjonn_land,personer
2010,030102,2,alle,2775,sysselsatte_kjonn_land,personer
2010,030102,alle,0,14450,sysselsatte_kjonn_land,personer
2010,030102,alle,1,14987,sysselsatte_kjonn_land,personer
2010,030102,alle,alle,29437,sysselsatte_kjonn_land,personer
2010,030103,1,0,1422,sysselsatte_kjonn_land,personer
2010,030103,1,1,1799,sysselsatte_kjonn_land,personer
2010,030103,1,alle,3221,sysselsatte_kjonn_land,personer
2010,030103,2,0,1610,sysselsatte_kjonn_land,personer
2010,030103,2,1,1910,sysselsatte_kjonn_land,personer
2010,030103,2,alle,3520,sysselsatte_kjonn_land,personer
2010,030103,alle,0,16788,sysselsatte_kjonn_land,personer
2010,030103,alle,1,17427,sysselsatte_kjonn_land,personer
2010,030103,alle,alle,34215,sysselsatte_kjonn_land,personer
2010,030104,1,0,1293,sysselsatte_kjonn_land,personer
2010,030104,1,1,1788,sysselsatte_kjonn_land,personer
2010,030104,1,alle,3081,sysselsatte_kjonn_land,personer
2010,030104,2,0,1456,sysselsatte_kjonn_land,personer
2010,030104,2,1,1909,sysselsatte_kjonn_land,personer
2010,030104,2,alle,3365,sysselsatte_kjonn_land,personer
2010,030104,alle,0,14427,sysselsatte_kjonn_land,personer
2010,030104,alle,1,15416,sysselsatte_kjonn_land,personer
2010,030104,alle,alle,29843,sysselsatte_kjonn_land,personer
2010,030105,1,0,1146,sysselsatte_kjonn_land,personer
2010,030105,1,1,1531,sysselsatte_kjonn_land,personer
2010,030105,1,alle,2677,sysselsatte_kjonn_land,personer
2010,030105,2,0,1229,sysselsatte_kjonn_land,personer
2010,030105,2,1,1481,sysselsatte_kjonn_land,personer
2010,030105,2,alle,2710,sysselsatte_kjonn_land,personer
2010,030105,alle,0,13584,sysselsatte_kjonn_land,personer
2010,030105,alle,1,14347,sysselsatte_kjonn_land,personer
2010,030105,alle,alle,27931,sysselsatte_kjonn_land,personer
2010,030106,1,0,1023,sysselsatte_kjonn_land,personer
2010,030106,1,1,1508,sysselsatte_kjonn_land,personer
2010,030106,1,alle,2531,sysselsatte_kjonn_land,personer
2010,030106,2,0,1264,sysselsatte_kjonn_land,personer
2010,030106,2,1,1592,sysselsatte_kjonn_land,personer
2010,030106,2,alle,2856,sysselsatte_kjonn_land,personer
2010,030106,alle,0,12636,sysselsatte_kjonn_land,personer
2010,030106,alle,1,13427,sysselsatte_kjonn_land,personer
2010,030106,alle,alle,26063,sysselsatte_kjonn_land,personer
2010,030107,1,0,768,sysselsatte_kjonn_land,personer
2010,030107,1,1,1117,sysselsatte_kjonn_land,personer
2010,030107,1,alle,1885,sysselsatte_kjonn_land,personer
2010,030107,2,0,1065,sysselsatte_kjonn_land,personer
2010,030107,2,1,1423,sysselsatte_kjonn_land,personer
2010,030107,2,alle,2488,sysselsatte_kjonn_land,personer
2010,030107,alle,0,9356,sysselsatte_kjonn_land,personer
2010,030107,alle,1,10197,sysselsatte_kjonn_land,personer
2010,030107,alle,alle,19553,sysselsatte_kjonn_land,personer
2010,030108,1,0,932,sysselsatte_kjonn_land,personer
2010,030108,1,1,1142,sysselsatte_kjonn_land,personer
2010,030108,1,alle,2074,sysselsatte_kjonn_land,personer
2010,030108,2,0,1224,sysselsatte_kjonn_land,personer
2010,030108,2,1,1594,sysselsatte_kjonn_land,personer
2010,030108,2,alle,2818,sysselsatte_kjonn_land,personer
2010,030108,alle,0,10580,sysselsatte_kjonn_land,personer
2010,030108,alle,1,11274,sysselsatte_kjonn_land,personer
2010,030108,alle,alle,21854,sysselsatte_kjonn_land,personer
2010,030109,1,0,626,sysselsatte_kjonn_land,personer
2010,030109,1,1,772,sysselsatte_kjonn_land,personer
2010,030109,1,alle,1398,sysselsatte_kjonn_land,personer
2010,030109,2,0,949,sysselsatte_kjonn_land,personer
2010,030109,2,1,1223,sysselsatte_kjonn_land,personer
2010,030109,2,alle,2172,sysselsatte_kjonn_land,personer
2010,030109,alle,0,7846,sysselsatte_kjonn_land,personer
2010,030109,alle,1,8278,sysselsatte_kjonn_land,personer
2010,030109,alle,alle,16124,sysselsatte_kjonn_land,personer
2010,030110,1,0,529,sysselsatte_kjonn_land,personer
2010,030110,1,1,677,sysselsatte_kjonn_land,personer
2010,030110,1,alle,1206,sysselsatte_kjonn_land,personer
2010,030110,2,0,1142,sysselsatte_kjonn_land,personer
2010,030110,2,1,1314,sysselsatte_kjonn_land,personer
2010,030110,2,alle,2456,sysselsatte_kjonn_land,personer
2010,030110,alle,0,7150,sysselsatte_kjonn_land,personer
2010,030110,alle,1,7646,sysselsatte_kjonn_land,personer
2010,030110,alle,alle,14796,sysselsatte_kjonn_land,personer
2010,030111,1,0,366,sysselsatte_kjonn_land,personer
2010,030111,1,1,391,sysselsatte_kjonn_land,personer
2010,030111,1,alle,757,sysselsatte_kjonn_land,personer
2010,030111,2,0,700,sysselsatte_kjonn_land,personer
2010,030111,2,1,817,sysselsatte_kjonn_land,personer
2010,030111,2,alle,1517,sysselsatte_kjonn_land,personer
2010,030111,alle,0,4740,sysselsatte_kjonn_land,personer
2010,030111,alle,1,4936,sysselsatte_kjonn_land,personer
2010,030111,alle,alle,9676,sysselsatte_kjonn_land,personer
2010,030112,1,0,278,sysselsatte_kjonn_land,personer
2010,030112,1,1,505,sysselsatte_kjonn_land,personer
2010,030112,1,alle,783,sysselsatte_kjonn_land,personer
2010,030112,2,0,536,sysselsatte_kjonn_land,personer
2010,030112,2,1,587,sysselsatte_kjonn_land,personer
2010,030112,2,alle,1123,sysselsatte_kjonn_land,personer
2010,030112,alle,0,4279,sysselsatte_kjonn_land,personer
2010,030112,alle,1,4372,sysselsatte_kjonn_land,personer
2010,030112,alle,alle,8651,sysselsatte_kjonn_land,personer
2010,030113,1,0,301,sysselsatte_kjonn_land,personer
2010,030113,1,1,389,sysselsatte_kjonn_land,personer
2010,030113,1,alle,690,sysselsatte_kjonn_land,personer
2010,030113,2,0,831,sysselsatte_kjonn_land,personer
2010,030113,2,1,1029,sysselsatte_kjonn_land,personer
2010,030113,2,alle,1860,sysselsatte_kjonn_land,personer
2010,030113,alle,0,4793,sysselsatte_kjonn_land,personer
2010,030113,alle,1,5175,sysselsatte_kjonn_land,personer
2010,030113,alle,alle,9968,sysselsatte_kjonn_land,personer
2010,030114,1,0,184,sysselsatte_kjonn_land,personer
2010,030114,1,1,245,sysselsatte_kjonn_land,personer
2010,030114,1,alle,429,sysselsatte_kjonn_land,personer
2010,030114,2,0,632,sysselsatte_kjonn_land,personer
2010,030114,2,1,748,sysselsatte_kjonn_land,personer
2010,030114,2,alle,1380,sysselsatte_kjonn_land,personer
2010,030114,alle,0,2969,sysselsatte_kjonn_land,personer
2010,030114,alle,1,3185,sysselsatte_kjonn_land,personer
2010,030114,alle,alle,6154,sysselsatte_kjonn_land,personer
2010,030115,1,0,184,sysselsatte_kjonn_land,personer
2010,030115,1,1,255,sysselsatte_kjonn_land,personer
2010,030115,1,alle,439,sysselsatte_kjonn_land,personer
2010,030115,2,0,571,sysselsatte_kjonn_land,personer
2010,030115,2,1,710,sysselsatte_kjonn_land,personer
2010,030115,2,alle,1281,sysselsatte_kjonn_land,personer
2010,030115,alle,0,3610,sysselsatte_kjonn_land,personer
2010,030115,alle,1,3807,sysselsatte_kjonn_land,personer
2010,030115,alle,alle,7417,sysselsatte_kjonn_land,personer
2010,030116,1,0,98,sysselsatte_kjonn_land,personer
2010,030116,1,1,107,sysselsatte_kjonn_land,personer
2010,030116,1,alle,205,sysselsatte_kjonn_land,personer
2010,030116,2,0,459,sysselsatte_kjonn_land,personer
2010,030116,2,1,570,sysselsatte_kjonn_land,personer
2010,030116,2,alle,1029,sysselsatte_kjonn_land,personer
2010,030116,alle,0,1993,sysselsatte_kjonn_land,personer
2010,030116,alle,1,2160,sysselsatte_kjonn_land,personer
2010,030116,alle,alle,4153,sysselsatte_kjonn_land,personer
2010,030117,1,0,122,sysselsatte_kjonn_land,personer
2010,030117,1,1,204,sysselsatte_kjonn_land,personer
2010,030117,1,alle,326,sysselsatte_kjonn_land,personer
2010,030117,2,0,746,sysselsatte_kjonn_land,personer
2010,030117,2,1,1011,sysselsatte_kjonn_land,personer
2010,030117,2,alle,1757,sysselsatte_kjonn_land,personer
2010,030117,alle,0,2793,sysselsatte_kjonn_land,personer
2010,030117,alle,1,3182,sysselsatte_kjonn_land,personer
2010,030117,alle,alle,5975,sysselsatte_kjonn_land,personer
2010,030199,1,0,175,sysselsatte_kjonn_land,personer
2010,030199,1,1,330,sysselsatte_kjonn_land,personer
2010,030199,1,alle,505,sysselsatte_kjonn_land,personer
2010,030199,2,0,103,sysselsatte_kjonn_land,personer
2010,030199,2,1,212,sysselsatte_kjonn_land,personer
2010,030199,2,alle,315,sysselsatte_kjonn_land,personer
2010,030199,alle,0,1005,sysselsatte_kjonn_land,personer
2010,030199,alle,1,1558,sysselsatte_kjonn_land,personer
2010,030199,alle,alle,2563,sysselsatte_kjonn_land,personer
2011,00,1,0,63398,sysselsatte_kjonn_land,personer
2011,00,1,1,101234,sysselsatte_kjonn_land,personer
2011,00,1,alle,164632,sysselsatte_kjonn_land,personer
2011,00,2,0,70412,sysselsatte_kjonn_land,personer
2011,00,2,1,72117,sysselsatte_kjonn_land,personer
2011,00,2,alle,142529,sysselsatte_kjonn_land,personer
2011,00,alle,0,1209195,sysselsatte_kjonn_land,personer
2011,00,alle,1,1352489,sysselsatte_kjonn_land,personer
2011,00,alle,alle,2561684,sysselsatte_kjonn_land,personer
2011,030101,1,0,1812,sysselsatte_kjonn_land,personer
2011,030101,1,1,2647,sysselsatte_kjonn_land,personer
2011,030101,1,alle,4459,sysselsatte_kjonn_land,personer
2011,030101,2,0,1634,sysselsatte_kjonn_land,personer
2011,030101,2,1,1976,sysselsatte_kjonn_land,personer
2011,030101,2,alle,3610,sysselsatte_kjonn_land,personer
2011,030101,alle,0,16964,sysselsatte_kjonn_land,personer
2011,030101,alle,1,18850,sysselsatte_kjonn_land,personer
2011,030101,alle,alle,35814,sysselsatte_kjonn_land,personer
2011,030102,1,0,1428,sysselsatte_kjonn_land,personer
2011,030102,1,1,1868,sysselsatte_kjonn_land,personer
2011,030102,1,alle,3296,sysselsatte_kjonn_land,personer
2011,030102,2,0,1412,sysselsatte_kjonn_land,personer
2011,030102,2,1,1631,sysselsatte_kjonn_land,personer
2011,030102,2,alle,3043,sysselsatte_kjonn_land,personer
2011,030102,alle,0,14943,sysselsatte_kjonn_land,personer
2011,030102,alle,1,15612,sysselsatte_kjonn_land,personer
2011,030102,alle,alle,30555,sysselsatte_kjonn_land,personer
2011,030103,1,0,1606,sysselsatte_kjonn_land,personer
2011,030103,1,1,2095,sysselsatte_kjonn_land,personer
2011,030103,1,alle,3701,sysselsatte_kjonn_land,personer
2011,030103,2,0,1681,sysselsatte_kjonn_land,personer
2011,030103,2,1,1953,sysselsatte_kjonn_land,personer
2011,030103,2,alle,3634,sysselsatte_kjonn_land,personer
2011,030103,alle,0,17278,sysselsatte_kjonn_land,personer
2011,030103,alle,1,18149,sysselsatte_kjonn_land,personer
2011,030103,alle,alle,35427,sysselsatte_kjonn_land,personer
2011,030104,1,0,1443,sysselsatte_kjonn_land,personer
2011,030104,1,1,2149,sysselsatte_kjonn_land,personer
2011,030104,1,alle,3592,sysselsatte_kjonn_land,personer
2011,030104,2,0,1543,sysselsatte_kjonn_land,personer
2011,030104,2,1,2057,sysselsatte_kjonn_land,personer
2011,030104,2,alle,3600,sysselsatte_kjonn_land,personer
2011,030104,alle,0,14841,sysselsatte_kjonn_land,personer
2011,030104,alle,1,16171,sysselsatte_kjonn_land,personer
2011,030104,alle,alle,31012,sysselsatte_kjonn_land,personer
2011,030105,1,0,1292,sysselsatte_kjonn_land,personer
2011,030105,1,1,1886,sysselsatte_kjonn_land,personer
2011,030105,1,alle,3178,sysselsatte_kjonn_land,personer
2011,030105,2,0,1359,sysselsatte_kjonn_land,personer
2011,030105,2,1,1588,sysselsatte_kjonn_land,personer
2011,030105,2,alle,2947,sysselsatte_kjonn_land,personer
2011,030105,alle,0,14282,sysselsatte_kjonn_land,personer
2011,030105,alle,1,15122,sysselsatte_kjonn_land,personer
2011,030105,alle,alle,29404,sysselsatte_kjonn_land,personer
2011,030106,1,0,1147,sysselsatte_kjonn_land,personer
2011,030106,1,1,1673,sysselsatte_kjonn_land,personer
2011,030106,1,alle,2820,sysselsatte_kjonn_land,personer
2011,030106,2,0,1336,sysselsatte_kjonn_land,personer
2011,030106,2,1,1700,sysselsatte_kjonn_land,personer
2011,030106,2,alle,3036,sysselsatte_kjonn_land,personer
2011,030106,alle,0,12964,sysselsatte_kjonn_land,personer
2011,030106,alle,1,13828,sysselsatte_kjonn_land,personer
2011,030106,alle,alle,26792,sysselsatte_kjonn_land,personer
2011,030107,1,0,858,sysselsatte_kjonn_land,personer
