aar,fylke_nr,innvkat_3,kjonn,aldersinndeling_etter_grskole,tabellvariabel,tabell_navn,enhet
2010,06,befolkningen_ellers,0,16_25,1316,ikke_arbutd_innvkat_alder,personer
2010,06,befolkningen_ellers,0,26_66,13186,ikke_arbutd_innvkat_alder,personer
2010,06,befolkningen_ellers,0,alle,14502,ikke_arbutd_innvkat_alder,personer
2010,06,befolkningen_ellers,1,16_25,1670,ikke_arbutd_innvkat_alder,personer
2010,06,befolkningen_ellers,1,26_66,10330,ikke_arbutd_innvkat_alder,personer
2010,06,befolkningen_ellers,1,alle,12000,ikke_arbutd_innvkat_alder,personer
2010,06,befolkningen_ellers,alle,16_25,2986,ikke_arbutd_innvkat_alder,personer
2010,06,befolkningen_ellers,alle,26_66,23516,ikke_arbutd_innvkat_alder,personer
2010,06,befolkningen_ellers,alle,alle,26502,ikke_arbutd_innvkat_alder,personer
2010,06,innvandrere,0,16_25,609,ikke_arbutd_innvkat_alder,personer
2010,06,innvandrere,0,26_66,3615,ikke_arbutd_innvkat_alder,personer
2010,06,innvandrere,0,alle,4224,ikke_arbutd_innvkat_alder,personer
2010,06,innvandrere,1,16_25,475,ikke_arbutd_innvkat_alder,personer
2010,06,innvandrere,1,26_66,2833,ikke_arbutd_innvkat_alder,personer
2010,06,innvandrere,1,alle,3308,ikke_arbutd_innvkat_alder,personer
2010,06,innvandrere,alle,16_25,1084,ikke_arbutd_innvkat_alder,personer
2010,06,innvandrere,alle,26_66,6448,ikke_arbutd_innvkat_alder,personer
2010,06,innvandrere,alle,alle,7532,ikke_arbutd_innvkat_alder,personer
2010,07,alle,0,16_25,1954,ikke_arbutd_innvkat_alder,personer
2010,07,alle,0,26_66,16592,ikke_arbutd_innvkat_alder,personer
2010,07,alle,0,alle,18546,ikke_arbutd_innvkat_alder,personer
2010,07,alle,1,16_25,2150,ikke_arbutd_innvkat_alder,personer
2010,07,alle,1,26_66,12940,ikke_arbutd_innvkat_alder,personer
2010,07,alle,1,alle,15090,ikke_arbutd_innvkat_alder,personer
2010,07,alle,alle,16_25,4104,ikke_arbutd_innvkat_alder,personer
2010,07,alle,alle,26_66,29532,ikke_arbutd_innvkat_alder,personer
2010,07,alle,alle,alle,33636,ikke_arbutd_innvkat_alder,personer
2010,07,befolkningen_ellers,0,16_25,1448,ikke_arbutd_innvkat_alder,personer
2010,07,befolkningen_ellers,0,26_66,14088,ikke_arbutd_innvkat_alder,personer
2010,07,befolkningen_ellers,0,alle,15536,ikke_arbutd_innvkat_alder,personer
2010,07,befolkningen_ellers,1,16_25,1734,ikke_arbutd_innvkat_alder,personer
2010,07,befolkningen_ellers,1,26_66,10896,ikke_arbutd_innvkat_alder,personer
2010,07,befolkningen_ellers,1,alle,12630,ikke_arbutd_innvkat_alder,personer
2010,07,befolkningen_ellers,alle,16_25,3182,ikke_arbutd_innvkat_alder,personer
2010,07,befolkningen_ellers,alle,26_66,24984,ikke_arbutd_innvkat_alder,personer
2010,07,befolkningen_ellers,alle,alle,28166,ikke_arbutd_innvkat_alder,personer
2010,07,innvandrere,0,16_25,506,ikke_arbutd_innvkat_alder,personer
2010,07,innvandrere,0,26_66,2504,ikke_arbutd_innvkat_alder,personer
2010,07,innvandrere,0,alle,3010,ikke_arbutd_innvkat_alder,personer
2010,07,innvandrere,1,16_25,416,ikke_arbutd_innvkat_alder,personer
2010,07,innvandrere,1,26_66,2044,ikke_arbutd_innvkat_alder,personer
2010,07,innvandrere,1,alle,2460,ikke_arbutd_innvkat_alder,personer
2010,07,innvandrere,alle,16_25,922,ikke_arbutd_innvkat_alder,personer
2010,07,innvandrere,alle,26_66,4548,ikke_arbutd_innvkat_alder,personer
2010,07,innvandrere,alle,alle,5470,ikke_arbutd_innvkat_alder,personer
2010,08,alle,0,16_25,1419,ikke_arbutd_innvkat_alder,personer
2010,08,alle,0,26_66,11794,ikke_arbutd_innvkat_alder,personer
2010,08,alle,0,alle,13213,ikke_arbutd_innvkat_alder,personer
2010,08,alle,1,16_25,1624,ikke_arbutd_innvkat_alder,personer
2010,08,alle,1,26_66,9917,ikke_arbutd_innvkat_alder,personer
2010,08,alle,1,alle,11541,ikke_arbutd_innvkat_alder,personer
2010,08,alle,alle,16_25,3043,ikke_arbutd_innvkat_alder,personer
2010,08,alle,alle,26_66,21711,ikke_arbutd_innvkat_alder,personer
2010,08,alle,alle,alle,24754,ikke_arbutd_innvkat_alder,personer
2010,08,befolkningen_ellers,0,16_25,1057,ikke_arbutd_innvkat_alder,personer
2010,08,befolkningen_ellers,0,26_66,10203,ikke_arbutd_innvkat_alder,personer
2010,08,befolkningen_ellers,0,alle,11260,ikke_arbutd_innvkat_alder,personer
2010,08,befolkningen_ellers,1,16_25,1252,ikke_arbutd_innvkat_alder,personer
2010,08,befolkningen_ellers,1,26_66,8450,ikke_arbutd_innvkat_alder,personer
2010,08,befolkningen_ellers,1,alle,9702,ikke_arbutd_innvkat_alder,personer
2010,08,befolkningen_ellers,alle,16_25,2309,ikke_arbutd_innvkat_alder,personer
2010,08,befolkningen_ellers,alle,26_66,18653,ikke_arbutd_innvkat_alder,personer
2010,08,befolkningen_ellers,alle,alle,20962,ikke_arbutd_innvkat_alder,personer
2010,08,innvandrere,0,16_25,362,ikke_arbutd_innvkat_alder,personer
2010,08,innvandrere,0,26_66,1591,ikke_arbutd_innvkat_alder,personer
2010,08,innvandrere,0,alle,1953,ikke_arbutd_innvkat_alder,personer
2010,08,innvandrere,1,16_25,372,ikke_arbutd_innvkat_alder,personer
2010,08,innvandrere,1,26_66,1467,ikke_arbutd_innvkat_alder,personer
2010,08,innvandrere,1,alle,1839,ikke_arbutd_innvkat_alder,personer
2010,08,innvandrere,alle,16_25,734,ikke_arbutd_innvkat_alder,personer
2010,08,innvandrere,alle,26_66,3058,ikke_arbutd_innvkat_alder,personer
2010,08,innvandrere,alle,alle,3792,ikke_arbutd_innvkat_alder,personer
2010,09,alle,0,16_25,894,ikke_arbutd_innvkat_alder,personer
2010,09,alle,0,26_66,7787,ikke_arbutd_innvkat_alder,personer
2010,09,alle,0,alle,8681,ikke_arbutd_innvkat_alder,personer
2010,09,alle,1,16_25,1019,ikke_arbutd_innvkat_alder,personer
2010,09,alle,1,26_66,6289,ikke_arbutd_innvkat_alder,personer
2010,09,alle,1,alle,7308,ikke_arbutd_innvkat_alder,personer
2010,09,alle,alle,16_25,1913,ikke_arbutd_innvkat_alder,personer
2010,09,alle,alle,26_66,14076,ikke_arbutd_innvkat_alder,personer
2010,09,alle,alle,alle,15989,ikke_arbutd_innvkat_alder,personer
2010,09,befolkningen_ellers,0,16_25,697,ikke_arbutd_innvkat_alder,personer
2010,09,befolkningen_ellers,0,26_66,6736,ikke_arbutd_innvkat_alder,personer
2010,09,befolkningen_ellers,0,alle,7433,ikke_arbutd_innvkat_alder,personer
2010,09,befolkningen_ellers,1,16_25,778,ikke_arbutd_innvkat_alder,personer
2010,09,befolkningen_ellers,1,26_66,5406,ikke_arbutd_innvkat_alder,personer
2010,09,befolkningen_ellers,1,alle,6184,ikke_arbutd_innvkat_alder,personer
2010,09,befolkningen_ellers,alle,16_25,1475,ikke_arbutd_innvkat_alder,personer
2010,09,befolkningen_ellers,alle,26_66,12142,ikke_arbutd_innvkat_alder,personer
2010,09,befolkningen_ellers,alle,alle,13617,ikke_arbutd_innvkat_alder,personer
2010,09,innvandrere,0,16_25,197,ikke_arbutd_innvkat_alder,personer
2010,09,innvandrere,0,26_66,1051,ikke_arbutd_innvkat_alder,personer
2010,09,innvandrere,0,alle,1248,ikke_arbutd_innvkat_alder,personer
2010,09,innvandrere,1,16_25,241,ikke_arbutd_innvkat_alder,personer
2010,09,innvandrere,1,26_66,883,ikke_arbutd_innvkat_alder,personer
2010,09,innvandrere,1,alle,1124,ikke_arbutd_innvkat_alder,personer
2010,09,innvandrere,alle,16_25,438,ikke_arbutd_innvkat_alder,personer
2010,09,innvandrere,alle,26_66,1934,ikke_arbutd_innvkat_alder,personer
2010,09,innvandrere,alle,alle,2372,ikke_arbutd_innvkat_alder,personer
2010,10,alle,0,16_25,1465,ikke_arbutd_innvkat_alder,personer
2010,10,alle,0,26_66,11086,ikke_arbutd_innvkat_alder,personer
2010,10,alle,0,alle,12551,ikke_arbutd_innvkat_alder,personer
2010,10,alle,1,16_25,1613,ikke_arbutd_innvkat_alder,personer
2010,10,alle,1,26_66,8775,ikke_arbutd_innvkat_alder,personer
2010,10,alle,1,alle,10388,ikke_arbutd_innvkat_alder,personer
2010,10,alle,alle,16_25,3078,ikke_arbutd_innvkat_alder,personer
2010,10,alle,alle,26_66,19861,ikke_arbutd_innvkat_alder,personer
2010,10,alle,alle,alle,22939,ikke_arbutd_innvkat_alder,personer
2010,10,befolkningen_ellers,0,16_25,1090,ikke_arbutd_innvkat_alder,personer
2010,10,befolkningen_ellers,0,26_66,9117,ikke_arbutd_innvkat_alder,personer
2010,10,befolkningen_ellers,0,alle,10207,ikke_arbutd_innvkat_alder,personer
2010,10,befolkningen_ellers,1,16_25,1210,ikke_arbutd_innvkat_alder,personer
2010,10,befolkningen_ellers,1,26_66,7105,ikke_arbutd_innvkat_alder,personer
2010,10,befolkningen_ellers,1,alle,8315,ikke_arbutd_innvkat_alder,personer
2010,10,befolkningen_ellers,alle,16_25,2300,ikke_arbutd_innvkat_alder,personer
2010,10,befolkningen_ellers,alle,26_66,16222,ikke_arbutd_innvkat_alder,personer
2010,10,befolkningen_ellers,alle,alle,18522,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,0,16_25,375,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,0,26_66,1969,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,0,alle,2344,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,1,16_25,403,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,1,26_66,1670,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,1,alle,2073,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,alle,16_25,778,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,alle,26_66,3639,ikke_arbutd_innvkat_alder,personer
2010,10,innvandrere,alle,alle,4417,ikke_arbutd_innvkat_alder,personer
2010,11,alle,0,16_25,3040,ikke_arbutd_innvkat_alder,personer
2010,11,alle,0,26_66,23914,ikke_arbutd_innvkat_alder,personer
2010,11,alle,0,alle,26954,ikke_arbutd_innvkat_alder,personer
2010,11,alle,1,16_25,3284,ikke_arbutd_innvkat_alder,personer
2010,11,alle,1,26_66,17810,ikke_arbutd_innvkat_alder,personer
2010,11,alle,1,alle,21094,ikke_arbutd_innvkat_alder,personer
2010,11,alle,alle,16_25,6324,ikke_arbutd_innvkat_alder,personer
2010,11,alle,alle,26_66,41724,ikke_arbutd_innvkat_alder,personer
2010,11,alle,alle,alle,48048,ikke_arbutd_innvkat_alder,personer
2010,11,befolkningen_ellers,0,16_25,2036,ikke_arbutd_innvkat_alder,personer
2010,11,befolkningen_ellers,0,26_66,18715,ikke_arbutd_innvkat_alder,personer
2010,11,befolkningen_ellers,0,alle,20751,ikke_arbutd_innvkat_alder,personer
2010,11,befolkningen_ellers,1,16_25,2484,ikke_arbutd_innvkat_alder,personer
2010,11,befolkningen_ellers,1,26_66,13543,ikke_arbutd_innvkat_alder,personer
2010,11,befolkningen_ellers,1,alle,16027,ikke_arbutd_innvkat_alder,personer
2010,11,befolkningen_ellers,alle,16_25,4520,ikke_arbutd_innvkat_alder,personer
2010,11,befolkningen_ellers,alle,26_66,32258,ikke_arbutd_innvkat_alder,personer
2010,11,befolkningen_ellers,alle,alle,36778,ikke_arbutd_innvkat_alder,personer
2010,11,innvandrere,0,16_25,1004,ikke_arbutd_innvkat_alder,personer
2010,11,innvandrere,0,26_66,5199,ikke_arbutd_innvkat_alder,personer
2010,11,innvandrere,0,alle,6203,ikke_arbutd_innvkat_alder,personer
2010,11,innvandrere,1,16_25,800,ikke_arbutd_innvkat_alder,personer
2010,11,innvandrere,1,26_66,4267,ikke_arbutd_innvkat_alder,personer
2010,11,innvandrere,1,alle,5067,ikke_arbutd_innvkat_alder,personer
2010,11,innvandrere,alle,16_25,1804,ikke_arbutd_innvkat_alder,personer
2010,11,innvandrere,alle,26_66,9466,ikke_arbutd_innvkat_alder,personer
2010,11,innvandrere,alle,alle,11270,ikke_arbutd_innvkat_alder,personer
2010,12,alle,0,16_25,3398,ikke_arbutd_innvkat_alder,personer
2010,12,alle,0,26_66,26195,ikke_arbutd_innvkat_alder,personer
2010,12,alle,0,alle,29593,ikke_arbutd_innvkat_alder,personer
2010,12,alle,1,16_25,3777,ikke_arbutd_innvkat_alder,personer
2010,12,alle,1,26_66,22198,ikke_arbutd_innvkat_alder,personer
2010,12,alle,1,alle,25975,ikke_arbutd_innvkat_alder,personer
2010,12,alle,alle,16_25,7175,ikke_arbutd_innvkat_alder,personer
2010,12,alle,alle,26_66,48393,ikke_arbutd_innvkat_alder,personer
2010,12,alle,alle,alle,55568,ikke_arbutd_innvkat_alder,personer
2010,12,befolkningen_ellers,0,16_25,2394,ikke_arbutd_innvkat_alder,personer
2010,12,befolkningen_ellers,0,26_66,21689,ikke_arbutd_innvkat_alder,personer
2010,12,befolkningen_ellers,0,alle,24083,ikke_arbutd_innvkat_alder,personer
2010,12,befolkningen_ellers,1,16_25,3009,ikke_arbutd_innvkat_alder,personer
2010,12,befolkningen_ellers,1,26_66,17871,ikke_arbutd_innvkat_alder,personer
2010,12,befolkningen_ellers,1,alle,20880,ikke_arbutd_innvkat_alder,personer
2010,12,befolkningen_ellers,alle,16_25,5403,ikke_arbutd_innvkat_alder,personer
2010,12,befolkningen_ellers,alle,26_66,39560,ikke_arbutd_innvkat_alder,personer
2010,12,befolkningen_ellers,alle,alle,44963,ikke_arbutd_innvkat_alder,personer
2010,12,innvandrere,0,16_25,1004,ikke_arbutd_innvkat_alder,personer
2010,12,innvandrere,0,26_66,4506,ikke_arbutd_innvkat_alder,personer
2010,12,innvandrere,0,alle,5510,ikke_arbutd_innvkat_alder,personer
2010,12,innvandrere,1,16_25,768,ikke_arbutd_innvkat_alder,personer
2010,12,innvandrere,1,26_66,4327,ikke_arbutd_innvkat_alder,personer
2010,12,innvandrere,1,alle,5095,ikke_arbutd_innvkat_alder,personer
2010,12,innvandrere,alle,16_25,1772,ikke_arbutd_innvkat_alder,personer
2010,12,innvandrere,alle,26_66,8833,ikke_arbutd_innvkat_alder,personer
2010,12,innvandrere,alle,alle,10605,ikke_arbutd_innvkat_alder,personer
2010,14,alle,0,16_25,600,ikke_arbutd_innvkat_alder,personer
2010,14,alle,0,26_66,4738,ikke_arbutd_innvkat_alder,personer
2010,14,alle,0,alle,5338,ikke_arbutd_innvkat_alder,personer
2010,14,alle,1,16_25,677,ikke_arbutd_innvkat_alder,personer
2010,14,alle,1,26_66,4025,ikke_arbutd_innvkat_alder,personer
2010,14,alle,1,alle,4702,ikke_arbutd_innvkat_alder,personer
2010,14,alle,alle,16_25,1277,ikke_arbutd_innvkat_alder,personer
2010,14,alle,alle,26_66,8763,ikke_arbutd_innvkat_alder,personer
2010,14,alle,alle,alle,10040,ikke_arbutd_innvkat_alder,personer
2010,14,befolkningen_ellers,0,16_25,371,ikke_arbutd_innvkat_alder,personer
2010,14,befolkningen_ellers,0,26_66,4060,ikke_arbutd_innvkat_alder,personer
2010,14,befolkningen_ellers,0,alle,4431,ikke_arbutd_innvkat_alder,personer
2010,14,befolkningen_ellers,1,16_25,463,ikke_arbutd_innvkat_alder,personer
2010,14,befolkningen_ellers,1,26_66,3466,ikke_arbutd_innvkat_alder,personer
2010,14,befolkningen_ellers,1,alle,3929,ikke_arbutd_innvkat_alder,personer
2010,14,befolkningen_ellers,alle,16_25,834,ikke_arbutd_innvkat_alder,personer
2010,14,befolkningen_ellers,alle,26_66,7526,ikke_arbutd_innvkat_alder,personer
2010,14,befolkningen_ellers,alle,alle,8360,ikke_arbutd_innvkat_alder,personer
2010,14,innvandrere,0,16_25,229,ikke_arbutd_innvkat_alder,personer
2010,14,innvandrere,0,26_66,678,ikke_arbutd_innvkat_alder,personer
2010,14,innvandrere,0,alle,907,ikke_arbutd_innvkat_alder,personer
2010,14,innvandrere,1,16_25,214,ikke_arbutd_innvkat_alder,personer
2010,14,innvandrere,1,26_66,559,ikke_arbutd_innvkat_alder,personer
2010,14,innvandrere,1,alle,773,ikke_arbutd_innvkat_alder,personer
2010,14,innvandrere,alle,16_25,443,ikke_arbutd_innvkat_alder,personer
2010,14,innvandrere,alle,26_66,1237,ikke_arbutd_innvkat_alder,personer
2010,14,innvandrere,alle,alle,1680,ikke_arbutd_innvkat_alder,personer
2010,15,alle,0,16_25,1514,ikke_arbutd_innvkat_alder,personer
2010,15,alle,0,26_66,13361,ikke_arbutd_innvkat_alder,personer
2010,15,alle,0,alle,14875,ikke_arbutd_innvkat_alder,personer
2010,15,alle,1,16_25,1811,ikke_arbutd_innvkat_alder,personer
2010,15,alle,1,26_66,10575,ikke_arbutd_innvkat_alder,personer
2010,15,alle,1,alle,12386,ikke_arbutd_innvkat_alder,personer
2010,15,alle,alle,16_25,3325,ikke_arbutd_innvkat_alder,personer
2010,15,alle,alle,26_66,23936,ikke_arbutd_innvkat_alder,personer
2010,15,alle,alle,alle,27261,ikke_arbutd_innvkat_alder,personer
2010,15,befolkningen_ellers,0,16_25,1131,ikke_arbutd_innvkat_alder,personer
2010,15,befolkningen_ellers,0,26_66,11590,ikke_arbutd_innvkat_alder,personer
2010,15,befolkningen_ellers,0,alle,12721,ikke_arbutd_innvkat_alder,personer
2010,15,befolkningen_ellers,1,16_25,1492,ikke_arbutd_innvkat_alder,personer
2010,15,befolkningen_ellers,1,26_66,9128,ikke_arbutd_innvkat_alder,personer
2010,15,befolkningen_ellers,1,alle,10620,ikke_arbutd_innvkat_alder,personer
2010,15,befolkningen_ellers,alle,16_25,2623,ikke_arbutd_innvkat_alder,personer
2010,15,befolkningen_ellers,alle,26_66,20718,ikke_arbutd_innvkat_alder,personer
2010,15,befolkningen_ellers,alle,alle,23341,ikke_arbutd_innvkat_alder,personer
2010,15,innvandrere,0,16_25,383,ikke_arbutd_innvkat_alder,personer
2010,15,innvandrere,0,26_66,1771,ikke_arbutd_innvkat_alder,personer
2010,15,innvandrere,0,alle,2154,ikke_arbutd_innvkat_alder,personer
2010,15,innvandrere,1,16_25,319,ikke_arbutd_innvkat_alder,personer
2010,15,innvandrere,1,26_66,1447,ikke_arbutd_innvkat_alder,personer
2010,15,innvandrere,1,alle,1766,ikke_arbutd_innvkat_alder,personer
2010,15,innvandrere,alle,16_25,702,ikke_arbutd_innvkat_alder,personer
2010,15,innvandrere,alle,26_66,3218,ikke_arbutd_innvkat_alder,personer
2010,15,innvandrere,alle,alle,3920,ikke_arbutd_innvkat_alder,personer
2010,16,alle,0,16_25,2191,ikke_arbutd_innvkat_alder,personer
2010,16,alle,0,26_66,17087,ikke_arbutd_innvkat_alder,personer
2010,16,alle,0,alle,19278,ikke_arbutd_innvkat_alder,personer
2010,16,alle,1,16_25,2532,ikke_arbutd_innvkat_alder,personer
2010,16,alle,1,26_66,13365,ikke_arbutd_innvkat_alder,personer
2010,16,alle,1,alle,15897,ikke_arbutd_innvkat_alder,personer
2010,16,alle,alle,16_25,4723,ikke_arbutd_innvkat_alder,personer
2010,16,alle,alle,26_66,30452,ikke_arbutd_innvkat_alder,personer
2010,16,alle,alle,alle,35175,ikke_arbutd_innvkat_alder,personer
2010,16,befolkningen_ellers,0,16_25,1587,ikke_arbutd_innvkat_alder,personer
2010,16,befolkningen_ellers,0,26_66,14754,ikke_arbutd_innvkat_alder,personer
2010,16,befolkningen_ellers,0,alle,16341,ikke_arbutd_innvkat_alder,personer
2010,16,befolkningen_ellers,1,16_25,1958,ikke_arbutd_innvkat_alder,personer
2010,16,befolkningen_ellers,1,26_66,11407,ikke_arbutd_innvkat_alder,personer
2010,16,befolkningen_ellers,1,alle,13365,ikke_arbutd_innvkat_alder,personer
2010,16,befolkningen_ellers,alle,16_25,3545,ikke_arbutd_innvkat_alder,personer
2010,16,befolkningen_ellers,alle,26_66,26161,ikke_arbutd_innvkat_alder,personer
2010,16,befolkningen_ellers,alle,alle,29706,ikke_arbutd_innvkat_alder,personer
2010,16,innvandrere,0,16_25,604,ikke_arbutd_innvkat_alder,personer
2010,16,innvandrere,0,26_66,2333,ikke_arbutd_innvkat_alder,personer
2010,16,innvandrere,0,alle,2937,ikke_arbutd_innvkat_alder,personer
2010,16,innvandrere,1,16_25,574,ikke_arbutd_innvkat_alder,personer
2010,16,innvandrere,1,26_66,1958,ikke_arbutd_innvkat_alder,personer
2010,16,innvandrere,1,alle,2532,ikke_arbutd_innvkat_alder,personer
2010,16,innvandrere,alle,16_25,1178,ikke_arbutd_innvkat_alder,personer
2010,16,innvandrere,alle,26_66,4291,ikke_arbutd_innvkat_alder,personer
2010,16,innvandrere,alle,alle,5469,ikke_arbutd_innvkat_alder,personer
2010,17,alle,0,16_25,943,ikke_arbutd_innvkat_alder,personer
2010,17,alle,0,26_66,7512,ikke_arbutd_innvkat_alder,personer
2010,17,alle,0,alle,8455,ikke_arbutd_innvkat_alder,personer
2010,17,alle,1,16_25,1110,ikke_arbutd_innvkat_alder,personer
2010,17,alle,1,26_66,6110,ikke_arbutd_innvkat_alder,personer
2010,17,alle,1,alle,7220,ikke_arbutd_innvkat_alder,personer
2010,17,alle,alle,16_25,2053,ikke_arbutd_innvkat_alder,personer
2010,17,alle,alle,26_66,13622,ikke_arbutd_innvkat_alder,personer
2010,17,alle,alle,alle,15675,ikke_arbutd_innvkat_alder,personer
2010,17,befolkningen_ellers,0,16_25,771,ikke_arbutd_innvkat_alder,personer
2010,17,befolkningen_ellers,0,26_66,6800,ikke_arbutd_innvkat_alder,personer
2010,17,befolkningen_ellers,0,alle,7571,ikke_arbutd_innvkat_alder,personer
2010,17,befolkningen_ellers,1,16_25,898,ikke_arbutd_innvkat_alder,personer
2010,17,befolkningen_ellers,1,26_66,5462,ikke_arbutd_innvkat_alder,personer
2010,17,befolkningen_ellers,1,alle,6360,ikke_arbutd_innvkat_alder,personer
2010,17,befolkningen_ellers,alle,16_25,1669,ikke_arbutd_innvkat_alder,personer
2010,17,befolkningen_ellers,alle,26_66,12262,ikke_arbutd_innvkat_alder,personer
2010,17,befolkningen_ellers,alle,alle,13931,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,0,16_25,172,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,0,26_66,712,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,0,alle,884,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,1,16_25,212,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,1,26_66,648,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,1,alle,860,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,alle,16_25,384,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,alle,26_66,1360,ikke_arbutd_innvkat_alder,personer
2010,17,innvandrere,alle,alle,1744,ikke_arbutd_innvkat_alder,personer
2010,18,alle,0,16_25,1742,ikke_arbutd_innvkat_alder,personer
2010,18,alle,0,26_66,14019,ikke_arbutd_innvkat_alder,personer
2010,18,alle,0,alle,15761,ikke_arbutd_innvkat_alder,personer
2010,18,alle,1,16_25,2123,ikke_arbutd_innvkat_alder,personer
2010,18,alle,1,26_66,12395,ikke_arbutd_innvkat_alder,personer
2010,18,alle,1,alle,14518,ikke_arbutd_innvkat_alder,personer
2010,18,alle,alle,16_25,3865,ikke_arbutd_innvkat_alder,personer
2010,18,alle,alle,26_66,26414,ikke_arbutd_innvkat_alder,personer
2010,18,alle,alle,alle,30279,ikke_arbutd_innvkat_alder,personer
2010,18,befolkningen_ellers,0,16_25,1417,ikke_arbutd_innvkat_alder,personer
2010,18,befolkningen_ellers,0,26_66,12704,ikke_arbutd_innvkat_alder,personer
2010,18,befolkningen_ellers,0,alle,14121,ikke_arbutd_innvkat_alder,personer
2010,18,befolkningen_ellers,1,16_25,1676,ikke_arbutd_innvkat_alder,personer
2010,18,befolkningen_ellers,1,26_66,11321,ikke_arbutd_innvkat_alder,personer
2010,18,befolkningen_ellers,1,alle,12997,ikke_arbutd_innvkat_alder,personer
2010,18,befolkningen_ellers,alle,16_25,3093,ikke_arbutd_innvkat_alder,personer
2010,18,befolkningen_ellers,alle,26_66,24025,ikke_arbutd_innvkat_alder,personer
2010,18,befolkningen_ellers,alle,alle,27118,ikke_arbutd_innvkat_alder,personer
2010,18,innvandrere,0,16_25,325,ikke_arbutd_innvkat_alder,personer
2010,18,innvandrere,0,26_66,1315,ikke_arbutd_innvkat_alder,personer
2010,18,innvandrere,0,alle,1640,ikke_arbutd_innvkat_alder,personer
2010,18,innvandrere,1,16_25,447,ikke_arbutd_innvkat_alder,personer
2010,18,innvandrere,1,26_66,1074,ikke_arbutd_innvkat_alder,personer
2010,18,innvandrere,1,alle,1521,ikke_arbutd_innvkat_alder,personer
2010,18,innvandrere,alle,16_25,772,ikke_arbutd_innvkat_alder,personer
2010,18,innvandrere,alle,26_66,2389,ikke_arbutd_innvkat_alder,personer
2010,18,innvandrere,alle,alle,3161,ikke_arbutd_innvkat_alder,personer
2010,19,alle,0,16_25,1187,ikke_arbutd_innvkat_alder,personer
2010,19,alle,0,26_66,9103,ikke_arbutd_innvkat_alder,personer
2010,19,alle,0,alle,10290,ikke_arbutd_innvkat_alder,personer
2010,19,alle,1,16_25,1426,ikke_arbutd_innvkat_alder,personer
2010,19,alle,1,26_66,8293,ikke_arbutd_innvkat_alder,personer
2010,19,alle,1,alle,9719,ikke_arbutd_innvkat_alder,personer
2010,19,alle,alle,16_25,2613,ikke_arbutd_innvkat_alder,personer
2010,19,alle,alle,26_66,17396,ikke_arbutd_innvkat_alder,personer
2010,19,alle,alle,alle,20009,ikke_arbutd_innvkat_alder,personer
2010,19,befolkningen_ellers,0,16_25,946,ikke_arbutd_innvkat_alder,personer
2010,19,befolkningen_ellers,0,26_66,8170,ikke_arbutd_innvkat_alder,personer
2010,19,befolkningen_ellers,0,alle,9116,ikke_arbutd_innvkat_alder,personer
2010,19,befolkningen_ellers,1,16_25,1061,ikke_arbutd_innvkat_alder,personer
2010,19,befolkningen_ellers,1,26_66,7425,ikke_arbutd_innvkat_alder,personer
2010,19,befolkningen_ellers,1,alle,8486,ikke_arbutd_innvkat_alder,personer
2010,19,befolkningen_ellers,alle,16_25,2007,ikke_arbutd_innvkat_alder,personer
2010,19,befolkningen_ellers,alle,26_66,15595,ikke_arbutd_innvkat_alder,personer
2010,19,befolkningen_ellers,alle,alle,17602,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,0,16_25,241,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,0,26_66,933,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,0,alle,1174,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,1,16_25,365,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,1,26_66,868,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,1,alle,1233,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,alle,16_25,606,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,alle,26_66,1801,ikke_arbutd_innvkat_alder,personer
2010,19,innvandrere,alle,alle,2407,ikke_arbutd_innvkat_alder,personer
2010,20,alle,0,16_25,495,ikke_arbutd_innvkat_alder,personer
2010,20,alle,0,26_66,4199,ikke_arbutd_innvkat_alder,personer
2010,20,alle,0,alle,4694,ikke_arbutd_innvkat_alder,personer
2010,20,alle,1,16_25,694,ikke_arbutd_innvkat_alder,personer
