aar,naringsregion_nr,innvkat_2,tabellvariabel,tabell_navn,enhet
2009,60,befolkningen_ellers,10565,sysselsatte_innvkat,personer
2009,60,innvandrere,432,sysselsatte_innvkat,personer
2009,61,alle,116050,sysselsatte_innvkat,personer
2009,61,befolkningen_ellers,106936,sysselsatte_innvkat,personer
2009,61,innvandrere,9114,sysselsatte_innvkat,personer
2009,62,alle,4479,sysselsatte_innvkat,personer
2009,62,befolkningen_ellers,4264,sysselsatte_innvkat,personer
2009,62,innvandrere,215,sysselsatte_innvkat,personer
2009,63,alle,13035,sysselsatte_innvkat,personer
2009,63,befolkningen_ellers,12520,sysselsatte_innvkat,personer
2009,63,innvandrere,515,sysselsatte_innvkat,personer
2009,64,alle,31224,sysselsatte_innvkat,personer
2009,64,befolkningen_ellers,29865,sysselsatte_innvkat,personer
2009,64,innvandrere,1359,sysselsatte_innvkat,personer
2009,65,alle,4484,sysselsatte_innvkat,personer
2009,65,befolkningen_ellers,4317,sysselsatte_innvkat,personer
2009,65,innvandrere,167,sysselsatte_innvkat,personer
2009,66,alle,4875,sysselsatte_innvkat,personer
2009,66,befolkningen_ellers,4672,sysselsatte_innvkat,personer
2009,66,innvandrere,203,sysselsatte_innvkat,personer
2009,67,alle,10034,sysselsatte_innvkat,personer
2009,67,befolkningen_ellers,9634,sysselsatte_innvkat,personer
2009,67,innvandrere,400,sysselsatte_innvkat,personer
2009,68,alle,6383,sysselsatte_innvkat,personer
2009,68,befolkningen_ellers,6163,sysselsatte_innvkat,personer
2009,68,innvandrere,220,sysselsatte_innvkat,personer
2009,69,alle,6189,sysselsatte_innvkat,personer
2009,69,befolkningen_ellers,5885,sysselsatte_innvkat,personer
2009,69,innvandrere,304,sysselsatte_innvkat,personer
2009,70,alle,1847,sysselsatte_innvkat,personer
2009,70,befolkningen_ellers,1728,sysselsatte_innvkat,personer
2009,70,innvandrere,119,sysselsatte_innvkat,personer
2009,71,alle,8201,sysselsatte_innvkat,personer
2009,71,befolkningen_ellers,7912,sysselsatte_innvkat,personer
2009,71,innvandrere,289,sysselsatte_innvkat,personer
2009,72,alle,15416,sysselsatte_innvkat,personer
2009,72,befolkningen_ellers,14761,sysselsatte_innvkat,personer
2009,72,innvandrere,655,sysselsatte_innvkat,personer
2009,73,alle,40100,sysselsatte_innvkat,personer
2009,73,befolkningen_ellers,38145,sysselsatte_innvkat,personer
2009,73,innvandrere,1955,sysselsatte_innvkat,personer
2009,74,alle,12275,sysselsatte_innvkat,personer
2009,74,befolkningen_ellers,11436,sysselsatte_innvkat,personer
2009,74,innvandrere,839,sysselsatte_innvkat,personer
2009,75,alle,11594,sysselsatte_innvkat,personer
2009,75,befolkningen_ellers,10841,sysselsatte_innvkat,personer
2009,75,innvandrere,753,sysselsatte_innvkat,personer
2009,76,alle,15564,sysselsatte_innvkat,personer
2009,76,befolkningen_ellers,14788,sysselsatte_innvkat,personer
2009,76,innvandrere,776,sysselsatte_innvkat,personer
2009,77,alle,17445,sysselsatte_innvkat,personer
2009,77,befolkningen_ellers,16592,sysselsatte_innvkat,personer
2009,77,innvandrere,853,sysselsatte_innvkat,personer
2009,78,alle,14882,sysselsatte_innvkat,personer
2009,78,befolkningen_ellers,14202,sysselsatte_innvkat,personer
2009,78,innvandrere,680,sysselsatte_innvkat,personer
2009,79,alle,40498,sysselsatte_innvkat,personer
2009,79,befolkningen_ellers,37079,sysselsatte_innvkat,personer
2009,79,innvandrere,3419,sysselsatte_innvkat,personer
2009,80,alle,7933,sysselsatte_innvkat,personer
2009,80,befolkningen_ellers,7614,sysselsatte_innvkat,personer
2009,80,innvandrere,319,sysselsatte_innvkat,personer
2009,81,alle,18471,sysselsatte_innvkat,personer
2009,81,befolkningen_ellers,16889,sysselsatte_innvkat,personer
2009,81,innvandrere,1582,sysselsatte_innvkat,personer
2009,82,alle,7069,sysselsatte_innvkat,personer
2009,82,befolkningen_ellers,6591,sysselsatte_innvkat,personer
2009,82,innvandrere,478,sysselsatte_innvkat,personer
2009,83,alle,11691,sysselsatte_innvkat,personer
2009,83,befolkningen_ellers,10437,sysselsatte_innvkat,personer
2009,83,innvandrere,1254,sysselsatte_innvkat,personer
2010,01,alle,13525,sysselsatte_innvkat,personer
2010,01,befolkningen_ellers,12446,sysselsatte_innvkat,personer
2010,01,innvandrere,1079,sysselsatte_innvkat,personer
2010,02,alle,28625,sysselsatte_innvkat,personer
2010,02,befolkningen_ellers,25957,sysselsatte_innvkat,personer
2010,02,innvandrere,2668,sysselsatte_innvkat,personer
2010,03,alle,27220,sysselsatte_innvkat,personer
2010,03,befolkningen_ellers,24382,sysselsatte_innvkat,personer
2010,03,innvandrere,2838,sysselsatte_innvkat,personer
2010,04,alle,62197,sysselsatte_innvkat,personer
2010,04,befolkningen_ellers,55900,sysselsatte_innvkat,personer
2010,04,innvandrere,6297,sysselsatte_innvkat,personer
2010,05,alle,85761,sysselsatte_innvkat,personer
2010,05,befolkningen_ellers,73035,sysselsatte_innvkat,personer
2010,05,innvandrere,12726,sysselsatte_innvkat,personer
2010,06,alle,65811,sysselsatte_innvkat,personer
2010,06,befolkningen_ellers,58302,sysselsatte_innvkat,personer
2010,06,innvandrere,7509,sysselsatte_innvkat,personer
2010,07,alle,83757,sysselsatte_innvkat,personer
2010,07,befolkningen_ellers,72587,sysselsatte_innvkat,personer
2010,07,innvandrere,11170,sysselsatte_innvkat,personer
2010,08,alle,46713,sysselsatte_innvkat,personer
2010,08,befolkningen_ellers,41917,sysselsatte_innvkat,personer
2010,08,innvandrere,4796,sysselsatte_innvkat,personer
2010,09,alle,319866,sysselsatte_innvkat,personer
2010,09,befolkningen_ellers,248356,sysselsatte_innvkat,personer
2010,09,innvandrere,71510,sysselsatte_innvkat,personer
2010,10,alle,8114,sysselsatte_innvkat,personer
2010,10,befolkningen_ellers,7655,sysselsatte_innvkat,personer
2010,10,innvandrere,459,sysselsatte_innvkat,personer
2010,11,alle,24483,sysselsatte_innvkat,personer
2010,11,befolkningen_ellers,23099,sysselsatte_innvkat,personer
2010,11,innvandrere,1384,sysselsatte_innvkat,personer
2010,12,alle,43203,sysselsatte_innvkat,personer
2010,12,befolkningen_ellers,40496,sysselsatte_innvkat,personer
2010,12,innvandrere,2707,sysselsatte_innvkat,personer
2010,13,alle,17056,sysselsatte_innvkat,personer
2010,13,befolkningen_ellers,16044,sysselsatte_innvkat,personer
2010,13,innvandrere,1012,sysselsatte_innvkat,personer
2010,14,alle,35246,sysselsatte_innvkat,personer
2010,14,befolkningen_ellers,33011,sysselsatte_innvkat,personer
2010,14,innvandrere,2235,sysselsatte_innvkat,personer
2010,15,alle,14485,sysselsatte_innvkat,personer
2010,15,befolkningen_ellers,13622,sysselsatte_innvkat,personer
2010,15,innvandrere,863,sysselsatte_innvkat,personer
2010,16,alle,19649,sysselsatte_innvkat,personer
2010,16,befolkningen_ellers,18202,sysselsatte_innvkat,personer
2010,16,innvandrere,1447,sysselsatte_innvkat,personer
2010,17,alle,6851,sysselsatte_innvkat,personer
2010,17,befolkningen_ellers,6474,sysselsatte_innvkat,personer
2010,17,innvandrere,377,sysselsatte_innvkat,personer
2010,18,alle,9831,sysselsatte_innvkat,personer
2010,18,befolkningen_ellers,9438,sysselsatte_innvkat,personer
2010,18,innvandrere,393,sysselsatte_innvkat,personer
2010,19,alle,9513,sysselsatte_innvkat,personer
2010,19,befolkningen_ellers,8934,sysselsatte_innvkat,personer
2010,19,innvandrere,579,sysselsatte_innvkat,personer
2010,20,alle,85960,sysselsatte_innvkat,personer
2010,20,befolkningen_ellers,74808,sysselsatte_innvkat,personer
2010,20,innvandrere,11152,sysselsatte_innvkat,personer
2010,21,alle,11069,sysselsatte_innvkat,personer
2010,21,befolkningen_ellers,9782,sysselsatte_innvkat,personer
2010,21,innvandrere,1287,sysselsatte_innvkat,personer
2010,22,alle,16851,sysselsatte_innvkat,personer
2010,22,befolkningen_ellers,15221,sysselsatte_innvkat,personer
2010,22,innvandrere,1630,sysselsatte_innvkat,personer
2010,23,alle,9608,sysselsatte_innvkat,personer
2010,23,befolkningen_ellers,9064,sysselsatte_innvkat,personer
2010,23,innvandrere,544,sysselsatte_innvkat,personer
2010,24,alle,17901,sysselsatte_innvkat,personer
2010,24,befolkningen_ellers,16285,sysselsatte_innvkat,personer
2010,24,innvandrere,1616,sysselsatte_innvkat,personer
2010,25,alle,64242,sysselsatte_innvkat,personer
2010,25,befolkningen_ellers,58424,sysselsatte_innvkat,personer
2010,25,innvandrere,5818,sysselsatte_innvkat,personer
2010,26,alle,42720,sysselsatte_innvkat,personer
2010,26,befolkningen_ellers,38538,sysselsatte_innvkat,personer
2010,26,innvandrere,4182,sysselsatte_innvkat,personer
2010,27,alle,57384,sysselsatte_innvkat,personer
2010,27,befolkningen_ellers,52800,sysselsatte_innvkat,personer
2010,27,innvandrere,4584,sysselsatte_innvkat,personer
2010,28,alle,7952,sysselsatte_innvkat,personer
2010,28,befolkningen_ellers,7430,sysselsatte_innvkat,personer
2010,28,innvandrere,522,sysselsatte_innvkat,personer
2010,29,alle,9639,sysselsatte_innvkat,personer
2010,29,befolkningen_ellers,8935,sysselsatte_innvkat,personer
2010,29,innvandrere,704,sysselsatte_innvkat,personer
2010,30,alle,7543,sysselsatte_innvkat,personer
2010,30,befolkningen_ellers,7058,sysselsatte_innvkat,personer
2010,30,innvandrere,485,sysselsatte_innvkat,personer
2010,31,alle,3641,sysselsatte_innvkat,personer
2010,31,befolkningen_ellers,3325,sysselsatte_innvkat,personer
2010,31,innvandrere,316,sysselsatte_innvkat,personer
2010,32,alle,42328,sysselsatte_innvkat,personer
2010,32,befolkningen_ellers,38939,sysselsatte_innvkat,personer
2010,32,innvandrere,3389,sysselsatte_innvkat,personer
2010,33,alle,17631,sysselsatte_innvkat,personer
2010,33,befolkningen_ellers,16340,sysselsatte_innvkat,personer
2010,33,innvandrere,1291,sysselsatte_innvkat,personer
2010,34,alle,11793,sysselsatte_innvkat,personer
2010,34,befolkningen_ellers,10943,sysselsatte_innvkat,personer
2010,34,innvandrere,850,sysselsatte_innvkat,personer
2010,35,alle,64396,sysselsatte_innvkat,personer
2010,35,befolkningen_ellers,57673,sysselsatte_innvkat,personer
2010,35,innvandrere,6723,sysselsatte_innvkat,personer
2010,36,alle,12240,sysselsatte_innvkat,personer
2010,36,befolkningen_ellers,11286,sysselsatte_innvkat,personer
2010,36,innvandrere,954,sysselsatte_innvkat,personer
2010,37,alle,49784,sysselsatte_innvkat,personer
2010,37,befolkningen_ellers,45488,sysselsatte_innvkat,personer
2010,37,innvandrere,4296,sysselsatte_innvkat,personer
2010,38,alle,11883,sysselsatte_innvkat,personer
2010,38,befolkningen_ellers,10819,sysselsatte_innvkat,personer
2010,38,innvandrere,1064,sysselsatte_innvkat,personer
2010,39,alle,157794,sysselsatte_innvkat,personer
2010,39,befolkningen_ellers,135784,sysselsatte_innvkat,personer
2010,39,innvandrere,22010,sysselsatte_innvkat,personer
2010,40,alle,136609,sysselsatte_innvkat,personer
2010,40,befolkningen_ellers,121091,sysselsatte_innvkat,personer
2010,40,innvandrere,15518,sysselsatte_innvkat,personer
2010,41,alle,12224,sysselsatte_innvkat,personer
2010,41,befolkningen_ellers,11351,sysselsatte_innvkat,personer
2010,41,innvandrere,873,sysselsatte_innvkat,personer
2010,42,alle,11725,sysselsatte_innvkat,personer
2010,42,befolkningen_ellers,10871,sysselsatte_innvkat,personer
2010,42,innvandrere,854,sysselsatte_innvkat,personer
2010,43,alle,7192,sysselsatte_innvkat,personer
2010,43,befolkningen_ellers,6846,sysselsatte_innvkat,personer
2010,43,innvandrere,346,sysselsatte_innvkat,personer
2010,44,alle,16184,sysselsatte_innvkat,personer
2010,44,befolkningen_ellers,15022,sysselsatte_innvkat,personer
2010,44,innvandrere,1162,sysselsatte_innvkat,personer
2010,45,alle,5857,sysselsatte_innvkat,personer
2010,45,befolkningen_ellers,5515,sysselsatte_innvkat,personer
2010,45,innvandrere,342,sysselsatte_innvkat,personer
2010,46,alle,31431,sysselsatte_innvkat,personer
2010,46,befolkningen_ellers,29257,sysselsatte_innvkat,personer
2010,46,innvandrere,2174,sysselsatte_innvkat,personer
2010,47,alle,29867,sysselsatte_innvkat,personer
2010,47,befolkningen_ellers,27826,sysselsatte_innvkat,personer
2010,47,innvandrere,2041,sysselsatte_innvkat,personer
2010,48,alle,3897,sysselsatte_innvkat,personer
2010,48,befolkningen_ellers,3633,sysselsatte_innvkat,personer
2010,48,innvandrere,264,sysselsatte_innvkat,personer
2010,49,alle,16994,sysselsatte_innvkat,personer
2010,49,befolkningen_ellers,15552,sysselsatte_innvkat,personer
2010,49,innvandrere,1442,sysselsatte_innvkat,personer
2010,50,alle,16904,sysselsatte_innvkat,personer
2010,50,befolkningen_ellers,15719,sysselsatte_innvkat,personer
2010,50,innvandrere,1185,sysselsatte_innvkat,personer
2010,51,alle,17353,sysselsatte_innvkat,personer
2010,51,befolkningen_ellers,16167,sysselsatte_innvkat,personer
2010,51,innvandrere,1186,sysselsatte_innvkat,personer
2010,52,alle,30583,sysselsatte_innvkat,personer
2010,52,befolkningen_ellers,28655,sysselsatte_innvkat,personer
2010,52,innvandrere,1928,sysselsatte_innvkat,personer
2010,53,alle,29616,sysselsatte_innvkat,personer
2010,53,befolkningen_ellers,27490,sysselsatte_innvkat,personer
2010,53,innvandrere,2126,sysselsatte_innvkat,personer
2010,54,alle,9224,sysselsatte_innvkat,personer
2010,54,befolkningen_ellers,8213,sysselsatte_innvkat,personer
2010,54,innvandrere,1011,sysselsatte_innvkat,personer
2010,55,alle,23634,sysselsatte_innvkat,personer
2010,55,befolkningen_ellers,21459,sysselsatte_innvkat,personer
2010,55,innvandrere,2175,sysselsatte_innvkat,personer
2010,56,alle,38735,sysselsatte_innvkat,personer
2010,56,befolkningen_ellers,35295,sysselsatte_innvkat,personer
2010,56,innvandrere,3440,sysselsatte_innvkat,personer
2010,57,alle,12092,sysselsatte_innvkat,personer
2010,57,befolkningen_ellers,11598,sysselsatte_innvkat,personer
2010,57,innvandrere,494,sysselsatte_innvkat,personer
2010,58,alle,4448,sysselsatte_innvkat,personer
2010,58,befolkningen_ellers,3670,sysselsatte_innvkat,personer
2010,58,innvandrere,778,sysselsatte_innvkat,personer
2010,59,alle,4839,sysselsatte_innvkat,personer
2010,59,befolkningen_ellers,4606,sysselsatte_innvkat,personer
2010,59,innvandrere,233,sysselsatte_innvkat,personer
2010,60,alle,11069,sysselsatte_innvkat,personer
2010,60,befolkningen_ellers,10582,sysselsatte_innvkat,personer
2010,60,innvandrere,487,sysselsatte_innvkat,personer
2010,61,alle,117029,sysselsatte_innvkat,personer
2010,61,befolkningen_ellers,106996,sysselsatte_innvkat,personer
2010,61,innvandrere,10033,sysselsatte_innvkat,personer
2010,62,alle,4482,sysselsatte_innvkat,personer
2010,62,befolkningen_ellers,4236,sysselsatte_innvkat,personer
2010,62,innvandrere,246,sysselsatte_innvkat,personer
2010,63,alle,13150,sysselsatte_innvkat,personer
2010,63,befolkningen_ellers,12537,sysselsatte_innvkat,personer
2010,63,innvandrere,613,sysselsatte_innvkat,personer
2010,64,alle,31102,sysselsatte_innvkat,personer
2010,64,befolkningen_ellers,29784,sysselsatte_innvkat,personer
2010,64,innvandrere,1318,sysselsatte_innvkat,personer
2010,65,alle,4486,sysselsatte_innvkat,personer
2010,65,befolkningen_ellers,4306,sysselsatte_innvkat,personer
2010,65,innvandrere,180,sysselsatte_innvkat,personer
2010,66,alle,4933,sysselsatte_innvkat,personer
2010,66,befolkningen_ellers,4689,sysselsatte_innvkat,personer
2010,66,innvandrere,244,sysselsatte_innvkat,personer
2010,67,alle,10097,sysselsatte_innvkat,personer
2010,67,befolkningen_ellers,9654,sysselsatte_innvkat,personer
2010,67,innvandrere,443,sysselsatte_innvkat,personer
2010,68,alle,6397,sysselsatte_innvkat,personer
2010,68,befolkningen_ellers,6155,sysselsatte_innvkat,personer
2010,68,innvandrere,242,sysselsatte_innvkat,personer
2010,69,alle,6218,sysselsatte_innvkat,personer
2010,69,befolkningen_ellers,5837,sysselsatte_innvkat,personer
2010,69,innvandrere,381,sysselsatte_innvkat,personer
2010,70,alle,1865,sysselsatte_innvkat,personer
2010,70,befolkningen_ellers,1718,sysselsatte_innvkat,personer
2010,70,innvandrere,147,sysselsatte_innvkat,personer
2010,71,alle,8159,sysselsatte_innvkat,personer
2010,71,befolkningen_ellers,7830,sysselsatte_innvkat,personer
2010,71,innvandrere,329,sysselsatte_innvkat,personer
2010,72,alle,15525,sysselsatte_innvkat,personer
2010,72,befolkningen_ellers,14798,sysselsatte_innvkat,personer
2010,72,innvandrere,727,sysselsatte_innvkat,personer
2010,73,alle,40612,sysselsatte_innvkat,personer
2010,73,befolkningen_ellers,38415,sysselsatte_innvkat,personer
2010,73,innvandrere,2197,sysselsatte_innvkat,personer
2010,74,alle,12258,sysselsatte_innvkat,personer
2010,74,befolkningen_ellers,11376,sysselsatte_innvkat,personer
2010,74,innvandrere,882,sysselsatte_innvkat,personer
2010,75,alle,11701,sysselsatte_innvkat,personer
2010,75,befolkningen_ellers,10878,sysselsatte_innvkat,personer
2010,75,innvandrere,823,sysselsatte_innvkat,personer
2010,76,alle,15575,sysselsatte_innvkat,personer
2010,76,befolkningen_ellers,14663,sysselsatte_innvkat,personer
2010,76,innvandrere,912,sysselsatte_innvkat,personer
2010,77,alle,17492,sysselsatte_innvkat,personer
2010,77,befolkningen_ellers,16511,sysselsatte_innvkat,personer
2010,77,innvandrere,981,sysselsatte_innvkat,personer
2010,78,alle,14673,sysselsatte_innvkat,personer
2010,78,befolkningen_ellers,13947,sysselsatte_innvkat,personer
2010,78,innvandrere,726,sysselsatte_innvkat,personer
2010,79,alle,40926,sysselsatte_innvkat,personer
2010,79,befolkningen_ellers,37163,sysselsatte_innvkat,personer
2010,79,innvandrere,3763,sysselsatte_innvkat,personer
2010,80,alle,7796,sysselsatte_innvkat,personer
2010,80,befolkningen_ellers,7451,sysselsatte_innvkat,personer
2010,80,innvandrere,345,sysselsatte_innvkat,personer
2010,81,alle,18666,sysselsatte_innvkat,personer
2010,81,befolkningen_ellers,16835,sysselsatte_innvkat,personer
2010,81,innvandrere,1831,sysselsatte_innvkat,personer
2010,82,alle,6971,sysselsatte_innvkat,personer
2010,82,befolkningen_ellers,6473,sysselsatte_innvkat,personer
2010,82,innvandrere,498,sysselsatte_innvkat,personer
2010,83,alle,11889,sysselsatte_innvkat,personer
2010,83,befolkningen_ellers,10460,sysselsatte_innvkat,personer
2010,83,innvandrere,1429,sysselsatte_innvkat,personer
2011,01,alle,13688,sysselsatte_innvkat,personer
2011,01,befolkningen_ellers,12481,sysselsatte_innvkat,personer
2011,01,innvandrere,1207,sysselsatte_innvkat,personer
2011,02,alle,28719,sysselsatte_innvkat,personer
2011,02,befolkningen_ellers,25717,sysselsatte_innvkat,personer
2011,02,innvandrere,3002,sysselsatte_innvkat,personer
2011,03,alle,27762,sysselsatte_innvkat,personer
2011,03,befolkningen_ellers,24594,sysselsatte_innvkat,personer
2011,03,innvandrere,3168,sysselsatte_innvkat,personer
2011,04,alle,62922,sysselsatte_innvkat,personer
2011,04,befolkningen_ellers,55884,sysselsatte_innvkat,personer
2011,04,innvandrere,7038,sysselsatte_innvkat,personer
2011,05,alle,87557,sysselsatte_innvkat,personer
2011,05,befolkningen_ellers,73374,sysselsatte_innvkat,personer
2011,05,innvandrere,14183,sysselsatte_innvkat,personer
2011,06,alle,67391,sysselsatte_innvkat,personer
2011,06,befolkningen_ellers,59057,sysselsatte_innvkat,personer
2011,06,innvandrere,8334,sysselsatte_innvkat,personer
2011,07,alle,85444,sysselsatte_innvkat,personer
2011,07,befolkningen_ellers,72881,sysselsatte_innvkat,personer
2011,07,innvandrere,12563,sysselsatte_innvkat,personer
2011,08,alle,48039,sysselsatte_innvkat,personer
2011,08,befolkningen_ellers,42299,sysselsatte_innvkat,personer
2011,08,innvandrere,5740,sysselsatte_innvkat,personer
2011,09,alle,330034,sysselsatte_innvkat,personer
2011,09,befolkningen_ellers,251538,sysselsatte_innvkat,personer
2011,09,innvandrere,78496,sysselsatte_innvkat,personer
2011,10,alle,8131,sysselsatte_innvkat,personer
2011,10,befolkningen_ellers,7606,sysselsatte_innvkat,personer
2011,10,innvandrere,525,sysselsatte_innvkat,personer
2011,11,alle,24366,sysselsatte_innvkat,personer
2011,11,befolkningen_ellers,22847,sysselsatte_innvkat,personer
2011,11,innvandrere,1519,sysselsatte_innvkat,personer
2011,12,alle,43654,sysselsatte_innvkat,personer
2011,12,befolkningen_ellers,40620,sysselsatte_innvkat,personer
2011,12,innvandrere,3034,sysselsatte_innvkat,personer
2011,13,alle,17002,sysselsatte_innvkat,personer
2011,13,befolkningen_ellers,15875,sysselsatte_innvkat,personer
2011,13,innvandrere,1127,sysselsatte_innvkat,personer
2011,14,alle,35458,sysselsatte_innvkat,personer
2011,14,befolkningen_ellers,32876,sysselsatte_innvkat,personer
2011,14,innvandrere,2582,sysselsatte_innvkat,personer
2011,15,alle,14669,sysselsatte_innvkat,personer
2011,15,befolkningen_ellers,13698,sysselsatte_innvkat,personer
2011,15,innvandrere,971,sysselsatte_innvkat,personer
2011,16,alle,19671,sysselsatte_innvkat,personer
2011,16,befolkningen_ellers,18128,sysselsatte_innvkat,personer
2011,16,innvandrere,1543,sysselsatte_innvkat,personer
2011,17,alle,6910,sysselsatte_innvkat,personer
2011,17,befolkningen_ellers,6481,sysselsatte_innvkat,personer
2011,17,innvandrere,429,sysselsatte_innvkat,personer
2011,18,alle,9794,sysselsatte_innvkat,personer
2011,18,befolkningen_ellers,9332,sysselsatte_innvkat,personer
2011,18,innvandrere,462,sysselsatte_innvkat,personer
2011,19,alle,9522,sysselsatte_innvkat,personer
2011,19,befolkningen_ellers,8846,sysselsatte_innvkat,personer
2011,19,innvandrere,676,sysselsatte_innvkat,personer
2011,20,alle,87948,sysselsatte_innvkat,personer
2011,20,befolkningen_ellers,75265,sysselsatte_innvkat,personer
2011,20,innvandrere,12683,sysselsatte_innvkat,personer
2011,21,alle,11103,sysselsatte_innvkat,personer
2011,21,befolkningen_ellers,9688,sysselsatte_innvkat,personer
2011,21,innvandrere,1415,sysselsatte_innvkat,personer
2011,22,alle,17167,sysselsatte_innvkat,personer
2011,22,befolkningen_ellers,15266,sysselsatte_innvkat,personer
2011,22,innvandrere,1901,sysselsatte_innvkat,personer
2011,23,alle,9639,sysselsatte_innvkat,personer
2011,23,befolkningen_ellers,8974,sysselsatte_innvkat,personer
2011,23,innvandrere,665,sysselsatte_innvkat,personer
2011,24,alle,18041,sysselsatte_innvkat,personer
2011,24,befolkningen_ellers,16216,sysselsatte_innvkat,personer
2011,24,innvandrere,1825,sysselsatte_innvkat,personer
2011,25,alle,65133,sysselsatte_innvkat,personer
2011,25,befolkningen_ellers,58714,sysselsatte_innvkat,personer
2011,25,innvandrere,6419,sysselsatte_innvkat,personer
2011,26,alle,43081,sysselsatte_innvkat,personer
2011,26,befolkningen_ellers,38574,sysselsatte_innvkat,personer
2011,26,innvandrere,4507,sysselsatte_innvkat,personer
2011,27,alle,57532,sysselsatte_innvkat,personer
2011,27,befolkningen_ellers,52594,sysselsatte_innvkat,personer
2011,27,innvandrere,4938,sysselsatte_innvkat,personer
2011,28,alle,8012,sysselsatte_innvkat,personer
2011,28,befolkningen_ellers,7409,sysselsatte_innvkat,personer
2011,28,innvandrere,603,sysselsatte_innvkat,personer
2011,29,alle,9649,sysselsatte_innvkat,personer
2011,29,befolkningen_ellers,8877,sysselsatte_innvkat,personer
2011,29,innvandrere,772,sysselsatte_innvkat,personer
2011,30,alle,7529,sysselsatte_innvkat,personer
2011,30,befolkningen_ellers,7006,sysselsatte_innvkat,personer
2011,30,innvandrere,523,sysselsatte_innvkat,personer
2011,31,alle,3621,sysselsatte_innvkat,personer
2011,31,befolkningen_ellers,3290,sysselsatte_innvkat,personer
2011,31,innvandrere,331,sysselsatte_innvkat,personer
2011,32,alle,42703,sysselsatte_innvkat,personer
2011,32,befolkningen_ellers,38924,sysselsatte_innvkat,personer
2011,32,innvandrere,3779,sysselsatte_innvkat,personer
2011,33,alle,17695,sysselsatte_innvkat,personer
2011,33,befolkningen_ellers,16255,sysselsatte_innvkat,personer
2011,33,innvandrere,1440,sysselsatte_innvkat,personer
2011,34,alle,11990,sysselsatte_innvkat,personer
2011,34,befolkningen_ellers,11022,sysselsatte_innvkat,personer
2011,34,innvandrere,968,sysselsatte_innvkat,personer
2011,35,alle,65248,sysselsatte_innvkat,personer
2011,35,befolkningen_ellers,58117,sysselsatte_innvkat,personer
2011,35,innvandrere,7131,sysselsatte_innvkat,personer
2011,36,alle,12382,sysselsatte_innvkat,personer
2011,36,befolkningen_ellers,11345,sysselsatte_innvkat,personer
2011,36,innvandrere,1037,sysselsatte_innvkat,personer
2011,37,alle,51027,sysselsatte_innvkat,personer
2011,37,befolkningen_ellers,45911,sysselsatte_innvkat,personer
2011,37,innvandrere,5116,sysselsatte_innvkat,personer
2011,38,alle,11837,sysselsatte_innvkat,personer
2011,38,befolkningen_ellers,10716,sysselsatte_innvkat,personer
2011,38,innvandrere,1121,sysselsatte_innvkat,personer
2011,39,alle,162834,sysselsatte_innvkat,personer
2011,39,befolkningen_ellers,138109,sysselsatte_innvkat,personer
2011,39,innvandrere,24725,sysselsatte_innvkat,personer
2011,40,alle,139670,sysselsatte_innvkat,personer
2011,40,befolkningen_ellers,122162,sysselsatte_innvkat,personer
2011,40,innvandrere,17508,sysselsatte_innvkat,personer
2011,41,alle,12584,sysselsatte_innvkat,personer
2011,41,befolkningen_ellers,11517,sysselsatte_innvkat,personer
2011,41,innvandrere,1067,sysselsatte_innvkat,personer
2011,42,alle,11714,sysselsatte_innvkat,personer
2011,42,befolkningen_ellers,10704,sysselsatte_innvkat,personer
2011,42,innvandrere,1010,sysselsatte_innvkat,personer
2011,43,alle,7281,sysselsatte_innvkat,personer
2011,43,befolkningen_ellers,6900,sysselsatte_innvkat,personer
2011,43,innvandrere,381,sysselsatte_innvkat,personer
2011,44,alle,16404,sysselsatte_innvkat,personer
2011,44,befolkningen_ellers,15118,sysselsatte_innvkat,personer
2011,44,innvandrere,1286,sysselsatte_innvkat,personer
2011,45,alle,5949,sysselsatte_innvkat,personer
2011,45,befolkningen_ellers,5552,sysselsatte_innvkat,personer
2011,45,innvandrere,397,sysselsatte_innvkat,personer
2011,46,alle,31931,sysselsatte_innvkat,personer
2011,46,befolkningen_ellers,29447,sysselsatte_innvkat,personer
2011,46,innvandrere,2484,sysselsatte_innvkat,personer
2011,47,alle,30765,sysselsatte_innvkat,personer
2011,47,befolkningen_ellers,28428,sysselsatte_innvkat,personer
2011,47,innvandrere,2337,sysselsatte_innvkat,personer
2011,48,alle,3909,sysselsatte_innvkat,personer
2011,48,befolkningen_ellers,3601,sysselsatte_innvkat,personer
2011,48,innvandrere,308,sysselsatte_innvkat,personer
2011,49,alle,17160,sysselsatte_innvkat,personer
2011,49,befolkningen_ellers,15510,sysselsatte_innvkat,personer
2011,49,innvandrere,1650,sysselsatte_innvkat,personer
2011,50,alle,16968,sysselsatte_innvkat,personer
2011,50,befolkningen_ellers,15647,sysselsatte_innvkat,personer
2011,50,innvandrere,1321,sysselsatte_innvkat,personer
2011,51,alle,17626,sysselsatte_innvkat,personer
2011,51,befolkningen_ellers,16278,sysselsatte_innvkat,personer
2011,51,innvandrere,1348,sysselsatte_innvkat,personer
2011,52,alle,30746,sysselsatte_innvkat,personer
2011,52,befolkningen_ellers,28525,sysselsatte_innvkat,personer
2011,52,innvandrere,2221,sysselsatte_innvkat,personer
2011,53,alle,29980,sysselsatte_innvkat,personer
2011,53,befolkningen_ellers,27519,sysselsatte_innvkat,personer
