fylke_nr,innvkat_2,aar,tabellvariabel,tabellnavn,enhet
19,innvandrere,2013,7956,sysselsatte_innvkat,personer
20,alle,2013,38423,sysselsatte_innvkat,personer
20,befolkningen_ellers,2013,33395,sysselsatte_innvkat,personer
20,innvandrere,2013,5028,sysselsatte_innvkat,personer
alle,alle,2013,2619000,sysselsatte_innvkat,personer
alle,befolkningen_ellers,2013,2260587,sysselsatte_innvkat,personer
alle,innvandrere,2013,358413,sysselsatte_innvkat,personer
01,alle,2014,135759,sysselsatte_innvkat,personer
01,befolkningen_ellers,2014,118131,sysselsatte_innvkat,personer
01,innvandrere,2014,17628,sysselsatte_innvkat,personer
02,alle,2014,301390,sysselsatte_innvkat,personer
02,befolkningen_ellers,2014,250105,sysselsatte_innvkat,personer
02,innvandrere,2014,51285,sysselsatte_innvkat,personer
03,alle,2014,349982,sysselsatte_innvkat,personer
03,befolkningen_ellers,2014,258025,sysselsatte_innvkat,personer
03,innvandrere,2014,91957,sysselsatte_innvkat,personer
04,alle,2014,94300,sysselsatte_innvkat,personer
04,befolkningen_ellers,2014,86466,sysselsatte_innvkat,personer
04,innvandrere,2014,7834,sysselsatte_innvkat,personer
05,alle,2014,95445,sysselsatte_innvkat,personer
05,befolkningen_ellers,2014,87328,sysselsatte_innvkat,personer
05,innvandrere,2014,8117,sysselsatte_innvkat,personer
06,alle,2014,140180,sysselsatte_innvkat,personer
06,befolkningen_ellers,2014,117994,sysselsatte_innvkat,personer
06,innvandrere,2014,22186,sysselsatte_innvkat,personer
07,alle,2014,119041,sysselsatte_innvkat,personer
07,befolkningen_ellers,2014,104636,sysselsatte_innvkat,personer
07,innvandrere,2014,14405,sysselsatte_innvkat,personer
08,alle,2014,83080,sysselsatte_innvkat,personer
08,befolkningen_ellers,2014,75033,sysselsatte_innvkat,personer
08,innvandrere,2014,8047,sysselsatte_innvkat,personer
09,alle,2014,55193,sysselsatte_innvkat,personer
09,befolkningen_ellers,2014,49442,sysselsatte_innvkat,personer
09,innvandrere,2014,5751,sysselsatte_innvkat,personer
10,alle,2014,89876,sysselsatte_innvkat,personer
10,befolkningen_ellers,2014,79305,sysselsatte_innvkat,personer
10,innvandrere,2014,10571,sysselsatte_innvkat,personer
11,alle,2014,249683,sysselsatte_innvkat,personer
11,befolkningen_ellers,2014,208715,sysselsatte_innvkat,personer
11,innvandrere,2014,40968,sysselsatte_innvkat,personer
12,alle,2014,268188,sysselsatte_innvkat,personer
12,befolkningen_ellers,2014,233349,sysselsatte_innvkat,personer
12,innvandrere,2014,34839,sysselsatte_innvkat,personer
14,alle,2014,57462,sysselsatte_innvkat,personer
14,befolkningen_ellers,2014,51609,sysselsatte_innvkat,personer
14,innvandrere,2014,5853,sysselsatte_innvkat,personer
15,alle,2014,136789,sysselsatte_innvkat,personer
15,befolkningen_ellers,2014,120640,sysselsatte_innvkat,personer
15,innvandrere,2014,16149,sysselsatte_innvkat,personer
16,alle,2014,162693,sysselsatte_innvkat,personer
16,befolkningen_ellers,2014,145093,sysselsatte_innvkat,personer
16,innvandrere,2014,17600,sysselsatte_innvkat,personer
17,alle,2014,67235,sysselsatte_innvkat,personer
17,befolkningen_ellers,2014,62739,sysselsatte_innvkat,personer
17,innvandrere,2014,4496,sysselsatte_innvkat,personer
18,alle,2014,120479,sysselsatte_innvkat,personer
18,befolkningen_ellers,2014,110301,sysselsatte_innvkat,personer
18,innvandrere,2014,10178,sysselsatte_innvkat,personer
19,alle,2014,84640,sysselsatte_innvkat,personer
19,befolkningen_ellers,2014,75949,sysselsatte_innvkat,personer
19,innvandrere,2014,8691,sysselsatte_innvkat,personer
20,alle,2014,38585,sysselsatte_innvkat,personer
20,befolkningen_ellers,2014,33315,sysselsatte_innvkat,personer
20,innvandrere,2014,5270,sysselsatte_innvkat,personer
alle,alle,2014,2650000,sysselsatte_innvkat,personer
alle,befolkningen_ellers,2014,2268175,sysselsatte_innvkat,personer
alle,innvandrere,2014,381825,sysselsatte_innvkat,personer
01,alle,2006,66.78,sysselsatte_innvkat,prosent
01,befolkningen_ellers,2006,68.01,sysselsatte_innvkat,prosent
01,innvandrere,2006,53.75,sysselsatte_innvkat,prosent
02,alle,2006,72.32,sysselsatte_innvkat,prosent
02,befolkningen_ellers,2006,73.19,sysselsatte_innvkat,prosent
02,innvandrere,2006,64.84,sysselsatte_innvkat,prosent
03,alle,2006,70.41,sysselsatte_innvkat,prosent
03,befolkningen_ellers,2006,73.81,sysselsatte_innvkat,prosent
03,innvandrere,2006,58.16,sysselsatte_innvkat,prosent
04,alle,2006,66.97,sysselsatte_innvkat,prosent
04,befolkningen_ellers,2006,67.52,sysselsatte_innvkat,prosent
04,innvandrere,2006,56.56,sysselsatte_innvkat,prosent
05,alle,2006,70.08,sysselsatte_innvkat,prosent
05,befolkningen_ellers,2006,70.60,sysselsatte_innvkat,prosent
05,innvandrere,2006,59.91,sysselsatte_innvkat,prosent
06,alle,2006,70.58,sysselsatte_innvkat,prosent
06,befolkningen_ellers,2006,71.58,sysselsatte_innvkat,prosent
06,innvandrere,2006,61.01,sysselsatte_innvkat,prosent
07,alle,2006,67.39,sysselsatte_innvkat,prosent
07,befolkningen_ellers,2006,68.03,sysselsatte_innvkat,prosent
07,innvandrere,2006,59.07,sysselsatte_innvkat,prosent
08,alle,2006,66.92,sysselsatte_innvkat,prosent
08,befolkningen_ellers,2006,67.92,sysselsatte_innvkat,prosent
08,innvandrere,2006,53.14,sysselsatte_innvkat,prosent
09,alle,2006,66.53,sysselsatte_innvkat,prosent
09,befolkningen_ellers,2006,67.31,sysselsatte_innvkat,prosent
09,innvandrere,2006,54.55,sysselsatte_innvkat,prosent
10,alle,2006,68.26,sysselsatte_innvkat,prosent
10,befolkningen_ellers,2006,69.32,sysselsatte_innvkat,prosent
10,innvandrere,2006,56.46,sysselsatte_innvkat,prosent
11,alle,2006,72.76,sysselsatte_innvkat,prosent
11,befolkningen_ellers,2006,73.53,sysselsatte_innvkat,prosent
11,innvandrere,2006,64.52,sysselsatte_innvkat,prosent
12,alle,2006,71.08,sysselsatte_innvkat,prosent
12,befolkningen_ellers,2006,71.73,sysselsatte_innvkat,prosent
12,innvandrere,2006,62.19,sysselsatte_innvkat,prosent
14,alle,2006,73.48,sysselsatte_innvkat,prosent
14,befolkningen_ellers,2006,73.91,sysselsatte_innvkat,prosent
14,innvandrere,2006,65.19,sysselsatte_innvkat,prosent
15,alle,2006,71.56,sysselsatte_innvkat,prosent
15,befolkningen_ellers,2006,71.90,sysselsatte_innvkat,prosent
15,innvandrere,2006,64.84,sysselsatte_innvkat,prosent
16,alle,2006,70.51,sysselsatte_innvkat,prosent
16,befolkningen_ellers,2006,71.19,sysselsatte_innvkat,prosent
16,innvandrere,2006,60.19,sysselsatte_innvkat,prosent
17,alle,2006,68.94,sysselsatte_innvkat,prosent
17,befolkningen_ellers,2006,69.44,sysselsatte_innvkat,prosent
17,innvandrere,2006,55.05,sysselsatte_innvkat,prosent
18,alle,2006,67.13,sysselsatte_innvkat,prosent
18,befolkningen_ellers,2006,67.60,sysselsatte_innvkat,prosent
18,innvandrere,2006,56.39,sysselsatte_innvkat,prosent
19,alle,2006,69.77,sysselsatte_innvkat,prosent
19,befolkningen_ellers,2006,69.98,sysselsatte_innvkat,prosent
19,innvandrere,2006,66.13,sysselsatte_innvkat,prosent
20,alle,2006,68.40,sysselsatte_innvkat,prosent
20,befolkningen_ellers,2006,68.35,sysselsatte_innvkat,prosent
20,innvandrere,2006,69.11,sysselsatte_innvkat,prosent
alle,alle,2006,69.98,sysselsatte_innvkat,prosent
alle,befolkningen_ellers,2006,70.94,sysselsatte_innvkat,prosent
alle,innvandrere,2006,60.11,sysselsatte_innvkat,prosent
01,alle,2007,68.01,sysselsatte_innvkat,prosent
01,befolkningen_ellers,2007,69.20,sysselsatte_innvkat,prosent
01,innvandrere,2007,56.60,sysselsatte_innvkat,prosent
02,alle,2007,73.50,sysselsatte_innvkat,prosent
02,befolkningen_ellers,2007,74.33,sysselsatte_innvkat,prosent
02,innvandrere,2007,67.05,sysselsatte_innvkat,prosent
03,alle,2007,71.94,sysselsatte_innvkat,prosent
03,befolkningen_ellers,2007,75.15,sysselsatte_innvkat,prosent
03,innvandrere,2007,61.03,sysselsatte_innvkat,prosent
04,alle,2007,68.25,sysselsatte_innvkat,prosent
04,befolkningen_ellers,2007,68.77,sysselsatte_innvkat,prosent
04,innvandrere,2007,59.25,sysselsatte_innvkat,prosent
05,alle,2007,71.31,sysselsatte_innvkat,prosent
05,befolkningen_ellers,2007,71.81,sysselsatte_innvkat,prosent
05,innvandrere,2007,62.44,sysselsatte_innvkat,prosent
06,alle,2007,72.08,sysselsatte_innvkat,prosent
06,befolkningen_ellers,2007,73.01,sysselsatte_innvkat,prosent
06,innvandrere,2007,64.07,sysselsatte_innvkat,prosent
07,alle,2007,69.23,sysselsatte_innvkat,prosent
07,befolkningen_ellers,2007,69.75,sysselsatte_innvkat,prosent
07,innvandrere,2007,63.33,sysselsatte_innvkat,prosent
08,alle,2007,68.27,sysselsatte_innvkat,prosent
08,befolkningen_ellers,2007,69.14,sysselsatte_innvkat,prosent
08,innvandrere,2007,57.25,sysselsatte_innvkat,prosent
09,alle,2007,68.71,sysselsatte_innvkat,prosent
09,befolkningen_ellers,2007,69.38,sysselsatte_innvkat,prosent
09,innvandrere,2007,59.72,sysselsatte_innvkat,prosent
10,alle,2007,70.59,sysselsatte_innvkat,prosent
10,befolkningen_ellers,2007,71.57,sysselsatte_innvkat,prosent
10,innvandrere,2007,60.69,sysselsatte_innvkat,prosent
11,alle,2007,74.63,sysselsatte_innvkat,prosent
11,befolkningen_ellers,2007,75.35,sysselsatte_innvkat,prosent
11,innvandrere,2007,68.05,sysselsatte_innvkat,prosent
12,alle,2007,72.60,sysselsatte_innvkat,prosent
12,befolkningen_ellers,2007,73.18,sysselsatte_innvkat,prosent
12,innvandrere,2007,65.65,sysselsatte_innvkat,prosent
14,alle,2007,75.31,sysselsatte_innvkat,prosent
14,befolkningen_ellers,2007,75.64,sysselsatte_innvkat,prosent
14,innvandrere,2007,69.55,sysselsatte_innvkat,prosent
15,alle,2007,73.68,sysselsatte_innvkat,prosent
15,befolkningen_ellers,2007,73.94,sysselsatte_innvkat,prosent
15,innvandrere,2007,69.20,sysselsatte_innvkat,prosent
16,alle,2007,71.99,sysselsatte_innvkat,prosent
16,befolkningen_ellers,2007,72.65,sysselsatte_innvkat,prosent
16,innvandrere,2007,63.17,sysselsatte_innvkat,prosent
17,alle,2007,70.96,sysselsatte_innvkat,prosent
17,befolkningen_ellers,2007,71.39,sysselsatte_innvkat,prosent
17,innvandrere,2007,60.88,sysselsatte_innvkat,prosent
18,alle,2007,69.27,sysselsatte_innvkat,prosent
18,befolkningen_ellers,2007,69.63,sysselsatte_innvkat,prosent
18,innvandrere,2007,61.44,sysselsatte_innvkat,prosent
19,alle,2007,71.21,sysselsatte_innvkat,prosent
19,befolkningen_ellers,2007,71.40,sysselsatte_innvkat,prosent
19,innvandrere,2007,68.04,sysselsatte_innvkat,prosent
20,alle,2007,70.09,sysselsatte_innvkat,prosent
20,befolkningen_ellers,2007,70.02,sysselsatte_innvkat,prosent
20,innvandrere,2007,71.09,sysselsatte_innvkat,prosent
alle,alle,2007,71.60,sysselsatte_innvkat,prosent
alle,befolkningen_ellers,2007,72.49,sysselsatte_innvkat,prosent
alle,innvandrere,2007,63.34,sysselsatte_innvkat,prosent
01,alle,2008,67.81,sysselsatte_innvkat,prosent
01,befolkningen_ellers,2008,68.89,sysselsatte_innvkat,prosent
01,innvandrere,2008,58.22,sysselsatte_innvkat,prosent
02,alle,2008,73.32,sysselsatte_innvkat,prosent
02,befolkningen_ellers,2008,74.17,sysselsatte_innvkat,prosent
02,innvandrere,2008,67.34,sysselsatte_innvkat,prosent
03,alle,2008,71.82,sysselsatte_innvkat,prosent
03,befolkningen_ellers,2008,75.28,sysselsatte_innvkat,prosent
03,innvandrere,2008,61.12,sysselsatte_innvkat,prosent
04,alle,2008,68.35,sysselsatte_innvkat,prosent
04,befolkningen_ellers,2008,68.86,sysselsatte_innvkat,prosent
04,innvandrere,2008,60.14,sysselsatte_innvkat,prosent
05,alle,2008,70.97,sysselsatte_innvkat,prosent
05,befolkningen_ellers,2008,71.42,sysselsatte_innvkat,prosent
05,innvandrere,2008,63.77,sysselsatte_innvkat,prosent
06,alle,2008,72.01,sysselsatte_innvkat,prosent
06,befolkningen_ellers,2008,72.88,sysselsatte_innvkat,prosent
06,innvandrere,2008,65.10,sysselsatte_innvkat,prosent
07,alle,2008,68.98,sysselsatte_innvkat,prosent
07,befolkningen_ellers,2008,69.59,sysselsatte_innvkat,prosent
07,innvandrere,2008,62.83,sysselsatte_innvkat,prosent
08,alle,2008,68.64,sysselsatte_innvkat,prosent
08,befolkningen_ellers,2008,69.45,sysselsatte_innvkat,prosent
08,innvandrere,2008,59.07,sysselsatte_innvkat,prosent
09,alle,2008,68.89,sysselsatte_innvkat,prosent
09,befolkningen_ellers,2008,69.53,sysselsatte_innvkat,prosent
09,innvandrere,2008,61.19,sysselsatte_innvkat,prosent
10,alle,2008,70.61,sysselsatte_innvkat,prosent
10,befolkningen_ellers,2008,71.50,sysselsatte_innvkat,prosent
10,innvandrere,2008,62.49,sysselsatte_innvkat,prosent
11,alle,2008,74.95,sysselsatte_innvkat,prosent
11,befolkningen_ellers,2008,75.57,sysselsatte_innvkat,prosent
11,innvandrere,2008,70.01,sysselsatte_innvkat,prosent
12,alle,2008,72.83,sysselsatte_innvkat,prosent
12,befolkningen_ellers,2008,73.43,sysselsatte_innvkat,prosent
12,innvandrere,2008,66.42,sysselsatte_innvkat,prosent
14,alle,2008,75.24,sysselsatte_innvkat,prosent
14,befolkningen_ellers,2008,75.57,sysselsatte_innvkat,prosent
14,innvandrere,2008,70.12,sysselsatte_innvkat,prosent
15,alle,2008,73.52,sysselsatte_innvkat,prosent
15,befolkningen_ellers,2008,73.65,sysselsatte_innvkat,prosent
15,innvandrere,2008,71.60,sysselsatte_innvkat,prosent
16,alle,2008,71.91,sysselsatte_innvkat,prosent
16,befolkningen_ellers,2008,72.55,sysselsatte_innvkat,prosent
16,innvandrere,2008,64.21,sysselsatte_innvkat,prosent
17,alle,2008,70.27,sysselsatte_innvkat,prosent
17,befolkningen_ellers,2008,70.67,sysselsatte_innvkat,prosent
17,innvandrere,2008,61.75,sysselsatte_innvkat,prosent
18,alle,2008,69.23,sysselsatte_innvkat,prosent
18,befolkningen_ellers,2008,69.51,sysselsatte_innvkat,prosent
18,innvandrere,2008,63.92,sysselsatte_innvkat,prosent
19,alle,2008,70.80,sysselsatte_innvkat,prosent
19,befolkningen_ellers,2008,71.01,sysselsatte_innvkat,prosent
19,innvandrere,2008,67.69,sysselsatte_innvkat,prosent
20,alle,2008,70.18,sysselsatte_innvkat,prosent
20,befolkningen_ellers,2008,70.02,sysselsatte_innvkat,prosent
20,innvandrere,2008,72.01,sysselsatte_innvkat,prosent
alle,alle,2008,71.55,sysselsatte_innvkat,prosent
alle,befolkningen_ellers,2008,72.43,sysselsatte_innvkat,prosent
alle,innvandrere,2008,64.18,sysselsatte_innvkat,prosent
01,alle,2009,65.31,sysselsatte_innvkat,prosent
01,befolkningen_ellers,2009,66.67,sysselsatte_innvkat,prosent
01,innvandrere,2009,54.10,sysselsatte_innvkat,prosent
02,alle,2009,71.30,sysselsatte_innvkat,prosent
02,befolkningen_ellers,2009,72.23,sysselsatte_innvkat,prosent
02,innvandrere,2009,65.17,sysselsatte_innvkat,prosent
03,alle,2009,70.02,sysselsatte_innvkat,prosent
03,befolkningen_ellers,2009,73.66,sysselsatte_innvkat,prosent
03,innvandrere,2009,59.16,sysselsatte_innvkat,prosent
04,alle,2009,66.36,sysselsatte_innvkat,prosent
04,befolkningen_ellers,2009,66.97,sysselsatte_innvkat,prosent
04,innvandrere,2009,57.28,sysselsatte_innvkat,prosent
05,alle,2009,68.91,sysselsatte_innvkat,prosent
05,befolkningen_ellers,2009,69.58,sysselsatte_innvkat,prosent
05,innvandrere,2009,59.31,sysselsatte_innvkat,prosent
06,alle,2009,69.85,sysselsatte_innvkat,prosent
06,befolkningen_ellers,2009,70.91,sysselsatte_innvkat,prosent
06,innvandrere,2009,62.05,sysselsatte_innvkat,prosent
07,alle,2009,66.74,sysselsatte_innvkat,prosent
07,befolkningen_ellers,2009,67.46,sysselsatte_innvkat,prosent
07,innvandrere,2009,59.91,sysselsatte_innvkat,prosent
08,alle,2009,66.46,sysselsatte_innvkat,prosent
08,befolkningen_ellers,2009,67.50,sysselsatte_innvkat,prosent
08,innvandrere,2009,55.12,sysselsatte_innvkat,prosent
09,alle,2009,66.76,sysselsatte_innvkat,prosent
09,befolkningen_ellers,2009,67.54,sysselsatte_innvkat,prosent
09,innvandrere,2009,58.18,sysselsatte_innvkat,prosent
10,alle,2009,68.71,sysselsatte_innvkat,prosent
10,befolkningen_ellers,2009,69.72,sysselsatte_innvkat,prosent
10,innvandrere,2009,59.98,sysselsatte_innvkat,prosent
11,alle,2009,73.11,sysselsatte_innvkat,prosent
11,befolkningen_ellers,2009,73.92,sysselsatte_innvkat,prosent
11,innvandrere,2009,67.22,sysselsatte_innvkat,prosent
12,alle,2009,71.48,sysselsatte_innvkat,prosent
12,befolkningen_ellers,2009,72.21,sysselsatte_innvkat,prosent
12,innvandrere,2009,64.41,sysselsatte_innvkat,prosent
14,alle,2009,73.35,sysselsatte_innvkat,prosent
14,befolkningen_ellers,2009,73.85,sysselsatte_innvkat,prosent
14,innvandrere,2009,66.99,sysselsatte_innvkat,prosent
15,alle,2009,71.98,sysselsatte_innvkat,prosent
15,befolkningen_ellers,2009,72.19,sysselsatte_innvkat,prosent
15,innvandrere,2009,69.26,sysselsatte_innvkat,prosent
16,alle,2009,70.06,sysselsatte_innvkat,prosent
16,befolkningen_ellers,2009,70.84,sysselsatte_innvkat,prosent
16,innvandrere,2009,61.54,sysselsatte_innvkat,prosent
17,alle,2009,68.66,sysselsatte_innvkat,prosent
17,befolkningen_ellers,2009,69.28,sysselsatte_innvkat,prosent
17,innvandrere,2009,56.99,sysselsatte_innvkat,prosent
18,alle,2009,67.86,sysselsatte_innvkat,prosent
18,befolkningen_ellers,2009,68.22,sysselsatte_innvkat,prosent
18,innvandrere,2009,61.74,sysselsatte_innvkat,prosent
19,alle,2009,69.31,sysselsatte_innvkat,prosent
19,befolkningen_ellers,2009,69.67,sysselsatte_innvkat,prosent
19,innvandrere,2009,64.61,sysselsatte_innvkat,prosent
20,alle,2009,68.79,sysselsatte_innvkat,prosent
20,befolkningen_ellers,2009,68.71,sysselsatte_innvkat,prosent
20,innvandrere,2009,69.65,sysselsatte_innvkat,prosent
alle,alle,2009,69.71,sysselsatte_innvkat,prosent
alle,befolkningen_ellers,2009,70.74,sysselsatte_innvkat,prosent
alle,innvandrere,2009,61.68,sysselsatte_innvkat,prosent
01,alle,2010,64.68,sysselsatte_innvkat,prosent
01,befolkningen_ellers,2010,66.05,sysselsatte_innvkat,prosent
01,innvandrere,2010,54.30,sysselsatte_innvkat,prosent
02,alle,2010,70.50,sysselsatte_innvkat,prosent
02,befolkningen_ellers,2010,71.49,sysselsatte_innvkat,prosent
02,innvandrere,2010,64.45,sysselsatte_innvkat,prosent
03,alle,2010,69.46,sysselsatte_innvkat,prosent
03,befolkningen_ellers,2010,73.04,sysselsatte_innvkat,prosent
03,innvandrere,2010,59.35,sysselsatte_innvkat,prosent
04,alle,2010,65.72,sysselsatte_innvkat,prosent
04,befolkningen_ellers,2010,66.39,sysselsatte_innvkat,prosent
04,innvandrere,2010,56.81,sysselsatte_innvkat,prosent
05,alle,2010,68.53,sysselsatte_innvkat,prosent
05,befolkningen_ellers,2010,69.18,sysselsatte_innvkat,prosent
05,innvandrere,2010,59.89,sysselsatte_innvkat,prosent
06,alle,2010,69.13,sysselsatte_innvkat,prosent
06,befolkningen_ellers,2010,70.22,sysselsatte_innvkat,prosent
06,innvandrere,2010,61.90,sysselsatte_innvkat,prosent
07,alle,2010,66.04,sysselsatte_innvkat,prosent
07,befolkningen_ellers,2010,66.75,sysselsatte_innvkat,prosent
07,innvandrere,2010,59.77,sysselsatte_innvkat,prosent
08,alle,2010,65.67,sysselsatte_innvkat,prosent
08,befolkningen_ellers,2010,66.77,sysselsatte_innvkat,prosent
08,innvandrere,2010,54.80,sysselsatte_innvkat,prosent
09,alle,2010,66.45,sysselsatte_innvkat,prosent
09,befolkningen_ellers,2010,67.28,sysselsatte_innvkat,prosent
09,innvandrere,2010,58.11,sysselsatte_innvkat,prosent
10,alle,2010,68.22,sysselsatte_innvkat,prosent
10,befolkningen_ellers,2010,69.32,sysselsatte_innvkat,prosent
10,innvandrere,2010,59.42,sysselsatte_innvkat,prosent
11,alle,2010,72.60,sysselsatte_innvkat,prosent
11,befolkningen_ellers,2010,73.40,sysselsatte_innvkat,prosent
11,innvandrere,2010,67.37,sysselsatte_innvkat,prosent
12,alle,2010,70.53,sysselsatte_innvkat,prosent
12,befolkningen_ellers,2010,71.38,sysselsatte_innvkat,prosent
12,innvandrere,2010,63.17,sysselsatte_innvkat,prosent
14,alle,2010,72.81,sysselsatte_innvkat,prosent
14,befolkningen_ellers,2010,73.41,sysselsatte_innvkat,prosent
14,innvandrere,2010,66.09,sysselsatte_innvkat,prosent
15,alle,2010,71.30,sysselsatte_innvkat,prosent
15,befolkningen_ellers,2010,71.57,sysselsatte_innvkat,prosent
15,innvandrere,2010,68.43,sysselsatte_innvkat,prosent
16,alle,2010,69.43,sysselsatte_innvkat,prosent
16,befolkningen_ellers,2010,70.18,sysselsatte_innvkat,prosent
16,innvandrere,2010,61.89,sysselsatte_innvkat,prosent
17,alle,2010,68.25,sysselsatte_innvkat,prosent
17,befolkningen_ellers,2010,68.91,sysselsatte_innvkat,prosent
17,innvandrere,2010,56.41,sysselsatte_innvkat,prosent
18,alle,2010,67.65,sysselsatte_innvkat,prosent
18,befolkningen_ellers,2010,67.98,sysselsatte_innvkat,prosent
18,innvandrere,2010,62.44,sysselsatte_innvkat,prosent
19,alle,2010,68.63,sysselsatte_innvkat,prosent
19,befolkningen_ellers,2010,68.93,sysselsatte_innvkat,prosent
19,innvandrere,2010,64.98,sysselsatte_innvkat,prosent
20,alle,2010,68.42,sysselsatte_innvkat,prosent
20,befolkningen_ellers,2010,68.28,sysselsatte_innvkat,prosent
20,innvandrere,2010,69.75,sysselsatte_innvkat,prosent
alle,alle,2010,69.09,sysselsatte_innvkat,prosent
alle,befolkningen_ellers,2010,70.14,sysselsatte_innvkat,prosent
alle,innvandrere,2010,61.58,sysselsatte_innvkat,prosent
01,alle,2011,64.33,sysselsatte_innvkat,prosent
01,befolkningen_ellers,2011,65.62,sysselsatte_innvkat,prosent
01,innvandrere,2011,55.40,sysselsatte_innvkat,prosent
02,alle,2011,70.53,sysselsatte_innvkat,prosent
02,befolkningen_ellers,2011,71.43,sysselsatte_innvkat,prosent
02,innvandrere,2011,65.52,sysselsatte_innvkat,prosent
03,alle,2011,69.66,sysselsatte_innvkat,prosent
03,befolkningen_ellers,2011,73.09,sysselsatte_innvkat,prosent
03,innvandrere,2011,60.56,sysselsatte_innvkat,prosent
04,alle,2011,65.19,sysselsatte_innvkat,prosent
04,befolkningen_ellers,2011,65.83,sysselsatte_innvkat,prosent
04,innvandrere,2011,57.38,sysselsatte_innvkat,prosent
05,alle,2011,68.20,sysselsatte_innvkat,prosent
05,befolkningen_ellers,2011,68.82,sysselsatte_innvkat,prosent
05,innvandrere,2011,60.84,sysselsatte_innvkat,prosent
06,alle,2011,69.09,sysselsatte_innvkat,prosent
06,befolkningen_ellers,2011,70.02,sysselsatte_innvkat,prosent
06,innvandrere,2011,63.47,sysselsatte_innvkat,prosent
07,alle,2011,65.97,sysselsatte_innvkat,prosent
07,befolkningen_ellers,2011,66.64,sysselsatte_innvkat,prosent
07,innvandrere,2011,60.56,sysselsatte_innvkat,prosent
08,alle,2011,65.29,sysselsatte_innvkat,prosent
08,befolkningen_ellers,2011,66.34,sysselsatte_innvkat,prosent
08,innvandrere,2011,55.58,sysselsatte_innvkat,prosent
09,alle,2011,65.99,sysselsatte_innvkat,prosent
09,befolkningen_ellers,2011,66.83,sysselsatte_innvkat,prosent
09,innvandrere,2011,58.34,sysselsatte_innvkat,prosent
10,alle,2011,67.89,sysselsatte_innvkat,prosent
10,befolkningen_ellers,2011,68.99,sysselsatte_innvkat,prosent
10,innvandrere,2011,59.63,sysselsatte_innvkat,prosent
11,alle,2011,73.20,sysselsatte_innvkat,prosent
11,befolkningen_ellers,2011,73.78,sysselsatte_innvkat,prosent
11,innvandrere,2011,69.68,sysselsatte_innvkat,prosent
12,alle,2011,70.82,sysselsatte_innvkat,prosent
12,befolkningen_ellers,2011,71.51,sysselsatte_innvkat,prosent
12,innvandrere,2011,65.34,sysselsatte_innvkat,prosent
14,alle,2011,72.98,sysselsatte_innvkat,prosent
14,befolkningen_ellers,2011,73.28,sysselsatte_innvkat,prosent
14,innvandrere,2011,69.81,sysselsatte_innvkat,prosent
15,alle,2011,71.10,sysselsatte_innvkat,prosent
15,befolkningen_ellers,2011,71.28,sysselsatte_innvkat,prosent
15,innvandrere,2011,69.39,sysselsatte_innvkat,prosent
16,alle,2011,69.48,sysselsatte_innvkat,prosent
16,befolkningen_ellers,2011,70.30,sysselsatte_innvkat,prosent
16,innvandrere,2011,61.97,sysselsatte_innvkat,prosent
17,alle,2011,68.38,sysselsatte_innvkat,prosent
17,befolkningen_ellers,2011,68.95,sysselsatte_innvkat,prosent
17,innvandrere,2011,59.53,sysselsatte_innvkat,prosent
18,alle,2011,67.81,sysselsatte_innvkat,prosent
18,befolkningen_ellers,2011,68.16,sysselsatte_innvkat,prosent
18,innvandrere,2011,63.09,sysselsatte_innvkat,prosent
19,alle,2011,68.98,sysselsatte_innvkat,prosent
19,befolkningen_ellers,2011,69.32,sysselsatte_innvkat,prosent
19,innvandrere,2011,65.27,sysselsatte_innvkat,prosent
20,alle,2011,68.59,sysselsatte_innvkat,prosent
20,befolkningen_ellers,2011,68.54,sysselsatte_innvkat,prosent
20,innvandrere,2011,68.97,sysselsatte_innvkat,prosent
alle,alle,2011,69.13,sysselsatte_innvkat,prosent
alle,befolkningen_ellers,2011,70.09,sysselsatte_innvkat,prosent
alle,innvandrere,2011,62.84,sysselsatte_innvkat,prosent
01,alle,2012,63.65,sysselsatte_innvkat,prosent
01,befolkningen_ellers,2012,64.93,sysselsatte_innvkat,prosent
01,innvandrere,2012,55.38,sysselsatte_innvkat,prosent
02,alle,2012,70.17,sysselsatte_innvkat,prosent
02,befolkningen_ellers,2012,71.02,sysselsatte_innvkat,prosent
02,innvandrere,2012,65.76,sysselsatte_innvkat,prosent
03,alle,2012,69.28,sysselsatte_innvkat,prosent
03,befolkningen_ellers,2012,72.54,sysselsatte_innvkat,prosent
03,innvandrere,2012,60.91,sysselsatte_innvkat,prosent
04,alle,2012,64.93,sysselsatte_innvkat,prosent
04,befolkningen_ellers,2012,65.68,sysselsatte_innvkat,prosent
04,innvandrere,2012,56.47,sysselsatte_innvkat,prosent
05,alle,2012,67.57,sysselsatte_innvkat,prosent
05,befolkningen_ellers,2012,68.30,sysselsatte_innvkat,prosent
05,innvandrere,2012,59.69,sysselsatte_innvkat,prosent
06,alle,2012,68.52,sysselsatte_innvkat,prosent
06,befolkningen_ellers,2012,69.57,sysselsatte_innvkat,prosent
06,innvandrere,2012,62.77,sysselsatte_innvkat,prosent
07,alle,2012,65.44,sysselsatte_innvkat,prosent
07,befolkningen_ellers,2012,66.03,sysselsatte_innvkat,prosent
07,innvandrere,2012,61.00,sysselsatte_innvkat,prosent
08,alle,2012,64.72,sysselsatte_innvkat,prosent
