aar,naringsregion_nr,innvgrunn_6,kjonn,tabellvariabel,tabell_navn,enhet
2007,56,utdanning,0,62,sysselsatte_innvandringsgrunn,personer
2007,64,arbeid,0,62,sysselsatte_innvandringsgrunn,personer
2008,28,uoppgitt,0,62,sysselsatte_innvandringsgrunn,personer
2008,30,uoppgitt,1,62,sysselsatte_innvandringsgrunn,personer
2008,41,uoppgitt,1,62,sysselsatte_innvandringsgrunn,personer
2008,55,arbeid,0,62,sysselsatte_innvandringsgrunn,personer
2008,74,familie,1,62,sysselsatte_innvandringsgrunn,personer
2008,75,arbeid,0,62,sysselsatte_innvandringsgrunn,personer
2008,80,uoppgitt,0,62,sysselsatte_innvandringsgrunn,personer
2009,04,utdanning,alle,62,sysselsatte_innvandringsgrunn,personer
2010,13,familie,1,62,sysselsatte_innvandringsgrunn,personer
2010,30,flukt,alle,62,sysselsatte_innvandringsgrunn,personer
2010,36,arbeid,0,62,sysselsatte_innvandringsgrunn,personer
2010,46,flukt,0,62,sysselsatte_innvandringsgrunn,personer
2011,10,flukt,alle,62,sysselsatte_innvandringsgrunn,personer
2011,21,familie,1,62,sysselsatte_innvandringsgrunn,personer
2011,30,flukt,alle,62,sysselsatte_innvandringsgrunn,personer
2011,50,flukt,1,62,sysselsatte_innvandringsgrunn,personer
2011,72,familie,1,62,sysselsatte_innvandringsgrunn,personer
2012,32,utdanning,1,62,sysselsatte_innvandringsgrunn,personer
2012,50,flukt,1,62,sysselsatte_innvandringsgrunn,personer
2012,52,flukt,0,62,sysselsatte_innvandringsgrunn,personer
2012,67,flukt,1,62,sysselsatte_innvandringsgrunn,personer
2012,74,arbeid,0,62,sysselsatte_innvandringsgrunn,personer
2013,14,utdanning,0,62,sysselsatte_innvandringsgrunn,personer
2013,17,arbeid,0,62,sysselsatte_innvandringsgrunn,personer
2013,21,familie,1,62,sysselsatte_innvandringsgrunn,personer
2013,23,uoppgitt,0,62,sysselsatte_innvandringsgrunn,personer
2013,48,familie,0,62,sysselsatte_innvandringsgrunn,personer
2013,67,uoppgitt,1,62,sysselsatte_innvandringsgrunn,personer
2013,83,flukt,0,62,sysselsatte_innvandringsgrunn,personer
2014,23,uoppgitt,0,62,sysselsatte_innvandringsgrunn,personer
2014,59,familie,alle,62,sysselsatte_innvandringsgrunn,personer
2014,60,arbeid,0,62,sysselsatte_innvandringsgrunn,personer
2014,65,uoppgitt,0,62,sysselsatte_innvandringsgrunn,personer
2014,74,utdanning,1,62,sysselsatte_innvandringsgrunn,personer
2006,13,uoppgitt,1,63,sysselsatte_innvandringsgrunn,personer
2006,14,utdanning,alle,63,sysselsatte_innvandringsgrunn,personer
2006,19,familie,0,63,sysselsatte_innvandringsgrunn,personer
2006,28,flukt,1,63,sysselsatte_innvandringsgrunn,personer
2006,43,flukt,alle,63,sysselsatte_innvandringsgrunn,personer
2006,47,uoppgitt,alle,63,sysselsatte_innvandringsgrunn,personer
2006,74,utdanning,alle,63,sysselsatte_innvandringsgrunn,personer
2006,82,arbeid,1,63,sysselsatte_innvandringsgrunn,personer
2007,19,familie,0,63,sysselsatte_innvandringsgrunn,personer
2007,30,flukt,alle,63,sysselsatte_innvandringsgrunn,personer
2007,35,utdanning,0,63,sysselsatte_innvandringsgrunn,personer
2007,48,arbeid,1,63,sysselsatte_innvandringsgrunn,personer
2007,78,arbeid,1,63,sysselsatte_innvandringsgrunn,personer
2007,80,familie,0,63,sysselsatte_innvandringsgrunn,personer
2008,01,arbeid,1,63,sysselsatte_innvandringsgrunn,personer
2008,04,utdanning,alle,63,sysselsatte_innvandringsgrunn,personer
2008,10,flukt,alle,63,sysselsatte_innvandringsgrunn,personer
2008,30,familie,0,63,sysselsatte_innvandringsgrunn,personer
2008,41,uoppgitt,0,63,sysselsatte_innvandringsgrunn,personer
2008,43,familie,alle,63,sysselsatte_innvandringsgrunn,personer
2008,45,familie,0,63,sysselsatte_innvandringsgrunn,personer
2008,52,flukt,0,63,sysselsatte_innvandringsgrunn,personer
2009,19,arbeid,0,63,sysselsatte_innvandringsgrunn,personer
2009,27,utdanning,0,63,sysselsatte_innvandringsgrunn,personer
2009,28,flukt,1,63,sysselsatte_innvandringsgrunn,personer
2009,43,arbeid,1,63,sysselsatte_innvandringsgrunn,personer
2009,43,flukt,alle,63,sysselsatte_innvandringsgrunn,personer
2010,13,arbeid,0,63,sysselsatte_innvandringsgrunn,personer
2010,17,familie,0,63,sysselsatte_innvandringsgrunn,personer
2010,44,uoppgitt,0,63,sysselsatte_innvandringsgrunn,personer
2010,83,flukt,0,63,sysselsatte_innvandringsgrunn,personer
2011,03,utdanning,alle,63,sysselsatte_innvandringsgrunn,personer
2011,17,familie,0,63,sysselsatte_innvandringsgrunn,personer
2011,26,utdanning,0,63,sysselsatte_innvandringsgrunn,personer
2011,48,familie,0,63,sysselsatte_innvandringsgrunn,personer
2011,52,flukt,0,63,sysselsatte_innvandringsgrunn,personer
2012,21,familie,1,63,sysselsatte_innvandringsgrunn,personer
2012,29,arbeid,0,63,sysselsatte_innvandringsgrunn,personer
2012,46,utdanning,alle,63,sysselsatte_innvandringsgrunn,personer
2012,66,uoppgitt,alle,63,sysselsatte_innvandringsgrunn,personer
2012,67,arbeid,0,63,sysselsatte_innvandringsgrunn,personer
2012,83,flukt,0,63,sysselsatte_innvandringsgrunn,personer
2013,41,familie,1,63,sysselsatte_innvandringsgrunn,personer
2013,43,familie,0,63,sysselsatte_innvandringsgrunn,personer
2013,67,flukt,1,63,sysselsatte_innvandringsgrunn,personer
2014,17,arbeid,0,63,sysselsatte_innvandringsgrunn,personer
2014,21,familie,1,63,sysselsatte_innvandringsgrunn,personer
2014,30,flukt,alle,63,sysselsatte_innvandringsgrunn,personer
2014,59,uoppgitt,alle,63,sysselsatte_innvandringsgrunn,personer
2014,67,uoppgitt,1,63,sysselsatte_innvandringsgrunn,personer
2014,74,familie,1,63,sysselsatte_innvandringsgrunn,personer
2006,13,uoppgitt,0,64,sysselsatte_innvandringsgrunn,personer
2006,22,uoppgitt,0,64,sysselsatte_innvandringsgrunn,personer
2006,43,arbeid,alle,64,sysselsatte_innvandringsgrunn,personer
2006,68,familie,0,64,sysselsatte_innvandringsgrunn,personer
2006,69,flukt,1,64,sysselsatte_innvandringsgrunn,personer
2007,17,uoppgitt,alle,64,sysselsatte_innvandringsgrunn,personer
2007,18,familie,alle,64,sysselsatte_innvandringsgrunn,personer
2007,73,arbeid,0,64,sysselsatte_innvandringsgrunn,personer
2008,02,arbeid,0,64,sysselsatte_innvandringsgrunn,personer
2008,19,uoppgitt,1,64,sysselsatte_innvandringsgrunn,personer
2008,26,utdanning,alle,64,sysselsatte_innvandringsgrunn,personer
2008,30,uoppgitt,0,64,sysselsatte_innvandringsgrunn,personer
2008,42,uoppgitt,1,64,sysselsatte_innvandringsgrunn,personer
2008,63,uoppgitt,0,64,sysselsatte_innvandringsgrunn,personer
2008,80,familie,0,64,sysselsatte_innvandringsgrunn,personer
2009,17,familie,alle,64,sysselsatte_innvandringsgrunn,personer
2009,66,familie,alle,64,sysselsatte_innvandringsgrunn,personer
2009,69,flukt,alle,64,sysselsatte_innvandringsgrunn,personer
2009,70,alle,0,64,sysselsatte_innvandringsgrunn,personer
2010,19,flukt,alle,64,sysselsatte_innvandringsgrunn,personer
2010,50,flukt,1,64,sysselsatte_innvandringsgrunn,personer
2010,64,flukt,0,64,sysselsatte_innvandringsgrunn,personer
2010,66,arbeid,1,64,sysselsatte_innvandringsgrunn,personer
2011,21,flukt,1,64,sysselsatte_innvandringsgrunn,personer
2011,23,arbeid,0,64,sysselsatte_innvandringsgrunn,personer
2011,74,familie,1,64,sysselsatte_innvandringsgrunn,personer
2012,18,arbeid,0,64,sysselsatte_innvandringsgrunn,personer
2012,65,uoppgitt,0,64,sysselsatte_innvandringsgrunn,personer
2013,40,annet,alle,64,sysselsatte_innvandringsgrunn,personer
2013,48,arbeid,0,64,sysselsatte_innvandringsgrunn,personer
2014,18,flukt,alle,64,sysselsatte_innvandringsgrunn,personer
2014,43,flukt,1,64,sysselsatte_innvandringsgrunn,personer
2006,37,uoppgitt,0,65,sysselsatte_innvandringsgrunn,personer
2006,62,arbeid,alle,65,sysselsatte_innvandringsgrunn,personer
2006,72,arbeid,1,65,sysselsatte_innvandringsgrunn,personer
2007,07,utdanning,1,65,sysselsatte_innvandringsgrunn,personer
2007,10,familie,0,65,sysselsatte_innvandringsgrunn,personer
2007,52,flukt,0,65,sysselsatte_innvandringsgrunn,personer
2008,18,uoppgitt,alle,65,sysselsatte_innvandringsgrunn,personer
2008,19,flukt,1,65,sysselsatte_innvandringsgrunn,personer
2008,50,flukt,0,65,sysselsatte_innvandringsgrunn,personer
2008,63,uoppgitt,1,65,sysselsatte_innvandringsgrunn,personer
2009,11,familie,1,65,sysselsatte_innvandringsgrunn,personer
2009,23,uoppgitt,1,65,sysselsatte_innvandringsgrunn,personer
2009,43,familie,alle,65,sysselsatte_innvandringsgrunn,personer
2009,44,uoppgitt,0,65,sysselsatte_innvandringsgrunn,personer
2009,66,arbeid,alle,65,sysselsatte_innvandringsgrunn,personer
2010,01,familie,1,65,sysselsatte_innvandringsgrunn,personer
2010,14,utdanning,alle,65,sysselsatte_innvandringsgrunn,personer
2010,21,flukt,1,65,sysselsatte_innvandringsgrunn,personer
2010,74,familie,1,65,sysselsatte_innvandringsgrunn,personer
2010,78,arbeid,0,65,sysselsatte_innvandringsgrunn,personer
2010,80,uoppgitt,0,65,sysselsatte_innvandringsgrunn,personer
2011,13,familie,1,65,sysselsatte_innvandringsgrunn,personer
2011,17,uoppgitt,alle,65,sysselsatte_innvandringsgrunn,personer
2011,31,familie,alle,65,sysselsatte_innvandringsgrunn,personer
2011,43,flukt,alle,65,sysselsatte_innvandringsgrunn,personer
2011,54,flukt,1,65,sysselsatte_innvandringsgrunn,personer
2011,59,uoppgitt,alle,65,sysselsatte_innvandringsgrunn,personer
2011,68,arbeid,1,65,sysselsatte_innvandringsgrunn,personer
2012,30,uoppgitt,0,65,sysselsatte_innvandringsgrunn,personer
2012,48,familie,0,65,sysselsatte_innvandringsgrunn,personer
2012,50,familie,1,65,sysselsatte_innvandringsgrunn,personer
2013,15,familie,1,65,sysselsatte_innvandringsgrunn,personer
2013,28,uoppgitt,0,65,sysselsatte_innvandringsgrunn,personer
2013,52,flukt,0,65,sysselsatte_innvandringsgrunn,personer
2013,65,uoppgitt,0,65,sysselsatte_innvandringsgrunn,personer
2013,76,flukt,0,65,sysselsatte_innvandringsgrunn,personer
2014,18,uoppgitt,alle,65,sysselsatte_innvandringsgrunn,personer
2014,27,utdanning,1,65,sysselsatte_innvandringsgrunn,personer
2014,29,arbeid,0,65,sysselsatte_innvandringsgrunn,personer
2014,54,flukt,1,65,sysselsatte_innvandringsgrunn,personer
2014,63,arbeid,0,65,sysselsatte_innvandringsgrunn,personer
2014,63,flukt,0,65,sysselsatte_innvandringsgrunn,personer
2006,08,utdanning,0,66,sysselsatte_innvandringsgrunn,personer
2006,78,flukt,1,66,sysselsatte_innvandringsgrunn,personer
2006,80,familie,0,66,sysselsatte_innvandringsgrunn,personer
2007,28,familie,0,66,sysselsatte_innvandringsgrunn,personer
2007,43,flukt,alle,66,sysselsatte_innvandringsgrunn,personer
2007,51,flukt,0,66,sysselsatte_innvandringsgrunn,personer
2007,58,arbeid,0,66,sysselsatte_innvandringsgrunn,personer
2007,60,arbeid,1,66,sysselsatte_innvandringsgrunn,personer
2008,08,utdanning,0,66,sysselsatte_innvandringsgrunn,personer
2008,18,familie,0,66,sysselsatte_innvandringsgrunn,personer
2008,31,arbeid,alle,66,sysselsatte_innvandringsgrunn,personer
2009,28,uoppgitt,0,66,sysselsatte_innvandringsgrunn,personer
2009,30,uoppgitt,1,66,sysselsatte_innvandringsgrunn,personer
2009,58,uoppgitt,1,66,sysselsatte_innvandringsgrunn,personer
2009,81,utdanning,alle,66,sysselsatte_innvandringsgrunn,personer
2010,43,familie,alle,66,sysselsatte_innvandringsgrunn,personer
2010,45,uoppgitt,alle,66,sysselsatte_innvandringsgrunn,personer
2010,59,arbeid,1,66,sysselsatte_innvandringsgrunn,personer
2010,68,arbeid,alle,66,sysselsatte_innvandringsgrunn,personer
2011,18,arbeid,0,66,sysselsatte_innvandringsgrunn,personer
2011,44,uoppgitt,0,66,sysselsatte_innvandringsgrunn,personer
2011,83,flukt,0,66,sysselsatte_innvandringsgrunn,personer
2012,49,flukt,1,66,sysselsatte_innvandringsgrunn,personer
2012,52,utdanning,alle,66,sysselsatte_innvandringsgrunn,personer
2012,55,utdanning,alle,66,sysselsatte_innvandringsgrunn,personer
2012,81,utdanning,0,66,sysselsatte_innvandringsgrunn,personer
2013,03,utdanning,0,66,sysselsatte_innvandringsgrunn,personer
2013,28,flukt,0,66,sysselsatte_innvandringsgrunn,personer
2013,59,uoppgitt,alle,66,sysselsatte_innvandringsgrunn,personer
2014,41,familie,1,66,sysselsatte_innvandringsgrunn,personer
2014,54,familie,1,66,sysselsatte_innvandringsgrunn,personer
2014,58,uoppgitt,alle,66,sysselsatte_innvandringsgrunn,personer
2014,60,flukt,1,66,sysselsatte_innvandringsgrunn,personer
2006,21,uoppgitt,alle,67,sysselsatte_innvandringsgrunn,personer
2006,28,arbeid,alle,67,sysselsatte_innvandringsgrunn,personer
2006,28,familie,0,67,sysselsatte_innvandringsgrunn,personer
2006,33,arbeid,0,67,sysselsatte_innvandringsgrunn,personer
2006,36,flukt,1,67,sysselsatte_innvandringsgrunn,personer
2006,73,uoppgitt,1,67,sysselsatte_innvandringsgrunn,personer
2006,73,utdanning,0,67,sysselsatte_innvandringsgrunn,personer
2006,74,flukt,1,67,sysselsatte_innvandringsgrunn,personer
2006,75,flukt,1,67,sysselsatte_innvandringsgrunn,personer
2006,82,uoppgitt,0,67,sysselsatte_innvandringsgrunn,personer
2007,19,uoppgitt,1,67,sysselsatte_innvandringsgrunn,personer
2007,42,flukt,1,67,sysselsatte_innvandringsgrunn,personer
2007,45,familie,alle,67,sysselsatte_innvandringsgrunn,personer
2007,55,familie,1,67,sysselsatte_innvandringsgrunn,personer
2007,63,flukt,1,67,sysselsatte_innvandringsgrunn,personer
2007,63,uoppgitt,1,67,sysselsatte_innvandringsgrunn,personer
2008,38,arbeid,0,67,sysselsatte_innvandringsgrunn,personer
2008,54,uoppgitt,1,67,sysselsatte_innvandringsgrunn,personer
2008,63,arbeid,1,67,sysselsatte_innvandringsgrunn,personer
2008,65,alle,1,67,sysselsatte_innvandringsgrunn,personer
2008,68,familie,0,67,sysselsatte_innvandringsgrunn,personer
2008,69,familie,alle,67,sysselsatte_innvandringsgrunn,personer
2008,80,arbeid,alle,67,sysselsatte_innvandringsgrunn,personer
2009,60,flukt,alle,67,sysselsatte_innvandringsgrunn,personer
2009,68,uoppgitt,alle,67,sysselsatte_innvandringsgrunn,personer
2010,28,flukt,0,67,sysselsatte_innvandringsgrunn,personer
2010,29,flukt,1,67,sysselsatte_innvandringsgrunn,personer
2010,37,utdanning,0,67,sysselsatte_innvandringsgrunn,personer
2010,49,flukt,1,67,sysselsatte_innvandringsgrunn,personer
2010,70,arbeid,alle,67,sysselsatte_innvandringsgrunn,personer
2011,19,flukt,alle,67,sysselsatte_innvandringsgrunn,personer
2011,30,uoppgitt,0,67,sysselsatte_innvandringsgrunn,personer
2011,34,arbeid,0,67,sysselsatte_innvandringsgrunn,personer
2012,19,uoppgitt,1,67,sysselsatte_innvandringsgrunn,personer
2012,28,arbeid,0,67,sysselsatte_innvandringsgrunn,personer
2012,71,flukt,alle,67,sysselsatte_innvandringsgrunn,personer
2013,18,arbeid,0,67,sysselsatte_innvandringsgrunn,personer
2013,29,arbeid,0,67,sysselsatte_innvandringsgrunn,personer
2013,76,familie,1,67,sysselsatte_innvandringsgrunn,personer
2014,19,uoppgitt,1,67,sysselsatte_innvandringsgrunn,personer
2014,31,uoppgitt,alle,67,sysselsatte_innvandringsgrunn,personer
2014,54,uoppgitt,0,67,sysselsatte_innvandringsgrunn,personer
2014,83,flukt,0,67,sysselsatte_innvandringsgrunn,personer
2006,13,familie,1,68,sysselsatte_innvandringsgrunn,personer
2006,58,arbeid,1,68,sysselsatte_innvandringsgrunn,personer
2006,67,flukt,alle,68,sysselsatte_innvandringsgrunn,personer
2006,72,flukt,1,68,sysselsatte_innvandringsgrunn,personer
2006,74,uoppgitt,alle,68,sysselsatte_innvandringsgrunn,personer
2007,01,arbeid,alle,68,sysselsatte_innvandringsgrunn,personer
2008,43,flukt,alle,68,sysselsatte_innvandringsgrunn,personer
2008,54,uoppgitt,0,68,sysselsatte_innvandringsgrunn,personer
2008,64,arbeid,0,68,sysselsatte_innvandringsgrunn,personer
2009,18,familie,0,68,sysselsatte_innvandringsgrunn,personer
2009,34,flukt,0,68,sysselsatte_innvandringsgrunn,personer
2009,47,utdanning,alle,68,sysselsatte_innvandringsgrunn,personer
2009,50,flukt,1,68,sysselsatte_innvandringsgrunn,personer
2009,51,familie,1,68,sysselsatte_innvandringsgrunn,personer
2009,69,familie,0,68,sysselsatte_innvandringsgrunn,personer
2010,12,utdanning,0,68,sysselsatte_innvandringsgrunn,personer
2010,28,flukt,1,68,sysselsatte_innvandringsgrunn,personer
2010,66,uoppgitt,alle,68,sysselsatte_innvandringsgrunn,personer
2010,68,familie,0,68,sysselsatte_innvandringsgrunn,personer
2010,68,uoppgitt,alle,68,sysselsatte_innvandringsgrunn,personer
2010,70,alle,1,68,sysselsatte_innvandringsgrunn,personer
2010,77,flukt,0,68,sysselsatte_innvandringsgrunn,personer
2010,80,arbeid,1,68,sysselsatte_innvandringsgrunn,personer
2011,19,uoppgitt,1,68,sysselsatte_innvandringsgrunn,personer
2011,28,uoppgitt,0,68,sysselsatte_innvandringsgrunn,personer
2012,10,flukt,alle,68,sysselsatte_innvandringsgrunn,personer
2012,17,uoppgitt,alle,68,sysselsatte_innvandringsgrunn,personer
2012,45,uoppgitt,alle,68,sysselsatte_innvandringsgrunn,personer
2012,46,flukt,0,68,sysselsatte_innvandringsgrunn,personer
2013,23,uoppgitt,1,68,sysselsatte_innvandringsgrunn,personer
2013,27,utdanning,1,68,sysselsatte_innvandringsgrunn,personer
2013,71,flukt,alle,68,sysselsatte_innvandringsgrunn,personer
2014,22,utdanning,0,68,sysselsatte_innvandringsgrunn,personer
2014,23,uoppgitt,1,68,sysselsatte_innvandringsgrunn,personer
2014,28,flukt,0,68,sysselsatte_innvandringsgrunn,personer
2014,67,flukt,1,68,sysselsatte_innvandringsgrunn,personer
2014,73,utdanning,1,68,sysselsatte_innvandringsgrunn,personer
2006,34,flukt,0,69,sysselsatte_innvandringsgrunn,personer
2006,58,familie,0,69,sysselsatte_innvandringsgrunn,personer
2007,17,arbeid,alle,69,sysselsatte_innvandringsgrunn,personer
2007,64,familie,1,69,sysselsatte_innvandringsgrunn,personer
2007,78,flukt,1,69,sysselsatte_innvandringsgrunn,personer
2008,13,familie,1,69,sysselsatte_innvandringsgrunn,personer
2008,46,flukt,0,69,sysselsatte_innvandringsgrunn,personer
2008,49,familie,1,69,sysselsatte_innvandringsgrunn,personer
2008,69,flukt,alle,69,sysselsatte_innvandringsgrunn,personer
2009,13,familie,1,69,sysselsatte_innvandringsgrunn,personer
2009,23,flukt,alle,69,sysselsatte_innvandringsgrunn,personer
2009,26,utdanning,alle,69,sysselsatte_innvandringsgrunn,personer
2009,49,familie,1,69,sysselsatte_innvandringsgrunn,personer
2009,80,uoppgitt,0,69,sysselsatte_innvandringsgrunn,personer
2010,13,flukt,0,69,sysselsatte_innvandringsgrunn,personer
2010,60,flukt,alle,69,sysselsatte_innvandringsgrunn,personer
2010,62,arbeid,alle,69,sysselsatte_innvandringsgrunn,personer
2010,74,flukt,1,69,sysselsatte_innvandringsgrunn,personer
2010,78,flukt,1,69,sysselsatte_innvandringsgrunn,personer
2011,15,arbeid,0,69,sysselsatte_innvandringsgrunn,personer
2011,23,uoppgitt,1,69,sysselsatte_innvandringsgrunn,personer
2011,32,utdanning,0,69,sysselsatte_innvandringsgrunn,personer
2011,46,flukt,0,69,sysselsatte_innvandringsgrunn,personer
2011,51,flukt,0,69,sysselsatte_innvandringsgrunn,personer
2011,66,uoppgitt,alle,69,sysselsatte_innvandringsgrunn,personer
2011,73,utdanning,1,69,sysselsatte_innvandringsgrunn,personer
2012,26,utdanning,0,69,sysselsatte_innvandringsgrunn,personer
2012,42,familie,1,69,sysselsatte_innvandringsgrunn,personer
2013,50,flukt,1,69,sysselsatte_innvandringsgrunn,personer
2013,67,arbeid,0,69,sysselsatte_innvandringsgrunn,personer
2013,81,flukt,0,69,sysselsatte_innvandringsgrunn,personer
2014,14,utdanning,0,69,sysselsatte_innvandringsgrunn,personer
2014,38,familie,1,69,sysselsatte_innvandringsgrunn,personer
2014,48,arbeid,0,69,sysselsatte_innvandringsgrunn,personer
2014,56,utdanning,1,69,sysselsatte_innvandringsgrunn,personer
2014,62,arbeid,1,69,sysselsatte_innvandringsgrunn,personer
2006,02,utdanning,alle,70,sysselsatte_innvandringsgrunn,personer
2006,32,utdanning,alle,70,sysselsatte_innvandringsgrunn,personer
2006,48,alle,1,70,sysselsatte_innvandringsgrunn,personer
2007,12,arbeid,0,70,sysselsatte_innvandringsgrunn,personer
2007,19,flukt,1,70,sysselsatte_innvandringsgrunn,personer
2007,23,familie,0,70,sysselsatte_innvandringsgrunn,personer
2007,30,arbeid,1,70,sysselsatte_innvandringsgrunn,personer
2007,32,utdanning,alle,70,sysselsatte_innvandringsgrunn,personer
2007,33,familie,1,70,sysselsatte_innvandringsgrunn,personer
2007,34,uoppgitt,0,70,sysselsatte_innvandringsgrunn,personer
2007,38,uoppgitt,1,70,sysselsatte_innvandringsgrunn,personer
2007,44,uoppgitt,1,70,sysselsatte_innvandringsgrunn,personer
2007,48,alle,0,70,sysselsatte_innvandringsgrunn,personer
2007,53,utdanning,alle,70,sysselsatte_innvandringsgrunn,personer
2007,60,flukt,alle,70,sysselsatte_innvandringsgrunn,personer
2007,69,uoppgitt,alle,70,sysselsatte_innvandringsgrunn,personer
2007,78,uoppgitt,1,70,sysselsatte_innvandringsgrunn,personer
2008,01,familie,1,70,sysselsatte_innvandringsgrunn,personer
2008,18,arbeid,1,70,sysselsatte_innvandringsgrunn,personer
2008,28,flukt,0,70,sysselsatte_innvandringsgrunn,personer
2008,33,familie,1,70,sysselsatte_innvandringsgrunn,personer
2008,41,flukt,1,70,sysselsatte_innvandringsgrunn,personer
2008,78,flukt,1,70,sysselsatte_innvandringsgrunn,personer
2009,19,flukt,alle,70,sysselsatte_innvandringsgrunn,personer
2009,54,uoppgitt,0,70,sysselsatte_innvandringsgrunn,personer
2009,78,flukt,1,70,sysselsatte_innvandringsgrunn,personer
2010,30,uoppgitt,0,70,sysselsatte_innvandringsgrunn,personer
2010,44,flukt,alle,70,sysselsatte_innvandringsgrunn,personer
2010,80,familie,0,70,sysselsatte_innvandringsgrunn,personer
2011,11,arbeid,0,70,sysselsatte_innvandringsgrunn,personer
2011,31,flukt,alle,70,sysselsatte_innvandringsgrunn,personer
2012,02,utdanning,alle,70,sysselsatte_innvandringsgrunn,personer
2012,30,arbeid,0,70,sysselsatte_innvandringsgrunn,personer
2012,31,familie,alle,70,sysselsatte_innvandringsgrunn,personer
2012,51,flukt,0,70,sysselsatte_innvandringsgrunn,personer
2012,54,flukt,1,70,sysselsatte_innvandringsgrunn,personer
2012,57,arbeid,0,70,sysselsatte_innvandringsgrunn,personer
2012,72,arbeid,0,70,sysselsatte_innvandringsgrunn,personer
2012,74,familie,1,70,sysselsatte_innvandringsgrunn,personer
2013,30,uoppgitt,1,70,sysselsatte_innvandringsgrunn,personer
2013,52,utdanning,alle,70,sysselsatte_innvandringsgrunn,personer
2013,80,arbeid,0,70,sysselsatte_innvandringsgrunn,personer
2014,36,familie,1,70,sysselsatte_innvandringsgrunn,personer
2014,40,annet,alle,70,sysselsatte_innvandringsgrunn,personer
2014,52,flukt,0,70,sysselsatte_innvandringsgrunn,personer
2014,64,utdanning,alle,70,sysselsatte_innvandringsgrunn,personer
2006,10,familie,0,71,sysselsatte_innvandringsgrunn,personer
2006,16,uoppgitt,0,71,sysselsatte_innvandringsgrunn,personer
2006,33,uoppgitt,alle,71,sysselsatte_innvandringsgrunn,personer
2006,45,alle,0,71,sysselsatte_innvandringsgrunn,personer
2006,49,arbeid,0,71,sysselsatte_innvandringsgrunn,personer
2006,49,familie,1,71,sysselsatte_innvandringsgrunn,personer
2007,09,annet,0,71,sysselsatte_innvandringsgrunn,personer
2007,31,flukt,alle,71,sysselsatte_innvandringsgrunn,personer
2007,69,familie,alle,71,sysselsatte_innvandringsgrunn,personer
2007,73,utdanning,0,71,sysselsatte_innvandringsgrunn,personer
2008,38,uoppgitt,1,71,sysselsatte_innvandringsgrunn,personer
2008,71,uoppgitt,alle,71,sysselsatte_innvandringsgrunn,personer
2009,13,flukt,0,71,sysselsatte_innvandringsgrunn,personer
2009,36,flukt,1,71,sysselsatte_innvandringsgrunn,personer
2009,68,familie,alle,71,sysselsatte_innvandringsgrunn,personer
2010,23,uoppgitt,1,71,sysselsatte_innvandringsgrunn,personer
2010,33,familie,1,71,sysselsatte_innvandringsgrunn,personer
2010,36,flukt,1,71,sysselsatte_innvandringsgrunn,personer
2010,47,utdanning,alle,71,sysselsatte_innvandringsgrunn,personer
2010,69,arbeid,1,71,sysselsatte_innvandringsgrunn,personer
2010,77,arbeid,0,71,sysselsatte_innvandringsgrunn,personer
2011,10,arbeid,0,71,sysselsatte_innvandringsgrunn,personer
2011,11,familie,1,71,sysselsatte_innvandringsgrunn,personer
2011,30,uoppgitt,1,71,sysselsatte_innvandringsgrunn,personer
2011,34,flukt,0,71,sysselsatte_innvandringsgrunn,personer
2012,23,uoppgitt,1,71,sysselsatte_innvandringsgrunn,personer
2012,30,uoppgitt,1,71,sysselsatte_innvandringsgrunn,personer
2012,39,annet,alle,71,sysselsatte_innvandringsgrunn,personer
2012,47,utdanning,0,71,sysselsatte_innvandringsgrunn,personer
2013,21,flukt,1,71,sysselsatte_innvandringsgrunn,personer
2013,51,flukt,0,71,sysselsatte_innvandringsgrunn,personer
2014,10,flukt,alle,71,sysselsatte_innvandringsgrunn,personer
2014,21,flukt,1,71,sysselsatte_innvandringsgrunn,personer
2014,44,uoppgitt,0,71,sysselsatte_innvandringsgrunn,personer
2014,55,utdanning,alle,71,sysselsatte_innvandringsgrunn,personer
2014,67,arbeid,0,71,sysselsatte_innvandringsgrunn,personer
2014,72,familie,1,71,sysselsatte_innvandringsgrunn,personer
2014,76,flukt,0,71,sysselsatte_innvandringsgrunn,personer
2006,13,flukt,0,72,sysselsatte_innvandringsgrunn,personer
2006,68,alle,1,72,sysselsatte_innvandringsgrunn,personer
2007,30,familie,alle,72,sysselsatte_innvandringsgrunn,personer
2007,48,arbeid,alle,72,sysselsatte_innvandringsgrunn,personer
2007,58,familie,0,72,sysselsatte_innvandringsgrunn,personer
2008,42,uoppgitt,0,72,sysselsatte_innvandringsgrunn,personer
2008,49,arbeid,0,72,sysselsatte_innvandringsgrunn,personer
2008,50,arbeid,0,72,sysselsatte_innvandringsgrunn,personer
2008,69,uoppgitt,alle,72,sysselsatte_innvandringsgrunn,personer
2008,78,uoppgitt,1,72,sysselsatte_innvandringsgrunn,personer
2009,23,uoppgitt,0,72,sysselsatte_innvandringsgrunn,personer
2009,51,flukt,0,72,sysselsatte_innvandringsgrunn,personer
2009,54,flukt,1,72,sysselsatte_innvandringsgrunn,personer
2009,55,familie,1,72,sysselsatte_innvandringsgrunn,personer
2009,59,arbeid,alle,72,sysselsatte_innvandringsgrunn,personer
2009,63,uoppgitt,0,72,sysselsatte_innvandringsgrunn,personer
