aar,naringsregion_nr,innvkat_2,arbeidsalder_18_69,tabellvariabel,tabell_navn,enhet
2010,44,alle,55_69,3481,sysselsatte_innvkat_alder,personer
2010,44,alle,alle,16184,sysselsatte_innvkat_alder,personer
2010,44,befolkningen_ellers,18_29,3118,sysselsatte_innvkat_alder,personer
2010,44,befolkningen_ellers,30_54,8053,sysselsatte_innvkat_alder,personer
2010,44,befolkningen_ellers,55_69,3402,sysselsatte_innvkat_alder,personer
2010,44,befolkningen_ellers,alle,15022,sysselsatte_innvkat_alder,personer
2010,44,innvandrere,18_29,253,sysselsatte_innvkat_alder,personer
2010,44,innvandrere,30_54,821,sysselsatte_innvkat_alder,personer
2010,44,innvandrere,55_69,79,sysselsatte_innvkat_alder,personer
2010,44,innvandrere,alle,1162,sysselsatte_innvkat_alder,personer
2010,45,alle,18_29,1304,sysselsatte_innvkat_alder,personer
2010,45,alle,30_54,3158,sysselsatte_innvkat_alder,personer
2010,45,alle,55_69,1216,sysselsatte_innvkat_alder,personer
2010,45,alle,alle,5857,sysselsatte_innvkat_alder,personer
2010,45,befolkningen_ellers,18_29,1212,sysselsatte_innvkat_alder,personer
2010,45,befolkningen_ellers,30_54,2929,sysselsatte_innvkat_alder,personer
2010,45,befolkningen_ellers,55_69,1195,sysselsatte_innvkat_alder,personer
2010,45,befolkningen_ellers,alle,5515,sysselsatte_innvkat_alder,personer
2010,45,innvandrere,18_29,92,sysselsatte_innvkat_alder,personer
2010,45,innvandrere,30_54,229,sysselsatte_innvkat_alder,personer
2010,45,innvandrere,55_69,21,sysselsatte_innvkat_alder,personer
2010,45,innvandrere,alle,342,sysselsatte_innvkat_alder,personer
2010,46,alle,18_29,7043,sysselsatte_innvkat_alder,personer
2010,46,alle,30_54,16803,sysselsatte_innvkat_alder,personer
2010,46,alle,55_69,6506,sysselsatte_innvkat_alder,personer
2010,46,alle,alle,31431,sysselsatte_innvkat_alder,personer
2010,46,befolkningen_ellers,18_29,6500,sysselsatte_innvkat_alder,personer
2010,46,befolkningen_ellers,30_54,15378,sysselsatte_innvkat_alder,personer
2010,46,befolkningen_ellers,55_69,6313,sysselsatte_innvkat_alder,personer
2010,46,befolkningen_ellers,alle,29257,sysselsatte_innvkat_alder,personer
2010,46,innvandrere,18_29,543,sysselsatte_innvkat_alder,personer
2010,46,innvandrere,30_54,1425,sysselsatte_innvkat_alder,personer
2010,46,innvandrere,55_69,193,sysselsatte_innvkat_alder,personer
2010,46,innvandrere,alle,2174,sysselsatte_innvkat_alder,personer
2010,47,alle,18_29,6432,sysselsatte_innvkat_alder,personer
2010,47,alle,30_54,17437,sysselsatte_innvkat_alder,personer
2010,47,alle,55_69,5295,sysselsatte_innvkat_alder,personer
2010,47,alle,alle,29867,sysselsatte_innvkat_alder,personer
2010,47,befolkningen_ellers,18_29,5983,sysselsatte_innvkat_alder,personer
2010,47,befolkningen_ellers,30_54,16020,sysselsatte_innvkat_alder,personer
2010,47,befolkningen_ellers,55_69,5136,sysselsatte_innvkat_alder,personer
2010,47,befolkningen_ellers,alle,27826,sysselsatte_innvkat_alder,personer
2010,47,innvandrere,18_29,449,sysselsatte_innvkat_alder,personer
2010,47,innvandrere,30_54,1417,sysselsatte_innvkat_alder,personer
2010,47,innvandrere,55_69,159,sysselsatte_innvkat_alder,personer
2010,47,innvandrere,alle,2041,sysselsatte_innvkat_alder,personer
2010,48,alle,18_29,756,sysselsatte_innvkat_alder,personer
2010,48,alle,30_54,2018,sysselsatte_innvkat_alder,personer
2010,48,alle,55_69,953,sysselsatte_innvkat_alder,personer
2010,48,alle,alle,3897,sysselsatte_innvkat_alder,personer
2010,48,befolkningen_ellers,18_29,703,sysselsatte_innvkat_alder,personer
2010,48,befolkningen_ellers,30_54,1837,sysselsatte_innvkat_alder,personer
2010,48,befolkningen_ellers,55_69,924,sysselsatte_innvkat_alder,personer
2010,48,befolkningen_ellers,alle,3633,sysselsatte_innvkat_alder,personer
2010,48,innvandrere,18_29,53,sysselsatte_innvkat_alder,personer
2010,48,innvandrere,30_54,181,sysselsatte_innvkat_alder,personer
2010,48,innvandrere,55_69,29,sysselsatte_innvkat_alder,personer
2010,48,innvandrere,alle,264,sysselsatte_innvkat_alder,personer
2010,49,alle,18_29,3418,sysselsatte_innvkat_alder,personer
2010,49,alle,30_54,9000,sysselsatte_innvkat_alder,personer
2010,49,alle,55_69,3884,sysselsatte_innvkat_alder,personer
2010,49,alle,alle,16994,sysselsatte_innvkat_alder,personer
2010,49,befolkningen_ellers,18_29,3082,sysselsatte_innvkat_alder,personer
2010,49,befolkningen_ellers,30_54,8021,sysselsatte_innvkat_alder,personer
2010,49,befolkningen_ellers,55_69,3766,sysselsatte_innvkat_alder,personer
2010,49,befolkningen_ellers,alle,15552,sysselsatte_innvkat_alder,personer
2010,49,innvandrere,18_29,336,sysselsatte_innvkat_alder,personer
2010,49,innvandrere,30_54,979,sysselsatte_innvkat_alder,personer
2010,49,innvandrere,55_69,118,sysselsatte_innvkat_alder,personer
2010,49,innvandrere,alle,1442,sysselsatte_innvkat_alder,personer
2010,50,alle,18_29,3432,sysselsatte_innvkat_alder,personer
2010,50,alle,30_54,9149,sysselsatte_innvkat_alder,personer
2010,50,alle,55_69,3737,sysselsatte_innvkat_alder,personer
2010,50,alle,alle,16904,sysselsatte_innvkat_alder,personer
2010,50,befolkningen_ellers,18_29,3164,sysselsatte_innvkat_alder,personer
2010,50,befolkningen_ellers,30_54,8359,sysselsatte_innvkat_alder,personer
2010,50,befolkningen_ellers,55_69,3615,sysselsatte_innvkat_alder,personer
2010,50,befolkningen_ellers,alle,15719,sysselsatte_innvkat_alder,personer
2010,50,innvandrere,18_29,268,sysselsatte_innvkat_alder,personer
2010,50,innvandrere,30_54,790,sysselsatte_innvkat_alder,personer
2010,50,innvandrere,55_69,122,sysselsatte_innvkat_alder,personer
2010,50,innvandrere,alle,1185,sysselsatte_innvkat_alder,personer
2010,51,alle,18_29,3796,sysselsatte_innvkat_alder,personer
2010,51,alle,30_54,9454,sysselsatte_innvkat_alder,personer
2010,51,alle,55_69,3455,sysselsatte_innvkat_alder,personer
2010,51,alle,alle,17353,sysselsatte_innvkat_alder,personer
2010,51,befolkningen_ellers,18_29,3499,sysselsatte_innvkat_alder,personer
2010,51,befolkningen_ellers,30_54,8679,sysselsatte_innvkat_alder,personer
2010,51,befolkningen_ellers,55_69,3350,sysselsatte_innvkat_alder,personer
2010,51,befolkningen_ellers,alle,16167,sysselsatte_innvkat_alder,personer
2010,51,innvandrere,18_29,297,sysselsatte_innvkat_alder,personer
2010,51,innvandrere,30_54,775,sysselsatte_innvkat_alder,personer
2010,51,innvandrere,55_69,105,sysselsatte_innvkat_alder,personer
2010,51,innvandrere,alle,1186,sysselsatte_innvkat_alder,personer
2010,52,alle,18_29,6074,sysselsatte_innvkat_alder,personer
2010,52,alle,30_54,16695,sysselsatte_innvkat_alder,personer
2010,52,alle,55_69,6863,sysselsatte_innvkat_alder,personer
2010,52,alle,alle,30583,sysselsatte_innvkat_alder,personer
2010,52,befolkningen_ellers,18_29,5624,sysselsatte_innvkat_alder,personer
2010,52,befolkningen_ellers,30_54,15391,sysselsatte_innvkat_alder,personer
2010,52,befolkningen_ellers,55_69,6711,sysselsatte_innvkat_alder,personer
2010,52,befolkningen_ellers,alle,28655,sysselsatte_innvkat_alder,personer
2010,52,innvandrere,18_29,450,sysselsatte_innvkat_alder,personer
2010,52,innvandrere,30_54,1304,sysselsatte_innvkat_alder,personer
2010,52,innvandrere,55_69,152,sysselsatte_innvkat_alder,personer
2010,52,innvandrere,alle,1928,sysselsatte_innvkat_alder,personer
2010,53,alle,18_29,6077,sysselsatte_innvkat_alder,personer
2010,53,alle,30_54,15876,sysselsatte_innvkat_alder,personer
2010,53,alle,55_69,6697,sysselsatte_innvkat_alder,personer
2010,53,alle,alle,29616,sysselsatte_innvkat_alder,personer
2010,53,befolkningen_ellers,18_29,5596,sysselsatte_innvkat_alder,personer
2010,53,befolkningen_ellers,30_54,14431,sysselsatte_innvkat_alder,personer
2010,53,befolkningen_ellers,55_69,6518,sysselsatte_innvkat_alder,personer
2010,53,befolkningen_ellers,alle,27490,sysselsatte_innvkat_alder,personer
2010,53,innvandrere,18_29,481,sysselsatte_innvkat_alder,personer
2010,53,innvandrere,30_54,1445,sysselsatte_innvkat_alder,personer
2010,53,innvandrere,55_69,179,sysselsatte_innvkat_alder,personer
2010,53,innvandrere,alle,2126,sysselsatte_innvkat_alder,personer
2010,54,alle,18_29,1827,sysselsatte_innvkat_alder,personer
2010,54,alle,30_54,4943,sysselsatte_innvkat_alder,personer
2010,54,alle,55_69,2112,sysselsatte_innvkat_alder,personer
2010,54,alle,alle,9224,sysselsatte_innvkat_alder,personer
2010,54,befolkningen_ellers,18_29,1543,sysselsatte_innvkat_alder,personer
2010,54,befolkningen_ellers,30_54,4310,sysselsatte_innvkat_alder,personer
2010,54,befolkningen_ellers,55_69,2028,sysselsatte_innvkat_alder,personer
2010,54,befolkningen_ellers,alle,8213,sysselsatte_innvkat_alder,personer
2010,54,innvandrere,18_29,284,sysselsatte_innvkat_alder,personer
2010,54,innvandrere,30_54,633,sysselsatte_innvkat_alder,personer
2010,54,innvandrere,55_69,84,sysselsatte_innvkat_alder,personer
2010,54,innvandrere,alle,1011,sysselsatte_innvkat_alder,personer
2010,55,alle,18_29,4923,sysselsatte_innvkat_alder,personer
2010,55,alle,30_54,12935,sysselsatte_innvkat_alder,personer
2010,55,alle,55_69,5032,sysselsatte_innvkat_alder,personer
2010,55,alle,alle,23634,sysselsatte_innvkat_alder,personer
2010,55,befolkningen_ellers,18_29,4426,sysselsatte_innvkat_alder,personer
2010,55,befolkningen_ellers,30_54,11410,sysselsatte_innvkat_alder,personer
2010,55,befolkningen_ellers,55_69,4887,sysselsatte_innvkat_alder,personer
2010,55,befolkningen_ellers,alle,21459,sysselsatte_innvkat_alder,personer
2010,55,innvandrere,18_29,497,sysselsatte_innvkat_alder,personer
2010,55,innvandrere,30_54,1525,sysselsatte_innvkat_alder,personer
2010,55,innvandrere,55_69,145,sysselsatte_innvkat_alder,personer
2010,55,innvandrere,alle,2175,sysselsatte_innvkat_alder,personer
2010,56,alle,18_29,8596,sysselsatte_innvkat_alder,personer
2010,56,alle,30_54,21323,sysselsatte_innvkat_alder,personer
2010,56,alle,55_69,7775,sysselsatte_innvkat_alder,personer
2010,56,alle,alle,38735,sysselsatte_innvkat_alder,personer
2010,56,befolkningen_ellers,18_29,7706,sysselsatte_innvkat_alder,personer
2010,56,befolkningen_ellers,30_54,19064,sysselsatte_innvkat_alder,personer
2010,56,befolkningen_ellers,55_69,7506,sysselsatte_innvkat_alder,personer
2010,56,befolkningen_ellers,alle,35295,sysselsatte_innvkat_alder,personer
2010,56,innvandrere,18_29,890,sysselsatte_innvkat_alder,personer
2010,56,innvandrere,30_54,2259,sysselsatte_innvkat_alder,personer
2010,56,innvandrere,55_69,269,sysselsatte_innvkat_alder,personer
2010,56,innvandrere,alle,3440,sysselsatte_innvkat_alder,personer
2010,57,alle,18_29,2303,sysselsatte_innvkat_alder,personer
2010,57,alle,30_54,6619,sysselsatte_innvkat_alder,personer
2010,57,alle,55_69,2801,sysselsatte_innvkat_alder,personer
2010,57,alle,alle,12092,sysselsatte_innvkat_alder,personer
2010,57,befolkningen_ellers,18_29,2221,sysselsatte_innvkat_alder,personer
2010,57,befolkningen_ellers,30_54,6251,sysselsatte_innvkat_alder,personer
2010,57,befolkningen_ellers,55_69,2760,sysselsatte_innvkat_alder,personer
2010,57,befolkningen_ellers,alle,11598,sysselsatte_innvkat_alder,personer
2010,57,innvandrere,18_29,82,sysselsatte_innvkat_alder,personer
2010,57,innvandrere,30_54,368,sysselsatte_innvkat_alder,personer
2010,57,innvandrere,55_69,41,sysselsatte_innvkat_alder,personer
2010,57,innvandrere,alle,494,sysselsatte_innvkat_alder,personer
2010,58,alle,18_29,974,sysselsatte_innvkat_alder,personer
2010,58,alle,30_54,2468,sysselsatte_innvkat_alder,personer
2010,58,alle,55_69,842,sysselsatte_innvkat_alder,personer
2010,58,alle,alle,4448,sysselsatte_innvkat_alder,personer
2010,58,befolkningen_ellers,18_29,706,sysselsatte_innvkat_alder,personer
2010,58,befolkningen_ellers,30_54,2009,sysselsatte_innvkat_alder,personer
2010,58,befolkningen_ellers,55_69,796,sysselsatte_innvkat_alder,personer
2010,58,befolkningen_ellers,alle,3670,sysselsatte_innvkat_alder,personer
2010,58,innvandrere,18_29,268,sysselsatte_innvkat_alder,personer
2010,58,innvandrere,30_54,459,sysselsatte_innvkat_alder,personer
2010,58,innvandrere,55_69,46,sysselsatte_innvkat_alder,personer
2010,58,innvandrere,alle,778,sysselsatte_innvkat_alder,personer
2010,59,alle,18_29,961,sysselsatte_innvkat_alder,personer
2010,59,alle,30_54,2528,sysselsatte_innvkat_alder,personer
2010,59,alle,55_69,1136,sysselsatte_innvkat_alder,personer
2010,59,alle,alle,4839,sysselsatte_innvkat_alder,personer
2010,59,befolkningen_ellers,18_29,905,sysselsatte_innvkat_alder,personer
2010,59,befolkningen_ellers,30_54,2375,sysselsatte_innvkat_alder,personer
2010,59,befolkningen_ellers,55_69,1114,sysselsatte_innvkat_alder,personer
2010,59,befolkningen_ellers,alle,4606,sysselsatte_innvkat_alder,personer
2010,59,innvandrere,18_29,56,sysselsatte_innvkat_alder,personer
2010,59,innvandrere,30_54,153,sysselsatte_innvkat_alder,personer
2010,59,innvandrere,55_69,22,sysselsatte_innvkat_alder,personer
2010,59,innvandrere,alle,233,sysselsatte_innvkat_alder,personer
2010,60,alle,18_29,2314,sysselsatte_innvkat_alder,personer
2010,60,alle,30_54,6005,sysselsatte_innvkat_alder,personer
2010,60,alle,55_69,2434,sysselsatte_innvkat_alder,personer
2010,60,alle,alle,11069,sysselsatte_innvkat_alder,personer
2010,60,befolkningen_ellers,18_29,2204,sysselsatte_innvkat_alder,personer
2010,60,befolkningen_ellers,30_54,5678,sysselsatte_innvkat_alder,personer
2010,60,befolkningen_ellers,55_69,2387,sysselsatte_innvkat_alder,personer
2010,60,befolkningen_ellers,alle,10582,sysselsatte_innvkat_alder,personer
2010,60,innvandrere,18_29,110,sysselsatte_innvkat_alder,personer
2010,60,innvandrere,30_54,327,sysselsatte_innvkat_alder,personer
2010,60,innvandrere,55_69,47,sysselsatte_innvkat_alder,personer
2010,60,innvandrere,alle,487,sysselsatte_innvkat_alder,personer
2010,61,alle,18_29,28255,sysselsatte_innvkat_alder,personer
2010,61,alle,30_54,65839,sysselsatte_innvkat_alder,personer
2010,61,alle,55_69,20855,sysselsatte_innvkat_alder,personer
2010,61,alle,alle,117029,sysselsatte_innvkat_alder,personer
2010,61,befolkningen_ellers,18_29,25326,sysselsatte_innvkat_alder,personer
2010,61,befolkningen_ellers,30_54,59554,sysselsatte_innvkat_alder,personer
2010,61,befolkningen_ellers,55_69,20090,sysselsatte_innvkat_alder,personer
2010,61,befolkningen_ellers,alle,106996,sysselsatte_innvkat_alder,personer
2010,61,innvandrere,18_29,2929,sysselsatte_innvkat_alder,personer
2010,61,innvandrere,30_54,6285,sysselsatte_innvkat_alder,personer
2010,61,innvandrere,55_69,765,sysselsatte_innvkat_alder,personer
2010,61,innvandrere,alle,10033,sysselsatte_innvkat_alder,personer
2010,62,alle,18_29,855,sysselsatte_innvkat_alder,personer
2010,62,alle,30_54,2324,sysselsatte_innvkat_alder,personer
2010,62,alle,55_69,1105,sysselsatte_innvkat_alder,personer
2010,62,alle,alle,4482,sysselsatte_innvkat_alder,personer
2010,62,befolkningen_ellers,18_29,797,sysselsatte_innvkat_alder,personer
2010,62,befolkningen_ellers,30_54,2170,sysselsatte_innvkat_alder,personer
2010,62,befolkningen_ellers,55_69,1073,sysselsatte_innvkat_alder,personer
2010,62,befolkningen_ellers,alle,4236,sysselsatte_innvkat_alder,personer
2010,62,innvandrere,18_29,58,sysselsatte_innvkat_alder,personer
2010,62,innvandrere,30_54,154,sysselsatte_innvkat_alder,personer
2010,62,innvandrere,55_69,32,sysselsatte_innvkat_alder,personer
2010,62,innvandrere,alle,246,sysselsatte_innvkat_alder,personer
2010,63,alle,18_29,2610,sysselsatte_innvkat_alder,personer
2010,63,alle,30_54,7464,sysselsatte_innvkat_alder,personer
2010,63,alle,55_69,2738,sysselsatte_innvkat_alder,personer
2010,63,alle,alle,13150,sysselsatte_innvkat_alder,personer
2010,63,befolkningen_ellers,18_29,2478,sysselsatte_innvkat_alder,personer
2010,63,befolkningen_ellers,30_54,7038,sysselsatte_innvkat_alder,personer
2010,63,befolkningen_ellers,55_69,2686,sysselsatte_innvkat_alder,personer
2010,63,befolkningen_ellers,alle,12537,sysselsatte_innvkat_alder,personer
2010,63,innvandrere,18_29,132,sysselsatte_innvkat_alder,personer
2010,63,innvandrere,30_54,426,sysselsatte_innvkat_alder,personer
2010,63,innvandrere,55_69,52,sysselsatte_innvkat_alder,personer
2010,63,innvandrere,alle,613,sysselsatte_innvkat_alder,personer
2010,64,alle,18_29,6419,sysselsatte_innvkat_alder,personer
2010,64,alle,30_54,17079,sysselsatte_innvkat_alder,personer
2010,64,alle,55_69,6825,sysselsatte_innvkat_alder,personer
2010,64,alle,alle,31102,sysselsatte_innvkat_alder,personer
2010,64,befolkningen_ellers,18_29,6124,sysselsatte_innvkat_alder,personer
2010,64,befolkningen_ellers,30_54,16198,sysselsatte_innvkat_alder,personer
2010,64,befolkningen_ellers,55_69,6690,sysselsatte_innvkat_alder,personer
2010,64,befolkningen_ellers,alle,29784,sysselsatte_innvkat_alder,personer
2010,64,innvandrere,18_29,295,sysselsatte_innvkat_alder,personer
2010,64,innvandrere,30_54,881,sysselsatte_innvkat_alder,personer
2010,64,innvandrere,55_69,135,sysselsatte_innvkat_alder,personer
2010,64,innvandrere,alle,1318,sysselsatte_innvkat_alder,personer
2010,65,alle,18_29,854,sysselsatte_innvkat_alder,personer
2010,65,alle,30_54,2297,sysselsatte_innvkat_alder,personer
2010,65,alle,55_69,1156,sysselsatte_innvkat_alder,personer
2010,65,alle,alle,4486,sysselsatte_innvkat_alder,personer
2010,65,befolkningen_ellers,18_29,829,sysselsatte_innvkat_alder,personer
2010,65,befolkningen_ellers,30_54,2178,sysselsatte_innvkat_alder,personer
2010,65,befolkningen_ellers,55_69,1124,sysselsatte_innvkat_alder,personer
2010,65,befolkningen_ellers,alle,4306,sysselsatte_innvkat_alder,personer
2010,65,innvandrere,18_29,25,sysselsatte_innvkat_alder,personer
2010,65,innvandrere,30_54,119,sysselsatte_innvkat_alder,personer
2010,65,innvandrere,55_69,32,sysselsatte_innvkat_alder,personer
2010,65,innvandrere,alle,180,sysselsatte_innvkat_alder,personer
2010,66,alle,18_29,1039,sysselsatte_innvkat_alder,personer
2010,66,alle,30_54,2637,sysselsatte_innvkat_alder,personer
2010,66,alle,55_69,1071,sysselsatte_innvkat_alder,personer
2010,66,alle,alle,4933,sysselsatte_innvkat_alder,personer
2010,66,befolkningen_ellers,18_29,980,sysselsatte_innvkat_alder,personer
2010,66,befolkningen_ellers,30_54,2479,sysselsatte_innvkat_alder,personer
2010,66,befolkningen_ellers,55_69,1046,sysselsatte_innvkat_alder,personer
2010,66,befolkningen_ellers,alle,4689,sysselsatte_innvkat_alder,personer
2010,66,innvandrere,18_29,59,sysselsatte_innvkat_alder,personer
2010,66,innvandrere,30_54,158,sysselsatte_innvkat_alder,personer
2010,66,innvandrere,55_69,25,sysselsatte_innvkat_alder,personer
2010,66,innvandrere,alle,244,sysselsatte_innvkat_alder,personer
2010,67,alle,18_29,2075,sysselsatte_innvkat_alder,personer
2010,67,alle,30_54,5409,sysselsatte_innvkat_alder,personer
2010,67,alle,55_69,2296,sysselsatte_innvkat_alder,personer
2010,67,alle,alle,10097,sysselsatte_innvkat_alder,personer
2010,67,befolkningen_ellers,18_29,1960,sysselsatte_innvkat_alder,personer
2010,67,befolkningen_ellers,30_54,5135,sysselsatte_innvkat_alder,personer
2010,67,befolkningen_ellers,55_69,2245,sysselsatte_innvkat_alder,personer
2010,67,befolkningen_ellers,alle,9654,sysselsatte_innvkat_alder,personer
2010,67,innvandrere,18_29,115,sysselsatte_innvkat_alder,personer
2010,67,innvandrere,30_54,274,sysselsatte_innvkat_alder,personer
2010,67,innvandrere,55_69,51,sysselsatte_innvkat_alder,personer
2010,67,innvandrere,alle,443,sysselsatte_innvkat_alder,personer
2010,68,alle,18_29,1193,sysselsatte_innvkat_alder,personer
2010,68,alle,30_54,3583,sysselsatte_innvkat_alder,personer
2010,68,alle,55_69,1426,sysselsatte_innvkat_alder,personer
2010,68,alle,alle,6397,sysselsatte_innvkat_alder,personer
2010,68,befolkningen_ellers,18_29,1140,sysselsatte_innvkat_alder,personer
2010,68,befolkningen_ellers,30_54,3414,sysselsatte_innvkat_alder,personer
2010,68,befolkningen_ellers,55_69,1409,sysselsatte_innvkat_alder,personer
2010,68,befolkningen_ellers,alle,6155,sysselsatte_innvkat_alder,personer
2010,68,innvandrere,18_29,53,sysselsatte_innvkat_alder,personer
2010,68,innvandrere,30_54,169,sysselsatte_innvkat_alder,personer
2010,68,innvandrere,55_69,17,sysselsatte_innvkat_alder,personer
2010,68,innvandrere,alle,242,sysselsatte_innvkat_alder,personer
2010,69,alle,18_29,1296,sysselsatte_innvkat_alder,personer
2010,69,alle,30_54,3389,sysselsatte_innvkat_alder,personer
2010,69,alle,55_69,1338,sysselsatte_innvkat_alder,personer
2010,69,alle,alle,6218,sysselsatte_innvkat_alder,personer
2010,69,befolkningen_ellers,18_29,1214,sysselsatte_innvkat_alder,personer
2010,69,befolkningen_ellers,30_54,3143,sysselsatte_innvkat_alder,personer
2010,69,befolkningen_ellers,55_69,1291,sysselsatte_innvkat_alder,personer
2010,69,befolkningen_ellers,alle,5837,sysselsatte_innvkat_alder,personer
2010,69,innvandrere,18_29,82,sysselsatte_innvkat_alder,personer
2010,69,innvandrere,30_54,246,sysselsatte_innvkat_alder,personer
2010,69,innvandrere,55_69,47,sysselsatte_innvkat_alder,personer
2010,69,innvandrere,alle,381,sysselsatte_innvkat_alder,personer
2010,70,alle,18_29,419,sysselsatte_innvkat_alder,personer
2010,70,alle,30_54,964,sysselsatte_innvkat_alder,personer
2010,70,alle,55_69,405,sysselsatte_innvkat_alder,personer
2010,70,alle,alle,1865,sysselsatte_innvkat_alder,personer
2010,70,befolkningen_ellers,18_29,358,sysselsatte_innvkat_alder,personer
2010,70,befolkningen_ellers,30_54,887,sysselsatte_innvkat_alder,personer
2010,70,befolkningen_ellers,55_69,396,sysselsatte_innvkat_alder,personer
2010,70,befolkningen_ellers,alle,1718,sysselsatte_innvkat_alder,personer
2010,70,innvandrere,18_29,61,sysselsatte_innvkat_alder,personer
2010,70,innvandrere,30_54,77,sysselsatte_innvkat_alder,personer
2010,70,innvandrere,55_69,9,sysselsatte_innvkat_alder,personer
2010,70,innvandrere,alle,147,sysselsatte_innvkat_alder,personer
2010,71,alle,18_29,1554,sysselsatte_innvkat_alder,personer
2010,71,alle,30_54,4548,sysselsatte_innvkat_alder,personer
2010,71,alle,55_69,1770,sysselsatte_innvkat_alder,personer
2010,71,alle,alle,8159,sysselsatte_innvkat_alder,personer
2010,71,befolkningen_ellers,18_29,1486,sysselsatte_innvkat_alder,personer
2010,71,befolkningen_ellers,30_54,4326,sysselsatte_innvkat_alder,personer
2010,71,befolkningen_ellers,55_69,1737,sysselsatte_innvkat_alder,personer
2010,71,befolkningen_ellers,alle,7830,sysselsatte_innvkat_alder,personer
2010,71,innvandrere,18_29,68,sysselsatte_innvkat_alder,personer
2010,71,innvandrere,30_54,222,sysselsatte_innvkat_alder,personer
2010,71,innvandrere,55_69,33,sysselsatte_innvkat_alder,personer
2010,71,innvandrere,alle,329,sysselsatte_innvkat_alder,personer
2010,72,alle,18_29,3190,sysselsatte_innvkat_alder,personer
2010,72,alle,30_54,8885,sysselsatte_innvkat_alder,personer
2010,72,alle,55_69,2990,sysselsatte_innvkat_alder,personer
2010,72,alle,alle,15525,sysselsatte_innvkat_alder,personer
2010,72,befolkningen_ellers,18_29,3033,sysselsatte_innvkat_alder,personer
2010,72,befolkningen_ellers,30_54,8405,sysselsatte_innvkat_alder,personer
2010,72,befolkningen_ellers,55_69,2912,sysselsatte_innvkat_alder,personer
2010,72,befolkningen_ellers,alle,14798,sysselsatte_innvkat_alder,personer
2010,72,innvandrere,18_29,157,sysselsatte_innvkat_alder,personer
2010,72,innvandrere,30_54,480,sysselsatte_innvkat_alder,personer
2010,72,innvandrere,55_69,78,sysselsatte_innvkat_alder,personer
2010,72,innvandrere,alle,727,sysselsatte_innvkat_alder,personer
2010,73,alle,18_29,8819,sysselsatte_innvkat_alder,personer
2010,73,alle,30_54,22523,sysselsatte_innvkat_alder,personer
2010,73,alle,55_69,8210,sysselsatte_innvkat_alder,personer
2010,73,alle,alle,40612,sysselsatte_innvkat_alder,personer
2010,73,befolkningen_ellers,18_29,8275,sysselsatte_innvkat_alder,personer
2010,73,befolkningen_ellers,30_54,21114,sysselsatte_innvkat_alder,personer
2010,73,befolkningen_ellers,55_69,7990,sysselsatte_innvkat_alder,personer
2010,73,befolkningen_ellers,alle,38415,sysselsatte_innvkat_alder,personer
2010,73,innvandrere,18_29,544,sysselsatte_innvkat_alder,personer
2010,73,innvandrere,30_54,1409,sysselsatte_innvkat_alder,personer
2010,73,innvandrere,55_69,220,sysselsatte_innvkat_alder,personer
2010,73,innvandrere,alle,2197,sysselsatte_innvkat_alder,personer
2010,74,alle,18_29,2686,sysselsatte_innvkat_alder,personer
2010,74,alle,30_54,6686,sysselsatte_innvkat_alder,personer
2010,74,alle,55_69,2525,sysselsatte_innvkat_alder,personer
2010,74,alle,alle,12258,sysselsatte_innvkat_alder,personer
2010,74,befolkningen_ellers,18_29,2434,sysselsatte_innvkat_alder,personer
2010,74,befolkningen_ellers,30_54,6157,sysselsatte_innvkat_alder,personer
2010,74,befolkningen_ellers,55_69,2430,sysselsatte_innvkat_alder,personer
2010,74,befolkningen_ellers,alle,11376,sysselsatte_innvkat_alder,personer
2010,74,innvandrere,18_29,252,sysselsatte_innvkat_alder,personer
2010,74,innvandrere,30_54,529,sysselsatte_innvkat_alder,personer
2010,74,innvandrere,55_69,95,sysselsatte_innvkat_alder,personer
2010,74,innvandrere,alle,882,sysselsatte_innvkat_alder,personer
2010,75,alle,18_29,2362,sysselsatte_innvkat_alder,personer
2010,75,alle,30_54,6254,sysselsatte_innvkat_alder,personer
2010,75,alle,55_69,2614,sysselsatte_innvkat_alder,personer
2010,75,alle,alle,11701,sysselsatte_innvkat_alder,personer
2010,75,befolkningen_ellers,18_29,2159,sysselsatte_innvkat_alder,personer
2010,75,befolkningen_ellers,30_54,5727,sysselsatte_innvkat_alder,personer
2010,75,befolkningen_ellers,55_69,2530,sysselsatte_innvkat_alder,personer
2010,75,befolkningen_ellers,alle,10878,sysselsatte_innvkat_alder,personer
2010,75,innvandrere,18_29,203,sysselsatte_innvkat_alder,personer
2010,75,innvandrere,30_54,527,sysselsatte_innvkat_alder,personer
2010,75,innvandrere,55_69,84,sysselsatte_innvkat_alder,personer
2010,75,innvandrere,alle,823,sysselsatte_innvkat_alder,personer
2010,76,alle,18_29,3048,sysselsatte_innvkat_alder,personer
2010,76,alle,30_54,8412,sysselsatte_innvkat_alder,personer
2010,76,alle,55_69,3534,sysselsatte_innvkat_alder,personer
2010,76,alle,alle,15575,sysselsatte_innvkat_alder,personer
2010,76,befolkningen_ellers,18_29,2828,sysselsatte_innvkat_alder,personer
2010,76,befolkningen_ellers,30_54,7815,sysselsatte_innvkat_alder,personer
2010,76,befolkningen_ellers,55_69,3450,sysselsatte_innvkat_alder,personer
