tabell_navn;aar;naringsregion_nr;kjonn;innvkat_5;vreg_3;invalder_3;enhet;tabellvariabel
grunnskolepoeng;2013-2014;22;1;innvandrere;alle;7+;person;5
grunnskolepoeng;2013-2014;22;1;innvandrere;alle;alle;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;22;1;innvandrere;alle;alle;person;14
grunnskolepoeng;2013-2014;22;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;34
grunnskolepoeng;2013-2014;22;1;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2013-2014;22;0;alle;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;22;0;alle;NULL;NULL;person;171
grunnskolepoeng;2013-2014;22;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;22;0;bef_u_innv_og_norskf;NULL;NULL;person;155
grunnskolepoeng;2013-2014;22;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2013-2014;22;0;befolkningen_ellers;NULL;NULL;person;158
grunnskolepoeng;2013-2014;22;0;innvandrere;1;0_6;grunnskolepoeng;51,4
grunnskolepoeng;2013-2014;22;0;innvandrere;1;0_6;person;6
grunnskolepoeng;2013-2014;22;0;innvandrere;1;7+;grunnskolepoeng;37
grunnskolepoeng;2013-2014;22;0;innvandrere;1;7+;person;3
grunnskolepoeng;2013-2014;22;0;innvandrere;1;alle;grunnskolepoeng;46,6
grunnskolepoeng;2013-2014;22;0;innvandrere;1;alle;person;8
grunnskolepoeng;2013-2014;22;0;innvandrere;2;0_6;grunnskolepoeng;33,2
grunnskolepoeng;2013-2014;22;0;innvandrere;2;0_6;person;3
grunnskolepoeng;2013-2014;22;0;innvandrere;2;7+;grunnskolepoeng;34,6
grunnskolepoeng;2013-2014;22;0;innvandrere;2;7+;person;5
grunnskolepoeng;2013-2014;22;0;innvandrere;2;alle;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;22;0;innvandrere;2;alle;person;7
grunnskolepoeng;2013-2014;22;0;innvandrere;alle;0_6;grunnskolepoeng;45,2
grunnskolepoeng;2013-2014;22;0;innvandrere;alle;0_6;person;8
grunnskolepoeng;2013-2014;22;0;innvandrere;alle;7+;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;22;0;innvandrere;alle;7+;person;7
grunnskolepoeng;2013-2014;22;0;innvandrere;alle;alle;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;22;0;innvandrere;alle;alle;person;15
grunnskolepoeng;2013-2014;22;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;49,2
grunnskolepoeng;2013-2014;22;0;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2013-2014;23;alle;alle;NULL;NULL;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;23;alle;alle;NULL;NULL;person;226
grunnskolepoeng;2013-2014;23;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;23;alle;bef_u_innv_og_norskf;NULL;NULL;person;211
grunnskolepoeng;2013-2014;23;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;23;alle;befolkningen_ellers;NULL;NULL;person;215
grunnskolepoeng;2013-2014;23;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;23;alle;innvandrere;1;7+;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;23;alle;innvandrere;1;7+;person;4
grunnskolepoeng;2013-2014;23;alle;innvandrere;1;alle;grunnskolepoeng;38,4
grunnskolepoeng;2013-2014;23;alle;innvandrere;1;alle;person;5
grunnskolepoeng;2013-2014;23;alle;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;alle;innvandrere;2;0_6;person;0
grunnskolepoeng;2013-2014;23;alle;innvandrere;2;7+;grunnskolepoeng;31,2
grunnskolepoeng;2013-2014;23;alle;innvandrere;2;7+;person;4
grunnskolepoeng;2013-2014;23;alle;innvandrere;2;alle;grunnskolepoeng;31,2
grunnskolepoeng;2013-2014;23;alle;innvandrere;2;alle;person;4
grunnskolepoeng;2013-2014;23;alle;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;alle;innvandrere;alle;0_6;person;0
grunnskolepoeng;2013-2014;23;alle;innvandrere;alle;7+;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;23;alle;innvandrere;alle;7+;person;8
grunnskolepoeng;2013-2014;23;alle;innvandrere;alle;alle;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;23;alle;innvandrere;alle;alle;person;9
grunnskolepoeng;2013-2014;23;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;32
grunnskolepoeng;2013-2014;23;alle;norskfodte_m_innvf;NULL;NULL;person;4
grunnskolepoeng;2013-2014;23;1;alle;NULL;NULL;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;23;1;alle;NULL;NULL;person;112
grunnskolepoeng;2013-2014;23;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;23;1;bef_u_innv_og_norskf;NULL;NULL;person;107
grunnskolepoeng;2013-2014;23;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;23;1;befolkningen_ellers;NULL;NULL;person;108
grunnskolepoeng;2013-2014;23;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;23;1;innvandrere;1;7+;grunnskolepoeng;31,6
grunnskolepoeng;2013-2014;23;1;innvandrere;1;7+;person;3
grunnskolepoeng;2013-2014;23;1;innvandrere;1;alle;grunnskolepoeng;31,6
grunnskolepoeng;2013-2014;23;1;innvandrere;1;alle;person;3
grunnskolepoeng;2013-2014;23;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2013-2014;23;1;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;1;innvandrere;2;7+;person;0
grunnskolepoeng;2013-2014;23;1;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;1;innvandrere;2;alle;person;0
grunnskolepoeng;2013-2014;23;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2013-2014;23;1;innvandrere;alle;7+;grunnskolepoeng;29,4
grunnskolepoeng;2013-2014;23;1;innvandrere;alle;7+;person;4
grunnskolepoeng;2013-2014;23;1;innvandrere;alle;alle;grunnskolepoeng;29,4
grunnskolepoeng;2013-2014;23;1;innvandrere;alle;alle;person;4
grunnskolepoeng;2013-2014;23;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2013-2014;23;0;alle;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;23;0;alle;NULL;NULL;person;114
grunnskolepoeng;2013-2014;23;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;23;0;bef_u_innv_og_norskf;NULL;NULL;person;104
grunnskolepoeng;2013-2014;23;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;23;0;befolkningen_ellers;NULL;NULL;person;107
grunnskolepoeng;2013-2014;23;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;23;0;innvandrere;1;7+;grunnskolepoeng;41,6
grunnskolepoeng;2013-2014;23;0;innvandrere;1;7+;person;3
grunnskolepoeng;2013-2014;23;0;innvandrere;1;alle;grunnskolepoeng;41
grunnskolepoeng;2013-2014;23;0;innvandrere;1;alle;person;3
grunnskolepoeng;2013-2014;23;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2013-2014;23;0;innvandrere;2;7+;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;23;0;innvandrere;2;7+;person;3
grunnskolepoeng;2013-2014;23;0;innvandrere;2;alle;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;23;0;innvandrere;2;alle;person;3
grunnskolepoeng;2013-2014;23;0;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;23;0;innvandrere;alle;0_6;person;0
grunnskolepoeng;2013-2014;23;0;innvandrere;alle;7+;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;23;0;innvandrere;alle;7+;person;4
grunnskolepoeng;2013-2014;23;0;innvandrere;alle;alle;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;23;0;innvandrere;alle;alle;person;5
grunnskolepoeng;2013-2014;23;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;23;0;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2013-2014;24;alle;alle;NULL;NULL;grunnskolepoeng;39
grunnskolepoeng;2013-2014;24;alle;alle;NULL;NULL;person;388
grunnskolepoeng;2013-2014;24;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;24;alle;bef_u_innv_og_norskf;NULL;NULL;person;349
grunnskolepoeng;2013-2014;24;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;24;alle;befolkningen_ellers;NULL;NULL;person;351
grunnskolepoeng;2013-2014;24;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;24;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;24;alle;innvandrere;1;7+;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;24;alle;innvandrere;1;7+;person;16
grunnskolepoeng;2013-2014;24;alle;innvandrere;1;alle;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;24;alle;innvandrere;1;alle;person;16
grunnskolepoeng;2013-2014;24;alle;innvandrere;2;0_6;grunnskolepoeng;35
grunnskolepoeng;2013-2014;24;alle;innvandrere;2;0_6;person;3
grunnskolepoeng;2013-2014;24;alle;innvandrere;2;7+;grunnskolepoeng;32,4
grunnskolepoeng;2013-2014;24;alle;innvandrere;2;7+;person;18
grunnskolepoeng;2013-2014;24;alle;innvandrere;2;alle;grunnskolepoeng;33
grunnskolepoeng;2013-2014;24;alle;innvandrere;2;alle;person;22
grunnskolepoeng;2013-2014;24;alle;innvandrere;alle;0_6;grunnskolepoeng;35
grunnskolepoeng;2013-2014;24;alle;innvandrere;alle;0_6;person;3
grunnskolepoeng;2013-2014;24;alle;innvandrere;alle;7+;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;24;alle;innvandrere;alle;7+;person;33
grunnskolepoeng;2013-2014;24;alle;innvandrere;alle;alle;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;24;alle;innvandrere;alle;alle;person;37
grunnskolepoeng;2013-2014;24;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;24;alle;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2013-2014;24;1;alle;NULL;NULL;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;24;1;alle;NULL;NULL;person;210
grunnskolepoeng;2013-2014;24;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37
grunnskolepoeng;2013-2014;24;1;bef_u_innv_og_norskf;NULL;NULL;person;190
grunnskolepoeng;2013-2014;24;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37
grunnskolepoeng;2013-2014;24;1;befolkningen_ellers;NULL;NULL;person;192
grunnskolepoeng;2013-2014;24;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;24;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;24;1;innvandrere;1;7+;grunnskolepoeng;42
grunnskolepoeng;2013-2014;24;1;innvandrere;1;7+;person;5
grunnskolepoeng;2013-2014;24;1;innvandrere;1;alle;grunnskolepoeng;42
grunnskolepoeng;2013-2014;24;1;innvandrere;1;alle;person;5
grunnskolepoeng;2013-2014;24;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;24;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2013-2014;24;1;innvandrere;2;7+;grunnskolepoeng;29,4
grunnskolepoeng;2013-2014;24;1;innvandrere;2;7+;person;10
grunnskolepoeng;2013-2014;24;1;innvandrere;2;alle;grunnskolepoeng;29,4
grunnskolepoeng;2013-2014;24;1;innvandrere;2;alle;person;11
grunnskolepoeng;2013-2014;24;1;innvandrere;alle;0_6;grunnskolepoeng;30,4
grunnskolepoeng;2013-2014;24;1;innvandrere;alle;0_6;person;3
grunnskolepoeng;2013-2014;24;1;innvandrere;alle;7+;grunnskolepoeng;33,2
grunnskolepoeng;2013-2014;24;1;innvandrere;alle;7+;person;15
grunnskolepoeng;2013-2014;24;1;innvandrere;alle;alle;grunnskolepoeng;33
grunnskolepoeng;2013-2014;24;1;innvandrere;alle;alle;person;19
grunnskolepoeng;2013-2014;24;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;24;1;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2013-2014;24;0;alle;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2013-2014;24;0;alle;NULL;NULL;person;178
grunnskolepoeng;2013-2014;24;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;24;0;bef_u_innv_og_norskf;NULL;NULL;person;159
grunnskolepoeng;2013-2014;24;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;24;0;befolkningen_ellers;NULL;NULL;person;159
grunnskolepoeng;2013-2014;24;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;24;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;24;0;innvandrere;1;7+;grunnskolepoeng;37
grunnskolepoeng;2013-2014;24;0;innvandrere;1;7+;person;11
grunnskolepoeng;2013-2014;24;0;innvandrere;1;alle;grunnskolepoeng;37
grunnskolepoeng;2013-2014;24;0;innvandrere;1;alle;person;11
grunnskolepoeng;2013-2014;24;0;innvandrere;2;0_6;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;24;0;innvandrere;2;0_6;person;3
grunnskolepoeng;2013-2014;24;0;innvandrere;2;7+;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;24;0;innvandrere;2;7+;person;7
grunnskolepoeng;2013-2014;24;0;innvandrere;2;alle;grunnskolepoeng;38
grunnskolepoeng;2013-2014;24;0;innvandrere;2;alle;person;9
grunnskolepoeng;2013-2014;24;0;innvandrere;alle;0_6;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;24;0;innvandrere;alle;0_6;person;3
grunnskolepoeng;2013-2014;24;0;innvandrere;alle;7+;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;24;0;innvandrere;alle;7+;person;17
grunnskolepoeng;2013-2014;24;0;innvandrere;alle;alle;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;24;0;innvandrere;alle;alle;person;19
grunnskolepoeng;2013-2014;24;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2013-2014;24;0;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2013-2014;25;alle;alle;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;25;alle;alle;NULL;NULL;person;1538
grunnskolepoeng;2013-2014;25;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;25;alle;bef_u_innv_og_norskf;NULL;NULL;person;1381
grunnskolepoeng;2013-2014;25;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;25;alle;befolkningen_ellers;NULL;NULL;person;1432
grunnskolepoeng;2013-2014;25;alle;innvandrere;1;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;25;alle;innvandrere;1;0_6;person;6
grunnskolepoeng;2013-2014;25;alle;innvandrere;1;7+;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;25;alle;innvandrere;1;7+;person;28
grunnskolepoeng;2013-2014;25;alle;innvandrere;1;alle;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;25;alle;innvandrere;1;alle;person;34
grunnskolepoeng;2013-2014;25;alle;innvandrere;2;0_6;grunnskolepoeng;38
grunnskolepoeng;2013-2014;25;alle;innvandrere;2;0_6;person;31
grunnskolepoeng;2013-2014;25;alle;innvandrere;2;7+;grunnskolepoeng;32,4
grunnskolepoeng;2013-2014;25;alle;innvandrere;2;7+;person;42
grunnskolepoeng;2013-2014;25;alle;innvandrere;2;alle;grunnskolepoeng;34,6
grunnskolepoeng;2013-2014;25;alle;innvandrere;2;alle;person;74
grunnskolepoeng;2013-2014;25;alle;innvandrere;alle;0_6;grunnskolepoeng;38
grunnskolepoeng;2013-2014;25;alle;innvandrere;alle;0_6;person;37
grunnskolepoeng;2013-2014;25;alle;innvandrere;alle;7+;grunnskolepoeng;32,8
grunnskolepoeng;2013-2014;25;alle;innvandrere;alle;7+;person;71
grunnskolepoeng;2013-2014;25;alle;innvandrere;alle;alle;grunnskolepoeng;34,6
grunnskolepoeng;2013-2014;25;alle;innvandrere;alle;alle;person;107
grunnskolepoeng;2013-2014;25;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;25;alle;norskfodte_m_innvf;NULL;NULL;person;51
grunnskolepoeng;2013-2014;25;1;alle;NULL;NULL;grunnskolepoeng;38,4
grunnskolepoeng;2013-2014;25;1;alle;NULL;NULL;person;791
grunnskolepoeng;2013-2014;25;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;25;1;bef_u_innv_og_norskf;NULL;NULL;person;712
grunnskolepoeng;2013-2014;25;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;25;1;befolkningen_ellers;NULL;NULL;person;736
grunnskolepoeng;2013-2014;25;1;innvandrere;1;0_6;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;25;1;innvandrere;1;0_6;person;6
grunnskolepoeng;2013-2014;25;1;innvandrere;1;7+;grunnskolepoeng;30,4
grunnskolepoeng;2013-2014;25;1;innvandrere;1;7+;person;10
grunnskolepoeng;2013-2014;25;1;innvandrere;1;alle;grunnskolepoeng;32
grunnskolepoeng;2013-2014;25;1;innvandrere;1;alle;person;14
grunnskolepoeng;2013-2014;25;1;innvandrere;2;0_6;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;25;1;innvandrere;2;0_6;person;12
grunnskolepoeng;2013-2014;25;1;innvandrere;2;7+;grunnskolepoeng;31,8
grunnskolepoeng;2013-2014;25;1;innvandrere;2;7+;person;22
grunnskolepoeng;2013-2014;25;1;innvandrere;2;alle;grunnskolepoeng;33
grunnskolepoeng;2013-2014;25;1;innvandrere;2;alle;person;37
grunnskolepoeng;2013-2014;25;1;innvandrere;alle;0_6;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;25;1;innvandrere;alle;0_6;person;15
grunnskolepoeng;2013-2014;25;1;innvandrere;alle;7+;grunnskolepoeng;31,4
grunnskolepoeng;2013-2014;25;1;innvandrere;alle;7+;person;35
grunnskolepoeng;2013-2014;25;1;innvandrere;alle;alle;grunnskolepoeng;32,8
grunnskolepoeng;2013-2014;25;1;innvandrere;alle;alle;person;52
grunnskolepoeng;2013-2014;25;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;25;1;norskfodte_m_innvf;NULL;NULL;person;24
grunnskolepoeng;2013-2014;25;0;alle;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;25;0;alle;NULL;NULL;person;747
grunnskolepoeng;2013-2014;25;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;25;0;bef_u_innv_og_norskf;NULL;NULL;person;669
grunnskolepoeng;2013-2014;25;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;25;0;befolkningen_ellers;NULL;NULL;person;696
grunnskolepoeng;2013-2014;25;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;25;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;25;0;innvandrere;1;7+;grunnskolepoeng;36,2
grunnskolepoeng;2013-2014;25;0;innvandrere;1;7+;person;18
grunnskolepoeng;2013-2014;25;0;innvandrere;1;alle;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;25;0;innvandrere;1;alle;person;19
grunnskolepoeng;2013-2014;25;0;innvandrere;2;0_6;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;25;0;innvandrere;2;0_6;person;19
grunnskolepoeng;2013-2014;25;0;innvandrere;2;7+;grunnskolepoeng;33,2
grunnskolepoeng;2013-2014;25;0;innvandrere;2;7+;person;16
grunnskolepoeng;2013-2014;25;0;innvandrere;2;alle;grunnskolepoeng;36,2
grunnskolepoeng;2013-2014;25;0;innvandrere;2;alle;person;35
grunnskolepoeng;2013-2014;25;0;innvandrere;alle;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;25;0;innvandrere;alle;0_6;person;20
grunnskolepoeng;2013-2014;25;0;innvandrere;alle;7+;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;25;0;innvandrere;alle;7+;person;34
grunnskolepoeng;2013-2014;25;0;innvandrere;alle;alle;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;25;0;innvandrere;alle;alle;person;54
grunnskolepoeng;2013-2014;25;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2013-2014;25;0;norskfodte_m_innvf;NULL;NULL;person;27
grunnskolepoeng;2013-2014;26;alle;alle;NULL;NULL;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;26;alle;alle;NULL;NULL;person;1116
grunnskolepoeng;2013-2014;26;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,2
grunnskolepoeng;2013-2014;26;alle;bef_u_innv_og_norskf;NULL;NULL;person;1001
grunnskolepoeng;2013-2014;26;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41,2
grunnskolepoeng;2013-2014;26;alle;befolkningen_ellers;NULL;NULL;person;1033
grunnskolepoeng;2013-2014;26;alle;innvandrere;1;0_6;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;26;alle;innvandrere;1;0_6;person;9
grunnskolepoeng;2013-2014;26;alle;innvandrere;1;7+;grunnskolepoeng;38
grunnskolepoeng;2013-2014;26;alle;innvandrere;1;7+;person;23
grunnskolepoeng;2013-2014;26;alle;innvandrere;1;alle;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;26;alle;innvandrere;1;alle;person;32
grunnskolepoeng;2013-2014;26;alle;innvandrere;2;0_6;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;26;alle;innvandrere;2;0_6;person;15
grunnskolepoeng;2013-2014;26;alle;innvandrere;2;7+;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;26;alle;innvandrere;2;7+;person;36
grunnskolepoeng;2013-2014;26;alle;innvandrere;2;alle;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;26;alle;innvandrere;2;alle;person;51
grunnskolepoeng;2013-2014;26;alle;innvandrere;alle;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;26;alle;innvandrere;alle;0_6;person;24
grunnskolepoeng;2013-2014;26;alle;innvandrere;alle;7+;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;26;alle;innvandrere;alle;7+;person;59
grunnskolepoeng;2013-2014;26;alle;innvandrere;alle;alle;grunnskolepoeng;37
grunnskolepoeng;2013-2014;26;alle;innvandrere;alle;alle;person;83
grunnskolepoeng;2013-2014;26;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;26;alle;norskfodte_m_innvf;NULL;NULL;person;31
grunnskolepoeng;2013-2014;26;1;alle;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;26;1;alle;NULL;NULL;person;561
grunnskolepoeng;2013-2014;26;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;26;1;bef_u_innv_og_norskf;NULL;NULL;person;492
grunnskolepoeng;2013-2014;26;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;26;1;befolkningen_ellers;NULL;NULL;person;507
grunnskolepoeng;2013-2014;26;1;innvandrere;1;0_6;grunnskolepoeng;42,6
grunnskolepoeng;2013-2014;26;1;innvandrere;1;0_6;person;4
grunnskolepoeng;2013-2014;26;1;innvandrere;1;7+;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;26;1;innvandrere;1;7+;person;17
grunnskolepoeng;2013-2014;26;1;innvandrere;1;alle;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;26;1;innvandrere;1;alle;person;23
grunnskolepoeng;2013-2014;26;1;innvandrere;2;0_6;grunnskolepoeng;32,4
grunnskolepoeng;2013-2014;26;1;innvandrere;2;0_6;person;7
grunnskolepoeng;2013-2014;26;1;innvandrere;2;7+;grunnskolepoeng;32
grunnskolepoeng;2013-2014;26;1;innvandrere;2;7+;person;24
grunnskolepoeng;2013-2014;26;1;innvandrere;2;alle;grunnskolepoeng;32
grunnskolepoeng;2013-2014;26;1;innvandrere;2;alle;person;31
grunnskolepoeng;2013-2014;26;1;innvandrere;alle;0_6;grunnskolepoeng;37
grunnskolepoeng;2013-2014;26;1;innvandrere;alle;0_6;person;13
grunnskolepoeng;2013-2014;26;1;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;26;1;innvandrere;alle;7+;person;41
grunnskolepoeng;2013-2014;26;1;innvandrere;alle;alle;grunnskolepoeng;34,8
grunnskolepoeng;2013-2014;26;1;innvandrere;alle;alle;person;54
grunnskolepoeng;2013-2014;26;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;26;1;norskfodte_m_innvf;NULL;NULL;person;15
grunnskolepoeng;2013-2014;26;0;alle;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;26;0;alle;NULL;NULL;person;555
grunnskolepoeng;2013-2014;26;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2013-2014;26;0;bef_u_innv_og_norskf;NULL;NULL;person;509
grunnskolepoeng;2013-2014;26;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;26;0;befolkningen_ellers;NULL;NULL;person;526
grunnskolepoeng;2013-2014;26;0;innvandrere;1;0_6;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;26;0;innvandrere;1;0_6;person;3
grunnskolepoeng;2013-2014;26;0;innvandrere;1;7+;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;26;0;innvandrere;1;7+;person;7
