"tabellnavn","aar","Tilflyttingskommune","invkat_2","vreg_3","enhet","tabellvariabel","flytting"
befolkning_flytting,2014,1742,innvandrere,alle,personer,29,innflytting
befolkning_flytting,2014,1743,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,1744,innvandrere,alle,personer,22,innflytting
befolkning_flytting,2014,1748,innvandrere,alle,personer,0,innflytting
befolkning_flytting,2014,1749,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,1750,innvandrere,alle,personer,33,innflytting
befolkning_flytting,2014,1751,innvandrere,alle,personer,32,innflytting
befolkning_flytting,2014,1755,innvandrere,alle,personer,0,innflytting
befolkning_flytting,2014,1756,innvandrere,alle,personer,35,innflytting
befolkning_flytting,2014,1804,innvandrere,alle,personer,234,innflytting
befolkning_flytting,2014,1805,innvandrere,alle,personer,112,innflytting
befolkning_flytting,2014,1811,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,1812,innvandrere,alle,personer,12,innflytting
befolkning_flytting,2014,1813,innvandrere,alle,personer,50,innflytting
befolkning_flytting,2014,1815,innvandrere,alle,personer,6,innflytting
befolkning_flytting,2014,1816,innvandrere,alle,personer,0,innflytting
befolkning_flytting,2014,1818,innvandrere,alle,personer,10,innflytting
befolkning_flytting,2014,1820,innvandrere,alle,personer,45,innflytting
befolkning_flytting,2014,1822,innvandrere,alle,personer,21,innflytting
befolkning_flytting,2014,1824,innvandrere,alle,personer,52,innflytting
befolkning_flytting,2014,1825,innvandrere,alle,personer,0,innflytting
befolkning_flytting,2014,1826,innvandrere,alle,personer,8,innflytting
befolkning_flytting,2014,1827,innvandrere,alle,personer,6,innflytting
befolkning_flytting,2014,1828,innvandrere,alle,personer,15,innflytting
befolkning_flytting,2014,1832,innvandrere,alle,personer,20,innflytting
befolkning_flytting,2014,1833,innvandrere,alle,personer,103,innflytting
befolkning_flytting,2014,1834,innvandrere,alle,personer,11,innflytting
befolkning_flytting,2014,1835,innvandrere,alle,personer,0,innflytting
befolkning_flytting,2014,1836,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,1837,innvandrere,alle,personer,22,innflytting
befolkning_flytting,2014,1838,innvandrere,alle,personer,13,innflytting
befolkning_flytting,2014,1839,innvandrere,alle,personer,0,innflytting
befolkning_flytting,2014,1840,innvandrere,alle,personer,32,innflytting
befolkning_flytting,2014,1841,innvandrere,alle,personer,76,innflytting
befolkning_flytting,2014,1845,innvandrere,alle,personer,4,innflytting
befolkning_flytting,2014,1848,innvandrere,alle,personer,13,innflytting
befolkning_flytting,2014,1849,innvandrere,alle,personer,21,innflytting
befolkning_flytting,2014,1850,innvandrere,alle,personer,7,innflytting
befolkning_flytting,2014,1851,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,1852,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,1853,innvandrere,alle,personer,15,innflytting
befolkning_flytting,2014,1854,innvandrere,alle,personer,34,innflytting
befolkning_flytting,2014,1856,innvandrere,alle,personer,0,innflytting
befolkning_flytting,2014,1857,innvandrere,alle,personer,6,innflytting
befolkning_flytting,2014,1859,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,1860,innvandrere,alle,personer,63,innflytting
befolkning_flytting,2014,1865,innvandrere,alle,personer,57,innflytting
befolkning_flytting,2014,1866,innvandrere,alle,personer,31,innflytting
befolkning_flytting,2014,1867,innvandrere,alle,personer,15,innflytting
befolkning_flytting,2014,1868,innvandrere,alle,personer,17,innflytting
befolkning_flytting,2014,1870,innvandrere,alle,personer,54,innflytting
befolkning_flytting,2014,1871,innvandrere,alle,personer,34,innflytting
befolkning_flytting,2014,1874,innvandrere,alle,personer,0,innflytting
befolkning_flytting,2014,1902,innvandrere,alle,personer,443,innflytting
befolkning_flytting,2014,1903,innvandrere,alle,personer,143,innflytting
befolkning_flytting,2014,1911,innvandrere,alle,personer,16,innflytting
befolkning_flytting,2014,1913,innvandrere,alle,personer,17,innflytting
befolkning_flytting,2014,1917,innvandrere,alle,personer,11,innflytting
befolkning_flytting,2014,1919,innvandrere,alle,personer,8,innflytting
befolkning_flytting,2014,1920,innvandrere,alle,personer,6,innflytting
befolkning_flytting,2014,1922,innvandrere,alle,personer,18,innflytting
befolkning_flytting,2014,1923,innvandrere,alle,personer,18,innflytting
befolkning_flytting,2014,1924,innvandrere,alle,personer,24,innflytting
befolkning_flytting,2014,1925,innvandrere,alle,personer,25,innflytting
befolkning_flytting,2014,1926,innvandrere,alle,personer,9,innflytting
befolkning_flytting,2014,1927,innvandrere,alle,personer,23,innflytting
befolkning_flytting,2014,1928,innvandrere,alle,personer,10,innflytting
befolkning_flytting,2014,1929,innvandrere,alle,personer,15,innflytting
befolkning_flytting,2014,1931,innvandrere,alle,personer,51,innflytting
befolkning_flytting,2014,1933,innvandrere,alle,personer,30,innflytting
befolkning_flytting,2014,1936,innvandrere,alle,personer,7,innflytting
befolkning_flytting,2014,1938,innvandrere,alle,personer,11,innflytting
befolkning_flytting,2014,1939,innvandrere,alle,personer,7,innflytting
befolkning_flytting,2014,1940,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,1941,innvandrere,alle,personer,25,innflytting
befolkning_flytting,2014,1942,innvandrere,alle,personer,16,innflytting
befolkning_flytting,2014,1943,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,2002,innvandrere,alle,personer,14,innflytting
befolkning_flytting,2014,2003,innvandrere,alle,personer,78,innflytting
befolkning_flytting,2014,2004,innvandrere,alle,personer,77,innflytting
befolkning_flytting,2014,2011,innvandrere,alle,personer,4,innflytting
befolkning_flytting,2014,2012,innvandrere,alle,personer,97,innflytting
befolkning_flytting,2014,2014,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,2015,innvandrere,alle,personer,8,innflytting
befolkning_flytting,2014,2017,innvandrere,alle,personer,9,innflytting
befolkning_flytting,2014,2018,innvandrere,alle,personer,3,innflytting
befolkning_flytting,2014,2019,innvandrere,alle,personer,41,innflytting
befolkning_flytting,2014,2020,innvandrere,alle,personer,20,innflytting
befolkning_flytting,2014,2021,innvandrere,alle,personer,10,innflytting
befolkning_flytting,2014,2022,innvandrere,alle,personer,8,innflytting
befolkning_flytting,2014,2023,innvandrere,alle,personer,12,innflytting
befolkning_flytting,2014,2024,innvandrere,alle,personer,6,innflytting
befolkning_flytting,2014,2025,innvandrere,alle,personer,25,innflytting
befolkning_flytting,2014,2027,innvandrere,alle,personer,11,innflytting
befolkning_flytting,2014,2028,innvandrere,alle,personer,12,innflytting
befolkning_flytting,2014,2030,innvandrere,alle,personer,58,innflytting
befolkning_flytting,2014,0101,innvandrere,1,personer,85,innflytting
befolkning_flytting,2014,0101,innvandrere,2,personer,154,innflytting
befolkning_flytting,2014,0104,innvandrere,1,personer,220,innflytting
befolkning_flytting,2014,0104,innvandrere,2,personer,249,innflytting
befolkning_flytting,2014,0105,innvandrere,1,personer,206,innflytting
befolkning_flytting,2014,0105,innvandrere,2,personer,396,innflytting
befolkning_flytting,2014,0106,innvandrere,1,personer,281,innflytting
befolkning_flytting,2014,0106,innvandrere,2,personer,512,innflytting
befolkning_flytting,2014,0111,innvandrere,1,personer,21,innflytting
befolkning_flytting,2014,0111,innvandrere,2,personer,17,innflytting
befolkning_flytting,2014,0118,innvandrere,1,personer,3,innflytting
befolkning_flytting,2014,0118,innvandrere,2,personer,4,innflytting
befolkning_flytting,2014,0119,innvandrere,1,personer,20,innflytting
befolkning_flytting,2014,0119,innvandrere,2,personer,15,innflytting
befolkning_flytting,2014,0121,innvandrere,1,personer,5,innflytting
befolkning_flytting,2014,0121,innvandrere,2,personer,0,innflytting
befolkning_flytting,2014,0122,innvandrere,1,personer,33,innflytting
befolkning_flytting,2014,0122,innvandrere,2,personer,20,innflytting
befolkning_flytting,2014,0123,innvandrere,1,personer,41,innflytting
befolkning_flytting,2014,0123,innvandrere,2,personer,30,innflytting
befolkning_flytting,2014,0124,innvandrere,1,personer,95,innflytting
befolkning_flytting,2014,0124,innvandrere,2,personer,134,innflytting
befolkning_flytting,2014,0125,innvandrere,1,personer,66,innflytting
befolkning_flytting,2014,0125,innvandrere,2,personer,59,innflytting
befolkning_flytting,2014,0127,innvandrere,1,personer,26,innflytting
befolkning_flytting,2014,0127,innvandrere,2,personer,8,innflytting
befolkning_flytting,2014,0128,innvandrere,1,personer,42,innflytting
befolkning_flytting,2014,0128,innvandrere,2,personer,30,innflytting
befolkning_flytting,2014,0135,innvandrere,1,personer,70,innflytting
befolkning_flytting,2014,0135,innvandrere,2,personer,34,innflytting
befolkning_flytting,2014,0136,innvandrere,1,personer,107,innflytting
befolkning_flytting,2014,0136,innvandrere,2,personer,98,innflytting
befolkning_flytting,2014,0137,innvandrere,1,personer,38,innflytting
befolkning_flytting,2014,0137,innvandrere,2,personer,22,innflytting
befolkning_flytting,2014,0138,innvandrere,1,personer,64,innflytting
befolkning_flytting,2014,0138,innvandrere,2,personer,47,innflytting
befolkning_flytting,2014,0211,innvandrere,1,personer,159,innflytting
befolkning_flytting,2014,0211,innvandrere,2,personer,106,innflytting
befolkning_flytting,2014,0213,innvandrere,1,personer,203,innflytting
befolkning_flytting,2014,0213,innvandrere,2,personer,212,innflytting
befolkning_flytting,2014,0214,innvandrere,1,personer,195,innflytting
befolkning_flytting,2014,0214,innvandrere,2,personer,164,innflytting
befolkning_flytting,2014,0215,innvandrere,1,personer,82,innflytting
befolkning_flytting,2014,0215,innvandrere,2,personer,68,innflytting
befolkning_flytting,2014,0216,innvandrere,1,personer,99,innflytting
befolkning_flytting,2014,0216,innvandrere,2,personer,60,innflytting
befolkning_flytting,2014,0217,innvandrere,1,personer,213,innflytting
befolkning_flytting,2014,0217,innvandrere,2,personer,160,innflytting
befolkning_flytting,2014,0219,innvandrere,1,personer,921,innflytting
befolkning_flytting,2014,0219,innvandrere,2,personer,1028,innflytting
befolkning_flytting,2014,0220,innvandrere,1,personer,535,innflytting
befolkning_flytting,2014,0220,innvandrere,2,personer,489,innflytting
befolkning_flytting,2014,0221,innvandrere,1,personer,150,innflytting
befolkning_flytting,2014,0221,innvandrere,2,personer,67,innflytting
befolkning_flytting,2014,0226,innvandrere,1,personer,163,innflytting
befolkning_flytting,2014,0226,innvandrere,2,personer,101,innflytting
befolkning_flytting,2014,0227,innvandrere,1,personer,128,innflytting
befolkning_flytting,2014,0227,innvandrere,2,personer,80,innflytting
befolkning_flytting,2014,0228,innvandrere,1,personer,214,innflytting
befolkning_flytting,2014,0228,innvandrere,2,personer,225,innflytting
befolkning_flytting,2014,0229,innvandrere,1,personer,89,innflytting
befolkning_flytting,2014,0229,innvandrere,2,personer,54,innflytting
befolkning_flytting,2014,0230,innvandrere,1,personer,365,innflytting
befolkning_flytting,2014,0230,innvandrere,2,personer,556,innflytting
befolkning_flytting,2014,0231,innvandrere,1,personer,470,innflytting
befolkning_flytting,2014,0231,innvandrere,2,personer,714,innflytting
befolkning_flytting,2014,0233,innvandrere,1,personer,183,innflytting
befolkning_flytting,2014,0233,innvandrere,2,personer,142,innflytting
befolkning_flytting,2014,0234,innvandrere,1,personer,85,innflytting
befolkning_flytting,2014,0234,innvandrere,2,personer,23,innflytting
befolkning_flytting,2014,0235,innvandrere,1,personer,370,innflytting
befolkning_flytting,2014,0235,innvandrere,2,personer,361,innflytting
befolkning_flytting,2014,0236,innvandrere,1,personer,152,innflytting
befolkning_flytting,2014,0236,innvandrere,2,personer,97,innflytting
befolkning_flytting,2014,0237,innvandrere,1,personer,159,innflytting
befolkning_flytting,2014,0237,innvandrere,2,personer,169,innflytting
befolkning_flytting,2014,0238,innvandrere,1,personer,159,innflytting
befolkning_flytting,2014,0238,innvandrere,2,personer,102,innflytting
befolkning_flytting,2014,0239,innvandrere,1,personer,21,innflytting
befolkning_flytting,2014,0239,innvandrere,2,personer,15,innflytting
befolkning_flytting,2014,0301,innvandrere,1,personer,2632,innflytting
befolkning_flytting,2014,0301,innvandrere,2,personer,4350,innflytting
befolkning_flytting,2014,0402,innvandrere,1,personer,46,innflytting
befolkning_flytting,2014,0402,innvandrere,2,personer,84,innflytting
befolkning_flytting,2014,0403,innvandrere,1,personer,110,innflytting
befolkning_flytting,2014,0403,innvandrere,2,personer,178,innflytting
befolkning_flytting,2014,0412,innvandrere,1,personer,95,innflytting
befolkning_flytting,2014,0412,innvandrere,2,personer,77,innflytting
befolkning_flytting,2014,0415,innvandrere,1,personer,33,innflytting
befolkning_flytting,2014,0415,innvandrere,2,personer,24,innflytting
befolkning_flytting,2014,0417,innvandrere,1,personer,83,innflytting
befolkning_flytting,2014,0417,innvandrere,2,personer,75,innflytting
befolkning_flytting,2014,0418,innvandrere,1,personer,6,innflytting
befolkning_flytting,2014,0418,innvandrere,2,personer,7,innflytting
befolkning_flytting,2014,0419,innvandrere,1,personer,36,innflytting
befolkning_flytting,2014,0419,innvandrere,2,personer,21,innflytting
befolkning_flytting,2014,0420,innvandrere,1,personer,17,innflytting
befolkning_flytting,2014,0420,innvandrere,2,personer,29,innflytting
befolkning_flytting,2014,0423,innvandrere,1,personer,14,innflytting
befolkning_flytting,2014,0423,innvandrere,2,personer,13,innflytting
befolkning_flytting,2014,0425,innvandrere,1,personer,16,innflytting
befolkning_flytting,2014,0425,innvandrere,2,personer,11,innflytting
befolkning_flytting,2014,0426,innvandrere,1,personer,13,innflytting
befolkning_flytting,2014,0426,innvandrere,2,personer,6,innflytting
befolkning_flytting,2014,0427,innvandrere,1,personer,51,innflytting
befolkning_flytting,2014,0427,innvandrere,2,personer,88,innflytting
befolkning_flytting,2014,0428,innvandrere,1,personer,14,innflytting
befolkning_flytting,2014,0428,innvandrere,2,personer,17,innflytting
befolkning_flytting,2014,0429,innvandrere,1,personer,17,innflytting
befolkning_flytting,2014,0429,innvandrere,2,personer,20,innflytting
befolkning_flytting,2014,0430,innvandrere,1,personer,8,innflytting
befolkning_flytting,2014,0430,innvandrere,2,personer,7,innflytting
befolkning_flytting,2014,0432,innvandrere,1,personer,8,innflytting
befolkning_flytting,2014,0432,innvandrere,2,personer,12,innflytting
befolkning_flytting,2014,0434,innvandrere,1,personer,5,innflytting
befolkning_flytting,2014,0434,innvandrere,2,personer,13,innflytting
befolkning_flytting,2014,0436,innvandrere,1,personer,5,innflytting
befolkning_flytting,2014,0436,innvandrere,2,personer,5,innflytting
befolkning_flytting,2014,0437,innvandrere,1,personer,17,innflytting
befolkning_flytting,2014,0437,innvandrere,2,personer,27,innflytting
befolkning_flytting,2014,0438,innvandrere,1,personer,5,innflytting
befolkning_flytting,2014,0438,innvandrere,2,personer,8,innflytting
befolkning_flytting,2014,0439,innvandrere,1,personer,0,innflytting
befolkning_flytting,2014,0439,innvandrere,2,personer,6,innflytting
befolkning_flytting,2014,0441,innvandrere,1,personer,16,innflytting
befolkning_flytting,2014,0441,innvandrere,2,personer,7,innflytting
befolkning_flytting,2014,0501,innvandrere,1,personer,115,innflytting
befolkning_flytting,2014,0501,innvandrere,2,personer,144,innflytting
befolkning_flytting,2014,0502,innvandrere,1,personer,86,innflytting
befolkning_flytting,2014,0502,innvandrere,2,personer,174,innflytting
befolkning_flytting,2014,0511,innvandrere,1,personer,9,innflytting
befolkning_flytting,2014,0511,innvandrere,2,personer,8,innflytting
befolkning_flytting,2014,0512,innvandrere,1,personer,0,innflytting
befolkning_flytting,2014,0512,innvandrere,2,personer,3,innflytting
befolkning_flytting,2014,0513,innvandrere,1,personer,3,innflytting
befolkning_flytting,2014,0513,innvandrere,2,personer,7,innflytting
befolkning_flytting,2014,0514,innvandrere,1,personer,4,innflytting
befolkning_flytting,2014,0514,innvandrere,2,personer,11,innflytting
befolkning_flytting,2014,0515,innvandrere,1,personer,11,innflytting
befolkning_flytting,2014,0515,innvandrere,2,personer,3,innflytting
befolkning_flytting,2014,0516,innvandrere,1,personer,16,innflytting
befolkning_flytting,2014,0516,innvandrere,2,personer,19,innflytting
befolkning_flytting,2014,0517,innvandrere,1,personer,11,innflytting
befolkning_flytting,2014,0517,innvandrere,2,personer,12,innflytting
befolkning_flytting,2014,0519,innvandrere,1,personer,10,innflytting
befolkning_flytting,2014,0519,innvandrere,2,personer,6,innflytting
befolkning_flytting,2014,0520,innvandrere,1,personer,10,innflytting
befolkning_flytting,2014,0520,innvandrere,2,personer,23,innflytting
befolkning_flytting,2014,0521,innvandrere,1,personer,19,innflytting
befolkning_flytting,2014,0521,innvandrere,2,personer,20,innflytting
befolkning_flytting,2014,0522,innvandrere,1,personer,18,innflytting
befolkning_flytting,2014,0522,innvandrere,2,personer,3,innflytting
befolkning_flytting,2014,0528,innvandrere,1,personer,51,innflytting
befolkning_flytting,2014,0528,innvandrere,2,personer,39,innflytting
befolkning_flytting,2014,0529,innvandrere,1,personer,44,innflytting
befolkning_flytting,2014,0529,innvandrere,2,personer,55,innflytting
befolkning_flytting,2014,0532,innvandrere,1,personer,39,innflytting
befolkning_flytting,2014,0532,innvandrere,2,personer,30,innflytting
befolkning_flytting,2014,0533,innvandrere,1,personer,31,innflytting
befolkning_flytting,2014,0533,innvandrere,2,personer,51,innflytting
befolkning_flytting,2014,0534,innvandrere,1,personer,30,innflytting
befolkning_flytting,2014,0534,innvandrere,2,personer,64,innflytting
befolkning_flytting,2014,0536,innvandrere,1,personer,15,innflytting
befolkning_flytting,2014,0536,innvandrere,2,personer,25,innflytting
befolkning_flytting,2014,0538,innvandrere,1,personer,9,innflytting
befolkning_flytting,2014,0538,innvandrere,2,personer,29,innflytting
befolkning_flytting,2014,0540,innvandrere,1,personer,4,innflytting
befolkning_flytting,2014,0540,innvandrere,2,personer,8,innflytting
befolkning_flytting,2014,0541,innvandrere,1,personer,9,innflytting
befolkning_flytting,2014,0541,innvandrere,2,personer,10,innflytting
befolkning_flytting,2014,0542,innvandrere,1,personer,15,innflytting
befolkning_flytting,2014,0542,innvandrere,2,personer,38,innflytting
befolkning_flytting,2014,0543,innvandrere,1,personer,8,innflytting
befolkning_flytting,2014,0543,innvandrere,2,personer,14,innflytting
befolkning_flytting,2014,0544,innvandrere,1,personer,10,innflytting
befolkning_flytting,2014,0544,innvandrere,2,personer,10,innflytting
befolkning_flytting,2014,0545,innvandrere,1,personer,12,innflytting
befolkning_flytting,2014,0545,innvandrere,2,personer,7,innflytting
befolkning_flytting,2014,0602,innvandrere,1,personer,470,innflytting
befolkning_flytting,2014,0602,innvandrere,2,personer,624,innflytting
befolkning_flytting,2014,0604,innvandrere,1,personer,93,innflytting
befolkning_flytting,2014,0604,innvandrere,2,personer,156,innflytting
befolkning_flytting,2014,0605,innvandrere,1,personer,111,innflytting
befolkning_flytting,2014,0605,innvandrere,2,personer,131,innflytting
befolkning_flytting,2014,0612,innvandrere,1,personer,55,innflytting
befolkning_flytting,2014,0612,innvandrere,2,personer,26,innflytting
befolkning_flytting,2014,0615,innvandrere,1,personer,7,innflytting
befolkning_flytting,2014,0615,innvandrere,2,personer,3,innflytting
befolkning_flytting,2014,0616,innvandrere,1,personer,13,innflytting
befolkning_flytting,2014,0616,innvandrere,2,personer,8,innflytting
befolkning_flytting,2014,0617,innvandrere,1,personer,21,innflytting
befolkning_flytting,2014,0617,innvandrere,2,personer,17,innflytting
befolkning_flytting,2014,0618,innvandrere,1,personer,28,innflytting
befolkning_flytting,2014,0618,innvandrere,2,personer,9,innflytting
befolkning_flytting,2014,0619,innvandrere,1,personer,14,innflytting
befolkning_flytting,2014,0619,innvandrere,2,personer,7,innflytting
befolkning_flytting,2014,0620,innvandrere,1,personer,16,innflytting
befolkning_flytting,2014,0620,innvandrere,2,personer,12,innflytting
befolkning_flytting,2014,0621,innvandrere,1,personer,15,innflytting
befolkning_flytting,2014,0621,innvandrere,2,personer,12,innflytting
befolkning_flytting,2014,0622,innvandrere,1,personer,5,innflytting
befolkning_flytting,2014,0622,innvandrere,2,personer,3,innflytting
befolkning_flytting,2014,0623,innvandrere,1,personer,56,innflytting
befolkning_flytting,2014,0623,innvandrere,2,personer,43,innflytting
befolkning_flytting,2014,0624,innvandrere,1,personer,142,innflytting
befolkning_flytting,2014,0624,innvandrere,2,personer,74,innflytting
befolkning_flytting,2014,0625,innvandrere,1,personer,187,innflytting
befolkning_flytting,2014,0625,innvandrere,2,personer,216,innflytting
befolkning_flytting,2014,0626,innvandrere,1,personer,209,innflytting
befolkning_flytting,2014,0626,innvandrere,2,personer,189,innflytting
befolkning_flytting,2014,0627,innvandrere,1,personer,210,innflytting
befolkning_flytting,2014,0627,innvandrere,2,personer,90,innflytting
befolkning_flytting,2014,0628,innvandrere,1,personer,82,innflytting
befolkning_flytting,2014,0628,innvandrere,2,personer,38,innflytting
befolkning_flytting,2014,0631,innvandrere,1,personer,18,innflytting
befolkning_flytting,2014,0631,innvandrere,2,personer,11,innflytting
befolkning_flytting,2014,0632,innvandrere,1,personer,10,innflytting
befolkning_flytting,2014,0632,innvandrere,2,personer,7,innflytting
befolkning_flytting,2014,0633,innvandrere,1,personer,3,innflytting
befolkning_flytting,2014,0633,innvandrere,2,personer,7,innflytting
befolkning_flytting,2014,0701,innvandrere,1,personer,99,innflytting
befolkning_flytting,2014,0701,innvandrere,2,personer,132,innflytting
befolkning_flytting,2014,0702,innvandrere,1,personer,78,innflytting
befolkning_flytting,2014,0702,innvandrere,2,personer,31,innflytting
befolkning_flytting,2014,0704,innvandrere,1,personer,279,innflytting
befolkning_flytting,2014,0704,innvandrere,2,personer,263,innflytting
befolkning_flytting,2014,0706,innvandrere,1,personer,216,innflytting
befolkning_flytting,2014,0706,innvandrere,2,personer,190,innflytting
befolkning_flytting,2014,0709,innvandrere,1,personer,116,innflytting
befolkning_flytting,2014,0709,innvandrere,2,personer,117,innflytting
befolkning_flytting,2014,0711,innvandrere,1,personer,63,innflytting
befolkning_flytting,2014,0711,innvandrere,2,personer,17,innflytting
befolkning_flytting,2014,0713,innvandrere,1,personer,77,innflytting
befolkning_flytting,2014,0713,innvandrere,2,personer,35,innflytting
befolkning_flytting,2014,0714,innvandrere,1,personer,24,innflytting
befolkning_flytting,2014,0714,innvandrere,2,personer,0,innflytting
befolkning_flytting,2014,0716,innvandrere,1,personer,49,innflytting
befolkning_flytting,2014,0716,innvandrere,2,personer,32,innflytting
befolkning_flytting,2014,0719,innvandrere,1,personer,35,innflytting
befolkning_flytting,2014,0719,innvandrere,2,personer,23,innflytting
befolkning_flytting,2014,0720,innvandrere,1,personer,105,innflytting
befolkning_flytting,2014,0720,innvandrere,2,personer,50,innflytting
befolkning_flytting,2014,0722,innvandrere,1,personer,124,innflytting
befolkning_flytting,2014,0722,innvandrere,2,personer,129,innflytting
befolkning_flytting,2014,0723,innvandrere,1,personer,34,innflytting
befolkning_flytting,2014,0723,innvandrere,2,personer,17,innflytting
befolkning_flytting,2014,0728,innvandrere,1,personer,20,innflytting
befolkning_flytting,2014,0728,innvandrere,2,personer,11,innflytting
befolkning_flytting,2014,0805,innvandrere,1,personer,132,innflytting
befolkning_flytting,2014,0805,innvandrere,2,personer,210,innflytting
befolkning_flytting,2014,0806,innvandrere,1,personer,160,innflytting
befolkning_flytting,2014,0806,innvandrere,2,personer,293,innflytting
befolkning_flytting,2014,0807,innvandrere,1,personer,38,innflytting
befolkning_flytting,2014,0807,innvandrere,2,personer,98,innflytting
befolkning_flytting,2014,0811,innvandrere,1,personer,7,innflytting
befolkning_flytting,2014,0811,innvandrere,2,personer,5,innflytting
befolkning_flytting,2014,0814,innvandrere,1,personer,37,innflytting
befolkning_flytting,2014,0814,innvandrere,2,personer,48,innflytting
befolkning_flytting,2014,0815,innvandrere,1,personer,32,innflytting
befolkning_flytting,2014,0815,innvandrere,2,personer,51,innflytting
befolkning_flytting,2014,0817,innvandrere,1,personer,11,innflytting
befolkning_flytting,2014,0817,innvandrere,2,personer,8,innflytting
befolkning_flytting,2014,0819,innvandrere,1,personer,24,innflytting
befolkning_flytting,2014,0819,innvandrere,2,personer,21,innflytting
befolkning_flytting,2014,0821,innvandrere,1,personer,35,innflytting
befolkning_flytting,2014,0821,innvandrere,2,personer,42,innflytting
befolkning_flytting,2014,0822,innvandrere,1,personer,16,innflytting
befolkning_flytting,2014,0822,innvandrere,2,personer,20,innflytting
befolkning_flytting,2014,0826,innvandrere,1,personer,9,innflytting
befolkning_flytting,2014,0826,innvandrere,2,personer,22,innflytting
befolkning_flytting,2014,0827,innvandrere,1,personer,3,innflytting
befolkning_flytting,2014,0827,innvandrere,2,personer,8,innflytting
befolkning_flytting,2014,0828,innvandrere,1,personer,6,innflytting
befolkning_flytting,2014,0828,innvandrere,2,personer,12,innflytting
befolkning_flytting,2014,0829,innvandrere,1,personer,6,innflytting
befolkning_flytting,2014,0829,innvandrere,2,personer,3,innflytting
befolkning_flytting,2014,0830,innvandrere,1,personer,7,innflytting
befolkning_flytting,2014,0830,innvandrere,2,personer,0,innflytting
befolkning_flytting,2014,0831,innvandrere,1,personer,0,innflytting
befolkning_flytting,2014,0831,innvandrere,2,personer,4,innflytting
befolkning_flytting,2014,0833,innvandrere,1,personer,7,innflytting
befolkning_flytting,2014,0833,innvandrere,2,personer,3,innflytting
befolkning_flytting,2014,0834,innvandrere,1,personer,12,innflytting
befolkning_flytting,2014,0834,innvandrere,2,personer,11,innflytting
befolkning_flytting,2014,0901,innvandrere,1,personer,19,innflytting
befolkning_flytting,2014,0901,innvandrere,2,personer,23,innflytting
befolkning_flytting,2014,0904,innvandrere,1,personer,79,innflytting
befolkning_flytting,2014,0904,innvandrere,2,personer,110,innflytting
befolkning_flytting,2014,0906,innvandrere,1,personer,160,innflytting
befolkning_flytting,2014,0906,innvandrere,2,personer,149,innflytting
befolkning_flytting,2014,0911,innvandrere,1,personer,3,innflytting
befolkning_flytting,2014,0911,innvandrere,2,personer,15,innflytting
befolkning_flytting,2014,0912,innvandrere,1,personer,7,innflytting
befolkning_flytting,2014,0912,innvandrere,2,personer,11,innflytting
befolkning_flytting,2014,0914,innvandrere,1,personer,14,innflytting
befolkning_flytting,2014,0914,innvandrere,2,personer,24,innflytting
befolkning_flytting,2014,0919,innvandrere,1,personer,32,innflytting
befolkning_flytting,2014,0919,innvandrere,2,personer,16,innflytting
befolkning_flytting,2014,0926,innvandrere,1,personer,41,innflytting
befolkning_flytting,2014,0926,innvandrere,2,personer,48,innflytting
befolkning_flytting,2014,0928,innvandrere,1,personer,19,innflytting
befolkning_flytting,2014,0928,innvandrere,2,personer,13,innflytting
befolkning_flytting,2014,0929,innvandrere,1,personer,4,innflytting
befolkning_flytting,2014,0929,innvandrere,2,personer,9,innflytting
befolkning_flytting,2014,0935,innvandrere,1,personer,0,innflytting
befolkning_flytting,2014,0935,innvandrere,2,personer,11,innflytting
befolkning_flytting,2014,0937,innvandrere,1,personer,3,innflytting
befolkning_flytting,2014,0937,innvandrere,2,personer,13,innflytting
befolkning_flytting,2014,0938,innvandrere,1,personer,4,innflytting
befolkning_flytting,2014,0938,innvandrere,2,personer,0,innflytting
befolkning_flytting,2014,0940,innvandrere,1,personer,3,innflytting
befolkning_flytting,2014,0940,innvandrere,2,personer,7,innflytting
befolkning_flytting,2014,0941,innvandrere,1,personer,0,innflytting
befolkning_flytting,2014,0941,innvandrere,2,personer,5,innflytting
befolkning_flytting,2014,1001,innvandrere,1,personer,224,innflytting
befolkning_flytting,2014,1001,innvandrere,2,personer,513,innflytting
befolkning_flytting,2014,1002,innvandrere,1,personer,26,innflytting
befolkning_flytting,2014,1002,innvandrere,2,personer,54,innflytting
befolkning_flytting,2014,1003,innvandrere,1,personer,22,innflytting
befolkning_flytting,2014,1003,innvandrere,2,personer,28,innflytting
befolkning_flytting,2014,1004,innvandrere,1,personer,16,innflytting
befolkning_flytting,2014,1004,innvandrere,2,personer,27,innflytting
befolkning_flytting,2014,1014,innvandrere,1,personer,41,innflytting
