tabell_navn;aar;kommune_nr;kjonn;innvkat_5;vreg_3;invalder_3;enhet;tabellvariabel
grunnskolepoeng;2014-2015;0807;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;2;7+;grunnskolepoeng;32,8
grunnskolepoeng;2014-2015;0807;1;innvandrere;2;7+;person;6
grunnskolepoeng;2014-2015;0807;1;innvandrere;2;alle;grunnskolepoeng;32,8
grunnskolepoeng;2014-2015;0807;1;innvandrere;2;alle;person;6
grunnskolepoeng;2014-2015;0807;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;0807;1;innvandrere;alle;7+;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;0807;1;innvandrere;alle;7+;person;7
grunnskolepoeng;2014-2015;0807;1;innvandrere;alle;alle;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;0807;1;innvandrere;alle;alle;person;7
grunnskolepoeng;2014-2015;0807;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;0807;0;alle;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2014-2015;0807;0;alle;NULL;NULL;person;64
grunnskolepoeng;2014-2015;0807;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2014-2015;0807;0;bef_u_innv_og_norskf;NULL;NULL;person;61
grunnskolepoeng;2014-2015;0807;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,6
grunnskolepoeng;2014-2015;0807;0;befolkningen_ellers;NULL;NULL;person;63
grunnskolepoeng;2014-2015;0807;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;1;7+;grunnskolepoeng;28,6
grunnskolepoeng;2014-2015;0807;0;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;0807;0;innvandrere;1;alle;grunnskolepoeng;28,6
grunnskolepoeng;2014-2015;0807;0;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;0807;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;alle;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;alle;7+;person;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;alle;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0807;0;innvandrere;alle;alle;person;0
grunnskolepoeng;2014-2015;0807;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;48,2
grunnskolepoeng;2014-2015;0807;0;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;0811;alle;alle;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2014-2015;0811;alle;alle;NULL;NULL;person;38
grunnskolepoeng;2014-2015;0811;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2014-2015;0811;alle;bef_u_innv_og_norskf;NULL;NULL;person;33
grunnskolepoeng;2014-2015;0811;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2014-2015;0811;alle;befolkningen_ellers;NULL;NULL;person;33
grunnskolepoeng;2014-2015;0811;alle;innvandrere;1;0_6;grunnskolepoeng;51,8
grunnskolepoeng;2014-2015;0811;alle;innvandrere;1;0_6;person;3
grunnskolepoeng;2014-2015;0811;alle;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;alle;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;0811;alle;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;alle;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;0811;alle;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;alle;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;0811;alle;innvandrere;2;7+;grunnskolepoeng;26
grunnskolepoeng;2014-2015;0811;alle;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;0811;alle;innvandrere;2;alle;grunnskolepoeng;28,8
grunnskolepoeng;2014-2015;0811;alle;innvandrere;2;alle;person;4
grunnskolepoeng;2014-2015;0811;alle;innvandrere;alle;0_6;grunnskolepoeng;44,6
grunnskolepoeng;2014-2015;0811;alle;innvandrere;alle;0_6;person;3
grunnskolepoeng;2014-2015;0811;alle;innvandrere;alle;7+;grunnskolepoeng;26
grunnskolepoeng;2014-2015;0811;alle;innvandrere;alle;7+;person;3
grunnskolepoeng;2014-2015;0811;alle;innvandrere;alle;alle;grunnskolepoeng;33,4
grunnskolepoeng;2014-2015;0811;alle;innvandrere;alle;alle;person;5
grunnskolepoeng;2014-2015;0811;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;alle;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;0811;1;alle;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;0811;1;alle;NULL;NULL;person;18
grunnskolepoeng;2014-2015;0811;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;0811;1;bef_u_innv_og_norskf;NULL;NULL;person;15
grunnskolepoeng;2014-2015;0811;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;0811;1;befolkningen_ellers;NULL;NULL;person;15
grunnskolepoeng;2014-2015;0811;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;2;7+;grunnskolepoeng;28,4
grunnskolepoeng;2014-2015;0811;1;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;0811;1;innvandrere;2;alle;grunnskolepoeng;31,4
grunnskolepoeng;2014-2015;0811;1;innvandrere;2;alle;person;3
grunnskolepoeng;2014-2015;0811;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;0811;1;innvandrere;alle;7+;grunnskolepoeng;28,4
grunnskolepoeng;2014-2015;0811;1;innvandrere;alle;7+;person;3
grunnskolepoeng;2014-2015;0811;1;innvandrere;alle;alle;grunnskolepoeng;31,4
grunnskolepoeng;2014-2015;0811;1;innvandrere;alle;alle;person;3
grunnskolepoeng;2014-2015;0811;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;0811;0;alle;NULL;NULL;grunnskolepoeng;43,8
grunnskolepoeng;2014-2015;0811;0;alle;NULL;NULL;person;20
grunnskolepoeng;2014-2015;0811;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;44,6
grunnskolepoeng;2014-2015;0811;0;bef_u_innv_og_norskf;NULL;NULL;person;18
grunnskolepoeng;2014-2015;0811;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;44,6
grunnskolepoeng;2014-2015;0811;0;befolkningen_ellers;NULL;NULL;person;18
grunnskolepoeng;2014-2015;0811;0;innvandrere;1;0_6;grunnskolepoeng;51,8
grunnskolepoeng;2014-2015;0811;0;innvandrere;1;0_6;person;3
grunnskolepoeng;2014-2015;0811;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;1;alle;grunnskolepoeng;51,8
grunnskolepoeng;2014-2015;0811;0;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;0811;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;2;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;2;alle;person;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;alle;0_6;grunnskolepoeng;51,8
grunnskolepoeng;2014-2015;0811;0;innvandrere;alle;0_6;person;3
grunnskolepoeng;2014-2015;0811;0;innvandrere;alle;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;alle;7+;person;0
grunnskolepoeng;2014-2015;0811;0;innvandrere;alle;alle;grunnskolepoeng;36,6
grunnskolepoeng;2014-2015;0811;0;innvandrere;alle;alle;person;3
grunnskolepoeng;2014-2015;0811;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0811;0;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;0814;alle;alle;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2014-2015;0814;alle;alle;NULL;NULL;person;184
grunnskolepoeng;2014-2015;0814;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40,4
grunnskolepoeng;2014-2015;0814;alle;bef_u_innv_og_norskf;NULL;NULL;person;161
grunnskolepoeng;2014-2015;0814;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40,4
grunnskolepoeng;2014-2015;0814;alle;befolkningen_ellers;NULL;NULL;person;161
grunnskolepoeng;2014-2015;0814;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0814;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0814;alle;innvandrere;1;7+;grunnskolepoeng;34,6
grunnskolepoeng;2014-2015;0814;alle;innvandrere;1;7+;person;8
grunnskolepoeng;2014-2015;0814;alle;innvandrere;1;alle;grunnskolepoeng;34,6
grunnskolepoeng;2014-2015;0814;alle;innvandrere;1;alle;person;8
grunnskolepoeng;2014-2015;0814;alle;innvandrere;2;0_6;grunnskolepoeng;43,4
grunnskolepoeng;2014-2015;0814;alle;innvandrere;2;0_6;person;7
grunnskolepoeng;2014-2015;0814;alle;innvandrere;2;7+;grunnskolepoeng;28,8
grunnskolepoeng;2014-2015;0814;alle;innvandrere;2;7+;person;8
grunnskolepoeng;2014-2015;0814;alle;innvandrere;2;alle;grunnskolepoeng;35,6
grunnskolepoeng;2014-2015;0814;alle;innvandrere;2;alle;person;15
grunnskolepoeng;2014-2015;0814;alle;innvandrere;alle;0_6;grunnskolepoeng;43,4
grunnskolepoeng;2014-2015;0814;alle;innvandrere;alle;0_6;person;7
grunnskolepoeng;2014-2015;0814;alle;innvandrere;alle;7+;grunnskolepoeng;31,6
grunnskolepoeng;2014-2015;0814;alle;innvandrere;alle;7+;person;16
grunnskolepoeng;2014-2015;0814;alle;innvandrere;alle;alle;grunnskolepoeng;35,2
grunnskolepoeng;2014-2015;0814;alle;innvandrere;alle;alle;person;23
grunnskolepoeng;2014-2015;0814;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0814;alle;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;0814;1;alle;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2014-2015;0814;1;alle;NULL;NULL;person;89
grunnskolepoeng;2014-2015;0814;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;0814;1;bef_u_innv_og_norskf;NULL;NULL;person;81
grunnskolepoeng;2014-2015;0814;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;0814;1;befolkningen_ellers;NULL;NULL;person;81
grunnskolepoeng;2014-2015;0814;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0814;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0814;1;innvandrere;1;7+;grunnskolepoeng;29,2
grunnskolepoeng;2014-2015;0814;1;innvandrere;1;7+;person;4
grunnskolepoeng;2014-2015;0814;1;innvandrere;1;alle;grunnskolepoeng;29,2
grunnskolepoeng;2014-2015;0814;1;innvandrere;1;alle;person;4
grunnskolepoeng;2014-2015;0814;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0814;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;0814;1;innvandrere;2;7+;grunnskolepoeng;30,6
grunnskolepoeng;2014-2015;0814;1;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;0814;1;innvandrere;2;alle;grunnskolepoeng;33,8
grunnskolepoeng;2014-2015;0814;1;innvandrere;2;alle;person;4
grunnskolepoeng;2014-2015;0814;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0814;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;0814;1;innvandrere;alle;7+;grunnskolepoeng;29,8
grunnskolepoeng;2014-2015;0814;1;innvandrere;alle;7+;person;7
grunnskolepoeng;2014-2015;0814;1;innvandrere;alle;alle;grunnskolepoeng;31,6
grunnskolepoeng;2014-2015;0814;1;innvandrere;alle;alle;person;8
grunnskolepoeng;2014-2015;0814;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0814;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;0814;0;alle;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;0814;0;alle;NULL;NULL;person;95
grunnskolepoeng;2014-2015;0814;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,6
grunnskolepoeng;2014-2015;0814;0;bef_u_innv_og_norskf;NULL;NULL;person;80
grunnskolepoeng;2014-2015;0814;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,6
grunnskolepoeng;2014-2015;0814;0;befolkningen_ellers;NULL;NULL;person;80
grunnskolepoeng;2014-2015;0814;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0814;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0814;0;innvandrere;1;7+;grunnskolepoeng;40
grunnskolepoeng;2014-2015;0814;0;innvandrere;1;7+;person;4
grunnskolepoeng;2014-2015;0814;0;innvandrere;1;alle;grunnskolepoeng;40
grunnskolepoeng;2014-2015;0814;0;innvandrere;1;alle;person;4
grunnskolepoeng;2014-2015;0814;0;innvandrere;2;0_6;grunnskolepoeng;43,2
grunnskolepoeng;2014-2015;0814;0;innvandrere;2;0_6;person;6
grunnskolepoeng;2014-2015;0814;0;innvandrere;2;7+;grunnskolepoeng;27,6
grunnskolepoeng;2014-2015;0814;0;innvandrere;2;7+;person;5
grunnskolepoeng;2014-2015;0814;0;innvandrere;2;alle;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;0814;0;innvandrere;2;alle;person;11
grunnskolepoeng;2014-2015;0814;0;innvandrere;alle;0_6;grunnskolepoeng;43,2
grunnskolepoeng;2014-2015;0814;0;innvandrere;alle;0_6;person;6
grunnskolepoeng;2014-2015;0814;0;innvandrere;alle;7+;grunnskolepoeng;33
grunnskolepoeng;2014-2015;0814;0;innvandrere;alle;7+;person;9
grunnskolepoeng;2014-2015;0814;0;innvandrere;alle;alle;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;0814;0;innvandrere;alle;alle;person;15
grunnskolepoeng;2014-2015;0814;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0814;0;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;0815;alle;alle;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2014-2015;0815;alle;alle;NULL;NULL;person;118
grunnskolepoeng;2014-2015;0815;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2014-2015;0815;alle;bef_u_innv_og_norskf;NULL;NULL;person;105
grunnskolepoeng;2014-2015;0815;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2014-2015;0815;alle;befolkningen_ellers;NULL;NULL;person;107
grunnskolepoeng;2014-2015;0815;alle;innvandrere;1;0_6;grunnskolepoeng;45,4
grunnskolepoeng;2014-2015;0815;alle;innvandrere;1;0_6;person;3
grunnskolepoeng;2014-2015;0815;alle;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0815;alle;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;0815;alle;innvandrere;1;alle;grunnskolepoeng;51,2
grunnskolepoeng;2014-2015;0815;alle;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;0815;alle;innvandrere;2;0_6;grunnskolepoeng;44,6
grunnskolepoeng;2014-2015;0815;alle;innvandrere;2;0_6;person;3
grunnskolepoeng;2014-2015;0815;alle;innvandrere;2;7+;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;0815;alle;innvandrere;2;7+;person;6
grunnskolepoeng;2014-2015;0815;alle;innvandrere;2;alle;grunnskolepoeng;39
grunnskolepoeng;2014-2015;0815;alle;innvandrere;2;alle;person;9
grunnskolepoeng;2014-2015;0815;alle;innvandrere;alle;0_6;grunnskolepoeng;44,8
grunnskolepoeng;2014-2015;0815;alle;innvandrere;alle;0_6;person;4
grunnskolepoeng;2014-2015;0815;alle;innvandrere;alle;7+;grunnskolepoeng;39,2
grunnskolepoeng;2014-2015;0815;alle;innvandrere;alle;7+;person;7
grunnskolepoeng;2014-2015;0815;alle;innvandrere;alle;alle;grunnskolepoeng;41,2
grunnskolepoeng;2014-2015;0815;alle;innvandrere;alle;alle;person;11
grunnskolepoeng;2014-2015;0815;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;36
grunnskolepoeng;2014-2015;0815;alle;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;0815;1;alle;NULL;NULL;grunnskolepoeng;39
grunnskolepoeng;2014-2015;0815;1;alle;NULL;NULL;person;54
grunnskolepoeng;2014-2015;0815;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;0815;1;bef_u_innv_og_norskf;NULL;NULL;person;50
grunnskolepoeng;2014-2015;0815;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;0815;1;befolkningen_ellers;NULL;NULL;person;51
grunnskolepoeng;2014-2015;0815;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;2;7+;grunnskolepoeng;24
grunnskolepoeng;2014-2015;0815;1;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;0815;1;innvandrere;2;alle;grunnskolepoeng;32,8
grunnskolepoeng;2014-2015;0815;1;innvandrere;2;alle;person;3
grunnskolepoeng;2014-2015;0815;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;0815;1;innvandrere;alle;7+;grunnskolepoeng;24
grunnskolepoeng;2014-2015;0815;1;innvandrere;alle;7+;person;3
grunnskolepoeng;2014-2015;0815;1;innvandrere;alle;alle;grunnskolepoeng;32,8
grunnskolepoeng;2014-2015;0815;1;innvandrere;alle;alle;person;3
grunnskolepoeng;2014-2015;0815;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0815;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;0815;0;alle;NULL;NULL;grunnskolepoeng;42
grunnskolepoeng;2014-2015;0815;0;alle;NULL;NULL;person;64
grunnskolepoeng;2014-2015;0815;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;0815;0;bef_u_innv_og_norskf;NULL;NULL;person;55
grunnskolepoeng;2014-2015;0815;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2014-2015;0815;0;befolkningen_ellers;NULL;NULL;person;56
grunnskolepoeng;2014-2015;0815;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0815;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0815;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0815;0;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;0815;0;innvandrere;1;alle;grunnskolepoeng;51,2
grunnskolepoeng;2014-2015;0815;0;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;0815;0;innvandrere;2;0_6;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;0815;0;innvandrere;2;0_6;person;3
grunnskolepoeng;2014-2015;0815;0;innvandrere;2;7+;grunnskolepoeng;42,2
grunnskolepoeng;2014-2015;0815;0;innvandrere;2;7+;person;4
grunnskolepoeng;2014-2015;0815;0;innvandrere;2;alle;grunnskolepoeng;42
grunnskolepoeng;2014-2015;0815;0;innvandrere;2;alle;person;6
grunnskolepoeng;2014-2015;0815;0;innvandrere;alle;0_6;grunnskolepoeng;43
grunnskolepoeng;2014-2015;0815;0;innvandrere;alle;0_6;person;3
grunnskolepoeng;2014-2015;0815;0;innvandrere;alle;7+;grunnskolepoeng;45,2
grunnskolepoeng;2014-2015;0815;0;innvandrere;alle;7+;person;5
grunnskolepoeng;2014-2015;0815;0;innvandrere;alle;alle;grunnskolepoeng;44,4
grunnskolepoeng;2014-2015;0815;0;innvandrere;alle;alle;person;8
grunnskolepoeng;2014-2015;0815;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;30,6
grunnskolepoeng;2014-2015;0815;0;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;0817;alle;alle;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2014-2015;0817;alle;alle;NULL;NULL;person;57
grunnskolepoeng;2014-2015;0817;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;0817;alle;bef_u_innv_og_norskf;NULL;NULL;person;50
grunnskolepoeng;2014-2015;0817;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;0817;alle;befolkningen_ellers;NULL;NULL;person;50
grunnskolepoeng;2014-2015;0817;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0817;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0817;alle;innvandrere;1;7+;grunnskolepoeng;40,8
grunnskolepoeng;2014-2015;0817;alle;innvandrere;1;7+;person;4
grunnskolepoeng;2014-2015;0817;alle;innvandrere;1;alle;grunnskolepoeng;42,4
grunnskolepoeng;2014-2015;0817;alle;innvandrere;1;alle;person;5
grunnskolepoeng;2014-2015;0817;alle;innvandrere;2;0_6;grunnskolepoeng;40
grunnskolepoeng;2014-2015;0817;alle;innvandrere;2;0_6;person;3
grunnskolepoeng;2014-2015;0817;alle;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0817;alle;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;0817;alle;innvandrere;2;alle;grunnskolepoeng;42
grunnskolepoeng;2014-2015;0817;alle;innvandrere;2;alle;person;3
grunnskolepoeng;2014-2015;0817;alle;innvandrere;alle;0_6;grunnskolepoeng;44
grunnskolepoeng;2014-2015;0817;alle;innvandrere;alle;0_6;person;3
grunnskolepoeng;2014-2015;0817;alle;innvandrere;alle;7+;grunnskolepoeng;41,4
grunnskolepoeng;2014-2015;0817;alle;innvandrere;alle;7+;person;5
grunnskolepoeng;2014-2015;0817;alle;innvandrere;alle;alle;grunnskolepoeng;42,2
grunnskolepoeng;2014-2015;0817;alle;innvandrere;alle;alle;person;7
grunnskolepoeng;2014-2015;0817;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0817;alle;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;0817;1;alle;NULL;NULL;grunnskolepoeng;31,8
grunnskolepoeng;2014-2015;0817;1;alle;NULL;NULL;person;23
grunnskolepoeng;2014-2015;0817;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;31,8
grunnskolepoeng;2014-2015;0817;1;bef_u_innv_og_norskf;NULL;NULL;person;21
grunnskolepoeng;2014-2015;0817;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;31,8
grunnskolepoeng;2014-2015;0817;1;befolkningen_ellers;NULL;NULL;person;21
grunnskolepoeng;2014-2015;0817;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0817;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;0817;1;innvandrere;1;7+;grunnskolepoeng;32,2
grunnskolepoeng;2014-2015;0817;1;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;0817;1;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0817;1;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;0817;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;0817;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;0817;1;innvandrere;2;7+;grunnskolepoeng;0
