tabell_navn;aar;naringsregion_nr;kjonn;innvkat_5;vreg_3;invalder_3;enhet;tabellvariabel
grunnskolepoeng;2014-2015;12;0;norskfodte_m_innvf;NULL;NULL;person;6
grunnskolepoeng;2014-2015;13;alle;alle;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2014-2015;13;alle;alle;NULL;NULL;person;402
grunnskolepoeng;2014-2015;13;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;13;alle;bef_u_innv_og_norskf;NULL;NULL;person;376
grunnskolepoeng;2014-2015;13;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2014-2015;13;alle;befolkningen_ellers;NULL;NULL;person;382
grunnskolepoeng;2014-2015;13;alle;innvandrere;1;0_6;grunnskolepoeng;36
grunnskolepoeng;2014-2015;13;alle;innvandrere;1;0_6;person;6
grunnskolepoeng;2014-2015;13;alle;innvandrere;1;7+;grunnskolepoeng;33,2
grunnskolepoeng;2014-2015;13;alle;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;13;alle;innvandrere;1;alle;grunnskolepoeng;34,6
grunnskolepoeng;2014-2015;13;alle;innvandrere;1;alle;person;8
grunnskolepoeng;2014-2015;13;alle;innvandrere;2;0_6;grunnskolepoeng;33,2
grunnskolepoeng;2014-2015;13;alle;innvandrere;2;0_6;person;7
grunnskolepoeng;2014-2015;13;alle;innvandrere;2;7+;grunnskolepoeng;32,4
grunnskolepoeng;2014-2015;13;alle;innvandrere;2;7+;person;5
grunnskolepoeng;2014-2015;13;alle;innvandrere;2;alle;grunnskolepoeng;32,8
grunnskolepoeng;2014-2015;13;alle;innvandrere;2;alle;person;12
grunnskolepoeng;2014-2015;13;alle;innvandrere;alle;0_6;grunnskolepoeng;34,6
grunnskolepoeng;2014-2015;13;alle;innvandrere;alle;0_6;person;12
grunnskolepoeng;2014-2015;13;alle;innvandrere;alle;7+;grunnskolepoeng;32,8
grunnskolepoeng;2014-2015;13;alle;innvandrere;alle;7+;person;8
grunnskolepoeng;2014-2015;13;alle;innvandrere;alle;alle;grunnskolepoeng;33,6
grunnskolepoeng;2014-2015;13;alle;innvandrere;alle;alle;person;20
grunnskolepoeng;2014-2015;13;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;42,6
grunnskolepoeng;2014-2015;13;alle;norskfodte_m_innvf;NULL;NULL;person;5
grunnskolepoeng;2014-2015;13;1;alle;NULL;NULL;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;13;1;alle;NULL;NULL;person;202
grunnskolepoeng;2014-2015;13;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;36,6
grunnskolepoeng;2014-2015;13;1;bef_u_innv_og_norskf;NULL;NULL;person;188
grunnskolepoeng;2014-2015;13;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;36,8
grunnskolepoeng;2014-2015;13;1;befolkningen_ellers;NULL;NULL;person;190
grunnskolepoeng;2014-2015;13;1;innvandrere;1;0_6;grunnskolepoeng;36
grunnskolepoeng;2014-2015;13;1;innvandrere;1;0_6;person;6
grunnskolepoeng;2014-2015;13;1;innvandrere;1;7+;grunnskolepoeng;29,6
grunnskolepoeng;2014-2015;13;1;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;13;1;innvandrere;1;alle;grunnskolepoeng;33,4
grunnskolepoeng;2014-2015;13;1;innvandrere;1;alle;person;7
grunnskolepoeng;2014-2015;13;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;13;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;13;1;innvandrere;2;7+;grunnskolepoeng;33,4
grunnskolepoeng;2014-2015;13;1;innvandrere;2;7+;person;3
grunnskolepoeng;2014-2015;13;1;innvandrere;2;alle;grunnskolepoeng;29,2
grunnskolepoeng;2014-2015;13;1;innvandrere;2;alle;person;4
grunnskolepoeng;2014-2015;13;1;innvandrere;alle;0_6;grunnskolepoeng;31,8
grunnskolepoeng;2014-2015;13;1;innvandrere;alle;0_6;person;6
grunnskolepoeng;2014-2015;13;1;innvandrere;alle;7+;grunnskolepoeng;31,6
grunnskolepoeng;2014-2015;13;1;innvandrere;alle;7+;person;5
grunnskolepoeng;2014-2015;13;1;innvandrere;alle;alle;grunnskolepoeng;31,6
grunnskolepoeng;2014-2015;13;1;innvandrere;alle;alle;person;11
grunnskolepoeng;2014-2015;13;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;13;1;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;13;0;alle;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2014-2015;13;0;alle;NULL;NULL;person;200
grunnskolepoeng;2014-2015;13;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2014-2015;13;0;bef_u_innv_og_norskf;NULL;NULL;person;188
grunnskolepoeng;2014-2015;13;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2014-2015;13;0;befolkningen_ellers;NULL;NULL;person;192
grunnskolepoeng;2014-2015;13;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;13;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;13;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;13;0;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;13;0;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;13;0;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;13;0;innvandrere;2;0_6;grunnskolepoeng;40,2
grunnskolepoeng;2014-2015;13;0;innvandrere;2;0_6;person;3
grunnskolepoeng;2014-2015;13;0;innvandrere;2;7+;grunnskolepoeng;31,8
grunnskolepoeng;2014-2015;13;0;innvandrere;2;7+;person;6
grunnskolepoeng;2014-2015;13;0;innvandrere;2;alle;grunnskolepoeng;35,4
grunnskolepoeng;2014-2015;13;0;innvandrere;2;alle;person;8
grunnskolepoeng;2014-2015;13;0;innvandrere;alle;0_6;grunnskolepoeng;40,2
grunnskolepoeng;2014-2015;13;0;innvandrere;alle;0_6;person;3
grunnskolepoeng;2014-2015;13;0;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2014-2015;13;0;innvandrere;alle;7+;person;6
grunnskolepoeng;2014-2015;13;0;innvandrere;alle;alle;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;13;0;innvandrere;alle;alle;person;9
grunnskolepoeng;2014-2015;13;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;45,2
grunnskolepoeng;2014-2015;13;0;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;14;alle;alle;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;14;alle;alle;NULL;NULL;person;853
grunnskolepoeng;2014-2015;14;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2014-2015;14;alle;bef_u_innv_og_norskf;NULL;NULL;person;774
grunnskolepoeng;2014-2015;14;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2014-2015;14;alle;befolkningen_ellers;NULL;NULL;person;796
grunnskolepoeng;2014-2015;14;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;14;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;14;alle;innvandrere;1;7+;grunnskolepoeng;30,6
grunnskolepoeng;2014-2015;14;alle;innvandrere;1;7+;person;14
grunnskolepoeng;2014-2015;14;alle;innvandrere;1;alle;grunnskolepoeng;31,2
grunnskolepoeng;2014-2015;14;alle;innvandrere;1;alle;person;15
grunnskolepoeng;2014-2015;14;alle;innvandrere;2;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2014-2015;14;alle;innvandrere;2;0_6;person;11
grunnskolepoeng;2014-2015;14;alle;innvandrere;2;7+;grunnskolepoeng;36
grunnskolepoeng;2014-2015;14;alle;innvandrere;2;7+;person;32
grunnskolepoeng;2014-2015;14;alle;innvandrere;2;alle;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;14;alle;innvandrere;2;alle;person;43
grunnskolepoeng;2014-2015;14;alle;innvandrere;alle;0_6;grunnskolepoeng;36,6
grunnskolepoeng;2014-2015;14;alle;innvandrere;alle;0_6;person;12
grunnskolepoeng;2014-2015;14;alle;innvandrere;alle;7+;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;14;alle;innvandrere;alle;7+;person;44
grunnskolepoeng;2014-2015;14;alle;innvandrere;alle;alle;grunnskolepoeng;34,8
grunnskolepoeng;2014-2015;14;alle;innvandrere;alle;alle;person;57
grunnskolepoeng;2014-2015;14;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;14;alle;norskfodte_m_innvf;NULL;NULL;person;23
grunnskolepoeng;2014-2015;14;1;alle;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2014-2015;14;1;alle;NULL;NULL;person;435
grunnskolepoeng;2014-2015;14;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2014-2015;14;1;bef_u_innv_og_norskf;NULL;NULL;person;386
grunnskolepoeng;2014-2015;14;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2014-2015;14;1;befolkningen_ellers;NULL;NULL;person;398
grunnskolepoeng;2014-2015;14;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;14;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;14;1;innvandrere;1;7+;grunnskolepoeng;30,6
grunnskolepoeng;2014-2015;14;1;innvandrere;1;7+;person;10
grunnskolepoeng;2014-2015;14;1;innvandrere;1;alle;grunnskolepoeng;31,4
grunnskolepoeng;2014-2015;14;1;innvandrere;1;alle;person;13
grunnskolepoeng;2014-2015;14;1;innvandrere;2;0_6;grunnskolepoeng;36,6
grunnskolepoeng;2014-2015;14;1;innvandrere;2;0_6;person;5
grunnskolepoeng;2014-2015;14;1;innvandrere;2;7+;grunnskolepoeng;33,8
grunnskolepoeng;2014-2015;14;1;innvandrere;2;7+;person;19
grunnskolepoeng;2014-2015;14;1;innvandrere;2;alle;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;14;1;innvandrere;2;alle;person;25
grunnskolepoeng;2014-2015;14;1;innvandrere;alle;0_6;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;14;1;innvandrere;alle;0_6;person;6
grunnskolepoeng;2014-2015;14;1;innvandrere;alle;7+;grunnskolepoeng;32,6
grunnskolepoeng;2014-2015;14;1;innvandrere;alle;7+;person;29
grunnskolepoeng;2014-2015;14;1;innvandrere;alle;alle;grunnskolepoeng;33,4
grunnskolepoeng;2014-2015;14;1;innvandrere;alle;alle;person;37
grunnskolepoeng;2014-2015;14;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2014-2015;14;1;norskfodte_m_innvf;NULL;NULL;person;11
grunnskolepoeng;2014-2015;14;0;alle;NULL;NULL;grunnskolepoeng;41,4
grunnskolepoeng;2014-2015;14;0;alle;NULL;NULL;person;418
grunnskolepoeng;2014-2015;14;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;14;0;bef_u_innv_og_norskf;NULL;NULL;person;388
grunnskolepoeng;2014-2015;14;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2014-2015;14;0;befolkningen_ellers;NULL;NULL;person;398
grunnskolepoeng;2014-2015;14;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;14;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;14;0;innvandrere;1;7+;grunnskolepoeng;30
grunnskolepoeng;2014-2015;14;0;innvandrere;1;7+;person;6
grunnskolepoeng;2014-2015;14;0;innvandrere;1;alle;grunnskolepoeng;30
grunnskolepoeng;2014-2015;14;0;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;14;0;innvandrere;2;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2014-2015;14;0;innvandrere;2;0_6;person;6
grunnskolepoeng;2014-2015;14;0;innvandrere;2;7+;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;14;0;innvandrere;2;7+;person;9
grunnskolepoeng;2014-2015;14;0;innvandrere;2;alle;grunnskolepoeng;38,6
grunnskolepoeng;2014-2015;14;0;innvandrere;2;alle;person;16
grunnskolepoeng;2014-2015;14;0;innvandrere;alle;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2014-2015;14;0;innvandrere;alle;0_6;person;6
grunnskolepoeng;2014-2015;14;0;innvandrere;alle;7+;grunnskolepoeng;37,4
grunnskolepoeng;2014-2015;14;0;innvandrere;alle;7+;person;17
grunnskolepoeng;2014-2015;14;0;innvandrere;alle;alle;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;14;0;innvandrere;alle;alle;person;21
grunnskolepoeng;2014-2015;14;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;35
grunnskolepoeng;2014-2015;14;0;norskfodte_m_innvf;NULL;NULL;person;12
grunnskolepoeng;2014-2015;15;alle;alle;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2014-2015;15;alle;alle;NULL;NULL;person;332
grunnskolepoeng;2014-2015;15;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2014-2015;15;alle;bef_u_innv_og_norskf;NULL;NULL;person;311
grunnskolepoeng;2014-2015;15;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2014-2015;15;alle;befolkningen_ellers;NULL;NULL;person;314
grunnskolepoeng;2014-2015;15;alle;innvandrere;1;0_6;grunnskolepoeng;30,4
grunnskolepoeng;2014-2015;15;alle;innvandrere;1;0_6;person;3
grunnskolepoeng;2014-2015;15;alle;innvandrere;1;7+;grunnskolepoeng;33,8
grunnskolepoeng;2014-2015;15;alle;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;15;alle;innvandrere;1;alle;grunnskolepoeng;32,2
grunnskolepoeng;2014-2015;15;alle;innvandrere;1;alle;person;6
grunnskolepoeng;2014-2015;15;alle;innvandrere;2;0_6;grunnskolepoeng;40,4
grunnskolepoeng;2014-2015;15;alle;innvandrere;2;0_6;person;6
grunnskolepoeng;2014-2015;15;alle;innvandrere;2;7+;grunnskolepoeng;34,8
grunnskolepoeng;2014-2015;15;alle;innvandrere;2;7+;person;7
grunnskolepoeng;2014-2015;15;alle;innvandrere;2;alle;grunnskolepoeng;37,6
grunnskolepoeng;2014-2015;15;alle;innvandrere;2;alle;person;11
grunnskolepoeng;2014-2015;15;alle;innvandrere;alle;0_6;grunnskolepoeng;37
grunnskolepoeng;2014-2015;15;alle;innvandrere;alle;0_6;person;10
grunnskolepoeng;2014-2015;15;alle;innvandrere;alle;7+;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;15;alle;innvandrere;alle;7+;person;9
grunnskolepoeng;2014-2015;15;alle;innvandrere;alle;alle;grunnskolepoeng;35,8
grunnskolepoeng;2014-2015;15;alle;innvandrere;alle;alle;person;18
grunnskolepoeng;2014-2015;15;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;36
grunnskolepoeng;2014-2015;15;alle;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;15;1;alle;NULL;NULL;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;15;1;alle;NULL;NULL;person;178
grunnskolepoeng;2014-2015;15;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2014-2015;15;1;bef_u_innv_og_norskf;NULL;NULL;person;166
grunnskolepoeng;2014-2015;15;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2014-2015;15;1;befolkningen_ellers;NULL;NULL;person;167
grunnskolepoeng;2014-2015;15;1;innvandrere;1;0_6;grunnskolepoeng;44,8
grunnskolepoeng;2014-2015;15;1;innvandrere;1;0_6;person;3
grunnskolepoeng;2014-2015;15;1;innvandrere;1;7+;grunnskolepoeng;33,8
grunnskolepoeng;2014-2015;15;1;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;15;1;innvandrere;1;alle;grunnskolepoeng;36,6
grunnskolepoeng;2014-2015;15;1;innvandrere;1;alle;person;6
grunnskolepoeng;2014-2015;15;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;15;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;15;1;innvandrere;2;7+;grunnskolepoeng;34,6
grunnskolepoeng;2014-2015;15;1;innvandrere;2;7+;person;6
grunnskolepoeng;2014-2015;15;1;innvandrere;2;alle;grunnskolepoeng;35,4
grunnskolepoeng;2014-2015;15;1;innvandrere;2;alle;person;7
grunnskolepoeng;2014-2015;15;1;innvandrere;alle;0_6;grunnskolepoeng;39,8
grunnskolepoeng;2014-2015;15;1;innvandrere;alle;0_6;person;3
grunnskolepoeng;2014-2015;15;1;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2014-2015;15;1;innvandrere;alle;7+;person;8
grunnskolepoeng;2014-2015;15;1;innvandrere;alle;alle;grunnskolepoeng;35,8
grunnskolepoeng;2014-2015;15;1;innvandrere;alle;alle;person;12
grunnskolepoeng;2014-2015;15;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;0
grunnskolepoeng;2014-2015;15;1;norskfodte_m_innvf;NULL;NULL;person;0
grunnskolepoeng;2014-2015;15;0;alle;NULL;NULL;grunnskolepoeng;42,6
grunnskolepoeng;2014-2015;15;0;alle;NULL;NULL;person;154
grunnskolepoeng;2014-2015;15;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2014-2015;15;0;bef_u_innv_og_norskf;NULL;NULL;person;145
grunnskolepoeng;2014-2015;15;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2014-2015;15;0;befolkningen_ellers;NULL;NULL;person;147
grunnskolepoeng;2014-2015;15;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;15;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;15;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;15;0;innvandrere;1;7+;person;0
grunnskolepoeng;2014-2015;15;0;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2014-2015;15;0;innvandrere;1;alle;person;0
grunnskolepoeng;2014-2015;15;0;innvandrere;2;0_6;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;15;0;innvandrere;2;0_6;person;6
grunnskolepoeng;2014-2015;15;0;innvandrere;2;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;15;0;innvandrere;2;7+;person;0
grunnskolepoeng;2014-2015;15;0;innvandrere;2;alle;grunnskolepoeng;40,6
grunnskolepoeng;2014-2015;15;0;innvandrere;2;alle;person;6
grunnskolepoeng;2014-2015;15;0;innvandrere;alle;0_6;grunnskolepoeng;35,6
grunnskolepoeng;2014-2015;15;0;innvandrere;alle;0_6;person;6
grunnskolepoeng;2014-2015;15;0;innvandrere;alle;7+;grunnskolepoeng;0
grunnskolepoeng;2014-2015;15;0;innvandrere;alle;7+;person;0
grunnskolepoeng;2014-2015;15;0;innvandrere;alle;alle;grunnskolepoeng;35,6
grunnskolepoeng;2014-2015;15;0;innvandrere;alle;alle;person;6
grunnskolepoeng;2014-2015;15;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;15;0;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;16;alle;alle;NULL;NULL;grunnskolepoeng;42
grunnskolepoeng;2014-2015;16;alle;alle;NULL;NULL;person;454
grunnskolepoeng;2014-2015;16;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2014-2015;16;alle;bef_u_innv_og_norskf;NULL;NULL;person;416
grunnskolepoeng;2014-2015;16;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2014-2015;16;alle;befolkningen_ellers;NULL;NULL;person;423
grunnskolepoeng;2014-2015;16;alle;innvandrere;1;0_6;grunnskolepoeng;41,2
grunnskolepoeng;2014-2015;16;alle;innvandrere;1;0_6;person;3
grunnskolepoeng;2014-2015;16;alle;innvandrere;1;7+;grunnskolepoeng;38
grunnskolepoeng;2014-2015;16;alle;innvandrere;1;7+;person;5
grunnskolepoeng;2014-2015;16;alle;innvandrere;1;alle;grunnskolepoeng;39,2
grunnskolepoeng;2014-2015;16;alle;innvandrere;1;alle;person;8
grunnskolepoeng;2014-2015;16;alle;innvandrere;2;0_6;grunnskolepoeng;37
grunnskolepoeng;2014-2015;16;alle;innvandrere;2;0_6;person;5
grunnskolepoeng;2014-2015;16;alle;innvandrere;2;7+;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;16;alle;innvandrere;2;7+;person;17
grunnskolepoeng;2014-2015;16;alle;innvandrere;2;alle;grunnskolepoeng;35,2
grunnskolepoeng;2014-2015;16;alle;innvandrere;2;alle;person;22
grunnskolepoeng;2014-2015;16;alle;innvandrere;alle;0_6;grunnskolepoeng;38,4
grunnskolepoeng;2014-2015;16;alle;innvandrere;alle;0_6;person;8
grunnskolepoeng;2014-2015;16;alle;innvandrere;alle;7+;grunnskolepoeng;35,2
grunnskolepoeng;2014-2015;16;alle;innvandrere;alle;7+;person;22
grunnskolepoeng;2014-2015;16;alle;innvandrere;alle;alle;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;16;alle;innvandrere;alle;alle;person;30
grunnskolepoeng;2014-2015;16;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2014-2015;16;alle;norskfodte_m_innvf;NULL;NULL;person;7
grunnskolepoeng;2014-2015;16;1;alle;NULL;NULL;grunnskolepoeng;40,8
grunnskolepoeng;2014-2015;16;1;alle;NULL;NULL;person;248
grunnskolepoeng;2014-2015;16;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;16;1;bef_u_innv_og_norskf;NULL;NULL;person;231
grunnskolepoeng;2014-2015;16;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;16;1;befolkningen_ellers;NULL;NULL;person;233
grunnskolepoeng;2014-2015;16;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;16;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;16;1;innvandrere;1;7+;grunnskolepoeng;42,6
grunnskolepoeng;2014-2015;16;1;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;16;1;innvandrere;1;alle;grunnskolepoeng;42,6
grunnskolepoeng;2014-2015;16;1;innvandrere;1;alle;person;3
grunnskolepoeng;2014-2015;16;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;16;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2014-2015;16;1;innvandrere;2;7+;grunnskolepoeng;34,8
grunnskolepoeng;2014-2015;16;1;innvandrere;2;7+;person;11
grunnskolepoeng;2014-2015;16;1;innvandrere;2;alle;grunnskolepoeng;35
grunnskolepoeng;2014-2015;16;1;innvandrere;2;alle;person;12
grunnskolepoeng;2014-2015;16;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;16;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2014-2015;16;1;innvandrere;alle;7+;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;16;1;innvandrere;alle;7+;person;14
grunnskolepoeng;2014-2015;16;1;innvandrere;alle;alle;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;16;1;innvandrere;alle;alle;person;15
grunnskolepoeng;2014-2015;16;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;46,4
grunnskolepoeng;2014-2015;16;1;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2014-2015;16;0;alle;NULL;NULL;grunnskolepoeng;43,4
grunnskolepoeng;2014-2015;16;0;alle;NULL;NULL;person;206
grunnskolepoeng;2014-2015;16;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;44,2
grunnskolepoeng;2014-2015;16;0;bef_u_innv_og_norskf;NULL;NULL;person;185
grunnskolepoeng;2014-2015;16;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;44
grunnskolepoeng;2014-2015;16;0;befolkningen_ellers;NULL;NULL;person;190
grunnskolepoeng;2014-2015;16;0;innvandrere;1;0_6;grunnskolepoeng;41,2
grunnskolepoeng;2014-2015;16;0;innvandrere;1;0_6;person;3
grunnskolepoeng;2014-2015;16;0;innvandrere;1;7+;grunnskolepoeng;31,4
grunnskolepoeng;2014-2015;16;0;innvandrere;1;7+;person;3
grunnskolepoeng;2014-2015;16;0;innvandrere;1;alle;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;16;0;innvandrere;1;alle;person;5
grunnskolepoeng;2014-2015;16;0;innvandrere;2;0_6;grunnskolepoeng;37
grunnskolepoeng;2014-2015;16;0;innvandrere;2;0_6;person;4
grunnskolepoeng;2014-2015;16;0;innvandrere;2;7+;grunnskolepoeng;33,8
grunnskolepoeng;2014-2015;16;0;innvandrere;2;7+;person;6
grunnskolepoeng;2014-2015;16;0;innvandrere;2;alle;grunnskolepoeng;35,2
grunnskolepoeng;2014-2015;16;0;innvandrere;2;alle;person;10
grunnskolepoeng;2014-2015;16;0;innvandrere;alle;0_6;grunnskolepoeng;38,4
grunnskolepoeng;2014-2015;16;0;innvandrere;alle;0_6;person;7
grunnskolepoeng;2014-2015;16;0;innvandrere;alle;7+;grunnskolepoeng;33,2
grunnskolepoeng;2014-2015;16;0;innvandrere;alle;7+;person;8
grunnskolepoeng;2014-2015;16;0;innvandrere;alle;alle;grunnskolepoeng;35,8
grunnskolepoeng;2014-2015;16;0;innvandrere;alle;alle;person;15
grunnskolepoeng;2014-2015;16;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;16;0;norskfodte_m_innvf;NULL;NULL;person;5
grunnskolepoeng;2014-2015;17;alle;alle;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2014-2015;17;alle;alle;NULL;NULL;person;192
grunnskolepoeng;2014-2015;17;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2014-2015;17;alle;bef_u_innv_og_norskf;NULL;NULL;person;177
grunnskolepoeng;2014-2015;17;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2014-2015;17;alle;befolkningen_ellers;NULL;NULL;person;177
grunnskolepoeng;2014-2015;17;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2014-2015;17;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2014-2015;17;alle;innvandrere;1;7+;grunnskolepoeng;41
grunnskolepoeng;2014-2015;17;alle;innvandrere;1;7+;person;11
grunnskolepoeng;2014-2015;17;alle;innvandrere;1;alle;grunnskolepoeng;40,8
grunnskolepoeng;2014-2015;17;alle;innvandrere;1;alle;person;12
grunnskolepoeng;2014-2015;17;alle;innvandrere;2;0_6;grunnskolepoeng;51,8
