"aar","fylke_nr","spraak","undervisning_grskole","enhet","tabellvariabel","tabell_navn","kommune_nr","naringsregion_nr"
"2013","NULL","alle","kun_spesialund","prosent",".","voksne_grunnskole","0519","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0519","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent",".","voksne_grunnskole","0519","NULL"
"2013","NULL","minoritet","alle","personer","0","voksne_grunnskole","0519","NULL"
"2013","NULL","minoritet","alle","prosent","0","voksne_grunnskole","0519","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0519","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0519","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0519","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0519","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0519","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0519","NULL"
"2013","NULL","ikke_minoritet","alle","personer","0","voksne_grunnskole","0519","NULL"
"2013","NULL","ikke_minoritet","alle","prosent",".","voksne_grunnskole","0519","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0519","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0519","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0519","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0519","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0519","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0519","NULL"
"2013","NULL","alle","alle","personer","8","voksne_grunnskole","0520","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0520","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","8","voksne_grunnskole","0520","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","1","voksne_grunnskole","0520","NULL"
"2013","NULL","alle","kun_spesialund","personer","0","voksne_grunnskole","0520","NULL"
"2013","NULL","alle","kun_spesialund","prosent","0","voksne_grunnskole","0520","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0520","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0","voksne_grunnskole","0520","NULL"
"2013","NULL","minoritet","alle","personer","8","voksne_grunnskole","0520","NULL"
"2013","NULL","minoritet","alle","prosent","100","voksne_grunnskole","0520","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0520","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0520","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0520","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0520","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0520","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0520","NULL"
"2013","NULL","ikke_minoritet","alle","personer","0","voksne_grunnskole","0520","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","0","voksne_grunnskole","0520","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0520","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0520","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0520","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0520","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0520","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0520","NULL"
"2013","NULL","alle","alle","personer","5","voksne_grunnskole","0521","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0521","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","0","voksne_grunnskole","0521","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","0","voksne_grunnskole","0521","NULL"
"2013","NULL","alle","kun_spesialund","personer","4","voksne_grunnskole","0521","NULL"
"2013","NULL","alle","kun_spesialund","prosent","0.8","voksne_grunnskole","0521","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","1","voksne_grunnskole","0521","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0.2","voksne_grunnskole","0521","NULL"
"2013","NULL","minoritet","alle","personer","2","voksne_grunnskole","0521","NULL"
"2013","NULL","minoritet","alle","prosent","40","voksne_grunnskole","0521","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0521","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0521","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0521","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0521","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0521","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0521","NULL"
"2013","NULL","ikke_minoritet","alle","personer","3","voksne_grunnskole","0521","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","60","voksne_grunnskole","0521","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0521","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0521","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0521","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0521","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0521","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0521","NULL"
"2013","NULL","alle","alle","personer","2","voksne_grunnskole","0522","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0522","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","0","voksne_grunnskole","0522","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","0","voksne_grunnskole","0522","NULL"
"2013","NULL","alle","kun_spesialund","personer","2","voksne_grunnskole","0522","NULL"
"2013","NULL","alle","kun_spesialund","prosent","1","voksne_grunnskole","0522","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0522","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0","voksne_grunnskole","0522","NULL"
"2013","NULL","minoritet","alle","personer","0","voksne_grunnskole","0522","NULL"
"2013","NULL","minoritet","alle","prosent","0","voksne_grunnskole","0522","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0522","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0522","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0522","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0522","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0522","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0522","NULL"
"2013","NULL","ikke_minoritet","alle","personer","2","voksne_grunnskole","0522","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","100","voksne_grunnskole","0522","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0522","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0522","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0522","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0522","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0522","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0522","NULL"
"2013","NULL","alle","alle","personer","24","voksne_grunnskole","0528","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0528","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","11","voksne_grunnskole","0528","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","0.458333333","voksne_grunnskole","0528","NULL"
"2013","NULL","alle","kun_spesialund","personer","13","voksne_grunnskole","0528","NULL"
"2013","NULL","alle","kun_spesialund","prosent","0.541666667","voksne_grunnskole","0528","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0528","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0","voksne_grunnskole","0528","NULL"
"2013","NULL","minoritet","alle","personer","11","voksne_grunnskole","0528","NULL"
"2013","NULL","minoritet","alle","prosent","45.8","voksne_grunnskole","0528","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0528","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0528","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0528","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0528","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0528","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0528","NULL"
"2013","NULL","ikke_minoritet","alle","personer","13","voksne_grunnskole","0528","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","54.16666667","voksne_grunnskole","0528","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0528","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0528","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0528","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0528","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0528","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0528","NULL"
"2013","NULL","alle","alle","personer","37","voksne_grunnskole","0529","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0529","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","19","voksne_grunnskole","0529","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","0.513513514","voksne_grunnskole","0529","NULL"
"2013","NULL","alle","kun_spesialund","personer","17","voksne_grunnskole","0529","NULL"
"2013","NULL","alle","kun_spesialund","prosent","0.459459459","voksne_grunnskole","0529","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","1","voksne_grunnskole","0529","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0.027027027","voksne_grunnskole","0529","NULL"
"2013","NULL","minoritet","alle","personer","14","voksne_grunnskole","0529","NULL"
"2013","NULL","minoritet","alle","prosent","37.8","voksne_grunnskole","0529","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0529","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0529","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0529","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0529","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0529","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0529","NULL"
"2013","NULL","ikke_minoritet","alle","personer","23","voksne_grunnskole","0529","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","62.16216216","voksne_grunnskole","0529","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0529","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0529","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0529","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0529","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0529","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0529","NULL"
"2013","NULL","alle","alle","personer","0","voksne_grunnskole","0532","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0532","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","0","voksne_grunnskole","0532","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","alle","kun_spesialund","personer","0","voksne_grunnskole","0532","NULL"
"2013","NULL","alle","kun_spesialund","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0532","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","minoritet","alle","personer","0","voksne_grunnskole","0532","NULL"
"2013","NULL","minoritet","alle","prosent","0","voksne_grunnskole","0532","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0532","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0532","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0532","NULL"
"2013","NULL","ikke_minoritet","alle","personer","0","voksne_grunnskole","0532","NULL"
"2013","NULL","ikke_minoritet","alle","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0532","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0532","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0532","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0532","NULL"
"2013","NULL","alle","alle","personer","60","voksne_grunnskole","0533","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0533","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","54","voksne_grunnskole","0533","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","0.9","voksne_grunnskole","0533","NULL"
"2013","NULL","alle","kun_spesialund","personer","6","voksne_grunnskole","0533","NULL"
"2013","NULL","alle","kun_spesialund","prosent","0.1","voksne_grunnskole","0533","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0533","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0","voksne_grunnskole","0533","NULL"
"2013","NULL","minoritet","alle","personer","56","voksne_grunnskole","0533","NULL"
"2013","NULL","minoritet","alle","prosent","93.3","voksne_grunnskole","0533","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0533","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0533","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0533","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0533","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0533","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0533","NULL"
"2013","NULL","ikke_minoritet","alle","personer","4","voksne_grunnskole","0533","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","6.666666667","voksne_grunnskole","0533","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0533","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0533","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0533","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0533","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0533","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0533","NULL"
"2013","NULL","alle","alle","personer","0","voksne_grunnskole","0534","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0534","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","0","voksne_grunnskole","0534","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","alle","kun_spesialund","personer","0","voksne_grunnskole","0534","NULL"
"2013","NULL","alle","kun_spesialund","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0534","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","minoritet","alle","personer","0","voksne_grunnskole","0534","NULL"
"2013","NULL","minoritet","alle","prosent","0","voksne_grunnskole","0534","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0534","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0534","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0534","NULL"
"2013","NULL","ikke_minoritet","alle","personer","0","voksne_grunnskole","0534","NULL"
"2013","NULL","ikke_minoritet","alle","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0534","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0534","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0534","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0534","NULL"
"2013","NULL","alle","alle","personer","3","voksne_grunnskole","0536","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0536","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","0","voksne_grunnskole","0536","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","0","voksne_grunnskole","0536","NULL"
"2013","NULL","alle","kun_spesialund","personer","3","voksne_grunnskole","0536","NULL"
"2013","NULL","alle","kun_spesialund","prosent","1","voksne_grunnskole","0536","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0536","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0","voksne_grunnskole","0536","NULL"
"2013","NULL","minoritet","alle","personer","0","voksne_grunnskole","0536","NULL"
"2013","NULL","minoritet","alle","prosent","0","voksne_grunnskole","0536","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0536","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0536","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0536","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0536","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0536","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0536","NULL"
"2013","NULL","ikke_minoritet","alle","personer","3","voksne_grunnskole","0536","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","100","voksne_grunnskole","0536","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0536","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0536","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0536","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0536","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0536","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0536","NULL"
"2013","NULL","alle","alle","personer","15","voksne_grunnskole","0538","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0538","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","11","voksne_grunnskole","0538","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","0.733333333","voksne_grunnskole","0538","NULL"
"2013","NULL","alle","kun_spesialund","personer","4","voksne_grunnskole","0538","NULL"
"2013","NULL","alle","kun_spesialund","prosent","0.266666667","voksne_grunnskole","0538","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0538","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0","voksne_grunnskole","0538","NULL"
"2013","NULL","minoritet","alle","personer","11","voksne_grunnskole","0538","NULL"
"2013","NULL","minoritet","alle","prosent","73.3","voksne_grunnskole","0538","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0538","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0538","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0538","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0538","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0538","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0538","NULL"
"2013","NULL","ikke_minoritet","alle","personer","4","voksne_grunnskole","0538","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","26.66666667","voksne_grunnskole","0538","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0538","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0538","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0538","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0538","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0538","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0538","NULL"
"2013","NULL","alle","alle","personer","6","voksne_grunnskole","0540","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0540","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","6","voksne_grunnskole","0540","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","1","voksne_grunnskole","0540","NULL"
"2013","NULL","alle","kun_spesialund","personer","0","voksne_grunnskole","0540","NULL"
"2013","NULL","alle","kun_spesialund","prosent","0","voksne_grunnskole","0540","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0540","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0","voksne_grunnskole","0540","NULL"
"2013","NULL","minoritet","alle","personer","6","voksne_grunnskole","0540","NULL"
"2013","NULL","minoritet","alle","prosent","100","voksne_grunnskole","0540","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0540","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0540","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0540","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0540","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0540","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0540","NULL"
"2013","NULL","ikke_minoritet","alle","personer","0","voksne_grunnskole","0540","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","0","voksne_grunnskole","0540","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0540","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0540","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0540","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0540","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","personer",".","voksne_grunnskole","0540","NULL"
"2013","NULL","ikke_minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0540","NULL"
"2013","NULL","alle","alle","personer","6","voksne_grunnskole","0541","NULL"
"2013","NULL","alle","alle","prosent","100","voksne_grunnskole","0541","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","personer","4","voksne_grunnskole","0541","NULL"
"2013","NULL","alle","kun_grunnskoleoppl","prosent","0.666666667","voksne_grunnskole","0541","NULL"
"2013","NULL","alle","kun_spesialund","personer","2","voksne_grunnskole","0541","NULL"
"2013","NULL","alle","kun_spesialund","prosent","0.333333333","voksne_grunnskole","0541","NULL"
"2013","NULL","alle","grskole_og_spesial","personer","0","voksne_grunnskole","0541","NULL"
"2013","NULL","alle","grskole_og_spesial","prosent","0","voksne_grunnskole","0541","NULL"
"2013","NULL","minoritet","alle","personer","4","voksne_grunnskole","0541","NULL"
"2013","NULL","minoritet","alle","prosent","66.7","voksne_grunnskole","0541","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0541","NULL"
"2013","NULL","minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0541","NULL"
"2013","NULL","minoritet","kun_spesialund","personer",".","voksne_grunnskole","0541","NULL"
"2013","NULL","minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0541","NULL"
"2013","NULL","minoritet","grskole_og_spesial","prosent",".","voksne_grunnskole","0541","NULL"
"2013","NULL","minoritet","NULL","personer",".","voksne_grunnskole","0541","NULL"
"2013","NULL","ikke_minoritet","alle","personer","2","voksne_grunnskole","0541","NULL"
"2013","NULL","ikke_minoritet","alle","prosent","33.33333333","voksne_grunnskole","0541","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","personer",".","voksne_grunnskole","0541","NULL"
"2013","NULL","ikke_minoritet","kun_grunnskoleoppl","prosent",".","voksne_grunnskole","0541","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","personer",".","voksne_grunnskole","0541","NULL"
"2013","NULL","ikke_minoritet","kun_spesialund","prosent",".","voksne_grunnskole","0541","NULL"
