tabell_navn;aar;bydel_nr;kjonn;innvkat_5;vreg_3;invalder_3;enhet;tabellvariabel
grunnskolepoeng;2013-2014;030105;alle;innvandrere;1;0_6;grunnskolepoeng;43
grunnskolepoeng;2013-2014;030105;alle;innvandrere;1;0_6;person;5
grunnskolepoeng;2013-2014;030105;alle;innvandrere;1;7+;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;030105;alle;innvandrere;1;7+;person;7
grunnskolepoeng;2013-2014;030105;alle;innvandrere;1;alle;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;030105;alle;innvandrere;1;alle;person;12
grunnskolepoeng;2013-2014;030105;alle;innvandrere;2;0_6;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;030105;alle;innvandrere;2;0_6;person;5
grunnskolepoeng;2013-2014;030105;alle;innvandrere;2;7+;grunnskolepoeng;34,8
grunnskolepoeng;2013-2014;030105;alle;innvandrere;2;7+;person;6
grunnskolepoeng;2013-2014;030105;alle;innvandrere;2;alle;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;030105;alle;innvandrere;2;alle;person;11
grunnskolepoeng;2013-2014;030105;alle;innvandrere;alle;0_6;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;030105;alle;innvandrere;alle;0_6;person;10
grunnskolepoeng;2013-2014;030105;alle;innvandrere;alle;7+;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;030105;alle;innvandrere;alle;7+;person;13
grunnskolepoeng;2013-2014;030105;alle;innvandrere;alle;alle;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;030105;alle;innvandrere;alle;alle;person;23
grunnskolepoeng;2013-2014;030105;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;030105;alle;norskfodte_m_innvf;NULL;NULL;person;14
grunnskolepoeng;2013-2014;030105;1;alle;NULL;NULL;grunnskolepoeng;41,2
grunnskolepoeng;2013-2014;030105;1;alle;NULL;NULL;person;116
grunnskolepoeng;2013-2014;030105;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,8
grunnskolepoeng;2013-2014;030105;1;bef_u_innv_og_norskf;NULL;NULL;person;95
grunnskolepoeng;2013-2014;030105;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41,4
grunnskolepoeng;2013-2014;030105;1;befolkningen_ellers;NULL;NULL;person;102
grunnskolepoeng;2013-2014;030105;1;innvandrere;1;0_6;grunnskolepoeng;41,2
grunnskolepoeng;2013-2014;030105;1;innvandrere;1;0_6;person;3
grunnskolepoeng;2013-2014;030105;1;innvandrere;1;7+;grunnskolepoeng;41
grunnskolepoeng;2013-2014;030105;1;innvandrere;1;7+;person;5
grunnskolepoeng;2013-2014;030105;1;innvandrere;1;alle;grunnskolepoeng;41
grunnskolepoeng;2013-2014;030105;1;innvandrere;1;alle;person;7
grunnskolepoeng;2013-2014;030105;1;innvandrere;2;0_6;grunnskolepoeng;34
grunnskolepoeng;2013-2014;030105;1;innvandrere;2;0_6;person;4
grunnskolepoeng;2013-2014;030105;1;innvandrere;2;7+;grunnskolepoeng;42
grunnskolepoeng;2013-2014;030105;1;innvandrere;2;7+;person;3
grunnskolepoeng;2013-2014;030105;1;innvandrere;2;alle;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;030105;1;innvandrere;2;alle;person;7
grunnskolepoeng;2013-2014;030105;1;innvandrere;alle;0_6;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;030105;1;innvandrere;alle;0_6;person;6
grunnskolepoeng;2013-2014;030105;1;innvandrere;alle;7+;grunnskolepoeng;41,4
grunnskolepoeng;2013-2014;030105;1;innvandrere;alle;7+;person;8
grunnskolepoeng;2013-2014;030105;1;innvandrere;alle;alle;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;030105;1;innvandrere;alle;alle;person;14
grunnskolepoeng;2013-2014;030105;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;34,8
grunnskolepoeng;2013-2014;030105;1;norskfodte_m_innvf;NULL;NULL;person;7
grunnskolepoeng;2013-2014;030105;0;alle;NULL;NULL;grunnskolepoeng;44
grunnskolepoeng;2013-2014;030105;0;alle;NULL;NULL;person;97
grunnskolepoeng;2013-2014;030105;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;45,4
grunnskolepoeng;2013-2014;030105;0;bef_u_innv_og_norskf;NULL;NULL;person;81
grunnskolepoeng;2013-2014;030105;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;44,8
grunnskolepoeng;2013-2014;030105;0;befolkningen_ellers;NULL;NULL;person;88
grunnskolepoeng;2013-2014;030105;0;innvandrere;1;0_6;grunnskolepoeng;44,4
grunnskolepoeng;2013-2014;030105;0;innvandrere;1;0_6;person;3
grunnskolepoeng;2013-2014;030105;0;innvandrere;1;7+;grunnskolepoeng;26,6
grunnskolepoeng;2013-2014;030105;0;innvandrere;1;7+;person;3
grunnskolepoeng;2013-2014;030105;0;innvandrere;1;alle;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;030105;0;innvandrere;1;alle;person;5
grunnskolepoeng;2013-2014;030105;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030105;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2013-2014;030105;0;innvandrere;2;7+;grunnskolepoeng;27,4
grunnskolepoeng;2013-2014;030105;0;innvandrere;2;7+;person;3
grunnskolepoeng;2013-2014;030105;0;innvandrere;2;alle;grunnskolepoeng;32,4
grunnskolepoeng;2013-2014;030105;0;innvandrere;2;alle;person;4
grunnskolepoeng;2013-2014;030105;0;innvandrere;alle;0_6;grunnskolepoeng;45
grunnskolepoeng;2013-2014;030105;0;innvandrere;alle;0_6;person;4
grunnskolepoeng;2013-2014;030105;0;innvandrere;alle;7+;grunnskolepoeng;27
grunnskolepoeng;2013-2014;030105;0;innvandrere;alle;7+;person;5
grunnskolepoeng;2013-2014;030105;0;innvandrere;alle;alle;grunnskolepoeng;35
grunnskolepoeng;2013-2014;030105;0;innvandrere;alle;alle;person;9
grunnskolepoeng;2013-2014;030105;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;030105;0;norskfodte_m_innvf;NULL;NULL;person;7
grunnskolepoeng;2013-2014;030106;alle;alle;NULL;NULL;grunnskolepoeng;44,6
grunnskolepoeng;2013-2014;030106;alle;alle;NULL;NULL;person;257
grunnskolepoeng;2013-2014;030106;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;44,8
grunnskolepoeng;2013-2014;030106;alle;bef_u_innv_og_norskf;NULL;NULL;person;236
grunnskolepoeng;2013-2014;030106;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;44,6
grunnskolepoeng;2013-2014;030106;alle;befolkningen_ellers;NULL;NULL;person;249
grunnskolepoeng;2013-2014;030106;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030106;alle;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;alle;innvandrere;1;7+;person;0
grunnskolepoeng;2013-2014;030106;alle;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;alle;innvandrere;1;alle;person;0
grunnskolepoeng;2013-2014;030106;alle;innvandrere;2;0_6;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;030106;alle;innvandrere;2;0_6;person;3
grunnskolepoeng;2013-2014;030106;alle;innvandrere;2;7+;grunnskolepoeng;37
grunnskolepoeng;2013-2014;030106;alle;innvandrere;2;7+;person;4
grunnskolepoeng;2013-2014;030106;alle;innvandrere;2;alle;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;030106;alle;innvandrere;2;alle;person;7
grunnskolepoeng;2013-2014;030106;alle;innvandrere;alle;0_6;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;030106;alle;innvandrere;alle;0_6;person;3
grunnskolepoeng;2013-2014;030106;alle;innvandrere;alle;7+;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;030106;alle;innvandrere;alle;7+;person;5
grunnskolepoeng;2013-2014;030106;alle;innvandrere;alle;alle;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;030106;alle;innvandrere;alle;alle;person;8
grunnskolepoeng;2013-2014;030106;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;43,6
grunnskolepoeng;2013-2014;030106;alle;norskfodte_m_innvf;NULL;NULL;person;13
grunnskolepoeng;2013-2014;030106;1;alle;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;030106;1;alle;NULL;NULL;person;136
grunnskolepoeng;2013-2014;030106;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2013-2014;030106;1;bef_u_innv_og_norskf;NULL;NULL;person;126
grunnskolepoeng;2013-2014;030106;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2013-2014;030106;1;befolkningen_ellers;NULL;NULL;person;131
grunnskolepoeng;2013-2014;030106;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030106;1;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;1;innvandrere;1;7+;person;0
grunnskolepoeng;2013-2014;030106;1;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;1;innvandrere;1;alle;person;0
grunnskolepoeng;2013-2014;030106;1;innvandrere;2;0_6;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;030106;1;innvandrere;2;0_6;person;3
grunnskolepoeng;2013-2014;030106;1;innvandrere;2;7+;grunnskolepoeng;38,4
grunnskolepoeng;2013-2014;030106;1;innvandrere;2;7+;person;3
grunnskolepoeng;2013-2014;030106;1;innvandrere;2;alle;grunnskolepoeng;38,4
grunnskolepoeng;2013-2014;030106;1;innvandrere;2;alle;person;4
grunnskolepoeng;2013-2014;030106;1;innvandrere;alle;0_6;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;030106;1;innvandrere;alle;0_6;person;3
grunnskolepoeng;2013-2014;030106;1;innvandrere;alle;7+;grunnskolepoeng;41,6
grunnskolepoeng;2013-2014;030106;1;innvandrere;alle;7+;person;3
grunnskolepoeng;2013-2014;030106;1;innvandrere;alle;alle;grunnskolepoeng;40,4
grunnskolepoeng;2013-2014;030106;1;innvandrere;alle;alle;person;5
grunnskolepoeng;2013-2014;030106;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;42
grunnskolepoeng;2013-2014;030106;1;norskfodte_m_innvf;NULL;NULL;person;5
grunnskolepoeng;2013-2014;030106;0;alle;NULL;NULL;grunnskolepoeng;46,4
grunnskolepoeng;2013-2014;030106;0;alle;NULL;NULL;person;121
grunnskolepoeng;2013-2014;030106;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;46,8
grunnskolepoeng;2013-2014;030106;0;bef_u_innv_og_norskf;NULL;NULL;person;110
grunnskolepoeng;2013-2014;030106;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;46,6
grunnskolepoeng;2013-2014;030106;0;befolkningen_ellers;NULL;NULL;person;118
grunnskolepoeng;2013-2014;030106;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;1;7+;person;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;1;alle;person;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;2;7+;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;030106;0;innvandrere;2;7+;person;3
grunnskolepoeng;2013-2014;030106;0;innvandrere;2;alle;grunnskolepoeng;39
grunnskolepoeng;2013-2014;030106;0;innvandrere;2;alle;person;3
grunnskolepoeng;2013-2014;030106;0;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;alle;0_6;person;0
grunnskolepoeng;2013-2014;030106;0;innvandrere;alle;7+;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;030106;0;innvandrere;alle;7+;person;3
grunnskolepoeng;2013-2014;030106;0;innvandrere;alle;alle;grunnskolepoeng;39
grunnskolepoeng;2013-2014;030106;0;innvandrere;alle;alle;person;3
grunnskolepoeng;2013-2014;030106;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;44,8
grunnskolepoeng;2013-2014;030106;0;norskfodte_m_innvf;NULL;NULL;person;8
grunnskolepoeng;2013-2014;030107;alle;alle;NULL;NULL;grunnskolepoeng;44,8
grunnskolepoeng;2013-2014;030107;alle;alle;NULL;NULL;person;461
grunnskolepoeng;2013-2014;030107;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;45,2
grunnskolepoeng;2013-2014;030107;alle;bef_u_innv_og_norskf;NULL;NULL;person;433
grunnskolepoeng;2013-2014;030107;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;45
grunnskolepoeng;2013-2014;030107;alle;befolkningen_ellers;NULL;NULL;person;448
grunnskolepoeng;2013-2014;030107;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030107;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030107;alle;innvandrere;1;7+;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;030107;alle;innvandrere;1;7+;person;4
grunnskolepoeng;2013-2014;030107;alle;innvandrere;1;alle;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;030107;alle;innvandrere;1;alle;person;5
grunnskolepoeng;2013-2014;030107;alle;innvandrere;2;0_6;grunnskolepoeng;33,6
grunnskolepoeng;2013-2014;030107;alle;innvandrere;2;0_6;person;3
grunnskolepoeng;2013-2014;030107;alle;innvandrere;2;7+;grunnskolepoeng;34
grunnskolepoeng;2013-2014;030107;alle;innvandrere;2;7+;person;5
grunnskolepoeng;2013-2014;030107;alle;innvandrere;2;alle;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;030107;alle;innvandrere;2;alle;person;8
grunnskolepoeng;2013-2014;030107;alle;innvandrere;alle;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;030107;alle;innvandrere;alle;0_6;person;4
grunnskolepoeng;2013-2014;030107;alle;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;030107;alle;innvandrere;alle;7+;person;9
grunnskolepoeng;2013-2014;030107;alle;innvandrere;alle;alle;grunnskolepoeng;35
grunnskolepoeng;2013-2014;030107;alle;innvandrere;alle;alle;person;13
grunnskolepoeng;2013-2014;030107;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;030107;alle;norskfodte_m_innvf;NULL;NULL;person;15
grunnskolepoeng;2013-2014;030107;1;alle;NULL;NULL;grunnskolepoeng;43,8
grunnskolepoeng;2013-2014;030107;1;alle;NULL;NULL;person;242
grunnskolepoeng;2013-2014;030107;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;44,2
grunnskolepoeng;2013-2014;030107;1;bef_u_innv_og_norskf;NULL;NULL;person;227
grunnskolepoeng;2013-2014;030107;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;44
grunnskolepoeng;2013-2014;030107;1;befolkningen_ellers;NULL;NULL;person;236
grunnskolepoeng;2013-2014;030107;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030107;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030107;1;innvandrere;1;7+;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;030107;1;innvandrere;1;7+;person;4
grunnskolepoeng;2013-2014;030107;1;innvandrere;1;alle;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;030107;1;innvandrere;1;alle;person;4
grunnskolepoeng;2013-2014;030107;1;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030107;1;innvandrere;2;0_6;person;0
grunnskolepoeng;2013-2014;030107;1;innvandrere;2;7+;grunnskolepoeng;34
grunnskolepoeng;2013-2014;030107;1;innvandrere;2;7+;person;3
grunnskolepoeng;2013-2014;030107;1;innvandrere;2;alle;grunnskolepoeng;34
grunnskolepoeng;2013-2014;030107;1;innvandrere;2;alle;person;3
grunnskolepoeng;2013-2014;030107;1;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030107;1;innvandrere;alle;0_6;person;0
grunnskolepoeng;2013-2014;030107;1;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;030107;1;innvandrere;alle;7+;person;6
grunnskolepoeng;2013-2014;030107;1;innvandrere;alle;alle;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;030107;1;innvandrere;alle;alle;person;6
grunnskolepoeng;2013-2014;030107;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,8
grunnskolepoeng;2013-2014;030107;1;norskfodte_m_innvf;NULL;NULL;person;9
grunnskolepoeng;2013-2014;030107;0;alle;NULL;NULL;grunnskolepoeng;45,8
grunnskolepoeng;2013-2014;030107;0;alle;NULL;NULL;person;219
grunnskolepoeng;2013-2014;030107;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;46,4
grunnskolepoeng;2013-2014;030107;0;bef_u_innv_og_norskf;NULL;NULL;person;206
grunnskolepoeng;2013-2014;030107;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;46,2
grunnskolepoeng;2013-2014;030107;0;befolkningen_ellers;NULL;NULL;person;212
grunnskolepoeng;2013-2014;030107;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030107;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030107;0;innvandrere;1;7+;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030107;0;innvandrere;1;7+;person;0
grunnskolepoeng;2013-2014;030107;0;innvandrere;1;alle;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030107;0;innvandrere;1;alle;person;0
grunnskolepoeng;2013-2014;030107;0;innvandrere;2;0_6;grunnskolepoeng;33,6
grunnskolepoeng;2013-2014;030107;0;innvandrere;2;0_6;person;3
grunnskolepoeng;2013-2014;030107;0;innvandrere;2;7+;grunnskolepoeng;34
grunnskolepoeng;2013-2014;030107;0;innvandrere;2;7+;person;3
grunnskolepoeng;2013-2014;030107;0;innvandrere;2;alle;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;030107;0;innvandrere;2;alle;person;6
grunnskolepoeng;2013-2014;030107;0;innvandrere;alle;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;030107;0;innvandrere;alle;0_6;person;4
grunnskolepoeng;2013-2014;030107;0;innvandrere;alle;7+;grunnskolepoeng;34
grunnskolepoeng;2013-2014;030107;0;innvandrere;alle;7+;person;3
grunnskolepoeng;2013-2014;030107;0;innvandrere;alle;alle;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;030107;0;innvandrere;alle;alle;person;7
grunnskolepoeng;2013-2014;030107;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;030107;0;norskfodte_m_innvf;NULL;NULL;person;6
grunnskolepoeng;2013-2014;030108;alle;alle;NULL;NULL;grunnskolepoeng;44,8
grunnskolepoeng;2013-2014;030108;alle;alle;NULL;NULL;person;548
grunnskolepoeng;2013-2014;030108;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;45,2
grunnskolepoeng;2013-2014;030108;alle;bef_u_innv_og_norskf;NULL;NULL;person;516
grunnskolepoeng;2013-2014;030108;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;45,2
grunnskolepoeng;2013-2014;030108;alle;befolkningen_ellers;NULL;NULL;person;528
grunnskolepoeng;2013-2014;030108;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030108;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030108;alle;innvandrere;1;7+;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;030108;alle;innvandrere;1;7+;person;7
grunnskolepoeng;2013-2014;030108;alle;innvandrere;1;alle;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;030108;alle;innvandrere;1;alle;person;7
grunnskolepoeng;2013-2014;030108;alle;innvandrere;2;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;030108;alle;innvandrere;2;0_6;person;3
grunnskolepoeng;2013-2014;030108;alle;innvandrere;2;7+;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;030108;alle;innvandrere;2;7+;person;10
grunnskolepoeng;2013-2014;030108;alle;innvandrere;2;alle;grunnskolepoeng;38,6
grunnskolepoeng;2013-2014;030108;alle;innvandrere;2;alle;person;13
grunnskolepoeng;2013-2014;030108;alle;innvandrere;alle;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;030108;alle;innvandrere;alle;0_6;person;3
grunnskolepoeng;2013-2014;030108;alle;innvandrere;alle;7+;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;030108;alle;innvandrere;alle;7+;person;17
grunnskolepoeng;2013-2014;030108;alle;innvandrere;alle;alle;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;030108;alle;innvandrere;alle;alle;person;20
grunnskolepoeng;2013-2014;030108;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2013-2014;030108;alle;norskfodte_m_innvf;NULL;NULL;person;12
grunnskolepoeng;2013-2014;030108;1;alle;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2013-2014;030108;1;alle;NULL;NULL;person;292
grunnskolepoeng;2013-2014;030108;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43,4
grunnskolepoeng;2013-2014;030108;1;bef_u_innv_og_norskf;NULL;NULL;person;273
grunnskolepoeng;2013-2014;030108;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43,4
grunnskolepoeng;2013-2014;030108;1;befolkningen_ellers;NULL;NULL;person;280
grunnskolepoeng;2013-2014;030108;1;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030108;1;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030108;1;innvandrere;1;7+;grunnskolepoeng;27,8
grunnskolepoeng;2013-2014;030108;1;innvandrere;1;7+;person;4
grunnskolepoeng;2013-2014;030108;1;innvandrere;1;alle;grunnskolepoeng;27,8
grunnskolepoeng;2013-2014;030108;1;innvandrere;1;alle;person;4
grunnskolepoeng;2013-2014;030108;1;innvandrere;2;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;030108;1;innvandrere;2;0_6;person;3
grunnskolepoeng;2013-2014;030108;1;innvandrere;2;7+;grunnskolepoeng;33,6
grunnskolepoeng;2013-2014;030108;1;innvandrere;2;7+;person;5
grunnskolepoeng;2013-2014;030108;1;innvandrere;2;alle;grunnskolepoeng;36
grunnskolepoeng;2013-2014;030108;1;innvandrere;2;alle;person;8
grunnskolepoeng;2013-2014;030108;1;innvandrere;alle;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;030108;1;innvandrere;alle;0_6;person;3
grunnskolepoeng;2013-2014;030108;1;innvandrere;alle;7+;grunnskolepoeng;31
grunnskolepoeng;2013-2014;030108;1;innvandrere;alle;7+;person;9
grunnskolepoeng;2013-2014;030108;1;innvandrere;alle;alle;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;030108;1;innvandrere;alle;alle;person;12
grunnskolepoeng;2013-2014;030108;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;030108;1;norskfodte_m_innvf;NULL;NULL;person;7
grunnskolepoeng;2013-2014;030108;0;alle;NULL;NULL;grunnskolepoeng;47
grunnskolepoeng;2013-2014;030108;0;alle;NULL;NULL;person;256
grunnskolepoeng;2013-2014;030108;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;47,2
grunnskolepoeng;2013-2014;030108;0;bef_u_innv_og_norskf;NULL;NULL;person;243
grunnskolepoeng;2013-2014;030108;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;47
grunnskolepoeng;2013-2014;030108;0;befolkningen_ellers;NULL;NULL;person;248
grunnskolepoeng;2013-2014;030108;0;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030108;0;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030108;0;innvandrere;1;7+;grunnskolepoeng;49,4
grunnskolepoeng;2013-2014;030108;0;innvandrere;1;7+;person;3
grunnskolepoeng;2013-2014;030108;0;innvandrere;1;alle;grunnskolepoeng;49,4
grunnskolepoeng;2013-2014;030108;0;innvandrere;1;alle;person;3
grunnskolepoeng;2013-2014;030108;0;innvandrere;2;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030108;0;innvandrere;2;0_6;person;0
grunnskolepoeng;2013-2014;030108;0;innvandrere;2;7+;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;030108;0;innvandrere;2;7+;person;5
grunnskolepoeng;2013-2014;030108;0;innvandrere;2;alle;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;030108;0;innvandrere;2;alle;person;5
grunnskolepoeng;2013-2014;030108;0;innvandrere;alle;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030108;0;innvandrere;alle;0_6;person;0
grunnskolepoeng;2013-2014;030108;0;innvandrere;alle;7+;grunnskolepoeng;45,2
grunnskolepoeng;2013-2014;030108;0;innvandrere;alle;7+;person;8
grunnskolepoeng;2013-2014;030108;0;innvandrere;alle;alle;grunnskolepoeng;45,2
grunnskolepoeng;2013-2014;030108;0;innvandrere;alle;alle;person;8
grunnskolepoeng;2013-2014;030108;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;030108;0;norskfodte_m_innvf;NULL;NULL;person;5
grunnskolepoeng;2013-2014;030109;alle;alle;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;030109;alle;alle;NULL;NULL;person;298
grunnskolepoeng;2013-2014;030109;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43,2
grunnskolepoeng;2013-2014;030109;alle;bef_u_innv_og_norskf;NULL;NULL;person;140
grunnskolepoeng;2013-2014;030109;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2013-2014;030109;alle;befolkningen_ellers;NULL;NULL;person;242
grunnskolepoeng;2013-2014;030109;alle;innvandrere;1;0_6;grunnskolepoeng;0
grunnskolepoeng;2013-2014;030109;alle;innvandrere;1;0_6;person;0
grunnskolepoeng;2013-2014;030109;alle;innvandrere;1;7+;grunnskolepoeng;28,2
grunnskolepoeng;2013-2014;030109;alle;innvandrere;1;7+;person;13
grunnskolepoeng;2013-2014;030109;alle;innvandrere;1;alle;grunnskolepoeng;28,8
grunnskolepoeng;2013-2014;030109;alle;innvandrere;1;alle;person;14
grunnskolepoeng;2013-2014;030109;alle;innvandrere;2;0_6;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;030109;alle;innvandrere;2;0_6;person;25
