"aar","bydel_nr","spraak","enhet","tabellvariabel","tabell_navn","fylke_nr","kommune_nr","naringsregion_nr"
"2013","NULL","ikke_minoritet","prosent","93.9","voksne_videregaende","NULL","0419","NULL"
"2013","NULL","alle","personer","30","voksne_videregaende","NULL","0420","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0420","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","0420","NULL"
"2013","NULL","minoritet","prosent","16.7","voksne_videregaende","NULL","0420","NULL"
"2013","NULL","ikke_minoritet","personer","25","voksne_videregaende","NULL","0420","NULL"
"2013","NULL","ikke_minoritet","prosent","83.3","voksne_videregaende","NULL","0420","NULL"
"2013","NULL","alle","personer","20","voksne_videregaende","NULL","0423","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0423","NULL"
"2013","NULL","minoritet","personer","6","voksne_videregaende","NULL","0423","NULL"
"2013","NULL","minoritet","prosent","30","voksne_videregaende","NULL","0423","NULL"
"2013","NULL","ikke_minoritet","personer","14","voksne_videregaende","NULL","0423","NULL"
"2013","NULL","ikke_minoritet","prosent","70","voksne_videregaende","NULL","0423","NULL"
"2013","NULL","alle","personer","23","voksne_videregaende","NULL","0425","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0425","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","0425","NULL"
"2013","NULL","minoritet","prosent","21.7","voksne_videregaende","NULL","0425","NULL"
"2013","NULL","ikke_minoritet","personer","18","voksne_videregaende","NULL","0425","NULL"
"2013","NULL","ikke_minoritet","prosent","78.3","voksne_videregaende","NULL","0425","NULL"
"2013","NULL","alle","personer","20","voksne_videregaende","NULL","0426","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0426","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0426","NULL"
"2013","NULL","minoritet","prosent","5","voksne_videregaende","NULL","0426","NULL"
"2013","NULL","ikke_minoritet","personer","19","voksne_videregaende","NULL","0426","NULL"
"2013","NULL","ikke_minoritet","prosent","95","voksne_videregaende","NULL","0426","NULL"
"2013","NULL","alle","personer","120","voksne_videregaende","NULL","0427","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0427","NULL"
"2013","NULL","minoritet","personer","29","voksne_videregaende","NULL","0427","NULL"
"2013","NULL","minoritet","prosent","24.2","voksne_videregaende","NULL","0427","NULL"
"2013","NULL","ikke_minoritet","personer","91","voksne_videregaende","NULL","0427","NULL"
"2013","NULL","ikke_minoritet","prosent","75.8","voksne_videregaende","NULL","0427","NULL"
"2013","NULL","alle","personer","28","voksne_videregaende","NULL","0428","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0428","NULL"
"2013","NULL","minoritet","personer","11","voksne_videregaende","NULL","0428","NULL"
"2013","NULL","minoritet","prosent","39.3","voksne_videregaende","NULL","0428","NULL"
"2013","NULL","ikke_minoritet","personer","17","voksne_videregaende","NULL","0428","NULL"
"2013","NULL","ikke_minoritet","prosent","60.7","voksne_videregaende","NULL","0428","NULL"
"2013","NULL","alle","personer","24","voksne_videregaende","NULL","0429","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0429","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","0429","NULL"
"2013","NULL","minoritet","prosent","8.3","voksne_videregaende","NULL","0429","NULL"
"2013","NULL","ikke_minoritet","personer","22","voksne_videregaende","NULL","0429","NULL"
"2013","NULL","ikke_minoritet","prosent","91.7","voksne_videregaende","NULL","0429","NULL"
"2013","NULL","alle","personer","13","voksne_videregaende","NULL","0430","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0430","NULL"
"2013","NULL","minoritet","personer","6","voksne_videregaende","NULL","0430","NULL"
"2013","NULL","minoritet","prosent","46.2","voksne_videregaende","NULL","0430","NULL"
"2013","NULL","ikke_minoritet","personer","7","voksne_videregaende","NULL","0430","NULL"
"2013","NULL","ikke_minoritet","prosent","53.8","voksne_videregaende","NULL","0430","NULL"
"2013","NULL","alle","personer","5","voksne_videregaende","NULL","0432","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","0432","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","0432","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","0432","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","0432","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","0432","NULL"
"2013","NULL","alle","personer","6","voksne_videregaende","NULL","0434","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0434","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0434","NULL"
"2013","NULL","minoritet","prosent","16.7","voksne_videregaende","NULL","0434","NULL"
"2013","NULL","ikke_minoritet","personer","5","voksne_videregaende","NULL","0434","NULL"
"2013","NULL","ikke_minoritet","prosent","83.3","voksne_videregaende","NULL","0434","NULL"
"2013","NULL","alle","personer","15","voksne_videregaende","NULL","0436","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0436","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","0436","NULL"
"2013","NULL","minoritet","prosent","33.3","voksne_videregaende","NULL","0436","NULL"
"2013","NULL","ikke_minoritet","personer","10","voksne_videregaende","NULL","0436","NULL"
"2013","NULL","ikke_minoritet","prosent","66.7","voksne_videregaende","NULL","0436","NULL"
"2013","NULL","alle","personer","35","voksne_videregaende","NULL","0437","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0437","NULL"
"2013","NULL","minoritet","personer","11","voksne_videregaende","NULL","0437","NULL"
"2013","NULL","minoritet","prosent","31.4","voksne_videregaende","NULL","0437","NULL"
"2013","NULL","ikke_minoritet","personer","24","voksne_videregaende","NULL","0437","NULL"
"2013","NULL","ikke_minoritet","prosent","68.6","voksne_videregaende","NULL","0437","NULL"
"2013","NULL","alle","personer","12","voksne_videregaende","NULL","0438","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0438","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","0438","NULL"
"2013","NULL","minoritet","prosent","16.7","voksne_videregaende","NULL","0438","NULL"
"2013","NULL","ikke_minoritet","personer","10","voksne_videregaende","NULL","0438","NULL"
"2013","NULL","ikke_minoritet","prosent","83.3","voksne_videregaende","NULL","0438","NULL"
"2013","NULL","alle","personer","14","voksne_videregaende","NULL","0439","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","0439","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","0439","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","0439","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","0439","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","0439","NULL"
"2013","NULL","alle","personer","9","voksne_videregaende","NULL","0441","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0441","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0441","NULL"
"2013","NULL","minoritet","prosent","11.1","voksne_videregaende","NULL","0441","NULL"
"2013","NULL","ikke_minoritet","personer","8","voksne_videregaende","NULL","0441","NULL"
"2013","NULL","ikke_minoritet","prosent","88.9","voksne_videregaende","NULL","0441","NULL"
"2013","NULL","alle","personer","97","voksne_videregaende","NULL","0501","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0501","NULL"
"2013","NULL","minoritet","personer","38","voksne_videregaende","NULL","0501","NULL"
"2013","NULL","minoritet","prosent","39.2","voksne_videregaende","NULL","0501","NULL"
"2013","NULL","ikke_minoritet","personer","59","voksne_videregaende","NULL","0501","NULL"
"2013","NULL","ikke_minoritet","prosent","60.8","voksne_videregaende","NULL","0501","NULL"
"2013","NULL","alle","personer","136","voksne_videregaende","NULL","0502","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0502","NULL"
"2013","NULL","minoritet","personer","47","voksne_videregaende","NULL","0502","NULL"
"2013","NULL","minoritet","prosent","34.6","voksne_videregaende","NULL","0502","NULL"
"2013","NULL","ikke_minoritet","personer","89","voksne_videregaende","NULL","0502","NULL"
"2013","NULL","ikke_minoritet","prosent","65.4","voksne_videregaende","NULL","0502","NULL"
"2013","NULL","alle","personer","6","voksne_videregaende","NULL","0511","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","0511","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","0511","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","0511","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","0511","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","0511","NULL"
"2013","NULL","alle","personer",":","voksne_videregaende","NULL","0512","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","0512","NULL"
"2013","NULL","minoritet","personer",":","voksne_videregaende","NULL","0512","NULL"
"2013","NULL","minoritet","prosent",":","voksne_videregaende","NULL","0512","NULL"
"2013","NULL","ikke_minoritet","personer",":","voksne_videregaende","NULL","0512","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","0512","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","0513","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","0513","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","0513","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","0513","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","0513","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","0513","NULL"
"2013","NULL","alle","personer",":","voksne_videregaende","NULL","0514","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","0514","NULL"
"2013","NULL","minoritet","personer",":","voksne_videregaende","NULL","0514","NULL"
"2013","NULL","minoritet","prosent",":","voksne_videregaende","NULL","0514","NULL"
"2013","NULL","ikke_minoritet","personer",":","voksne_videregaende","NULL","0514","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","0514","NULL"
"2013","NULL","alle","personer","25","voksne_videregaende","NULL","0515","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0515","NULL"
"2013","NULL","minoritet","personer","4","voksne_videregaende","NULL","0515","NULL"
"2013","NULL","minoritet","prosent","16","voksne_videregaende","NULL","0515","NULL"
"2013","NULL","ikke_minoritet","personer","21","voksne_videregaende","NULL","0515","NULL"
"2013","NULL","ikke_minoritet","prosent","84","voksne_videregaende","NULL","0515","NULL"
"2013","NULL","alle","personer","36","voksne_videregaende","NULL","0516","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0516","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","0516","NULL"
"2013","NULL","minoritet","prosent","13.9","voksne_videregaende","NULL","0516","NULL"
"2013","NULL","ikke_minoritet","personer","31","voksne_videregaende","NULL","0516","NULL"
"2013","NULL","ikke_minoritet","prosent","86.1","voksne_videregaende","NULL","0516","NULL"
"2013","NULL","alle","personer","23","voksne_videregaende","NULL","0517","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0517","NULL"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","0517","NULL"
"2013","NULL","minoritet","prosent","13","voksne_videregaende","NULL","0517","NULL"
"2013","NULL","ikke_minoritet","personer","20","voksne_videregaende","NULL","0517","NULL"
"2013","NULL","ikke_minoritet","prosent","87","voksne_videregaende","NULL","0517","NULL"
"2013","NULL","alle","personer","9","voksne_videregaende","NULL","0519","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0519","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0519","NULL"
"2013","NULL","minoritet","prosent","11.1","voksne_videregaende","NULL","0519","NULL"
"2013","NULL","ikke_minoritet","personer","8","voksne_videregaende","NULL","0519","NULL"
"2013","NULL","ikke_minoritet","prosent","88.9","voksne_videregaende","NULL","0519","NULL"
"2013","NULL","alle","personer","10","voksne_videregaende","NULL","0520","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0520","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0520","NULL"
"2013","NULL","minoritet","prosent","10","voksne_videregaende","NULL","0520","NULL"
"2013","NULL","ikke_minoritet","personer","9","voksne_videregaende","NULL","0520","NULL"
"2013","NULL","ikke_minoritet","prosent","90","voksne_videregaende","NULL","0520","NULL"
"2013","NULL","alle","personer","11","voksne_videregaende","NULL","0521","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0521","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","0521","NULL"
"2013","NULL","minoritet","prosent","18.2","voksne_videregaende","NULL","0521","NULL"
"2013","NULL","ikke_minoritet","personer","9","voksne_videregaende","NULL","0521","NULL"
"2013","NULL","ikke_minoritet","prosent","81.8","voksne_videregaende","NULL","0521","NULL"
"2013","NULL","alle","personer","16","voksne_videregaende","NULL","0522","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0522","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0522","NULL"
"2013","NULL","minoritet","prosent","6.3","voksne_videregaende","NULL","0522","NULL"
"2013","NULL","ikke_minoritet","personer","15","voksne_videregaende","NULL","0522","NULL"
"2013","NULL","ikke_minoritet","prosent","93.7","voksne_videregaende","NULL","0522","NULL"
"2013","NULL","alle","personer","58","voksne_videregaende","NULL","0528","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0528","NULL"
"2013","NULL","minoritet","personer","9","voksne_videregaende","NULL","0528","NULL"
"2013","NULL","minoritet","prosent","15.5","voksne_videregaende","NULL","0528","NULL"
"2013","NULL","ikke_minoritet","personer","49","voksne_videregaende","NULL","0528","NULL"
"2013","NULL","ikke_minoritet","prosent","84.5","voksne_videregaende","NULL","0528","NULL"
"2013","NULL","alle","personer","75","voksne_videregaende","NULL","0529","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0529","NULL"
"2013","NULL","minoritet","personer","16","voksne_videregaende","NULL","0529","NULL"
"2013","NULL","minoritet","prosent","21.3","voksne_videregaende","NULL","0529","NULL"
"2013","NULL","ikke_minoritet","personer","59","voksne_videregaende","NULL","0529","NULL"
"2013","NULL","ikke_minoritet","prosent","78.7","voksne_videregaende","NULL","0529","NULL"
"2013","NULL","alle","personer","30","voksne_videregaende","NULL","0532","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0532","NULL"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","0532","NULL"
"2013","NULL","minoritet","prosent","10","voksne_videregaende","NULL","0532","NULL"
"2013","NULL","ikke_minoritet","personer","27","voksne_videregaende","NULL","0532","NULL"
"2013","NULL","ikke_minoritet","prosent","90","voksne_videregaende","NULL","0532","NULL"
"2013","NULL","alle","personer","34","voksne_videregaende","NULL","0533","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0533","NULL"
"2013","NULL","minoritet","personer","9","voksne_videregaende","NULL","0533","NULL"
"2013","NULL","minoritet","prosent","26.5","voksne_videregaende","NULL","0533","NULL"
"2013","NULL","ikke_minoritet","personer","25","voksne_videregaende","NULL","0533","NULL"
"2013","NULL","ikke_minoritet","prosent","73.5","voksne_videregaende","NULL","0533","NULL"
"2013","NULL","alle","personer","60","voksne_videregaende","NULL","0534","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0534","NULL"
"2013","NULL","minoritet","personer","9","voksne_videregaende","NULL","0534","NULL"
"2013","NULL","minoritet","prosent","15","voksne_videregaende","NULL","0534","NULL"
"2013","NULL","ikke_minoritet","personer","51","voksne_videregaende","NULL","0534","NULL"
"2013","NULL","ikke_minoritet","prosent","85","voksne_videregaende","NULL","0534","NULL"
"2013","NULL","alle","personer","25","voksne_videregaende","NULL","0536","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0536","NULL"
"2013","NULL","minoritet","personer","4","voksne_videregaende","NULL","0536","NULL"
"2013","NULL","minoritet","prosent","16","voksne_videregaende","NULL","0536","NULL"
"2013","NULL","ikke_minoritet","personer","21","voksne_videregaende","NULL","0536","NULL"
"2013","NULL","ikke_minoritet","prosent","84","voksne_videregaende","NULL","0536","NULL"
"2013","NULL","alle","personer","22","voksne_videregaende","NULL","0538","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0538","NULL"
"2013","NULL","minoritet","personer","4","voksne_videregaende","NULL","0538","NULL"
"2013","NULL","minoritet","prosent","18.2","voksne_videregaende","NULL","0538","NULL"
"2013","NULL","ikke_minoritet","personer","18","voksne_videregaende","NULL","0538","NULL"
"2013","NULL","ikke_minoritet","prosent","81.8","voksne_videregaende","NULL","0538","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","0540","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0540","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0540","NULL"
"2013","NULL","minoritet","prosent","12.5","voksne_videregaende","NULL","0540","NULL"
"2013","NULL","ikke_minoritet","personer","7","voksne_videregaende","NULL","0540","NULL"
"2013","NULL","ikke_minoritet","prosent","87.5","voksne_videregaende","NULL","0540","NULL"
"2013","NULL","alle","personer",":","voksne_videregaende","NULL","0541","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","0541","NULL"
"2013","NULL","minoritet","personer",":","voksne_videregaende","NULL","0541","NULL"
"2013","NULL","minoritet","prosent",":","voksne_videregaende","NULL","0541","NULL"
"2013","NULL","ikke_minoritet","personer",":","voksne_videregaende","NULL","0541","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","0541","NULL"
"2013","NULL","alle","personer","27","voksne_videregaende","NULL","0542","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0542","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","0542","NULL"
"2013","NULL","minoritet","prosent","18.5","voksne_videregaende","NULL","0542","NULL"
"2013","NULL","ikke_minoritet","personer","22","voksne_videregaende","NULL","0542","NULL"
"2013","NULL","ikke_minoritet","prosent","81.5","voksne_videregaende","NULL","0542","NULL"
"2013","NULL","alle","personer","5","voksne_videregaende","NULL","0543","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","0543","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","0543","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","0543","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","0543","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","0543","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","0544","NULL"
"2013","NULL","alle","prosent",":","voksne_videregaende","NULL","0544","NULL"
"2013","NULL","minoritet","personer",".","voksne_videregaende","NULL","0544","NULL"
"2013","NULL","minoritet","prosent",".","voksne_videregaende","NULL","0544","NULL"
"2013","NULL","ikke_minoritet","personer",".","voksne_videregaende","NULL","0544","NULL"
"2013","NULL","ikke_minoritet","prosent",":","voksne_videregaende","NULL","0544","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","0545","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0545","NULL"
"2013","NULL","minoritet","personer","3","voksne_videregaende","NULL","0545","NULL"
"2013","NULL","minoritet","prosent","37.5","voksne_videregaende","NULL","0545","NULL"
"2013","NULL","ikke_minoritet","personer","5","voksne_videregaende","NULL","0545","NULL"
"2013","NULL","ikke_minoritet","prosent","62.5","voksne_videregaende","NULL","0545","NULL"
"2013","NULL","alle","personer","404","voksne_videregaende","NULL","0602","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0602","NULL"
"2013","NULL","minoritet","personer","209","voksne_videregaende","NULL","0602","NULL"
"2013","NULL","minoritet","prosent","51.7","voksne_videregaende","NULL","0602","NULL"
"2013","NULL","ikke_minoritet","personer","195","voksne_videregaende","NULL","0602","NULL"
"2013","NULL","ikke_minoritet","prosent","48.3","voksne_videregaende","NULL","0602","NULL"
"2013","NULL","alle","personer","110","voksne_videregaende","NULL","0604","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0604","NULL"
"2013","NULL","minoritet","personer","39","voksne_videregaende","NULL","0604","NULL"
"2013","NULL","minoritet","prosent","35.5","voksne_videregaende","NULL","0604","NULL"
"2013","NULL","ikke_minoritet","personer","71","voksne_videregaende","NULL","0604","NULL"
"2013","NULL","ikke_minoritet","prosent","64.5","voksne_videregaende","NULL","0604","NULL"
"2013","NULL","alle","personer","142","voksne_videregaende","NULL","0605","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0605","NULL"
"2013","NULL","minoritet","personer","48","voksne_videregaende","NULL","0605","NULL"
"2013","NULL","minoritet","prosent","33.8","voksne_videregaende","NULL","0605","NULL"
"2013","NULL","ikke_minoritet","personer","94","voksne_videregaende","NULL","0605","NULL"
"2013","NULL","ikke_minoritet","prosent","66.2","voksne_videregaende","NULL","0605","NULL"
"2013","NULL","alle","personer","35","voksne_videregaende","NULL","0612","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0612","NULL"
"2013","NULL","minoritet","personer","12","voksne_videregaende","NULL","0612","NULL"
"2013","NULL","minoritet","prosent","34.3","voksne_videregaende","NULL","0612","NULL"
"2013","NULL","ikke_minoritet","personer","23","voksne_videregaende","NULL","0612","NULL"
"2013","NULL","ikke_minoritet","prosent","65.7","voksne_videregaende","NULL","0612","NULL"
"2013","NULL","alle","personer","4","voksne_videregaende","NULL","0615","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0615","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0615","NULL"
"2013","NULL","minoritet","prosent","25","voksne_videregaende","NULL","0615","NULL"
"2013","NULL","ikke_minoritet","personer","3","voksne_videregaende","NULL","0615","NULL"
"2013","NULL","ikke_minoritet","prosent","75","voksne_videregaende","NULL","0615","NULL"
"2013","NULL","alle","personer","13","voksne_videregaende","NULL","0616","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0616","NULL"
"2013","NULL","minoritet","personer","4","voksne_videregaende","NULL","0616","NULL"
"2013","NULL","minoritet","prosent","30.8","voksne_videregaende","NULL","0616","NULL"
"2013","NULL","ikke_minoritet","personer","9","voksne_videregaende","NULL","0616","NULL"
"2013","NULL","ikke_minoritet","prosent","69.2","voksne_videregaende","NULL","0616","NULL"
"2013","NULL","alle","personer","17","voksne_videregaende","NULL","0617","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0617","NULL"
"2013","NULL","minoritet","personer","5","voksne_videregaende","NULL","0617","NULL"
"2013","NULL","minoritet","prosent","29.4","voksne_videregaende","NULL","0617","NULL"
"2013","NULL","ikke_minoritet","personer","12","voksne_videregaende","NULL","0617","NULL"
"2013","NULL","ikke_minoritet","prosent","70.6","voksne_videregaende","NULL","0617","NULL"
"2013","NULL","alle","personer","4","voksne_videregaende","NULL","0618","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0618","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0618","NULL"
"2013","NULL","minoritet","prosent","25","voksne_videregaende","NULL","0618","NULL"
"2013","NULL","ikke_minoritet","personer","3","voksne_videregaende","NULL","0618","NULL"
"2013","NULL","ikke_minoritet","prosent","75","voksne_videregaende","NULL","0618","NULL"
"2013","NULL","alle","personer","10","voksne_videregaende","NULL","0619","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0619","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0619","NULL"
"2013","NULL","minoritet","prosent","10","voksne_videregaende","NULL","0619","NULL"
"2013","NULL","ikke_minoritet","personer","9","voksne_videregaende","NULL","0619","NULL"
"2013","NULL","ikke_minoritet","prosent","90","voksne_videregaende","NULL","0619","NULL"
"2013","NULL","alle","personer","14","voksne_videregaende","NULL","0620","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0620","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","0620","NULL"
"2013","NULL","minoritet","prosent","14.3","voksne_videregaende","NULL","0620","NULL"
"2013","NULL","ikke_minoritet","personer","12","voksne_videregaende","NULL","0620","NULL"
"2013","NULL","ikke_minoritet","prosent","85.7","voksne_videregaende","NULL","0620","NULL"
"2013","NULL","alle","personer","8","voksne_videregaende","NULL","0621","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0621","NULL"
"2013","NULL","minoritet","personer","1","voksne_videregaende","NULL","0621","NULL"
"2013","NULL","minoritet","prosent","12.5","voksne_videregaende","NULL","0621","NULL"
"2013","NULL","ikke_minoritet","personer","7","voksne_videregaende","NULL","0621","NULL"
"2013","NULL","ikke_minoritet","prosent","87.5","voksne_videregaende","NULL","0621","NULL"
"2013","NULL","alle","personer","14","voksne_videregaende","NULL","0622","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0622","NULL"
"2013","NULL","minoritet","personer","2","voksne_videregaende","NULL","0622","NULL"
"2013","NULL","minoritet","prosent","14.3","voksne_videregaende","NULL","0622","NULL"
"2013","NULL","ikke_minoritet","personer","12","voksne_videregaende","NULL","0622","NULL"
"2013","NULL","ikke_minoritet","prosent","85.7","voksne_videregaende","NULL","0622","NULL"
"2013","NULL","alle","personer","79","voksne_videregaende","NULL","0623","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0623","NULL"
"2013","NULL","minoritet","personer","19","voksne_videregaende","NULL","0623","NULL"
"2013","NULL","minoritet","prosent","24.1","voksne_videregaende","NULL","0623","NULL"
"2013","NULL","ikke_minoritet","personer","60","voksne_videregaende","NULL","0623","NULL"
"2013","NULL","ikke_minoritet","prosent","75.9","voksne_videregaende","NULL","0623","NULL"
"2013","NULL","alle","personer","70","voksne_videregaende","NULL","0624","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0624","NULL"
"2013","NULL","minoritet","personer","10","voksne_videregaende","NULL","0624","NULL"
"2013","NULL","minoritet","prosent","14.3","voksne_videregaende","NULL","0624","NULL"
"2013","NULL","ikke_minoritet","personer","60","voksne_videregaende","NULL","0624","NULL"
"2013","NULL","ikke_minoritet","prosent","85.7","voksne_videregaende","NULL","0624","NULL"
"2013","NULL","alle","personer","175","voksne_videregaende","NULL","0625","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0625","NULL"
"2013","NULL","minoritet","personer","72","voksne_videregaende","NULL","0625","NULL"
"2013","NULL","minoritet","prosent","41.1","voksne_videregaende","NULL","0625","NULL"
"2013","NULL","ikke_minoritet","personer","103","voksne_videregaende","NULL","0625","NULL"
"2013","NULL","ikke_minoritet","prosent","58.9","voksne_videregaende","NULL","0625","NULL"
"2013","NULL","alle","personer","139","voksne_videregaende","NULL","0626","NULL"
"2013","NULL","alle","prosent","100","voksne_videregaende","NULL","0626","NULL"
"2013","NULL","minoritet","personer","64","voksne_videregaende","NULL","0626","NULL"
"2013","NULL","minoritet","prosent","46","voksne_videregaende","NULL","0626","NULL"
"2013","NULL","ikke_minoritet","personer","75","voksne_videregaende","NULL","0626","NULL"
"2013","NULL","ikke_minoritet","prosent","54","voksne_videregaende","NULL","0626","NULL"
