tabell_navn;aar;naringsregion_id;botid_3;forste_bosettingskommune;enhet;tabellvariabel;
flyktning_botid_flytting;2015;53;5+;alle;person;458;
flyktning_botid_flytting;2015;53;0-4;ja;person;372;
flyktning_botid_flytting;2015;53;0-4;nei;person;36;
flyktning_botid_flytting;2015;53;0-4;uoppgitt;person;70;
flyktning_botid_flytting;2015;53;5+;ja;person;226;
flyktning_botid_flytting;2015;53;5+;nei;person;145;
flyktning_botid_flytting;2015;53;5+;uoppgitt;person;87;
flyktning_botid_flytting;2015;54;alle;alle;person;320;
flyktning_botid_flytting;2015;54;0-4;alle;person;80;
flyktning_botid_flytting;2015;54;5+;alle;person;240;
flyktning_botid_flytting;2015;54;0-4;ja;person;77;
flyktning_botid_flytting;2015;54;0-4;nei;person;0;
flyktning_botid_flytting;2015;54;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;54;5+;ja;person;122;
flyktning_botid_flytting;2015;54;5+;nei;person;80;
flyktning_botid_flytting;2015;54;5+;uoppgitt;person;38;
flyktning_botid_flytting;2015;55;alle;alle;person;1093;
flyktning_botid_flytting;2015;55;0-4;alle;person;508;
flyktning_botid_flytting;2015;55;5+;alle;person;585;
flyktning_botid_flytting;2015;55;0-4;ja;person;383;
flyktning_botid_flytting;2015;55;0-4;nei;person;57;
flyktning_botid_flytting;2015;55;0-4;uoppgitt;person;68;
flyktning_botid_flytting;2015;55;5+;ja;person;417;
flyktning_botid_flytting;2015;55;5+;nei;person;92;
flyktning_botid_flytting;2015;55;5+;uoppgitt;person;76;
flyktning_botid_flytting;2015;56;alle;alle;person;1386;
flyktning_botid_flytting;2015;56;0-4;alle;person;451;
flyktning_botid_flytting;2015;56;5+;alle;person;935;
flyktning_botid_flytting;2015;56;0-4;ja;person;344;
flyktning_botid_flytting;2015;56;0-4;nei;person;53;
flyktning_botid_flytting;2015;56;0-4;uoppgitt;person;54;
flyktning_botid_flytting;2015;56;5+;ja;person;471;
flyktning_botid_flytting;2015;56;5+;nei;person;295;
flyktning_botid_flytting;2015;56;5+;uoppgitt;person;169;
flyktning_botid_flytting;2015;57;alle;alle;person;124;
flyktning_botid_flytting;2015;57;0-4;alle;person;99;
flyktning_botid_flytting;2015;57;5+;alle;person;25;
flyktning_botid_flytting;2015;57;0-4;ja;person;89;
flyktning_botid_flytting;2015;57;0-4;nei;person;5;
flyktning_botid_flytting;2015;57;0-4;uoppgitt;person;5;
flyktning_botid_flytting;2015;57;5+;ja;person;3;
flyktning_botid_flytting;2015;57;5+;nei;person;13;
flyktning_botid_flytting;2015;57;5+;uoppgitt;person;9;
flyktning_botid_flytting;2015;58;alle;alle;person;57;
flyktning_botid_flytting;2015;58;0-4;alle;person;31;
flyktning_botid_flytting;2015;58;5+;alle;person;26;
flyktning_botid_flytting;2015;58;0-4;ja;person;28;
flyktning_botid_flytting;2015;58;0-4;nei;person;3;
flyktning_botid_flytting;2015;58;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;58;5+;ja;person;10;
flyktning_botid_flytting;2015;58;5+;nei;person;6;
flyktning_botid_flytting;2015;58;5+;uoppgitt;person;10;
flyktning_botid_flytting;2015;59;alle;alle;person;168;
flyktning_botid_flytting;2015;59;0-4;alle;person;81;
flyktning_botid_flytting;2015;59;5+;alle;person;87;
flyktning_botid_flytting;2015;59;0-4;ja;person;81;
flyktning_botid_flytting;2015;59;0-4;nei;person;0;
flyktning_botid_flytting;2015;59;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;59;5+;ja;person;72;
flyktning_botid_flytting;2015;59;5+;nei;person;7;
flyktning_botid_flytting;2015;59;5+;uoppgitt;person;8;
flyktning_botid_flytting;2015;60;alle;alle;person;391;
flyktning_botid_flytting;2015;60;0-4;alle;person;163;
flyktning_botid_flytting;2015;60;5+;alle;person;228;
flyktning_botid_flytting;2015;60;0-4;ja;person;117;
flyktning_botid_flytting;2015;60;0-4;nei;person;25;
flyktning_botid_flytting;2015;60;0-4;uoppgitt;person;21;
flyktning_botid_flytting;2015;60;5+;ja;person;169;
flyktning_botid_flytting;2015;60;5+;nei;person;36;
flyktning_botid_flytting;2015;60;5+;uoppgitt;person;23;
flyktning_botid_flytting;2015;61;alle;alle;person;7044;
flyktning_botid_flytting;2015;61;0-4;alle;person;1704;
flyktning_botid_flytting;2015;61;5+;alle;person;5340;
flyktning_botid_flytting;2015;61;0-4;ja;person;1407;
flyktning_botid_flytting;2015;61;0-4;nei;person;88;
flyktning_botid_flytting;2015;61;0-4;uoppgitt;person;209;
flyktning_botid_flytting;2015;61;5+;ja;person;3173;
flyktning_botid_flytting;2015;61;5+;nei;person;1179;
flyktning_botid_flytting;2015;61;5+;uoppgitt;person;988;
flyktning_botid_flytting;2015;62;alle;alle;person;119;
flyktning_botid_flytting;2015;62;0-4;alle;person;50;
flyktning_botid_flytting;2015;62;5+;alle;person;69;
flyktning_botid_flytting;2015;62;0-4;ja;person;47;
flyktning_botid_flytting;2015;62;0-4;nei;person;3;
flyktning_botid_flytting;2015;62;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;62;5+;ja;person;36;
flyktning_botid_flytting;2015;62;5+;nei;person;19;
flyktning_botid_flytting;2015;62;5+;uoppgitt;person;14;
flyktning_botid_flytting;2015;63;alle;alle;person;692;
flyktning_botid_flytting;2015;63;0-4;alle;person;335;
flyktning_botid_flytting;2015;63;5+;alle;person;357;
flyktning_botid_flytting;2015;63;0-4;ja;person;286;
flyktning_botid_flytting;2015;63;0-4;nei;person;10;
flyktning_botid_flytting;2015;63;0-4;uoppgitt;person;39;
flyktning_botid_flytting;2015;63;5+;ja;person;234;
flyktning_botid_flytting;2015;63;5+;nei;person;73;
flyktning_botid_flytting;2015;63;5+;uoppgitt;person;50;
flyktning_botid_flytting;2015;64;alle;alle;person;1445;
flyktning_botid_flytting;2015;64;0-4;alle;person;724;
flyktning_botid_flytting;2015;64;5+;alle;person;721;
flyktning_botid_flytting;2015;64;0-4;ja;person;579;
flyktning_botid_flytting;2015;64;0-4;nei;person;53;
flyktning_botid_flytting;2015;64;0-4;uoppgitt;person;92;
flyktning_botid_flytting;2015;64;5+;ja;person;497;
flyktning_botid_flytting;2015;64;5+;nei;person;123;
flyktning_botid_flytting;2015;64;5+;uoppgitt;person;101;
flyktning_botid_flytting;2015;65;alle;alle;person;224;
flyktning_botid_flytting;2015;65;0-4;alle;person;175;
flyktning_botid_flytting;2015;65;5+;alle;person;49;
flyktning_botid_flytting;2015;65;0-4;ja;person;107;
flyktning_botid_flytting;2015;65;0-4;nei;person;26;
flyktning_botid_flytting;2015;65;0-4;uoppgitt;person;42;
flyktning_botid_flytting;2015;65;5+;ja;person;38;
flyktning_botid_flytting;2015;65;5+;nei;person;4;
flyktning_botid_flytting;2015;65;5+;uoppgitt;person;7;
flyktning_botid_flytting;2015;66;alle;alle;person;187;
flyktning_botid_flytting;2015;66;0-4;alle;person;170;
flyktning_botid_flytting;2015;66;5+;alle;person;17;
flyktning_botid_flytting;2015;66;0-4;ja;person;167;
flyktning_botid_flytting;2015;66;0-4;nei;person;3;
flyktning_botid_flytting;2015;66;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;66;5+;ja;person;3;
flyktning_botid_flytting;2015;66;5+;nei;person;10;
flyktning_botid_flytting;2015;66;5+;uoppgitt;person;4;
flyktning_botid_flytting;2015;67;alle;alle;person;474;
flyktning_botid_flytting;2015;67;0-4;alle;person;303;
flyktning_botid_flytting;2015;67;5+;alle;person;171;
flyktning_botid_flytting;2015;67;0-4;ja;person;222;
flyktning_botid_flytting;2015;67;0-4;nei;person;29;
flyktning_botid_flytting;2015;67;0-4;uoppgitt;person;52;
flyktning_botid_flytting;2015;67;5+;ja;person;131;
flyktning_botid_flytting;2015;67;5+;nei;person;19;
flyktning_botid_flytting;2015;67;5+;uoppgitt;person;21;
flyktning_botid_flytting;2015;68;alle;alle;person;231;
flyktning_botid_flytting;2015;68;0-4;alle;person;150;
flyktning_botid_flytting;2015;68;5+;alle;person;81;
flyktning_botid_flytting;2015;68;0-4;ja;person;144;
flyktning_botid_flytting;2015;68;0-4;nei;person;3;
flyktning_botid_flytting;2015;68;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;68;5+;ja;person;68;
flyktning_botid_flytting;2015;68;5+;nei;person;7;
flyktning_botid_flytting;2015;68;5+;uoppgitt;person;6;
flyktning_botid_flytting;2015;69;alle;alle;person;482;
flyktning_botid_flytting;2015;69;0-4;alle;person;326;
flyktning_botid_flytting;2015;69;5+;alle;person;156;
flyktning_botid_flytting;2015;69;0-4;ja;person;263;
flyktning_botid_flytting;2015;69;0-4;nei;person;21;
flyktning_botid_flytting;2015;69;0-4;uoppgitt;person;42;
flyktning_botid_flytting;2015;69;5+;ja;person;104;
flyktning_botid_flytting;2015;69;5+;nei;person;19;
flyktning_botid_flytting;2015;69;5+;uoppgitt;person;33;
flyktning_botid_flytting;2015;70;alle;alle;person;7;
flyktning_botid_flytting;2015;70;0-4;alle;person;0;
flyktning_botid_flytting;2015;70;5+;alle;person;7;
flyktning_botid_flytting;2015;70;0-4;ja;person;0;
flyktning_botid_flytting;2015;70;0-4;nei;person;0;
flyktning_botid_flytting;2015;70;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;70;5+;ja;person;0;
flyktning_botid_flytting;2015;70;5+;nei;person;4;
flyktning_botid_flytting;2015;70;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;71;alle;alle;person;393;
flyktning_botid_flytting;2015;71;0-4;alle;person;290;
flyktning_botid_flytting;2015;71;5+;alle;person;103;
flyktning_botid_flytting;2015;71;0-4;ja;person;136;
flyktning_botid_flytting;2015;71;0-4;nei;person;67;
flyktning_botid_flytting;2015;71;0-4;uoppgitt;person;87;
flyktning_botid_flytting;2015;71;5+;ja;person;61;
flyktning_botid_flytting;2015;71;5+;nei;person;15;
flyktning_botid_flytting;2015;71;5+;uoppgitt;person;27;
flyktning_botid_flytting;2015;72;alle;alle;person;715;
flyktning_botid_flytting;2015;72;0-4;alle;person;421;
flyktning_botid_flytting;2015;72;5+;alle;person;294;
flyktning_botid_flytting;2015;72;0-4;ja;person;272;
flyktning_botid_flytting;2015;72;0-4;nei;person;61;
flyktning_botid_flytting;2015;72;0-4;uoppgitt;person;88;
flyktning_botid_flytting;2015;72;5+;ja;person;204;
flyktning_botid_flytting;2015;72;5+;nei;person;51;
flyktning_botid_flytting;2015;72;5+;uoppgitt;person;39;
flyktning_botid_flytting;2015;73;alle;alle;person;1910;
flyktning_botid_flytting;2015;73;0-4;alle;person;992;
flyktning_botid_flytting;2015;73;5+;alle;person;918;
flyktning_botid_flytting;2015;73;0-4;ja;person;730;
flyktning_botid_flytting;2015;73;0-4;nei;person;74;
flyktning_botid_flytting;2015;73;0-4;uoppgitt;person;188;
flyktning_botid_flytting;2015;73;5+;ja;person;607;
flyktning_botid_flytting;2015;73;5+;nei;person;177;
flyktning_botid_flytting;2015;73;5+;uoppgitt;person;134;
flyktning_botid_flytting;2015;74;alle;alle;person;632;
flyktning_botid_flytting;2015;74;0-4;alle;person;382;
flyktning_botid_flytting;2015;74;5+;alle;person;250;
flyktning_botid_flytting;2015;74;0-4;ja;person;293;
flyktning_botid_flytting;2015;74;0-4;nei;person;31;
flyktning_botid_flytting;2015;74;0-4;uoppgitt;person;58;
flyktning_botid_flytting;2015;74;5+;ja;person;154;
flyktning_botid_flytting;2015;74;5+;nei;person;50;
flyktning_botid_flytting;2015;74;5+;uoppgitt;person;46;
flyktning_botid_flytting;2015;75;alle;alle;person;719;
flyktning_botid_flytting;2015;75;0-4;alle;person;448;
flyktning_botid_flytting;2015;75;5+;alle;person;271;
flyktning_botid_flytting;2015;75;0-4;ja;person;346;
flyktning_botid_flytting;2015;75;0-4;nei;person;24;
flyktning_botid_flytting;2015;75;0-4;uoppgitt;person;78;
flyktning_botid_flytting;2015;75;5+;ja;person;201;
flyktning_botid_flytting;2015;75;5+;nei;person;35;
flyktning_botid_flytting;2015;75;5+;uoppgitt;person;35;
flyktning_botid_flytting;2015;76;alle;alle;person;1002;
flyktning_botid_flytting;2015;76;0-4;alle;person;581;
flyktning_botid_flytting;2015;76;5+;alle;person;421;
flyktning_botid_flytting;2015;76;0-4;ja;person;464;
flyktning_botid_flytting;2015;76;0-4;nei;person;44;
flyktning_botid_flytting;2015;76;0-4;uoppgitt;person;73;
flyktning_botid_flytting;2015;76;5+;ja;person;314;
flyktning_botid_flytting;2015;76;5+;nei;person;55;
flyktning_botid_flytting;2015;76;5+;uoppgitt;person;52;
flyktning_botid_flytting;2015;77;alle;alle;person;1246;
flyktning_botid_flytting;2015;77;0-4;alle;person;709;
flyktning_botid_flytting;2015;77;5+;alle;person;537;
flyktning_botid_flytting;2015;77;0-4;ja;person;521;
flyktning_botid_flytting;2015;77;0-4;nei;person;70;
flyktning_botid_flytting;2015;77;0-4;uoppgitt;person;118;
flyktning_botid_flytting;2015;77;5+;ja;person;403;
flyktning_botid_flytting;2015;77;5+;nei;person;72;
flyktning_botid_flytting;2015;77;5+;uoppgitt;person;62;
flyktning_botid_flytting;2015;78;alle;alle;person;783;
flyktning_botid_flytting;2015;78;0-4;alle;person;590;
flyktning_botid_flytting;2015;78;5+;alle;person;193;
flyktning_botid_flytting;2015;78;0-4;ja;person;382;
flyktning_botid_flytting;2015;78;0-4;nei;person;103;
flyktning_botid_flytting;2015;78;0-4;uoppgitt;person;105;
flyktning_botid_flytting;2015;78;5+;ja;person;125;
flyktning_botid_flytting;2015;78;5+;nei;person;25;
flyktning_botid_flytting;2015;78;5+;uoppgitt;person;43;
flyktning_botid_flytting;2015;79;alle;alle;person;1574;
flyktning_botid_flytting;2015;79;0-4;alle;person;710;
flyktning_botid_flytting;2015;79;5+;alle;person;864;
flyktning_botid_flytting;2015;79;0-4;ja;person;598;
flyktning_botid_flytting;2015;79;0-4;nei;person;35;
flyktning_botid_flytting;2015;79;0-4;uoppgitt;person;77;
flyktning_botid_flytting;2015;79;5+;ja;person;389;
flyktning_botid_flytting;2015;79;5+;nei;person;275;
flyktning_botid_flytting;2015;79;5+;uoppgitt;person;200;
flyktning_botid_flytting;2015;80;alle;alle;person;224;
flyktning_botid_flytting;2015;80;0-4;alle;person;139;
flyktning_botid_flytting;2015;80;5+;alle;person;85;
flyktning_botid_flytting;2015;80;0-4;ja;person;77;
flyktning_botid_flytting;2015;80;0-4;nei;person;11;
flyktning_botid_flytting;2015;80;0-4;uoppgitt;person;51;
flyktning_botid_flytting;2015;80;5+;ja;person;53;
flyktning_botid_flytting;2015;80;5+;nei;person;12;
flyktning_botid_flytting;2015;80;5+;uoppgitt;person;20;
flyktning_botid_flytting;2015;81;alle;alle;person;912;
flyktning_botid_flytting;2015;81;0-4;alle;person;424;
flyktning_botid_flytting;2015;81;5+;alle;person;488;
flyktning_botid_flytting;2015;81;0-4;ja;person;325;
flyktning_botid_flytting;2015;81;0-4;nei;person;41;
flyktning_botid_flytting;2015;81;0-4;uoppgitt;person;58;
flyktning_botid_flytting;2015;81;5+;ja;person;302;
flyktning_botid_flytting;2015;81;5+;nei;person;89;
flyktning_botid_flytting;2015;81;5+;uoppgitt;person;97;
flyktning_botid_flytting;2015;82;alle;alle;person;89;
flyktning_botid_flytting;2015;82;0-4;alle;person;59;
flyktning_botid_flytting;2015;82;5+;alle;person;30;
flyktning_botid_flytting;2015;82;0-4;ja;person;56;
flyktning_botid_flytting;2015;82;0-4;nei;person;0;
flyktning_botid_flytting;2015;82;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;82;5+;ja;person;14;
flyktning_botid_flytting;2015;82;5+;nei;person;5;
flyktning_botid_flytting;2015;82;5+;uoppgitt;person;11;
flyktning_botid_flytting;2015;83;alle;alle;person;950;
flyktning_botid_flytting;2015;83;0-4;alle;person;555;
flyktning_botid_flytting;2015;83;5+;alle;person;395;
flyktning_botid_flytting;2015;83;0-4;ja;person;465;
flyktning_botid_flytting;2015;83;0-4;nei;person;20;
flyktning_botid_flytting;2015;83;0-4;uoppgitt;person;70;
flyktning_botid_flytting;2015;83;5+;ja;person;251;
flyktning_botid_flytting;2015;83;5+;nei;person;48;
flyktning_botid_flytting;2015;83;5+;uoppgitt;person;96;
flyktning_botid_flytting;2015;01;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;01;0-4;alle;prosent;8,7;
flyktning_botid_flytting;2015;01;5+;alle;prosent;91,3;
flyktning_botid_flytting;2015;01;0-4;ja;prosent;4,1;
flyktning_botid_flytting;2015;01;0-4;nei;prosent;2,1;
flyktning_botid_flytting;2015;01;0-4;uoppgitt;prosent;2,5;
flyktning_botid_flytting;2015;01;5+;ja;prosent;15,4;
flyktning_botid_flytting;2015;01;5+;nei;prosent;59,3;
flyktning_botid_flytting;2015;01;5+;uoppgitt;prosent;16,7;
flyktning_botid_flytting;2015;02;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;02;0-4;alle;prosent;15,3;
flyktning_botid_flytting;2015;02;5+;alle;prosent;84,7;
flyktning_botid_flytting;2015;02;0-4;ja;prosent;8,1;
flyktning_botid_flytting;2015;02;0-4;nei;prosent;3,2;
flyktning_botid_flytting;2015;02;0-4;uoppgitt;prosent;4,0;
flyktning_botid_flytting;2015;02;5+;ja;prosent;25,2;
flyktning_botid_flytting;2015;02;5+;nei;prosent;44,7;
flyktning_botid_flytting;2015;02;5+;uoppgitt;prosent;14,8;
flyktning_botid_flytting;2015;03;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;03;0-4;alle;prosent;15,0;
flyktning_botid_flytting;2015;03;5+;alle;prosent;85,0;
flyktning_botid_flytting;2015;03;0-4;ja;prosent;9,8;
flyktning_botid_flytting;2015;03;0-4;nei;prosent;2,0;
flyktning_botid_flytting;2015;03;0-4;uoppgitt;prosent;3,2;
flyktning_botid_flytting;2015;03;5+;ja;prosent;16,7;
flyktning_botid_flytting;2015;03;5+;nei;prosent;41,9;
flyktning_botid_flytting;2015;03;5+;uoppgitt;prosent;26,4;
flyktning_botid_flytting;2015;04;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;04;0-4;alle;prosent;11,1;
flyktning_botid_flytting;2015;04;5+;alle;prosent;88,9;
flyktning_botid_flytting;2015;04;0-4;ja;prosent;6,8;
flyktning_botid_flytting;2015;04;0-4;nei;prosent;1,5;
flyktning_botid_flytting;2015;04;0-4;uoppgitt;prosent;2,8;
flyktning_botid_flytting;2015;04;5+;ja;prosent;16,3;
flyktning_botid_flytting;2015;04;5+;nei;prosent;57,3;
flyktning_botid_flytting;2015;04;5+;uoppgitt;prosent;15,3;
flyktning_botid_flytting;2015;05;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;05;0-4;alle;prosent;15,5;
flyktning_botid_flytting;2015;05;5+;alle;prosent;84,5;
flyktning_botid_flytting;2015;05;0-4;ja;prosent;10,8;
flyktning_botid_flytting;2015;05;0-4;nei;prosent;1,8;
flyktning_botid_flytting;2015;05;0-4;uoppgitt;prosent;3,0;
flyktning_botid_flytting;2015;05;5+;ja;prosent;29,0;
flyktning_botid_flytting;2015;05;5+;nei;prosent;36,8;
flyktning_botid_flytting;2015;05;5+;uoppgitt;prosent;18,8;
flyktning_botid_flytting;2015;06;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;06;0-4;alle;prosent;20,1;
flyktning_botid_flytting;2015;06;5+;alle;prosent;79,9;
flyktning_botid_flytting;2015;06;0-4;ja;prosent;15,6;
flyktning_botid_flytting;2015;06;0-4;nei;prosent;1,6;
flyktning_botid_flytting;2015;06;0-4;uoppgitt;prosent;2,9;
flyktning_botid_flytting;2015;06;5+;ja;prosent;25,7;
flyktning_botid_flytting;2015;06;5+;nei;prosent;35,4;
flyktning_botid_flytting;2015;06;5+;uoppgitt;prosent;18,8;
flyktning_botid_flytting;2015;07;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;07;0-4;alle;prosent;11,4;
flyktning_botid_flytting;2015;07;5+;alle;prosent;88,6;
flyktning_botid_flytting;2015;07;0-4;ja;prosent;8,2;
flyktning_botid_flytting;2015;07;0-4;nei;prosent;1,1;
flyktning_botid_flytting;2015;07;0-4;uoppgitt;prosent;2,1;
flyktning_botid_flytting;2015;07;5+;ja;prosent;15,9;
flyktning_botid_flytting;2015;07;5+;nei;prosent;47,1;
flyktning_botid_flytting;2015;07;5+;uoppgitt;prosent;25,6;
flyktning_botid_flytting;2015;08;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;08;0-4;alle;prosent;14,7;
flyktning_botid_flytting;2015;08;5+;alle;prosent;85,3;
flyktning_botid_flytting;2015;08;0-4;ja;prosent;9,8;
flyktning_botid_flytting;2015;08;0-4;nei;prosent;1,5;
flyktning_botid_flytting;2015;08;0-4;uoppgitt;prosent;3,4;
flyktning_botid_flytting;2015;08;5+;ja;prosent;17,5;
flyktning_botid_flytting;2015;08;5+;nei;prosent;46,5;
flyktning_botid_flytting;2015;08;5+;uoppgitt;prosent;21,2;
flyktning_botid_flytting;2015;09;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;09;0-4;alle;prosent;9,0;
flyktning_botid_flytting;2015;09;5+;alle;prosent;91,0;
flyktning_botid_flytting;2015;09;0-4;ja;prosent;5,1;
flyktning_botid_flytting;2015;09;0-4;nei;prosent;1,4;
flyktning_botid_flytting;2015;09;0-4;uoppgitt;prosent;2,5;
flyktning_botid_flytting;2015;09;5+;ja;prosent;25,8;
flyktning_botid_flytting;2015;09;5+;nei;prosent;39,3;
flyktning_botid_flytting;2015;09;5+;uoppgitt;prosent;25,8;
flyktning_botid_flytting;2015;10;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;10;0-4;alle;prosent;55,1;
flyktning_botid_flytting;2015;10;5+;alle;prosent;44,9;
flyktning_botid_flytting;2015;10;0-4;ja;prosent;50,9;
flyktning_botid_flytting;2015;10;0-4;nei;prosent;1,2;
flyktning_botid_flytting;2015;10;0-4;uoppgitt;prosent;3,0;
flyktning_botid_flytting;2015;10;5+;ja;prosent;30,5;
flyktning_botid_flytting;2015;10;5+;nei;prosent;9,3;
flyktning_botid_flytting;2015;10;5+;uoppgitt;prosent;5,1;
flyktning_botid_flytting;2015;11;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;11;0-4;alle;prosent;37,3;
flyktning_botid_flytting;2015;11;5+;alle;prosent;62,7;
flyktning_botid_flytting;2015;11;0-4;ja;prosent;17,0;
flyktning_botid_flytting;2015;11;0-4;nei;prosent;5,2;
flyktning_botid_flytting;2015;11;0-4;uoppgitt;prosent;15,1;
flyktning_botid_flytting;2015;11;5+;ja;prosent;27,9;
flyktning_botid_flytting;2015;11;5+;nei;prosent;21,4;
flyktning_botid_flytting;2015;11;5+;uoppgitt;prosent;13,4;
flyktning_botid_flytting;2015;12;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;12;0-4;alle;prosent;29,4;
flyktning_botid_flytting;2015;12;5+;alle;prosent;70,6;
flyktning_botid_flytting;2015;12;0-4;ja;prosent;21,7;
flyktning_botid_flytting;2015;12;0-4;nei;prosent;3,1;
flyktning_botid_flytting;2015;12;0-4;uoppgitt;prosent;4,6;
flyktning_botid_flytting;2015;12;5+;ja;prosent;34,5;
flyktning_botid_flytting;2015;12;5+;nei;prosent;23,1;
flyktning_botid_flytting;2015;12;5+;uoppgitt;prosent;13,0;
flyktning_botid_flytting;2015;13;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;13;0-4;alle;prosent;40,8;
flyktning_botid_flytting;2015;13;5+;alle;prosent;59,2;
flyktning_botid_flytting;2015;13;0-4;ja;prosent;25,4;
flyktning_botid_flytting;2015;13;0-4;nei;prosent;5,2;
flyktning_botid_flytting;2015;13;0-4;uoppgitt;prosent;10,2;
flyktning_botid_flytting;2015;13;5+;ja;prosent;33,0;
flyktning_botid_flytting;2015;13;5+;nei;prosent;17,7;
flyktning_botid_flytting;2015;13;5+;uoppgitt;prosent;8,4;
flyktning_botid_flytting;2015;14;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;14;0-4;alle;prosent;33,4;
flyktning_botid_flytting;2015;14;5+;alle;prosent;66,6;
flyktning_botid_flytting;2015;14;0-4;ja;prosent;21,0;
flyktning_botid_flytting;2015;14;0-4;nei;prosent;4,9;
flyktning_botid_flytting;2015;14;0-4;uoppgitt;prosent;7,5;
flyktning_botid_flytting;2015;14;5+;ja;prosent;35,7;
flyktning_botid_flytting;2015;14;5+;nei;prosent;20,6;
flyktning_botid_flytting;2015;14;5+;uoppgitt;prosent;10,4;
flyktning_botid_flytting;2015;15;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;15;0-4;alle;prosent;52,3;
flyktning_botid_flytting;2015;15;5+;alle;prosent;47,7;
flyktning_botid_flytting;2015;15;0-4;ja;prosent;46,4;
flyktning_botid_flytting;2015;15;0-4;nei;prosent;3,1;
flyktning_botid_flytting;2015;15;0-4;uoppgitt;prosent;2,9;
flyktning_botid_flytting;2015;15;5+;ja;prosent;29,3;
flyktning_botid_flytting;2015;15;5+;nei;prosent;12,3;
flyktning_botid_flytting;2015;15;5+;uoppgitt;prosent;6,1;
flyktning_botid_flytting;2015;16;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;16;0-4;alle;prosent;27,0;
flyktning_botid_flytting;2015;16;5+;alle;prosent;73,0;
flyktning_botid_flytting;2015;16;0-4;ja;prosent;22,9;
flyktning_botid_flytting;2015;16;0-4;nei;prosent;1,6;
flyktning_botid_flytting;2015;16;0-4;uoppgitt;prosent;2,4;
flyktning_botid_flytting;2015;16;5+;ja;prosent;43,6;
flyktning_botid_flytting;2015;16;5+;nei;prosent;19,0;
flyktning_botid_flytting;2015;16;5+;uoppgitt;prosent;10,4;
flyktning_botid_flytting;2015;17;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;17;0-4;alle;prosent;52,3;
flyktning_botid_flytting;2015;17;5+;alle;prosent;47,7;
flyktning_botid_flytting;2015;17;0-4;ja;prosent;36,8;
flyktning_botid_flytting;2015;17;0-4;nei;prosent;4,5;
flyktning_botid_flytting;2015;17;0-4;uoppgitt;prosent;10,9;
flyktning_botid_flytting;2015;17;5+;ja;prosent;25,0;
flyktning_botid_flytting;2015;17;5+;nei;prosent;14,5;
flyktning_botid_flytting;2015;17;5+;uoppgitt;prosent;8,2;
flyktning_botid_flytting;2015;18;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;18;0-4;alle;prosent;77,4;
flyktning_botid_flytting;2015;18;5+;alle;prosent;22,6;
flyktning_botid_flytting;2015;18;0-4;ja;prosent;50,7;
flyktning_botid_flytting;2015;18;0-4;nei;prosent;7,7;
flyktning_botid_flytting;2015;18;0-4;uoppgitt;prosent;19,1;
flyktning_botid_flytting;2015;18;5+;ja;prosent;14,4;
flyktning_botid_flytting;2015;18;5+;nei;prosent;4,4;
flyktning_botid_flytting;2015;18;5+;uoppgitt;prosent;3,7;
flyktning_botid_flytting;2015;19;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;19;0-4;alle;prosent;65,7;
flyktning_botid_flytting;2015;19;5+;alle;prosent;34,3;
flyktning_botid_flytting;2015;19;0-4;ja;prosent;29,4;
flyktning_botid_flytting;2015;19;0-4;nei;prosent;7,6;
flyktning_botid_flytting;2015;19;0-4;uoppgitt;prosent;28,7;
flyktning_botid_flytting;2015;19;5+;ja;prosent;23,2;
flyktning_botid_flytting;2015;19;5+;nei;prosent;5,1;
flyktning_botid_flytting;2015;19;5+;uoppgitt;prosent;6,0;
flyktning_botid_flytting;2015;20;alle;alle;prosent;100,0;
flyktning_botid_flytting;2015;20;0-4;alle;prosent;17,6;
flyktning_botid_flytting;2015;20;5+;alle;prosent;82,4;
