tabell_navn;aar;fylke_nr;kjonn;innvkat_5;vreg_3;invalder_3;enhet;tabellvariabel
grunnskolepoeng;2014-2015;04;alle;innvandrere;1;alle;person;41
grunnskolepoeng;2014-2015;04;alle;innvandrere;2;0_6;grunnskolepoeng;35,2
grunnskolepoeng;2014-2015;04;alle;innvandrere;2;0_6;person;19
grunnskolepoeng;2014-2015;04;alle;innvandrere;2;7+;grunnskolepoeng;34,2
grunnskolepoeng;2014-2015;04;alle;innvandrere;2;7+;person;50
grunnskolepoeng;2014-2015;04;alle;innvandrere;2;alle;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;04;alle;innvandrere;2;alle;person;69
grunnskolepoeng;2014-2015;04;alle;innvandrere;alle;0_6;grunnskolepoeng;38,4
grunnskolepoeng;2014-2015;04;alle;innvandrere;alle;0_6;person;30
grunnskolepoeng;2014-2015;04;alle;innvandrere;alle;7+;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;04;alle;innvandrere;alle;7+;person;81
grunnskolepoeng;2014-2015;04;alle;innvandrere;alle;alle;grunnskolepoeng;35,4
grunnskolepoeng;2014-2015;04;alle;innvandrere;alle;alle;person;112
grunnskolepoeng;2014-2015;04;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2014-2015;04;alle;norskfodte_m_innvf;NULL;NULL;person;38
grunnskolepoeng;2014-2015;04;1;alle;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2014-2015;04;1;alle;NULL;NULL;person;1226
grunnskolepoeng;2014-2015;04;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,8
grunnskolepoeng;2014-2015;04;1;bef_u_innv_og_norskf;NULL;NULL;person;1133
grunnskolepoeng;2014-2015;04;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37,8
grunnskolepoeng;2014-2015;04;1;befolkningen_ellers;NULL;NULL;person;1153
grunnskolepoeng;2014-2015;04;1;innvandrere;1;0_6;grunnskolepoeng;38,8
grunnskolepoeng;2014-2015;04;1;innvandrere;1;0_6;person;9
grunnskolepoeng;2014-2015;04;1;innvandrere;1;7+;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;04;1;innvandrere;1;7+;person;20
grunnskolepoeng;2014-2015;04;1;innvandrere;1;alle;grunnskolepoeng;36,6
grunnskolepoeng;2014-2015;04;1;innvandrere;1;alle;person;25
grunnskolepoeng;2014-2015;04;1;innvandrere;2;0_6;grunnskolepoeng;32,2
grunnskolepoeng;2014-2015;04;1;innvandrere;2;0_6;person;8
grunnskolepoeng;2014-2015;04;1;innvandrere;2;7+;grunnskolepoeng;32,6
grunnskolepoeng;2014-2015;04;1;innvandrere;2;7+;person;33
grunnskolepoeng;2014-2015;04;1;innvandrere;2;alle;grunnskolepoeng;32,4
grunnskolepoeng;2014-2015;04;1;innvandrere;2;alle;person;44
grunnskolepoeng;2014-2015;04;1;innvandrere;alle;0_6;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;04;1;innvandrere;alle;0_6;person;20
grunnskolepoeng;2014-2015;04;1;innvandrere;alle;7+;grunnskolepoeng;34
grunnskolepoeng;2014-2015;04;1;innvandrere;alle;7+;person;52
grunnskolepoeng;2014-2015;04;1;innvandrere;alle;alle;grunnskolepoeng;34,2
grunnskolepoeng;2014-2015;04;1;innvandrere;alle;alle;person;67
grunnskolepoeng;2014-2015;04;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37
grunnskolepoeng;2014-2015;04;1;norskfodte_m_innvf;NULL;NULL;person;20
grunnskolepoeng;2014-2015;04;0;alle;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2014-2015;04;0;alle;NULL;NULL;person;1097
grunnskolepoeng;2014-2015;04;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2014-2015;04;0;bef_u_innv_og_norskf;NULL;NULL;person;1038
grunnskolepoeng;2014-2015;04;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2014-2015;04;0;befolkningen_ellers;NULL;NULL;person;1056
grunnskolepoeng;2014-2015;04;0;innvandrere;1;0_6;grunnskolepoeng;51,4
grunnskolepoeng;2014-2015;04;0;innvandrere;1;0_6;person;3
grunnskolepoeng;2014-2015;04;0;innvandrere;1;7+;grunnskolepoeng;31,8
grunnskolepoeng;2014-2015;04;0;innvandrere;1;7+;person;9
grunnskolepoeng;2014-2015;04;0;innvandrere;1;alle;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;04;0;innvandrere;1;alle;person;15
grunnskolepoeng;2014-2015;04;0;innvandrere;2;0_6;grunnskolepoeng;42,4
grunnskolepoeng;2014-2015;04;0;innvandrere;2;0_6;person;6
grunnskolepoeng;2014-2015;04;0;innvandrere;2;7+;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;04;0;innvandrere;2;7+;person;21
grunnskolepoeng;2014-2015;04;0;innvandrere;2;alle;grunnskolepoeng;37,4
grunnskolepoeng;2014-2015;04;0;innvandrere;2;alle;person;27
grunnskolepoeng;2014-2015;04;0;innvandrere;alle;0_6;grunnskolepoeng;46,4
grunnskolepoeng;2014-2015;04;0;innvandrere;alle;0_6;person;6
grunnskolepoeng;2014-2015;04;0;innvandrere;alle;7+;grunnskolepoeng;35,2
grunnskolepoeng;2014-2015;04;0;innvandrere;alle;7+;person;32
grunnskolepoeng;2014-2015;04;0;innvandrere;alle;alle;grunnskolepoeng;37,6
grunnskolepoeng;2014-2015;04;0;innvandrere;alle;alle;person;44
grunnskolepoeng;2014-2015;04;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2014-2015;04;0;norskfodte_m_innvf;NULL;NULL;person;19
grunnskolepoeng;2014-2015;05;alle;alle;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2014-2015;05;alle;alle;NULL;NULL;person;2292
grunnskolepoeng;2014-2015;05;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2014-2015;05;alle;bef_u_innv_og_norskf;NULL;NULL;person;2115
grunnskolepoeng;2014-2015;05;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2014-2015;05;alle;befolkningen_ellers;NULL;NULL;person;2148
grunnskolepoeng;2014-2015;05;alle;innvandrere;1;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;05;alle;innvandrere;1;0_6;person;9
grunnskolepoeng;2014-2015;05;alle;innvandrere;1;7+;grunnskolepoeng;36,6
grunnskolepoeng;2014-2015;05;alle;innvandrere;1;7+;person;42
grunnskolepoeng;2014-2015;05;alle;innvandrere;1;alle;grunnskolepoeng;37
grunnskolepoeng;2014-2015;05;alle;innvandrere;1;alle;person;53
grunnskolepoeng;2014-2015;05;alle;innvandrere;2;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;05;alle;innvandrere;2;0_6;person;25
grunnskolepoeng;2014-2015;05;alle;innvandrere;2;7+;grunnskolepoeng;34,8
grunnskolepoeng;2014-2015;05;alle;innvandrere;2;7+;person;69
grunnskolepoeng;2014-2015;05;alle;innvandrere;2;alle;grunnskolepoeng;35,6
grunnskolepoeng;2014-2015;05;alle;innvandrere;2;alle;person;92
grunnskolepoeng;2014-2015;05;alle;innvandrere;alle;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;05;alle;innvandrere;alle;0_6;person;36
grunnskolepoeng;2014-2015;05;alle;innvandrere;alle;7+;grunnskolepoeng;35,4
grunnskolepoeng;2014-2015;05;alle;innvandrere;alle;7+;person;109
grunnskolepoeng;2014-2015;05;alle;innvandrere;alle;alle;grunnskolepoeng;36
grunnskolepoeng;2014-2015;05;alle;innvandrere;alle;alle;person;144
grunnskolepoeng;2014-2015;05;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;05;alle;norskfodte_m_innvf;NULL;NULL;person;33
grunnskolepoeng;2014-2015;05;1;alle;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;05;1;alle;NULL;NULL;person;1190
grunnskolepoeng;2014-2015;05;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;38,4
grunnskolepoeng;2014-2015;05;1;bef_u_innv_og_norskf;NULL;NULL;person;1093
grunnskolepoeng;2014-2015;05;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;38,4
grunnskolepoeng;2014-2015;05;1;befolkningen_ellers;NULL;NULL;person;1108
grunnskolepoeng;2014-2015;05;1;innvandrere;1;0_6;grunnskolepoeng;40
grunnskolepoeng;2014-2015;05;1;innvandrere;1;0_6;person;6
grunnskolepoeng;2014-2015;05;1;innvandrere;1;7+;grunnskolepoeng;36
grunnskolepoeng;2014-2015;05;1;innvandrere;1;7+;person;25
grunnskolepoeng;2014-2015;05;1;innvandrere;1;alle;grunnskolepoeng;36,6
grunnskolepoeng;2014-2015;05;1;innvandrere;1;alle;person;34
grunnskolepoeng;2014-2015;05;1;innvandrere;2;0_6;grunnskolepoeng;38,4
grunnskolepoeng;2014-2015;05;1;innvandrere;2;0_6;person;5
grunnskolepoeng;2014-2015;05;1;innvandrere;2;7+;grunnskolepoeng;34,2
grunnskolepoeng;2014-2015;05;1;innvandrere;2;7+;person;39
grunnskolepoeng;2014-2015;05;1;innvandrere;2;alle;grunnskolepoeng;35
grunnskolepoeng;2014-2015;05;1;innvandrere;2;alle;person;47
grunnskolepoeng;2014-2015;05;1;innvandrere;alle;0_6;grunnskolepoeng;39
grunnskolepoeng;2014-2015;05;1;innvandrere;alle;0_6;person;12
grunnskolepoeng;2014-2015;05;1;innvandrere;alle;7+;grunnskolepoeng;34,8
grunnskolepoeng;2014-2015;05;1;innvandrere;alle;7+;person;63
grunnskolepoeng;2014-2015;05;1;innvandrere;alle;alle;grunnskolepoeng;35,6
grunnskolepoeng;2014-2015;05;1;innvandrere;alle;alle;person;80
grunnskolepoeng;2014-2015;05;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2014-2015;05;1;norskfodte_m_innvf;NULL;NULL;person;14
grunnskolepoeng;2014-2015;05;0;alle;NULL;NULL;grunnskolepoeng;42,4
grunnskolepoeng;2014-2015;05;0;alle;NULL;NULL;person;1102
grunnskolepoeng;2014-2015;05;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2014-2015;05;0;bef_u_innv_og_norskf;NULL;NULL;person;1022
grunnskolepoeng;2014-2015;05;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2014-2015;05;0;befolkningen_ellers;NULL;NULL;person;1040
grunnskolepoeng;2014-2015;05;0;innvandrere;1;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2014-2015;05;0;innvandrere;1;0_6;person;6
grunnskolepoeng;2014-2015;05;0;innvandrere;1;7+;grunnskolepoeng;37,8
grunnskolepoeng;2014-2015;05;0;innvandrere;1;7+;person;15
grunnskolepoeng;2014-2015;05;0;innvandrere;1;alle;grunnskolepoeng;37,4
grunnskolepoeng;2014-2015;05;0;innvandrere;1;alle;person;17
grunnskolepoeng;2014-2015;05;0;innvandrere;2;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2014-2015;05;0;innvandrere;2;0_6;person;16
grunnskolepoeng;2014-2015;05;0;innvandrere;2;7+;grunnskolepoeng;35,4
grunnskolepoeng;2014-2015;05;0;innvandrere;2;7+;person;28
grunnskolepoeng;2014-2015;05;0;innvandrere;2;alle;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;05;0;innvandrere;2;alle;person;45
grunnskolepoeng;2014-2015;05;0;innvandrere;alle;0_6;grunnskolepoeng;37,8
grunnskolepoeng;2014-2015;05;0;innvandrere;alle;0_6;person;22
grunnskolepoeng;2014-2015;05;0;innvandrere;alle;7+;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;05;0;innvandrere;alle;7+;person;44
grunnskolepoeng;2014-2015;05;0;innvandrere;alle;alle;grunnskolepoeng;36,6
grunnskolepoeng;2014-2015;05;0;innvandrere;alle;alle;person;64
grunnskolepoeng;2014-2015;05;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;35,6
grunnskolepoeng;2014-2015;05;0;norskfodte_m_innvf;NULL;NULL;person;20
grunnskolepoeng;2014-2015;06;alle;alle;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;06;alle;alle;NULL;NULL;person;3237
grunnskolepoeng;2014-2015;06;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41,4
grunnskolepoeng;2014-2015;06;alle;bef_u_innv_og_norskf;NULL;NULL;person;2712
grunnskolepoeng;2014-2015;06;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41,2
grunnskolepoeng;2014-2015;06;alle;befolkningen_ellers;NULL;NULL;person;2921
grunnskolepoeng;2014-2015;06;alle;innvandrere;1;0_6;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;06;alle;innvandrere;1;0_6;person;34
grunnskolepoeng;2014-2015;06;alle;innvandrere;1;7+;grunnskolepoeng;37,4
grunnskolepoeng;2014-2015;06;alle;innvandrere;1;7+;person;98
grunnskolepoeng;2014-2015;06;alle;innvandrere;1;alle;grunnskolepoeng;38,4
grunnskolepoeng;2014-2015;06;alle;innvandrere;1;alle;person;127
grunnskolepoeng;2014-2015;06;alle;innvandrere;2;0_6;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;06;alle;innvandrere;2;0_6;person;85
grunnskolepoeng;2014-2015;06;alle;innvandrere;2;7+;grunnskolepoeng;35
grunnskolepoeng;2014-2015;06;alle;innvandrere;2;7+;person;99
grunnskolepoeng;2014-2015;06;alle;innvandrere;2;alle;grunnskolepoeng;37
grunnskolepoeng;2014-2015;06;alle;innvandrere;2;alle;person;185
grunnskolepoeng;2014-2015;06;alle;innvandrere;alle;0_6;grunnskolepoeng;40
grunnskolepoeng;2014-2015;06;alle;innvandrere;alle;0_6;person;112
grunnskolepoeng;2014-2015;06;alle;innvandrere;alle;7+;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;06;alle;innvandrere;alle;7+;person;197
grunnskolepoeng;2014-2015;06;alle;innvandrere;alle;alle;grunnskolepoeng;37,6
grunnskolepoeng;2014-2015;06;alle;innvandrere;alle;alle;person;314
grunnskolepoeng;2014-2015;06;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2014-2015;06;alle;norskfodte_m_innvf;NULL;NULL;person;206
grunnskolepoeng;2014-2015;06;1;alle;NULL;NULL;grunnskolepoeng;39
grunnskolepoeng;2014-2015;06;1;alle;NULL;NULL;person;1651
grunnskolepoeng;2014-2015;06;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2014-2015;06;1;bef_u_innv_og_norskf;NULL;NULL;person;1387
grunnskolepoeng;2014-2015;06;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;06;1;befolkningen_ellers;NULL;NULL;person;1484
grunnskolepoeng;2014-2015;06;1;innvandrere;1;0_6;grunnskolepoeng;40,8
grunnskolepoeng;2014-2015;06;1;innvandrere;1;0_6;person;12
grunnskolepoeng;2014-2015;06;1;innvandrere;1;7+;grunnskolepoeng;35,4
grunnskolepoeng;2014-2015;06;1;innvandrere;1;7+;person;49
grunnskolepoeng;2014-2015;06;1;innvandrere;1;alle;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;06;1;innvandrere;1;alle;person;59
grunnskolepoeng;2014-2015;06;1;innvandrere;2;0_6;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;06;1;innvandrere;2;0_6;person;40
grunnskolepoeng;2014-2015;06;1;innvandrere;2;7+;grunnskolepoeng;33,4
grunnskolepoeng;2014-2015;06;1;innvandrere;2;7+;person;65
grunnskolepoeng;2014-2015;06;1;innvandrere;2;alle;grunnskolepoeng;35
grunnskolepoeng;2014-2015;06;1;innvandrere;2;alle;person;102
grunnskolepoeng;2014-2015;06;1;innvandrere;alle;0_6;grunnskolepoeng;38
grunnskolepoeng;2014-2015;06;1;innvandrere;alle;0_6;person;53
grunnskolepoeng;2014-2015;06;1;innvandrere;alle;7+;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;06;1;innvandrere;alle;7+;person;113
grunnskolepoeng;2014-2015;06;1;innvandrere;alle;alle;grunnskolepoeng;35,6
grunnskolepoeng;2014-2015;06;1;innvandrere;alle;alle;person;164
grunnskolepoeng;2014-2015;06;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;36,8
grunnskolepoeng;2014-2015;06;1;norskfodte_m_innvf;NULL;NULL;person;93
grunnskolepoeng;2014-2015;06;0;alle;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2014-2015;06;0;alle;NULL;NULL;person;1586
grunnskolepoeng;2014-2015;06;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43,4
grunnskolepoeng;2014-2015;06;0;bef_u_innv_og_norskf;NULL;NULL;person;1325
grunnskolepoeng;2014-2015;06;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43,2
grunnskolepoeng;2014-2015;06;0;befolkningen_ellers;NULL;NULL;person;1437
grunnskolepoeng;2014-2015;06;0;innvandrere;1;0_6;grunnskolepoeng;42,8
grunnskolepoeng;2014-2015;06;0;innvandrere;1;0_6;person;21
grunnskolepoeng;2014-2015;06;0;innvandrere;1;7+;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;06;0;innvandrere;1;7+;person;47
grunnskolepoeng;2014-2015;06;0;innvandrere;1;alle;grunnskolepoeng;40,2
grunnskolepoeng;2014-2015;06;0;innvandrere;1;alle;person;67
grunnskolepoeng;2014-2015;06;0;innvandrere;2;0_6;grunnskolepoeng;41,6
grunnskolepoeng;2014-2015;06;0;innvandrere;2;0_6;person;51
grunnskolepoeng;2014-2015;06;0;innvandrere;2;7+;grunnskolepoeng;37,6
grunnskolepoeng;2014-2015;06;0;innvandrere;2;7+;person;36
grunnskolepoeng;2014-2015;06;0;innvandrere;2;alle;grunnskolepoeng;39,6
grunnskolepoeng;2014-2015;06;0;innvandrere;2;alle;person;86
grunnskolepoeng;2014-2015;06;0;innvandrere;alle;0_6;grunnskolepoeng;41,8
grunnskolepoeng;2014-2015;06;0;innvandrere;alle;0_6;person;65
grunnskolepoeng;2014-2015;06;0;innvandrere;alle;7+;grunnskolepoeng;38,6
grunnskolepoeng;2014-2015;06;0;innvandrere;alle;7+;person;83
grunnskolepoeng;2014-2015;06;0;innvandrere;alle;alle;grunnskolepoeng;40
grunnskolepoeng;2014-2015;06;0;innvandrere;alle;alle;person;150
grunnskolepoeng;2014-2015;06;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2014-2015;06;0;norskfodte_m_innvf;NULL;NULL;person;111
grunnskolepoeng;2014-2015;07;alle;alle;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2014-2015;07;alle;alle;NULL;NULL;person;2924
grunnskolepoeng;2014-2015;07;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;07;alle;bef_u_innv_og_norskf;NULL;NULL;person;2598
grunnskolepoeng;2014-2015;07;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;07;alle;befolkningen_ellers;NULL;NULL;person;2698
grunnskolepoeng;2014-2015;07;alle;innvandrere;1;0_6;grunnskolepoeng;39,6
grunnskolepoeng;2014-2015;07;alle;innvandrere;1;0_6;person;22
grunnskolepoeng;2014-2015;07;alle;innvandrere;1;7+;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;07;alle;innvandrere;1;7+;person;84
grunnskolepoeng;2014-2015;07;alle;innvandrere;1;alle;grunnskolepoeng;37,6
grunnskolepoeng;2014-2015;07;alle;innvandrere;1;alle;person;102
grunnskolepoeng;2014-2015;07;alle;innvandrere;2;0_6;grunnskolepoeng;38,6
grunnskolepoeng;2014-2015;07;alle;innvandrere;2;0_6;person;38
grunnskolepoeng;2014-2015;07;alle;innvandrere;2;7+;grunnskolepoeng;33,4
grunnskolepoeng;2014-2015;07;alle;innvandrere;2;7+;person;86
grunnskolepoeng;2014-2015;07;alle;innvandrere;2;alle;grunnskolepoeng;35,2
grunnskolepoeng;2014-2015;07;alle;innvandrere;2;alle;person;125
grunnskolepoeng;2014-2015;07;alle;innvandrere;alle;0_6;grunnskolepoeng;39
grunnskolepoeng;2014-2015;07;alle;innvandrere;alle;0_6;person;61
grunnskolepoeng;2014-2015;07;alle;innvandrere;alle;7+;grunnskolepoeng;35,4
grunnskolepoeng;2014-2015;07;alle;innvandrere;alle;7+;person;168
grunnskolepoeng;2014-2015;07;alle;innvandrere;alle;alle;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;07;alle;innvandrere;alle;alle;person;226
grunnskolepoeng;2014-2015;07;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39
grunnskolepoeng;2014-2015;07;alle;norskfodte_m_innvf;NULL;NULL;person;103
grunnskolepoeng;2014-2015;07;1;alle;NULL;NULL;grunnskolepoeng;38,4
grunnskolepoeng;2014-2015;07;1;alle;NULL;NULL;person;1447
grunnskolepoeng;2014-2015;07;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2014-2015;07;1;bef_u_innv_og_norskf;NULL;NULL;person;1275
grunnskolepoeng;2014-2015;07;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2014-2015;07;1;befolkningen_ellers;NULL;NULL;person;1323
grunnskolepoeng;2014-2015;07;1;innvandrere;1;0_6;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;07;1;innvandrere;1;0_6;person;10
grunnskolepoeng;2014-2015;07;1;innvandrere;1;7+;grunnskolepoeng;35,4
grunnskolepoeng;2014-2015;07;1;innvandrere;1;7+;person;49
grunnskolepoeng;2014-2015;07;1;innvandrere;1;alle;grunnskolepoeng;35,6
grunnskolepoeng;2014-2015;07;1;innvandrere;1;alle;person;55
grunnskolepoeng;2014-2015;07;1;innvandrere;2;0_6;grunnskolepoeng;38
grunnskolepoeng;2014-2015;07;1;innvandrere;2;0_6;person;22
grunnskolepoeng;2014-2015;07;1;innvandrere;2;7+;grunnskolepoeng;32
grunnskolepoeng;2014-2015;07;1;innvandrere;2;7+;person;42
grunnskolepoeng;2014-2015;07;1;innvandrere;2;alle;grunnskolepoeng;34
grunnskolepoeng;2014-2015;07;1;innvandrere;2;alle;person;66
grunnskolepoeng;2014-2015;07;1;innvandrere;alle;0_6;grunnskolepoeng;37,4
grunnskolepoeng;2014-2015;07;1;innvandrere;alle;0_6;person;37
grunnskolepoeng;2014-2015;07;1;innvandrere;alle;7+;grunnskolepoeng;33,8
grunnskolepoeng;2014-2015;07;1;innvandrere;alle;7+;person;90
grunnskolepoeng;2014-2015;07;1;innvandrere;alle;alle;grunnskolepoeng;34,8
grunnskolepoeng;2014-2015;07;1;innvandrere;alle;alle;person;126
grunnskolepoeng;2014-2015;07;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37
grunnskolepoeng;2014-2015;07;1;norskfodte_m_innvf;NULL;NULL;person;44
grunnskolepoeng;2014-2015;07;0;alle;NULL;NULL;grunnskolepoeng;42,6
grunnskolepoeng;2014-2015;07;0;alle;NULL;NULL;person;1477
grunnskolepoeng;2014-2015;07;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2014-2015;07;0;bef_u_innv_og_norskf;NULL;NULL;person;1323
grunnskolepoeng;2014-2015;07;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2014-2015;07;0;befolkningen_ellers;NULL;NULL;person;1375
grunnskolepoeng;2014-2015;07;0;innvandrere;1;0_6;grunnskolepoeng;45
grunnskolepoeng;2014-2015;07;0;innvandrere;1;0_6;person;9
grunnskolepoeng;2014-2015;07;0;innvandrere;1;7+;grunnskolepoeng;39,4
grunnskolepoeng;2014-2015;07;0;innvandrere;1;7+;person;34
grunnskolepoeng;2014-2015;07;0;innvandrere;1;alle;grunnskolepoeng;40,4
grunnskolepoeng;2014-2015;07;0;innvandrere;1;alle;person;45
grunnskolepoeng;2014-2015;07;0;innvandrere;2;0_6;grunnskolepoeng;39,6
grunnskolepoeng;2014-2015;07;0;innvandrere;2;0_6;person;17
grunnskolepoeng;2014-2015;07;0;innvandrere;2;7+;grunnskolepoeng;35
grunnskolepoeng;2014-2015;07;0;innvandrere;2;7+;person;44
grunnskolepoeng;2014-2015;07;0;innvandrere;2;alle;grunnskolepoeng;36,2
grunnskolepoeng;2014-2015;07;0;innvandrere;2;alle;person;58
grunnskolepoeng;2014-2015;07;0;innvandrere;alle;0_6;grunnskolepoeng;41,2
grunnskolepoeng;2014-2015;07;0;innvandrere;alle;0_6;person;23
grunnskolepoeng;2014-2015;07;0;innvandrere;alle;7+;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;07;0;innvandrere;alle;7+;person;80
grunnskolepoeng;2014-2015;07;0;innvandrere;alle;alle;grunnskolepoeng;38
grunnskolepoeng;2014-2015;07;0;innvandrere;alle;alle;person;100
grunnskolepoeng;2014-2015;07;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2014-2015;07;0;norskfodte_m_innvf;NULL;NULL;person;58
grunnskolepoeng;2014-2015;08;alle;alle;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2014-2015;08;alle;alle;NULL;NULL;person;2059
grunnskolepoeng;2014-2015;08;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2014-2015;08;alle;bef_u_innv_og_norskf;NULL;NULL;person;1819
grunnskolepoeng;2014-2015;08;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2014-2015;08;alle;befolkningen_ellers;NULL;NULL;person;1893
grunnskolepoeng;2014-2015;08;alle;innvandrere;1;0_6;grunnskolepoeng;42
grunnskolepoeng;2014-2015;08;alle;innvandrere;1;0_6;person;17
grunnskolepoeng;2014-2015;08;alle;innvandrere;1;7+;grunnskolepoeng;35,6
grunnskolepoeng;2014-2015;08;alle;innvandrere;1;7+;person;53
grunnskolepoeng;2014-2015;08;alle;innvandrere;1;alle;grunnskolepoeng;37,2
grunnskolepoeng;2014-2015;08;alle;innvandrere;1;alle;person;69
grunnskolepoeng;2014-2015;08;alle;innvandrere;2;0_6;grunnskolepoeng;39
grunnskolepoeng;2014-2015;08;alle;innvandrere;2;0_6;person;46
grunnskolepoeng;2014-2015;08;alle;innvandrere;2;7+;grunnskolepoeng;33,2
grunnskolepoeng;2014-2015;08;alle;innvandrere;2;7+;person;55
grunnskolepoeng;2014-2015;08;alle;innvandrere;2;alle;grunnskolepoeng;35,8
grunnskolepoeng;2014-2015;08;alle;innvandrere;2;alle;person;102
grunnskolepoeng;2014-2015;08;alle;innvandrere;alle;0_6;grunnskolepoeng;39,8
grunnskolepoeng;2014-2015;08;alle;innvandrere;alle;0_6;person;68
grunnskolepoeng;2014-2015;08;alle;innvandrere;alle;7+;grunnskolepoeng;34,4
grunnskolepoeng;2014-2015;08;alle;innvandrere;alle;7+;person;104
grunnskolepoeng;2014-2015;08;alle;innvandrere;alle;alle;grunnskolepoeng;36,4
grunnskolepoeng;2014-2015;08;alle;innvandrere;alle;alle;person;171
grunnskolepoeng;2014-2015;08;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;38,8
