"tabellnavn","aar","naringsregion_id","invkat_2","vreg_3","enhet","tabellvariabel","flytting"
befolkning_flytting,2014,60,alle,alle,personer,693,innflytting
befolkning_flytting,2014,61,alle,alle,personer,8290,innflytting
befolkning_flytting,2014,62,alle,alle,personer,286,innflytting
befolkning_flytting,2014,63,alle,alle,personer,990,innflytting
befolkning_flytting,2014,64,alle,alle,personer,1745,innflytting
befolkning_flytting,2014,65,alle,alle,personer,269,innflytting
befolkning_flytting,2014,66,alle,alle,personer,291,innflytting
befolkning_flytting,2014,67,alle,alle,personer,547,innflytting
befolkning_flytting,2014,68,alle,alle,personer,364,innflytting
befolkning_flytting,2014,69,alle,alle,personer,341,innflytting
befolkning_flytting,2014,70,alle,alle,personer,113,innflytting
befolkning_flytting,2014,71,alle,alle,personer,417,innflytting
befolkning_flytting,2014,72,alle,alle,personer,617,innflytting
befolkning_flytting,2014,73,alle,alle,personer,1938,innflytting
befolkning_flytting,2014,74,alle,alle,personer,857,innflytting
befolkning_flytting,2014,75,alle,alle,personer,719,innflytting
befolkning_flytting,2014,76,alle,alle,personer,826,innflytting
befolkning_flytting,2014,77,alle,alle,personer,1083,innflytting
befolkning_flytting,2014,78,alle,alle,personer,1193,innflytting
befolkning_flytting,2014,79,alle,alle,personer,2864,innflytting
befolkning_flytting,2014,80,alle,alle,personer,462,innflytting
befolkning_flytting,2014,81,alle,alle,personer,1125,innflytting
befolkning_flytting,2014,82,alle,alle,personer,499,innflytting
befolkning_flytting,2014,83,alle,alle,personer,835,innflytting
befolkning_flytting,2014,01,innvandrere,alle,personer,239,innflytting
befolkning_flytting,2014,02,innvandrere,alle,personer,540,innflytting
befolkning_flytting,2014,03,innvandrere,alle,personer,588,innflytting
befolkning_flytting,2014,04,innvandrere,alle,personer,1075,innflytting
befolkning_flytting,2014,05,innvandrere,alle,personer,2560,innflytting
befolkning_flytting,2014,06,innvandrere,alle,personer,1436,innflytting
befolkning_flytting,2014,07,innvandrere,alle,personer,2530,innflytting
befolkning_flytting,2014,08,innvandrere,alle,personer,1282,innflytting
befolkning_flytting,2014,09,innvandrere,alle,personer,6982,innflytting
befolkning_flytting,2014,10,innvandrere,alle,personer,104,innflytting
befolkning_flytting,2014,11,innvandrere,alle,personer,249,innflytting
befolkning_flytting,2014,12,innvandrere,alle,personer,446,innflytting
befolkning_flytting,2014,13,innvandrere,alle,personer,193,innflytting
befolkning_flytting,2014,14,innvandrere,alle,personer,350,innflytting
befolkning_flytting,2014,15,innvandrere,alle,personer,208,innflytting
befolkning_flytting,2014,16,innvandrere,alle,personer,273,innflytting
befolkning_flytting,2014,17,innvandrere,alle,personer,69,innflytting
befolkning_flytting,2014,18,innvandrere,alle,personer,68,innflytting
befolkning_flytting,2014,19,innvandrere,alle,personer,89,innflytting
befolkning_flytting,2014,20,innvandrere,alle,personer,1589,innflytting
befolkning_flytting,2014,21,innvandrere,alle,personer,105,innflytting
befolkning_flytting,2014,22,innvandrere,alle,personer,255,innflytting
befolkning_flytting,2014,23,innvandrere,alle,personer,129,innflytting
befolkning_flytting,2014,24,innvandrere,alle,personer,282,innflytting
befolkning_flytting,2014,25,innvandrere,alle,personer,778,innflytting
befolkning_flytting,2014,26,innvandrere,alle,personer,544,innflytting
befolkning_flytting,2014,27,innvandrere,alle,personer,602,innflytting
befolkning_flytting,2014,28,innvandrere,alle,personer,120,innflytting
befolkning_flytting,2014,29,innvandrere,alle,personer,168,innflytting
befolkning_flytting,2014,30,innvandrere,alle,personer,51,innflytting
befolkning_flytting,2014,31,innvandrere,alle,personer,33,innflytting
befolkning_flytting,2014,32,innvandrere,alle,personer,438,innflytting
befolkning_flytting,2014,33,innvandrere,alle,personer,140,innflytting
befolkning_flytting,2014,34,innvandrere,alle,personer,109,innflytting
befolkning_flytting,2014,35,innvandrere,alle,personer,743,innflytting
befolkning_flytting,2014,36,innvandrere,alle,personer,152,innflytting
befolkning_flytting,2014,37,innvandrere,alle,personer,414,innflytting
befolkning_flytting,2014,38,innvandrere,alle,personer,131,innflytting
befolkning_flytting,2014,39,innvandrere,alle,personer,1487,innflytting
befolkning_flytting,2014,40,innvandrere,alle,personer,1682,innflytting
befolkning_flytting,2014,41,innvandrere,alle,personer,188,innflytting
befolkning_flytting,2014,42,innvandrere,alle,personer,78,innflytting
befolkning_flytting,2014,43,innvandrere,alle,personer,56,innflytting
befolkning_flytting,2014,44,innvandrere,alle,personer,249,innflytting
befolkning_flytting,2014,45,innvandrere,alle,personer,66,innflytting
befolkning_flytting,2014,46,innvandrere,alle,personer,295,innflytting
befolkning_flytting,2014,47,innvandrere,alle,personer,542,innflytting
befolkning_flytting,2014,48,innvandrere,alle,personer,39,innflytting
befolkning_flytting,2014,49,innvandrere,alle,personer,130,innflytting
befolkning_flytting,2014,50,innvandrere,alle,personer,121,innflytting
befolkning_flytting,2014,51,innvandrere,alle,personer,120,innflytting
befolkning_flytting,2014,52,innvandrere,alle,personer,275,innflytting
befolkning_flytting,2014,53,innvandrere,alle,personer,298,innflytting
befolkning_flytting,2014,54,innvandrere,alle,personer,73,innflytting
befolkning_flytting,2014,55,innvandrere,alle,personer,178,innflytting
befolkning_flytting,2014,56,innvandrere,alle,personer,415,innflytting
befolkning_flytting,2014,57,innvandrere,alle,personer,87,innflytting
befolkning_flytting,2014,58,innvandrere,alle,personer,59,innflytting
befolkning_flytting,2014,59,innvandrere,alle,personer,45,innflytting
befolkning_flytting,2014,60,innvandrere,alle,personer,108,innflytting
befolkning_flytting,2014,61,innvandrere,alle,personer,1128,innflytting
befolkning_flytting,2014,62,innvandrere,alle,personer,57,innflytting
befolkning_flytting,2014,63,innvandrere,alle,personer,128,innflytting
befolkning_flytting,2014,64,innvandrere,alle,personer,224,innflytting
befolkning_flytting,2014,65,innvandrere,alle,personer,60,innflytting
befolkning_flytting,2014,66,innvandrere,alle,personer,55,innflytting
befolkning_flytting,2014,67,innvandrere,alle,personer,71,innflytting
befolkning_flytting,2014,68,innvandrere,alle,personer,58,innflytting
befolkning_flytting,2014,69,innvandrere,alle,personer,60,innflytting
befolkning_flytting,2014,70,innvandrere,alle,personer,11,innflytting
befolkning_flytting,2014,71,innvandrere,alle,personer,50,innflytting
befolkning_flytting,2014,72,innvandrere,alle,personer,116,innflytting
befolkning_flytting,2014,73,innvandrere,alle,personer,340,innflytting
befolkning_flytting,2014,74,innvandrere,alle,personer,146,innflytting
befolkning_flytting,2014,75,innvandrere,alle,personer,109,innflytting
befolkning_flytting,2014,76,innvandrere,alle,personer,106,innflytting
befolkning_flytting,2014,77,innvandrere,alle,personer,167,innflytting
befolkning_flytting,2014,78,innvandrere,alle,personer,118,innflytting
befolkning_flytting,2014,79,innvandrere,alle,personer,454,innflytting
befolkning_flytting,2014,80,innvandrere,alle,personer,59,innflytting
befolkning_flytting,2014,81,innvandrere,alle,personer,196,innflytting
befolkning_flytting,2014,82,innvandrere,alle,personer,60,innflytting
befolkning_flytting,2014,83,innvandrere,alle,personer,167,innflytting
befolkning_flytting,2014,01,innvandrere,1,personer,85,innflytting
befolkning_flytting,2014,01,innvandrere,2,personer,154,innflytting
befolkning_flytting,2014,02,innvandrere,1,personer,272,innflytting
befolkning_flytting,2014,02,innvandrere,2,personer,268,innflytting
befolkning_flytting,2014,03,innvandrere,1,personer,278,innflytting
befolkning_flytting,2014,03,innvandrere,2,personer,310,innflytting
befolkning_flytting,2014,04,innvandrere,1,personer,361,innflytting
befolkning_flytting,2014,04,innvandrere,2,personer,714,innflytting
befolkning_flytting,2014,05,innvandrere,1,personer,1222,innflytting
befolkning_flytting,2014,05,innvandrere,2,personer,1338,innflytting
befolkning_flytting,2014,06,innvandrere,1,personer,778,innflytting
befolkning_flytting,2014,06,innvandrere,2,personer,658,innflytting
befolkning_flytting,2014,07,innvandrere,1,personer,1121,innflytting
befolkning_flytting,2014,07,innvandrere,2,personer,1409,innflytting
befolkning_flytting,2014,08,innvandrere,1,personer,681,innflytting
befolkning_flytting,2014,08,innvandrere,2,personer,601,innflytting
befolkning_flytting,2014,09,innvandrere,1,personer,2632,innflytting
befolkning_flytting,2014,09,innvandrere,2,personer,4350,innflytting
befolkning_flytting,2014,10,innvandrere,1,personer,41,innflytting
befolkning_flytting,2014,10,innvandrere,2,personer,63,innflytting
befolkning_flytting,2014,11,innvandrere,1,personer,113,innflytting
befolkning_flytting,2014,11,innvandrere,2,personer,136,innflytting
befolkning_flytting,2014,12,innvandrere,1,personer,202,innflytting
befolkning_flytting,2014,12,innvandrere,2,personer,244,innflytting
befolkning_flytting,2014,13,innvandrere,1,personer,74,innflytting
befolkning_flytting,2014,13,innvandrere,2,personer,119,innflytting
befolkning_flytting,2014,14,innvandrere,1,personer,115,innflytting
befolkning_flytting,2014,14,innvandrere,2,personer,235,innflytting
befolkning_flytting,2014,15,innvandrere,1,personer,77,innflytting
befolkning_flytting,2014,15,innvandrere,2,personer,131,innflytting
befolkning_flytting,2014,16,innvandrere,1,personer,124,innflytting
befolkning_flytting,2014,16,innvandrere,2,personer,149,innflytting
befolkning_flytting,2014,17,innvandrere,1,personer,22,innflytting
befolkning_flytting,2014,17,innvandrere,2,personer,47,innflytting
befolkning_flytting,2014,18,innvandrere,1,personer,26,innflytting
befolkning_flytting,2014,18,innvandrere,2,personer,42,innflytting
befolkning_flytting,2014,19,innvandrere,1,personer,34,innflytting
befolkning_flytting,2014,19,innvandrere,2,personer,55,innflytting
befolkning_flytting,2014,20,innvandrere,1,personer,751,innflytting
befolkning_flytting,2014,20,innvandrere,2,personer,838,innflytting
befolkning_flytting,2014,21,innvandrere,1,personer,66,innflytting
befolkning_flytting,2014,21,innvandrere,2,personer,39,innflytting
befolkning_flytting,2014,22,innvandrere,1,personer,92,innflytting
befolkning_flytting,2014,22,innvandrere,2,personer,163,innflytting
befolkning_flytting,2014,23,innvandrere,1,personer,72,innflytting
befolkning_flytting,2014,23,innvandrere,2,personer,57,innflytting
befolkning_flytting,2014,24,innvandrere,1,personer,131,innflytting
befolkning_flytting,2014,24,innvandrere,2,personer,151,innflytting
befolkning_flytting,2014,25,innvandrere,1,personer,381,innflytting
befolkning_flytting,2014,25,innvandrere,2,personer,397,innflytting
befolkning_flytting,2014,26,innvandrere,1,personer,272,innflytting
befolkning_flytting,2014,26,innvandrere,2,personer,272,innflytting
befolkning_flytting,2014,27,innvandrere,1,personer,195,innflytting
befolkning_flytting,2014,27,innvandrere,2,personer,407,innflytting
befolkning_flytting,2014,28,innvandrere,1,personer,55,innflytting
befolkning_flytting,2014,28,innvandrere,2,personer,65,innflytting
befolkning_flytting,2014,29,innvandrere,1,personer,45,innflytting
befolkning_flytting,2014,29,innvandrere,2,personer,123,innflytting
befolkning_flytting,2014,30,innvandrere,1,personer,23,innflytting
befolkning_flytting,2014,30,innvandrere,2,personer,28,innflytting
befolkning_flytting,2014,31,innvandrere,1,personer,8,innflytting
befolkning_flytting,2014,31,innvandrere,2,personer,25,innflytting
befolkning_flytting,2014,32,innvandrere,1,personer,161,innflytting
befolkning_flytting,2014,32,innvandrere,2,personer,277,innflytting
befolkning_flytting,2014,33,innvandrere,1,personer,65,innflytting
befolkning_flytting,2014,33,innvandrere,2,personer,75,innflytting
befolkning_flytting,2014,34,innvandrere,1,personer,39,innflytting
befolkning_flytting,2014,34,innvandrere,2,personer,70,innflytting
befolkning_flytting,2014,35,innvandrere,1,personer,236,innflytting
befolkning_flytting,2014,35,innvandrere,2,personer,507,innflytting
befolkning_flytting,2014,36,innvandrere,1,personer,91,innflytting
befolkning_flytting,2014,36,innvandrere,2,personer,61,innflytting
befolkning_flytting,2014,37,innvandrere,1,personer,205,innflytting
befolkning_flytting,2014,37,innvandrere,2,personer,209,innflytting
befolkning_flytting,2014,38,innvandrere,1,personer,67,innflytting
befolkning_flytting,2014,38,innvandrere,2,personer,64,innflytting
befolkning_flytting,2014,39,innvandrere,1,personer,637,innflytting
befolkning_flytting,2014,39,innvandrere,2,personer,850,innflytting
befolkning_flytting,2014,40,innvandrere,1,personer,751,innflytting
befolkning_flytting,2014,40,innvandrere,2,personer,931,innflytting
befolkning_flytting,2014,41,innvandrere,1,personer,146,innflytting
befolkning_flytting,2014,41,innvandrere,2,personer,42,innflytting
befolkning_flytting,2014,42,innvandrere,1,personer,40,innflytting
befolkning_flytting,2014,42,innvandrere,2,personer,38,innflytting
befolkning_flytting,2014,43,innvandrere,1,personer,25,innflytting
befolkning_flytting,2014,43,innvandrere,2,personer,31,innflytting
befolkning_flytting,2014,44,innvandrere,1,personer,129,innflytting
befolkning_flytting,2014,44,innvandrere,2,personer,120,innflytting
befolkning_flytting,2014,45,innvandrere,1,personer,42,innflytting
befolkning_flytting,2014,45,innvandrere,2,personer,24,innflytting
befolkning_flytting,2014,46,innvandrere,1,personer,162,innflytting
befolkning_flytting,2014,46,innvandrere,2,personer,133,innflytting
befolkning_flytting,2014,47,innvandrere,1,personer,322,innflytting
befolkning_flytting,2014,47,innvandrere,2,personer,220,innflytting
befolkning_flytting,2014,48,innvandrere,1,personer,24,innflytting
befolkning_flytting,2014,48,innvandrere,2,personer,15,innflytting
befolkning_flytting,2014,49,innvandrere,1,personer,67,innflytting
befolkning_flytting,2014,49,innvandrere,2,personer,63,innflytting
befolkning_flytting,2014,50,innvandrere,1,personer,57,innflytting
befolkning_flytting,2014,50,innvandrere,2,personer,64,innflytting
befolkning_flytting,2014,51,innvandrere,1,personer,69,innflytting
befolkning_flytting,2014,51,innvandrere,2,personer,51,innflytting
befolkning_flytting,2014,52,innvandrere,1,personer,120,innflytting
befolkning_flytting,2014,52,innvandrere,2,personer,155,innflytting
befolkning_flytting,2014,53,innvandrere,1,personer,133,innflytting
befolkning_flytting,2014,53,innvandrere,2,personer,165,innflytting
befolkning_flytting,2014,54,innvandrere,1,personer,45,innflytting
befolkning_flytting,2014,54,innvandrere,2,personer,28,innflytting
befolkning_flytting,2014,55,innvandrere,1,personer,93,innflytting
befolkning_flytting,2014,55,innvandrere,2,personer,85,innflytting
befolkning_flytting,2014,56,innvandrere,1,personer,203,innflytting
befolkning_flytting,2014,56,innvandrere,2,personer,212,innflytting
befolkning_flytting,2014,57,innvandrere,1,personer,30,innflytting
befolkning_flytting,2014,57,innvandrere,2,personer,57,innflytting
befolkning_flytting,2014,58,innvandrere,1,personer,40,innflytting
befolkning_flytting,2014,58,innvandrere,2,personer,19,innflytting
befolkning_flytting,2014,59,innvandrere,1,personer,14,innflytting
befolkning_flytting,2014,59,innvandrere,2,personer,31,innflytting
befolkning_flytting,2014,60,innvandrere,1,personer,53,innflytting
befolkning_flytting,2014,60,innvandrere,2,personer,55,innflytting
befolkning_flytting,2014,61,innvandrere,1,personer,424,innflytting
befolkning_flytting,2014,61,innvandrere,2,personer,704,innflytting
befolkning_flytting,2014,62,innvandrere,1,personer,26,innflytting
befolkning_flytting,2014,62,innvandrere,2,personer,31,innflytting
befolkning_flytting,2014,63,innvandrere,1,personer,56,innflytting
befolkning_flytting,2014,63,innvandrere,2,personer,72,innflytting
befolkning_flytting,2014,64,innvandrere,1,personer,84,innflytting
befolkning_flytting,2014,64,innvandrere,2,personer,140,innflytting
befolkning_flytting,2014,65,innvandrere,1,personer,12,innflytting
befolkning_flytting,2014,65,innvandrere,2,personer,48,innflytting
befolkning_flytting,2014,66,innvandrere,1,personer,15,innflytting
befolkning_flytting,2014,66,innvandrere,2,personer,40,innflytting
befolkning_flytting,2014,67,innvandrere,1,personer,19,innflytting
befolkning_flytting,2014,67,innvandrere,2,personer,52,innflytting
befolkning_flytting,2014,68,innvandrere,1,personer,16,innflytting
befolkning_flytting,2014,68,innvandrere,2,personer,42,innflytting
befolkning_flytting,2014,69,innvandrere,1,personer,19,innflytting
befolkning_flytting,2014,69,innvandrere,2,personer,41,innflytting
befolkning_flytting,2014,70,innvandrere,1,personer,5,innflytting
befolkning_flytting,2014,70,innvandrere,2,personer,6,innflytting
befolkning_flytting,2014,71,innvandrere,1,personer,18,innflytting
befolkning_flytting,2014,71,innvandrere,2,personer,32,innflytting
befolkning_flytting,2014,72,innvandrere,1,personer,52,innflytting
befolkning_flytting,2014,72,innvandrere,2,personer,64,innflytting
befolkning_flytting,2014,73,innvandrere,1,personer,163,innflytting
befolkning_flytting,2014,73,innvandrere,2,personer,177,innflytting
befolkning_flytting,2014,74,innvandrere,1,personer,44,innflytting
befolkning_flytting,2014,74,innvandrere,2,personer,102,innflytting
befolkning_flytting,2014,75,innvandrere,1,personer,47,innflytting
befolkning_flytting,2014,75,innvandrere,2,personer,62,innflytting
befolkning_flytting,2014,76,innvandrere,1,personer,33,innflytting
befolkning_flytting,2014,76,innvandrere,2,personer,73,innflytting
befolkning_flytting,2014,77,innvandrere,1,personer,70,innflytting
befolkning_flytting,2014,77,innvandrere,2,personer,97,innflytting
befolkning_flytting,2014,78,innvandrere,1,personer,36,innflytting
befolkning_flytting,2014,78,innvandrere,2,personer,82,innflytting
befolkning_flytting,2014,79,innvandrere,1,personer,212,innflytting
befolkning_flytting,2014,79,innvandrere,2,personer,242,innflytting
befolkning_flytting,2014,80,innvandrere,1,personer,29,innflytting
befolkning_flytting,2014,80,innvandrere,2,personer,30,innflytting
befolkning_flytting,2014,81,innvandrere,1,personer,71,innflytting
befolkning_flytting,2014,81,innvandrere,2,personer,125,innflytting
befolkning_flytting,2014,82,innvandrere,1,personer,28,innflytting
befolkning_flytting,2014,82,innvandrere,2,personer,32,innflytting
befolkning_flytting,2014,83,innvandrere,1,personer,60,innflytting
befolkning_flytting,2014,83,innvandrere,2,personer,107,innflytting
befolkning_flytting,2014,01,alle,alle,personer,1043,utflytting
befolkning_flytting,2014,02,alle,alle,personer,2394,utflytting
befolkning_flytting,2014,03,alle,alle,personer,2124,utflytting
befolkning_flytting,2014,04,alle,alle,personer,3615,utflytting
befolkning_flytting,2014,05,alle,alle,personer,7789,utflytting
befolkning_flytting,2014,06,alle,alle,personer,6012,utflytting
befolkning_flytting,2014,07,alle,alle,personer,7475,utflytting
befolkning_flytting,2014,08,alle,alle,personer,3783,utflytting
befolkning_flytting,2014,09,alle,alle,personer,29488,utflytting
befolkning_flytting,2014,10,alle,alle,personer,487,utflytting
befolkning_flytting,2014,11,alle,alle,personer,1720,utflytting
befolkning_flytting,2014,12,alle,alle,personer,2388,utflytting
befolkning_flytting,2014,13,alle,alle,personer,1527,utflytting
befolkning_flytting,2014,14,alle,alle,personer,1947,utflytting
befolkning_flytting,2014,15,alle,alle,personer,996,utflytting
befolkning_flytting,2014,16,alle,alle,personer,1643,utflytting
befolkning_flytting,2014,17,alle,alle,personer,420,utflytting
befolkning_flytting,2014,18,alle,alle,personer,516,utflytting
befolkning_flytting,2014,19,alle,alle,personer,695,utflytting
befolkning_flytting,2014,20,alle,alle,personer,5473,utflytting
befolkning_flytting,2014,21,alle,alle,personer,787,utflytting
befolkning_flytting,2014,22,alle,alle,personer,1157,utflytting
befolkning_flytting,2014,23,alle,alle,personer,705,utflytting
befolkning_flytting,2014,24,alle,alle,personer,1392,utflytting
befolkning_flytting,2014,25,alle,alle,personer,4090,utflytting
befolkning_flytting,2014,26,alle,alle,personer,2733,utflytting
befolkning_flytting,2014,27,alle,alle,personer,2895,utflytting
befolkning_flytting,2014,28,alle,alle,personer,734,utflytting
befolkning_flytting,2014,29,alle,alle,personer,752,utflytting
befolkning_flytting,2014,30,alle,alle,personer,467,utflytting
befolkning_flytting,2014,31,alle,alle,personer,255,utflytting
befolkning_flytting,2014,32,alle,alle,personer,2174,utflytting
befolkning_flytting,2014,33,alle,alle,personer,891,utflytting
befolkning_flytting,2014,34,alle,alle,personer,781,utflytting
befolkning_flytting,2014,35,alle,alle,personer,3508,utflytting
befolkning_flytting,2014,36,alle,alle,personer,725,utflytting
befolkning_flytting,2014,37,alle,alle,personer,2234,utflytting
befolkning_flytting,2014,38,alle,alle,personer,754,utflytting
befolkning_flytting,2014,39,alle,alle,personer,6130,utflytting
befolkning_flytting,2014,40,alle,alle,personer,10137,utflytting
befolkning_flytting,2014,41,alle,alle,personer,956,utflytting
befolkning_flytting,2014,42,alle,alle,personer,740,utflytting
befolkning_flytting,2014,43,alle,alle,personer,385,utflytting
befolkning_flytting,2014,44,alle,alle,personer,1035,utflytting
befolkning_flytting,2014,45,alle,alle,personer,431,utflytting
befolkning_flytting,2014,46,alle,alle,personer,1691,utflytting
befolkning_flytting,2014,47,alle,alle,personer,2297,utflytting
befolkning_flytting,2014,48,alle,alle,personer,277,utflytting
befolkning_flytting,2014,49,alle,alle,personer,930,utflytting
befolkning_flytting,2014,50,alle,alle,personer,1049,utflytting
befolkning_flytting,2014,51,alle,alle,personer,1037,utflytting
befolkning_flytting,2014,52,alle,alle,personer,1698,utflytting
befolkning_flytting,2014,53,alle,alle,personer,1636,utflytting
befolkning_flytting,2014,54,alle,alle,personer,514,utflytting
befolkning_flytting,2014,55,alle,alle,personer,1290,utflytting
befolkning_flytting,2014,56,alle,alle,personer,2004,utflytting
befolkning_flytting,2014,57,alle,alle,personer,749,utflytting
befolkning_flytting,2014,58,alle,alle,personer,350,utflytting
befolkning_flytting,2014,59,alle,alle,personer,294,utflytting
befolkning_flytting,2014,60,alle,alle,personer,691,utflytting
befolkning_flytting,2014,61,alle,alle,personer,7562,utflytting
befolkning_flytting,2014,62,alle,alle,personer,245,utflytting
befolkning_flytting,2014,63,alle,alle,personer,961,utflytting
befolkning_flytting,2014,64,alle,alle,personer,1776,utflytting
befolkning_flytting,2014,65,alle,alle,personer,345,utflytting
befolkning_flytting,2014,66,alle,alle,personer,277,utflytting
befolkning_flytting,2014,67,alle,alle,personer,810,utflytting
befolkning_flytting,2014,68,alle,alle,personer,399,utflytting
befolkning_flytting,2014,69,alle,alle,personer,460,utflytting
befolkning_flytting,2014,70,alle,alle,personer,141,utflytting
befolkning_flytting,2014,71,alle,alle,personer,535,utflytting
befolkning_flytting,2014,72,alle,alle,personer,830,utflytting
befolkning_flytting,2014,73,alle,alle,personer,2447,utflytting
befolkning_flytting,2014,74,alle,alle,personer,909,utflytting
befolkning_flytting,2014,75,alle,alle,personer,808,utflytting
befolkning_flytting,2014,76,alle,alle,personer,1250,utflytting
befolkning_flytting,2014,77,alle,alle,personer,1334,utflytting
befolkning_flytting,2014,78,alle,alle,personer,1405,utflytting
befolkning_flytting,2014,79,alle,alle,personer,2986,utflytting
befolkning_flytting,2014,80,alle,alle,personer,667,utflytting
befolkning_flytting,2014,81,alle,alle,personer,1472,utflytting
befolkning_flytting,2014,82,alle,alle,personer,573,utflytting
befolkning_flytting,2014,83,alle,alle,personer,1051,utflytting
befolkning_flytting,2014,01,innvandrere,alle,personer,178,utflytting
befolkning_flytting,2014,02,innvandrere,alle,personer,558,utflytting
befolkning_flytting,2014,03,innvandrere,alle,personer,400,utflytting
befolkning_flytting,2014,04,innvandrere,alle,personer,781,utflytting
befolkning_flytting,2014,05,innvandrere,alle,personer,2031,utflytting
befolkning_flytting,2014,06,innvandrere,alle,personer,1162,utflytting
befolkning_flytting,2014,07,innvandrere,alle,personer,1983,utflytting
befolkning_flytting,2014,08,innvandrere,alle,personer,829,utflytting
befolkning_flytting,2014,09,innvandrere,alle,personer,6674,utflytting
befolkning_flytting,2014,10,innvandrere,alle,personer,90,utflytting
befolkning_flytting,2014,11,innvandrere,alle,personer,384,utflytting
befolkning_flytting,2014,12,innvandrere,alle,personer,442,utflytting
befolkning_flytting,2014,13,innvandrere,alle,personer,326,utflytting
befolkning_flytting,2014,14,innvandrere,alle,personer,413,utflytting
befolkning_flytting,2014,15,innvandrere,alle,personer,185,utflytting
befolkning_flytting,2014,16,innvandrere,alle,personer,239,utflytting
befolkning_flytting,2014,17,innvandrere,alle,personer,110,utflytting
befolkning_flytting,2014,18,innvandrere,alle,personer,147,utflytting
befolkning_flytting,2014,19,innvandrere,alle,personer,203,utflytting
befolkning_flytting,2014,20,innvandrere,alle,personer,1235,utflytting
befolkning_flytting,2014,21,innvandrere,alle,personer,283,utflytting
befolkning_flytting,2014,22,innvandrere,alle,personer,297,utflytting
befolkning_flytting,2014,23,innvandrere,alle,personer,112,utflytting
befolkning_flytting,2014,24,innvandrere,alle,personer,309,utflytting
befolkning_flytting,2014,25,innvandrere,alle,personer,732,utflytting
befolkning_flytting,2014,26,innvandrere,alle,personer,476,utflytting
befolkning_flytting,2014,27,innvandrere,alle,personer,614,utflytting
befolkning_flytting,2014,28,innvandrere,alle,personer,164,utflytting
befolkning_flytting,2014,29,innvandrere,alle,personer,155,utflytting
befolkning_flytting,2014,30,innvandrere,alle,personer,73,utflytting
befolkning_flytting,2014,31,innvandrere,alle,personer,57,utflytting
befolkning_flytting,2014,32,innvandrere,alle,personer,374,utflytting
befolkning_flytting,2014,33,innvandrere,alle,personer,264,utflytting
befolkning_flytting,2014,34,innvandrere,alle,personer,188,utflytting
befolkning_flytting,2014,35,innvandrere,alle,personer,739,utflytting
befolkning_flytting,2014,36,innvandrere,alle,personer,168,utflytting
befolkning_flytting,2014,37,innvandrere,alle,personer,474,utflytting
befolkning_flytting,2014,38,innvandrere,alle,personer,162,utflytting
befolkning_flytting,2014,39,innvandrere,alle,personer,1247,utflytting
befolkning_flytting,2014,40,innvandrere,alle,personer,1644,utflytting
befolkning_flytting,2014,41,innvandrere,alle,personer,143,utflytting
befolkning_flytting,2014,42,innvandrere,alle,personer,182,utflytting
befolkning_flytting,2014,43,innvandrere,alle,personer,77,utflytting
befolkning_flytting,2014,44,innvandrere,alle,personer,148,utflytting
befolkning_flytting,2014,45,innvandrere,alle,personer,49,utflytting
befolkning_flytting,2014,46,innvandrere,alle,personer,320,utflytting
befolkning_flytting,2014,47,innvandrere,alle,personer,396,utflytting
befolkning_flytting,2014,48,innvandrere,alle,personer,50,utflytting
befolkning_flytting,2014,49,innvandrere,alle,personer,179,utflytting
befolkning_flytting,2014,50,innvandrere,alle,personer,276,utflytting
befolkning_flytting,2014,51,innvandrere,alle,personer,243,utflytting
befolkning_flytting,2014,52,innvandrere,alle,personer,417,utflytting
befolkning_flytting,2014,53,innvandrere,alle,personer,362,utflytting
befolkning_flytting,2014,54,innvandrere,alle,personer,95,utflytting
befolkning_flytting,2014,55,innvandrere,alle,personer,340,utflytting
befolkning_flytting,2014,56,innvandrere,alle,personer,379,utflytting
befolkning_flytting,2014,57,innvandrere,alle,personer,84,utflytting
befolkning_flytting,2014,58,innvandrere,alle,personer,87,utflytting
befolkning_flytting,2014,59,innvandrere,alle,personer,38,utflytting
befolkning_flytting,2014,60,innvandrere,alle,personer,131,utflytting
befolkning_flytting,2014,61,innvandrere,alle,personer,1089,utflytting
befolkning_flytting,2014,62,innvandrere,alle,personer,53,utflytting
befolkning_flytting,2014,63,innvandrere,alle,personer,136,utflytting
befolkning_flytting,2014,64,innvandrere,alle,personer,340,utflytting
befolkning_flytting,2014,65,innvandrere,alle,personer,85,utflytting
befolkning_flytting,2014,66,innvandrere,alle,personer,40,utflytting
befolkning_flytting,2014,67,innvandrere,alle,personer,205,utflytting
befolkning_flytting,2014,68,innvandrere,alle,personer,63,utflytting
befolkning_flytting,2014,69,innvandrere,alle,personer,131,utflytting
befolkning_flytting,2014,70,innvandrere,alle,personer,14,utflytting
befolkning_flytting,2014,71,innvandrere,alle,personer,138,utflytting
befolkning_flytting,2014,72,innvandrere,alle,personer,213,utflytting
befolkning_flytting,2014,73,innvandrere,alle,personer,499,utflytting
befolkning_flytting,2014,74,innvandrere,alle,personer,254,utflytting
befolkning_flytting,2014,75,innvandrere,alle,personer,180,utflytting
befolkning_flytting,2014,76,innvandrere,alle,personer,317,utflytting
befolkning_flytting,2014,77,innvandrere,alle,personer,286,utflytting
befolkning_flytting,2014,78,innvandrere,alle,personer,286,utflytting
befolkning_flytting,2014,79,innvandrere,alle,personer,484,utflytting
