"aar","fylke_nr","innvkat_5","kjonn","enhet","tabellvariabel","tabell_navn","kommune_nr","naringsregion_nr","bydel_nr"
"2012","05","norskfodte_m_innvf","0","prosent","63.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","norskfodte_m_innvf","1","personer","8","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","norskfodte_m_innvf","1","prosent","47.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","norskfodte_m_innvf","alle","personer","15","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","norskfodte_m_innvf","alle","prosent","53.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","bef_u_innv_og_norskf","0","personer","813","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","bef_u_innv_og_norskf","0","prosent","74.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","bef_u_innv_og_norskf","1","personer","755","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","bef_u_innv_og_norskf","1","prosent","63.2","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","bef_u_innv_og_norskf","alle","personer","1568","videregaende_fullfort","NULL","NULL","NULL"
"2012","05","bef_u_innv_og_norskf","alle","prosent","68.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","alle","0","personer","1205","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","alle","0","prosent","75.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","alle","1","personer","1043","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","alle","1","prosent","63.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","alle","alle","personer","2248","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","alle","alle","prosent","69.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","innvandrere","0","personer","57","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","innvandrere","0","prosent","58.2","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","innvandrere","1","personer","35","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","innvandrere","1","prosent","40.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","innvandrere","alle","personer","92","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","innvandrere","alle","prosent","50","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","befolkningen_ellers","0","personer","1148","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","befolkningen_ellers","0","prosent","76.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","befolkningen_ellers","1","personer","1008","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","befolkningen_ellers","1","prosent","64.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","befolkningen_ellers","alle","personer","2156","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","befolkningen_ellers","alle","prosent","70.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","norskfodte_m_innvf","0","personer","47","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","norskfodte_m_innvf","0","prosent","71.2","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","norskfodte_m_innvf","1","personer","31","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","norskfodte_m_innvf","1","prosent","48.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","norskfodte_m_innvf","alle","personer","78","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","norskfodte_m_innvf","alle","prosent","60","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","bef_u_innv_og_norskf","0","personer","1101","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","bef_u_innv_og_norskf","0","prosent","76.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","bef_u_innv_og_norskf","1","personer","977","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","bef_u_innv_og_norskf","1","prosent","65.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","bef_u_innv_og_norskf","alle","personer","2078","videregaende_fullfort","NULL","NULL","NULL"
"2012","06","bef_u_innv_og_norskf","alle","prosent","71","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","alle","0","personer","1075","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","alle","0","prosent","72.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","alle","1","personer","978","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","alle","1","prosent","63","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","alle","alle","personer","2053","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","alle","alle","prosent","67.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","innvandrere","0","personer","44","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","innvandrere","0","prosent","55.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","innvandrere","1","personer","37","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","innvandrere","1","prosent","44.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","innvandrere","alle","personer","81","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","innvandrere","alle","prosent","50","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","befolkningen_ellers","0","personer","1031","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","befolkningen_ellers","0","prosent","73.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","befolkningen_ellers","1","personer","941","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","befolkningen_ellers","1","prosent","64","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","befolkningen_ellers","alle","personer","1972","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","befolkningen_ellers","alle","prosent","68.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","norskfodte_m_innvf","0","personer","17","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","norskfodte_m_innvf","0","prosent","56.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","norskfodte_m_innvf","1","personer","19","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","norskfodte_m_innvf","1","prosent","63.3","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","norskfodte_m_innvf","alle","personer","36","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","norskfodte_m_innvf","alle","prosent","60","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","bef_u_innv_og_norskf","0","personer","1014","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","bef_u_innv_og_norskf","0","prosent","73.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","bef_u_innv_og_norskf","1","personer","922","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","bef_u_innv_og_norskf","1","prosent","64","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","bef_u_innv_og_norskf","alle","personer","1936","videregaende_fullfort","NULL","NULL","NULL"
"2012","07","bef_u_innv_og_norskf","alle","prosent","68.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","alle","0","personer","828","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","alle","0","prosent","74.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","alle","1","personer","742","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","alle","1","prosent","64.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","alle","alle","personer","1570","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","alle","alle","prosent","69","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","innvandrere","0","personer","39","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","innvandrere","0","prosent","66.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","innvandrere","1","personer","33","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","innvandrere","1","prosent","50","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","innvandrere","alle","personer","72","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","innvandrere","alle","prosent","57.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","befolkningen_ellers","0","personer","789","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","befolkningen_ellers","0","prosent","74.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","befolkningen_ellers","1","personer","709","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","befolkningen_ellers","1","prosent","64.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","befolkningen_ellers","alle","personer","1498","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","befolkningen_ellers","alle","prosent","69.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","norskfodte_m_innvf","0","personer","8","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","norskfodte_m_innvf","0","prosent","53.3","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","norskfodte_m_innvf","1","personer","12","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","norskfodte_m_innvf","1","prosent","66.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","norskfodte_m_innvf","alle","personer","20","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","norskfodte_m_innvf","alle","prosent","60.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","bef_u_innv_og_norskf","0","personer","781","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","bef_u_innv_og_norskf","0","prosent","74.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","bef_u_innv_og_norskf","1","personer","697","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","bef_u_innv_og_norskf","1","prosent","64.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","bef_u_innv_og_norskf","alle","personer","1478","videregaende_fullfort","NULL","NULL","NULL"
"2012","08","bef_u_innv_og_norskf","alle","prosent","69.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","alle","0","personer","549","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","alle","0","prosent","71.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","alle","1","personer","504","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","alle","1","prosent","64.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","alle","alle","personer","1053","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","alle","alle","prosent","68","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","innvandrere","0","personer","20","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","innvandrere","0","prosent","76.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","innvandrere","1","personer","17","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","innvandrere","1","prosent","56.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","innvandrere","alle","personer","37","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","innvandrere","alle","prosent","66.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","befolkningen_ellers","0","personer","529","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","befolkningen_ellers","0","prosent","71.2","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","befolkningen_ellers","1","personer","487","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","befolkningen_ellers","1","prosent","64.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","befolkningen_ellers","alle","personer","1016","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","befolkningen_ellers","alle","prosent","68.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","norskfodte_m_innvf","0","personer","5","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","norskfodte_m_innvf","0","prosent","55.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","norskfodte_m_innvf","1","personer","7","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","norskfodte_m_innvf","1","prosent","58.3","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","norskfodte_m_innvf","alle","personer","12","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","norskfodte_m_innvf","alle","prosent","57.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","bef_u_innv_og_norskf","0","personer","524","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","bef_u_innv_og_norskf","0","prosent","71.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","bef_u_innv_og_norskf","1","personer","480","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","bef_u_innv_og_norskf","1","prosent","65","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","bef_u_innv_og_norskf","alle","personer","1004","videregaende_fullfort","NULL","NULL","NULL"
"2012","09","bef_u_innv_og_norskf","alle","prosent","68.2","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","alle","0","personer","868","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","alle","0","prosent","73.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","alle","1","personer","834","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","alle","1","prosent","69.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","alle","alle","personer","1702","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","alle","alle","prosent","71.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","innvandrere","0","personer","36","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","innvandrere","0","prosent","75","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","innvandrere","1","personer","32","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","innvandrere","1","prosent","46.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","innvandrere","alle","personer","68","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","innvandrere","alle","prosent","58.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","befolkningen_ellers","0","personer","832","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","befolkningen_ellers","0","prosent","73.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","befolkningen_ellers","1","personer","802","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","befolkningen_ellers","1","prosent","70.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","befolkningen_ellers","alle","personer","1634","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","befolkningen_ellers","alle","prosent","72.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","norskfodte_m_innvf","0","personer","14","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","norskfodte_m_innvf","0","prosent","60.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","norskfodte_m_innvf","1","personer","10","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","norskfodte_m_innvf","1","prosent","41.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","norskfodte_m_innvf","alle","personer","24","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","norskfodte_m_innvf","alle","prosent","51.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","bef_u_innv_og_norskf","0","personer","818","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","bef_u_innv_og_norskf","0","prosent","74","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","bef_u_innv_og_norskf","1","personer","792","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","bef_u_innv_og_norskf","1","prosent","71.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","bef_u_innv_og_norskf","alle","personer","1610","videregaende_fullfort","NULL","NULL","NULL"
"2012","10","bef_u_innv_og_norskf","alle","prosent","72.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","alle","0","personer","2158","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","alle","0","prosent","75.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","alle","1","personer","2013","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","alle","1","prosent","67.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","alle","alle","personer","4171","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","alle","alle","prosent","71.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","innvandrere","0","personer","83","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","innvandrere","0","prosent","71.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","innvandrere","1","personer","55","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","innvandrere","1","prosent","42.3","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","innvandrere","alle","personer","138","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","innvandrere","alle","prosent","56.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","befolkningen_ellers","0","personer","2075","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","befolkningen_ellers","0","prosent","75.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","befolkningen_ellers","1","personer","1958","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","befolkningen_ellers","1","prosent","68.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","befolkningen_ellers","alle","personer","4033","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","befolkningen_ellers","alle","prosent","72.3","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","norskfodte_m_innvf","0","personer","47","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","norskfodte_m_innvf","0","prosent","78.3","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","norskfodte_m_innvf","1","personer","25","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","norskfodte_m_innvf","1","prosent","47.2","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","norskfodte_m_innvf","alle","personer","72","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","norskfodte_m_innvf","alle","prosent","63.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","bef_u_innv_og_norskf","0","personer","2028","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","bef_u_innv_og_norskf","0","prosent","75.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","bef_u_innv_og_norskf","1","personer","1933","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","bef_u_innv_og_norskf","1","prosent","69.3","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","bef_u_innv_og_norskf","alle","personer","3961","videregaende_fullfort","NULL","NULL","NULL"
"2012","11","bef_u_innv_og_norskf","alle","prosent","72.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","alle","0","personer","2325","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","alle","0","prosent","75","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","alle","1","personer","2087","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","alle","1","prosent","64.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","alle","alle","personer","4412","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","alle","alle","prosent","69.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","innvandrere","0","personer","46","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","innvandrere","0","prosent","48.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","innvandrere","1","personer","43","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","innvandrere","1","prosent","40.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","innvandrere","alle","personer","89","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","innvandrere","alle","prosent","44.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","befolkningen_ellers","0","personer","2279","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","befolkningen_ellers","0","prosent","75.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","befolkningen_ellers","1","personer","2044","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","befolkningen_ellers","1","prosent","65.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","befolkningen_ellers","alle","personer","4323","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","befolkningen_ellers","alle","prosent","70.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","norskfodte_m_innvf","0","personer","33","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","norskfodte_m_innvf","0","prosent","84.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","norskfodte_m_innvf","1","personer","27","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","norskfodte_m_innvf","1","prosent","54","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","norskfodte_m_innvf","alle","personer","60","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","norskfodte_m_innvf","alle","prosent","67.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","bef_u_innv_og_norskf","0","personer","2246","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","bef_u_innv_og_norskf","0","prosent","75.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","bef_u_innv_og_norskf","1","personer","2017","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","bef_u_innv_og_norskf","1","prosent","65.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","bef_u_innv_og_norskf","alle","personer","4263","videregaende_fullfort","NULL","NULL","NULL"
"2012","12","bef_u_innv_og_norskf","alle","prosent","70.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","alle","0","personer","625","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","alle","0","prosent","81.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","alle","1","personer","577","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","alle","1","prosent","70.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","alle","alle","personer","1202","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","alle","alle","prosent","75.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","innvandrere","0","personer","15","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","innvandrere","0","prosent","68.2","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","innvandrere","1","personer","14","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","innvandrere","1","prosent","46.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","innvandrere","alle","personer","29","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","innvandrere","alle","prosent","55.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","befolkningen_ellers","0","personer","610","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","befolkningen_ellers","0","prosent","81.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","befolkningen_ellers","1","personer","563","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","befolkningen_ellers","1","prosent","71.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","befolkningen_ellers","alle","personer","1173","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","befolkningen_ellers","alle","prosent","76.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","norskfodte_m_innvf","0","personer","1","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","norskfodte_m_innvf","0","prosent","100","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","norskfodte_m_innvf","1","personer","1","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","norskfodte_m_innvf","1","prosent","50","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","norskfodte_m_innvf","alle","personer","2","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","norskfodte_m_innvf","alle","prosent","66.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","bef_u_innv_og_norskf","0","personer","609","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","bef_u_innv_og_norskf","0","prosent","81.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","bef_u_innv_og_norskf","1","personer","562","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","bef_u_innv_og_norskf","1","prosent","71.7","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","bef_u_innv_og_norskf","alle","personer","1171","videregaende_fullfort","NULL","NULL","NULL"
"2012","14","bef_u_innv_og_norskf","alle","prosent","76.6","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","alle","0","personer","1315","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","alle","0","prosent","77.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","alle","1","personer","1202","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","alle","1","prosent","66","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","alle","alle","personer","2517","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","alle","alle","prosent","71.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","innvandrere","0","personer","36","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","innvandrere","0","prosent","65.5","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","innvandrere","1","personer","35","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","innvandrere","1","prosent","44.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","innvandrere","alle","personer","71","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","innvandrere","alle","prosent","53.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","befolkningen_ellers","0","personer","1279","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","befolkningen_ellers","0","prosent","77.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","befolkningen_ellers","1","personer","1167","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","befolkningen_ellers","1","prosent","67","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","befolkningen_ellers","alle","personer","2446","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","befolkningen_ellers","alle","prosent","72.3","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","norskfodte_m_innvf","0","personer","9","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","norskfodte_m_innvf","0","prosent","81.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","norskfodte_m_innvf","1","personer","7","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","norskfodte_m_innvf","1","prosent","77.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","norskfodte_m_innvf","alle","personer","16","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","norskfodte_m_innvf","alle","prosent","80","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","bef_u_innv_og_norskf","0","personer","1270","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","bef_u_innv_og_norskf","0","prosent","77.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","bef_u_innv_og_norskf","1","personer","1160","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","bef_u_innv_og_norskf","1","prosent","66.9","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","bef_u_innv_og_norskf","alle","personer","2430","videregaende_fullfort","NULL","NULL","NULL"
"2012","15","bef_u_innv_og_norskf","alle","prosent","72.2","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","alle","0","personer","1399","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","alle","0","prosent","76.8","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","alle","1","personer","1245","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","alle","1","prosent","64.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","alle","alle","personer","2644","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","alle","alle","prosent","70.2","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","innvandrere","0","personer","39","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","innvandrere","0","prosent","66.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","innvandrere","1","personer","23","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","innvandrere","1","prosent","40.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","innvandrere","alle","personer","62","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","innvandrere","alle","prosent","53.4","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","befolkningen_ellers","0","personer","1360","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","befolkningen_ellers","0","prosent","77.1","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","befolkningen_ellers","1","personer","1222","videregaende_fullfort","NULL","NULL","NULL"
"2012","16","befolkningen_ellers","1","prosent","64.8","videregaende_fullfort","NULL","NULL","NULL"
