"tabell_navn","aar","kommune_nr","innvgrunn_6","kjonn","enhet","tabellvariabel"
"befolkning_innvandringsgrunn",2014,"0828","uoppgitt","1","personer",27
"befolkning_innvandringsgrunn",2014,"0828","alle","0","personer",113
"befolkning_innvandringsgrunn",2014,"0828","arbeid","0","personer",24
"befolkning_innvandringsgrunn",2014,"0828","flukt","0","personer",29
"befolkning_innvandringsgrunn",2014,"0828","familie","0","personer",37
"befolkning_innvandringsgrunn",2014,"0828","annet","0","personer",4
"befolkning_innvandringsgrunn",2014,"0828","uoppgitt","0","personer",19
"befolkning_innvandringsgrunn",2014,"0829","alle","alle","personer",184
"befolkning_innvandringsgrunn",2014,"0829","arbeid","alle","personer",64
"befolkning_innvandringsgrunn",2014,"0829","flukt","alle","personer",17
"befolkning_innvandringsgrunn",2014,"0829","familie","alle","personer",53
"befolkning_innvandringsgrunn",2014,"0829","annet","alle","personer",9
"befolkning_innvandringsgrunn",2014,"0829","uoppgitt","alle","personer",41
"befolkning_innvandringsgrunn",2014,"0829","alle","1","personer",83
"befolkning_innvandringsgrunn",2014,"0829","arbeid","1","personer",44
"befolkning_innvandringsgrunn",2014,"0829","flukt","1","personer",8
"befolkning_innvandringsgrunn",2014,"0829","familie","1","personer",14
"befolkning_innvandringsgrunn",2014,"0829","annet","1","personer",5
"befolkning_innvandringsgrunn",2014,"0829","uoppgitt","1","personer",12
"befolkning_innvandringsgrunn",2014,"0829","alle","0","personer",101
"befolkning_innvandringsgrunn",2014,"0829","arbeid","0","personer",20
"befolkning_innvandringsgrunn",2014,"0829","flukt","0","personer",9
"befolkning_innvandringsgrunn",2014,"0829","familie","0","personer",39
"befolkning_innvandringsgrunn",2014,"0829","annet","0","personer",4
"befolkning_innvandringsgrunn",2014,"0829","uoppgitt","0","personer",29
"befolkning_innvandringsgrunn",2014,"0830","alle","alle","personer",110
"befolkning_innvandringsgrunn",2014,"0830","arbeid","alle","personer",43
"befolkning_innvandringsgrunn",2014,"0830","flukt","alle","personer",3
"befolkning_innvandringsgrunn",2014,"0830","familie","alle","personer",42
"befolkning_innvandringsgrunn",2014,"0830","annet","alle","personer",3
"befolkning_innvandringsgrunn",2014,"0830","uoppgitt","alle","personer",19
"befolkning_innvandringsgrunn",2014,"0830","alle","1","personer",53
"befolkning_innvandringsgrunn",2014,"0830","arbeid","1","personer",34
"befolkning_innvandringsgrunn",2014,"0830","flukt","1","personer",3
"befolkning_innvandringsgrunn",2014,"0830","familie","1","personer",10
"befolkning_innvandringsgrunn",2014,"0830","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0830","uoppgitt","1","personer",6
"befolkning_innvandringsgrunn",2014,"0830","alle","0","personer",57
"befolkning_innvandringsgrunn",2014,"0830","arbeid","0","personer",9
"befolkning_innvandringsgrunn",2014,"0830","flukt","0","personer",0
"befolkning_innvandringsgrunn",2014,"0830","familie","0","personer",32
"befolkning_innvandringsgrunn",2014,"0830","annet","0","personer",3
"befolkning_innvandringsgrunn",2014,"0830","uoppgitt","0","personer",13
"befolkning_innvandringsgrunn",2014,"0831","alle","alle","personer",126
"befolkning_innvandringsgrunn",2014,"0831","arbeid","alle","personer",35
"befolkning_innvandringsgrunn",2014,"0831","flukt","alle","personer",8
"befolkning_innvandringsgrunn",2014,"0831","familie","alle","personer",51
"befolkning_innvandringsgrunn",2014,"0831","annet","alle","personer",3
"befolkning_innvandringsgrunn",2014,"0831","uoppgitt","alle","personer",29
"befolkning_innvandringsgrunn",2014,"0831","alle","1","personer",62
"befolkning_innvandringsgrunn",2014,"0831","arbeid","1","personer",28
"befolkning_innvandringsgrunn",2014,"0831","flukt","1","personer",4
"befolkning_innvandringsgrunn",2014,"0831","familie","1","personer",13
"befolkning_innvandringsgrunn",2014,"0831","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0831","uoppgitt","1","personer",17
"befolkning_innvandringsgrunn",2014,"0831","alle","0","personer",64
"befolkning_innvandringsgrunn",2014,"0831","arbeid","0","personer",7
"befolkning_innvandringsgrunn",2014,"0831","flukt","0","personer",4
"befolkning_innvandringsgrunn",2014,"0831","familie","0","personer",38
"befolkning_innvandringsgrunn",2014,"0831","annet","0","personer",3
"befolkning_innvandringsgrunn",2014,"0831","uoppgitt","0","personer",12
"befolkning_innvandringsgrunn",2014,"0833","alle","alle","personer",131
"befolkning_innvandringsgrunn",2014,"0833","arbeid","alle","personer",31
"befolkning_innvandringsgrunn",2014,"0833","flukt","alle","personer",19
"befolkning_innvandringsgrunn",2014,"0833","familie","alle","personer",37
"befolkning_innvandringsgrunn",2014,"0833","annet","alle","personer",6
"befolkning_innvandringsgrunn",2014,"0833","uoppgitt","alle","personer",38
"befolkning_innvandringsgrunn",2014,"0833","alle","1","personer",58
"befolkning_innvandringsgrunn",2014,"0833","arbeid","1","personer",22
"befolkning_innvandringsgrunn",2014,"0833","flukt","1","personer",7
"befolkning_innvandringsgrunn",2014,"0833","familie","1","personer",11
"befolkning_innvandringsgrunn",2014,"0833","annet","1","personer",3
"befolkning_innvandringsgrunn",2014,"0833","uoppgitt","1","personer",15
"befolkning_innvandringsgrunn",2014,"0833","alle","0","personer",73
"befolkning_innvandringsgrunn",2014,"0833","arbeid","0","personer",9
"befolkning_innvandringsgrunn",2014,"0833","flukt","0","personer",12
"befolkning_innvandringsgrunn",2014,"0833","familie","0","personer",26
"befolkning_innvandringsgrunn",2014,"0833","annet","0","personer",3
"befolkning_innvandringsgrunn",2014,"0833","uoppgitt","0","personer",23
"befolkning_innvandringsgrunn",2014,"0834","alle","alle","personer",279
"befolkning_innvandringsgrunn",2014,"0834","arbeid","alle","personer",80
"befolkning_innvandringsgrunn",2014,"0834","flukt","alle","personer",56
"befolkning_innvandringsgrunn",2014,"0834","familie","alle","personer",64
"befolkning_innvandringsgrunn",2014,"0834","annet","alle","personer",10
"befolkning_innvandringsgrunn",2014,"0834","uoppgitt","alle","personer",69
"befolkning_innvandringsgrunn",2014,"0834","alle","1","personer",141
"befolkning_innvandringsgrunn",2014,"0834","arbeid","1","personer",56
"befolkning_innvandringsgrunn",2014,"0834","flukt","1","personer",27
"befolkning_innvandringsgrunn",2014,"0834","familie","1","personer",20
"befolkning_innvandringsgrunn",2014,"0834","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0834","uoppgitt","1","personer",38
"befolkning_innvandringsgrunn",2014,"0834","alle","0","personer",138
"befolkning_innvandringsgrunn",2014,"0834","arbeid","0","personer",24
"befolkning_innvandringsgrunn",2014,"0834","flukt","0","personer",29
"befolkning_innvandringsgrunn",2014,"0834","familie","0","personer",44
"befolkning_innvandringsgrunn",2014,"0834","annet","0","personer",10
"befolkning_innvandringsgrunn",2014,"0834","uoppgitt","0","personer",31
"befolkning_innvandringsgrunn",2014,"0901","alle","alle","personer",608
"befolkning_innvandringsgrunn",2014,"0901","arbeid","alle","personer",103
"befolkning_innvandringsgrunn",2014,"0901","flukt","alle","personer",202
"befolkning_innvandringsgrunn",2014,"0901","familie","alle","personer",149
"befolkning_innvandringsgrunn",2014,"0901","annet","alle","personer",8
"befolkning_innvandringsgrunn",2014,"0901","uoppgitt","alle","personer",146
"befolkning_innvandringsgrunn",2014,"0901","alle","1","personer",307
"befolkning_innvandringsgrunn",2014,"0901","arbeid","1","personer",91
"befolkning_innvandringsgrunn",2014,"0901","flukt","1","personer",100
"befolkning_innvandringsgrunn",2014,"0901","familie","1","personer",39
"befolkning_innvandringsgrunn",2014,"0901","annet","1","personer",3
"befolkning_innvandringsgrunn",2014,"0901","uoppgitt","1","personer",74
"befolkning_innvandringsgrunn",2014,"0901","alle","0","personer",301
"befolkning_innvandringsgrunn",2014,"0901","arbeid","0","personer",12
"befolkning_innvandringsgrunn",2014,"0901","flukt","0","personer",102
"befolkning_innvandringsgrunn",2014,"0901","familie","0","personer",110
"befolkning_innvandringsgrunn",2014,"0901","annet","0","personer",5
"befolkning_innvandringsgrunn",2014,"0901","uoppgitt","0","personer",72
"befolkning_innvandringsgrunn",2014,"0904","alle","alle","personer",2293
"befolkning_innvandringsgrunn",2014,"0904","arbeid","alle","personer",548
"befolkning_innvandringsgrunn",2014,"0904","flukt","alle","personer",574
"befolkning_innvandringsgrunn",2014,"0904","familie","alle","personer",550
"befolkning_innvandringsgrunn",2014,"0904","annet","alle","personer",138
"befolkning_innvandringsgrunn",2014,"0904","uoppgitt","alle","personer",483
"befolkning_innvandringsgrunn",2014,"0904","alle","1","personer",1196
"befolkning_innvandringsgrunn",2014,"0904","arbeid","1","personer",387
"befolkning_innvandringsgrunn",2014,"0904","flukt","1","personer",309
"befolkning_innvandringsgrunn",2014,"0904","familie","1","personer",192
"befolkning_innvandringsgrunn",2014,"0904","annet","1","personer",75
"befolkning_innvandringsgrunn",2014,"0904","uoppgitt","1","personer",233
"befolkning_innvandringsgrunn",2014,"0904","alle","0","personer",1097
"befolkning_innvandringsgrunn",2014,"0904","arbeid","0","personer",161
"befolkning_innvandringsgrunn",2014,"0904","flukt","0","personer",265
"befolkning_innvandringsgrunn",2014,"0904","familie","0","personer",358
"befolkning_innvandringsgrunn",2014,"0904","annet","0","personer",63
"befolkning_innvandringsgrunn",2014,"0904","uoppgitt","0","personer",250
"befolkning_innvandringsgrunn",2014,"0906","alle","alle","personer",4681
"befolkning_innvandringsgrunn",2014,"0906","arbeid","alle","personer",1028
"befolkning_innvandringsgrunn",2014,"0906","flukt","alle","personer",1350
"befolkning_innvandringsgrunn",2014,"0906","familie","alle","personer",1144
"befolkning_innvandringsgrunn",2014,"0906","annet","alle","personer",125
"befolkning_innvandringsgrunn",2014,"0906","uoppgitt","alle","personer",1034
"befolkning_innvandringsgrunn",2014,"0906","alle","1","personer",2384
"befolkning_innvandringsgrunn",2014,"0906","arbeid","1","personer",780
"befolkning_innvandringsgrunn",2014,"0906","flukt","1","personer",703
"befolkning_innvandringsgrunn",2014,"0906","familie","1","personer",339
"befolkning_innvandringsgrunn",2014,"0906","annet","1","personer",40
"befolkning_innvandringsgrunn",2014,"0906","uoppgitt","1","personer",522
"befolkning_innvandringsgrunn",2014,"0906","alle","0","personer",2297
"befolkning_innvandringsgrunn",2014,"0906","arbeid","0","personer",248
"befolkning_innvandringsgrunn",2014,"0906","flukt","0","personer",647
"befolkning_innvandringsgrunn",2014,"0906","familie","0","personer",805
"befolkning_innvandringsgrunn",2014,"0906","annet","0","personer",85
"befolkning_innvandringsgrunn",2014,"0906","uoppgitt","0","personer",512
"befolkning_innvandringsgrunn",2014,"0911","alle","alle","personer",182
"befolkning_innvandringsgrunn",2014,"0911","arbeid","alle","personer",29
"befolkning_innvandringsgrunn",2014,"0911","flukt","alle","personer",88
"befolkning_innvandringsgrunn",2014,"0911","familie","alle","personer",39
"befolkning_innvandringsgrunn",2014,"0911","annet","alle","personer",4
"befolkning_innvandringsgrunn",2014,"0911","uoppgitt","alle","personer",22
"befolkning_innvandringsgrunn",2014,"0911","alle","1","personer",96
"befolkning_innvandringsgrunn",2014,"0911","arbeid","1","personer",26
"befolkning_innvandringsgrunn",2014,"0911","flukt","1","personer",51
"befolkning_innvandringsgrunn",2014,"0911","familie","1","personer",11
"befolkning_innvandringsgrunn",2014,"0911","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0911","uoppgitt","1","personer",8
"befolkning_innvandringsgrunn",2014,"0911","alle","0","personer",86
"befolkning_innvandringsgrunn",2014,"0911","arbeid","0","personer",3
"befolkning_innvandringsgrunn",2014,"0911","flukt","0","personer",37
"befolkning_innvandringsgrunn",2014,"0911","familie","0","personer",28
"befolkning_innvandringsgrunn",2014,"0911","annet","0","personer",4
"befolkning_innvandringsgrunn",2014,"0911","uoppgitt","0","personer",14
"befolkning_innvandringsgrunn",2014,"0912","alle","alle","personer",126
"befolkning_innvandringsgrunn",2014,"0912","arbeid","alle","personer",19
"befolkning_innvandringsgrunn",2014,"0912","flukt","alle","personer",50
"befolkning_innvandringsgrunn",2014,"0912","familie","alle","personer",39
"befolkning_innvandringsgrunn",2014,"0912","annet","alle","personer",3
"befolkning_innvandringsgrunn",2014,"0912","uoppgitt","alle","personer",15
"befolkning_innvandringsgrunn",2014,"0912","alle","1","personer",60
"befolkning_innvandringsgrunn",2014,"0912","arbeid","1","personer",15
"befolkning_innvandringsgrunn",2014,"0912","flukt","1","personer",24
"befolkning_innvandringsgrunn",2014,"0912","familie","1","personer",11
"befolkning_innvandringsgrunn",2014,"0912","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0912","uoppgitt","1","personer",10
"befolkning_innvandringsgrunn",2014,"0912","alle","0","personer",66
"befolkning_innvandringsgrunn",2014,"0912","arbeid","0","personer",4
"befolkning_innvandringsgrunn",2014,"0912","flukt","0","personer",26
"befolkning_innvandringsgrunn",2014,"0912","familie","0","personer",28
"befolkning_innvandringsgrunn",2014,"0912","annet","0","personer",3
"befolkning_innvandringsgrunn",2014,"0912","uoppgitt","0","personer",5
"befolkning_innvandringsgrunn",2014,"0914","alle","alle","personer",556
"befolkning_innvandringsgrunn",2014,"0914","arbeid","alle","personer",138
"befolkning_innvandringsgrunn",2014,"0914","flukt","alle","personer",170
"befolkning_innvandringsgrunn",2014,"0914","familie","alle","personer",138
"befolkning_innvandringsgrunn",2014,"0914","annet","alle","personer",13
"befolkning_innvandringsgrunn",2014,"0914","uoppgitt","alle","personer",97
"befolkning_innvandringsgrunn",2014,"0914","alle","1","personer",291
"befolkning_innvandringsgrunn",2014,"0914","arbeid","1","personer",112
"befolkning_innvandringsgrunn",2014,"0914","flukt","1","personer",87
"befolkning_innvandringsgrunn",2014,"0914","familie","1","personer",37
"befolkning_innvandringsgrunn",2014,"0914","annet","1","personer",4
"befolkning_innvandringsgrunn",2014,"0914","uoppgitt","1","personer",51
"befolkning_innvandringsgrunn",2014,"0914","alle","0","personer",265
"befolkning_innvandringsgrunn",2014,"0914","arbeid","0","personer",26
"befolkning_innvandringsgrunn",2014,"0914","flukt","0","personer",83
"befolkning_innvandringsgrunn",2014,"0914","familie","0","personer",101
"befolkning_innvandringsgrunn",2014,"0914","annet","0","personer",9
"befolkning_innvandringsgrunn",2014,"0914","uoppgitt","0","personer",46
"befolkning_innvandringsgrunn",2014,"0919","alle","alle","personer",358
"befolkning_innvandringsgrunn",2014,"0919","arbeid","alle","personer",85
"befolkning_innvandringsgrunn",2014,"0919","flukt","alle","personer",93
"befolkning_innvandringsgrunn",2014,"0919","familie","alle","personer",103
"befolkning_innvandringsgrunn",2014,"0919","annet","alle","personer",6
"befolkning_innvandringsgrunn",2014,"0919","uoppgitt","alle","personer",71
"befolkning_innvandringsgrunn",2014,"0919","alle","1","personer",191
"befolkning_innvandringsgrunn",2014,"0919","arbeid","1","personer",69
"befolkning_innvandringsgrunn",2014,"0919","flukt","1","personer",49
"befolkning_innvandringsgrunn",2014,"0919","familie","1","personer",35
"befolkning_innvandringsgrunn",2014,"0919","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0919","uoppgitt","1","personer",38
"befolkning_innvandringsgrunn",2014,"0919","alle","0","personer",167
"befolkning_innvandringsgrunn",2014,"0919","arbeid","0","personer",16
"befolkning_innvandringsgrunn",2014,"0919","flukt","0","personer",44
"befolkning_innvandringsgrunn",2014,"0919","familie","0","personer",68
"befolkning_innvandringsgrunn",2014,"0919","annet","0","personer",6
"befolkning_innvandringsgrunn",2014,"0919","uoppgitt","0","personer",33
"befolkning_innvandringsgrunn",2014,"0926","alle","alle","personer",829
"befolkning_innvandringsgrunn",2014,"0926","arbeid","alle","personer",129
"befolkning_innvandringsgrunn",2014,"0926","flukt","alle","personer",255
"befolkning_innvandringsgrunn",2014,"0926","familie","alle","personer",153
"befolkning_innvandringsgrunn",2014,"0926","annet","alle","personer",32
"befolkning_innvandringsgrunn",2014,"0926","uoppgitt","alle","personer",260
"befolkning_innvandringsgrunn",2014,"0926","alle","1","personer",386
"befolkning_innvandringsgrunn",2014,"0926","arbeid","1","personer",90
"befolkning_innvandringsgrunn",2014,"0926","flukt","1","personer",124
"befolkning_innvandringsgrunn",2014,"0926","familie","1","personer",42
"befolkning_innvandringsgrunn",2014,"0926","annet","1","personer",5
"befolkning_innvandringsgrunn",2014,"0926","uoppgitt","1","personer",125
"befolkning_innvandringsgrunn",2014,"0926","alle","0","personer",443
"befolkning_innvandringsgrunn",2014,"0926","arbeid","0","personer",39
"befolkning_innvandringsgrunn",2014,"0926","flukt","0","personer",131
"befolkning_innvandringsgrunn",2014,"0926","familie","0","personer",111
"befolkning_innvandringsgrunn",2014,"0926","annet","0","personer",27
"befolkning_innvandringsgrunn",2014,"0926","uoppgitt","0","personer",135
"befolkning_innvandringsgrunn",2014,"0928","alle","alle","personer",447
"befolkning_innvandringsgrunn",2014,"0928","arbeid","alle","personer",86
"befolkning_innvandringsgrunn",2014,"0928","flukt","alle","personer",140
"befolkning_innvandringsgrunn",2014,"0928","familie","alle","personer",114
"befolkning_innvandringsgrunn",2014,"0928","annet","alle","personer",25
"befolkning_innvandringsgrunn",2014,"0928","uoppgitt","alle","personer",82
"befolkning_innvandringsgrunn",2014,"0928","alle","1","personer",234
"befolkning_innvandringsgrunn",2014,"0928","arbeid","1","personer",62
"befolkning_innvandringsgrunn",2014,"0928","flukt","1","personer",77
"befolkning_innvandringsgrunn",2014,"0928","familie","1","personer",41
"befolkning_innvandringsgrunn",2014,"0928","annet","1","personer",10
"befolkning_innvandringsgrunn",2014,"0928","uoppgitt","1","personer",44
"befolkning_innvandringsgrunn",2014,"0928","alle","0","personer",213
"befolkning_innvandringsgrunn",2014,"0928","arbeid","0","personer",24
"befolkning_innvandringsgrunn",2014,"0928","flukt","0","personer",63
"befolkning_innvandringsgrunn",2014,"0928","familie","0","personer",73
"befolkning_innvandringsgrunn",2014,"0928","annet","0","personer",15
"befolkning_innvandringsgrunn",2014,"0928","uoppgitt","0","personer",38
"befolkning_innvandringsgrunn",2014,"0929","alle","alle","personer",204
"befolkning_innvandringsgrunn",2014,"0929","arbeid","alle","personer",43
"befolkning_innvandringsgrunn",2014,"0929","flukt","alle","personer",74
"befolkning_innvandringsgrunn",2014,"0929","familie","alle","personer",54
"befolkning_innvandringsgrunn",2014,"0929","annet","alle","personer",3
"befolkning_innvandringsgrunn",2014,"0929","uoppgitt","alle","personer",30
"befolkning_innvandringsgrunn",2014,"0929","alle","1","personer",103
"befolkning_innvandringsgrunn",2014,"0929","arbeid","1","personer",26
"befolkning_innvandringsgrunn",2014,"0929","flukt","1","personer",38
"befolkning_innvandringsgrunn",2014,"0929","familie","1","personer",20
"befolkning_innvandringsgrunn",2014,"0929","annet","1","personer",3
"befolkning_innvandringsgrunn",2014,"0929","uoppgitt","1","personer",16
"befolkning_innvandringsgrunn",2014,"0929","alle","0","personer",101
"befolkning_innvandringsgrunn",2014,"0929","arbeid","0","personer",17
"befolkning_innvandringsgrunn",2014,"0929","flukt","0","personer",36
"befolkning_innvandringsgrunn",2014,"0929","familie","0","personer",34
"befolkning_innvandringsgrunn",2014,"0929","annet","0","personer",0
"befolkning_innvandringsgrunn",2014,"0929","uoppgitt","0","personer",14
"befolkning_innvandringsgrunn",2014,"0935","alle","alle","personer",118
"befolkning_innvandringsgrunn",2014,"0935","arbeid","alle","personer",19
"befolkning_innvandringsgrunn",2014,"0935","flukt","alle","personer",34
"befolkning_innvandringsgrunn",2014,"0935","familie","alle","personer",45
"befolkning_innvandringsgrunn",2014,"0935","annet","alle","personer",7
"befolkning_innvandringsgrunn",2014,"0935","uoppgitt","alle","personer",13
"befolkning_innvandringsgrunn",2014,"0935","alle","1","personer",62
"befolkning_innvandringsgrunn",2014,"0935","arbeid","1","personer",16
"befolkning_innvandringsgrunn",2014,"0935","flukt","1","personer",22
"befolkning_innvandringsgrunn",2014,"0935","familie","1","personer",16
"befolkning_innvandringsgrunn",2014,"0935","annet","1","personer",3
"befolkning_innvandringsgrunn",2014,"0935","uoppgitt","1","personer",5
"befolkning_innvandringsgrunn",2014,"0935","alle","0","personer",56
"befolkning_innvandringsgrunn",2014,"0935","arbeid","0","personer",3
"befolkning_innvandringsgrunn",2014,"0935","flukt","0","personer",12
"befolkning_innvandringsgrunn",2014,"0935","familie","0","personer",29
"befolkning_innvandringsgrunn",2014,"0935","annet","0","personer",4
"befolkning_innvandringsgrunn",2014,"0935","uoppgitt","0","personer",8
"befolkning_innvandringsgrunn",2014,"0937","alle","alle","personer",366
"befolkning_innvandringsgrunn",2014,"0937","arbeid","alle","personer",61
"befolkning_innvandringsgrunn",2014,"0937","flukt","alle","personer",156
"befolkning_innvandringsgrunn",2014,"0937","familie","alle","personer",81
"befolkning_innvandringsgrunn",2014,"0937","annet","alle","personer",3
"befolkning_innvandringsgrunn",2014,"0937","uoppgitt","alle","personer",65
"befolkning_innvandringsgrunn",2014,"0937","alle","1","personer",177
"befolkning_innvandringsgrunn",2014,"0937","arbeid","1","personer",50
"befolkning_innvandringsgrunn",2014,"0937","flukt","1","personer",76
"befolkning_innvandringsgrunn",2014,"0937","familie","1","personer",22
"befolkning_innvandringsgrunn",2014,"0937","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0937","uoppgitt","1","personer",29
"befolkning_innvandringsgrunn",2014,"0937","alle","0","personer",189
"befolkning_innvandringsgrunn",2014,"0937","arbeid","0","personer",11
"befolkning_innvandringsgrunn",2014,"0937","flukt","0","personer",80
"befolkning_innvandringsgrunn",2014,"0937","familie","0","personer",59
"befolkning_innvandringsgrunn",2014,"0937","annet","0","personer",3
"befolkning_innvandringsgrunn",2014,"0937","uoppgitt","0","personer",36
"befolkning_innvandringsgrunn",2014,"0938","alle","alle","personer",71
"befolkning_innvandringsgrunn",2014,"0938","arbeid","alle","personer",14
"befolkning_innvandringsgrunn",2014,"0938","flukt","alle","personer",20
"befolkning_innvandringsgrunn",2014,"0938","familie","alle","personer",14
"befolkning_innvandringsgrunn",2014,"0938","annet","alle","personer",3
"befolkning_innvandringsgrunn",2014,"0938","uoppgitt","alle","personer",20
"befolkning_innvandringsgrunn",2014,"0938","alle","1","personer",38
"befolkning_innvandringsgrunn",2014,"0938","arbeid","1","personer",11
"befolkning_innvandringsgrunn",2014,"0938","flukt","1","personer",12
"befolkning_innvandringsgrunn",2014,"0938","familie","1","personer",3
"befolkning_innvandringsgrunn",2014,"0938","annet","1","personer",3
"befolkning_innvandringsgrunn",2014,"0938","uoppgitt","1","personer",9
"befolkning_innvandringsgrunn",2014,"0938","alle","0","personer",33
"befolkning_innvandringsgrunn",2014,"0938","arbeid","0","personer",3
"befolkning_innvandringsgrunn",2014,"0938","flukt","0","personer",8
"befolkning_innvandringsgrunn",2014,"0938","familie","0","personer",11
"befolkning_innvandringsgrunn",2014,"0938","annet","0","personer",0
"befolkning_innvandringsgrunn",2014,"0938","uoppgitt","0","personer",11
"befolkning_innvandringsgrunn",2014,"0940","alle","alle","personer",108
"befolkning_innvandringsgrunn",2014,"0940","arbeid","alle","personer",16
"befolkning_innvandringsgrunn",2014,"0940","flukt","alle","personer",48
"befolkning_innvandringsgrunn",2014,"0940","familie","alle","personer",28
"befolkning_innvandringsgrunn",2014,"0940","annet","alle","personer",0
"befolkning_innvandringsgrunn",2014,"0940","uoppgitt","alle","personer",16
"befolkning_innvandringsgrunn",2014,"0940","alle","1","personer",49
"befolkning_innvandringsgrunn",2014,"0940","arbeid","1","personer",10
"befolkning_innvandringsgrunn",2014,"0940","flukt","1","personer",25
"befolkning_innvandringsgrunn",2014,"0940","familie","1","personer",8
"befolkning_innvandringsgrunn",2014,"0940","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0940","uoppgitt","1","personer",6
"befolkning_innvandringsgrunn",2014,"0940","alle","0","personer",59
"befolkning_innvandringsgrunn",2014,"0940","arbeid","0","personer",6
"befolkning_innvandringsgrunn",2014,"0940","flukt","0","personer",23
"befolkning_innvandringsgrunn",2014,"0940","familie","0","personer",20
"befolkning_innvandringsgrunn",2014,"0940","annet","0","personer",0
"befolkning_innvandringsgrunn",2014,"0940","uoppgitt","0","personer",10
"befolkning_innvandringsgrunn",2014,"0941","alle","alle","personer",163
"befolkning_innvandringsgrunn",2014,"0941","arbeid","alle","personer",47
"befolkning_innvandringsgrunn",2014,"0941","flukt","alle","personer",33
"befolkning_innvandringsgrunn",2014,"0941","familie","alle","personer",38
"befolkning_innvandringsgrunn",2014,"0941","annet","alle","personer",3
"befolkning_innvandringsgrunn",2014,"0941","uoppgitt","alle","personer",42
"befolkning_innvandringsgrunn",2014,"0941","alle","1","personer",85
"befolkning_innvandringsgrunn",2014,"0941","arbeid","1","personer",35
"befolkning_innvandringsgrunn",2014,"0941","flukt","1","personer",13
"befolkning_innvandringsgrunn",2014,"0941","familie","1","personer",14
"befolkning_innvandringsgrunn",2014,"0941","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"0941","uoppgitt","1","personer",23
"befolkning_innvandringsgrunn",2014,"0941","alle","0","personer",78
"befolkning_innvandringsgrunn",2014,"0941","arbeid","0","personer",12
"befolkning_innvandringsgrunn",2014,"0941","flukt","0","personer",20
"befolkning_innvandringsgrunn",2014,"0941","familie","0","personer",24
"befolkning_innvandringsgrunn",2014,"0941","annet","0","personer",3
"befolkning_innvandringsgrunn",2014,"0941","uoppgitt","0","personer",19
"befolkning_innvandringsgrunn",2014,"1001","alle","alle","personer",11348
"befolkning_innvandringsgrunn",2014,"1001","arbeid","alle","personer",1626
"befolkning_innvandringsgrunn",2014,"1001","flukt","alle","personer",4119
"befolkning_innvandringsgrunn",2014,"1001","familie","alle","personer",1989
"befolkning_innvandringsgrunn",2014,"1001","annet","alle","personer",399
"befolkning_innvandringsgrunn",2014,"1001","uoppgitt","alle","personer",3215
"befolkning_innvandringsgrunn",2014,"1001","alle","1","personer",5926
"befolkning_innvandringsgrunn",2014,"1001","arbeid","1","personer",1239
"befolkning_innvandringsgrunn",2014,"1001","flukt","1","personer",2163
"befolkning_innvandringsgrunn",2014,"1001","familie","1","personer",667
"befolkning_innvandringsgrunn",2014,"1001","annet","1","personer",160
"befolkning_innvandringsgrunn",2014,"1001","uoppgitt","1","personer",1697
"befolkning_innvandringsgrunn",2014,"1001","alle","0","personer",5422
"befolkning_innvandringsgrunn",2014,"1001","arbeid","0","personer",387
"befolkning_innvandringsgrunn",2014,"1001","flukt","0","personer",1956
"befolkning_innvandringsgrunn",2014,"1001","familie","0","personer",1322
"befolkning_innvandringsgrunn",2014,"1001","annet","0","personer",239
"befolkning_innvandringsgrunn",2014,"1001","uoppgitt","0","personer",1518
"befolkning_innvandringsgrunn",2014,"1002","alle","alle","personer",1477
"befolkning_innvandringsgrunn",2014,"1002","arbeid","alle","personer",283
"befolkning_innvandringsgrunn",2014,"1002","flukt","alle","personer",466
"befolkning_innvandringsgrunn",2014,"1002","familie","alle","personer",396
"befolkning_innvandringsgrunn",2014,"1002","annet","alle","personer",21
"befolkning_innvandringsgrunn",2014,"1002","uoppgitt","alle","personer",311
"befolkning_innvandringsgrunn",2014,"1002","alle","1","personer",717
"befolkning_innvandringsgrunn",2014,"1002","arbeid","1","personer",215
"befolkning_innvandringsgrunn",2014,"1002","flukt","1","personer",238
"befolkning_innvandringsgrunn",2014,"1002","familie","1","personer",104
"befolkning_innvandringsgrunn",2014,"1002","annet","1","personer",6
"befolkning_innvandringsgrunn",2014,"1002","uoppgitt","1","personer",154
"befolkning_innvandringsgrunn",2014,"1002","alle","0","personer",760
"befolkning_innvandringsgrunn",2014,"1002","arbeid","0","personer",68
"befolkning_innvandringsgrunn",2014,"1002","flukt","0","personer",228
"befolkning_innvandringsgrunn",2014,"1002","familie","0","personer",292
"befolkning_innvandringsgrunn",2014,"1002","annet","0","personer",15
"befolkning_innvandringsgrunn",2014,"1002","uoppgitt","0","personer",157
