tabell_navn;aar;kommune_id;botid_3;forste_bosettingskommune;enhet;tabellvariabel;
flyktning_botid_flytting;2015;1231;0-4;alle;person;78;
flyktning_botid_flytting;2015;1231;5+;alle;person;24;
flyktning_botid_flytting;2015;1231;0-4;ja;person;54;
flyktning_botid_flytting;2015;1231;0-4;nei;person;6;
flyktning_botid_flytting;2015;1231;0-4;uoppgitt;person;18;
flyktning_botid_flytting;2015;1231;5+;ja;person;21;
flyktning_botid_flytting;2015;1231;5+;nei;person;0;
flyktning_botid_flytting;2015;1231;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1233;alle;alle;person;15;
flyktning_botid_flytting;2015;1233;0-4;alle;person;12;
flyktning_botid_flytting;2015;1233;5+;alle;person;3;
flyktning_botid_flytting;2015;1233;0-4;ja;person;12;
flyktning_botid_flytting;2015;1233;0-4;nei;person;0;
flyktning_botid_flytting;2015;1233;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1233;5+;ja;person;3;
flyktning_botid_flytting;2015;1233;5+;nei;person;0;
flyktning_botid_flytting;2015;1233;5+;uoppgitt;person;0;
flyktning_botid_flytting;2015;1235;alle;alle;person;321;
flyktning_botid_flytting;2015;1235;0-4;alle;person;157;
flyktning_botid_flytting;2015;1235;5+;alle;person;164;
flyktning_botid_flytting;2015;1235;0-4;ja;person;109;
flyktning_botid_flytting;2015;1235;0-4;nei;person;14;
flyktning_botid_flytting;2015;1235;0-4;uoppgitt;person;34;
flyktning_botid_flytting;2015;1235;5+;ja;person;120;
flyktning_botid_flytting;2015;1235;5+;nei;person;24;
flyktning_botid_flytting;2015;1235;5+;uoppgitt;person;20;
flyktning_botid_flytting;2015;1238;alle;alle;person;172;
flyktning_botid_flytting;2015;1238;0-4;alle;person;88;
flyktning_botid_flytting;2015;1238;5+;alle;person;84;
flyktning_botid_flytting;2015;1238;0-4;ja;person;68;
flyktning_botid_flytting;2015;1238;0-4;nei;person;7;
flyktning_botid_flytting;2015;1238;0-4;uoppgitt;person;13;
flyktning_botid_flytting;2015;1238;5+;ja;person;73;
flyktning_botid_flytting;2015;1238;5+;nei;person;6;
flyktning_botid_flytting;2015;1238;5+;uoppgitt;person;5;
flyktning_botid_flytting;2015;1241;alle;alle;person;15;
flyktning_botid_flytting;2015;1241;0-4;alle;person;7;
flyktning_botid_flytting;2015;1241;5+;alle;person;8;
flyktning_botid_flytting;2015;1241;0-4;ja;person;4;
flyktning_botid_flytting;2015;1241;0-4;nei;person;0;
flyktning_botid_flytting;2015;1241;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1241;5+;ja;person;5;
flyktning_botid_flytting;2015;1241;5+;nei;person;3;
flyktning_botid_flytting;2015;1241;5+;uoppgitt;person;0;
flyktning_botid_flytting;2015;1242;alle;alle;person;31;
flyktning_botid_flytting;2015;1242;0-4;alle;person;9;
flyktning_botid_flytting;2015;1242;5+;alle;person;22;
flyktning_botid_flytting;2015;1242;0-4;ja;person;9;
flyktning_botid_flytting;2015;1242;0-4;nei;person;0;
flyktning_botid_flytting;2015;1242;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1242;5+;ja;person;13;
flyktning_botid_flytting;2015;1242;5+;nei;person;6;
flyktning_botid_flytting;2015;1242;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1243;alle;alle;person;253;
flyktning_botid_flytting;2015;1243;0-4;alle;person;45;
flyktning_botid_flytting;2015;1243;5+;alle;person;208;
flyktning_botid_flytting;2015;1243;0-4;ja;person;40;
flyktning_botid_flytting;2015;1243;0-4;nei;person;0;
flyktning_botid_flytting;2015;1243;0-4;uoppgitt;person;5;
flyktning_botid_flytting;2015;1243;5+;ja;person;119;
flyktning_botid_flytting;2015;1243;5+;nei;person;50;
flyktning_botid_flytting;2015;1243;5+;uoppgitt;person;39;
flyktning_botid_flytting;2015;1244;alle;alle;person;19;
flyktning_botid_flytting;2015;1244;0-4;alle;person;4;
flyktning_botid_flytting;2015;1244;5+;alle;person;15;
flyktning_botid_flytting;2015;1244;0-4;ja;person;4;
flyktning_botid_flytting;2015;1244;0-4;nei;person;0;
flyktning_botid_flytting;2015;1244;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1244;5+;ja;person;9;
flyktning_botid_flytting;2015;1244;5+;nei;person;3;
flyktning_botid_flytting;2015;1244;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1245;alle;alle;person;184;
flyktning_botid_flytting;2015;1245;0-4;alle;person;55;
flyktning_botid_flytting;2015;1245;5+;alle;person;129;
flyktning_botid_flytting;2015;1245;0-4;ja;person;27;
flyktning_botid_flytting;2015;1245;0-4;nei;person;8;
flyktning_botid_flytting;2015;1245;0-4;uoppgitt;person;20;
flyktning_botid_flytting;2015;1245;5+;ja;person;112;
flyktning_botid_flytting;2015;1245;5+;nei;person;9;
flyktning_botid_flytting;2015;1245;5+;uoppgitt;person;8;
flyktning_botid_flytting;2015;1246;alle;alle;person;396;
flyktning_botid_flytting;2015;1246;0-4;alle;person;99;
flyktning_botid_flytting;2015;1246;5+;alle;person;297;
flyktning_botid_flytting;2015;1246;0-4;ja;person;89;
flyktning_botid_flytting;2015;1246;0-4;nei;person;3;
flyktning_botid_flytting;2015;1246;0-4;uoppgitt;person;7;
flyktning_botid_flytting;2015;1246;5+;ja;person;136;
flyktning_botid_flytting;2015;1246;5+;nei;person;110;
flyktning_botid_flytting;2015;1246;5+;uoppgitt;person;51;
flyktning_botid_flytting;2015;1247;alle;alle;person;418;
flyktning_botid_flytting;2015;1247;0-4;alle;person;119;
flyktning_botid_flytting;2015;1247;5+;alle;person;299;
flyktning_botid_flytting;2015;1247;0-4;ja;person;104;
flyktning_botid_flytting;2015;1247;0-4;nei;person;5;
flyktning_botid_flytting;2015;1247;0-4;uoppgitt;person;10;
flyktning_botid_flytting;2015;1247;5+;ja;person;149;
flyktning_botid_flytting;2015;1247;5+;nei;person;97;
flyktning_botid_flytting;2015;1247;5+;uoppgitt;person;53;
flyktning_botid_flytting;2015;1251;alle;alle;person;68;
flyktning_botid_flytting;2015;1251;0-4;alle;person;47;
flyktning_botid_flytting;2015;1251;5+;alle;person;21;
flyktning_botid_flytting;2015;1251;0-4;ja;person;47;
flyktning_botid_flytting;2015;1251;0-4;nei;person;0;
flyktning_botid_flytting;2015;1251;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1251;5+;ja;person;13;
flyktning_botid_flytting;2015;1251;5+;nei;person;8;
flyktning_botid_flytting;2015;1251;5+;uoppgitt;person;0;
flyktning_botid_flytting;2015;1253;alle;alle;person;31;
flyktning_botid_flytting;2015;1253;0-4;alle;person;4;
flyktning_botid_flytting;2015;1253;5+;alle;person;27;
flyktning_botid_flytting;2015;1253;0-4;ja;person;4;
flyktning_botid_flytting;2015;1253;0-4;nei;person;0;
flyktning_botid_flytting;2015;1253;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1253;5+;ja;person;6;
flyktning_botid_flytting;2015;1253;5+;nei;person;14;
flyktning_botid_flytting;2015;1253;5+;uoppgitt;person;7;
flyktning_botid_flytting;2015;1256;alle;alle;person;108;
flyktning_botid_flytting;2015;1256;0-4;alle;person;46;
flyktning_botid_flytting;2015;1256;5+;alle;person;62;
flyktning_botid_flytting;2015;1256;0-4;ja;person;43;
flyktning_botid_flytting;2015;1256;0-4;nei;person;3;
flyktning_botid_flytting;2015;1256;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1256;5+;ja;person;30;
flyktning_botid_flytting;2015;1256;5+;nei;person;17;
flyktning_botid_flytting;2015;1256;5+;uoppgitt;person;15;
flyktning_botid_flytting;2015;1259;alle;alle;person;132;
flyktning_botid_flytting;2015;1259;0-4;alle;person;105;
flyktning_botid_flytting;2015;1259;5+;alle;person;27;
flyktning_botid_flytting;2015;1259;0-4;ja;person;99;
flyktning_botid_flytting;2015;1259;0-4;nei;person;3;
flyktning_botid_flytting;2015;1259;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1259;5+;ja;person;7;
flyktning_botid_flytting;2015;1259;5+;nei;person;11;
flyktning_botid_flytting;2015;1259;5+;uoppgitt;person;9;
flyktning_botid_flytting;2015;1260;alle;alle;person;43;
flyktning_botid_flytting;2015;1260;0-4;alle;person;25;
flyktning_botid_flytting;2015;1260;5+;alle;person;18;
flyktning_botid_flytting;2015;1260;0-4;ja;person;25;
flyktning_botid_flytting;2015;1260;0-4;nei;person;0;
flyktning_botid_flytting;2015;1260;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1260;5+;ja;person;15;
flyktning_botid_flytting;2015;1260;5+;nei;person;0;
flyktning_botid_flytting;2015;1260;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1263;alle;alle;person;150;
flyktning_botid_flytting;2015;1263;0-4;alle;person;53;
flyktning_botid_flytting;2015;1263;5+;alle;person;97;
flyktning_botid_flytting;2015;1263;0-4;ja;person;50;
flyktning_botid_flytting;2015;1263;0-4;nei;person;3;
flyktning_botid_flytting;2015;1263;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1263;5+;ja;person;53;
flyktning_botid_flytting;2015;1263;5+;nei;person;37;
flyktning_botid_flytting;2015;1263;5+;uoppgitt;person;7;
flyktning_botid_flytting;2015;1264;alle;alle;person;31;
flyktning_botid_flytting;2015;1264;0-4;alle;person;25;
flyktning_botid_flytting;2015;1264;5+;alle;person;6;
flyktning_botid_flytting;2015;1264;0-4;ja;person;25;
flyktning_botid_flytting;2015;1264;0-4;nei;person;0;
flyktning_botid_flytting;2015;1264;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1264;5+;ja;person;3;
flyktning_botid_flytting;2015;1264;5+;nei;person;3;
flyktning_botid_flytting;2015;1264;5+;uoppgitt;person;0;
flyktning_botid_flytting;2015;1401;alle;alle;person;518;
flyktning_botid_flytting;2015;1401;0-4;alle;person;257;
flyktning_botid_flytting;2015;1401;5+;alle;person;261;
flyktning_botid_flytting;2015;1401;0-4;ja;person;203;
flyktning_botid_flytting;2015;1401;0-4;nei;person;15;
flyktning_botid_flytting;2015;1401;0-4;uoppgitt;person;39;
flyktning_botid_flytting;2015;1401;5+;ja;person;188;
flyktning_botid_flytting;2015;1401;5+;nei;person;31;
flyktning_botid_flytting;2015;1401;5+;uoppgitt;person;42;
flyktning_botid_flytting;2015;1411;alle;alle;person;14;
flyktning_botid_flytting;2015;1411;0-4;alle;person;8;
flyktning_botid_flytting;2015;1411;5+;alle;person;6;
flyktning_botid_flytting;2015;1411;0-4;ja;person;8;
flyktning_botid_flytting;2015;1411;0-4;nei;person;0;
flyktning_botid_flytting;2015;1411;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1411;5+;ja;person;0;
flyktning_botid_flytting;2015;1411;5+;nei;person;3;
flyktning_botid_flytting;2015;1411;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1413;alle;alle;person;21;
flyktning_botid_flytting;2015;1413;0-4;alle;person;15;
flyktning_botid_flytting;2015;1413;5+;alle;person;6;
flyktning_botid_flytting;2015;1413;0-4;ja;person;12;
flyktning_botid_flytting;2015;1413;0-4;nei;person;3;
flyktning_botid_flytting;2015;1413;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1413;5+;ja;person;3;
flyktning_botid_flytting;2015;1413;5+;nei;person;0;
flyktning_botid_flytting;2015;1413;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1416;alle;alle;person;108;
flyktning_botid_flytting;2015;1416;0-4;alle;person;57;
flyktning_botid_flytting;2015;1416;5+;alle;person;51;
flyktning_botid_flytting;2015;1416;0-4;ja;person;57;
flyktning_botid_flytting;2015;1416;0-4;nei;person;0;
flyktning_botid_flytting;2015;1416;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1416;5+;ja;person;35;
flyktning_botid_flytting;2015;1416;5+;nei;person;5;
flyktning_botid_flytting;2015;1416;5+;uoppgitt;person;11;
flyktning_botid_flytting;2015;1417;alle;alle;person;31;
flyktning_botid_flytting;2015;1417;0-4;alle;person;9;
flyktning_botid_flytting;2015;1417;5+;alle;person;22;
flyktning_botid_flytting;2015;1417;0-4;ja;person;9;
flyktning_botid_flytting;2015;1417;0-4;nei;person;0;
flyktning_botid_flytting;2015;1417;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1417;5+;ja;person;19;
flyktning_botid_flytting;2015;1417;5+;nei;person;0;
flyktning_botid_flytting;2015;1417;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1418;alle;alle;person;28;
flyktning_botid_flytting;2015;1418;0-4;alle;person;19;
flyktning_botid_flytting;2015;1418;5+;alle;person;9;
flyktning_botid_flytting;2015;1418;0-4;ja;person;19;
flyktning_botid_flytting;2015;1418;0-4;nei;person;0;
flyktning_botid_flytting;2015;1418;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1418;5+;ja;person;3;
flyktning_botid_flytting;2015;1418;5+;nei;person;3;
flyktning_botid_flytting;2015;1418;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1419;alle;alle;person;25;
flyktning_botid_flytting;2015;1419;0-4;alle;person;15;
flyktning_botid_flytting;2015;1419;5+;alle;person;10;
flyktning_botid_flytting;2015;1419;0-4;ja;person;15;
flyktning_botid_flytting;2015;1419;0-4;nei;person;0;
flyktning_botid_flytting;2015;1419;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1419;5+;ja;person;7;
flyktning_botid_flytting;2015;1419;5+;nei;person;3;
flyktning_botid_flytting;2015;1419;5+;uoppgitt;person;0;
flyktning_botid_flytting;2015;1420;alle;alle;person;240;
flyktning_botid_flytting;2015;1420;0-4;alle;person;185;
flyktning_botid_flytting;2015;1420;5+;alle;person;55;
flyktning_botid_flytting;2015;1420;0-4;ja;person;146;
flyktning_botid_flytting;2015;1420;0-4;nei;person;11;
flyktning_botid_flytting;2015;1420;0-4;uoppgitt;person;28;
flyktning_botid_flytting;2015;1420;5+;ja;person;38;
flyktning_botid_flytting;2015;1420;5+;nei;person;7;
flyktning_botid_flytting;2015;1420;5+;uoppgitt;person;10;
flyktning_botid_flytting;2015;1422;alle;alle;person;27;
flyktning_botid_flytting;2015;1422;0-4;alle;person;6;
flyktning_botid_flytting;2015;1422;5+;alle;person;21;
flyktning_botid_flytting;2015;1422;0-4;ja;person;6;
flyktning_botid_flytting;2015;1422;0-4;nei;person;0;
flyktning_botid_flytting;2015;1422;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1422;5+;ja;person;11;
flyktning_botid_flytting;2015;1422;5+;nei;person;3;
flyktning_botid_flytting;2015;1422;5+;uoppgitt;person;7;
flyktning_botid_flytting;2015;1424;alle;alle;person;136;
flyktning_botid_flytting;2015;1424;0-4;alle;person;82;
flyktning_botid_flytting;2015;1424;5+;alle;person;54;
flyktning_botid_flytting;2015;1424;0-4;ja;person;7;
flyktning_botid_flytting;2015;1424;0-4;nei;person;40;
flyktning_botid_flytting;2015;1424;0-4;uoppgitt;person;35;
flyktning_botid_flytting;2015;1424;5+;ja;person;27;
flyktning_botid_flytting;2015;1424;5+;nei;person;15;
flyktning_botid_flytting;2015;1424;5+;uoppgitt;person;12;
flyktning_botid_flytting;2015;1426;alle;alle;person;47;
flyktning_botid_flytting;2015;1426;0-4;alle;person;32;
flyktning_botid_flytting;2015;1426;5+;alle;person;15;
flyktning_botid_flytting;2015;1426;0-4;ja;person;32;
flyktning_botid_flytting;2015;1426;0-4;nei;person;0;
flyktning_botid_flytting;2015;1426;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1426;5+;ja;person;12;
flyktning_botid_flytting;2015;1426;5+;nei;person;0;
flyktning_botid_flytting;2015;1426;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1431;alle;alle;person;89;
flyktning_botid_flytting;2015;1431;0-4;alle;person;76;
flyktning_botid_flytting;2015;1431;5+;alle;person;13;
flyktning_botid_flytting;2015;1431;0-4;ja;person;31;
flyktning_botid_flytting;2015;1431;0-4;nei;person;21;
flyktning_botid_flytting;2015;1431;0-4;uoppgitt;person;24;
flyktning_botid_flytting;2015;1431;5+;ja;person;6;
flyktning_botid_flytting;2015;1431;5+;nei;person;4;
flyktning_botid_flytting;2015;1431;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1432;alle;alle;person;346;
flyktning_botid_flytting;2015;1432;0-4;alle;person;137;
flyktning_botid_flytting;2015;1432;5+;alle;person;209;
flyktning_botid_flytting;2015;1432;0-4;ja;person;91;
flyktning_botid_flytting;2015;1432;0-4;nei;person;15;
flyktning_botid_flytting;2015;1432;0-4;uoppgitt;person;31;
flyktning_botid_flytting;2015;1432;5+;ja;person;103;
flyktning_botid_flytting;2015;1432;5+;nei;person;54;
flyktning_botid_flytting;2015;1432;5+;uoppgitt;person;52;
flyktning_botid_flytting;2015;1433;alle;alle;person;14;
flyktning_botid_flytting;2015;1433;0-4;alle;person;0;
flyktning_botid_flytting;2015;1433;5+;alle;person;14;
flyktning_botid_flytting;2015;1433;0-4;ja;person;0;
flyktning_botid_flytting;2015;1433;0-4;nei;person;0;
flyktning_botid_flytting;2015;1433;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1433;5+;ja;person;7;
flyktning_botid_flytting;2015;1433;5+;nei;person;4;
flyktning_botid_flytting;2015;1433;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1438;alle;alle;person;99;
flyktning_botid_flytting;2015;1438;0-4;alle;person;78;
flyktning_botid_flytting;2015;1438;5+;alle;person;21;
flyktning_botid_flytting;2015;1438;0-4;ja;person;67;
flyktning_botid_flytting;2015;1438;0-4;nei;person;4;
flyktning_botid_flytting;2015;1438;0-4;uoppgitt;person;7;
flyktning_botid_flytting;2015;1438;5+;ja;person;13;
flyktning_botid_flytting;2015;1438;5+;nei;person;0;
flyktning_botid_flytting;2015;1438;5+;uoppgitt;person;8;
flyktning_botid_flytting;2015;1439;alle;alle;person;56;
flyktning_botid_flytting;2015;1439;0-4;alle;person;8;
flyktning_botid_flytting;2015;1439;5+;alle;person;48;
flyktning_botid_flytting;2015;1439;0-4;ja;person;5;
flyktning_botid_flytting;2015;1439;0-4;nei;person;0;
flyktning_botid_flytting;2015;1439;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1439;5+;ja;person;29;
flyktning_botid_flytting;2015;1439;5+;nei;person;13;
flyktning_botid_flytting;2015;1439;5+;uoppgitt;person;6;
flyktning_botid_flytting;2015;1443;alle;alle;person;117;
flyktning_botid_flytting;2015;1443;0-4;alle;person;62;
flyktning_botid_flytting;2015;1443;5+;alle;person;55;
flyktning_botid_flytting;2015;1443;0-4;ja;person;59;
flyktning_botid_flytting;2015;1443;0-4;nei;person;0;
flyktning_botid_flytting;2015;1443;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1443;5+;ja;person;47;
flyktning_botid_flytting;2015;1443;5+;nei;person;3;
flyktning_botid_flytting;2015;1443;5+;uoppgitt;person;5;
flyktning_botid_flytting;2015;1445;alle;alle;person;132;
flyktning_botid_flytting;2015;1445;0-4;alle;person;69;
flyktning_botid_flytting;2015;1445;5+;alle;person;63;
flyktning_botid_flytting;2015;1445;0-4;ja;person;66;
flyktning_botid_flytting;2015;1445;0-4;nei;person;0;
flyktning_botid_flytting;2015;1445;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1445;5+;ja;person;53;
flyktning_botid_flytting;2015;1445;5+;nei;person;3;
flyktning_botid_flytting;2015;1445;5+;uoppgitt;person;7;
flyktning_botid_flytting;2015;1449;alle;alle;person;174;
flyktning_botid_flytting;2015;1449;0-4;alle;person;94;
flyktning_botid_flytting;2015;1449;5+;alle;person;80;
flyktning_botid_flytting;2015;1449;0-4;ja;person;88;
flyktning_botid_flytting;2015;1449;0-4;nei;person;0;
flyktning_botid_flytting;2015;1449;0-4;uoppgitt;person;6;
flyktning_botid_flytting;2015;1449;5+;ja;person;60;
flyktning_botid_flytting;2015;1449;5+;nei;person;4;
flyktning_botid_flytting;2015;1449;5+;uoppgitt;person;16;
flyktning_botid_flytting;2015;1502;alle;alle;person;699;
flyktning_botid_flytting;2015;1502;0-4;alle;person;350;
flyktning_botid_flytting;2015;1502;5+;alle;person;349;
flyktning_botid_flytting;2015;1502;0-4;ja;person;300;
flyktning_botid_flytting;2015;1502;0-4;nei;person;13;
flyktning_botid_flytting;2015;1502;0-4;uoppgitt;person;37;
flyktning_botid_flytting;2015;1502;5+;ja;person;177;
flyktning_botid_flytting;2015;1502;5+;nei;person;114;
flyktning_botid_flytting;2015;1502;5+;uoppgitt;person;58;
flyktning_botid_flytting;2015;1504;alle;alle;person;927;
flyktning_botid_flytting;2015;1504;0-4;alle;person;279;
flyktning_botid_flytting;2015;1504;5+;alle;person;648;
flyktning_botid_flytting;2015;1504;0-4;ja;person;187;
flyktning_botid_flytting;2015;1504;0-4;nei;person;52;
flyktning_botid_flytting;2015;1504;0-4;uoppgitt;person;40;
flyktning_botid_flytting;2015;1504;5+;ja;person;317;
flyktning_botid_flytting;2015;1504;5+;nei;person;209;
flyktning_botid_flytting;2015;1504;5+;uoppgitt;person;122;
flyktning_botid_flytting;2015;1505;alle;alle;person;619;
flyktning_botid_flytting;2015;1505;0-4;alle;person;243;
flyktning_botid_flytting;2015;1505;5+;alle;person;376;
flyktning_botid_flytting;2015;1505;0-4;ja;person;217;
flyktning_botid_flytting;2015;1505;0-4;nei;person;9;
flyktning_botid_flytting;2015;1505;0-4;uoppgitt;person;17;
flyktning_botid_flytting;2015;1505;5+;ja;person;259;
flyktning_botid_flytting;2015;1505;5+;nei;person;48;
flyktning_botid_flytting;2015;1505;5+;uoppgitt;person;69;
flyktning_botid_flytting;2015;1515;alle;alle;person;130;
flyktning_botid_flytting;2015;1515;0-4;alle;person;42;
flyktning_botid_flytting;2015;1515;5+;alle;person;88;
flyktning_botid_flytting;2015;1515;0-4;ja;person;39;
flyktning_botid_flytting;2015;1515;0-4;nei;person;0;
flyktning_botid_flytting;2015;1515;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1515;5+;ja;person;69;
flyktning_botid_flytting;2015;1515;5+;nei;person;5;
flyktning_botid_flytting;2015;1515;5+;uoppgitt;person;14;
flyktning_botid_flytting;2015;1516;alle;alle;person;304;
flyktning_botid_flytting;2015;1516;0-4;alle;person;172;
flyktning_botid_flytting;2015;1516;5+;alle;person;132;
flyktning_botid_flytting;2015;1516;0-4;ja;person;101;
flyktning_botid_flytting;2015;1516;0-4;nei;person;32;
flyktning_botid_flytting;2015;1516;0-4;uoppgitt;person;39;
flyktning_botid_flytting;2015;1516;5+;ja;person;82;
flyktning_botid_flytting;2015;1516;5+;nei;person;35;
flyktning_botid_flytting;2015;1516;5+;uoppgitt;person;15;
flyktning_botid_flytting;2015;1517;alle;alle;person;158;
flyktning_botid_flytting;2015;1517;0-4;alle;person;28;
flyktning_botid_flytting;2015;1517;5+;alle;person;130;
flyktning_botid_flytting;2015;1517;0-4;ja;person;25;
flyktning_botid_flytting;2015;1517;0-4;nei;person;0;
flyktning_botid_flytting;2015;1517;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1517;5+;ja;person;78;
flyktning_botid_flytting;2015;1517;5+;nei;person;25;
flyktning_botid_flytting;2015;1517;5+;uoppgitt;person;27;
flyktning_botid_flytting;2015;1519;alle;alle;person;289;
flyktning_botid_flytting;2015;1519;0-4;alle;person;180;
flyktning_botid_flytting;2015;1519;5+;alle;person;109;
flyktning_botid_flytting;2015;1519;0-4;ja;person;136;
flyktning_botid_flytting;2015;1519;0-4;nei;person;24;
flyktning_botid_flytting;2015;1519;0-4;uoppgitt;person;20;
flyktning_botid_flytting;2015;1519;5+;ja;person;93;
flyktning_botid_flytting;2015;1519;5+;nei;person;9;
flyktning_botid_flytting;2015;1519;5+;uoppgitt;person;7;
flyktning_botid_flytting;2015;1520;alle;alle;person;201;
flyktning_botid_flytting;2015;1520;0-4;alle;person;78;
flyktning_botid_flytting;2015;1520;5+;alle;person;123;
flyktning_botid_flytting;2015;1520;0-4;ja;person;75;
flyktning_botid_flytting;2015;1520;0-4;nei;person;0;
flyktning_botid_flytting;2015;1520;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1520;5+;ja;person;95;
flyktning_botid_flytting;2015;1520;5+;nei;person;15;
flyktning_botid_flytting;2015;1520;5+;uoppgitt;person;13;
flyktning_botid_flytting;2015;1523;alle;alle;person;60;
flyktning_botid_flytting;2015;1523;0-4;alle;person;17;
flyktning_botid_flytting;2015;1523;5+;alle;person;43;
flyktning_botid_flytting;2015;1523;0-4;ja;person;17;
flyktning_botid_flytting;2015;1523;0-4;nei;person;0;
flyktning_botid_flytting;2015;1523;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1523;5+;ja;person;25;
flyktning_botid_flytting;2015;1523;5+;nei;person;13;
flyktning_botid_flytting;2015;1523;5+;uoppgitt;person;5;
flyktning_botid_flytting;2015;1525;alle;alle;person;42;
flyktning_botid_flytting;2015;1525;0-4;alle;person;0;
flyktning_botid_flytting;2015;1525;5+;alle;person;42;
flyktning_botid_flytting;2015;1525;0-4;ja;person;0;
flyktning_botid_flytting;2015;1525;0-4;nei;person;0;
flyktning_botid_flytting;2015;1525;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1525;5+;ja;person;12;
flyktning_botid_flytting;2015;1525;5+;nei;person;22;
flyktning_botid_flytting;2015;1525;5+;uoppgitt;person;8;
flyktning_botid_flytting;2015;1526;alle;alle;person;13;
flyktning_botid_flytting;2015;1526;0-4;alle;person;0;
flyktning_botid_flytting;2015;1526;5+;alle;person;13;
flyktning_botid_flytting;2015;1526;0-4;ja;person;0;
flyktning_botid_flytting;2015;1526;0-4;nei;person;0;
flyktning_botid_flytting;2015;1526;0-4;uoppgitt;person;0;
flyktning_botid_flytting;2015;1526;5+;ja;person;0;
flyktning_botid_flytting;2015;1526;5+;nei;person;10;
flyktning_botid_flytting;2015;1526;5+;uoppgitt;person;3;
flyktning_botid_flytting;2015;1528;alle;alle;person;201;
flyktning_botid_flytting;2015;1528;0-4;alle;person;63;
flyktning_botid_flytting;2015;1528;5+;alle;person;138;
flyktning_botid_flytting;2015;1528;0-4;ja;person;60;
flyktning_botid_flytting;2015;1528;0-4;nei;person;0;
flyktning_botid_flytting;2015;1528;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1528;5+;ja;person;83;
flyktning_botid_flytting;2015;1528;5+;nei;person;35;
flyktning_botid_flytting;2015;1528;5+;uoppgitt;person;20;
flyktning_botid_flytting;2015;1529;alle;alle;person;40;
flyktning_botid_flytting;2015;1529;0-4;alle;person;7;
flyktning_botid_flytting;2015;1529;5+;alle;person;33;
flyktning_botid_flytting;2015;1529;0-4;ja;person;4;
flyktning_botid_flytting;2015;1529;0-4;nei;person;0;
flyktning_botid_flytting;2015;1529;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1529;5+;ja;person;24;
flyktning_botid_flytting;2015;1529;5+;nei;person;5;
flyktning_botid_flytting;2015;1529;5+;uoppgitt;person;4;
flyktning_botid_flytting;2015;1531;alle;alle;person;92;
flyktning_botid_flytting;2015;1531;0-4;alle;person;21;
flyktning_botid_flytting;2015;1531;5+;alle;person;71;
flyktning_botid_flytting;2015;1531;0-4;ja;person;18;
flyktning_botid_flytting;2015;1531;0-4;nei;person;0;
flyktning_botid_flytting;2015;1531;0-4;uoppgitt;person;3;
flyktning_botid_flytting;2015;1531;5+;ja;person;35;
flyktning_botid_flytting;2015;1531;5+;nei;person;23;
flyktning_botid_flytting;2015;1531;5+;uoppgitt;person;13;
flyktning_botid_flytting;2015;1532;alle;alle;person;95;
flyktning_botid_flytting;2015;1532;0-4;alle;person;55;
