"aar","fylke_nr","spraaknivaa","provetype","enhet","tabellvariabel","tabell_navn","kommune_nr"
"2014","NULL","ikke_vurdert","skriftlig","prosent",".","norsk_prover","0534"
"2014","NULL","ikke_vurdert","skriftlig","personer",".","norsk_prover","0534"
"2014","NULL","alle","muntlig","personer",".","norsk_prover","0536"
"2014","NULL","alle","lytting","personer",".","norsk_prover","0536"
"2014","NULL","alle","lese","personer",".","norsk_prover","0536"
"2014","NULL","alle","skriftlig","personer",".","norsk_prover","0536"
"2014","NULL","b1","muntlig","prosent",".","norsk_prover","0536"
"2014","NULL","b1","muntlig","personer",".","norsk_prover","0536"
"2014","NULL","b1","lytting","prosent",".","norsk_prover","0536"
"2014","NULL","b1","lytting","personer",".","norsk_prover","0536"
"2014","NULL","b1","lese","prosent",".","norsk_prover","0536"
"2014","NULL","b1","lese","personer",".","norsk_prover","0536"
"2014","NULL","b1","skriftlig","prosent",".","norsk_prover","0536"
"2014","NULL","b1","skriftlig","personer",".","norsk_prover","0536"
"2014","NULL","a2","muntlig","prosent",".","norsk_prover","0536"
"2014","NULL","a2","muntlig","personer",".","norsk_prover","0536"
"2014","NULL","a2","lytting","prosent",".","norsk_prover","0536"
"2014","NULL","a2","lytting","personer",".","norsk_prover","0536"
"2014","NULL","a2","lese","prosent",".","norsk_prover","0536"
"2014","NULL","a2","lese","personer",".","norsk_prover","0536"
"2014","NULL","a2","skriftlig","prosent",".","norsk_prover","0536"
"2014","NULL","a2","skriftlig","personer",".","norsk_prover","0536"
"2014","NULL","a1","muntlig","prosent",".","norsk_prover","0536"
"2014","NULL","a1","muntlig","personer",".","norsk_prover","0536"
"2014","NULL","a1","lytting","prosent",".","norsk_prover","0536"
"2014","NULL","a1","lytting","personer",".","norsk_prover","0536"
"2014","NULL","a1","lese","prosent",".","norsk_prover","0536"
"2014","NULL","a1","lese","personer",".","norsk_prover","0536"
"2014","NULL","a1","skriftlig","prosent",".","norsk_prover","0536"
"2014","NULL","a1","skriftlig","personer",".","norsk_prover","0536"
"2014","NULL","under_a1","muntlig","prosent",".","norsk_prover","0536"
"2014","NULL","under_a1","muntlig","personer",".","norsk_prover","0536"
"2014","NULL","under_a1","lytting","prosent",".","norsk_prover","0536"
"2014","NULL","under_a1","lytting","personer",".","norsk_prover","0536"
"2014","NULL","under_a1","lese","prosent",".","norsk_prover","0536"
"2014","NULL","under_a1","lese","personer",".","norsk_prover","0536"
"2014","NULL","under_a1","skriftlig","prosent",".","norsk_prover","0536"
"2014","NULL","under_a1","skriftlig","personer",".","norsk_prover","0536"
"2014","NULL","ikke_vurdert","muntlig","prosent",".","norsk_prover","0536"
"2014","NULL","ikke_vurdert","muntlig","personer",".","norsk_prover","0536"
"2014","NULL","ikke_vurdert","lytting","prosent",".","norsk_prover","0536"
"2014","NULL","ikke_vurdert","lytting","personer",".","norsk_prover","0536"
"2014","NULL","ikke_vurdert","lese","prosent",".","norsk_prover","0536"
"2014","NULL","ikke_vurdert","lese","personer",".","norsk_prover","0536"
"2014","NULL","ikke_vurdert","skriftlig","prosent",".","norsk_prover","0536"
"2014","NULL","ikke_vurdert","skriftlig","personer",".","norsk_prover","0536"
"2014","NULL","alle","muntlig","personer","14","norsk_prover","0538"
"2014","NULL","alle","lytting","personer","30","norsk_prover","0538"
"2014","NULL","alle","lese","personer","30","norsk_prover","0538"
"2014","NULL","alle","skriftlig","personer","30","norsk_prover","0538"
"2014","NULL","b1","muntlig","prosent","36","norsk_prover","0538"
"2014","NULL","b1","muntlig","personer","5","norsk_prover","0538"
"2014","NULL","b1","lytting","prosent","50","norsk_prover","0538"
"2014","NULL","b1","lytting","personer","15","norsk_prover","0538"
"2014","NULL","b1","lese","prosent","37","norsk_prover","0538"
"2014","NULL","b1","lese","personer","11","norsk_prover","0538"
"2014","NULL","b1","skriftlig","prosent","7","norsk_prover","0538"
"2014","NULL","b1","skriftlig","personer","2","norsk_prover","0538"
"2014","NULL","a2","muntlig","prosent","57","norsk_prover","0538"
"2014","NULL","a2","muntlig","personer","8","norsk_prover","0538"
"2014","NULL","a2","lytting","prosent","37","norsk_prover","0538"
"2014","NULL","a2","lytting","personer","11","norsk_prover","0538"
"2014","NULL","a2","lese","prosent","30","norsk_prover","0538"
"2014","NULL","a2","lese","personer","9","norsk_prover","0538"
"2014","NULL","a2","skriftlig","prosent","63","norsk_prover","0538"
"2014","NULL","a2","skriftlig","personer","19","norsk_prover","0538"
"2014","NULL","a1","muntlig","prosent","7","norsk_prover","0538"
"2014","NULL","a1","muntlig","personer","1","norsk_prover","0538"
"2014","NULL","a1","lytting","prosent","13","norsk_prover","0538"
"2014","NULL","a1","lytting","personer","4","norsk_prover","0538"
"2014","NULL","a1","lese","prosent","30","norsk_prover","0538"
"2014","NULL","a1","lese","personer","9","norsk_prover","0538"
"2014","NULL","a1","skriftlig","prosent","23","norsk_prover","0538"
"2014","NULL","a1","skriftlig","personer","7","norsk_prover","0538"
"2014","NULL","under_a1","muntlig","prosent","0","norsk_prover","0538"
"2014","NULL","under_a1","muntlig","personer","0","norsk_prover","0538"
"2014","NULL","under_a1","lytting","prosent","0","norsk_prover","0538"
"2014","NULL","under_a1","lytting","personer","0","norsk_prover","0538"
"2014","NULL","under_a1","lese","prosent","3","norsk_prover","0538"
"2014","NULL","under_a1","lese","personer","1","norsk_prover","0538"
"2014","NULL","under_a1","skriftlig","prosent","0","norsk_prover","0538"
"2014","NULL","under_a1","skriftlig","personer","0","norsk_prover","0538"
"2014","NULL","ikke_vurdert","muntlig","prosent","0","norsk_prover","0538"
"2014","NULL","ikke_vurdert","muntlig","personer","0","norsk_prover","0538"
"2014","NULL","ikke_vurdert","lytting","prosent","0","norsk_prover","0538"
"2014","NULL","ikke_vurdert","lytting","personer","0","norsk_prover","0538"
"2014","NULL","ikke_vurdert","lese","prosent","0","norsk_prover","0538"
"2014","NULL","ikke_vurdert","lese","personer","0","norsk_prover","0538"
"2014","NULL","ikke_vurdert","skriftlig","prosent","0","norsk_prover","0538"
"2014","NULL","ikke_vurdert","skriftlig","personer","0","norsk_prover","0538"
"2014","NULL","alle","muntlig","personer","4","norsk_prover","0540"
"2014","NULL","alle","lytting","personer","13","norsk_prover","0540"
"2014","NULL","alle","lese","personer","13","norsk_prover","0540"
"2014","NULL","alle","skriftlig","personer","13","norsk_prover","0540"
"2014","NULL","b1","muntlig","prosent",":","norsk_prover","0540"
"2014","NULL","b1","muntlig","personer",".","norsk_prover","0540"
"2014","NULL","b1","lytting","prosent","31","norsk_prover","0540"
"2014","NULL","b1","lytting","personer","4","norsk_prover","0540"
"2014","NULL","b1","lese","prosent","23","norsk_prover","0540"
"2014","NULL","b1","lese","personer","3","norsk_prover","0540"
"2014","NULL","b1","skriftlig","prosent","8","norsk_prover","0540"
"2014","NULL","b1","skriftlig","personer","1","norsk_prover","0540"
"2014","NULL","a2","muntlig","prosent",":","norsk_prover","0540"
"2014","NULL","a2","muntlig","personer",".","norsk_prover","0540"
"2014","NULL","a2","lytting","prosent","46","norsk_prover","0540"
"2014","NULL","a2","lytting","personer","6","norsk_prover","0540"
"2014","NULL","a2","lese","prosent","38","norsk_prover","0540"
"2014","NULL","a2","lese","personer","5","norsk_prover","0540"
"2014","NULL","a2","skriftlig","prosent","23","norsk_prover","0540"
"2014","NULL","a2","skriftlig","personer","3","norsk_prover","0540"
"2014","NULL","a1","muntlig","prosent",":","norsk_prover","0540"
"2014","NULL","a1","muntlig","personer",".","norsk_prover","0540"
"2014","NULL","a1","lytting","prosent","23","norsk_prover","0540"
"2014","NULL","a1","lytting","personer","3","norsk_prover","0540"
"2014","NULL","a1","lese","prosent","38","norsk_prover","0540"
"2014","NULL","a1","lese","personer","5","norsk_prover","0540"
"2014","NULL","a1","skriftlig","prosent","69","norsk_prover","0540"
"2014","NULL","a1","skriftlig","personer","9","norsk_prover","0540"
"2014","NULL","under_a1","muntlig","prosent",":","norsk_prover","0540"
"2014","NULL","under_a1","muntlig","personer",".","norsk_prover","0540"
"2014","NULL","under_a1","lytting","prosent","0","norsk_prover","0540"
"2014","NULL","under_a1","lytting","personer","0","norsk_prover","0540"
"2014","NULL","under_a1","lese","prosent","0","norsk_prover","0540"
"2014","NULL","under_a1","lese","personer","0","norsk_prover","0540"
"2014","NULL","under_a1","skriftlig","prosent","0","norsk_prover","0540"
"2014","NULL","under_a1","skriftlig","personer","0","norsk_prover","0540"
"2014","NULL","ikke_vurdert","muntlig","prosent",":","norsk_prover","0540"
"2014","NULL","ikke_vurdert","muntlig","personer",".","norsk_prover","0540"
"2014","NULL","ikke_vurdert","lytting","prosent","0","norsk_prover","0540"
"2014","NULL","ikke_vurdert","lytting","personer","0","norsk_prover","0540"
"2014","NULL","ikke_vurdert","lese","prosent","0","norsk_prover","0540"
"2014","NULL","ikke_vurdert","lese","personer","0","norsk_prover","0540"
"2014","NULL","ikke_vurdert","skriftlig","prosent","0","norsk_prover","0540"
"2014","NULL","ikke_vurdert","skriftlig","personer","0","norsk_prover","0540"
"2014","NULL","alle","muntlig","personer","2","norsk_prover","0541"
"2014","NULL","alle","lytting","personer","1","norsk_prover","0541"
"2014","NULL","alle","lese","personer","2","norsk_prover","0541"
"2014","NULL","alle","skriftlig","personer","2","norsk_prover","0541"
"2014","NULL","b1","muntlig","prosent",":","norsk_prover","0541"
"2014","NULL","b1","muntlig","personer",".","norsk_prover","0541"
"2014","NULL","b1","lytting","prosent",":","norsk_prover","0541"
"2014","NULL","b1","lytting","personer",".","norsk_prover","0541"
"2014","NULL","b1","lese","prosent",":","norsk_prover","0541"
"2014","NULL","b1","lese","personer",".","norsk_prover","0541"
"2014","NULL","b1","skriftlig","prosent",":","norsk_prover","0541"
"2014","NULL","b1","skriftlig","personer",".","norsk_prover","0541"
"2014","NULL","a2","muntlig","prosent",":","norsk_prover","0541"
"2014","NULL","a2","muntlig","personer",".","norsk_prover","0541"
"2014","NULL","a2","lytting","prosent",":","norsk_prover","0541"
"2014","NULL","a2","lytting","personer",".","norsk_prover","0541"
"2014","NULL","a2","lese","prosent",":","norsk_prover","0541"
"2014","NULL","a2","lese","personer",".","norsk_prover","0541"
"2014","NULL","a2","skriftlig","prosent",":","norsk_prover","0541"
"2014","NULL","a2","skriftlig","personer",".","norsk_prover","0541"
"2014","NULL","a1","muntlig","prosent",":","norsk_prover","0541"
"2014","NULL","a1","muntlig","personer",".","norsk_prover","0541"
"2014","NULL","a1","lytting","prosent",":","norsk_prover","0541"
"2014","NULL","a1","lytting","personer",".","norsk_prover","0541"
"2014","NULL","a1","lese","prosent",":","norsk_prover","0541"
"2014","NULL","a1","lese","personer",".","norsk_prover","0541"
"2014","NULL","a1","skriftlig","prosent",":","norsk_prover","0541"
"2014","NULL","a1","skriftlig","personer",".","norsk_prover","0541"
"2014","NULL","under_a1","muntlig","prosent",":","norsk_prover","0541"
"2014","NULL","under_a1","muntlig","personer",".","norsk_prover","0541"
"2014","NULL","under_a1","lytting","prosent",":","norsk_prover","0541"
"2014","NULL","under_a1","lytting","personer",".","norsk_prover","0541"
"2014","NULL","under_a1","lese","prosent",":","norsk_prover","0541"
"2014","NULL","under_a1","lese","personer",".","norsk_prover","0541"
"2014","NULL","under_a1","skriftlig","prosent",":","norsk_prover","0541"
"2014","NULL","under_a1","skriftlig","personer",".","norsk_prover","0541"
"2014","NULL","ikke_vurdert","muntlig","prosent",":","norsk_prover","0541"
"2014","NULL","ikke_vurdert","muntlig","personer",".","norsk_prover","0541"
"2014","NULL","ikke_vurdert","lytting","prosent",":","norsk_prover","0541"
"2014","NULL","ikke_vurdert","lytting","personer",".","norsk_prover","0541"
"2014","NULL","ikke_vurdert","lese","prosent",":","norsk_prover","0541"
"2014","NULL","ikke_vurdert","lese","personer",".","norsk_prover","0541"
"2014","NULL","ikke_vurdert","skriftlig","prosent",":","norsk_prover","0541"
"2014","NULL","ikke_vurdert","skriftlig","personer",".","norsk_prover","0541"
"2014","NULL","alle","muntlig","personer","10","norsk_prover","0542"
"2014","NULL","alle","lytting","personer","11","norsk_prover","0542"
"2014","NULL","alle","lese","personer","11","norsk_prover","0542"
"2014","NULL","alle","skriftlig","personer","11","norsk_prover","0542"
"2014","NULL","b1","muntlig","prosent","60","norsk_prover","0542"
"2014","NULL","b1","muntlig","personer","6","norsk_prover","0542"
"2014","NULL","b1","lytting","prosent","18","norsk_prover","0542"
"2014","NULL","b1","lytting","personer","2","norsk_prover","0542"
"2014","NULL","b1","lese","prosent","27","norsk_prover","0542"
"2014","NULL","b1","lese","personer","3","norsk_prover","0542"
"2014","NULL","b1","skriftlig","prosent","0","norsk_prover","0542"
"2014","NULL","b1","skriftlig","personer","0","norsk_prover","0542"
"2014","NULL","a2","muntlig","prosent","40","norsk_prover","0542"
"2014","NULL","a2","muntlig","personer","4","norsk_prover","0542"
"2014","NULL","a2","lytting","prosent","73","norsk_prover","0542"
"2014","NULL","a2","lytting","personer","8","norsk_prover","0542"
"2014","NULL","a2","lese","prosent","45","norsk_prover","0542"
"2014","NULL","a2","lese","personer","5","norsk_prover","0542"
"2014","NULL","a2","skriftlig","prosent","73","norsk_prover","0542"
"2014","NULL","a2","skriftlig","personer","8","norsk_prover","0542"
"2014","NULL","a1","muntlig","prosent","0","norsk_prover","0542"
"2014","NULL","a1","muntlig","personer","0","norsk_prover","0542"
"2014","NULL","a1","lytting","prosent","9","norsk_prover","0542"
"2014","NULL","a1","lytting","personer","1","norsk_prover","0542"
"2014","NULL","a1","lese","prosent","27","norsk_prover","0542"
"2014","NULL","a1","lese","personer","3","norsk_prover","0542"
"2014","NULL","a1","skriftlig","prosent","27","norsk_prover","0542"
"2014","NULL","a1","skriftlig","personer","3","norsk_prover","0542"
"2014","NULL","under_a1","muntlig","prosent","0","norsk_prover","0542"
"2014","NULL","under_a1","muntlig","personer","0","norsk_prover","0542"
"2014","NULL","under_a1","lytting","prosent","0","norsk_prover","0542"
"2014","NULL","under_a1","lytting","personer","0","norsk_prover","0542"
"2014","NULL","under_a1","lese","prosent","0","norsk_prover","0542"
"2014","NULL","under_a1","lese","personer","0","norsk_prover","0542"
"2014","NULL","under_a1","skriftlig","prosent","0","norsk_prover","0542"
"2014","NULL","under_a1","skriftlig","personer","0","norsk_prover","0542"
"2014","NULL","ikke_vurdert","muntlig","prosent","0","norsk_prover","0542"
"2014","NULL","ikke_vurdert","muntlig","personer","0","norsk_prover","0542"
"2014","NULL","ikke_vurdert","lytting","prosent","0","norsk_prover","0542"
"2014","NULL","ikke_vurdert","lytting","personer","0","norsk_prover","0542"
"2014","NULL","ikke_vurdert","lese","prosent","0","norsk_prover","0542"
"2014","NULL","ikke_vurdert","lese","personer","0","norsk_prover","0542"
"2014","NULL","ikke_vurdert","skriftlig","prosent","0","norsk_prover","0542"
"2014","NULL","ikke_vurdert","skriftlig","personer","0","norsk_prover","0542"
"2014","NULL","alle","muntlig","personer","3","norsk_prover","0543"
"2014","NULL","alle","lytting","personer","5","norsk_prover","0543"
"2014","NULL","alle","lese","personer","5","norsk_prover","0543"
"2014","NULL","alle","skriftlig","personer","5","norsk_prover","0543"
"2014","NULL","b1","muntlig","prosent",":","norsk_prover","0543"
"2014","NULL","b1","muntlig","personer",".","norsk_prover","0543"
"2014","NULL","b1","lytting","prosent",":","norsk_prover","0543"
"2014","NULL","b1","lytting","personer",".","norsk_prover","0543"
"2014","NULL","b1","lese","prosent",":","norsk_prover","0543"
"2014","NULL","b1","lese","personer",".","norsk_prover","0543"
"2014","NULL","b1","skriftlig","prosent",":","norsk_prover","0543"
"2014","NULL","b1","skriftlig","personer",".","norsk_prover","0543"
"2014","NULL","a2","muntlig","prosent",":","norsk_prover","0543"
"2014","NULL","a2","muntlig","personer",".","norsk_prover","0543"
"2014","NULL","a2","lytting","prosent",":","norsk_prover","0543"
"2014","NULL","a2","lytting","personer",".","norsk_prover","0543"
"2014","NULL","a2","lese","prosent",":","norsk_prover","0543"
"2014","NULL","a2","lese","personer",".","norsk_prover","0543"
"2014","NULL","a2","skriftlig","prosent",":","norsk_prover","0543"
"2014","NULL","a2","skriftlig","personer",".","norsk_prover","0543"
"2014","NULL","a1","muntlig","prosent",":","norsk_prover","0543"
"2014","NULL","a1","muntlig","personer",".","norsk_prover","0543"
"2014","NULL","a1","lytting","prosent",":","norsk_prover","0543"
"2014","NULL","a1","lytting","personer",".","norsk_prover","0543"
"2014","NULL","a1","lese","prosent",":","norsk_prover","0543"
"2014","NULL","a1","lese","personer",".","norsk_prover","0543"
"2014","NULL","a1","skriftlig","prosent",":","norsk_prover","0543"
"2014","NULL","a1","skriftlig","personer",".","norsk_prover","0543"
"2014","NULL","under_a1","muntlig","prosent",":","norsk_prover","0543"
"2014","NULL","under_a1","muntlig","personer",".","norsk_prover","0543"
"2014","NULL","under_a1","lytting","prosent",":","norsk_prover","0543"
"2014","NULL","under_a1","lytting","personer",".","norsk_prover","0543"
"2014","NULL","under_a1","lese","prosent",":","norsk_prover","0543"
"2014","NULL","under_a1","lese","personer",".","norsk_prover","0543"
"2014","NULL","under_a1","skriftlig","prosent",":","norsk_prover","0543"
"2014","NULL","under_a1","skriftlig","personer",".","norsk_prover","0543"
"2014","NULL","ikke_vurdert","muntlig","prosent",":","norsk_prover","0543"
"2014","NULL","ikke_vurdert","muntlig","personer",".","norsk_prover","0543"
"2014","NULL","ikke_vurdert","lytting","prosent",":","norsk_prover","0543"
"2014","NULL","ikke_vurdert","lytting","personer",".","norsk_prover","0543"
"2014","NULL","ikke_vurdert","lese","prosent",":","norsk_prover","0543"
"2014","NULL","ikke_vurdert","lese","personer",".","norsk_prover","0543"
"2014","NULL","ikke_vurdert","skriftlig","prosent",":","norsk_prover","0543"
"2014","NULL","ikke_vurdert","skriftlig","personer",".","norsk_prover","0543"
"2014","NULL","alle","muntlig","personer",".","norsk_prover","0544"
"2014","NULL","alle","lytting","personer",".","norsk_prover","0544"
"2014","NULL","alle","lese","personer",".","norsk_prover","0544"
"2014","NULL","alle","skriftlig","personer",".","norsk_prover","0544"
"2014","NULL","b1","muntlig","prosent",".","norsk_prover","0544"
"2014","NULL","b1","muntlig","personer",".","norsk_prover","0544"
"2014","NULL","b1","lytting","prosent",".","norsk_prover","0544"
"2014","NULL","b1","lytting","personer",".","norsk_prover","0544"
"2014","NULL","b1","lese","prosent",".","norsk_prover","0544"
"2014","NULL","b1","lese","personer",".","norsk_prover","0544"
"2014","NULL","b1","skriftlig","prosent",".","norsk_prover","0544"
"2014","NULL","b1","skriftlig","personer",".","norsk_prover","0544"
"2014","NULL","a2","muntlig","prosent",".","norsk_prover","0544"
"2014","NULL","a2","muntlig","personer",".","norsk_prover","0544"
"2014","NULL","a2","lytting","prosent",".","norsk_prover","0544"
"2014","NULL","a2","lytting","personer",".","norsk_prover","0544"
"2014","NULL","a2","lese","prosent",".","norsk_prover","0544"
"2014","NULL","a2","lese","personer",".","norsk_prover","0544"
"2014","NULL","a2","skriftlig","prosent",".","norsk_prover","0544"
"2014","NULL","a2","skriftlig","personer",".","norsk_prover","0544"
"2014","NULL","a1","muntlig","prosent",".","norsk_prover","0544"
"2014","NULL","a1","muntlig","personer",".","norsk_prover","0544"
"2014","NULL","a1","lytting","prosent",".","norsk_prover","0544"
"2014","NULL","a1","lytting","personer",".","norsk_prover","0544"
"2014","NULL","a1","lese","prosent",".","norsk_prover","0544"
"2014","NULL","a1","lese","personer",".","norsk_prover","0544"
"2014","NULL","a1","skriftlig","prosent",".","norsk_prover","0544"
"2014","NULL","a1","skriftlig","personer",".","norsk_prover","0544"
"2014","NULL","under_a1","muntlig","prosent",".","norsk_prover","0544"
"2014","NULL","under_a1","muntlig","personer",".","norsk_prover","0544"
"2014","NULL","under_a1","lytting","prosent",".","norsk_prover","0544"
"2014","NULL","under_a1","lytting","personer",".","norsk_prover","0544"
"2014","NULL","under_a1","lese","prosent",".","norsk_prover","0544"
"2014","NULL","under_a1","lese","personer",".","norsk_prover","0544"
"2014","NULL","under_a1","skriftlig","prosent",".","norsk_prover","0544"
"2014","NULL","under_a1","skriftlig","personer",".","norsk_prover","0544"
"2014","NULL","ikke_vurdert","muntlig","prosent",".","norsk_prover","0544"
"2014","NULL","ikke_vurdert","muntlig","personer",".","norsk_prover","0544"
"2014","NULL","ikke_vurdert","lytting","prosent",".","norsk_prover","0544"
"2014","NULL","ikke_vurdert","lytting","personer",".","norsk_prover","0544"
"2014","NULL","ikke_vurdert","lese","prosent",".","norsk_prover","0544"
"2014","NULL","ikke_vurdert","lese","personer",".","norsk_prover","0544"
"2014","NULL","ikke_vurdert","skriftlig","prosent",".","norsk_prover","0544"
"2014","NULL","ikke_vurdert","skriftlig","personer",".","norsk_prover","0544"
"2014","NULL","alle","muntlig","personer",".","norsk_prover","0545"
"2014","NULL","alle","lytting","personer",".","norsk_prover","0545"
"2014","NULL","alle","lese","personer",".","norsk_prover","0545"
"2014","NULL","alle","skriftlig","personer",".","norsk_prover","0545"
"2014","NULL","b1","muntlig","prosent",".","norsk_prover","0545"
"2014","NULL","b1","muntlig","personer",".","norsk_prover","0545"
"2014","NULL","b1","lytting","prosent",".","norsk_prover","0545"
"2014","NULL","b1","lytting","personer",".","norsk_prover","0545"
"2014","NULL","b1","lese","prosent",".","norsk_prover","0545"
"2014","NULL","b1","lese","personer",".","norsk_prover","0545"
"2014","NULL","b1","skriftlig","prosent",".","norsk_prover","0545"
"2014","NULL","b1","skriftlig","personer",".","norsk_prover","0545"
"2014","NULL","a2","muntlig","prosent",".","norsk_prover","0545"
"2014","NULL","a2","muntlig","personer",".","norsk_prover","0545"
"2014","NULL","a2","lytting","prosent",".","norsk_prover","0545"
"2014","NULL","a2","lytting","personer",".","norsk_prover","0545"
"2014","NULL","a2","lese","prosent",".","norsk_prover","0545"
"2014","NULL","a2","lese","personer",".","norsk_prover","0545"
"2014","NULL","a2","skriftlig","prosent",".","norsk_prover","0545"
"2014","NULL","a2","skriftlig","personer",".","norsk_prover","0545"
"2014","NULL","a1","muntlig","prosent",".","norsk_prover","0545"
"2014","NULL","a1","muntlig","personer",".","norsk_prover","0545"
"2014","NULL","a1","lytting","prosent",".","norsk_prover","0545"
"2014","NULL","a1","lytting","personer",".","norsk_prover","0545"
"2014","NULL","a1","lese","prosent",".","norsk_prover","0545"
"2014","NULL","a1","lese","personer",".","norsk_prover","0545"
"2014","NULL","a1","skriftlig","prosent",".","norsk_prover","0545"
"2014","NULL","a1","skriftlig","personer",".","norsk_prover","0545"
"2014","NULL","under_a1","muntlig","prosent",".","norsk_prover","0545"
"2014","NULL","under_a1","muntlig","personer",".","norsk_prover","0545"
"2014","NULL","under_a1","lytting","prosent",".","norsk_prover","0545"
"2014","NULL","under_a1","lytting","personer",".","norsk_prover","0545"
"2014","NULL","under_a1","lese","prosent",".","norsk_prover","0545"
"2014","NULL","under_a1","lese","personer",".","norsk_prover","0545"
"2014","NULL","under_a1","skriftlig","prosent",".","norsk_prover","0545"
"2014","NULL","under_a1","skriftlig","personer",".","norsk_prover","0545"
"2014","NULL","ikke_vurdert","muntlig","prosent",".","norsk_prover","0545"
"2014","NULL","ikke_vurdert","muntlig","personer",".","norsk_prover","0545"
"2014","NULL","ikke_vurdert","lytting","prosent",".","norsk_prover","0545"
"2014","NULL","ikke_vurdert","lytting","personer",".","norsk_prover","0545"
"2014","NULL","ikke_vurdert","lese","prosent",".","norsk_prover","0545"
"2014","NULL","ikke_vurdert","lese","personer",".","norsk_prover","0545"
"2014","NULL","ikke_vurdert","skriftlig","prosent",".","norsk_prover","0545"
"2014","NULL","ikke_vurdert","skriftlig","personer",".","norsk_prover","0545"
"2014","NULL","alle","muntlig","personer","138","norsk_prover","0602"
"2014","NULL","alle","lytting","personer","149","norsk_prover","0602"
"2014","NULL","alle","lese","personer","149","norsk_prover","0602"
"2014","NULL","alle","skriftlig","personer","149","norsk_prover","0602"
"2014","NULL","b1","muntlig","prosent","17","norsk_prover","0602"
"2014","NULL","b1","muntlig","personer","23","norsk_prover","0602"
"2014","NULL","b1","lytting","prosent","59","norsk_prover","0602"
"2014","NULL","b1","lytting","personer","88","norsk_prover","0602"
"2014","NULL","b1","lese","prosent","65","norsk_prover","0602"
"2014","NULL","b1","lese","personer","97","norsk_prover","0602"
"2014","NULL","b1","skriftlig","prosent","28","norsk_prover","0602"
"2014","NULL","b1","skriftlig","personer","42","norsk_prover","0602"
"2014","NULL","a2","muntlig","prosent","67","norsk_prover","0602"
"2014","NULL","a2","muntlig","personer","92","norsk_prover","0602"
"2014","NULL","a2","lytting","prosent","35","norsk_prover","0602"
"2014","NULL","a2","lytting","personer","52","norsk_prover","0602"
"2014","NULL","a2","lese","prosent","21","norsk_prover","0602"
"2014","NULL","a2","lese","personer","31","norsk_prover","0602"
"2014","NULL","a2","skriftlig","prosent","45","norsk_prover","0602"
"2014","NULL","a2","skriftlig","personer","67","norsk_prover","0602"
"2014","NULL","a1","muntlig","prosent","9","norsk_prover","0602"
"2014","NULL","a1","muntlig","personer","12","norsk_prover","0602"
"2014","NULL","a1","lytting","prosent","6","norsk_prover","0602"
"2014","NULL","a1","lytting","personer","9","norsk_prover","0602"
"2014","NULL","a1","lese","prosent","12","norsk_prover","0602"
"2014","NULL","a1","lese","personer","18","norsk_prover","0602"
"2014","NULL","a1","skriftlig","prosent","23","norsk_prover","0602"
"2014","NULL","a1","skriftlig","personer","34","norsk_prover","0602"
"2014","NULL","under_a1","muntlig","prosent","0","norsk_prover","0602"
"2014","NULL","under_a1","muntlig","personer","0","norsk_prover","0602"
"2014","NULL","under_a1","lytting","prosent","0","norsk_prover","0602"
"2014","NULL","under_a1","lytting","personer","0","norsk_prover","0602"
"2014","NULL","under_a1","lese","prosent","2","norsk_prover","0602"
"2014","NULL","under_a1","lese","personer","3","norsk_prover","0602"
"2014","NULL","under_a1","skriftlig","prosent","3","norsk_prover","0602"
"2014","NULL","under_a1","skriftlig","personer","4","norsk_prover","0602"
"2014","NULL","ikke_vurdert","muntlig","prosent","6","norsk_prover","0602"
"2014","NULL","ikke_vurdert","muntlig","personer","8","norsk_prover","0602"
"2014","NULL","ikke_vurdert","lytting","prosent","0","norsk_prover","0602"
"2014","NULL","ikke_vurdert","lytting","personer","0","norsk_prover","0602"
"2014","NULL","ikke_vurdert","lese","prosent","0","norsk_prover","0602"
"2014","NULL","ikke_vurdert","lese","personer","0","norsk_prover","0602"
"2014","NULL","ikke_vurdert","skriftlig","prosent","2","norsk_prover","0602"
"2014","NULL","ikke_vurdert","skriftlig","personer","3","norsk_prover","0602"
"2014","NULL","alle","muntlig","personer","54","norsk_prover","0604"
"2014","NULL","alle","lytting","personer","58","norsk_prover","0604"
"2014","NULL","alle","lese","personer","58","norsk_prover","0604"
"2014","NULL","alle","skriftlig","personer","58","norsk_prover","0604"
"2014","NULL","b1","muntlig","prosent","67","norsk_prover","0604"
"2014","NULL","b1","muntlig","personer","36","norsk_prover","0604"
"2014","NULL","b1","lytting","prosent","71","norsk_prover","0604"
"2014","NULL","b1","lytting","personer","41","norsk_prover","0604"
"2014","NULL","b1","lese","prosent","83","norsk_prover","0604"
"2014","NULL","b1","lese","personer","48","norsk_prover","0604"
"2014","NULL","b1","skriftlig","prosent","40","norsk_prover","0604"
"2014","NULL","b1","skriftlig","personer","23","norsk_prover","0604"
"2014","NULL","a2","muntlig","prosent","28","norsk_prover","0604"
"2014","NULL","a2","muntlig","personer","15","norsk_prover","0604"
"2014","NULL","a2","lytting","prosent","26","norsk_prover","0604"
"2014","NULL","a2","lytting","personer","15","norsk_prover","0604"
"2014","NULL","a2","lese","prosent","16","norsk_prover","0604"
"2014","NULL","a2","lese","personer","9","norsk_prover","0604"
"2014","NULL","a2","skriftlig","prosent","57","norsk_prover","0604"
"2014","NULL","a2","skriftlig","personer","33","norsk_prover","0604"
