"tabell_navn","aar","naringsregion_nr","innvgrunn_6","kjonn","enhet","tabellvariabel"
"befolkning_innvandringsgrunn",2014,"42","familie","1","personer",211
"befolkning_innvandringsgrunn",2014,"42","annet","1","personer",10
"befolkning_innvandringsgrunn",2014,"42","uoppgitt","1","personer",161
"befolkning_innvandringsgrunn",2014,"42","alle","0","personer",996
"befolkning_innvandringsgrunn",2014,"42","arbeid","0","personer",207
"befolkning_innvandringsgrunn",2014,"42","flukt","0","personer",183
"befolkning_innvandringsgrunn",2014,"42","familie","0","personer",403
"befolkning_innvandringsgrunn",2014,"42","annet","0","personer",46
"befolkning_innvandringsgrunn",2014,"42","uoppgitt","0","personer",157
"befolkning_innvandringsgrunn",2014,"43","alle","alle","personer",910
"befolkning_innvandringsgrunn",2014,"43","arbeid","alle","personer",254
"befolkning_innvandringsgrunn",2014,"43","flukt","alle","personer",278
"befolkning_innvandringsgrunn",2014,"43","familie","alle","personer",170
"befolkning_innvandringsgrunn",2014,"43","annet","alle","personer",25
"befolkning_innvandringsgrunn",2014,"43","uoppgitt","alle","personer",183
"befolkning_innvandringsgrunn",2014,"43","alle","1","personer",500
"befolkning_innvandringsgrunn",2014,"43","arbeid","1","personer",183
"befolkning_innvandringsgrunn",2014,"43","flukt","1","personer",161
"befolkning_innvandringsgrunn",2014,"43","familie","1","personer",59
"befolkning_innvandringsgrunn",2014,"43","annet","1","personer",5
"befolkning_innvandringsgrunn",2014,"43","uoppgitt","1","personer",92
"befolkning_innvandringsgrunn",2014,"43","alle","0","personer",410
"befolkning_innvandringsgrunn",2014,"43","arbeid","0","personer",71
"befolkning_innvandringsgrunn",2014,"43","flukt","0","personer",117
"befolkning_innvandringsgrunn",2014,"43","familie","0","personer",111
"befolkning_innvandringsgrunn",2014,"43","annet","0","personer",20
"befolkning_innvandringsgrunn",2014,"43","uoppgitt","0","personer",91
"befolkning_innvandringsgrunn",2014,"44","alle","alle","personer",2509
"befolkning_innvandringsgrunn",2014,"44","arbeid","alle","personer",967
"befolkning_innvandringsgrunn",2014,"44","flukt","alle","personer",262
"befolkning_innvandringsgrunn",2014,"44","familie","alle","personer",899
"befolkning_innvandringsgrunn",2014,"44","annet","alle","personer",68
"befolkning_innvandringsgrunn",2014,"44","uoppgitt","alle","personer",313
"befolkning_innvandringsgrunn",2014,"44","alle","1","personer",1340
"befolkning_innvandringsgrunn",2014,"44","arbeid","1","personer",771
"befolkning_innvandringsgrunn",2014,"44","flukt","1","personer",138
"befolkning_innvandringsgrunn",2014,"44","familie","1","personer",256
"befolkning_innvandringsgrunn",2014,"44","annet","1","personer",14
"befolkning_innvandringsgrunn",2014,"44","uoppgitt","1","personer",161
"befolkning_innvandringsgrunn",2014,"44","alle","0","personer",1169
"befolkning_innvandringsgrunn",2014,"44","arbeid","0","personer",196
"befolkning_innvandringsgrunn",2014,"44","flukt","0","personer",124
"befolkning_innvandringsgrunn",2014,"44","familie","0","personer",643
"befolkning_innvandringsgrunn",2014,"44","annet","0","personer",54
"befolkning_innvandringsgrunn",2014,"44","uoppgitt","0","personer",152
"befolkning_innvandringsgrunn",2014,"45","alle","alle","personer",876
"befolkning_innvandringsgrunn",2014,"45","arbeid","alle","personer",297
"befolkning_innvandringsgrunn",2014,"45","flukt","alle","personer",79
"befolkning_innvandringsgrunn",2014,"45","familie","alle","personer",345
"befolkning_innvandringsgrunn",2014,"45","annet","alle","personer",29
"befolkning_innvandringsgrunn",2014,"45","uoppgitt","alle","personer",126
"befolkning_innvandringsgrunn",2014,"45","alle","1","personer",464
"befolkning_innvandringsgrunn",2014,"45","arbeid","1","personer",241
"befolkning_innvandringsgrunn",2014,"45","flukt","1","personer",40
"befolkning_innvandringsgrunn",2014,"45","familie","1","personer",103
"befolkning_innvandringsgrunn",2014,"45","annet","1","personer",8
"befolkning_innvandringsgrunn",2014,"45","uoppgitt","1","personer",72
"befolkning_innvandringsgrunn",2014,"45","alle","0","personer",412
"befolkning_innvandringsgrunn",2014,"45","arbeid","0","personer",56
"befolkning_innvandringsgrunn",2014,"45","flukt","0","personer",39
"befolkning_innvandringsgrunn",2014,"45","familie","0","personer",242
"befolkning_innvandringsgrunn",2014,"45","annet","0","personer",21
"befolkning_innvandringsgrunn",2014,"45","uoppgitt","0","personer",54
"befolkning_innvandringsgrunn",2014,"46","alle","alle","personer",5426
"befolkning_innvandringsgrunn",2014,"46","arbeid","alle","personer",1950
"befolkning_innvandringsgrunn",2014,"46","flukt","alle","personer",940
"befolkning_innvandringsgrunn",2014,"46","familie","alle","personer",1474
"befolkning_innvandringsgrunn",2014,"46","annet","alle","personer",116
"befolkning_innvandringsgrunn",2014,"46","uoppgitt","alle","personer",946
"befolkning_innvandringsgrunn",2014,"46","alle","1","personer",2924
"befolkning_innvandringsgrunn",2014,"46","arbeid","1","personer",1477
"befolkning_innvandringsgrunn",2014,"46","flukt","1","personer",499
"befolkning_innvandringsgrunn",2014,"46","familie","1","personer",400
"befolkning_innvandringsgrunn",2014,"46","annet","1","personer",29
"befolkning_innvandringsgrunn",2014,"46","uoppgitt","1","personer",519
"befolkning_innvandringsgrunn",2014,"46","alle","0","personer",2502
"befolkning_innvandringsgrunn",2014,"46","arbeid","0","personer",473
"befolkning_innvandringsgrunn",2014,"46","flukt","0","personer",441
"befolkning_innvandringsgrunn",2014,"46","familie","0","personer",1074
"befolkning_innvandringsgrunn",2014,"46","annet","0","personer",87
"befolkning_innvandringsgrunn",2014,"46","uoppgitt","0","personer",427
"befolkning_innvandringsgrunn",2014,"47","alle","alle","personer",4994
"befolkning_innvandringsgrunn",2014,"47","arbeid","alle","personer",1607
"befolkning_innvandringsgrunn",2014,"47","flukt","alle","personer",936
"befolkning_innvandringsgrunn",2014,"47","familie","alle","personer",1521
"befolkning_innvandringsgrunn",2014,"47","annet","alle","personer",167
"befolkning_innvandringsgrunn",2014,"47","uoppgitt","alle","personer",763
"befolkning_innvandringsgrunn",2014,"47","alle","1","personer",2641
"befolkning_innvandringsgrunn",2014,"47","arbeid","1","personer",1270
"befolkning_innvandringsgrunn",2014,"47","flukt","1","personer",483
"befolkning_innvandringsgrunn",2014,"47","familie","1","personer",460
"befolkning_innvandringsgrunn",2014,"47","annet","1","personer",39
"befolkning_innvandringsgrunn",2014,"47","uoppgitt","1","personer",389
"befolkning_innvandringsgrunn",2014,"47","alle","0","personer",2353
"befolkning_innvandringsgrunn",2014,"47","arbeid","0","personer",337
"befolkning_innvandringsgrunn",2014,"47","flukt","0","personer",453
"befolkning_innvandringsgrunn",2014,"47","familie","0","personer",1061
"befolkning_innvandringsgrunn",2014,"47","annet","0","personer",128
"befolkning_innvandringsgrunn",2014,"47","uoppgitt","0","personer",374
"befolkning_innvandringsgrunn",2014,"48","alle","alle","personer",888
"befolkning_innvandringsgrunn",2014,"48","arbeid","alle","personer",313
"befolkning_innvandringsgrunn",2014,"48","flukt","alle","personer",13
"befolkning_innvandringsgrunn",2014,"48","familie","alle","personer",246
"befolkning_innvandringsgrunn",2014,"48","annet","alle","personer",187
"befolkning_innvandringsgrunn",2014,"48","uoppgitt","alle","personer",129
"befolkning_innvandringsgrunn",2014,"48","alle","1","personer",422
"befolkning_innvandringsgrunn",2014,"48","arbeid","1","personer",217
"befolkning_innvandringsgrunn",2014,"48","flukt","1","personer",7
"befolkning_innvandringsgrunn",2014,"48","familie","1","personer",60
"befolkning_innvandringsgrunn",2014,"48","annet","1","personer",76
"befolkning_innvandringsgrunn",2014,"48","uoppgitt","1","personer",62
"befolkning_innvandringsgrunn",2014,"48","alle","0","personer",466
"befolkning_innvandringsgrunn",2014,"48","arbeid","0","personer",96
"befolkning_innvandringsgrunn",2014,"48","flukt","0","personer",6
"befolkning_innvandringsgrunn",2014,"48","familie","0","personer",186
"befolkning_innvandringsgrunn",2014,"48","annet","0","personer",111
"befolkning_innvandringsgrunn",2014,"48","uoppgitt","0","personer",67
"befolkning_innvandringsgrunn",2014,"49","alle","alle","personer",3117
"befolkning_innvandringsgrunn",2014,"49","arbeid","alle","personer",1163
"befolkning_innvandringsgrunn",2014,"49","flukt","alle","personer",488
"befolkning_innvandringsgrunn",2014,"49","familie","alle","personer",905
"befolkning_innvandringsgrunn",2014,"49","annet","alle","personer",61
"befolkning_innvandringsgrunn",2014,"49","uoppgitt","alle","personer",500
"befolkning_innvandringsgrunn",2014,"49","alle","1","personer",1698
"befolkning_innvandringsgrunn",2014,"49","arbeid","1","personer",899
"befolkning_innvandringsgrunn",2014,"49","flukt","1","personer",252
"befolkning_innvandringsgrunn",2014,"49","familie","1","personer",259
"befolkning_innvandringsgrunn",2014,"49","annet","1","personer",16
"befolkning_innvandringsgrunn",2014,"49","uoppgitt","1","personer",272
"befolkning_innvandringsgrunn",2014,"49","alle","0","personer",1419
"befolkning_innvandringsgrunn",2014,"49","arbeid","0","personer",264
"befolkning_innvandringsgrunn",2014,"49","flukt","0","personer",236
"befolkning_innvandringsgrunn",2014,"49","familie","0","personer",646
"befolkning_innvandringsgrunn",2014,"49","annet","0","personer",45
"befolkning_innvandringsgrunn",2014,"49","uoppgitt","0","personer",228
"befolkning_innvandringsgrunn",2014,"50","alle","alle","personer",2606
"befolkning_innvandringsgrunn",2014,"50","arbeid","alle","personer",882
"befolkning_innvandringsgrunn",2014,"50","flukt","alle","personer",566
"befolkning_innvandringsgrunn",2014,"50","familie","alle","personer",607
"befolkning_innvandringsgrunn",2014,"50","annet","alle","personer",86
"befolkning_innvandringsgrunn",2014,"50","uoppgitt","alle","personer",465
"befolkning_innvandringsgrunn",2014,"50","alle","1","personer",1398
"befolkning_innvandringsgrunn",2014,"50","arbeid","1","personer",646
"befolkning_innvandringsgrunn",2014,"50","flukt","1","personer",287
"befolkning_innvandringsgrunn",2014,"50","familie","1","personer",202
"befolkning_innvandringsgrunn",2014,"50","annet","1","personer",33
"befolkning_innvandringsgrunn",2014,"50","uoppgitt","1","personer",230
"befolkning_innvandringsgrunn",2014,"50","alle","0","personer",1208
"befolkning_innvandringsgrunn",2014,"50","arbeid","0","personer",236
"befolkning_innvandringsgrunn",2014,"50","flukt","0","personer",279
"befolkning_innvandringsgrunn",2014,"50","familie","0","personer",405
"befolkning_innvandringsgrunn",2014,"50","annet","0","personer",53
"befolkning_innvandringsgrunn",2014,"50","uoppgitt","0","personer",235
"befolkning_innvandringsgrunn",2014,"51","alle","alle","personer",2838
"befolkning_innvandringsgrunn",2014,"51","arbeid","alle","personer",851
"befolkning_innvandringsgrunn",2014,"51","flukt","alle","personer",832
"befolkning_innvandringsgrunn",2014,"51","familie","alle","personer",696
"befolkning_innvandringsgrunn",2014,"51","annet","alle","personer",75
"befolkning_innvandringsgrunn",2014,"51","uoppgitt","alle","personer",384
"befolkning_innvandringsgrunn",2014,"51","alle","1","personer",1521
"befolkning_innvandringsgrunn",2014,"51","arbeid","1","personer",633
"befolkning_innvandringsgrunn",2014,"51","flukt","1","personer",460
"befolkning_innvandringsgrunn",2014,"51","familie","1","personer",198
"befolkning_innvandringsgrunn",2014,"51","annet","1","personer",23
"befolkning_innvandringsgrunn",2014,"51","uoppgitt","1","personer",207
"befolkning_innvandringsgrunn",2014,"51","alle","0","personer",1317
"befolkning_innvandringsgrunn",2014,"51","arbeid","0","personer",218
"befolkning_innvandringsgrunn",2014,"51","flukt","0","personer",372
"befolkning_innvandringsgrunn",2014,"51","familie","0","personer",498
"befolkning_innvandringsgrunn",2014,"51","annet","0","personer",52
"befolkning_innvandringsgrunn",2014,"51","uoppgitt","0","personer",177
"befolkning_innvandringsgrunn",2014,"52","alle","alle","personer",4916
"befolkning_innvandringsgrunn",2014,"52","arbeid","alle","personer",1569
"befolkning_innvandringsgrunn",2014,"52","flukt","alle","personer",1091
"befolkning_innvandringsgrunn",2014,"52","familie","alle","personer",1509
"befolkning_innvandringsgrunn",2014,"52","annet","alle","personer",128
"befolkning_innvandringsgrunn",2014,"52","uoppgitt","alle","personer",619
"befolkning_innvandringsgrunn",2014,"52","alle","1","personer",2585
"befolkning_innvandringsgrunn",2014,"52","arbeid","1","personer",1221
"befolkning_innvandringsgrunn",2014,"52","flukt","1","personer",604
"befolkning_innvandringsgrunn",2014,"52","familie","1","personer",405
"befolkning_innvandringsgrunn",2014,"52","annet","1","personer",40
"befolkning_innvandringsgrunn",2014,"52","uoppgitt","1","personer",315
"befolkning_innvandringsgrunn",2014,"52","alle","0","personer",2331
"befolkning_innvandringsgrunn",2014,"52","arbeid","0","personer",348
"befolkning_innvandringsgrunn",2014,"52","flukt","0","personer",487
"befolkning_innvandringsgrunn",2014,"52","familie","0","personer",1104
"befolkning_innvandringsgrunn",2014,"52","annet","0","personer",88
"befolkning_innvandringsgrunn",2014,"52","uoppgitt","0","personer",304
"befolkning_innvandringsgrunn",2014,"53","alle","alle","personer",5010
"befolkning_innvandringsgrunn",2014,"53","arbeid","alle","personer",1722
"befolkning_innvandringsgrunn",2014,"53","flukt","alle","personer",750
"befolkning_innvandringsgrunn",2014,"53","familie","alle","personer",1548
"befolkning_innvandringsgrunn",2014,"53","annet","alle","personer",238
"befolkning_innvandringsgrunn",2014,"53","uoppgitt","alle","personer",752
"befolkning_innvandringsgrunn",2014,"53","alle","1","personer",2626
"befolkning_innvandringsgrunn",2014,"53","arbeid","1","personer",1327
"befolkning_innvandringsgrunn",2014,"53","flukt","1","personer",381
"befolkning_innvandringsgrunn",2014,"53","familie","1","personer",440
"befolkning_innvandringsgrunn",2014,"53","annet","1","personer",103
"befolkning_innvandringsgrunn",2014,"53","uoppgitt","1","personer",375
"befolkning_innvandringsgrunn",2014,"53","alle","0","personer",2384
"befolkning_innvandringsgrunn",2014,"53","arbeid","0","personer",395
"befolkning_innvandringsgrunn",2014,"53","flukt","0","personer",369
"befolkning_innvandringsgrunn",2014,"53","familie","0","personer",1108
"befolkning_innvandringsgrunn",2014,"53","annet","0","personer",135
"befolkning_innvandringsgrunn",2014,"53","uoppgitt","0","personer",377
"befolkning_innvandringsgrunn",2014,"54","alle","alle","personer",2038
"befolkning_innvandringsgrunn",2014,"54","arbeid","alle","personer",842
"befolkning_innvandringsgrunn",2014,"54","flukt","alle","personer",261
"befolkning_innvandringsgrunn",2014,"54","familie","alle","personer",615
"befolkning_innvandringsgrunn",2014,"54","annet","alle","personer",48
"befolkning_innvandringsgrunn",2014,"54","uoppgitt","alle","personer",272
"befolkning_innvandringsgrunn",2014,"54","alle","1","personer",1070
"befolkning_innvandringsgrunn",2014,"54","arbeid","1","personer",587
"befolkning_innvandringsgrunn",2014,"54","flukt","1","personer",127
"befolkning_innvandringsgrunn",2014,"54","familie","1","personer",191
"befolkning_innvandringsgrunn",2014,"54","annet","1","personer",14
"befolkning_innvandringsgrunn",2014,"54","uoppgitt","1","personer",151
"befolkning_innvandringsgrunn",2014,"54","alle","0","personer",968
"befolkning_innvandringsgrunn",2014,"54","arbeid","0","personer",255
"befolkning_innvandringsgrunn",2014,"54","flukt","0","personer",134
"befolkning_innvandringsgrunn",2014,"54","familie","0","personer",424
"befolkning_innvandringsgrunn",2014,"54","annet","0","personer",34
"befolkning_innvandringsgrunn",2014,"54","uoppgitt","0","personer",121
"befolkning_innvandringsgrunn",2014,"55","alle","alle","personer",4728
"befolkning_innvandringsgrunn",2014,"55","arbeid","alle","personer",1709
"befolkning_innvandringsgrunn",2014,"55","flukt","alle","personer",964
"befolkning_innvandringsgrunn",2014,"55","familie","alle","personer",1221
"befolkning_innvandringsgrunn",2014,"55","annet","alle","personer",155
"befolkning_innvandringsgrunn",2014,"55","uoppgitt","alle","personer",679
"befolkning_innvandringsgrunn",2014,"55","alle","1","personer",2617
"befolkning_innvandringsgrunn",2014,"55","arbeid","1","personer",1356
"befolkning_innvandringsgrunn",2014,"55","flukt","1","personer",502
"befolkning_innvandringsgrunn",2014,"55","familie","1","personer",322
"befolkning_innvandringsgrunn",2014,"55","annet","1","personer",43
"befolkning_innvandringsgrunn",2014,"55","uoppgitt","1","personer",394
"befolkning_innvandringsgrunn",2014,"55","alle","0","personer",2111
"befolkning_innvandringsgrunn",2014,"55","arbeid","0","personer",353
"befolkning_innvandringsgrunn",2014,"55","flukt","0","personer",462
"befolkning_innvandringsgrunn",2014,"55","familie","0","personer",899
"befolkning_innvandringsgrunn",2014,"55","annet","0","personer",112
"befolkning_innvandringsgrunn",2014,"55","uoppgitt","0","personer",285
"befolkning_innvandringsgrunn",2014,"56","alle","alle","personer",8157
"befolkning_innvandringsgrunn",2014,"56","arbeid","alle","personer",3097
"befolkning_innvandringsgrunn",2014,"56","flukt","alle","personer",1130
"befolkning_innvandringsgrunn",2014,"56","familie","alle","personer",2312
"befolkning_innvandringsgrunn",2014,"56","annet","alle","personer",340
"befolkning_innvandringsgrunn",2014,"56","uoppgitt","alle","personer",1278
"befolkning_innvandringsgrunn",2014,"56","alle","1","personer",4462
"befolkning_innvandringsgrunn",2014,"56","arbeid","1","personer",2355
"befolkning_innvandringsgrunn",2014,"56","flukt","1","personer",580
"befolkning_innvandringsgrunn",2014,"56","familie","1","personer",677
"befolkning_innvandringsgrunn",2014,"56","annet","1","personer",113
"befolkning_innvandringsgrunn",2014,"56","uoppgitt","1","personer",737
"befolkning_innvandringsgrunn",2014,"56","alle","0","personer",3695
"befolkning_innvandringsgrunn",2014,"56","arbeid","0","personer",742
"befolkning_innvandringsgrunn",2014,"56","flukt","0","personer",550
"befolkning_innvandringsgrunn",2014,"56","familie","0","personer",1635
"befolkning_innvandringsgrunn",2014,"56","annet","0","personer",227
"befolkning_innvandringsgrunn",2014,"56","uoppgitt","0","personer",541
"befolkning_innvandringsgrunn",2014,"57","alle","alle","personer",1363
"befolkning_innvandringsgrunn",2014,"57","arbeid","alle","personer",562
"befolkning_innvandringsgrunn",2014,"57","flukt","alle","personer",64
"befolkning_innvandringsgrunn",2014,"57","familie","alle","personer",509
"befolkning_innvandringsgrunn",2014,"57","annet","alle","personer",43
"befolkning_innvandringsgrunn",2014,"57","uoppgitt","alle","personer",185
"befolkning_innvandringsgrunn",2014,"57","alle","1","personer",726
"befolkning_innvandringsgrunn",2014,"57","arbeid","1","personer",455
"befolkning_innvandringsgrunn",2014,"57","flukt","1","personer",36
"befolkning_innvandringsgrunn",2014,"57","familie","1","personer",131
"befolkning_innvandringsgrunn",2014,"57","annet","1","personer",10
"befolkning_innvandringsgrunn",2014,"57","uoppgitt","1","personer",94
"befolkning_innvandringsgrunn",2014,"57","alle","0","personer",637
"befolkning_innvandringsgrunn",2014,"57","arbeid","0","personer",107
"befolkning_innvandringsgrunn",2014,"57","flukt","0","personer",28
"befolkning_innvandringsgrunn",2014,"57","familie","0","personer",378
"befolkning_innvandringsgrunn",2014,"57","annet","0","personer",33
"befolkning_innvandringsgrunn",2014,"57","uoppgitt","0","personer",91
"befolkning_innvandringsgrunn",2014,"58","alle","alle","personer",1518
"befolkning_innvandringsgrunn",2014,"58","arbeid","alle","personer",906
"befolkning_innvandringsgrunn",2014,"58","flukt","alle","personer",79
"befolkning_innvandringsgrunn",2014,"58","familie","alle","personer",380
"befolkning_innvandringsgrunn",2014,"58","annet","alle","personer",17
"befolkning_innvandringsgrunn",2014,"58","uoppgitt","alle","personer",136
"befolkning_innvandringsgrunn",2014,"58","alle","1","personer",856
"befolkning_innvandringsgrunn",2014,"58","arbeid","1","personer",621
"befolkning_innvandringsgrunn",2014,"58","flukt","1","personer",54
"befolkning_innvandringsgrunn",2014,"58","familie","1","personer",117
"befolkning_innvandringsgrunn",2014,"58","annet","1","personer",3
"befolkning_innvandringsgrunn",2014,"58","uoppgitt","1","personer",61
"befolkning_innvandringsgrunn",2014,"58","alle","0","personer",662
"befolkning_innvandringsgrunn",2014,"58","arbeid","0","personer",285
"befolkning_innvandringsgrunn",2014,"58","flukt","0","personer",25
"befolkning_innvandringsgrunn",2014,"58","familie","0","personer",263
"befolkning_innvandringsgrunn",2014,"58","annet","0","personer",14
"befolkning_innvandringsgrunn",2014,"58","uoppgitt","0","personer",75
"befolkning_innvandringsgrunn",2014,"59","alle","alle","personer",572
"befolkning_innvandringsgrunn",2014,"59","arbeid","alle","personer",199
"befolkning_innvandringsgrunn",2014,"59","flukt","alle","personer",151
"befolkning_innvandringsgrunn",2014,"59","familie","alle","personer",124
"befolkning_innvandringsgrunn",2014,"59","annet","alle","personer",3
"befolkning_innvandringsgrunn",2014,"59","uoppgitt","alle","personer",95
"befolkning_innvandringsgrunn",2014,"59","alle","1","personer",298
"befolkning_innvandringsgrunn",2014,"59","arbeid","1","personer",148
"befolkning_innvandringsgrunn",2014,"59","flukt","1","personer",70
"befolkning_innvandringsgrunn",2014,"59","familie","1","personer",34
"befolkning_innvandringsgrunn",2014,"59","annet","1","personer",0
"befolkning_innvandringsgrunn",2014,"59","uoppgitt","1","personer",46
"befolkning_innvandringsgrunn",2014,"59","alle","0","personer",274
"befolkning_innvandringsgrunn",2014,"59","arbeid","0","personer",51
"befolkning_innvandringsgrunn",2014,"59","flukt","0","personer",81
"befolkning_innvandringsgrunn",2014,"59","familie","0","personer",90
"befolkning_innvandringsgrunn",2014,"59","annet","0","personer",3
"befolkning_innvandringsgrunn",2014,"59","uoppgitt","0","personer",49
"befolkning_innvandringsgrunn",2014,"60","alle","alle","personer",1301
"befolkning_innvandringsgrunn",2014,"60","arbeid","alle","personer",314
"befolkning_innvandringsgrunn",2014,"60","flukt","alle","personer",335
"befolkning_innvandringsgrunn",2014,"60","familie","alle","personer",453
"befolkning_innvandringsgrunn",2014,"60","annet","alle","personer",35
"befolkning_innvandringsgrunn",2014,"60","uoppgitt","alle","personer",164
"befolkning_innvandringsgrunn",2014,"60","alle","1","personer",658
"befolkning_innvandringsgrunn",2014,"60","arbeid","1","personer",256
"befolkning_innvandringsgrunn",2014,"60","flukt","1","personer",184
"befolkning_innvandringsgrunn",2014,"60","familie","1","personer",124
"befolkning_innvandringsgrunn",2014,"60","annet","1","personer",11
"befolkning_innvandringsgrunn",2014,"60","uoppgitt","1","personer",83
"befolkning_innvandringsgrunn",2014,"60","alle","0","personer",643
"befolkning_innvandringsgrunn",2014,"60","arbeid","0","personer",58
"befolkning_innvandringsgrunn",2014,"60","flukt","0","personer",151
"befolkning_innvandringsgrunn",2014,"60","familie","0","personer",329
"befolkning_innvandringsgrunn",2014,"60","annet","0","personer",24
"befolkning_innvandringsgrunn",2014,"60","uoppgitt","0","personer",81
"befolkning_innvandringsgrunn",2014,"61","alle","alle","personer",23478
"befolkning_innvandringsgrunn",2014,"61","arbeid","alle","personer",6052
"befolkning_innvandringsgrunn",2014,"61","flukt","alle","personer",5464
"befolkning_innvandringsgrunn",2014,"61","familie","alle","personer",4951
"befolkning_innvandringsgrunn",2014,"61","annet","alle","personer",2470
"befolkning_innvandringsgrunn",2014,"61","uoppgitt","alle","personer",4541
"befolkning_innvandringsgrunn",2014,"61","alle","1","personer",12654
"befolkning_innvandringsgrunn",2014,"61","arbeid","1","personer",4510
"befolkning_innvandringsgrunn",2014,"61","flukt","1","personer",2862
"befolkning_innvandringsgrunn",2014,"61","familie","1","personer",1550
"befolkning_innvandringsgrunn",2014,"61","annet","1","personer",1348
"befolkning_innvandringsgrunn",2014,"61","uoppgitt","1","personer",2384
"befolkning_innvandringsgrunn",2014,"61","alle","0","personer",10824
"befolkning_innvandringsgrunn",2014,"61","arbeid","0","personer",1542
"befolkning_innvandringsgrunn",2014,"61","flukt","0","personer",2602
"befolkning_innvandringsgrunn",2014,"61","familie","0","personer",3401
"befolkning_innvandringsgrunn",2014,"61","annet","0","personer",1122
"befolkning_innvandringsgrunn",2014,"61","uoppgitt","0","personer",2157
"befolkning_innvandringsgrunn",2014,"62","alle","alle","personer",468
"befolkning_innvandringsgrunn",2014,"62","arbeid","alle","personer",123
"befolkning_innvandringsgrunn",2014,"62","flukt","alle","personer",101
"befolkning_innvandringsgrunn",2014,"62","familie","alle","personer",92
"befolkning_innvandringsgrunn",2014,"62","annet","alle","personer",6
"befolkning_innvandringsgrunn",2014,"62","uoppgitt","alle","personer",146
"befolkning_innvandringsgrunn",2014,"62","alle","1","personer",214
"befolkning_innvandringsgrunn",2014,"62","arbeid","1","personer",72
"befolkning_innvandringsgrunn",2014,"62","flukt","1","personer",51
"befolkning_innvandringsgrunn",2014,"62","familie","1","personer",29
"befolkning_innvandringsgrunn",2014,"62","annet","1","personer",3
"befolkning_innvandringsgrunn",2014,"62","uoppgitt","1","personer",59
"befolkning_innvandringsgrunn",2014,"62","alle","0","personer",254
"befolkning_innvandringsgrunn",2014,"62","arbeid","0","personer",51
"befolkning_innvandringsgrunn",2014,"62","flukt","0","personer",50
"befolkning_innvandringsgrunn",2014,"62","familie","0","personer",63
"befolkning_innvandringsgrunn",2014,"62","annet","0","personer",3
"befolkning_innvandringsgrunn",2014,"62","uoppgitt","0","personer",87
"befolkning_innvandringsgrunn",2014,"63","alle","alle","personer",1793
"befolkning_innvandringsgrunn",2014,"63","arbeid","alle","personer",327
"befolkning_innvandringsgrunn",2014,"63","flukt","alle","personer",604
"befolkning_innvandringsgrunn",2014,"63","familie","alle","personer",506
"befolkning_innvandringsgrunn",2014,"63","annet","alle","personer",60
"befolkning_innvandringsgrunn",2014,"63","uoppgitt","alle","personer",296
"befolkning_innvandringsgrunn",2014,"63","alle","1","personer",863
"befolkning_innvandringsgrunn",2014,"63","arbeid","1","personer",249
"befolkning_innvandringsgrunn",2014,"63","flukt","1","personer",318
"befolkning_innvandringsgrunn",2014,"63","familie","1","personer",133
"befolkning_innvandringsgrunn",2014,"63","annet","1","personer",18
"befolkning_innvandringsgrunn",2014,"63","uoppgitt","1","personer",145
"befolkning_innvandringsgrunn",2014,"63","alle","0","personer",930
"befolkning_innvandringsgrunn",2014,"63","arbeid","0","personer",78
"befolkning_innvandringsgrunn",2014,"63","flukt","0","personer",286
"befolkning_innvandringsgrunn",2014,"63","familie","0","personer",373
"befolkning_innvandringsgrunn",2014,"63","annet","0","personer",42
"befolkning_innvandringsgrunn",2014,"63","uoppgitt","0","personer",151
"befolkning_innvandringsgrunn",2014,"64","alle","alle","personer",3989
"befolkning_innvandringsgrunn",2014,"64","arbeid","alle","personer",1175
"befolkning_innvandringsgrunn",2014,"64","flukt","alle","personer",1258
"befolkning_innvandringsgrunn",2014,"64","familie","alle","personer",840
"befolkning_innvandringsgrunn",2014,"64","annet","alle","personer",124
"befolkning_innvandringsgrunn",2014,"64","uoppgitt","alle","personer",592
"befolkning_innvandringsgrunn",2014,"64","alle","1","personer",2200
"befolkning_innvandringsgrunn",2014,"64","arbeid","1","personer",959
"befolkning_innvandringsgrunn",2014,"64","flukt","1","personer",685
"befolkning_innvandringsgrunn",2014,"64","familie","1","personer",210
"befolkning_innvandringsgrunn",2014,"64","annet","1","personer",36
"befolkning_innvandringsgrunn",2014,"64","uoppgitt","1","personer",310
"befolkning_innvandringsgrunn",2014,"64","alle","0","personer",1789
"befolkning_innvandringsgrunn",2014,"64","arbeid","0","personer",216
"befolkning_innvandringsgrunn",2014,"64","flukt","0","personer",573
"befolkning_innvandringsgrunn",2014,"64","familie","0","personer",630
"befolkning_innvandringsgrunn",2014,"64","annet","0","personer",88
"befolkning_innvandringsgrunn",2014,"64","uoppgitt","0","personer",282
"befolkning_innvandringsgrunn",2014,"65","alle","alle","personer",509
"befolkning_innvandringsgrunn",2014,"65","arbeid","alle","personer",93
"befolkning_innvandringsgrunn",2014,"65","flukt","alle","personer",172
"befolkning_innvandringsgrunn",2014,"65","familie","alle","personer",80
"befolkning_innvandringsgrunn",2014,"65","annet","alle","personer",9
"befolkning_innvandringsgrunn",2014,"65","uoppgitt","alle","personer",155
"befolkning_innvandringsgrunn",2014,"65","alle","1","personer",255
"befolkning_innvandringsgrunn",2014,"65","arbeid","1","personer",62
