"aar","bydel_nr","vreg_9","enhet","tabellvariabel","tabell_navn","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","ost_europa_ellers","personer","192","sysselsatte_land","NULL","53","NULL"
"2013","NULL","ost_europa_ellers","prosent","69.8","sysselsatte_land","NULL","53","NULL"
"2013","NULL","nord_amerika_oseania","personer","47","sysselsatte_land","NULL","53","NULL"
"2013","NULL","nord_amerika_oseania","prosent","81","sysselsatte_land","NULL","53","NULL"
"2013","NULL","asia","personer","494","sysselsatte_land","NULL","53","NULL"
"2013","NULL","asia","prosent","67.2","sysselsatte_land","NULL","53","NULL"
"2013","NULL","afrika","personer","165","sysselsatte_land","NULL","53","NULL"
"2013","NULL","afrika","prosent","42.6","sysselsatte_land","NULL","53","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","81","sysselsatte_land","NULL","53","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","70.4","sysselsatte_land","NULL","53","NULL"
"2013","NULL","alle","personer","1270","sysselsatte_land","NULL","54","NULL"
"2013","NULL","alle","prosent","76.4","sysselsatte_land","NULL","54","NULL"
"2013","NULL","norden","personer","97","sysselsatte_land","NULL","54","NULL"
"2013","NULL","norden","prosent","80.2","sysselsatte_land","NULL","54","NULL"
"2013","NULL","vest_europa","personer","197","sysselsatte_land","NULL","54","NULL"
"2013","NULL","vest_europa","prosent","82.8","sysselsatte_land","NULL","54","NULL"
"2013","NULL","eu_ost_europa","personer","668","sysselsatte_land","NULL","54","NULL"
"2013","NULL","eu_ost_europa","prosent","78.9","sysselsatte_land","NULL","54","NULL"
"2013","NULL","ost_europa_ellers","personer","77","sysselsatte_land","NULL","54","NULL"
"2013","NULL","ost_europa_ellers","prosent","72","sysselsatte_land","NULL","54","NULL"
"2013","NULL","nord_amerika_oseania","personer","15","sysselsatte_land","NULL","54","NULL"
"2013","NULL","nord_amerika_oseania","prosent","65.2","sysselsatte_land","NULL","54","NULL"
"2013","NULL","asia","personer","162","sysselsatte_land","NULL","54","NULL"
"2013","NULL","asia","prosent","67.2","sysselsatte_land","NULL","54","NULL"
"2013","NULL","afrika","personer","34","sysselsatte_land","NULL","54","NULL"
"2013","NULL","afrika","prosent","58.6","sysselsatte_land","NULL","54","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","20","sysselsatte_land","NULL","54","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","74.1","sysselsatte_land","NULL","54","NULL"
"2013","NULL","alle","personer","2813","sysselsatte_land","NULL","55","NULL"
"2013","NULL","alle","prosent","72.7","sysselsatte_land","NULL","55","NULL"
"2013","NULL","norden","personer","161","sysselsatte_land","NULL","55","NULL"
"2013","NULL","norden","prosent","74.5","sysselsatte_land","NULL","55","NULL"
"2013","NULL","vest_europa","personer","280","sysselsatte_land","NULL","55","NULL"
"2013","NULL","vest_europa","prosent","81.9","sysselsatte_land","NULL","55","NULL"
"2013","NULL","eu_ost_europa","personer","1532","sysselsatte_land","NULL","55","NULL"
"2013","NULL","eu_ost_europa","prosent","81.7","sysselsatte_land","NULL","55","NULL"
"2013","NULL","ost_europa_ellers","personer","157","sysselsatte_land","NULL","55","NULL"
"2013","NULL","ost_europa_ellers","prosent","69.5","sysselsatte_land","NULL","55","NULL"
"2013","NULL","nord_amerika_oseania","personer","33","sysselsatte_land","NULL","55","NULL"
"2013","NULL","nord_amerika_oseania","prosent","75","sysselsatte_land","NULL","55","NULL"
"2013","NULL","asia","personer","458","sysselsatte_land","NULL","55","NULL"
"2013","NULL","asia","prosent","63.8","sysselsatte_land","NULL","55","NULL"
"2013","NULL","afrika","personer","134","sysselsatte_land","NULL","55","NULL"
"2013","NULL","afrika","prosent","37.4","sysselsatte_land","NULL","55","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","58","sysselsatte_land","NULL","55","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","64.4","sysselsatte_land","NULL","55","NULL"
"2013","NULL","alle","personer","4958","sysselsatte_land","NULL","56","NULL"
"2013","NULL","alle","prosent","72.9","sysselsatte_land","NULL","56","NULL"
"2013","NULL","norden","personer","480","sysselsatte_land","NULL","56","NULL"
"2013","NULL","norden","prosent","83.6","sysselsatte_land","NULL","56","NULL"
"2013","NULL","vest_europa","personer","537","sysselsatte_land","NULL","56","NULL"
"2013","NULL","vest_europa","prosent","77.4","sysselsatte_land","NULL","56","NULL"
"2013","NULL","eu_ost_europa","personer","2317","sysselsatte_land","NULL","56","NULL"
"2013","NULL","eu_ost_europa","prosent","76.1","sysselsatte_land","NULL","56","NULL"
"2013","NULL","ost_europa_ellers","personer","352","sysselsatte_land","NULL","56","NULL"
"2013","NULL","ost_europa_ellers","prosent","73.6","sysselsatte_land","NULL","56","NULL"
"2013","NULL","nord_amerika_oseania","personer","71","sysselsatte_land","NULL","56","NULL"
"2013","NULL","nord_amerika_oseania","prosent","71.7","sysselsatte_land","NULL","56","NULL"
"2013","NULL","asia","personer","930","sysselsatte_land","NULL","56","NULL"
"2013","NULL","asia","prosent","66.7","sysselsatte_land","NULL","56","NULL"
"2013","NULL","afrika","personer","147","sysselsatte_land","NULL","56","NULL"
"2013","NULL","afrika","prosent","44.8","sysselsatte_land","NULL","56","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","124","sysselsatte_land","NULL","56","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","64.2","sysselsatte_land","NULL","56","NULL"
"2013","NULL","alle","personer","789","sysselsatte_land","NULL","57","NULL"
"2013","NULL","alle","prosent","70.8","sysselsatte_land","NULL","57","NULL"
"2013","NULL","norden","personer","68","sysselsatte_land","NULL","57","NULL"
"2013","NULL","norden","prosent","76.4","sysselsatte_land","NULL","57","NULL"
"2013","NULL","vest_europa","personer","132","sysselsatte_land","NULL","57","NULL"
"2013","NULL","vest_europa","prosent","83.5","sysselsatte_land","NULL","57","NULL"
"2013","NULL","eu_ost_europa","personer","375","sysselsatte_land","NULL","57","NULL"
"2013","NULL","eu_ost_europa","prosent","72.5","sysselsatte_land","NULL","57","NULL"
"2013","NULL","ost_europa_ellers","personer","39","sysselsatte_land","NULL","57","NULL"
"2013","NULL","ost_europa_ellers","prosent","73.6","sysselsatte_land","NULL","57","NULL"
"2013","NULL","nord_amerika_oseania","personer","11","sysselsatte_land","NULL","57","NULL"
"2013","NULL","nord_amerika_oseania","prosent","68.8","sysselsatte_land","NULL","57","NULL"
"2013","NULL","asia","personer","142","sysselsatte_land","NULL","57","NULL"
"2013","NULL","asia","prosent","65.1","sysselsatte_land","NULL","57","NULL"
"2013","NULL","afrika","personer","12","sysselsatte_land","NULL","57","NULL"
"2013","NULL","afrika","prosent","30","sysselsatte_land","NULL","57","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","10","sysselsatte_land","NULL","57","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","43.5","sysselsatte_land","NULL","57","NULL"
"2013","NULL","alle","personer","1059","sysselsatte_land","NULL","58","NULL"
"2013","NULL","alle","prosent","80.7","sysselsatte_land","NULL","58","NULL"
"2013","NULL","norden","personer","45","sysselsatte_land","NULL","58","NULL"
"2013","NULL","norden","prosent","73.8","sysselsatte_land","NULL","58","NULL"
"2013","NULL","vest_europa","personer","75","sysselsatte_land","NULL","58","NULL"
"2013","NULL","vest_europa","prosent","86.2","sysselsatte_land","NULL","58","NULL"
"2013","NULL","eu_ost_europa","personer","773","sysselsatte_land","NULL","58","NULL"
"2013","NULL","eu_ost_europa","prosent","85.2","sysselsatte_land","NULL","58","NULL"
"2013","NULL","ost_europa_ellers","personer","36","sysselsatte_land","NULL","58","NULL"
"2013","NULL","ost_europa_ellers","prosent","85.7","sysselsatte_land","NULL","58","NULL"
"2013","NULL","nord_amerika_oseania","personer","4","sysselsatte_land","NULL","58","NULL"
"2013","NULL","nord_amerika_oseania","prosent","80","sysselsatte_land","NULL","58","NULL"
"2013","NULL","asia","personer","89","sysselsatte_land","NULL","58","NULL"
"2013","NULL","asia","prosent","73","sysselsatte_land","NULL","58","NULL"
"2013","NULL","afrika","personer","27","sysselsatte_land","NULL","58","NULL"
"2013","NULL","afrika","prosent","37","sysselsatte_land","NULL","58","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","10","sysselsatte_land","NULL","58","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","66.7","sysselsatte_land","NULL","58","NULL"
"2013","NULL","alle","personer","315","sysselsatte_land","NULL","59","NULL"
"2013","NULL","alle","prosent","68.6","sysselsatte_land","NULL","59","NULL"
"2013","NULL","norden","personer","49","sysselsatte_land","NULL","59","NULL"
"2013","NULL","norden","prosent","86","sysselsatte_land","NULL","59","NULL"
"2013","NULL","vest_europa","personer","19","sysselsatte_land","NULL","59","NULL"
"2013","NULL","vest_europa","prosent","61.3","sysselsatte_land","NULL","59","NULL"
"2013","NULL","eu_ost_europa","personer","167","sysselsatte_land","NULL","59","NULL"
"2013","NULL","eu_ost_europa","prosent","79.9","sysselsatte_land","NULL","59","NULL"
"2013","NULL","ost_europa_ellers","personer","17","sysselsatte_land","NULL","59","NULL"
"2013","NULL","ost_europa_ellers","prosent","70.8","sysselsatte_land","NULL","59","NULL"
"2013","NULL","nord_amerika_oseania","personer",":","sysselsatte_land","NULL","59","NULL"
"2013","NULL","nord_amerika_oseania","prosent","22.2","sysselsatte_land","NULL","59","NULL"
"2013","NULL","asia","personer","39","sysselsatte_land","NULL","59","NULL"
"2013","NULL","asia","prosent",":","sysselsatte_land","NULL","59","NULL"
"2013","NULL","afrika","personer","20","sysselsatte_land","NULL","59","NULL"
"2013","NULL","afrika","prosent","37.7","sysselsatte_land","NULL","59","NULL"
"2013","NULL","sor_og_mellom_amerika","personer",":","sysselsatte_land","NULL","59","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent",":","sysselsatte_land","NULL","59","NULL"
"2013","NULL","alle","personer","662","sysselsatte_land","NULL","60","NULL"
"2013","NULL","alle","prosent","65","sysselsatte_land","NULL","60","NULL"
"2013","NULL","norden","personer","58","sysselsatte_land","NULL","60","NULL"
"2013","NULL","norden","prosent","79.5","sysselsatte_land","NULL","60","NULL"
"2013","NULL","vest_europa","personer","82","sysselsatte_land","NULL","60","NULL"
"2013","NULL","vest_europa","prosent","75.2","sysselsatte_land","NULL","60","NULL"
"2013","NULL","eu_ost_europa","personer","230","sysselsatte_land","NULL","60","NULL"
"2013","NULL","eu_ost_europa","prosent","72.3","sysselsatte_land","NULL","60","NULL"
"2013","NULL","ost_europa_ellers","personer","76","sysselsatte_land","NULL","60","NULL"
"2013","NULL","ost_europa_ellers","prosent","63.3","sysselsatte_land","NULL","60","NULL"
"2013","NULL","nord_amerika_oseania","personer","8","sysselsatte_land","NULL","60","NULL"
"2013","NULL","nord_amerika_oseania","prosent","61.5","sysselsatte_land","NULL","60","NULL"
"2013","NULL","asia","personer","130","sysselsatte_land","NULL","60","NULL"
"2013","NULL","asia","prosent","61.3","sysselsatte_land","NULL","60","NULL"
"2013","NULL","afrika","personer","52","sysselsatte_land","NULL","60","NULL"
"2013","NULL","afrika","prosent","39.4","sysselsatte_land","NULL","60","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","26","sysselsatte_land","NULL","60","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","61.9","sysselsatte_land","NULL","60","NULL"
"2013","NULL","alle","personer","13298","sysselsatte_land","NULL","61","NULL"
"2013","NULL","alle","prosent","65.6","sysselsatte_land","NULL","61","NULL"
"2013","NULL","norden","personer","1459","sysselsatte_land","NULL","61","NULL"
"2013","NULL","norden","prosent","80.3","sysselsatte_land","NULL","61","NULL"
"2013","NULL","vest_europa","personer","1797","sysselsatte_land","NULL","61","NULL"
"2013","NULL","vest_europa","prosent","69.7","sysselsatte_land","NULL","61","NULL"
"2013","NULL","eu_ost_europa","personer","3611","sysselsatte_land","NULL","61","NULL"
"2013","NULL","eu_ost_europa","prosent","76.6","sysselsatte_land","NULL","61","NULL"
"2013","NULL","ost_europa_ellers","personer","1028","sysselsatte_land","NULL","61","NULL"
"2013","NULL","ost_europa_ellers","prosent","67.2","sysselsatte_land","NULL","61","NULL"
"2013","NULL","nord_amerika_oseania","personer","319","sysselsatte_land","NULL","61","NULL"
"2013","NULL","nord_amerika_oseania","prosent","65.9","sysselsatte_land","NULL","61","NULL"
"2013","NULL","asia","personer","3535","sysselsatte_land","NULL","61","NULL"
"2013","NULL","asia","prosent","58","sysselsatte_land","NULL","61","NULL"
"2013","NULL","afrika","personer","1033","sysselsatte_land","NULL","61","NULL"
"2013","NULL","afrika","prosent","46.5","sysselsatte_land","NULL","61","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","516","sysselsatte_land","NULL","61","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","62.9","sysselsatte_land","NULL","61","NULL"
"2013","NULL","alle","personer","288","sysselsatte_land","NULL","62","NULL"
"2013","NULL","alle","prosent","77","sysselsatte_land","NULL","62","NULL"
"2013","NULL","norden","personer","72","sysselsatte_land","NULL","62","NULL"
"2013","NULL","norden","prosent","83.7","sysselsatte_land","NULL","62","NULL"
"2013","NULL","vest_europa","personer","46","sysselsatte_land","NULL","62","NULL"
"2013","NULL","vest_europa","prosent","83.6","sysselsatte_land","NULL","62","NULL"
"2013","NULL","eu_ost_europa","personer","87","sysselsatte_land","NULL","62","NULL"
"2013","NULL","eu_ost_europa","prosent","83.7","sysselsatte_land","NULL","62","NULL"
"2013","NULL","ost_europa_ellers","personer","39","sysselsatte_land","NULL","62","NULL"
"2013","NULL","ost_europa_ellers","prosent","72.2","sysselsatte_land","NULL","62","NULL"
"2013","NULL","nord_amerika_oseania","personer","8","sysselsatte_land","NULL","62","NULL"
"2013","NULL","nord_amerika_oseania","prosent","100","sysselsatte_land","NULL","62","NULL"
"2013","NULL","asia","personer","21","sysselsatte_land","NULL","62","NULL"
"2013","NULL","asia","prosent","63.6","sysselsatte_land","NULL","62","NULL"
"2013","NULL","afrika","personer","9","sysselsatte_land","NULL","62","NULL"
"2013","NULL","afrika","prosent","40.9","sysselsatte_land","NULL","62","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","6","sysselsatte_land","NULL","62","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","50","sysselsatte_land","NULL","62","NULL"
"2013","NULL","alle","personer","889","sysselsatte_land","NULL","63","NULL"
"2013","NULL","alle","prosent","63.8","sysselsatte_land","NULL","63","NULL"
"2013","NULL","norden","personer","119","sysselsatte_land","NULL","63","NULL"
"2013","NULL","norden","prosent","77.3","sysselsatte_land","NULL","63","NULL"
"2013","NULL","vest_europa","personer","74","sysselsatte_land","NULL","63","NULL"
"2013","NULL","vest_europa","prosent","77.1","sysselsatte_land","NULL","63","NULL"
"2013","NULL","eu_ost_europa","personer","234","sysselsatte_land","NULL","63","NULL"
"2013","NULL","eu_ost_europa","prosent","72.2","sysselsatte_land","NULL","63","NULL"
"2013","NULL","ost_europa_ellers","personer","83","sysselsatte_land","NULL","63","NULL"
"2013","NULL","ost_europa_ellers","prosent","72.8","sysselsatte_land","NULL","63","NULL"
"2013","NULL","nord_amerika_oseania","personer","18","sysselsatte_land","NULL","63","NULL"
"2013","NULL","nord_amerika_oseania","prosent","66.7","sysselsatte_land","NULL","63","NULL"
"2013","NULL","asia","personer","249","sysselsatte_land","NULL","63","NULL"
"2013","NULL","asia","prosent","59.4","sysselsatte_land","NULL","63","NULL"
"2013","NULL","afrika","personer","77","sysselsatte_land","NULL","63","NULL"
"2013","NULL","afrika","prosent","38.5","sysselsatte_land","NULL","63","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","35","sysselsatte_land","NULL","63","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","59.3","sysselsatte_land","NULL","63","NULL"
"2013","NULL","alle","personer","2004","sysselsatte_land","NULL","64","NULL"
"2013","NULL","alle","prosent","62.9","sysselsatte_land","NULL","64","NULL"
"2013","NULL","norden","personer","195","sysselsatte_land","NULL","64","NULL"
"2013","NULL","norden","prosent","78.6","sysselsatte_land","NULL","64","NULL"
"2013","NULL","vest_europa","personer","175","sysselsatte_land","NULL","64","NULL"
"2013","NULL","vest_europa","prosent","77.1","sysselsatte_land","NULL","64","NULL"
"2013","NULL","eu_ost_europa","personer","863","sysselsatte_land","NULL","64","NULL"
"2013","NULL","eu_ost_europa","prosent","73.4","sysselsatte_land","NULL","64","NULL"
"2013","NULL","ost_europa_ellers","personer","137","sysselsatte_land","NULL","64","NULL"
"2013","NULL","ost_europa_ellers","prosent","62.3","sysselsatte_land","NULL","64","NULL"
"2013","NULL","nord_amerika_oseania","personer","29","sysselsatte_land","NULL","64","NULL"
"2013","NULL","nord_amerika_oseania","prosent","70.7","sysselsatte_land","NULL","64","NULL"
"2013","NULL","asia","personer","400","sysselsatte_land","NULL","64","NULL"
"2013","NULL","asia","prosent","55.6","sysselsatte_land","NULL","64","NULL"
"2013","NULL","afrika","personer","175","sysselsatte_land","NULL","64","NULL"
"2013","NULL","afrika","prosent","35.1","sysselsatte_land","NULL","64","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","30","sysselsatte_land","NULL","64","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","51.7","sysselsatte_land","NULL","64","NULL"
"2013","NULL","alle","personer","243","sysselsatte_land","NULL","65","NULL"
"2013","NULL","alle","prosent","64.1","sysselsatte_land","NULL","65","NULL"
"2013","NULL","norden","personer","87","sysselsatte_land","NULL","65","NULL"
"2013","NULL","norden","prosent","87.9","sysselsatte_land","NULL","65","NULL"
"2013","NULL","vest_europa","personer","23","sysselsatte_land","NULL","65","NULL"
"2013","NULL","vest_europa","prosent","69.7","sysselsatte_land","NULL","65","NULL"
"2013","NULL","eu_ost_europa","personer","77","sysselsatte_land","NULL","65","NULL"
"2013","NULL","eu_ost_europa","prosent","80.2","sysselsatte_land","NULL","65","NULL"
"2013","NULL","ost_europa_ellers","personer","10","sysselsatte_land","NULL","65","NULL"
"2013","NULL","ost_europa_ellers","prosent","55.6","sysselsatte_land","NULL","65","NULL"
"2013","NULL","nord_amerika_oseania","personer",":","sysselsatte_land","NULL","65","NULL"
"2013","NULL","nord_amerika_oseania","prosent",":","sysselsatte_land","NULL","65","NULL"
"2013","NULL","asia","personer","29","sysselsatte_land","NULL","65","NULL"
"2013","NULL","asia","prosent","59.2","sysselsatte_land","NULL","65","NULL"
"2013","NULL","afrika","personer","14","sysselsatte_land","NULL","65","NULL"
"2013","NULL","afrika","prosent","17.9","sysselsatte_land","NULL","65","NULL"
"2013","NULL","sor_og_mellom_amerika","personer",":","sysselsatte_land","NULL","65","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent",":","sysselsatte_land","NULL","65","NULL"
"2013","NULL","alle","personer","357","sysselsatte_land","NULL","66","NULL"
"2013","NULL","alle","prosent","69.9","sysselsatte_land","NULL","66","NULL"
"2013","NULL","norden","personer","37","sysselsatte_land","NULL","66","NULL"
"2013","NULL","norden","prosent","69.8","sysselsatte_land","NULL","66","NULL"
"2013","NULL","vest_europa","personer","51","sysselsatte_land","NULL","66","NULL"
"2013","NULL","vest_europa","prosent","85","sysselsatte_land","NULL","66","NULL"
"2013","NULL","eu_ost_europa","personer","135","sysselsatte_land","NULL","66","NULL"
"2013","NULL","eu_ost_europa","prosent","77.1","sysselsatte_land","NULL","66","NULL"
"2013","NULL","ost_europa_ellers","personer","23","sysselsatte_land","NULL","66","NULL"
"2013","NULL","ost_europa_ellers","prosent","82.1","sysselsatte_land","NULL","66","NULL"
"2013","NULL","nord_amerika_oseania","personer",":","sysselsatte_land","NULL","66","NULL"
"2013","NULL","nord_amerika_oseania","prosent",":","sysselsatte_land","NULL","66","NULL"
"2013","NULL","asia","personer","58","sysselsatte_land","NULL","66","NULL"
"2013","NULL","asia","prosent","67.4","sysselsatte_land","NULL","66","NULL"
"2013","NULL","afrika","personer","48","sysselsatte_land","NULL","66","NULL"
"2013","NULL","afrika","prosent","47.5","sysselsatte_land","NULL","66","NULL"
"2013","NULL","sor_og_mellom_amerika","personer",":","sysselsatte_land","NULL","66","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent",":","sysselsatte_land","NULL","66","NULL"
"2013","NULL","alle","personer","595","sysselsatte_land","NULL","67","NULL"
"2013","NULL","alle","prosent","63","sysselsatte_land","NULL","67","NULL"
"2013","NULL","norden","personer","71","sysselsatte_land","NULL","67","NULL"
"2013","NULL","norden","prosent","86.6","sysselsatte_land","NULL","67","NULL"
"2013","NULL","vest_europa","personer","107","sysselsatte_land","NULL","67","NULL"
"2013","NULL","vest_europa","prosent","74.8","sysselsatte_land","NULL","67","NULL"
"2013","NULL","eu_ost_europa","personer","168","sysselsatte_land","NULL","67","NULL"
"2013","NULL","eu_ost_europa","prosent","78.1","sysselsatte_land","NULL","67","NULL"
"2013","NULL","ost_europa_ellers","personer","43","sysselsatte_land","NULL","67","NULL"
"2013","NULL","ost_europa_ellers","prosent","62.3","sysselsatte_land","NULL","67","NULL"
"2013","NULL","nord_amerika_oseania","personer","8","sysselsatte_land","NULL","67","NULL"
"2013","NULL","nord_amerika_oseania","prosent","57.1","sysselsatte_land","NULL","67","NULL"
"2013","NULL","asia","personer","114","sysselsatte_land","NULL","67","NULL"
"2013","NULL","asia","prosent","58.5","sysselsatte_land","NULL","67","NULL"
"2013","NULL","afrika","personer","77","sysselsatte_land","NULL","67","NULL"
"2013","NULL","afrika","prosent","35.6","sysselsatte_land","NULL","67","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","7","sysselsatte_land","NULL","67","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","70","sysselsatte_land","NULL","67","NULL"
"2013","NULL","alle","personer","344","sysselsatte_land","NULL","68","NULL"
"2013","NULL","alle","prosent","61.6","sysselsatte_land","NULL","68","NULL"
"2013","NULL","norden","personer","46","sysselsatte_land","NULL","68","NULL"
"2013","NULL","norden","prosent","78","sysselsatte_land","NULL","68","NULL"
"2013","NULL","vest_europa","personer","47","sysselsatte_land","NULL","68","NULL"
"2013","NULL","vest_europa","prosent","79.7","sysselsatte_land","NULL","68","NULL"
"2013","NULL","eu_ost_europa","personer","109","sysselsatte_land","NULL","68","NULL"
"2013","NULL","eu_ost_europa","prosent","75.7","sysselsatte_land","NULL","68","NULL"
"2013","NULL","ost_europa_ellers","personer","29","sysselsatte_land","NULL","68","NULL"
"2013","NULL","ost_europa_ellers","prosent","60.4","sysselsatte_land","NULL","68","NULL"
"2013","NULL","nord_amerika_oseania","personer",":","sysselsatte_land","NULL","68","NULL"
"2013","NULL","nord_amerika_oseania","prosent",":","sysselsatte_land","NULL","68","NULL"
"2013","NULL","asia","personer","86","sysselsatte_land","NULL","68","NULL"
"2013","NULL","asia","prosent","58.5","sysselsatte_land","NULL","68","NULL"
"2013","NULL","afrika","personer","18","sysselsatte_land","NULL","68","NULL"
"2013","NULL","afrika","prosent","22.2","sysselsatte_land","NULL","68","NULL"
"2013","NULL","sor_og_mellom_amerika","personer",":","sysselsatte_land","NULL","68","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent",":","sysselsatte_land","NULL","68","NULL"
"2013","NULL","alle","personer","534","sysselsatte_land","NULL","69","NULL"
"2013","NULL","alle","prosent","61.9","sysselsatte_land","NULL","69","NULL"
"2013","NULL","norden","personer","62","sysselsatte_land","NULL","69","NULL"
"2013","NULL","norden","prosent","81.6","sysselsatte_land","NULL","69","NULL"
"2013","NULL","vest_europa","personer","47","sysselsatte_land","NULL","69","NULL"
"2013","NULL","vest_europa","prosent","83.9","sysselsatte_land","NULL","69","NULL"
"2013","NULL","eu_ost_europa","personer","214","sysselsatte_land","NULL","69","NULL"
"2013","NULL","eu_ost_europa","prosent","74.3","sysselsatte_land","NULL","69","NULL"
"2013","NULL","ost_europa_ellers","personer","70","sysselsatte_land","NULL","69","NULL"
"2013","NULL","ost_europa_ellers","prosent","74.5","sysselsatte_land","NULL","69","NULL"
"2013","NULL","nord_amerika_oseania","personer","6","sysselsatte_land","NULL","69","NULL"
"2013","NULL","nord_amerika_oseania","prosent","50","sysselsatte_land","NULL","69","NULL"
"2013","NULL","asia","personer","78","sysselsatte_land","NULL","69","NULL"
"2013","NULL","asia","prosent","55.3","sysselsatte_land","NULL","69","NULL"
"2013","NULL","afrika","personer","51","sysselsatte_land","NULL","69","NULL"
"2013","NULL","afrika","prosent","27.6","sysselsatte_land","NULL","69","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","6","sysselsatte_land","NULL","69","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","60","sysselsatte_land","NULL","69","NULL"
"2013","NULL","alle","personer","178","sysselsatte_land","NULL","70","NULL"
"2013","NULL","alle","prosent","84.8","sysselsatte_land","NULL","70","NULL"
"2013","NULL","norden","personer","36","sysselsatte_land","NULL","70","NULL"
"2013","NULL","norden","prosent","85.7","sysselsatte_land","NULL","70","NULL"
"2013","NULL","vest_europa","personer","11","sysselsatte_land","NULL","70","NULL"
"2013","NULL","vest_europa","prosent","68.8","sysselsatte_land","NULL","70","NULL"
"2013","NULL","eu_ost_europa","personer","86","sysselsatte_land","NULL","70","NULL"
"2013","NULL","eu_ost_europa","prosent","89.6","sysselsatte_land","NULL","70","NULL"
"2013","NULL","ost_europa_ellers","personer","9","sysselsatte_land","NULL","70","NULL"
"2013","NULL","ost_europa_ellers","prosent","81.8","sysselsatte_land","NULL","70","NULL"
"2013","NULL","nord_amerika_oseania","personer",":","sysselsatte_land","NULL","70","NULL"
"2013","NULL","nord_amerika_oseania","prosent",":","sysselsatte_land","NULL","70","NULL"
"2013","NULL","asia","personer","31","sysselsatte_land","NULL","70","NULL"
"2013","NULL","asia","prosent","81.6","sysselsatte_land","NULL","70","NULL"
"2013","NULL","afrika","personer",":","sysselsatte_land","NULL","70","NULL"
"2013","NULL","afrika","prosent",":","sysselsatte_land","NULL","70","NULL"
"2013","NULL","sor_og_mellom_amerika","personer",":","sysselsatte_land","NULL","70","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent",":","sysselsatte_land","NULL","70","NULL"
"2013","NULL","alle","personer","439","sysselsatte_land","NULL","71","NULL"
"2013","NULL","alle","prosent","61.5","sysselsatte_land","NULL","71","NULL"
"2013","NULL","norden","personer","63","sysselsatte_land","NULL","71","NULL"
"2013","NULL","norden","prosent","84","sysselsatte_land","NULL","71","NULL"
"2013","NULL","vest_europa","personer","41","sysselsatte_land","NULL","71","NULL"
"2013","NULL","vest_europa","prosent","75.9","sysselsatte_land","NULL","71","NULL"
"2013","NULL","eu_ost_europa","personer","127","sysselsatte_land","NULL","71","NULL"
"2013","NULL","eu_ost_europa","prosent","81.4","sysselsatte_land","NULL","71","NULL"
"2013","NULL","ost_europa_ellers","personer","36","sysselsatte_land","NULL","71","NULL"
"2013","NULL","ost_europa_ellers","prosent","67.9","sysselsatte_land","NULL","71","NULL"
"2013","NULL","nord_amerika_oseania","personer","7","sysselsatte_land","NULL","71","NULL"
"2013","NULL","nord_amerika_oseania","prosent","100","sysselsatte_land","NULL","71","NULL"
"2013","NULL","asia","personer","128","sysselsatte_land","NULL","71","NULL"
"2013","NULL","asia","prosent","61","sysselsatte_land","NULL","71","NULL"
"2013","NULL","afrika","personer","25","sysselsatte_land","NULL","71","NULL"
"2013","NULL","afrika","prosent","17.5","sysselsatte_land","NULL","71","NULL"
"2013","NULL","sor_og_mellom_amerika","personer","12","sysselsatte_land","NULL","71","NULL"
"2013","NULL","sor_og_mellom_amerika","prosent","75","sysselsatte_land","NULL","71","NULL"
"2013","NULL","alle","personer","923","sysselsatte_land","NULL","72","NULL"
"2013","NULL","alle","prosent","62.2","sysselsatte_land","NULL","72","NULL"
"2013","NULL","norden","personer","131","sysselsatte_land","NULL","72","NULL"
"2013","NULL","norden","prosent","78.4","sysselsatte_land","NULL","72","NULL"
