"aar","bydel_nr","innvkat_4","vreg_3","kjonn","invalder_3","enhet","tabellvariabel","tabell_navn","fylke_nr","kommune_nr","naringsregion_nr"
"2013","NULL","alle","alle","0","alle","gjennomsnitt","42","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","alle","alle","0","alle","personer","847","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","alle","alle","1","alle","gjennomsnitt","37.2","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","alle","alle","1","alle","personer","903","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","gjennomsnitt","39.5","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","personer","1750","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","gjennomsnitt","37.1","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","personer","7","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","gjennomsnitt","37.6","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","personer","11","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","gjennomsnitt","37.4","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","personer","18","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","gjennomsnitt","35.2","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","personer","34","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","gjennomsnitt","32.8","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","personer","21","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","gjennomsnitt","34.3","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","personer","55","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","gjennomsnitt","35.5","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","personer","41","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","gjennomsnitt","41.6","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","personer","6","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","gjennomsnitt","34.5","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","personer","35","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","gjennomsnitt","34.4","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","personer","32","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","gjennomsnitt","33.3","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","personer","8","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","gjennomsnitt","34.8","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","personer","24","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","gjennomsnitt","35","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","personer","73","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","gjennomsnitt","36.8","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","personer","14","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","gjennomsnitt","34.6","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","personer","59","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","gjennomsnitt",":","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","personer",":","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","gjennomsnitt",":","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","personer",":","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","39.5","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","personer","6","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","42.3","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","personer","802","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","37.3","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","personer","869","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","39.7","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","1671","grunnskolepoeng","17","NULL","NULL"
"2013","NULL","alle","alle","0","alle","gjennomsnitt","42.6","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","alle","alle","0","alle","personer","1463","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","alle","alle","1","alle","gjennomsnitt","38.2","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","alle","alle","1","alle","personer","1569","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","gjennomsnitt","40.3","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","personer","3032","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","gjennomsnitt","40.5","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","personer","24","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","gjennomsnitt","40","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","personer","26","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","gjennomsnitt","40.2","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","personer","50","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","gjennomsnitt","35","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","personer","64","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","gjennomsnitt","34.2","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","personer","67","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","gjennomsnitt","34.6","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","personer","131","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","gjennomsnitt","36.5","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","personer","88","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","gjennomsnitt","37.8","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","personer","12","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","gjennomsnitt","36.3","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","personer","76","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","gjennomsnitt","35.8","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","personer","93","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","gjennomsnitt","38.7","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","personer","19","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","gjennomsnitt","35.1","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","personer","74","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","gjennomsnitt","36.2","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","personer","181","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","gjennomsnitt","38.3","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","personer","31","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","gjennomsnitt","35.7","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","personer","150","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","gjennomsnitt","42.9","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","personer","7","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","gjennomsnitt","40.9","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","personer","11","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","41.7","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","personer","18","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","42.9","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","personer","1368","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","38.3","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","personer","1465","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","40.6","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","2833","grunnskolepoeng","18","NULL","NULL"
"2013","NULL","alle","alle","0","alle","gjennomsnitt","42.6","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","alle","alle","0","alle","personer","935","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","alle","alle","1","alle","gjennomsnitt","38.2","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","alle","alle","1","alle","personer","1029","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","gjennomsnitt","40.3","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","personer","1964","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","gjennomsnitt","39.3","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","personer","15","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","gjennomsnitt","38.6","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","personer","9","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","gjennomsnitt","39.1","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","personer","24","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","gjennomsnitt","37.6","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","personer","28","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","gjennomsnitt","33.4","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","personer","35","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","gjennomsnitt","35.3","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","personer","63","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","gjennomsnitt","38.2","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","personer","43","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","gjennomsnitt","40.4","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","personer","9","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","gjennomsnitt","37.6","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","personer","34","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","gjennomsnitt","34.5","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","personer","44","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","gjennomsnitt","41.3","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","personer","11","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","gjennomsnitt","32.2","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","personer","33","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","gjennomsnitt","36.3","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","personer","87","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","gjennomsnitt","40.9","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","personer","20","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","gjennomsnitt","35","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","personer","67","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","gjennomsnitt",":","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","personer",":","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","gjennomsnitt",":","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","personer",":","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","43.6","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","personer","9","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","42.8","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","personer","890","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","38.4","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","personer","978","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","40.5","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","1868","grunnskolepoeng","19","NULL","NULL"
"2013","NULL","alle","alle","0","alle","gjennomsnitt","42.4","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","alle","alle","0","alle","personer","453","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","alle","alle","1","alle","gjennomsnitt","36.8","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","alle","alle","1","alle","personer","468","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","gjennomsnitt","39.5","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","personer","921","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","gjennomsnitt","40.7","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","personer","6","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","gjennomsnitt","36","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","personer","6","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","gjennomsnitt","38.3","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","personer","12","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","gjennomsnitt","32.9","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","personer","26","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","gjennomsnitt","32.8","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","personer","15","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","gjennomsnitt","32.8","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","personer","41","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","gjennomsnitt","34.3","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","personer","32","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","gjennomsnitt","32.5","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","personer","4","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","gjennomsnitt","34.6","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","personer","28","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","gjennomsnitt","33.7","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","personer","21","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","gjennomsnitt","41.6","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","personer","3","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","gjennomsnitt","32.4","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","personer","18","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","gjennomsnitt","34.1","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","personer","53","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","gjennomsnitt","36.4","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","personer","7","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","gjennomsnitt","33.7","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","personer","46","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","gjennomsnitt","43.5","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","personer","4","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","gjennomsnitt","32.3","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","personer","5","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt","37.3","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","personer","9","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","43","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","personer","417","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","37","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","personer","442","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","39.9","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","859","grunnskolepoeng","20","NULL","NULL"
"2013","NULL","alle","alle","0","alle","gjennomsnitt","34.9","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","alle","alle","0","alle","personer","54","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","alle","alle","1","alle","gjennomsnitt","31.9","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","alle","alle","1","alle","personer","45","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","gjennomsnitt","33.5","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","alle","alle","alle","alle","personer","99","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","1","0","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","1","1","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","1","alle","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","2","0","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","2","1","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","2","alle","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","0","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","0","0_6","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","0","7+","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","1","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","1","0_6","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","1","7+","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","0_6","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","innvandrere","alle","alle","7+","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","0","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","1","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","gjennomsnitt",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","norskfodte_m_innvf","alle","alle","alle","personer",".","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","gjennomsnitt","34.9","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","0","alle","personer","54","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","gjennomsnitt","31.9","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","1","alle","personer","45","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","gjennomsnitt","33.5","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","bef_u_innv_og_norskf","alle","alle","alle","personer","99","grunnskolepoeng","99","NULL","NULL"
"2013","NULL","alle","NULL","0","NULL","gjennomsnitt","41.4","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","alle","NULL","0","NULL","personer","161","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","alle","NULL","1","NULL","gjennomsnitt","37.5","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","alle","NULL","1","NULL","personer","162","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","alle","NULL","alle","NULL","gjennomsnitt","39.5","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","alle","NULL","alle","NULL","personer","323","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","innvandrere","NULL","alle","NULL","gjennomsnitt","35","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","innvandrere","NULL","alle","NULL","personer","25","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","norskfodte_m_innvf","NULL","alle","NULL","gjennomsnitt","37","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","norskfodte_m_innvf","NULL","alle","NULL","personer","18","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","bef_u_innv_og_norskf","NULL","alle","NULL","gjennomsnitt","40","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","bef_u_innv_og_norskf","NULL","alle","NULL","personer","280","grunnskolepoeng","NULL","0101","NULL"
"2013","NULL","alle","NULL","0","NULL","gjennomsnitt","42.2","grunnskolepoeng","NULL","0104","NULL"
"2013","NULL","alle","NULL","0","NULL","personer","181","grunnskolepoeng","NULL","0104","NULL"
"2013","NULL","alle","NULL","1","NULL","gjennomsnitt","37.9","grunnskolepoeng","NULL","0104","NULL"
"2013","NULL","alle","NULL","1","NULL","personer","177","grunnskolepoeng","NULL","0104","NULL"
"2013","NULL","alle","NULL","alle","NULL","gjennomsnitt","40.1","grunnskolepoeng","NULL","0104","NULL"
"2013","NULL","alle","NULL","alle","NULL","personer","358","grunnskolepoeng","NULL","0104","NULL"
"2013","NULL","innvandrere","NULL","alle","NULL","gjennomsnitt","33.6","grunnskolepoeng","NULL","0104","NULL"
"2013","NULL","innvandrere","NULL","alle","NULL","personer","28","grunnskolepoeng","NULL","0104","NULL"
