"aar","fylke_nr","innvkat_3","arbeidsalder_18_69","enhet","tabellvariabel","tabell_navn","bydel_nr","naringsregion_nr","kommune_nr"
"2013","NULL","befolkningen_ellers","30_54","personer","138429","sysselsatte_innvkat_alder","NULL","09","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","86.2","sysselsatte_innvkat_alder","NULL","09","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","44820","sysselsatte_innvkat_alder","NULL","09","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","63.4","sysselsatte_innvkat_alder","NULL","09","NULL"
"2013","NULL","alle","18_29","personer","1470","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","alle","18_29","prosent","71.6","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","alle","30_54","personer","3964","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","alle","30_54","prosent","87.5","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","alle","55_69","personer","2140","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","alle","55_69","prosent","68.4","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","innvandrere","18_29","personer","121","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","innvandrere","18_29","prosent","54","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","innvandrere","30_54","personer","410","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","innvandrere","30_54","prosent","76.1","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","innvandrere","55_69","personer","50","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","innvandrere","55_69","prosent","50","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","1349","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","73.7","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","3554","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","89.1","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","2090","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","69","sysselsatte_innvkat_alder","NULL","10","NULL"
"2013","NULL","alle","18_29","personer","4226","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","alle","18_29","prosent","62.6","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","alle","30_54","personer","13080","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","alle","30_54","prosent","77","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","alle","55_69","personer","6200","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","alle","55_69","prosent","53","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","innvandrere","18_29","personer","277","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","innvandrere","18_29","prosent","43.7","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","innvandrere","30_54","personer","1163","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","innvandrere","30_54","prosent","63.2","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","innvandrere","55_69","personer","256","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","innvandrere","55_69","prosent","46.8","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","3949","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","64.6","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","11917","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","78.7","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","5944","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","53.3","sysselsatte_innvkat_alder","NULL","11","NULL"
"2013","NULL","alle","18_29","personer","8845","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","alle","18_29","prosent","68.3","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","alle","30_54","personer","24104","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","alle","30_54","prosent","81.8","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","alle","55_69","personer","10293","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","alle","55_69","prosent","58.4","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","innvandrere","18_29","personer","818","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","innvandrere","18_29","prosent","52.5","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","innvandrere","30_54","personer","2420","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","innvandrere","30_54","prosent","68","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","innvandrere","55_69","personer","388","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","innvandrere","55_69","prosent","52.5","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","8027","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","70.4","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","21684","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","83.7","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","9905","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","58.7","sysselsatte_innvkat_alder","NULL","12","NULL"
"2013","NULL","alle","18_29","personer","3452","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","alle","18_29","prosent","65.5","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","alle","30_54","personer","9290","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","alle","30_54","prosent","81.3","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","alle","55_69","personer","3992","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","alle","55_69","prosent","57.5","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","innvandrere","18_29","personer","299","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","innvandrere","18_29","prosent","42.5","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","innvandrere","30_54","personer","831","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","innvandrere","30_54","prosent","62.3","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","innvandrere","55_69","personer","160","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","innvandrere","55_69","prosent","50.8","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","3153","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","69","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","8459","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","83.8","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","3832","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","57.8","sysselsatte_innvkat_alder","NULL","13","NULL"
"2013","NULL","alle","18_29","personer","6856","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","alle","18_29","prosent","68.9","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","alle","30_54","personer","18845","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","alle","30_54","prosent","81.4","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","alle","55_69","personer","7727","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","alle","55_69","prosent","56.4","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","innvandrere","18_29","personer","649","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","innvandrere","18_29","prosent","52","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","innvandrere","30_54","personer","1922","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","innvandrere","30_54","prosent","69","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","innvandrere","55_69","personer","266","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","innvandrere","55_69","prosent","48.2","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","6207","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","71.3","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","16923","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","83.1","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","7461","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","56.7","sysselsatte_innvkat_alder","NULL","14","NULL"
"2013","NULL","alle","18_29","personer","2790","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","alle","18_29","prosent","71.2","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","alle","30_54","personer","8132","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","alle","30_54","prosent","82.3","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","alle","55_69","personer","3319","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","alle","55_69","prosent","59.2","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","innvandrere","18_29","personer","236","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","innvandrere","18_29","prosent","51.1","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","innvandrere","30_54","personer","751","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","innvandrere","30_54","prosent","67.3","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","innvandrere","55_69","personer","111","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","innvandrere","55_69","prosent","52.6","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","2554","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","73.9","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","7381","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","84.2","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","3208","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","59.5","sysselsatte_innvkat_alder","NULL","15","NULL"
"2013","NULL","alle","18_29","personer","4214","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","alle","18_29","prosent","68.8","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","alle","30_54","personer","10548","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","alle","30_54","prosent","85.9","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","alle","55_69","personer","4581","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","alle","55_69","prosent","63.2","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","innvandrere","18_29","personer","439","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","innvandrere","18_29","prosent","58.2","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","innvandrere","30_54","personer","1136","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","innvandrere","30_54","prosent","71.6","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","innvandrere","55_69","personer","204","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","innvandrere","55_69","prosent","54.7","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","3775","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","70.3","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","9412","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","88","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","4377","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","63.7","sysselsatte_innvkat_alder","NULL","16","NULL"
"2013","NULL","alle","18_29","personer","1329","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","alle","18_29","prosent","75","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","alle","30_54","personer","3584","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","alle","30_54","prosent","83.6","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","alle","55_69","personer","1617","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","alle","55_69","prosent","59","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","innvandrere","18_29","personer","116","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","innvandrere","18_29","prosent","59.5","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","innvandrere","30_54","personer","328","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","innvandrere","30_54","prosent","70.8","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","innvandrere","55_69","personer","39","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","innvandrere","55_69","prosent","52.7","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","1213","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","76.9","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","3256","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","85.1","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","1578","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","59.2","sysselsatte_innvkat_alder","NULL","17","NULL"
"2013","NULL","alle","18_29","personer","1742","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","alle","18_29","prosent","69.6","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","alle","30_54","personer","5016","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","alle","30_54","prosent","85.8","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","alle","55_69","personer","2476","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","alle","55_69","prosent","62","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","innvandrere","18_29","personer","98","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","innvandrere","18_29","prosent","42.1","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","innvandrere","30_54","personer","353","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","innvandrere","30_54","prosent","67.4","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","innvandrere","55_69","personer","47","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","innvandrere","55_69","prosent","56","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","1644","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","72.4","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","4663","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","87.6","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","2429","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","62.2","sysselsatte_innvkat_alder","NULL","18","NULL"
"2013","NULL","alle","18_29","personer","1773","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","alle","18_29","prosent","72.9","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","alle","30_54","personer","4902","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","alle","30_54","prosent","85.2","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","alle","55_69","personer","2411","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","alle","55_69","prosent","65.3","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","18_29","personer","162","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","18_29","prosent","48.8","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","30_54","personer","501","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","30_54","prosent","67.2","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","55_69","personer","99","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","innvandrere","55_69","prosent","61.1","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","1611","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","76.7","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","4401","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","87.9","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","2312","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","65.5","sysselsatte_innvkat_alder","NULL","19","NULL"
"2013","NULL","alle","18_29","personer","17703","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","18_29","prosent","68.6","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","30_54","personer","52170","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","30_54","prosent","82.3","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","55_69","personer","18316","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","55_69","prosent","58.9","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","18_29","personer","3090","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","18_29","prosent","59.3","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","30_54","personer","10483","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","30_54","prosent","70.4","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","55_69","personer","1376","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","innvandrere","55_69","prosent","48.5","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","14613","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","71","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","41687","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","85.9","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","16940","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","60","sysselsatte_innvkat_alder","NULL","20","NULL"
"2013","NULL","alle","18_29","personer","2106","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","18_29","prosent","73.1","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","30_54","personer","5852","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","30_54","prosent","87.3","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","55_69","personer","2732","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","55_69","prosent","68.2","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","18_29","personer","386","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","18_29","prosent","66","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","30_54","personer","1007","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","30_54","prosent","76.1","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","55_69","personer","140","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","innvandrere","55_69","prosent","60.6","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","1720","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","74.9","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","4845","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","90","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","2592","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","68.7","sysselsatte_innvkat_alder","NULL","21","NULL"
"2013","NULL","alle","18_29","personer","3381","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","18_29","prosent","71.2","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","30_54","personer","9626","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","30_54","prosent","85.8","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","55_69","personer","4004","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","55_69","prosent","65.2","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","18_29","personer","510","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","18_29","prosent","60.4","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","30_54","personer","1547","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","30_54","prosent","75.1","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","55_69","personer","208","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","innvandrere","55_69","prosent","64.8","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","2871","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","73.5","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","8079","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","88.2","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","3796","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","65.2","sysselsatte_innvkat_alder","NULL","22","NULL"
"2013","NULL","alle","18_29","personer","1864","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","18_29","prosent","72.2","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","30_54","personer","5248","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","30_54","prosent","81.2","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","55_69","personer","2453","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","55_69","prosent","61.5","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","18_29","personer","166","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","18_29","prosent","58.9","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","30_54","personer","567","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","30_54","prosent","71","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","55_69","personer","83","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","innvandrere","55_69","prosent","52.5","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","1698","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","73.8","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","4681","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","82.7","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","55_69","personer","2370","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","befolkningen_ellers","55_69","prosent","61.9","sysselsatte_innvkat_alder","NULL","23","NULL"
"2013","NULL","alle","18_29","personer","3485","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","18_29","prosent","67.6","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","30_54","personer","10104","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","30_54","prosent","81.5","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","55_69","personer","4167","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","alle","55_69","prosent","59.4","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","18_29","personer","438","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","18_29","prosent","58","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","30_54","personer","1434","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","30_54","prosent","70.7","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","55_69","personer","236","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","innvandrere","55_69","prosent","58.7","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","18_29","personer","3047","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","18_29","prosent","69.2","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","30_54","personer","8670","sysselsatte_innvkat_alder","NULL","24","NULL"
"2013","NULL","befolkningen_ellers","30_54","prosent","83.6","sysselsatte_innvkat_alder","NULL","24","NULL"
