tabell_navn;aar;fylke_nr;kjonn;innvkat_5;vreg_3;invalder_3;enhet;tabellvariabel
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;0_6;grunnskolepoeng;37
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;0_6;person;29
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;7+;grunnskolepoeng;32,2
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;7+;person;67
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;alle;grunnskolepoeng;33,6
grunnskolepoeng;2013-2014;04;alle;innvandrere;2;alle;person;94
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;0_6;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;0_6;person;44
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;7+;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;7+;person;109
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;alle;grunnskolepoeng;35
grunnskolepoeng;2013-2014;04;alle;innvandrere;alle;alle;person;153
grunnskolepoeng;2013-2014;04;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;04;alle;norskfodte_m_innvf;NULL;NULL;person;32
grunnskolepoeng;2013-2014;04;1;alle;NULL;NULL;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;04;1;alle;NULL;NULL;person;1175
grunnskolepoeng;2013-2014;04;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;04;1;bef_u_innv_og_norskf;NULL;NULL;person;1074
grunnskolepoeng;2013-2014;04;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;04;1;befolkningen_ellers;NULL;NULL;person;1097
grunnskolepoeng;2013-2014;04;1;innvandrere;1;0_6;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;04;1;innvandrere;1;0_6;person;12
grunnskolepoeng;2013-2014;04;1;innvandrere;1;7+;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;04;1;innvandrere;1;7+;person;9
grunnskolepoeng;2013-2014;04;1;innvandrere;1;alle;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;04;1;innvandrere;1;alle;person;17
grunnskolepoeng;2013-2014;04;1;innvandrere;2;0_6;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;04;1;innvandrere;2;0_6;person;7
grunnskolepoeng;2013-2014;04;1;innvandrere;2;7+;grunnskolepoeng;31,8
grunnskolepoeng;2013-2014;04;1;innvandrere;2;7+;person;39
grunnskolepoeng;2013-2014;04;1;innvandrere;2;alle;grunnskolepoeng;32,2
grunnskolepoeng;2013-2014;04;1;innvandrere;2;alle;person;48
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;0_6;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;0_6;person;16
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;7+;grunnskolepoeng;33
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;7+;person;52
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;alle;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;04;1;innvandrere;alle;alle;person;67
grunnskolepoeng;2013-2014;04;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;33,6
grunnskolepoeng;2013-2014;04;1;norskfodte_m_innvf;NULL;NULL;person;20
grunnskolepoeng;2013-2014;04;0;alle;NULL;NULL;grunnskolepoeng;41,6
grunnskolepoeng;2013-2014;04;0;alle;NULL;NULL;person;1075
grunnskolepoeng;2013-2014;04;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42
grunnskolepoeng;2013-2014;04;0;bef_u_innv_og_norskf;NULL;NULL;person;984
grunnskolepoeng;2013-2014;04;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42
grunnskolepoeng;2013-2014;04;0;befolkningen_ellers;NULL;NULL;person;1000
grunnskolepoeng;2013-2014;04;0;innvandrere;1;0_6;grunnskolepoeng;47,2
grunnskolepoeng;2013-2014;04;0;innvandrere;1;0_6;person;3
grunnskolepoeng;2013-2014;04;0;innvandrere;1;7+;grunnskolepoeng;35
grunnskolepoeng;2013-2014;04;0;innvandrere;1;7+;person;23
grunnskolepoeng;2013-2014;04;0;innvandrere;1;alle;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;04;0;innvandrere;1;alle;person;32
grunnskolepoeng;2013-2014;04;0;innvandrere;2;0_6;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;04;0;innvandrere;2;0_6;person;22
grunnskolepoeng;2013-2014;04;0;innvandrere;2;7+;grunnskolepoeng;33
grunnskolepoeng;2013-2014;04;0;innvandrere;2;7+;person;35
grunnskolepoeng;2013-2014;04;0;innvandrere;2;alle;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;04;0;innvandrere;2;alle;person;53
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;0_6;grunnskolepoeng;41,2
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;0_6;person;24
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;7+;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;7+;person;59
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;alle;grunnskolepoeng;36
grunnskolepoeng;2013-2014;04;0;innvandrere;alle;alle;person;83
grunnskolepoeng;2013-2014;04;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2013-2014;04;0;norskfodte_m_innvf;NULL;NULL;person;12
grunnskolepoeng;2013-2014;05;alle;alle;NULL;NULL;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;05;alle;alle;NULL;NULL;person;2279
grunnskolepoeng;2013-2014;05;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2013-2014;05;alle;bef_u_innv_og_norskf;NULL;NULL;person;2122
grunnskolepoeng;2013-2014;05;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2013-2014;05;alle;befolkningen_ellers;NULL;NULL;person;2148
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;0_6;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;0_6;person;9
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;7+;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;7+;person;35
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;alle;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;05;alle;innvandrere;1;alle;person;51
grunnskolepoeng;2013-2014;05;alle;innvandrere;2;0_6;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;05;alle;innvandrere;2;0_6;person;29
grunnskolepoeng;2013-2014;05;alle;innvandrere;2;7+;grunnskolepoeng;33,4
grunnskolepoeng;2013-2014;05;alle;innvandrere;2;7+;person;57
grunnskolepoeng;2013-2014;05;alle;innvandrere;2;alle;grunnskolepoeng;34
grunnskolepoeng;2013-2014;05;alle;innvandrere;2;alle;person;84
grunnskolepoeng;2013-2014;05;alle;innvandrere;alle;0_6;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;05;alle;innvandrere;alle;0_6;person;37
grunnskolepoeng;2013-2014;05;alle;innvandrere;alle;7+;grunnskolepoeng;35
grunnskolepoeng;2013-2014;05;alle;innvandrere;alle;7+;person;94
grunnskolepoeng;2013-2014;05;alle;innvandrere;alle;alle;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;05;alle;innvandrere;alle;alle;person;133
grunnskolepoeng;2013-2014;05;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;05;alle;norskfodte_m_innvf;NULL;NULL;person;19
grunnskolepoeng;2013-2014;05;1;alle;NULL;NULL;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;05;1;alle;NULL;NULL;person;1157
grunnskolepoeng;2013-2014;05;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;05;1;bef_u_innv_og_norskf;NULL;NULL;person;1055
grunnskolepoeng;2013-2014;05;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;05;1;befolkningen_ellers;NULL;NULL;person;1075
grunnskolepoeng;2013-2014;05;1;innvandrere;1;0_6;grunnskolepoeng;41,6
grunnskolepoeng;2013-2014;05;1;innvandrere;1;0_6;person;6
grunnskolepoeng;2013-2014;05;1;innvandrere;1;7+;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;05;1;innvandrere;1;7+;person;10
grunnskolepoeng;2013-2014;05;1;innvandrere;1;alle;grunnskolepoeng;36
grunnskolepoeng;2013-2014;05;1;innvandrere;1;alle;person;16
grunnskolepoeng;2013-2014;05;1;innvandrere;2;0_6;grunnskolepoeng;33,8
grunnskolepoeng;2013-2014;05;1;innvandrere;2;0_6;person;13
grunnskolepoeng;2013-2014;05;1;innvandrere;2;7+;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;05;1;innvandrere;2;7+;person;44
grunnskolepoeng;2013-2014;05;1;innvandrere;2;alle;grunnskolepoeng;33
grunnskolepoeng;2013-2014;05;1;innvandrere;2;alle;person;54
grunnskolepoeng;2013-2014;05;1;innvandrere;alle;0_6;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;05;1;innvandrere;alle;0_6;person;17
grunnskolepoeng;2013-2014;05;1;innvandrere;alle;7+;grunnskolepoeng;33,6
grunnskolepoeng;2013-2014;05;1;innvandrere;alle;7+;person;56
grunnskolepoeng;2013-2014;05;1;innvandrere;alle;alle;grunnskolepoeng;34
grunnskolepoeng;2013-2014;05;1;innvandrere;alle;alle;person;76
grunnskolepoeng;2013-2014;05;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;38
grunnskolepoeng;2013-2014;05;1;norskfodte_m_innvf;NULL;NULL;person;15
grunnskolepoeng;2013-2014;05;0;alle;NULL;NULL;grunnskolepoeng;42
grunnskolepoeng;2013-2014;05;0;alle;NULL;NULL;person;1122
grunnskolepoeng;2013-2014;05;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;05;0;bef_u_innv_og_norskf;NULL;NULL;person;1067
grunnskolepoeng;2013-2014;05;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;05;0;befolkningen_ellers;NULL;NULL;person;1073
grunnskolepoeng;2013-2014;05;0;innvandrere;1;0_6;grunnskolepoeng;34
grunnskolepoeng;2013-2014;05;0;innvandrere;1;0_6;person;6
grunnskolepoeng;2013-2014;05;0;innvandrere;1;7+;grunnskolepoeng;41,4
grunnskolepoeng;2013-2014;05;0;innvandrere;1;7+;person;21
grunnskolepoeng;2013-2014;05;0;innvandrere;1;alle;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;05;0;innvandrere;1;alle;person;27
grunnskolepoeng;2013-2014;05;0;innvandrere;2;0_6;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;05;0;innvandrere;2;0_6;person;12
grunnskolepoeng;2013-2014;05;0;innvandrere;2;7+;grunnskolepoeng;35
grunnskolepoeng;2013-2014;05;0;innvandrere;2;7+;person;19
grunnskolepoeng;2013-2014;05;0;innvandrere;2;alle;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;05;0;innvandrere;2;alle;person;31
grunnskolepoeng;2013-2014;05;0;innvandrere;alle;0_6;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;05;0;innvandrere;alle;0_6;person;16
grunnskolepoeng;2013-2014;05;0;innvandrere;alle;7+;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;05;0;innvandrere;alle;7+;person;44
grunnskolepoeng;2013-2014;05;0;innvandrere;alle;alle;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;05;0;innvandrere;alle;alle;person;56
grunnskolepoeng;2013-2014;05;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;05;0;norskfodte_m_innvf;NULL;NULL;person;3
grunnskolepoeng;2013-2014;06;alle;alle;NULL;NULL;grunnskolepoeng;40
grunnskolepoeng;2013-2014;06;alle;alle;NULL;NULL;person;3158
grunnskolepoeng;2013-2014;06;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2013-2014;06;alle;bef_u_innv_og_norskf;NULL;NULL;person;2686
grunnskolepoeng;2013-2014;06;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;40,4
grunnskolepoeng;2013-2014;06;alle;befolkningen_ellers;NULL;NULL;person;2851
grunnskolepoeng;2013-2014;06;alle;innvandrere;1;0_6;grunnskolepoeng;44,2
grunnskolepoeng;2013-2014;06;alle;innvandrere;1;0_6;person;22
grunnskolepoeng;2013-2014;06;alle;innvandrere;1;7+;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;06;alle;innvandrere;1;7+;person;88
grunnskolepoeng;2013-2014;06;alle;innvandrere;1;alle;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;06;alle;innvandrere;1;alle;person;112
grunnskolepoeng;2013-2014;06;alle;innvandrere;2;0_6;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;06;alle;innvandrere;2;0_6;person;77
grunnskolepoeng;2013-2014;06;alle;innvandrere;2;7+;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;06;alle;innvandrere;2;7+;person;119
grunnskolepoeng;2013-2014;06;alle;innvandrere;2;alle;grunnskolepoeng;35,2
grunnskolepoeng;2013-2014;06;alle;innvandrere;2;alle;person;198
grunnskolepoeng;2013-2014;06;alle;innvandrere;alle;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;06;alle;innvandrere;alle;0_6;person;105
grunnskolepoeng;2013-2014;06;alle;innvandrere;alle;7+;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;06;alle;innvandrere;alle;7+;person;202
grunnskolepoeng;2013-2014;06;alle;innvandrere;alle;alle;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;06;alle;innvandrere;alle;alle;person;307
grunnskolepoeng;2013-2014;06;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;06;alle;norskfodte_m_innvf;NULL;NULL;person;162
grunnskolepoeng;2013-2014;06;1;alle;NULL;NULL;grunnskolepoeng;38
grunnskolepoeng;2013-2014;06;1;alle;NULL;NULL;person;1613
grunnskolepoeng;2013-2014;06;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;38,4
grunnskolepoeng;2013-2014;06;1;bef_u_innv_og_norskf;NULL;NULL;person;1372
grunnskolepoeng;2013-2014;06;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;38,4
grunnskolepoeng;2013-2014;06;1;befolkningen_ellers;NULL;NULL;person;1457
grunnskolepoeng;2013-2014;06;1;innvandrere;1;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;06;1;innvandrere;1;0_6;person;9
grunnskolepoeng;2013-2014;06;1;innvandrere;1;7+;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;06;1;innvandrere;1;7+;person;39
grunnskolepoeng;2013-2014;06;1;innvandrere;1;alle;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;06;1;innvandrere;1;alle;person;44
grunnskolepoeng;2013-2014;06;1;innvandrere;2;0_6;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;06;1;innvandrere;2;0_6;person;45
grunnskolepoeng;2013-2014;06;1;innvandrere;2;7+;grunnskolepoeng;33
grunnskolepoeng;2013-2014;06;1;innvandrere;2;7+;person;59
grunnskolepoeng;2013-2014;06;1;innvandrere;2;alle;grunnskolepoeng;34
grunnskolepoeng;2013-2014;06;1;innvandrere;2;alle;person;105
grunnskolepoeng;2013-2014;06;1;innvandrere;alle;0_6;grunnskolepoeng;36
grunnskolepoeng;2013-2014;06;1;innvandrere;alle;0_6;person;53
grunnskolepoeng;2013-2014;06;1;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;06;1;innvandrere;alle;7+;person;101
grunnskolepoeng;2013-2014;06;1;innvandrere;alle;alle;grunnskolepoeng;34,8
grunnskolepoeng;2013-2014;06;1;innvandrere;alle;alle;person;154
grunnskolepoeng;2013-2014;06;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;06;1;norskfodte_m_innvf;NULL;NULL;person;84
grunnskolepoeng;2013-2014;06;0;alle;NULL;NULL;grunnskolepoeng;42,2
grunnskolepoeng;2013-2014;06;0;alle;NULL;NULL;person;1545
grunnskolepoeng;2013-2014;06;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;06;0;bef_u_innv_og_norskf;NULL;NULL;person;1314
grunnskolepoeng;2013-2014;06;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,6
grunnskolepoeng;2013-2014;06;0;befolkningen_ellers;NULL;NULL;person;1394
grunnskolepoeng;2013-2014;06;0;innvandrere;1;0_6;grunnskolepoeng;46
grunnskolepoeng;2013-2014;06;0;innvandrere;1;0_6;person;16
grunnskolepoeng;2013-2014;06;0;innvandrere;1;7+;grunnskolepoeng;37,4
grunnskolepoeng;2013-2014;06;0;innvandrere;1;7+;person;51
grunnskolepoeng;2013-2014;06;0;innvandrere;1;alle;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;06;0;innvandrere;1;alle;person;64
grunnskolepoeng;2013-2014;06;0;innvandrere;2;0_6;grunnskolepoeng;38,4
grunnskolepoeng;2013-2014;06;0;innvandrere;2;0_6;person;34
grunnskolepoeng;2013-2014;06;0;innvandrere;2;7+;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;06;0;innvandrere;2;7+;person;58
grunnskolepoeng;2013-2014;06;0;innvandrere;2;alle;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;06;0;innvandrere;2;alle;person;94
grunnskolepoeng;2013-2014;06;0;innvandrere;alle;0_6;grunnskolepoeng;40,6
grunnskolepoeng;2013-2014;06;0;innvandrere;alle;0_6;person;53
grunnskolepoeng;2013-2014;06;0;innvandrere;alle;7+;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;06;0;innvandrere;alle;7+;person;102
grunnskolepoeng;2013-2014;06;0;innvandrere;alle;alle;grunnskolepoeng;37,8
grunnskolepoeng;2013-2014;06;0;innvandrere;alle;alle;person;156
grunnskolepoeng;2013-2014;06;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2013-2014;06;0;norskfodte_m_innvf;NULL;NULL;person;78
grunnskolepoeng;2013-2014;07;alle;alle;NULL;NULL;grunnskolepoeng;40,6
grunnskolepoeng;2013-2014;07;alle;alle;NULL;NULL;person;2846
grunnskolepoeng;2013-2014;07;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2013-2014;07;alle;bef_u_innv_og_norskf;NULL;NULL;person;2568
grunnskolepoeng;2013-2014;07;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2013-2014;07;alle;befolkningen_ellers;NULL;NULL;person;2652
grunnskolepoeng;2013-2014;07;alle;innvandrere;1;0_6;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;07;alle;innvandrere;1;0_6;person;15
grunnskolepoeng;2013-2014;07;alle;innvandrere;1;7+;grunnskolepoeng;35,6
grunnskolepoeng;2013-2014;07;alle;innvandrere;1;7+;person;51
grunnskolepoeng;2013-2014;07;alle;innvandrere;1;alle;grunnskolepoeng;36,6
grunnskolepoeng;2013-2014;07;alle;innvandrere;1;alle;person;66
grunnskolepoeng;2013-2014;07;alle;innvandrere;2;0_6;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;07;alle;innvandrere;2;0_6;person;49
grunnskolepoeng;2013-2014;07;alle;innvandrere;2;7+;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;07;alle;innvandrere;2;7+;person;81
grunnskolepoeng;2013-2014;07;alle;innvandrere;2;alle;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;07;alle;innvandrere;2;alle;person;131
grunnskolepoeng;2013-2014;07;alle;innvandrere;alle;0_6;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;07;alle;innvandrere;alle;0_6;person;64
grunnskolepoeng;2013-2014;07;alle;innvandrere;alle;7+;grunnskolepoeng;34,6
grunnskolepoeng;2013-2014;07;alle;innvandrere;alle;7+;person;133
grunnskolepoeng;2013-2014;07;alle;innvandrere;alle;alle;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;07;alle;innvandrere;alle;alle;person;196
grunnskolepoeng;2013-2014;07;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;40,2
grunnskolepoeng;2013-2014;07;alle;norskfodte_m_innvf;NULL;NULL;person;82
grunnskolepoeng;2013-2014;07;1;alle;NULL;NULL;grunnskolepoeng;38,8
grunnskolepoeng;2013-2014;07;1;alle;NULL;NULL;person;1452
grunnskolepoeng;2013-2014;07;1;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;07;1;bef_u_innv_og_norskf;NULL;NULL;person;1300
grunnskolepoeng;2013-2014;07;1;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;07;1;befolkningen_ellers;NULL;NULL;person;1339
grunnskolepoeng;2013-2014;07;1;innvandrere;1;0_6;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;07;1;innvandrere;1;0_6;person;10
grunnskolepoeng;2013-2014;07;1;innvandrere;1;7+;grunnskolepoeng;34,4
grunnskolepoeng;2013-2014;07;1;innvandrere;1;7+;person;27
grunnskolepoeng;2013-2014;07;1;innvandrere;1;alle;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;07;1;innvandrere;1;alle;person;37
grunnskolepoeng;2013-2014;07;1;innvandrere;2;0_6;grunnskolepoeng;34,6
grunnskolepoeng;2013-2014;07;1;innvandrere;2;0_6;person;22
grunnskolepoeng;2013-2014;07;1;innvandrere;2;7+;grunnskolepoeng;32,6
grunnskolepoeng;2013-2014;07;1;innvandrere;2;7+;person;49
grunnskolepoeng;2013-2014;07;1;innvandrere;2;alle;grunnskolepoeng;33,2
grunnskolepoeng;2013-2014;07;1;innvandrere;2;alle;person;74
grunnskolepoeng;2013-2014;07;1;innvandrere;alle;0_6;grunnskolepoeng;36,4
grunnskolepoeng;2013-2014;07;1;innvandrere;alle;0_6;person;31
grunnskolepoeng;2013-2014;07;1;innvandrere;alle;7+;grunnskolepoeng;33,2
grunnskolepoeng;2013-2014;07;1;innvandrere;alle;7+;person;79
grunnskolepoeng;2013-2014;07;1;innvandrere;alle;alle;grunnskolepoeng;34
grunnskolepoeng;2013-2014;07;1;innvandrere;alle;alle;person;112
grunnskolepoeng;2013-2014;07;1;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;39,4
grunnskolepoeng;2013-2014;07;1;norskfodte_m_innvf;NULL;NULL;person;39
grunnskolepoeng;2013-2014;07;0;alle;NULL;NULL;grunnskolepoeng;42,6
grunnskolepoeng;2013-2014;07;0;alle;NULL;NULL;person;1394
grunnskolepoeng;2013-2014;07;0;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;43
grunnskolepoeng;2013-2014;07;0;bef_u_innv_og_norskf;NULL;NULL;person;1268
grunnskolepoeng;2013-2014;07;0;befolkningen_ellers;NULL;NULL;grunnskolepoeng;42,8
grunnskolepoeng;2013-2014;07;0;befolkningen_ellers;NULL;NULL;person;1313
grunnskolepoeng;2013-2014;07;0;innvandrere;1;0_6;grunnskolepoeng;41
grunnskolepoeng;2013-2014;07;0;innvandrere;1;0_6;person;3
grunnskolepoeng;2013-2014;07;0;innvandrere;1;7+;grunnskolepoeng;37,6
grunnskolepoeng;2013-2014;07;0;innvandrere;1;7+;person;25
grunnskolepoeng;2013-2014;07;0;innvandrere;1;alle;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;07;0;innvandrere;1;alle;person;28
grunnskolepoeng;2013-2014;07;0;innvandrere;2;0_6;grunnskolepoeng;39,8
grunnskolepoeng;2013-2014;07;0;innvandrere;2;0_6;person;27
grunnskolepoeng;2013-2014;07;0;innvandrere;2;7+;grunnskolepoeng;36,8
grunnskolepoeng;2013-2014;07;0;innvandrere;2;7+;person;28
grunnskolepoeng;2013-2014;07;0;innvandrere;2;alle;grunnskolepoeng;38
grunnskolepoeng;2013-2014;07;0;innvandrere;2;alle;person;55
grunnskolepoeng;2013-2014;07;0;innvandrere;alle;0_6;grunnskolepoeng;40
grunnskolepoeng;2013-2014;07;0;innvandrere;alle;0_6;person;31
grunnskolepoeng;2013-2014;07;0;innvandrere;alle;7+;grunnskolepoeng;37
grunnskolepoeng;2013-2014;07;0;innvandrere;alle;7+;person;52
grunnskolepoeng;2013-2014;07;0;innvandrere;alle;alle;grunnskolepoeng;38,2
grunnskolepoeng;2013-2014;07;0;innvandrere;alle;alle;person;83
grunnskolepoeng;2013-2014;07;0;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;41
grunnskolepoeng;2013-2014;07;0;norskfodte_m_innvf;NULL;NULL;person;43
grunnskolepoeng;2013-2014;08;alle;alle;NULL;NULL;grunnskolepoeng;39,2
grunnskolepoeng;2013-2014;08;alle;alle;NULL;NULL;person;2030
grunnskolepoeng;2013-2014;08;alle;bef_u_innv_og_norskf;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;08;alle;bef_u_innv_og_norskf;NULL;NULL;person;1796
grunnskolepoeng;2013-2014;08;alle;befolkningen_ellers;NULL;NULL;grunnskolepoeng;39,6
grunnskolepoeng;2013-2014;08;alle;befolkningen_ellers;NULL;NULL;person;1858
grunnskolepoeng;2013-2014;08;alle;innvandrere;1;0_6;grunnskolepoeng;42
grunnskolepoeng;2013-2014;08;alle;innvandrere;1;0_6;person;15
grunnskolepoeng;2013-2014;08;alle;innvandrere;1;7+;grunnskolepoeng;35,8
grunnskolepoeng;2013-2014;08;alle;innvandrere;1;7+;person;52
grunnskolepoeng;2013-2014;08;alle;innvandrere;1;alle;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;08;alle;innvandrere;1;alle;person;61
grunnskolepoeng;2013-2014;08;alle;innvandrere;2;0_6;grunnskolepoeng;35,4
grunnskolepoeng;2013-2014;08;alle;innvandrere;2;0_6;person;38
grunnskolepoeng;2013-2014;08;alle;innvandrere;2;7+;grunnskolepoeng;33,2
grunnskolepoeng;2013-2014;08;alle;innvandrere;2;7+;person;70
grunnskolepoeng;2013-2014;08;alle;innvandrere;2;alle;grunnskolepoeng;34
grunnskolepoeng;2013-2014;08;alle;innvandrere;2;alle;person;113
grunnskolepoeng;2013-2014;08;alle;innvandrere;alle;0_6;grunnskolepoeng;37
grunnskolepoeng;2013-2014;08;alle;innvandrere;alle;0_6;person;58
grunnskolepoeng;2013-2014;08;alle;innvandrere;alle;7+;grunnskolepoeng;34,2
grunnskolepoeng;2013-2014;08;alle;innvandrere;alle;7+;person;120
grunnskolepoeng;2013-2014;08;alle;innvandrere;alle;alle;grunnskolepoeng;35
grunnskolepoeng;2013-2014;08;alle;innvandrere;alle;alle;person;174
grunnskolepoeng;2013-2014;08;alle;norskfodte_m_innvf;NULL;NULL;grunnskolepoeng;37,2
grunnskolepoeng;2013-2014;08;alle;norskfodte_m_innvf;NULL;NULL;person;59
