"aar","fylke_id","bosetting","enhet","tabellvariabel","tabell_navn","kommune_id","naringsregion_id","bydel_id"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1736","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1736","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1736","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1736","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1738","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1738","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1738","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1738","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1738","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1738","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1738","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1738","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1739","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1739","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1739","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1739","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1739","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1739","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1739","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1739","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1740","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1740","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1740","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1740","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1740","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1740","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1740","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1740","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","1742","NULL","NULL"
"2012","NULL","vedtak","personer","15.00","bosetting","1742","NULL","NULL"
"2012","NULL","bosatt","personer","15.00","bosetting","1742","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","6.085192698","bosetting","1742","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","100","bosetting","1742","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","100.00","bosetting","1742","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1742","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1742","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1743","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1743","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1743","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1743","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1743","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1743","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1743","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1743","NULL","NULL"
"2012","NULL","anmodning","personer","3.00","bosetting","1744","NULL","NULL"
"2012","NULL","vedtak","personer","3.00","bosetting","1744","NULL","NULL"
"2012","NULL","bosatt","personer","4.00","bosetting","1744","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.084598698","bosetting","1744","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","133.3333333","bosetting","1744","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","133.33","bosetting","1744","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1744","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1744","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1748","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1748","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1748","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1748","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1748","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1748","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1748","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1748","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1749","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1749","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1749","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1749","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1749","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1749","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1749","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1749","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","1750","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1750","NULL","NULL"
"2012","NULL","bosatt","personer","13.00","bosetting","1750","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","3.023255814","bosetting","1750","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","86.66666667","bosetting","1750","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","130.00","bosetting","1750","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1750","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1750","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","1751","NULL","NULL"
"2012","NULL","vedtak","personer","15.00","bosetting","1751","NULL","NULL"
"2012","NULL","bosatt","personer","18.00","bosetting","1751","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","3.531489111","bosetting","1751","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","120","bosetting","1751","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","120.00","bosetting","1751","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1751","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1751","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1755","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1755","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1755","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1755","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1755","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1755","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1755","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1755","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1756","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1756","NULL","NULL"
"2012","NULL","bosatt","personer","11.00","bosetting","1756","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.643753736","bosetting","1756","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1756","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1756","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1756","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1756","NULL","NULL"
"2012","NULL","anmodning","personer","90.00","bosetting","1804","NULL","NULL"
"2012","NULL","vedtak","personer","70.00","bosetting","1804","NULL","NULL"
"2012","NULL","bosatt","personer","65.00","bosetting","1804","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.321057659","bosetting","1804","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","72.22222222","bosetting","1804","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","92.86","bosetting","1804","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1804","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1804","NULL","NULL"
"2012","NULL","anmodning","personer","50.00","bosetting","1805","NULL","NULL"
"2012","NULL","vedtak","personer","40.00","bosetting","1805","NULL","NULL"
"2012","NULL","bosatt","personer","22.00","bosetting","1805","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.188610946","bosetting","1805","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","44","bosetting","1805","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","55.00","bosetting","1805","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1805","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1805","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1811","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1811","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1811","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1811","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1811","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1811","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1811","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1811","NULL","NULL"
"2012","NULL","anmodning","personer","20.00","bosetting","1812","NULL","NULL"
"2012","NULL","vedtak","personer","15.00","bosetting","1812","NULL","NULL"
"2012","NULL","bosatt","personer","11.00","bosetting","1812","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","5.410723069","bosetting","1812","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","55","bosetting","1812","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","73.33","bosetting","1812","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1812","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1812","NULL","NULL"
"2012","NULL","anmodning","personer","30.00","bosetting","1813","NULL","NULL"
"2012","NULL","vedtak","personer","25.00","bosetting","1813","NULL","NULL"
"2012","NULL","bosatt","personer","13.00","bosetting","1813","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.654154473","bosetting","1813","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","43.33333333","bosetting","1813","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","52.00","bosetting","1813","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1813","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1813","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1815","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1815","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1815","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1815","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1815","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1815","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1815","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1815","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1816","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1816","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1816","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1816","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1816","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1816","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1816","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1816","NULL","NULL"
"2012","NULL","anmodning","personer","10.00","bosetting","1818","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1818","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1818","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1818","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","0","bosetting","1818","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1818","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1818","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1818","NULL","NULL"
"2012","NULL","anmodning","personer","30.00","bosetting","1820","NULL","NULL"
"2012","NULL","vedtak","personer","30.00","bosetting","1820","NULL","NULL"
"2012","NULL","bosatt","personer","28.00","bosetting","1820","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","3.803831001","bosetting","1820","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","93.33333333","bosetting","1820","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","93.33","bosetting","1820","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1820","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1820","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","1822","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1822","NULL","NULL"
"2012","NULL","bosatt","personer","12.00","bosetting","1822","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","5.597014925","bosetting","1822","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","80","bosetting","1822","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","120.00","bosetting","1822","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1822","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1822","NULL","NULL"
"2012","NULL","anmodning","personer","25.00","bosetting","1824","NULL","NULL"
"2012","NULL","vedtak","personer","25.00","bosetting","1824","NULL","NULL"
"2012","NULL","bosatt","personer","23.00","bosetting","1824","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.735587081","bosetting","1824","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","92","bosetting","1824","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","92.00","bosetting","1824","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1824","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1824","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1825","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1825","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1825","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1825","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1825","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1825","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1825","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1825","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","1826","NULL","NULL"
"2012","NULL","vedtak","personer","11.00","bosetting","1826","NULL","NULL"
"2012","NULL","bosatt","personer","10.00","bosetting","1826","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","6.798096533","bosetting","1826","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","66.66666667","bosetting","1826","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","90.91","bosetting","1826","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1826","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1826","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1827","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1827","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1827","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1827","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1827","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1827","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1827","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1827","NULL","NULL"
"2012","NULL","anmodning","personer","10.00","bosetting","1828","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1828","NULL","NULL"
"2012","NULL","bosatt","personer","17.00","bosetting","1828","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","9.066666667","bosetting","1828","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","170","bosetting","1828","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","170.00","bosetting","1828","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1828","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1828","NULL","NULL"
"2012","NULL","anmodning","personer","10.00","bosetting","1832","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1832","NULL","NULL"
"2012","NULL","bosatt","personer","7.00","bosetting","1832","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.515151515","bosetting","1832","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","70","bosetting","1832","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","70.00","bosetting","1832","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1832","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1832","NULL","NULL"
"2012","NULL","anmodning","personer","60.00","bosetting","1833","NULL","NULL"
"2012","NULL","vedtak","personer","50.00","bosetting","1833","NULL","NULL"
"2012","NULL","bosatt","personer","40.00","bosetting","1833","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.553277415","bosetting","1833","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","66.66666667","bosetting","1833","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","80.00","bosetting","1833","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1833","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1833","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1834","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1834","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1834","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1834","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1834","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1834","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1834","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1834","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1835","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1835","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1835","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1835","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1835","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1835","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1835","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1835","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1836","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1836","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1836","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1836","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1836","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1836","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1836","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1836","NULL","NULL"
"2012","NULL","anmodning","personer","10.00","bosetting","1837","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1837","NULL","NULL"
"2012","NULL","bosatt","personer","9.00","bosetting","1837","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.367365542","bosetting","1837","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","90","bosetting","1837","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","90.00","bosetting","1837","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1837","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1837","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","1838","NULL","NULL"
"2012","NULL","vedtak","personer","15.00","bosetting","1838","NULL","NULL"
"2012","NULL","bosatt","personer","1.00","bosetting","1838","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.498504487","bosetting","1838","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","6.666666667","bosetting","1838","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","6.67","bosetting","1838","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1838","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1838","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1839","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1839","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1839","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1839","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1839","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1839","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1839","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1839","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","1840","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1840","NULL","NULL"
"2012","NULL","bosatt","personer","7.00","bosetting","1840","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.475237092","bosetting","1840","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","46.66666667","bosetting","1840","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","70.00","bosetting","1840","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1840","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1840","NULL","NULL"
"2012","NULL","anmodning","personer","20.00","bosetting","1841","NULL","NULL"
"2012","NULL","vedtak","personer","18.00","bosetting","1841","NULL","NULL"
"2012","NULL","bosatt","personer","14.00","bosetting","1841","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.471670346","bosetting","1841","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","70","bosetting","1841","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","77.78","bosetting","1841","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1841","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1841","NULL","NULL"
"2012","NULL","anmodning","personer","0.00","bosetting","1845","NULL","NULL"
"2012","NULL","vedtak","personer",".","bosetting","1845","NULL","NULL"
"2012","NULL","bosatt","personer","0.00","bosetting","1845","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0","bosetting","1845","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent",".","bosetting","1845","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent",".","bosetting","1845","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1845","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1845","NULL","NULL"
"2012","NULL","anmodning","personer","10.00","bosetting","1848","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1848","NULL","NULL"
"2012","NULL","bosatt","personer","1.00","bosetting","1848","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","0.39184953","bosetting","1848","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","10","bosetting","1848","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","10.00","bosetting","1848","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1848","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1848","NULL","NULL"
"2012","NULL","anmodning","personer","10.00","bosetting","1849","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1849","NULL","NULL"
"2012","NULL","bosatt","personer","8.00","bosetting","1849","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","4.466778336","bosetting","1849","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","80","bosetting","1849","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","80.00","bosetting","1849","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1849","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1849","NULL","NULL"
"2012","NULL","anmodning","personer","10.00","bosetting","1850","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1850","NULL","NULL"
"2012","NULL","bosatt","personer","2.00","bosetting","1850","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","1.011122346","bosetting","1850","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","20","bosetting","1850","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","20.00","bosetting","1850","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1850","NULL","NULL"
"2012","NULL","bosatt_per_1000_snitt_trear","promille",".","bosetting","1850","NULL","NULL"
"2012","NULL","anmodning","personer","15.00","bosetting","1851","NULL","NULL"
"2012","NULL","vedtak","personer","10.00","bosetting","1851","NULL","NULL"
"2012","NULL","bosatt","personer","13.00","bosetting","1851","NULL","NULL"
"2012","NULL","bosatt_per_1000","promille","5.855855856","bosetting","1851","NULL","NULL"
"2012","NULL","bosatt_av_anmodede","prosent","86.66666667","bosetting","1851","NULL","NULL"
"2012","NULL","bosatt_av_vedtak","prosent","130.00","bosetting","1851","NULL","NULL"
"2012","NULL","bosatt_siste_trear","personer",".","bosetting","1851","NULL","NULL"
