"aar","bydel_nr","spraak","bhgalder","enhet","tabellvariabel","tabell_navn","barnikommune","fylke_nr","naringsregion_nr","kommune_nr"
"2013","NULL","ikke_minoritet","1_5","personer","5752","barnehagedeltakelse","NULL","09","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","91.8","barnehagedeltakelse","NULL","09","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","09","NULL","NULL"
"2013","NULL","NULL","1","personer","170","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","1","prosent","2.389318342","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","2","personer","155","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","2","prosent","2.178496135","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","3","personer","170","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","3","prosent","2.389318342","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","4","personer","174","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","4","prosent","2.445537597","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","5","personer","178","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","5","prosent","2.501756852","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","1_5","personer","12","barnehagedeltakelse","innvandrerbakgr","09","NULL","NULL"
"2013","NULL","NULL","1_5","personer","88","barnehagedeltakelse","barn_ellers","09","NULL","NULL"
"2013","NULL","alle","1_5","personer","10385","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","alle","1_5","prosent","87.7","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","1","personer","96","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","1","prosent","28.40236686","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","2","personer","194","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","2","prosent","66.89655172","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","3","personer","264","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","3","prosent","83.01886792","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","4","personer","305","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","4","prosent","90.77380952","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","5","personer","286","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","5","prosent","94.38943894","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","1_5","personer","1145","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","minoritet","1_5","prosent","72.2","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","personer","9240","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","90.1","barnehagedeltakelse","NULL","10","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","10","NULL","NULL"
"2013","NULL","NULL","1","personer","338","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","1","prosent","2.85545324","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","2","personer","290","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","2","prosent","2.449945087","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","3","personer","318","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","3","prosent","2.68649151","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","4","personer","336","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","4","prosent","2.838557067","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","5","personer","303","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","5","prosent","2.559770212","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","1_5","personer","13","barnehagedeltakelse","innvandrerbakgr","10","NULL","NULL"
"2013","NULL","NULL","1_5","personer","87","barnehagedeltakelse","barn_ellers","10","NULL","NULL"
"2013","NULL","alle","1_5","personer","29271","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","alle","1_5","prosent","88.8","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","1","personer","476","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","1","prosent","43.27272727","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","2","personer","770","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","2","prosent","71.69459963","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","3","personer","947","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","3","prosent","85.0853549","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","4","personer","829","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","4","prosent","89.62162162","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","5","personer","798","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","5","prosent","87.69230769","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","1_5","personer","3820","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","minoritet","1_5","prosent","74.6","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","personer","25451","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","91.4","barnehagedeltakelse","NULL","11","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","11","NULL","NULL"
"2013","NULL","NULL","1","personer","1100","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","1","prosent","3.335961667","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","2","personer","1074","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","2","prosent","3.257111664","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","3","personer","1113","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","3","prosent","3.375386668","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","4","personer","925","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","4","prosent","2.805240493","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","5","personer","910","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","5","prosent","2.759750106","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","1_5","personer","16","barnehagedeltakelse","innvandrerbakgr","11","NULL","NULL"
"2013","NULL","NULL","1_5","personer","84","barnehagedeltakelse","barn_ellers","11","NULL","NULL"
"2013","NULL","alle","1_5","personer","29640","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","alle","1_5","prosent","90.8","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","1","personer","374","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","1","prosent","42.25988701","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","2","personer","575","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","2","prosent","65.94036697","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","3","personer","691","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","3","prosent","86.05230386","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","4","personer","746","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","4","prosent","91.42156863","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","5","personer","661","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","5","prosent","89.68792402","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","1_5","personer","3047","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","minoritet","1_5","prosent","74.1","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","personer","26593","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","93.2","barnehagedeltakelse","NULL","12","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","12","NULL","NULL"
"2013","NULL","NULL","1","personer","885","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","1","prosent","2.710732664","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","2","personer","872","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","2","prosent","2.670913992","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","3","personer","803","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","3","prosent","2.459568733","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","4","personer","816","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","4","prosent","2.499387405","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","5","personer","737","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","5","prosent","2.257412399","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","1_5","personer","13","barnehagedeltakelse","innvandrerbakgr","12","NULL","NULL"
"2013","NULL","NULL","1_5","personer","87","barnehagedeltakelse","barn_ellers","12","NULL","NULL"
"2013","NULL","alle","1_5","personer","5928","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","alle","1_5","prosent","91.9","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","1","personer","77","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","1","prosent","46.10778443","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","2","personer","101","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","2","prosent","77.69230769","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","3","personer","122","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","3","prosent","91.72932331","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","4","personer","139","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","4","prosent","90.25974026","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","5","personer","119","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","5","prosent","96.74796748","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","1_5","personer","558","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","minoritet","1_5","prosent","78.9","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","personer","5370","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","93.5","barnehagedeltakelse","NULL","14","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","14","NULL","NULL"
"2013","NULL","NULL","1","personer","167","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","1","prosent","2.587943592","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","2","personer","130","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","2","prosent","2.014566868","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","3","personer","133","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","3","prosent","2.061056873","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","4","personer","154","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","4","prosent","2.386486905","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","5","personer","123","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","5","prosent","1.906090191","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","1_5","personer","11","barnehagedeltakelse","innvandrerbakgr","14","NULL","NULL"
"2013","NULL","NULL","1_5","personer","89","barnehagedeltakelse","barn_ellers","14","NULL","NULL"
"2013","NULL","alle","1_5","personer","14396","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","alle","1_5","prosent","92.6","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","1","personer","170","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","1","prosent","45.45454545","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","2","personer","274","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","2","prosent","75.69060773","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","3","personer","301","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","3","prosent","83.61111111","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","4","personer","320","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","4","prosent","88.88888889","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","5","personer","259","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","5","prosent","87.5","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","1_5","personer","1324","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","minoritet","1_5","prosent","75.6","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","personer","13072","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","278.1","barnehagedeltakelse","NULL","15","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","15","NULL","NULL"
"2013","NULL","NULL","1","personer","374","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","1","prosent","2.406073083","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","2","personer","362","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","2","prosent","2.328872877","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","3","personer","360","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","3","prosent","2.316006176","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","4","personer","360","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","4","prosent","2.316006176","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","5","personer","296","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","5","prosent","1.904271745","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","1_5","personer","11","barnehagedeltakelse","innvandrerbakgr","15","NULL","NULL"
"2013","NULL","NULL","1_5","personer","30","barnehagedeltakelse","barn_ellers","15","NULL","NULL"
"2013","NULL","alle","1_5","personer","17641","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","alle","1_5","prosent","93.8","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","1","personer","212","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","1","prosent","52.86783042","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","2","personer","364","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","2","prosent","81.79775281","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","3","personer","372","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","3","prosent","93.93939394","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","4","personer","353","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","4","prosent","92.40837696","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","5","personer","316","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","5","prosent","94.32835821","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","1_5","personer","1617","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","minoritet","1_5","prosent","82.5","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","personer","16024","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","118","barnehagedeltakelse","NULL","16","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","16","NULL","NULL"
"2013","NULL","NULL","1","personer","401","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","1","prosent","2.132638409","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","2","personer","445","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","2","prosent","2.366643621","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","3","personer","396","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","3","prosent","2.106046907","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","4","personer","382","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","4","prosent","2.031590704","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","5","personer","335","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","5","prosent","1.781630591","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","1_5","personer","10","barnehagedeltakelse","innvandrerbakgr","16","NULL","NULL"
"2013","NULL","NULL","1_5","personer","72","barnehagedeltakelse","barn_ellers","16","NULL","NULL"
"2013","NULL","alle","1_5","personer","7567","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","alle","1_5","prosent","94.4","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","1","personer","70","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","1","prosent","53.4351145","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","2","personer","120","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","2","prosent","82.75862069","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","3","personer","123","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","3","prosent","96.8503937","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","4","personer","111","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","4","prosent","93.27731092","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","5","personer","107","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","5","prosent","95.53571429","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","1_5","personer","531","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","minoritet","1_5","prosent","83.8","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","personer","7036","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","38.7","barnehagedeltakelse","NULL","17","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","17","NULL","NULL"
"2013","NULL","NULL","1","personer","131","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","1","prosent","1.635047429","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","2","personer","145","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","2","prosent","1.809785322","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","3","personer","127","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","3","prosent","1.585122317","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","4","personer","119","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","4","prosent","1.485272092","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","5","personer","112","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","5","prosent","1.397903145","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","1_5","personer","8","barnehagedeltakelse","innvandrerbakgr","17","NULL","NULL"
"2013","NULL","NULL","1_5","personer","227","barnehagedeltakelse","barn_ellers","17","NULL","NULL"
"2013","NULL","alle","1_5","personer","12355","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","alle","1_5","prosent","92","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","1","personer","162","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","1","prosent","60","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","2","personer","193","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","2","prosent","80.41666667","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","3","personer","220","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","3","prosent","88","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","4","personer","217","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","4","prosent","91.56118143","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","5","personer","227","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","5","prosent","101.3392857","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","1_5","personer","1019","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","minoritet","1_5","prosent","83.5","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","personer","11336","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","166.9","barnehagedeltakelse","NULL","18","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","18","NULL","NULL"
"2013","NULL","NULL","1","personer","270","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","1","prosent","2.010125074","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","2","personer","240","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","2","prosent","1.786777844","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","3","personer","250","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","3","prosent","1.861226921","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","4","personer","237","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","4","prosent","1.764443121","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","5","personer","224","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","5","prosent","1.667659321","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","1_5","personer","9","barnehagedeltakelse","innvandrerbakgr","18","NULL","NULL"
"2013","NULL","NULL","1_5","personer","51","barnehagedeltakelse","barn_ellers","18","NULL","NULL"
"2013","NULL","alle","1_5","personer","8898","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","alle","1_5","prosent","94.2","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","1","personer","106","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","1","prosent","60.57142857","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","2","personer","145","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","2","prosent","86.30952381","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","3","personer","177","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","3","prosent","92.1875","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","4","personer","146","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","4","prosent","102.8169014","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","5","personer","143","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","5","prosent","87.73006135","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","1_5","personer","717","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","minoritet","1_5","prosent","85.4","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","personer","8181","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","ikke_minoritet","1_5","prosent","65","barnehagedeltakelse","NULL","19","NULL","NULL"
"2013","NULL","NULL","1_5","personer","100","barnehagedeltakelse","alle","19","NULL","NULL"
"2013","NULL","NULL","1","personer","175","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
"2013","NULL","NULL","1","prosent","1.852832186","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
"2013","NULL","NULL","2","personer","168","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
"2013","NULL","NULL","2","prosent","1.778718899","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
"2013","NULL","NULL","3","personer","192","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
"2013","NULL","NULL","3","prosent","2.032821599","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
"2013","NULL","NULL","4","personer","142","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
"2013","NULL","NULL","4","prosent","1.503440974","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
"2013","NULL","NULL","5","personer","163","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
"2013","NULL","NULL","5","prosent","1.725780836","barnehagedeltakelse","innvandrerbakgr","19","NULL","NULL"
