"aar","bydel_nr","botid_5","enhet","tabellvariabel","tabell_navn","fylke_nr","kommune_nr","naringsregion_nr"
"2013","NULL","10+","prosent","78.5","sysselsatte_botid","NULL","0627","NULL"
"2013","NULL","0_4","personer","173","sysselsatte_botid","NULL","0628","NULL"
"2013","NULL","0_4","prosent","57.5","sysselsatte_botid","NULL","0628","NULL"
"2013","NULL","5_9","personer","156","sysselsatte_botid","NULL","0628","NULL"
"2013","NULL","5_9","prosent","80.4","sysselsatte_botid","NULL","0628","NULL"
"2013","NULL","10+","personer","190","sysselsatte_botid","NULL","0628","NULL"
"2013","NULL","10+","prosent","79.5","sysselsatte_botid","NULL","0628","NULL"
"2013","NULL","0_4","personer","45","sysselsatte_botid","NULL","0631","NULL"
"2013","NULL","0_4","prosent","52.3","sysselsatte_botid","NULL","0631","NULL"
"2013","NULL","5_9","personer","24","sysselsatte_botid","NULL","0631","NULL"
"2013","NULL","5_9","prosent","92.3","sysselsatte_botid","NULL","0631","NULL"
"2013","NULL","10+","personer","37","sysselsatte_botid","NULL","0631","NULL"
"2013","NULL","10+","prosent","88.1","sysselsatte_botid","NULL","0631","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","0632","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","0632","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","0632","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","0632","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","0632","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","0632","NULL"
"2013","NULL","0_4","personer","67","sysselsatte_botid","NULL","0633","NULL"
"2013","NULL","0_4","prosent","70.5","sysselsatte_botid","NULL","0633","NULL"
"2013","NULL","5_9","personer","23","sysselsatte_botid","NULL","0633","NULL"
"2013","NULL","5_9","prosent","76.7","sysselsatte_botid","NULL","0633","NULL"
"2013","NULL","10+","personer","21","sysselsatte_botid","NULL","0633","NULL"
"2013","NULL","10+","prosent","84","sysselsatte_botid","NULL","0633","NULL"
"2013","NULL","0_4","personer","453","sysselsatte_botid","NULL","0701","NULL"
"2013","NULL","0_4","prosent","56.8","sysselsatte_botid","NULL","0701","NULL"
"2013","NULL","5_9","personer","357","sysselsatte_botid","NULL","0701","NULL"
"2013","NULL","5_9","prosent","71.1","sysselsatte_botid","NULL","0701","NULL"
"2013","NULL","10+","personer","672","sysselsatte_botid","NULL","0701","NULL"
"2013","NULL","10+","prosent","62","sysselsatte_botid","NULL","0701","NULL"
"2013","NULL","0_4","personer","131","sysselsatte_botid","NULL","0702","NULL"
"2013","NULL","0_4","prosent","57","sysselsatte_botid","NULL","0702","NULL"
"2013","NULL","5_9","personer","126","sysselsatte_botid","NULL","0702","NULL"
"2013","NULL","5_9","prosent","78.3","sysselsatte_botid","NULL","0702","NULL"
"2013","NULL","10+","personer","204","sysselsatte_botid","NULL","0702","NULL"
"2013","NULL","10+","prosent","70.6","sysselsatte_botid","NULL","0702","NULL"
"2013","NULL","0_4","personer","842","sysselsatte_botid","NULL","0704","NULL"
"2013","NULL","0_4","prosent","61.6","sysselsatte_botid","NULL","0704","NULL"
"2013","NULL","5_9","personer","669","sysselsatte_botid","NULL","0704","NULL"
"2013","NULL","5_9","prosent","74.3","sysselsatte_botid","NULL","0704","NULL"
"2013","NULL","10+","personer","1003","sysselsatte_botid","NULL","0704","NULL"
"2013","NULL","10+","prosent","70.4","sysselsatte_botid","NULL","0704","NULL"
"2013","NULL","0_4","personer","855","sysselsatte_botid","NULL","0706","NULL"
"2013","NULL","0_4","prosent","63.5","sysselsatte_botid","NULL","0706","NULL"
"2013","NULL","5_9","personer","665","sysselsatte_botid","NULL","0706","NULL"
"2013","NULL","5_9","prosent","68.6","sysselsatte_botid","NULL","0706","NULL"
"2013","NULL","10+","personer","1284","sysselsatte_botid","NULL","0706","NULL"
"2013","NULL","10+","prosent","62.5","sysselsatte_botid","NULL","0706","NULL"
"2013","NULL","0_4","personer","616","sysselsatte_botid","NULL","0709","NULL"
"2013","NULL","0_4","prosent","60.3","sysselsatte_botid","NULL","0709","NULL"
"2013","NULL","5_9","personer","573","sysselsatte_botid","NULL","0709","NULL"
"2013","NULL","5_9","prosent","73.6","sysselsatte_botid","NULL","0709","NULL"
"2013","NULL","10+","personer","906","sysselsatte_botid","NULL","0709","NULL"
"2013","NULL","10+","prosent","61.1","sysselsatte_botid","NULL","0709","NULL"
"2013","NULL","0_4","personer","137","sysselsatte_botid","NULL","0711","NULL"
"2013","NULL","0_4","prosent","70.6","sysselsatte_botid","NULL","0711","NULL"
"2013","NULL","5_9","personer","93","sysselsatte_botid","NULL","0711","NULL"
"2013","NULL","5_9","prosent","74.4","sysselsatte_botid","NULL","0711","NULL"
"2013","NULL","10+","personer","124","sysselsatte_botid","NULL","0711","NULL"
"2013","NULL","10+","prosent","68.9","sysselsatte_botid","NULL","0711","NULL"
"2013","NULL","0_4","personer","182","sysselsatte_botid","NULL","0713","NULL"
"2013","NULL","0_4","prosent","66.4","sysselsatte_botid","NULL","0713","NULL"
"2013","NULL","5_9","personer","101","sysselsatte_botid","NULL","0713","NULL"
"2013","NULL","5_9","prosent","69.7","sysselsatte_botid","NULL","0713","NULL"
"2013","NULL","10+","personer","175","sysselsatte_botid","NULL","0713","NULL"
"2013","NULL","10+","prosent","77.1","sysselsatte_botid","NULL","0713","NULL"
"2013","NULL","0_4","personer","55","sysselsatte_botid","NULL","0714","NULL"
"2013","NULL","0_4","prosent","75.3","sysselsatte_botid","NULL","0714","NULL"
"2013","NULL","5_9","personer","32","sysselsatte_botid","NULL","0714","NULL"
"2013","NULL","5_9","prosent","86.5","sysselsatte_botid","NULL","0714","NULL"
"2013","NULL","10+","personer","42","sysselsatte_botid","NULL","0714","NULL"
"2013","NULL","10+","prosent","71.2","sysselsatte_botid","NULL","0714","NULL"
"2013","NULL","0_4","personer","145","sysselsatte_botid","NULL","0716","NULL"
"2013","NULL","0_4","prosent","65.6","sysselsatte_botid","NULL","0716","NULL"
"2013","NULL","5_9","personer","129","sysselsatte_botid","NULL","0716","NULL"
"2013","NULL","5_9","prosent","76.3","sysselsatte_botid","NULL","0716","NULL"
"2013","NULL","10+","personer","147","sysselsatte_botid","NULL","0716","NULL"
"2013","NULL","10+","prosent","69.7","sysselsatte_botid","NULL","0716","NULL"
"2013","NULL","0_4","personer","137","sysselsatte_botid","NULL","0719","NULL"
"2013","NULL","0_4","prosent","71.7","sysselsatte_botid","NULL","0719","NULL"
"2013","NULL","5_9","personer","63","sysselsatte_botid","NULL","0719","NULL"
"2013","NULL","5_9","prosent","80.8","sysselsatte_botid","NULL","0719","NULL"
"2013","NULL","10+","personer","77","sysselsatte_botid","NULL","0719","NULL"
"2013","NULL","10+","prosent","65.8","sysselsatte_botid","NULL","0719","NULL"
"2013","NULL","0_4","personer","277","sysselsatte_botid","NULL","0720","NULL"
"2013","NULL","0_4","prosent","59.4","sysselsatte_botid","NULL","0720","NULL"
"2013","NULL","5_9","personer","194","sysselsatte_botid","NULL","0720","NULL"
"2013","NULL","5_9","prosent","73.2","sysselsatte_botid","NULL","0720","NULL"
"2013","NULL","10+","personer","204","sysselsatte_botid","NULL","0720","NULL"
"2013","NULL","10+","prosent","68","sysselsatte_botid","NULL","0720","NULL"
"2013","NULL","0_4","personer","257","sysselsatte_botid","NULL","0722","NULL"
"2013","NULL","0_4","prosent","58","sysselsatte_botid","NULL","0722","NULL"
"2013","NULL","5_9","personer","245","sysselsatte_botid","NULL","0722","NULL"
"2013","NULL","5_9","prosent","79.5","sysselsatte_botid","NULL","0722","NULL"
"2013","NULL","10+","personer","493","sysselsatte_botid","NULL","0722","NULL"
"2013","NULL","10+","prosent","68.5","sysselsatte_botid","NULL","0722","NULL"
"2013","NULL","0_4","personer","92","sysselsatte_botid","NULL","0723","NULL"
"2013","NULL","0_4","prosent","60.5","sysselsatte_botid","NULL","0723","NULL"
"2013","NULL","5_9","personer","73","sysselsatte_botid","NULL","0723","NULL"
"2013","NULL","5_9","prosent","78.5","sysselsatte_botid","NULL","0723","NULL"
"2013","NULL","10+","personer","74","sysselsatte_botid","NULL","0723","NULL"
"2013","NULL","10+","prosent","77.1","sysselsatte_botid","NULL","0723","NULL"
"2013","NULL","0_4","personer","37","sysselsatte_botid","NULL","0728","NULL"
"2013","NULL","0_4","prosent","64.9","sysselsatte_botid","NULL","0728","NULL"
"2013","NULL","5_9","personer","15","sysselsatte_botid","NULL","0728","NULL"
"2013","NULL","5_9","prosent","93.8","sysselsatte_botid","NULL","0728","NULL"
"2013","NULL","10+","personer","30","sysselsatte_botid","NULL","0728","NULL"
"2013","NULL","10+","prosent","69.8","sysselsatte_botid","NULL","0728","NULL"
"2013","NULL","0_4","personer","443","sysselsatte_botid","NULL","0805","NULL"
"2013","NULL","0_4","prosent","47.4","sysselsatte_botid","NULL","0805","NULL"
"2013","NULL","5_9","personer","371","sysselsatte_botid","NULL","0805","NULL"
"2013","NULL","5_9","prosent","70.4","sysselsatte_botid","NULL","0805","NULL"
"2013","NULL","10+","personer","787","sysselsatte_botid","NULL","0805","NULL"
"2013","NULL","10+","prosent","64.3","sysselsatte_botid","NULL","0805","NULL"
"2013","NULL","0_4","personer","682","sysselsatte_botid","NULL","0806","NULL"
"2013","NULL","0_4","prosent","47.9","sysselsatte_botid","NULL","0806","NULL"
"2013","NULL","5_9","personer","613","sysselsatte_botid","NULL","0806","NULL"
"2013","NULL","5_9","prosent","64.1","sysselsatte_botid","NULL","0806","NULL"
"2013","NULL","10+","personer","1516","sysselsatte_botid","NULL","0806","NULL"
"2013","NULL","10+","prosent","63.2","sysselsatte_botid","NULL","0806","NULL"
"2013","NULL","0_4","personer","172","sysselsatte_botid","NULL","0807","NULL"
"2013","NULL","0_4","prosent","47","sysselsatte_botid","NULL","0807","NULL"
"2013","NULL","5_9","personer","151","sysselsatte_botid","NULL","0807","NULL"
"2013","NULL","5_9","prosent","73.7","sysselsatte_botid","NULL","0807","NULL"
"2013","NULL","10+","personer","169","sysselsatte_botid","NULL","0807","NULL"
"2013","NULL","10+","prosent","68.4","sysselsatte_botid","NULL","0807","NULL"
"2013","NULL","0_4","personer","12","sysselsatte_botid","NULL","0811","NULL"
"2013","NULL","0_4","prosent","34.3","sysselsatte_botid","NULL","0811","NULL"
"2013","NULL","5_9","personer","17","sysselsatte_botid","NULL","0811","NULL"
"2013","NULL","5_9","prosent","77.3","sysselsatte_botid","NULL","0811","NULL"
"2013","NULL","10+","personer","22","sysselsatte_botid","NULL","0811","NULL"
"2013","NULL","10+","prosent","68.8","sysselsatte_botid","NULL","0811","NULL"
"2013","NULL","0_4","personer","118","sysselsatte_botid","NULL","0814","NULL"
"2013","NULL","0_4","prosent","42","sysselsatte_botid","NULL","0814","NULL"
"2013","NULL","5_9","personer","131","sysselsatte_botid","NULL","0814","NULL"
"2013","NULL","5_9","prosent","67.9","sysselsatte_botid","NULL","0814","NULL"
"2013","NULL","10+","personer","134","sysselsatte_botid","NULL","0814","NULL"
"2013","NULL","10+","prosent","63.2","sysselsatte_botid","NULL","0814","NULL"
"2013","NULL","0_4","personer","130","sysselsatte_botid","NULL","0815","NULL"
"2013","NULL","0_4","prosent","47.3","sysselsatte_botid","NULL","0815","NULL"
"2013","NULL","5_9","personer","119","sysselsatte_botid","NULL","0815","NULL"
"2013","NULL","5_9","prosent","70.4","sysselsatte_botid","NULL","0815","NULL"
"2013","NULL","10+","personer","159","sysselsatte_botid","NULL","0815","NULL"
"2013","NULL","10+","prosent","71","sysselsatte_botid","NULL","0815","NULL"
"2013","NULL","0_4","personer","50","sysselsatte_botid","NULL","0817","NULL"
"2013","NULL","0_4","prosent","54.3","sysselsatte_botid","NULL","0817","NULL"
"2013","NULL","5_9","personer","52","sysselsatte_botid","NULL","0817","NULL"
"2013","NULL","5_9","prosent","78.8","sysselsatte_botid","NULL","0817","NULL"
"2013","NULL","10+","personer","36","sysselsatte_botid","NULL","0817","NULL"
"2013","NULL","10+","prosent","67.9","sysselsatte_botid","NULL","0817","NULL"
"2013","NULL","0_4","personer","102","sysselsatte_botid","NULL","0819","NULL"
"2013","NULL","0_4","prosent","53.4","sysselsatte_botid","NULL","0819","NULL"
"2013","NULL","5_9","personer","83","sysselsatte_botid","NULL","0819","NULL"
"2013","NULL","5_9","prosent","74.1","sysselsatte_botid","NULL","0819","NULL"
"2013","NULL","10+","personer","92","sysselsatte_botid","NULL","0819","NULL"
"2013","NULL","10+","prosent","61.7","sysselsatte_botid","NULL","0819","NULL"
"2013","NULL","0_4","personer","95","sysselsatte_botid","NULL","0821","NULL"
"2013","NULL","0_4","prosent","35.4","sysselsatte_botid","NULL","0821","NULL"
"2013","NULL","5_9","personer","65","sysselsatte_botid","NULL","0821","NULL"
"2013","NULL","5_9","prosent","63.1","sysselsatte_botid","NULL","0821","NULL"
"2013","NULL","10+","personer","77","sysselsatte_botid","NULL","0821","NULL"
"2013","NULL","10+","prosent","59.7","sysselsatte_botid","NULL","0821","NULL"
"2013","NULL","0_4","personer","86","sysselsatte_botid","NULL","0822","NULL"
"2013","NULL","0_4","prosent","57.3","sysselsatte_botid","NULL","0822","NULL"
"2013","NULL","5_9","personer","40","sysselsatte_botid","NULL","0822","NULL"
"2013","NULL","5_9","prosent","75.5","sysselsatte_botid","NULL","0822","NULL"
"2013","NULL","10+","personer","62","sysselsatte_botid","NULL","0822","NULL"
"2013","NULL","10+","prosent","76.5","sysselsatte_botid","NULL","0822","NULL"
"2013","NULL","0_4","personer","83","sysselsatte_botid","NULL","0826","NULL"
"2013","NULL","0_4","prosent","46.4","sysselsatte_botid","NULL","0826","NULL"
"2013","NULL","5_9","personer","56","sysselsatte_botid","NULL","0826","NULL"
"2013","NULL","5_9","prosent","84.8","sysselsatte_botid","NULL","0826","NULL"
"2013","NULL","10+","personer","163","sysselsatte_botid","NULL","0826","NULL"
"2013","NULL","10+","prosent","76.2","sysselsatte_botid","NULL","0826","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","0827","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","0827","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","0827","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","0827","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","0827","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","0827","NULL"
"2013","NULL","0_4","personer","64","sysselsatte_botid","NULL","0828","NULL"
"2013","NULL","0_4","prosent","71.9","sysselsatte_botid","NULL","0828","NULL"
"2013","NULL","5_9","personer","29","sysselsatte_botid","NULL","0828","NULL"
"2013","NULL","5_9","prosent","69","sysselsatte_botid","NULL","0828","NULL"
"2013","NULL","10+","personer","26","sysselsatte_botid","NULL","0828","NULL"
"2013","NULL","10+","prosent","70.3","sysselsatte_botid","NULL","0828","NULL"
"2013","NULL","0_4","personer","42","sysselsatte_botid","NULL","0829","NULL"
"2013","NULL","0_4","prosent","66.7","sysselsatte_botid","NULL","0829","NULL"
"2013","NULL","5_9","personer","35","sysselsatte_botid","NULL","0829","NULL"
"2013","NULL","5_9","prosent","79.5","sysselsatte_botid","NULL","0829","NULL"
"2013","NULL","10+","personer","37","sysselsatte_botid","NULL","0829","NULL"
"2013","NULL","10+","prosent","88.1","sysselsatte_botid","NULL","0829","NULL"
"2013","NULL","0_4","personer","21","sysselsatte_botid","NULL","0830","NULL"
"2013","NULL","0_4","prosent","75","sysselsatte_botid","NULL","0830","NULL"
"2013","NULL","5_9","personer","28","sysselsatte_botid","NULL","0830","NULL"
"2013","NULL","5_9","prosent","80","sysselsatte_botid","NULL","0830","NULL"
"2013","NULL","10+","personer","13","sysselsatte_botid","NULL","0830","NULL"
"2013","NULL","10+","prosent","68.4","sysselsatte_botid","NULL","0830","NULL"
"2013","NULL","0_4","personer","11","sysselsatte_botid","NULL","0831","NULL"
"2013","NULL","0_4","prosent","36.7","sysselsatte_botid","NULL","0831","NULL"
"2013","NULL","5_9","personer","26","sysselsatte_botid","NULL","0831","NULL"
"2013","NULL","5_9","prosent","74.3","sysselsatte_botid","NULL","0831","NULL"
"2013","NULL","10+","personer","23","sysselsatte_botid","NULL","0831","NULL"
"2013","NULL","10+","prosent","76.7","sysselsatte_botid","NULL","0831","NULL"
"2013","NULL","0_4","personer","13","sysselsatte_botid","NULL","0833","NULL"
"2013","NULL","0_4","prosent","72.2","sysselsatte_botid","NULL","0833","NULL"
"2013","NULL","5_9","personer","27","sysselsatte_botid","NULL","0833","NULL"
"2013","NULL","5_9","prosent","84.4","sysselsatte_botid","NULL","0833","NULL"
"2013","NULL","10+","personer","32","sysselsatte_botid","NULL","0833","NULL"
"2013","NULL","10+","prosent","82.1","sysselsatte_botid","NULL","0833","NULL"
"2013","NULL","0_4","personer","77","sysselsatte_botid","NULL","0834","NULL"
"2013","NULL","0_4","prosent","70","sysselsatte_botid","NULL","0834","NULL"
"2013","NULL","5_9","personer","26","sysselsatte_botid","NULL","0834","NULL"
"2013","NULL","5_9","prosent","81.3","sysselsatte_botid","NULL","0834","NULL"
"2013","NULL","10+","personer","62","sysselsatte_botid","NULL","0834","NULL"
"2013","NULL","10+","prosent","78.5","sysselsatte_botid","NULL","0834","NULL"
"2013","NULL","0_4","personer","78","sysselsatte_botid","NULL","0901","NULL"
"2013","NULL","0_4","prosent","47.3","sysselsatte_botid","NULL","0901","NULL"
"2013","NULL","5_9","personer","78","sysselsatte_botid","NULL","0901","NULL"
"2013","NULL","5_9","prosent","66.7","sysselsatte_botid","NULL","0901","NULL"
"2013","NULL","10+","personer","83","sysselsatte_botid","NULL","0901","NULL"
"2013","NULL","10+","prosent","59.3","sysselsatte_botid","NULL","0901","NULL"
"2013","NULL","0_4","personer","436","sysselsatte_botid","NULL","0904","NULL"
"2013","NULL","0_4","prosent","55.9","sysselsatte_botid","NULL","0904","NULL"
"2013","NULL","5_9","personer","281","sysselsatte_botid","NULL","0904","NULL"
"2013","NULL","5_9","prosent","71.5","sysselsatte_botid","NULL","0904","NULL"
"2013","NULL","10+","personer","417","sysselsatte_botid","NULL","0904","NULL"
"2013","NULL","10+","prosent","69.3","sysselsatte_botid","NULL","0904","NULL"
"2013","NULL","0_4","personer","762","sysselsatte_botid","NULL","0906","NULL"
"2013","NULL","0_4","prosent","56.8","sysselsatte_botid","NULL","0906","NULL"
"2013","NULL","5_9","personer","574","sysselsatte_botid","NULL","0906","NULL"
"2013","NULL","5_9","prosent","68.3","sysselsatte_botid","NULL","0906","NULL"
"2013","NULL","10+","personer","913","sysselsatte_botid","NULL","0906","NULL"
"2013","NULL","10+","prosent","63.1","sysselsatte_botid","NULL","0906","NULL"
"2013","NULL","0_4","personer","17","sysselsatte_botid","NULL","0911","NULL"
"2013","NULL","0_4","prosent","28.3","sysselsatte_botid","NULL","0911","NULL"
"2013","NULL","5_9","personer","24","sysselsatte_botid","NULL","0911","NULL"
"2013","NULL","5_9","prosent","85.7","sysselsatte_botid","NULL","0911","NULL"
"2013","NULL","10+","personer","20","sysselsatte_botid","NULL","0911","NULL"
"2013","NULL","10+","prosent","46.5","sysselsatte_botid","NULL","0911","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","0912","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","0912","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","0912","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","0912","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","0912","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","0912","NULL"
"2013","NULL","0_4","personer","78","sysselsatte_botid","NULL","0914","NULL"
"2013","NULL","0_4","prosent","52.7","sysselsatte_botid","NULL","0914","NULL"
"2013","NULL","5_9","personer","81","sysselsatte_botid","NULL","0914","NULL"
"2013","NULL","5_9","prosent","66.9","sysselsatte_botid","NULL","0914","NULL"
"2013","NULL","10+","personer","83","sysselsatte_botid","NULL","0914","NULL"
"2013","NULL","10+","prosent","63.4","sysselsatte_botid","NULL","0914","NULL"
"2013","NULL","0_4","personer","45","sysselsatte_botid","NULL","0919","NULL"
"2013","NULL","0_4","prosent","53.6","sysselsatte_botid","NULL","0919","NULL"
"2013","NULL","5_9","personer","79","sysselsatte_botid","NULL","0919","NULL"
"2013","NULL","5_9","prosent","75.2","sysselsatte_botid","NULL","0919","NULL"
"2013","NULL","10+","personer","60","sysselsatte_botid","NULL","0919","NULL"
"2013","NULL","10+","prosent","72.3","sysselsatte_botid","NULL","0919","NULL"
"2013","NULL","0_4","personer","132","sysselsatte_botid","NULL","0926","NULL"
"2013","NULL","0_4","prosent","63.8","sysselsatte_botid","NULL","0926","NULL"
"2013","NULL","5_9","personer","95","sysselsatte_botid","NULL","0926","NULL"
"2013","NULL","5_9","prosent","71.4","sysselsatte_botid","NULL","0926","NULL"
"2013","NULL","10+","personer","192","sysselsatte_botid","NULL","0926","NULL"
"2013","NULL","10+","prosent","70.6","sysselsatte_botid","NULL","0926","NULL"
"2013","NULL","0_4","personer","55","sysselsatte_botid","NULL","0928","NULL"
"2013","NULL","0_4","prosent","47.4","sysselsatte_botid","NULL","0928","NULL"
"2013","NULL","5_9","personer","72","sysselsatte_botid","NULL","0928","NULL"
"2013","NULL","5_9","prosent","82.8","sysselsatte_botid","NULL","0928","NULL"
"2013","NULL","10+","personer","93","sysselsatte_botid","NULL","0928","NULL"
"2013","NULL","10+","prosent","75.6","sysselsatte_botid","NULL","0928","NULL"
"2013","NULL","0_4","personer","37","sysselsatte_botid","NULL","0929","NULL"
"2013","NULL","0_4","prosent","63.8","sysselsatte_botid","NULL","0929","NULL"
"2013","NULL","5_9","personer","40","sysselsatte_botid","NULL","0929","NULL"
"2013","NULL","5_9","prosent","85.1","sysselsatte_botid","NULL","0929","NULL"
"2013","NULL","10+","personer","19","sysselsatte_botid","NULL","0929","NULL"
"2013","NULL","10+","prosent","59.4","sysselsatte_botid","NULL","0929","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","0935","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","0935","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","0935","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","0935","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","0935","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","0935","NULL"
"2013","NULL","0_4","personer","41","sysselsatte_botid","NULL","0937","NULL"
"2013","NULL","0_4","prosent","51.9","sysselsatte_botid","NULL","0937","NULL"
"2013","NULL","5_9","personer","54","sysselsatte_botid","NULL","0937","NULL"
"2013","NULL","5_9","prosent","63.5","sysselsatte_botid","NULL","0937","NULL"
"2013","NULL","10+","personer","70","sysselsatte_botid","NULL","0937","NULL"
"2013","NULL","10+","prosent","68","sysselsatte_botid","NULL","0937","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","0938","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","0938","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","0938","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","0938","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","0938","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","0938","NULL"
"2013","NULL","0_4","personer",":","sysselsatte_botid","NULL","0940","NULL"
"2013","NULL","0_4","prosent",":","sysselsatte_botid","NULL","0940","NULL"
"2013","NULL","5_9","personer",":","sysselsatte_botid","NULL","0940","NULL"
"2013","NULL","5_9","prosent",":","sysselsatte_botid","NULL","0940","NULL"
"2013","NULL","10+","personer",":","sysselsatte_botid","NULL","0940","NULL"
"2013","NULL","10+","prosent",":","sysselsatte_botid","NULL","0940","NULL"
"2013","NULL","0_4","personer","34","sysselsatte_botid","NULL","0941","NULL"
"2013","NULL","0_4","prosent","68","sysselsatte_botid","NULL","0941","NULL"
"2013","NULL","5_9","personer","30","sysselsatte_botid","NULL","0941","NULL"
"2013","NULL","5_9","prosent","83.3","sysselsatte_botid","NULL","0941","NULL"
"2013","NULL","10+","personer","28","sysselsatte_botid","NULL","0941","NULL"
"2013","NULL","10+","prosent","84.8","sysselsatte_botid","NULL","0941","NULL"
"2013","NULL","0_4","personer","1590","sysselsatte_botid","NULL","1001","NULL"
"2013","NULL","0_4","prosent","56.3","sysselsatte_botid","NULL","1001","NULL"
"2013","NULL","5_9","personer","1149","sysselsatte_botid","NULL","1001","NULL"
"2013","NULL","5_9","prosent","64.4","sysselsatte_botid","NULL","1001","NULL"
"2013","NULL","10+","personer","2983","sysselsatte_botid","NULL","1001","NULL"
"2013","NULL","10+","prosent","66.3","sysselsatte_botid","NULL","1001","NULL"
"2013","NULL","0_4","personer","201","sysselsatte_botid","NULL","1002","NULL"
"2013","NULL","0_4","prosent","45.1","sysselsatte_botid","NULL","1002","NULL"
"2013","NULL","5_9","personer","191","sysselsatte_botid","NULL","1002","NULL"
"2013","NULL","5_9","prosent","71.3","sysselsatte_botid","NULL","1002","NULL"
"2013","NULL","10+","personer","232","sysselsatte_botid","NULL","1002","NULL"
"2013","NULL","10+","prosent","60.7","sysselsatte_botid","NULL","1002","NULL"
"2013","NULL","0_4","personer","102","sysselsatte_botid","NULL","1003","NULL"
"2013","NULL","0_4","prosent","50.2","sysselsatte_botid","NULL","1003","NULL"
"2013","NULL","5_9","personer","62","sysselsatte_botid","NULL","1003","NULL"
"2013","NULL","5_9","prosent","69.7","sysselsatte_botid","NULL","1003","NULL"
"2013","NULL","10+","personer","147","sysselsatte_botid","NULL","1003","NULL"
"2013","NULL","10+","prosent","72.8","sysselsatte_botid","NULL","1003","NULL"
"2013","NULL","0_4","personer","116","sysselsatte_botid","NULL","1004","NULL"
"2013","NULL","0_4","prosent","53.2","sysselsatte_botid","NULL","1004","NULL"
"2013","NULL","5_9","personer","117","sysselsatte_botid","NULL","1004","NULL"
"2013","NULL","5_9","prosent","81.8","sysselsatte_botid","NULL","1004","NULL"
"2013","NULL","10+","personer","229","sysselsatte_botid","NULL","1004","NULL"
"2013","NULL","10+","prosent","74.6","sysselsatte_botid","NULL","1004","NULL"
"2013","NULL","0_4","personer","156","sysselsatte_botid","NULL","1014","NULL"
"2013","NULL","0_4","prosent","54.9","sysselsatte_botid","NULL","1014","NULL"
"2013","NULL","5_9","personer","179","sysselsatte_botid","NULL","1014","NULL"
"2013","NULL","5_9","prosent","78.5","sysselsatte_botid","NULL","1014","NULL"
"2013","NULL","10+","personer","220","sysselsatte_botid","NULL","1014","NULL"
"2013","NULL","10+","prosent","66.3","sysselsatte_botid","NULL","1014","NULL"
"2013","NULL","0_4","personer","91","sysselsatte_botid","NULL","1017","NULL"
"2013","NULL","0_4","prosent","52.9","sysselsatte_botid","NULL","1017","NULL"
"2013","NULL","5_9","personer","138","sysselsatte_botid","NULL","1017","NULL"
"2013","NULL","5_9","prosent","77.5","sysselsatte_botid","NULL","1017","NULL"
"2013","NULL","10+","personer","145","sysselsatte_botid","NULL","1017","NULL"
"2013","NULL","10+","prosent","66.8","sysselsatte_botid","NULL","1017","NULL"
"2013","NULL","0_4","personer","132","sysselsatte_botid","NULL","1018","NULL"
"2013","NULL","0_4","prosent","51.4","sysselsatte_botid","NULL","1018","NULL"
"2013","NULL","5_9","personer","119","sysselsatte_botid","NULL","1018","NULL"
"2013","NULL","5_9","prosent","74.8","sysselsatte_botid","NULL","1018","NULL"
"2013","NULL","10+","personer","161","sysselsatte_botid","NULL","1018","NULL"
