"aar","bydel_nr","innvkat_3","enhet","tabellvariabel","tabell_navn","fylke_nr","kommune_nr","naringsregion_nr"
"2013","NULL","innvandrere","personer","78","sysselsatte_innvkat","NULL","0512","NULL"
"2013","NULL","innvandrere","prosent","75.7","sysselsatte_innvkat","NULL","0512","NULL"
"2013","NULL","befolkningen_ellers","personer","920","sysselsatte_innvkat","NULL","0512","NULL"
"2013","NULL","befolkningen_ellers","prosent","84.6","sysselsatte_innvkat","NULL","0512","NULL"
"2013","NULL","alle","personer","1050","sysselsatte_innvkat","NULL","0513","NULL"
"2013","NULL","alle","prosent","79.4","sysselsatte_innvkat","NULL","0513","NULL"
"2013","NULL","innvandrere","personer","67","sysselsatte_innvkat","NULL","0513","NULL"
"2013","NULL","innvandrere","prosent","57.8","sysselsatte_innvkat","NULL","0513","NULL"
"2013","NULL","befolkningen_ellers","personer","983","sysselsatte_innvkat","NULL","0513","NULL"
"2013","NULL","befolkningen_ellers","prosent","81.4","sysselsatte_innvkat","NULL","0513","NULL"
"2013","NULL","alle","personer","1130","sysselsatte_innvkat","NULL","0514","NULL"
"2013","NULL","alle","prosent","80.9","sysselsatte_innvkat","NULL","0514","NULL"
"2013","NULL","innvandrere","personer","54","sysselsatte_innvkat","NULL","0514","NULL"
"2013","NULL","innvandrere","prosent","68.4","sysselsatte_innvkat","NULL","0514","NULL"
"2013","NULL","befolkningen_ellers","personer","1076","sysselsatte_innvkat","NULL","0514","NULL"
"2013","NULL","befolkningen_ellers","prosent","81.7","sysselsatte_innvkat","NULL","0514","NULL"
"2013","NULL","alle","personer","1671","sysselsatte_innvkat","NULL","0515","NULL"
"2013","NULL","alle","prosent","79","sysselsatte_innvkat","NULL","0515","NULL"
"2013","NULL","innvandrere","personer","65","sysselsatte_innvkat","NULL","0515","NULL"
"2013","NULL","innvandrere","prosent","58.6","sysselsatte_innvkat","NULL","0515","NULL"
"2013","NULL","befolkningen_ellers","personer","1606","sysselsatte_innvkat","NULL","0515","NULL"
"2013","NULL","befolkningen_ellers","prosent","80.2","sysselsatte_innvkat","NULL","0515","NULL"
"2013","NULL","alle","personer","2646","sysselsatte_innvkat","NULL","0516","NULL"
"2013","NULL","alle","prosent","77.9","sysselsatte_innvkat","NULL","0516","NULL"
"2013","NULL","innvandrere","personer","154","sysselsatte_innvkat","NULL","0516","NULL"
"2013","NULL","innvandrere","prosent","66.4","sysselsatte_innvkat","NULL","0516","NULL"
"2013","NULL","befolkningen_ellers","personer","2492","sysselsatte_innvkat","NULL","0516","NULL"
"2013","NULL","befolkningen_ellers","prosent","78.8","sysselsatte_innvkat","NULL","0516","NULL"
"2013","NULL","alle","personer","2614","sysselsatte_innvkat","NULL","0517","NULL"
"2013","NULL","alle","prosent","74.5","sysselsatte_innvkat","NULL","0517","NULL"
"2013","NULL","innvandrere","personer","121","sysselsatte_innvkat","NULL","0517","NULL"
"2013","NULL","innvandrere","prosent","49.4","sysselsatte_innvkat","NULL","0517","NULL"
"2013","NULL","befolkningen_ellers","personer","2493","sysselsatte_innvkat","NULL","0517","NULL"
"2013","NULL","befolkningen_ellers","prosent","76.4","sysselsatte_innvkat","NULL","0517","NULL"
"2013","NULL","alle","personer","1443","sysselsatte_innvkat","NULL","0519","NULL"
"2013","NULL","alle","prosent","77.6","sysselsatte_innvkat","NULL","0519","NULL"
"2013","NULL","innvandrere","personer","119","sysselsatte_innvkat","NULL","0519","NULL"
"2013","NULL","innvandrere","prosent","71.3","sysselsatte_innvkat","NULL","0519","NULL"
"2013","NULL","befolkningen_ellers","personer","1324","sysselsatte_innvkat","NULL","0519","NULL"
"2013","NULL","befolkningen_ellers","prosent","78.3","sysselsatte_innvkat","NULL","0519","NULL"
"2013","NULL","alle","personer","2065","sysselsatte_innvkat","NULL","0520","NULL"
"2013","NULL","alle","prosent","77.5","sysselsatte_innvkat","NULL","0520","NULL"
"2013","NULL","innvandrere","personer","202","sysselsatte_innvkat","NULL","0520","NULL"
"2013","NULL","innvandrere","prosent","66.4","sysselsatte_innvkat","NULL","0520","NULL"
"2013","NULL","befolkningen_ellers","personer","1863","sysselsatte_innvkat","NULL","0520","NULL"
"2013","NULL","befolkningen_ellers","prosent","78.9","sysselsatte_innvkat","NULL","0520","NULL"
"2013","NULL","alle","personer","2442","sysselsatte_innvkat","NULL","0521","NULL"
"2013","NULL","alle","prosent","78.6","sysselsatte_innvkat","NULL","0521","NULL"
"2013","NULL","innvandrere","personer","277","sysselsatte_innvkat","NULL","0521","NULL"
"2013","NULL","innvandrere","prosent","64.6","sysselsatte_innvkat","NULL","0521","NULL"
"2013","NULL","befolkningen_ellers","personer","2165","sysselsatte_innvkat","NULL","0521","NULL"
"2013","NULL","befolkningen_ellers","prosent","80.8","sysselsatte_innvkat","NULL","0521","NULL"
"2013","NULL","alle","personer","2975","sysselsatte_innvkat","NULL","0522","NULL"
"2013","NULL","alle","prosent","81.5","sysselsatte_innvkat","NULL","0522","NULL"
"2013","NULL","innvandrere","personer","182","sysselsatte_innvkat","NULL","0522","NULL"
"2013","NULL","innvandrere","prosent","71.4","sysselsatte_innvkat","NULL","0522","NULL"
"2013","NULL","befolkningen_ellers","personer","2793","sysselsatte_innvkat","NULL","0522","NULL"
"2013","NULL","befolkningen_ellers","prosent","82.2","sysselsatte_innvkat","NULL","0522","NULL"
"2013","NULL","alle","personer","6778","sysselsatte_innvkat","NULL","0528","NULL"
"2013","NULL","alle","prosent","76.4","sysselsatte_innvkat","NULL","0528","NULL"
"2013","NULL","innvandrere","personer","540","sysselsatte_innvkat","NULL","0528","NULL"
"2013","NULL","innvandrere","prosent","65.7","sysselsatte_innvkat","NULL","0528","NULL"
"2013","NULL","befolkningen_ellers","personer","6238","sysselsatte_innvkat","NULL","0528","NULL"
"2013","NULL","befolkningen_ellers","prosent","77.5","sysselsatte_innvkat","NULL","0528","NULL"
"2013","NULL","alle","personer","5892","sysselsatte_innvkat","NULL","0529","NULL"
"2013","NULL","alle","prosent","74.5","sysselsatte_innvkat","NULL","0529","NULL"
"2013","NULL","innvandrere","personer","407","sysselsatte_innvkat","NULL","0529","NULL"
"2013","NULL","innvandrere","prosent","63.6","sysselsatte_innvkat","NULL","0529","NULL"
"2013","NULL","befolkningen_ellers","personer","5485","sysselsatte_innvkat","NULL","0529","NULL"
"2013","NULL","befolkningen_ellers","prosent","75.4","sysselsatte_innvkat","NULL","0529","NULL"
"2013","NULL","alle","personer","2971","sysselsatte_innvkat","NULL","0532","NULL"
"2013","NULL","alle","prosent","75.9","sysselsatte_innvkat","NULL","0532","NULL"
"2013","NULL","innvandrere","personer","265","sysselsatte_innvkat","NULL","0532","NULL"
"2013","NULL","innvandrere","prosent","71","sysselsatte_innvkat","NULL","0532","NULL"
"2013","NULL","befolkningen_ellers","personer","2706","sysselsatte_innvkat","NULL","0532","NULL"
"2013","NULL","befolkningen_ellers","prosent","76.5","sysselsatte_innvkat","NULL","0532","NULL"
"2013","NULL","alle","personer","4324","sysselsatte_innvkat","NULL","0533","NULL"
"2013","NULL","alle","prosent","78.1","sysselsatte_innvkat","NULL","0533","NULL"
"2013","NULL","innvandrere","personer","356","sysselsatte_innvkat","NULL","0533","NULL"
"2013","NULL","innvandrere","prosent","64.3","sysselsatte_innvkat","NULL","0533","NULL"
"2013","NULL","befolkningen_ellers","personer","3968","sysselsatte_innvkat","NULL","0533","NULL"
"2013","NULL","befolkningen_ellers","prosent","79.6","sysselsatte_innvkat","NULL","0533","NULL"
"2013","NULL","alle","personer","6202","sysselsatte_innvkat","NULL","0534","NULL"
"2013","NULL","alle","prosent","75.9","sysselsatte_innvkat","NULL","0534","NULL"
"2013","NULL","innvandrere","personer","459","sysselsatte_innvkat","NULL","0534","NULL"
"2013","NULL","innvandrere","prosent","57.4","sysselsatte_innvkat","NULL","0534","NULL"
"2013","NULL","befolkningen_ellers","personer","5743","sysselsatte_innvkat","NULL","0534","NULL"
"2013","NULL","befolkningen_ellers","prosent","78","sysselsatte_innvkat","NULL","0534","NULL"
"2013","NULL","alle","personer","2432","sysselsatte_innvkat","NULL","0536","NULL"
"2013","NULL","alle","prosent","70.1","sysselsatte_innvkat","NULL","0536","NULL"
"2013","NULL","innvandrere","personer","155","sysselsatte_innvkat","NULL","0536","NULL"
"2013","NULL","innvandrere","prosent","58.1","sysselsatte_innvkat","NULL","0536","NULL"
"2013","NULL","befolkningen_ellers","personer","2277","sysselsatte_innvkat","NULL","0536","NULL"
"2013","NULL","befolkningen_ellers","prosent","71.2","sysselsatte_innvkat","NULL","0536","NULL"
"2013","NULL","alle","personer","2968","sysselsatte_innvkat","NULL","0538","NULL"
"2013","NULL","alle","prosent","74.7","sysselsatte_innvkat","NULL","0538","NULL"
"2013","NULL","innvandrere","personer","160","sysselsatte_innvkat","NULL","0538","NULL"
"2013","NULL","innvandrere","prosent","62.7","sysselsatte_innvkat","NULL","0538","NULL"
"2013","NULL","befolkningen_ellers","personer","2808","sysselsatte_innvkat","NULL","0538","NULL"
"2013","NULL","befolkningen_ellers","prosent","75.6","sysselsatte_innvkat","NULL","0538","NULL"
"2013","NULL","alle","personer","1394","sysselsatte_innvkat","NULL","0540","NULL"
"2013","NULL","alle","prosent","78.1","sysselsatte_innvkat","NULL","0540","NULL"
"2013","NULL","innvandrere","personer","90","sysselsatte_innvkat","NULL","0540","NULL"
"2013","NULL","innvandrere","prosent","66.2","sysselsatte_innvkat","NULL","0540","NULL"
"2013","NULL","befolkningen_ellers","personer","1304","sysselsatte_innvkat","NULL","0540","NULL"
"2013","NULL","befolkningen_ellers","prosent","79.1","sysselsatte_innvkat","NULL","0540","NULL"
"2013","NULL","alle","personer","589","sysselsatte_innvkat","NULL","0541","NULL"
"2013","NULL","alle","prosent","71.6","sysselsatte_innvkat","NULL","0541","NULL"
"2013","NULL","innvandrere","personer","44","sysselsatte_innvkat","NULL","0541","NULL"
"2013","NULL","innvandrere","prosent","31","sysselsatte_innvkat","NULL","0541","NULL"
"2013","NULL","befolkningen_ellers","personer","545","sysselsatte_innvkat","NULL","0541","NULL"
"2013","NULL","befolkningen_ellers","prosent","80","sysselsatte_innvkat","NULL","0541","NULL"
"2013","NULL","alle","personer","3070","sysselsatte_innvkat","NULL","0542","NULL"
"2013","NULL","alle","prosent","78.4","sysselsatte_innvkat","NULL","0542","NULL"
"2013","NULL","innvandrere","personer","291","sysselsatte_innvkat","NULL","0542","NULL"
"2013","NULL","innvandrere","prosent","67.4","sysselsatte_innvkat","NULL","0542","NULL"
"2013","NULL","befolkningen_ellers","personer","2779","sysselsatte_innvkat","NULL","0542","NULL"
"2013","NULL","befolkningen_ellers","prosent","79.8","sysselsatte_innvkat","NULL","0542","NULL"
"2013","NULL","alle","personer","1056","sysselsatte_innvkat","NULL","0543","NULL"
"2013","NULL","alle","prosent","80.3","sysselsatte_innvkat","NULL","0543","NULL"
"2013","NULL","innvandrere","personer","67","sysselsatte_innvkat","NULL","0543","NULL"
"2013","NULL","innvandrere","prosent","58.8","sysselsatte_innvkat","NULL","0543","NULL"
"2013","NULL","befolkningen_ellers","personer","989","sysselsatte_innvkat","NULL","0543","NULL"
"2013","NULL","befolkningen_ellers","prosent","82.3","sysselsatte_innvkat","NULL","0543","NULL"
"2013","NULL","alle","personer","1620","sysselsatte_innvkat","NULL","0544","NULL"
"2013","NULL","alle","prosent","83.7","sysselsatte_innvkat","NULL","0544","NULL"
"2013","NULL","innvandrere","personer","160","sysselsatte_innvkat","NULL","0544","NULL"
"2013","NULL","innvandrere","prosent","76.6","sysselsatte_innvkat","NULL","0544","NULL"
"2013","NULL","befolkningen_ellers","personer","1460","sysselsatte_innvkat","NULL","0544","NULL"
"2013","NULL","befolkningen_ellers","prosent","84.6","sysselsatte_innvkat","NULL","0544","NULL"
"2013","NULL","alle","personer","773","sysselsatte_innvkat","NULL","0545","NULL"
"2013","NULL","alle","prosent","79.7","sysselsatte_innvkat","NULL","0545","NULL"
"2013","NULL","innvandrere","personer","98","sysselsatte_innvkat","NULL","0545","NULL"
"2013","NULL","innvandrere","prosent","59.8","sysselsatte_innvkat","NULL","0545","NULL"
"2013","NULL","befolkningen_ellers","personer","675","sysselsatte_innvkat","NULL","0545","NULL"
"2013","NULL","befolkningen_ellers","prosent","83.7","sysselsatte_innvkat","NULL","0545","NULL"
"2013","NULL","alle","personer","30313","sysselsatte_innvkat","NULL","0602","NULL"
"2013","NULL","alle","prosent","73.9","sysselsatte_innvkat","NULL","0602","NULL"
"2013","NULL","innvandrere","personer","6707","sysselsatte_innvkat","NULL","0602","NULL"
"2013","NULL","innvandrere","prosent","61.6","sysselsatte_innvkat","NULL","0602","NULL"
"2013","NULL","befolkningen_ellers","personer","23606","sysselsatte_innvkat","NULL","0602","NULL"
"2013","NULL","befolkningen_ellers","prosent","78.3","sysselsatte_innvkat","NULL","0602","NULL"
"2013","NULL","alle","personer","13017","sysselsatte_innvkat","NULL","0604","NULL"
"2013","NULL","alle","prosent","79.8","sysselsatte_innvkat","NULL","0604","NULL"
"2013","NULL","innvandrere","personer","1974","sysselsatte_innvkat","NULL","0604","NULL"
"2013","NULL","innvandrere","prosent","71.8","sysselsatte_innvkat","NULL","0604","NULL"
"2013","NULL","befolkningen_ellers","personer","11043","sysselsatte_innvkat","NULL","0604","NULL"
"2013","NULL","befolkningen_ellers","prosent","81.4","sysselsatte_innvkat","NULL","0604","NULL"
"2013","NULL","alle","personer","13789","sysselsatte_innvkat","NULL","0605","NULL"
"2013","NULL","alle","prosent","75","sysselsatte_innvkat","NULL","0605","NULL"
"2013","NULL","innvandrere","personer","1588","sysselsatte_innvkat","NULL","0605","NULL"
"2013","NULL","innvandrere","prosent","66.3","sysselsatte_innvkat","NULL","0605","NULL"
"2013","NULL","befolkningen_ellers","personer","12201","sysselsatte_innvkat","NULL","0605","NULL"
"2013","NULL","befolkningen_ellers","prosent","76.3","sysselsatte_innvkat","NULL","0605","NULL"
"2013","NULL","alle","personer","3133","sysselsatte_innvkat","NULL","0612","NULL"
"2013","NULL","alle","prosent","77.6","sysselsatte_innvkat","NULL","0612","NULL"
"2013","NULL","innvandrere","personer","482","sysselsatte_innvkat","NULL","0612","NULL"
"2013","NULL","innvandrere","prosent","71.2","sysselsatte_innvkat","NULL","0612","NULL"
"2013","NULL","befolkningen_ellers","personer","2651","sysselsatte_innvkat","NULL","0612","NULL"
"2013","NULL","befolkningen_ellers","prosent","78.9","sysselsatte_innvkat","NULL","0612","NULL"
"2013","NULL","alle","personer","468","sysselsatte_innvkat","NULL","0615","NULL"
"2013","NULL","alle","prosent","77","sysselsatte_innvkat","NULL","0615","NULL"
"2013","NULL","innvandrere","personer","43","sysselsatte_innvkat","NULL","0615","NULL"
"2013","NULL","innvandrere","prosent","63.2","sysselsatte_innvkat","NULL","0615","NULL"
"2013","NULL","befolkningen_ellers","personer","425","sysselsatte_innvkat","NULL","0615","NULL"
"2013","NULL","befolkningen_ellers","prosent","78.7","sysselsatte_innvkat","NULL","0615","NULL"
"2013","NULL","alle","personer","1616","sysselsatte_innvkat","NULL","0616","NULL"
"2013","NULL","alle","prosent","78.6","sysselsatte_innvkat","NULL","0616","NULL"
"2013","NULL","innvandrere","personer","170","sysselsatte_innvkat","NULL","0616","NULL"
"2013","NULL","innvandrere","prosent","58.6","sysselsatte_innvkat","NULL","0616","NULL"
"2013","NULL","befolkningen_ellers","personer","1446","sysselsatte_innvkat","NULL","0616","NULL"
"2013","NULL","befolkningen_ellers","prosent","81.9","sysselsatte_innvkat","NULL","0616","NULL"
"2013","NULL","alle","personer","2255","sysselsatte_innvkat","NULL","0617","NULL"
"2013","NULL","alle","prosent","81.7","sysselsatte_innvkat","NULL","0617","NULL"
"2013","NULL","innvandrere","personer","394","sysselsatte_innvkat","NULL","0617","NULL"
"2013","NULL","innvandrere","prosent","76.5","sysselsatte_innvkat","NULL","0617","NULL"
"2013","NULL","befolkningen_ellers","personer","1861","sysselsatte_innvkat","NULL","0617","NULL"
"2013","NULL","befolkningen_ellers","prosent","82.9","sysselsatte_innvkat","NULL","0617","NULL"
"2013","NULL","alle","personer","1161","sysselsatte_innvkat","NULL","0618","NULL"
"2013","NULL","alle","prosent","81.7","sysselsatte_innvkat","NULL","0618","NULL"
"2013","NULL","innvandrere","personer","255","sysselsatte_innvkat","NULL","0618","NULL"
"2013","NULL","innvandrere","prosent","72.2","sysselsatte_innvkat","NULL","0618","NULL"
"2013","NULL","befolkningen_ellers","personer","906","sysselsatte_innvkat","NULL","0618","NULL"
"2013","NULL","befolkningen_ellers","prosent","84.8","sysselsatte_innvkat","NULL","0618","NULL"
"2013","NULL","alle","personer","2269","sysselsatte_innvkat","NULL","0619","NULL"
"2013","NULL","alle","prosent","82.9","sysselsatte_innvkat","NULL","0619","NULL"
"2013","NULL","innvandrere","personer","230","sysselsatte_innvkat","NULL","0619","NULL"
"2013","NULL","innvandrere","prosent","75.2","sysselsatte_innvkat","NULL","0619","NULL"
"2013","NULL","befolkningen_ellers","personer","2039","sysselsatte_innvkat","NULL","0619","NULL"
"2013","NULL","befolkningen_ellers","prosent","83.9","sysselsatte_innvkat","NULL","0619","NULL"
"2013","NULL","alle","personer","2306","sysselsatte_innvkat","NULL","0620","NULL"
"2013","NULL","alle","prosent","83","sysselsatte_innvkat","NULL","0620","NULL"
"2013","NULL","innvandrere","personer","405","sysselsatte_innvkat","NULL","0620","NULL"
"2013","NULL","innvandrere","prosent","76.9","sysselsatte_innvkat","NULL","0620","NULL"
"2013","NULL","befolkningen_ellers","personer","1901","sysselsatte_innvkat","NULL","0620","NULL"
"2013","NULL","befolkningen_ellers","prosent","84.4","sysselsatte_innvkat","NULL","0620","NULL"
"2013","NULL","alle","personer","1714","sysselsatte_innvkat","NULL","0621","NULL"
"2013","NULL","alle","prosent","83.1","sysselsatte_innvkat","NULL","0621","NULL"
"2013","NULL","innvandrere","personer","103","sysselsatte_innvkat","NULL","0621","NULL"
"2013","NULL","innvandrere","prosent","73","sysselsatte_innvkat","NULL","0621","NULL"
"2013","NULL","befolkningen_ellers","personer","1611","sysselsatte_innvkat","NULL","0621","NULL"
"2013","NULL","befolkningen_ellers","prosent","83.8","sysselsatte_innvkat","NULL","0621","NULL"
"2013","NULL","alle","personer","1103","sysselsatte_innvkat","NULL","0622","NULL"
"2013","NULL","alle","prosent","76.8","sysselsatte_innvkat","NULL","0622","NULL"
"2013","NULL","innvandrere","personer","155","sysselsatte_innvkat","NULL","0622","NULL"
"2013","NULL","innvandrere","prosent","76","sysselsatte_innvkat","NULL","0622","NULL"
"2013","NULL","befolkningen_ellers","personer","948","sysselsatte_innvkat","NULL","0622","NULL"
"2013","NULL","befolkningen_ellers","prosent","76.9","sysselsatte_innvkat","NULL","0622","NULL"
"2013","NULL","alle","personer","6246","sysselsatte_innvkat","NULL","0623","NULL"
"2013","NULL","alle","prosent","74.9","sysselsatte_innvkat","NULL","0623","NULL"
"2013","NULL","innvandrere","personer","539","sysselsatte_innvkat","NULL","0623","NULL"
"2013","NULL","innvandrere","prosent","64","sysselsatte_innvkat","NULL","0623","NULL"
"2013","NULL","befolkningen_ellers","personer","5707","sysselsatte_innvkat","NULL","0623","NULL"
"2013","NULL","befolkningen_ellers","prosent","76.1","sysselsatte_innvkat","NULL","0623","NULL"
"2013","NULL","alle","personer","8496","sysselsatte_innvkat","NULL","0624","NULL"
"2013","NULL","alle","prosent","77","sysselsatte_innvkat","NULL","0624","NULL"
"2013","NULL","innvandrere","personer","1096","sysselsatte_innvkat","NULL","0624","NULL"
"2013","NULL","innvandrere","prosent","71.8","sysselsatte_innvkat","NULL","0624","NULL"
"2013","NULL","befolkningen_ellers","personer","7400","sysselsatte_innvkat","NULL","0624","NULL"
"2013","NULL","befolkningen_ellers","prosent","77.9","sysselsatte_innvkat","NULL","0624","NULL"
"2013","NULL","alle","personer","11283","sysselsatte_innvkat","NULL","0625","NULL"
"2013","NULL","alle","prosent","77.4","sysselsatte_innvkat","NULL","0625","NULL"
"2013","NULL","innvandrere","personer","1904","sysselsatte_innvkat","NULL","0625","NULL"
"2013","NULL","innvandrere","prosent","70.2","sysselsatte_innvkat","NULL","0625","NULL"
"2013","NULL","befolkningen_ellers","personer","9379","sysselsatte_innvkat","NULL","0625","NULL"
"2013","NULL","befolkningen_ellers","prosent","79.1","sysselsatte_innvkat","NULL","0625","NULL"
"2013","NULL","alle","personer","12122","sysselsatte_innvkat","NULL","0626","NULL"
"2013","NULL","alle","prosent","79.3","sysselsatte_innvkat","NULL","0626","NULL"
"2013","NULL","innvandrere","personer","2185","sysselsatte_innvkat","NULL","0626","NULL"
"2013","NULL","innvandrere","prosent","70.8","sysselsatte_innvkat","NULL","0626","NULL"
"2013","NULL","befolkningen_ellers","personer","9937","sysselsatte_innvkat","NULL","0626","NULL"
"2013","NULL","befolkningen_ellers","prosent","81.4","sysselsatte_innvkat","NULL","0626","NULL"
"2013","NULL","alle","personer","10223","sysselsatte_innvkat","NULL","0627","NULL"
"2013","NULL","alle","prosent","81.5","sysselsatte_innvkat","NULL","0627","NULL"
"2013","NULL","innvandrere","personer","1447","sysselsatte_innvkat","NULL","0627","NULL"
"2013","NULL","innvandrere","prosent","73.9","sysselsatte_innvkat","NULL","0627","NULL"
"2013","NULL","befolkningen_ellers","personer","8776","sysselsatte_innvkat","NULL","0627","NULL"
"2013","NULL","befolkningen_ellers","prosent","83","sysselsatte_innvkat","NULL","0627","NULL"
"2013","NULL","alle","personer","4262","sysselsatte_innvkat","NULL","0628","NULL"
"2013","NULL","alle","prosent","76.1","sysselsatte_innvkat","NULL","0628","NULL"
"2013","NULL","innvandrere","personer","519","sysselsatte_innvkat","NULL","0628","NULL"
"2013","NULL","innvandrere","prosent","70.7","sysselsatte_innvkat","NULL","0628","NULL"
"2013","NULL","befolkningen_ellers","personer","3743","sysselsatte_innvkat","NULL","0628","NULL"
"2013","NULL","befolkningen_ellers","prosent","77","sysselsatte_innvkat","NULL","0628","NULL"
"2013","NULL","alle","personer","1294","sysselsatte_innvkat","NULL","0631","NULL"
"2013","NULL","alle","prosent","81.9","sysselsatte_innvkat","NULL","0631","NULL"
"2013","NULL","innvandrere","personer","106","sysselsatte_innvkat","NULL","0631","NULL"
"2013","NULL","innvandrere","prosent","68.8","sysselsatte_innvkat","NULL","0631","NULL"
"2013","NULL","befolkningen_ellers","personer","1188","sysselsatte_innvkat","NULL","0631","NULL"
"2013","NULL","befolkningen_ellers","prosent","83.3","sysselsatte_innvkat","NULL","0631","NULL"
"2013","NULL","alle","personer","639","sysselsatte_innvkat","NULL","0632","NULL"
"2013","NULL","alle","prosent","81.9","sysselsatte_innvkat","NULL","0632","NULL"
"2013","NULL","innvandrere","personer","42","sysselsatte_innvkat","NULL","0632","NULL"
"2013","NULL","innvandrere","prosent","65.6","sysselsatte_innvkat","NULL","0632","NULL"
"2013","NULL","befolkningen_ellers","personer","597","sysselsatte_innvkat","NULL","0632","NULL"
"2013","NULL","befolkningen_ellers","prosent","83.4","sysselsatte_innvkat","NULL","0632","NULL"
"2013","NULL","alle","personer","1238","sysselsatte_innvkat","NULL","0633","NULL"
"2013","NULL","alle","prosent","84.1","sysselsatte_innvkat","NULL","0633","NULL"
"2013","NULL","innvandrere","personer","111","sysselsatte_innvkat","NULL","0633","NULL"
"2013","NULL","innvandrere","prosent","74","sysselsatte_innvkat","NULL","0633","NULL"
"2013","NULL","befolkningen_ellers","personer","1127","sysselsatte_innvkat","NULL","0633","NULL"
"2013","NULL","befolkningen_ellers","prosent","85.2","sysselsatte_innvkat","NULL","0633","NULL"
"2013","NULL","alle","personer","11514","sysselsatte_innvkat","NULL","0701","NULL"
"2013","NULL","alle","prosent","71.3","sysselsatte_innvkat","NULL","0701","NULL"
"2013","NULL","innvandrere","personer","1482","sysselsatte_innvkat","NULL","0701","NULL"
"2013","NULL","innvandrere","prosent","62.2","sysselsatte_innvkat","NULL","0701","NULL"
"2013","NULL","befolkningen_ellers","personer","10032","sysselsatte_innvkat","NULL","0701","NULL"
"2013","NULL","befolkningen_ellers","prosent","72.9","sysselsatte_innvkat","NULL","0701","NULL"
"2013","NULL","alle","personer","4729","sysselsatte_innvkat","NULL","0702","NULL"
"2013","NULL","alle","prosent","73.8","sysselsatte_innvkat","NULL","0702","NULL"
"2013","NULL","innvandrere","personer","461","sysselsatte_innvkat","NULL","0702","NULL"
"2013","NULL","innvandrere","prosent","67.8","sysselsatte_innvkat","NULL","0702","NULL"
"2013","NULL","befolkningen_ellers","personer","4268","sysselsatte_innvkat","NULL","0702","NULL"
"2013","NULL","befolkningen_ellers","prosent","74.6","sysselsatte_innvkat","NULL","0702","NULL"
"2013","NULL","alle","personer","19507","sysselsatte_innvkat","NULL","0704","NULL"
"2013","NULL","alle","prosent","76","sysselsatte_innvkat","NULL","0704","NULL"
"2013","NULL","innvandrere","personer","2514","sysselsatte_innvkat","NULL","0704","NULL"
"2013","NULL","innvandrere","prosent","68.1","sysselsatte_innvkat","NULL","0704","NULL"
"2013","NULL","befolkningen_ellers","personer","16993","sysselsatte_innvkat","NULL","0704","NULL"
"2013","NULL","befolkningen_ellers","prosent","77.3","sysselsatte_innvkat","NULL","0704","NULL"
"2013","NULL","alle","personer","19622","sysselsatte_innvkat","NULL","0706","NULL"
"2013","NULL","alle","prosent","72.8","sysselsatte_innvkat","NULL","0706","NULL"
"2013","NULL","innvandrere","personer","2804","sysselsatte_innvkat","NULL","0706","NULL"
"2013","NULL","innvandrere","prosent","64.2","sysselsatte_innvkat","NULL","0706","NULL"
"2013","NULL","befolkningen_ellers","personer","16818","sysselsatte_innvkat","NULL","0706","NULL"
"2013","NULL","befolkningen_ellers","prosent","74.5","sysselsatte_innvkat","NULL","0706","NULL"
"2013","NULL","alle","personer","19184","sysselsatte_innvkat","NULL","0709","NULL"
"2013","NULL","alle","prosent","73.5","sysselsatte_innvkat","NULL","0709","NULL"
"2013","NULL","innvandrere","personer","2095","sysselsatte_innvkat","NULL","0709","NULL"
"2013","NULL","innvandrere","prosent","63.8","sysselsatte_innvkat","NULL","0709","NULL"
"2013","NULL","befolkningen_ellers","personer","17089","sysselsatte_innvkat","NULL","0709","NULL"
"2013","NULL","befolkningen_ellers","prosent","74.9","sysselsatte_innvkat","NULL","0709","NULL"
"2013","NULL","alle","personer","3048","sysselsatte_innvkat","NULL","0711","NULL"
"2013","NULL","alle","prosent","75","sysselsatte_innvkat","NULL","0711","NULL"
"2013","NULL","innvandrere","personer","354","sysselsatte_innvkat","NULL","0711","NULL"
"2013","NULL","innvandrere","prosent","70.9","sysselsatte_innvkat","NULL","0711","NULL"
"2013","NULL","befolkningen_ellers","personer","2694","sysselsatte_innvkat","NULL","0711","NULL"
"2013","NULL","befolkningen_ellers","prosent","75.6","sysselsatte_innvkat","NULL","0711","NULL"
"2013","NULL","alle","personer","4203","sysselsatte_innvkat","NULL","0713","NULL"
"2013","NULL","alle","prosent","77.4","sysselsatte_innvkat","NULL","0713","NULL"
"2013","NULL","innvandrere","personer","458","sysselsatte_innvkat","NULL","0713","NULL"
"2013","NULL","innvandrere","prosent","70.9","sysselsatte_innvkat","NULL","0713","NULL"
"2013","NULL","befolkningen_ellers","personer","3745","sysselsatte_innvkat","NULL","0713","NULL"
"2013","NULL","befolkningen_ellers","prosent","78.3","sysselsatte_innvkat","NULL","0713","NULL"
"2013","NULL","alle","personer","1434","sysselsatte_innvkat","NULL","0714","NULL"
"2013","NULL","alle","prosent","77.5","sysselsatte_innvkat","NULL","0714","NULL"
"2013","NULL","innvandrere","personer","129","sysselsatte_innvkat","NULL","0714","NULL"
"2013","NULL","innvandrere","prosent","76.3","sysselsatte_innvkat","NULL","0714","NULL"
"2013","NULL","befolkningen_ellers","personer","1305","sysselsatte_innvkat","NULL","0714","NULL"
