"tabellnavn","aar","bydel_id","invkat_2","vreg_3","enhet","tabellvariabel","flytting"
befolkning_flytting,2014,12,innvandrere,2,personer,26,nettoinnflytting
befolkning_flytting,2014,13,innvandrere,1,personer,-9,nettoinnflytting
befolkning_flytting,2014,13,innvandrere,2,personer,1,nettoinnflytting
befolkning_flytting,2014,14,innvandrere,1,personer,-67,nettoinnflytting
befolkning_flytting,2014,14,innvandrere,2,personer,41,nettoinnflytting
befolkning_flytting,2014,15,innvandrere,1,personer,-14,nettoinnflytting
befolkning_flytting,2014,15,innvandrere,2,personer,73,nettoinnflytting
befolkning_flytting,2014,16,innvandrere,1,personer,9,nettoinnflytting
befolkning_flytting,2014,16,innvandrere,2,personer,11,nettoinnflytting
befolkning_flytting,2014,17,innvandrere,1,personer,-6,nettoinnflytting
befolkning_flytting,2014,17,innvandrere,2,personer,-3,nettoinnflytting
befolkning_flytting,2014,99,innvandrere,1,personer,-70,nettoinnflytting
befolkning_flytting,2014,99,innvandrere,2,personer,-19,nettoinnflytting
befolkning_flytting,2014,01,alle,alle,personer,4593,innvandring_og_innflytting
befolkning_flytting,2014,02,alle,alle,personer,6234,innvandring_og_innflytting
befolkning_flytting,2014,03,alle,alle,personer,3778,innvandring_og_innflytting
befolkning_flytting,2014,04,alle,alle,personer,4706,innvandring_og_innflytting
befolkning_flytting,2014,05,alle,alle,personer,6807,innvandring_og_innflytting
befolkning_flytting,2014,06,alle,alle,personer,1672,innvandring_og_innflytting
befolkning_flytting,2014,07,alle,alle,personer,2309,innvandring_og_innflytting
befolkning_flytting,2014,08,alle,alle,personer,3013,innvandring_og_innflytting
befolkning_flytting,2014,09,alle,alle,personer,1689,innvandring_og_innflytting
befolkning_flytting,2014,10,alle,alle,personer,1088,innvandring_og_innflytting
befolkning_flytting,2014,11,alle,alle,personer,1526,innvandring_og_innflytting
befolkning_flytting,2014,12,alle,alle,personer,2115,innvandring_og_innflytting
befolkning_flytting,2014,13,alle,alle,personer,1561,innvandring_og_innflytting
befolkning_flytting,2014,14,alle,alle,personer,1969,innvandring_og_innflytting
befolkning_flytting,2014,15,alle,alle,personer,1815,innvandring_og_innflytting
befolkning_flytting,2014,16,alle,alle,personer,266,innvandring_og_innflytting
befolkning_flytting,2014,17,alle,alle,personer,53,innvandring_og_innflytting
befolkning_flytting,2014,99,alle,alle,personer,169,innvandring_og_innflytting
befolkning_flytting,2014,01,innvandrere,alle,personer,2160,innvandring_og_innflytting
befolkning_flytting,2014,02,innvandrere,alle,personer,2550,innvandring_og_innflytting
befolkning_flytting,2014,03,innvandrere,alle,personer,1100,innvandring_og_innflytting
befolkning_flytting,2014,04,innvandrere,alle,personer,1775,innvandring_og_innflytting
befolkning_flytting,2014,05,innvandrere,alle,personer,2979,innvandring_og_innflytting
befolkning_flytting,2014,06,innvandrere,alle,personer,731,innvandring_og_innflytting
befolkning_flytting,2014,07,innvandrere,alle,personer,1091,innvandring_og_innflytting
befolkning_flytting,2014,08,innvandrere,alle,personer,1477,innvandring_og_innflytting
befolkning_flytting,2014,09,innvandrere,alle,personer,986,innvandring_og_innflytting
befolkning_flytting,2014,10,innvandrere,alle,personer,636,innvandring_og_innflytting
befolkning_flytting,2014,11,innvandrere,alle,personer,971,innvandring_og_innflytting
befolkning_flytting,2014,12,innvandrere,alle,personer,1238,innvandring_og_innflytting
befolkning_flytting,2014,13,innvandrere,alle,personer,696,innvandring_og_innflytting
befolkning_flytting,2014,14,innvandrere,alle,personer,851,innvandring_og_innflytting
befolkning_flytting,2014,15,innvandrere,alle,personer,1120,innvandring_og_innflytting
befolkning_flytting,2014,16,innvandrere,alle,personer,158,innvandring_og_innflytting
befolkning_flytting,2014,17,innvandrere,alle,personer,23,innvandring_og_innflytting
befolkning_flytting,2014,99,innvandrere,alle,personer,55,innvandring_og_innflytting
befolkning_flytting,2014,01,innvandrere,1,personer,1029,innvandring_og_innflytting
befolkning_flytting,2014,01,innvandrere,2,personer,1131,innvandring_og_innflytting
befolkning_flytting,2014,02,innvandrere,1,personer,1403,innvandring_og_innflytting
befolkning_flytting,2014,02,innvandrere,2,personer,1147,innvandring_og_innflytting
befolkning_flytting,2014,03,innvandrere,1,personer,629,innvandring_og_innflytting
befolkning_flytting,2014,03,innvandrere,2,personer,471,innvandring_og_innflytting
befolkning_flytting,2014,04,innvandrere,1,personer,1018,innvandring_og_innflytting
befolkning_flytting,2014,04,innvandrere,2,personer,757,innvandring_og_innflytting
befolkning_flytting,2014,05,innvandrere,1,personer,1827,innvandring_og_innflytting
befolkning_flytting,2014,05,innvandrere,2,personer,1152,innvandring_og_innflytting
befolkning_flytting,2014,06,innvandrere,1,personer,404,innvandring_og_innflytting
befolkning_flytting,2014,06,innvandrere,2,personer,327,innvandring_og_innflytting
befolkning_flytting,2014,07,innvandrere,1,personer,615,innvandring_og_innflytting
befolkning_flytting,2014,07,innvandrere,2,personer,476,innvandring_og_innflytting
befolkning_flytting,2014,08,innvandrere,1,personer,664,innvandring_og_innflytting
befolkning_flytting,2014,08,innvandrere,2,personer,813,innvandring_og_innflytting
befolkning_flytting,2014,09,innvandrere,1,personer,421,innvandring_og_innflytting
befolkning_flytting,2014,09,innvandrere,2,personer,565,innvandring_og_innflytting
befolkning_flytting,2014,10,innvandrere,1,personer,227,innvandring_og_innflytting
befolkning_flytting,2014,10,innvandrere,2,personer,409,innvandring_og_innflytting
befolkning_flytting,2014,11,innvandrere,1,personer,378,innvandring_og_innflytting
befolkning_flytting,2014,11,innvandrere,2,personer,593,innvandring_og_innflytting
befolkning_flytting,2014,12,innvandrere,1,personer,430,innvandring_og_innflytting
befolkning_flytting,2014,12,innvandrere,2,personer,808,innvandring_og_innflytting
befolkning_flytting,2014,13,innvandrere,1,personer,334,innvandring_og_innflytting
befolkning_flytting,2014,13,innvandrere,2,personer,362,innvandring_og_innflytting
befolkning_flytting,2014,14,innvandrere,1,personer,507,innvandring_og_innflytting
befolkning_flytting,2014,14,innvandrere,2,personer,344,innvandring_og_innflytting
befolkning_flytting,2014,15,innvandrere,1,personer,457,innvandring_og_innflytting
befolkning_flytting,2014,15,innvandrere,2,personer,663,innvandring_og_innflytting
befolkning_flytting,2014,16,innvandrere,1,personer,106,innvandring_og_innflytting
befolkning_flytting,2014,16,innvandrere,2,personer,52,innvandring_og_innflytting
befolkning_flytting,2014,17,innvandrere,1,personer,20,innvandring_og_innflytting
befolkning_flytting,2014,17,innvandrere,2,personer,3,innvandring_og_innflytting
befolkning_flytting,2014,99,innvandrere,1,personer,17,innvandring_og_innflytting
befolkning_flytting,2014,99,innvandrere,2,personer,38,innvandring_og_innflytting
befolkning_flytting,2014,01,alle,alle,personer,3403,utvandring_og_utflytting
befolkning_flytting,2014,02,alle,alle,personer,4248,utvandring_og_utflytting
befolkning_flytting,2014,03,alle,alle,personer,3074,utvandring_og_utflytting
befolkning_flytting,2014,04,alle,alle,personer,3090,utvandring_og_utflytting
befolkning_flytting,2014,05,alle,alle,personer,4562,utvandring_og_utflytting
befolkning_flytting,2014,06,alle,alle,personer,1661,utvandring_og_utflytting
befolkning_flytting,2014,07,alle,alle,personer,2148,utvandring_og_utflytting
befolkning_flytting,2014,08,alle,alle,personer,2486,utvandring_og_utflytting
befolkning_flytting,2014,09,alle,alle,personer,1788,utvandring_og_utflytting
befolkning_flytting,2014,10,alle,alle,personer,1189,utvandring_og_utflytting
befolkning_flytting,2014,11,alle,alle,personer,1470,utvandring_og_utflytting
befolkning_flytting,2014,12,alle,alle,personer,2222,utvandring_og_utflytting
befolkning_flytting,2014,13,alle,alle,personer,1849,utvandring_og_utflytting
befolkning_flytting,2014,14,alle,alle,personer,1968,utvandring_og_utflytting
befolkning_flytting,2014,15,alle,alle,personer,1724,utvandring_og_utflytting
befolkning_flytting,2014,16,alle,alle,personer,146,utvandring_og_utflytting
befolkning_flytting,2014,17,alle,alle,personer,78,utvandring_og_utflytting
befolkning_flytting,2014,99,alle,alle,personer,1068,utvandring_og_utflytting
befolkning_flytting,2014,01,innvandrere,alle,personer,1062,utvandring_og_utflytting
befolkning_flytting,2014,02,innvandrere,alle,personer,1398,utvandring_og_utflytting
befolkning_flytting,2014,03,innvandrere,alle,personer,690,utvandring_og_utflytting
befolkning_flytting,2014,04,innvandrere,alle,personer,1001,utvandring_og_utflytting
befolkning_flytting,2014,05,innvandrere,alle,personer,1794,utvandring_og_utflytting
befolkning_flytting,2014,06,innvandrere,alle,personer,503,utvandring_og_utflytting
befolkning_flytting,2014,07,innvandrere,alle,personer,766,utvandring_og_utflytting
befolkning_flytting,2014,08,innvandrere,alle,personer,882,utvandring_og_utflytting
befolkning_flytting,2014,09,innvandrere,alle,personer,626,utvandring_og_utflytting
befolkning_flytting,2014,10,innvandrere,alle,personer,422,utvandring_og_utflytting
befolkning_flytting,2014,11,innvandrere,alle,personer,609,utvandring_og_utflytting
befolkning_flytting,2014,12,innvandrere,alle,personer,831,utvandring_og_utflytting
befolkning_flytting,2014,13,innvandrere,alle,personer,420,utvandring_og_utflytting
befolkning_flytting,2014,14,innvandrere,alle,personer,519,utvandring_og_utflytting
befolkning_flytting,2014,15,innvandrere,alle,personer,654,utvandring_og_utflytting
befolkning_flytting,2014,16,innvandrere,alle,personer,79,utvandring_og_utflytting
befolkning_flytting,2014,17,innvandrere,alle,personer,18,utvandring_og_utflytting
befolkning_flytting,2014,99,innvandrere,alle,personer,813,utvandring_og_utflytting
befolkning_flytting,2014,01,innvandrere,1,personer,531,utvandring_og_utflytting
befolkning_flytting,2014,01,innvandrere,2,personer,531,utvandring_og_utflytting
befolkning_flytting,2014,02,innvandrere,1,personer,807,utvandring_og_utflytting
befolkning_flytting,2014,02,innvandrere,2,personer,591,utvandring_og_utflytting
befolkning_flytting,2014,03,innvandrere,1,personer,383,utvandring_og_utflytting
befolkning_flytting,2014,03,innvandrere,2,personer,307,utvandring_og_utflytting
befolkning_flytting,2014,04,innvandrere,1,personer,637,utvandring_og_utflytting
befolkning_flytting,2014,04,innvandrere,2,personer,364,utvandring_og_utflytting
befolkning_flytting,2014,05,innvandrere,1,personer,1130,utvandring_og_utflytting
befolkning_flytting,2014,05,innvandrere,2,personer,664,utvandring_og_utflytting
befolkning_flytting,2014,06,innvandrere,1,personer,243,utvandring_og_utflytting
befolkning_flytting,2014,06,innvandrere,2,personer,260,utvandring_og_utflytting
befolkning_flytting,2014,07,innvandrere,1,personer,399,utvandring_og_utflytting
befolkning_flytting,2014,07,innvandrere,2,personer,367,utvandring_og_utflytting
befolkning_flytting,2014,08,innvandrere,1,personer,371,utvandring_og_utflytting
befolkning_flytting,2014,08,innvandrere,2,personer,511,utvandring_og_utflytting
befolkning_flytting,2014,09,innvandrere,1,personer,246,utvandring_og_utflytting
befolkning_flytting,2014,09,innvandrere,2,personer,380,utvandring_og_utflytting
befolkning_flytting,2014,10,innvandrere,1,personer,146,utvandring_og_utflytting
befolkning_flytting,2014,10,innvandrere,2,personer,276,utvandring_og_utflytting
befolkning_flytting,2014,11,innvandrere,1,personer,190,utvandring_og_utflytting
befolkning_flytting,2014,11,innvandrere,2,personer,419,utvandring_og_utflytting
befolkning_flytting,2014,12,innvandrere,1,personer,238,utvandring_og_utflytting
befolkning_flytting,2014,12,innvandrere,2,personer,593,utvandring_og_utflytting
befolkning_flytting,2014,13,innvandrere,1,personer,181,utvandring_og_utflytting
befolkning_flytting,2014,13,innvandrere,2,personer,239,utvandring_og_utflytting
befolkning_flytting,2014,14,innvandrere,1,personer,322,utvandring_og_utflytting
befolkning_flytting,2014,14,innvandrere,2,personer,197,utvandring_og_utflytting
befolkning_flytting,2014,15,innvandrere,1,personer,213,utvandring_og_utflytting
befolkning_flytting,2014,15,innvandrere,2,personer,441,utvandring_og_utflytting
befolkning_flytting,2014,16,innvandrere,1,personer,50,utvandring_og_utflytting
befolkning_flytting,2014,16,innvandrere,2,personer,29,utvandring_og_utflytting
befolkning_flytting,2014,17,innvandrere,1,personer,10,utvandring_og_utflytting
befolkning_flytting,2014,17,innvandrere,2,personer,8,utvandring_og_utflytting
befolkning_flytting,2014,99,innvandrere,1,personer,586,utvandring_og_utflytting
befolkning_flytting,2014,99,innvandrere,2,personer,227,utvandring_og_utflytting
befolkning_flytting,2014,01,alle,alle,personer,1190,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,02,alle,alle,personer,1986,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,03,alle,alle,personer,704,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,04,alle,alle,personer,1616,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,05,alle,alle,personer,2245,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,06,alle,alle,personer,11,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,07,alle,alle,personer,161,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,08,alle,alle,personer,527,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,09,alle,alle,personer,-99,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,10,alle,alle,personer,-101,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,11,alle,alle,personer,56,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,12,alle,alle,personer,-107,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,13,alle,alle,personer,-288,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,14,alle,alle,personer,1,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,15,alle,alle,personer,91,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,16,alle,alle,personer,120,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,17,alle,alle,personer,-25,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,99,alle,alle,personer,-899,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,01,innvandrere,alle,personer,1098,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,02,innvandrere,alle,personer,1152,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,03,innvandrere,alle,personer,410,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,04,innvandrere,alle,personer,774,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,05,innvandrere,alle,personer,1185,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,06,innvandrere,alle,personer,228,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,07,innvandrere,alle,personer,325,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,08,innvandrere,alle,personer,595,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,09,innvandrere,alle,personer,360,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,10,innvandrere,alle,personer,214,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,11,innvandrere,alle,personer,362,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,12,innvandrere,alle,personer,407,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,13,innvandrere,alle,personer,276,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,14,innvandrere,alle,personer,332,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,15,innvandrere,alle,personer,466,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,16,innvandrere,alle,personer,79,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,17,innvandrere,alle,personer,5,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,99,innvandrere,alle,personer,-758,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,01,innvandrere,1,personer,498,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,01,innvandrere,2,personer,600,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,02,innvandrere,1,personer,596,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,02,innvandrere,2,personer,556,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,03,innvandrere,1,personer,246,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,03,innvandrere,2,personer,164,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,04,innvandrere,1,personer,381,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,04,innvandrere,2,personer,393,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,05,innvandrere,1,personer,697,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,05,innvandrere,2,personer,488,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,06,innvandrere,1,personer,161,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,06,innvandrere,2,personer,67,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,07,innvandrere,1,personer,216,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,07,innvandrere,2,personer,109,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,08,innvandrere,1,personer,293,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,08,innvandrere,2,personer,302,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,09,innvandrere,1,personer,175,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,09,innvandrere,2,personer,185,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,10,innvandrere,1,personer,81,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,10,innvandrere,2,personer,133,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,11,innvandrere,1,personer,188,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,11,innvandrere,2,personer,174,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,12,innvandrere,1,personer,192,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,12,innvandrere,2,personer,215,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,13,innvandrere,1,personer,153,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,13,innvandrere,2,personer,123,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,14,innvandrere,1,personer,185,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,14,innvandrere,2,personer,147,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,15,innvandrere,1,personer,244,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,15,innvandrere,2,personer,222,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,16,innvandrere,1,personer,56,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,16,innvandrere,2,personer,23,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,17,innvandrere,1,personer,10,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,17,innvandrere,2,personer,-5,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,99,innvandrere,1,personer,-569,nettoinnvandring_og_nettoinnflytting
befolkning_flytting,2014,99,innvandrere,2,personer,-189,nettoinnvandring_og_nettoinnflytting
